SA2_NAME16	YearOfArrival.max	workers_born_overseas
Windang - Primbee	2005	3
Windang - Primbee	2010	5
Windang - Primbee	2015	3
Windang - Primbee		3
Illawarra Catchment Reserve	2000	3
Albion Park - Macquarie Pass	1991	209
Albion Park - Macquarie Pass	1995	19
Albion Park - Macquarie Pass	2000	27
Albion Park - Macquarie Pass	2005	19
Albion Park - Macquarie Pass	2010	28
Albion Park - Macquarie Pass	2015	39
Albion Park - Macquarie Pass		5
Albion Park Rail	1991	200
Albion Park Rail	1995	21
Albion Park Rail	2000	17
Albion Park Rail	2005	19
Albion Park Rail	2010	41
Albion Park Rail	2015	34
Albion Park Rail	2016	6
Albion Park Rail		15
Kiama	1991	235
Kiama	1995	16
Kiama	2000	36
Kiama	2005	56
Kiama	2010	65
Kiama	2015	45
Kiama	2016	3
Kiama		11
Kiama Downs - Minnamurra	1991	45
Kiama Downs - Minnamurra	1995	4
Kiama Downs - Minnamurra	2000	7
Kiama Downs - Minnamurra	2005	9
Kiama Downs - Minnamurra	2010	11
Kiama Downs - Minnamurra	2015	5
Kiama Hinterland - Gerringong	1991	127
Kiama Hinterland - Gerringong	1995	11
Kiama Hinterland - Gerringong	2000	27
Kiama Hinterland - Gerringong	2005	18
Kiama Hinterland - Gerringong	2010	29
Kiama Hinterland - Gerringong	2015	24
Kiama Hinterland - Gerringong		8
Shellharbour - Flinders	1991	206
Shellharbour - Flinders	1995	27
Shellharbour - Flinders	2000	29
Shellharbour - Flinders	2005	46
Shellharbour - Flinders	2010	58
Shellharbour - Flinders	2015	47
Shellharbour - Flinders	2016	3
Shellharbour - Flinders		11
Shellharbour - Oak Flats	1991	510
Shellharbour - Oak Flats	1995	41
Shellharbour - Oak Flats	2000	52
Shellharbour - Oak Flats	2005	60
Shellharbour - Oak Flats	2010	85
Shellharbour - Oak Flats	2015	92
Shellharbour - Oak Flats		28
Warilla	1991	397
Warilla	1995	38
Warilla	2000	33
Warilla	2005	54
Warilla	2010	91
Warilla	2015	68
Warilla		9
Balgownie - Fairy Meadow	1991	538
Balgownie - Fairy Meadow	1995	70
Balgownie - Fairy Meadow	2000	85
Balgownie - Fairy Meadow	2005	66
Balgownie - Fairy Meadow	2010	136
Balgownie - Fairy Meadow	2015	188
Balgownie - Fairy Meadow	2016	19
Balgownie - Fairy Meadow		25
Corrimal - Tarrawanna - Bellambi	1991	317
Corrimal - Tarrawanna - Bellambi	1995	42
Corrimal - Tarrawanna - Bellambi	2000	42
Corrimal - Tarrawanna - Bellambi	2005	61
Corrimal - Tarrawanna - Bellambi	2010	66
Corrimal - Tarrawanna - Bellambi	2015	81
Corrimal - Tarrawanna - Bellambi	2016	11
Corrimal - Tarrawanna - Bellambi		18
Figtree - Keiraville	1991	689
Figtree - Keiraville	1995	128
Figtree - Keiraville	2000	173
Figtree - Keiraville	2005	201
Figtree - Keiraville	2010	246
Figtree - Keiraville	2015	305
Figtree - Keiraville	2016	25
Figtree - Keiraville		24
Helensburgh	1991	145
Helensburgh	1995	17
Helensburgh	2000	28
Helensburgh	2005	39
Helensburgh	2010	52
Helensburgh	2015	32
Helensburgh	2016	7
Helensburgh		10
Thirroul - Austinmer - Coalcliff	1991	177
Thirroul - Austinmer - Coalcliff	1995	36
Thirroul - Austinmer - Coalcliff	2000	41
Thirroul - Austinmer - Coalcliff	2005	45
Thirroul - Austinmer - Coalcliff	2010	53
Thirroul - Austinmer - Coalcliff	2015	50
Thirroul - Austinmer - Coalcliff	2016	4
Thirroul - Austinmer - Coalcliff		8
Woonona - Bulli - Russell Vale	1991	306
Woonona - Bulli - Russell Vale	1995	27
Woonona - Bulli - Russell Vale	2000	51
Woonona - Bulli - Russell Vale	2005	61
Woonona - Bulli - Russell Vale	2010	74
Woonona - Bulli - Russell Vale	2015	75
Woonona - Bulli - Russell Vale	2016	3
Woonona - Bulli - Russell Vale		19
Wollongong - East	1991	1888
Wollongong - East	1995	241
Wollongong - East	2000	277
Wollongong - East	2005	316
Wollongong - East	2010	465
Wollongong - East	2015	497
Wollongong - East	2016	35
Wollongong - East		104
Wollongong - West	1991	840
Wollongong - West	1995	107
Wollongong - West	2000	142
Wollongong - West	2005	179
Wollongong - West	2010	216
Wollongong - West	2015	256
Wollongong - West	2016	17
Wollongong - West		32
Bulahdelah - Stroud	1991	62
Bulahdelah - Stroud	1995	11
Bulahdelah - Stroud	2000	5
Bulahdelah - Stroud	2005	5
Bulahdelah - Stroud	2010	12
Bulahdelah - Stroud	2015	11
Forster	1991	212
Forster	1995	20
Forster	2000	40
Forster	2005	39
Forster	2010	52
Forster	2015	31
Forster	2016	6
Forster		17
Forster-Tuncurry Region	1991	80
Forster-Tuncurry Region	1995	3
Forster-Tuncurry Region	2000	8
Forster-Tuncurry Region	2005	9
Forster-Tuncurry Region	2010	8
Forster-Tuncurry Region	2015	8
Forster-Tuncurry Region		4
Tuncurry	1991	124
Tuncurry	1995	11
Tuncurry	2000	13
Tuncurry	2005	14
Tuncurry	2010	19
Tuncurry	2015	29
Tuncurry		18
Kempsey	1991	281
Kempsey	1995	32
Kempsey	2000	42
Kempsey	2005	45
Kempsey	2010	51
Kempsey	2015	66
Kempsey	2016	3
Kempsey		20
Kempsey Region	1991	109
Kempsey Region	1995	13
Kempsey Region	2000	13
Kempsey Region	2005	17
Kempsey Region	2010	24
Kempsey Region	2015	32
Kempsey Region		14
Macksville - Scotts Head	1991	127
Macksville - Scotts Head	1995	5
Macksville - Scotts Head	2000	14
Macksville - Scotts Head	2005	18
Macksville - Scotts Head	2010	29
Macksville - Scotts Head	2015	24
Macksville - Scotts Head		3
Nambucca Heads	1991	116
Nambucca Heads	1995	10
Nambucca Heads	2000	17
Nambucca Heads	2005	21
Nambucca Heads	2010	19
Nambucca Heads	2015	11
Nambucca Heads		12
Nambucca Heads Region	1991	80
Nambucca Heads Region	1995	11
Nambucca Heads Region	2000	7
Nambucca Heads Region	2005	13
Nambucca Heads Region	2010	12
Nambucca Heads Region	2015	27
Nambucca Heads Region		10
South West Rocks	1991	36
South West Rocks	1995	9
South West Rocks	2000	4
South West Rocks	2005	11
South West Rocks	2010	7
South West Rocks	2015	6
South West Rocks		7
Lord Howe Island	1991	17
Lord Howe Island	2000	6
Lord Howe Island	2005	7
Lord Howe Island	2010	3
Lord Howe Island	2015	6
Laurieton - Bonny Hills	1991	146
Laurieton - Bonny Hills	1995	11
Laurieton - Bonny Hills	2000	35
Laurieton - Bonny Hills	2005	28
Laurieton - Bonny Hills	2010	41
Laurieton - Bonny Hills	2015	27
Laurieton - Bonny Hills		6
Port Macquarie - East	1991	531
Port Macquarie - East	1995	66
Port Macquarie - East	2000	102
Port Macquarie - East	2005	132
Port Macquarie - East	2010	152
Port Macquarie - East	2015	117
Port Macquarie - East	2016	4
Port Macquarie - East		29
Port Macquarie - West	1991	626
Port Macquarie - West	1995	81
Port Macquarie - West	2000	132
Port Macquarie - West	2005	151
Port Macquarie - West	2010	197
Port Macquarie - West	2015	174
Port Macquarie - West	2016	14
Port Macquarie - West		44
Port Macquarie Region	1991	86
Port Macquarie Region	1995	9
Port Macquarie Region	2000	13
Port Macquarie Region	2005	14
Port Macquarie Region	2010	14
Port Macquarie Region	2015	10
Port Macquarie Region		3
Wauchope	1991	177
Wauchope	1995	10
Wauchope	2000	21
Wauchope	2005	22
Wauchope	2010	33
Wauchope	2015	23
Wauchope		11
Gloucester	1991	73
Gloucester	1995	3
Gloucester	2000	10
Gloucester	2005	9
Gloucester	2010	22
Gloucester	2015	8
Gloucester		6
Old Bar - Manning Point - Red Head	1991	82
Old Bar - Manning Point - Red Head	1995	12
Old Bar - Manning Point - Red Head	2000	4
Old Bar - Manning Point - Red Head	2005	9
Old Bar - Manning Point - Red Head	2010	16
Old Bar - Manning Point - Red Head	2015	6
Old Bar - Manning Point - Red Head		4
Taree	1991	474
Taree	1995	43
Taree	2000	89
Taree	2005	113
Taree	2010	145
Taree	2015	104
Taree	2016	5
Taree		33
Taree Region	1991	114
Taree Region	2000	4
Taree Region	2005	10
Taree Region	2010	8
Taree Region	2015	15
Taree Region		5
Wingham	1991	59
Wingham	1995	5
Wingham	2000	14
Wingham	2005	12
Wingham	2010	20
Wingham	2015	15
Wingham		4
Albury - East	1991	294
Albury - East	1995	37
Albury - East	2000	41
Albury - East	2005	80
Albury - East	2010	156
Albury - East	2015	125
Albury - East	2016	15
Albury - East		10
Albury - North	1991	82
Albury - North	1995	12
Albury - North	2000	15
Albury - North	2005	25
Albury - North	2010	41
Albury - North	2015	20
Albury - North	2016	3
Albury - North		7
Albury - South	1991	525
Albury - South	1995	65
Albury - South	2000	90
Albury - South	2005	126
Albury - South	2010	284
Albury - South	2015	182
Albury - South	2016	18
Albury - South		31
Albury Region	1991	136
Albury Region	1995	4
Albury Region	2000	19
Albury Region	2005	17
Albury Region	2010	51
Albury Region	2015	29
Albury Region		8
Lavington	1991	170
Lavington	1995	15
Lavington	2000	17
Lavington	2005	38
Lavington	2010	108
Lavington	2015	80
Lavington	2016	4
Lavington		7
Hay	1991	36
Hay	1995	9
Hay	2005	3
Hay	2010	25
Hay	2015	24
Hay		5
Wentworth - Buronga	1991	83
Wentworth - Buronga	1995	9
Wentworth - Buronga	2000	23
Wentworth - Buronga	2005	12
Wentworth - Buronga	2010	28
Wentworth - Buronga	2015	35
Wentworth - Buronga	2016	12
Wentworth - Buronga		20
Wentworth-Balranald Region	1991	48
Wentworth-Balranald Region	1995	7
Wentworth-Balranald Region	2000	10
Wentworth-Balranald Region	2005	19
Wentworth-Balranald Region	2010	23
Wentworth-Balranald Region	2015	25
Wentworth-Balranald Region	2016	7
Wentworth-Balranald Region		12
Corowa	1991	70
Corowa	1995	3
Corowa	2000	11
Corowa	2005	11
Corowa	2010	22
Corowa	2015	23
Corowa		11
Corowa Region	1991	95
Corowa Region	1995	9
Corowa Region	2000	18
Corowa Region	2005	22
Corowa Region	2010	42
Corowa Region	2015	51
Corowa Region	2016	6
Corowa Region		3
Deniliquin	1991	86
Deniliquin	1995	9
Deniliquin	2000	14
Deniliquin	2005	22
Deniliquin	2010	48
Deniliquin	2015	91
Deniliquin	2016	12
Deniliquin		16
Deniliquin Region	1991	76
Deniliquin Region	1995	7
Deniliquin Region	2000	3
Deniliquin Region	2005	15
Deniliquin Region	2010	24
Deniliquin Region	2015	35
Deniliquin Region	2016	3
Deniliquin Region		4
Moama	1991	47
Moama	1995	3
Moama	2000	3
Moama	2005	14
Moama	2010	38
Moama	2015	26
Moama	2016	3
Moama		6
Tocumwal - Finley - Jerilderie	1991	116
Tocumwal - Finley - Jerilderie	1995	10
Tocumwal - Finley - Jerilderie	2000	25
Tocumwal - Finley - Jerilderie	2005	26
Tocumwal - Finley - Jerilderie	2010	41
Tocumwal - Finley - Jerilderie	2015	46
Tocumwal - Finley - Jerilderie		16
Armidale	1991	502
Armidale	1995	87
Armidale	2000	154
Armidale	2005	149
Armidale	2010	242
Armidale	2015	290
Armidale	2016	25
Armidale		39
Armidale Region - North	1991	61
Armidale Region - North	1995	4
Armidale Region - North	2000	10
Armidale Region - North	2005	11
Armidale Region - North	2010	47
Armidale Region - North	2015	100
Armidale Region - North	2016	21
Armidale Region - North		12
Armidale Region - South	1991	49
Armidale Region - South	1995	3
Armidale Region - South	2000	5
Armidale Region - South	2005	7
Armidale Region - South	2010	18
Armidale Region - South	2015	20
Armidale Region - South		3
Walcha	1991	55
Walcha	1995	10
Walcha	2000	8
Walcha	2005	5
Walcha	2010	11
Walcha	2015	3
Walcha		8
Glen Innes	1991	100
Glen Innes	1995	9
Glen Innes	2000	15
Glen Innes	2005	17
Glen Innes	2010	30
Glen Innes	2015	27
Glen Innes		12
Inverell	1991	134
Inverell	1995	18
Inverell	2000	18
Inverell	2005	24
Inverell	2010	76
Inverell	2015	101
Inverell		22
Inverell Region - East	1991	36
Inverell Region - East	1995	4
Inverell Region - East	2000	9
Inverell Region - East	2005	3
Inverell Region - East	2010	3
Inverell Region - East	2015	3
Inverell Region - West	1991	36
Inverell Region - West	1995	3
Inverell Region - West	2000	11
Inverell Region - West	2005	9
Inverell Region - West	2010	15
Inverell Region - West	2015	11
Inverell Region - West		3
Tenterfield	1991	112
Tenterfield	1995	9
Tenterfield	2000	20
Tenterfield	2005	20
Tenterfield	2010	25
Tenterfield	2015	31
Tenterfield		5
Moree	1991	95
Moree	1995	11
Moree	2000	22
Moree	2005	25
Moree	2010	67
Moree	2015	83
Moree	2016	3
Moree		7
Moree Region	1991	55
Moree Region	1995	4
Moree Region	2000	12
Moree Region	2005	14
Moree Region	2010	30
Moree Region	2015	39
Moree Region		4
Narrabri	1991	61
Narrabri	1995	6
Narrabri	2000	11
Narrabri	2005	14
Narrabri	2010	48
Narrabri	2015	35
Narrabri		10
Narrabri Region	1991	61
Narrabri Region	1995	12
Narrabri Region	2000	16
Narrabri Region	2005	15
Narrabri Region	2010	14
Narrabri Region	2015	20
Narrabri Region		4
Gunnedah	1991	83
Gunnedah	1995	11
Gunnedah	2000	24
Gunnedah	2005	18
Gunnedah	2010	38
Gunnedah	2015	53
Gunnedah	2016	3
Gunnedah		10
Gunnedah Region	1991	49
Gunnedah Region	2000	15
Gunnedah Region	2005	9
Gunnedah Region	2010	22
Gunnedah Region	2015	23
Gunnedah Region		4
Quirindi	1991	82
Quirindi	1995	7
Quirindi	2000	15
Quirindi	2005	13
Quirindi	2010	21
Quirindi	2015	27
Quirindi	2016	3
Quirindi		8
Tamworth - East	1991	150
Tamworth - East	1995	31
Tamworth - East	2000	30
Tamworth - East	2005	43
Tamworth - East	2010	106
Tamworth - East	2015	162
Tamworth - East	2016	20
Tamworth - East		34
Tamworth - North	1991	259
Tamworth - North	1995	45
Tamworth - North	2000	51
Tamworth - North	2005	75
Tamworth - North	2010	154
Tamworth - North	2015	172
Tamworth - North	2016	8
Tamworth - North		28
Tamworth - West	1991	134
Tamworth - West	1995	21
Tamworth - West	2000	27
Tamworth - West	2005	40
Tamworth - West	2010	98
Tamworth - West	2015	233
Tamworth - West	2016	43
Tamworth - West		53
Tamworth Region	1991	124
Tamworth Region	1995	20
Tamworth Region	2000	17
Tamworth Region	2005	18
Tamworth Region	2010	30
Tamworth Region	2015	41
Tamworth Region	2016	3
Tamworth Region		15
Belmont - Bennetts Green	1991	250
Belmont - Bennetts Green	1995	31
Belmont - Bennetts Green	2000	47
Belmont - Bennetts Green	2005	64
Belmont - Bennetts Green	2010	69
Belmont - Bennetts Green	2015	59
Belmont - Bennetts Green		10
Belmont South - Blacksmiths	1991	30
Belmont South - Blacksmiths	1995	7
Belmont South - Blacksmiths	2000	6
Belmont South - Blacksmiths	2005	3
Belmont South - Blacksmiths	2010	9
Belmont South - Blacksmiths	2015	10
Charlestown - Dudley	1991	486
Charlestown - Dudley	1995	92
Charlestown - Dudley	2000	121
Charlestown - Dudley	2005	148
Charlestown - Dudley	2010	213
Charlestown - Dudley	2015	245
Charlestown - Dudley	2016	22
Charlestown - Dudley		33
Glendale - Cardiff - Hillsborough	1991	453
Glendale - Cardiff - Hillsborough	1995	77
Glendale - Cardiff - Hillsborough	2000	99
Glendale - Cardiff - Hillsborough	2005	98
Glendale - Cardiff - Hillsborough	2010	189
Glendale - Cardiff - Hillsborough	2015	158
Glendale - Cardiff - Hillsborough	2016	9
Glendale - Cardiff - Hillsborough		24
Mount Hutton - Windale	1991	76
Mount Hutton - Windale	1995	10
Mount Hutton - Windale	2000	20
Mount Hutton - Windale	2005	13
Mount Hutton - Windale	2010	27
Mount Hutton - Windale	2015	26
Mount Hutton - Windale		3
Redhead	1991	48
Redhead	1995	9
Redhead	2000	9
Redhead	2005	10
Redhead	2010	5
Redhead	2015	9
Redhead		3
Swansea - Caves Beach	1991	97
Swansea - Caves Beach	1995	11
Swansea - Caves Beach	2000	13
Swansea - Caves Beach	2005	19
Swansea - Caves Beach	2010	34
Swansea - Caves Beach	2015	26
Swansea - Caves Beach		6
Valentine - Eleebana	1991	53
Valentine - Eleebana	1995	7
Valentine - Eleebana	2000	10
Valentine - Eleebana	2005	8
Valentine - Eleebana	2010	20
Valentine - Eleebana	2015	10
Valentine - Eleebana		4
Warners Bay - Boolaroo	1991	289
Warners Bay - Boolaroo	1995	25
Warners Bay - Boolaroo	2000	60
Warners Bay - Boolaroo	2005	63
Warners Bay - Boolaroo	2010	88
Warners Bay - Boolaroo	2015	71
Warners Bay - Boolaroo	2016	3
Warners Bay - Boolaroo		10
Bolton Point - Teralba	1991	88
Bolton Point - Teralba	1995	8
Bolton Point - Teralba	2000	12
Bolton Point - Teralba	2005	22
Bolton Point - Teralba	2010	23
Bolton Point - Teralba	2015	18
Bolton Point - Teralba		6
Bonnells Bay - Silverwater	1991	68
Bonnells Bay - Silverwater	1995	6
Bonnells Bay - Silverwater	2000	15
Bonnells Bay - Silverwater	2005	17
Bonnells Bay - Silverwater	2010	26
Bonnells Bay - Silverwater	2015	18
Bonnells Bay - Silverwater		4
Edgeworth - Cameron Park	1991	108
Edgeworth - Cameron Park	1995	17
Edgeworth - Cameron Park	2000	7
Edgeworth - Cameron Park	2005	26
Edgeworth - Cameron Park	2010	41
Edgeworth - Cameron Park	2015	52
Edgeworth - Cameron Park	2016	3
Edgeworth - Cameron Park		9
Morisset - Cooranbong	1991	393
Morisset - Cooranbong	1995	64
Morisset - Cooranbong	2000	70
Morisset - Cooranbong	2005	57
Morisset - Cooranbong	2010	94
Morisset - Cooranbong	2015	84
Morisset - Cooranbong		21
Toronto - Awaba	1991	210
Toronto - Awaba	1995	42
Toronto - Awaba	2000	36
Toronto - Awaba	2005	43
Toronto - Awaba	2010	60
Toronto - Awaba	2015	61
Toronto - Awaba	2016	4
Toronto - Awaba		14
Wangi Wangi - Rathmines	1991	73
Wangi Wangi - Rathmines	1995	5
Wangi Wangi - Rathmines	2000	10
Wangi Wangi - Rathmines	2005	16
Wangi Wangi - Rathmines	2010	17
Wangi Wangi - Rathmines	2015	15
West Wallsend - Barnsley - Killingworth	1991	32
West Wallsend - Barnsley - Killingworth	1995	7
West Wallsend - Barnsley - Killingworth	2000	3
West Wallsend - Barnsley - Killingworth	2005	3
West Wallsend - Barnsley - Killingworth	2010	8
West Wallsend - Barnsley - Killingworth	2015	7
West Wallsend - Barnsley - Killingworth		3
Adamstown - Kotara	1991	249
Adamstown - Kotara	1995	38
Adamstown - Kotara	2000	50
Adamstown - Kotara	2005	79
Adamstown - Kotara	2010	90
Adamstown - Kotara	2015	136
Adamstown - Kotara	2016	20
Adamstown - Kotara		23
Beresfield - Hexham	1991	260
Beresfield - Hexham	1995	57
Beresfield - Hexham	2000	54
Beresfield - Hexham	2005	105
Beresfield - Hexham	2010	144
Beresfield - Hexham	2015	208
Beresfield - Hexham	2016	11
Beresfield - Hexham		48
Hamilton - Broadmeadow	1991	546
Hamilton - Broadmeadow	1995	79
Hamilton - Broadmeadow	2000	102
Hamilton - Broadmeadow	2005	165
Hamilton - Broadmeadow	2010	222
Hamilton - Broadmeadow	2015	189
Hamilton - Broadmeadow	2016	20
Hamilton - Broadmeadow		35
Lambton - New Lambton	1991	566
Lambton - New Lambton	1995	117
Lambton - New Lambton	2000	111
Lambton - New Lambton	2005	192
Lambton - New Lambton	2010	236
Lambton - New Lambton	2015	246
Lambton - New Lambton	2016	11
Lambton - New Lambton		29
Maryland - Fletcher - Minmi	1991	76
Maryland - Fletcher - Minmi	1995	19
Maryland - Fletcher - Minmi	2000	14
Maryland - Fletcher - Minmi	2005	25
Maryland - Fletcher - Minmi	2010	35
Maryland - Fletcher - Minmi	2015	25
Maryland - Fletcher - Minmi		3
Mayfield - Warabrook	1991	382
Mayfield - Warabrook	1995	63
Mayfield - Warabrook	2000	86
Mayfield - Warabrook	2005	115
Mayfield - Warabrook	2010	166
Mayfield - Warabrook	2015	150
Mayfield - Warabrook	2016	12
Mayfield - Warabrook		21
Merewether - The Junction	1991	187
Merewether - The Junction	1995	34
Merewether - The Junction	2000	33
Merewether - The Junction	2005	34
Merewether - The Junction	2010	53
Merewether - The Junction	2015	54
Merewether - The Junction	2016	6
Merewether - The Junction		11
Newcastle - Cooks Hill	1991	941
Newcastle - Cooks Hill	1995	169
Newcastle - Cooks Hill	2000	210
Newcastle - Cooks Hill	2005	239
Newcastle - Cooks Hill	2010	339
Newcastle - Cooks Hill	2015	351
Newcastle - Cooks Hill	2016	23
Newcastle - Cooks Hill		65
Newcastle Port - Kooragang	1991	188
Newcastle Port - Kooragang	1995	21
Newcastle Port - Kooragang	2000	31
Newcastle Port - Kooragang	2005	40
Newcastle Port - Kooragang	2010	41
Newcastle Port - Kooragang	2015	25
Newcastle Port - Kooragang		3
Shortland - Jesmond	1991	430
Shortland - Jesmond	1995	95
Shortland - Jesmond	2000	105
Shortland - Jesmond	2005	129
Shortland - Jesmond	2010	252
Shortland - Jesmond	2015	311
Shortland - Jesmond	2016	22
Shortland - Jesmond		7
Stockton - Fullerton Cove	1991	116
Stockton - Fullerton Cove	1995	17
Stockton - Fullerton Cove	2000	14
Stockton - Fullerton Cove	2005	15
Stockton - Fullerton Cove	2010	25
Stockton - Fullerton Cove	2015	30
Stockton - Fullerton Cove		8
Wallsend - Elermore Vale	1991	260
Wallsend - Elermore Vale	1995	27
Wallsend - Elermore Vale	2000	49
Wallsend - Elermore Vale	2005	64
Wallsend - Elermore Vale	2010	84
Wallsend - Elermore Vale	2015	89
Wallsend - Elermore Vale	2016	6
Wallsend - Elermore Vale		16
Waratah - North Lambton	1991	340
Waratah - North Lambton	1995	56
Waratah - North Lambton	2000	51
Waratah - North Lambton	2005	90
Waratah - North Lambton	2010	160
Waratah - North Lambton	2015	119
Waratah - North Lambton	2016	8
Waratah - North Lambton		19
Wickham - Carrington - Tighes Hill	1991	261
Wickham - Carrington - Tighes Hill	1995	49
Wickham - Carrington - Tighes Hill	2000	50
Wickham - Carrington - Tighes Hill	2005	65
Wickham - Carrington - Tighes Hill	2010	102
Wickham - Carrington - Tighes Hill	2015	77
Wickham - Carrington - Tighes Hill	2016	3
Wickham - Carrington - Tighes Hill		16
Ballina	1991	509
Ballina	1995	67
Ballina	2000	80
Ballina	2005	108
Ballina	2010	159
Ballina	2015	104
Ballina	2016	11
Ballina		44
Ballina Region	1991	299
Ballina Region	1995	31
Ballina Region	2000	51
Ballina Region	2005	60
Ballina Region	2010	88
Ballina Region	2015	57
Ballina Region	2016	10
Ballina Region		19
Bangalow	1991	201
Bangalow	1995	23
Bangalow	2000	39
Bangalow	2005	36
Bangalow	2010	56
Bangalow	2015	47
Bangalow		19
Brunswick Heads - Ocean Shores	1991	149
Brunswick Heads - Ocean Shores	1995	28
Brunswick Heads - Ocean Shores	2000	35
Brunswick Heads - Ocean Shores	2005	39
Brunswick Heads - Ocean Shores	2010	41
Brunswick Heads - Ocean Shores	2015	30
Brunswick Heads - Ocean Shores	2016	3
Brunswick Heads - Ocean Shores		14
Byron Bay	1991	445
Byron Bay	1995	88
Byron Bay	2000	107
Byron Bay	2005	162
Byron Bay	2010	210
Byron Bay	2015	332
Byron Bay	2016	29
Byron Bay		65
Evans Head	1991	44
Evans Head	2000	3
Evans Head	2005	5
Evans Head	2010	16
Evans Head	2015	9
Evans Head		4
Lennox Head - Skennars Head	1991	97
Lennox Head - Skennars Head	1995	15
