SA2_NAME16	Age	workers
Sunnybank Hills	35-39	305
Sunnybank Hills	40-44	326
Sunnybank Hills	45-49	308
Sunnybank Hills	50-54	305
Sunnybank Hills	55-59	265
Sunnybank Hills	60-64	208
Sunnybank Hills	65-69	117
Sunnybank Hills	70-74	40
Sunnybank Hills	75+	14
Jindalee - Mount Ommaney	15-19	427
Jindalee - Mount Ommaney	20-24	520
Jindalee - Mount Ommaney	25-29	339
Jindalee - Mount Ommaney	30-34	274
Jindalee - Mount Ommaney	35-39	267
Jindalee - Mount Ommaney	40-44	294
Jindalee - Mount Ommaney	45-49	340
Jindalee - Mount Ommaney	50-54	272
Jindalee - Mount Ommaney	55-59	260
Jindalee - Mount Ommaney	60-64	155
Jindalee - Mount Ommaney	65-69	108
Jindalee - Mount Ommaney	70-74	40
Jindalee - Mount Ommaney	75+	15
Middle Park - Jamboree Heights	15-19	84
Middle Park - Jamboree Heights	20-24	87
Middle Park - Jamboree Heights	25-29	81
Middle Park - Jamboree Heights	30-34	96
Middle Park - Jamboree Heights	35-39	115
Middle Park - Jamboree Heights	40-44	134
Middle Park - Jamboree Heights	45-49	130
Middle Park - Jamboree Heights	50-54	104
Middle Park - Jamboree Heights	55-59	83
Middle Park - Jamboree Heights	60-64	65
Middle Park - Jamboree Heights	65-69	32
Middle Park - Jamboree Heights	70-74	9
Middle Park - Jamboree Heights	75+	3
Riverhills	15-19	6
Riverhills	20-24	14
Riverhills	25-29	27
Riverhills	30-34	34
Riverhills	35-39	22
Riverhills	40-44	28
Riverhills	45-49	16
Riverhills	50-54	30
Riverhills	55-59	28
Riverhills	60-64	12
Riverhills	65-69	8
Riverhills	70-74	4
Seventeen Mile Rocks - Sinnamon Park	15-19	291
Seventeen Mile Rocks - Sinnamon Park	20-24	478
Seventeen Mile Rocks - Sinnamon Park	25-29	448
Seventeen Mile Rocks - Sinnamon Park	30-34	416
Seventeen Mile Rocks - Sinnamon Park	35-39	376
Seventeen Mile Rocks - Sinnamon Park	40-44	424
Seventeen Mile Rocks - Sinnamon Park	45-49	417
Seventeen Mile Rocks - Sinnamon Park	50-54	367
Seventeen Mile Rocks - Sinnamon Park	55-59	319
Seventeen Mile Rocks - Sinnamon Park	60-64	231
Seventeen Mile Rocks - Sinnamon Park	65-69	108
Seventeen Mile Rocks - Sinnamon Park	70-74	42
Seventeen Mile Rocks - Sinnamon Park	75+	3
Westlake	15-19	3
Westlake	20-24	10
Westlake	25-29	3
Westlake	30-34	14
Westlake	35-39	28
Westlake	40-44	36
Westlake	45-49	27
Westlake	50-54	37
Westlake	55-59	38
Westlake	60-64	26
Westlake	65-69	26
Westlake	70-74	13
Bellbowrie - Moggill	15-19	135
Bellbowrie - Moggill	20-24	120
Bellbowrie - Moggill	25-29	74
Bellbowrie - Moggill	30-34	86
Bellbowrie - Moggill	35-39	120
Bellbowrie - Moggill	40-44	127
Bellbowrie - Moggill	45-49	141
Bellbowrie - Moggill	50-54	113
Bellbowrie - Moggill	55-59	85
Bellbowrie - Moggill	60-64	64
Bellbowrie - Moggill	65-69	45
Bellbowrie - Moggill	70-74	17
Bellbowrie - Moggill	75+	14
Brookfield - Kenmore Hills	15-19	111
Brookfield - Kenmore Hills	20-24	219
Brookfield - Kenmore Hills	25-29	151
Brookfield - Kenmore Hills	30-34	158
Brookfield - Kenmore Hills	35-39	162
Brookfield - Kenmore Hills	40-44	209
Brookfield - Kenmore Hills	45-49	252
Brookfield - Kenmore Hills	50-54	230
Brookfield - Kenmore Hills	55-59	179
Brookfield - Kenmore Hills	60-64	145
Brookfield - Kenmore Hills	65-69	85
Brookfield - Kenmore Hills	70-74	37
Brookfield - Kenmore Hills	75+	28
Chapel Hill	15-19	157
Chapel Hill	20-24	156
Chapel Hill	25-29	94
Chapel Hill	30-34	115
Chapel Hill	35-39	116
Chapel Hill	40-44	116
Chapel Hill	45-49	141
Chapel Hill	50-54	111
Chapel Hill	55-59	108
Chapel Hill	60-64	102
Chapel Hill	65-69	69
Chapel Hill	70-74	30
Chapel Hill	75+	6
Fig Tree Pocket	15-19	20
Fig Tree Pocket	20-24	73
Fig Tree Pocket	25-29	66
Fig Tree Pocket	30-34	64
Fig Tree Pocket	35-39	54
Fig Tree Pocket	40-44	72
Fig Tree Pocket	45-49	89
Fig Tree Pocket	50-54	96
Fig Tree Pocket	55-59	57
Fig Tree Pocket	60-64	51
Fig Tree Pocket	65-69	24
Fig Tree Pocket	70-74	18
Fig Tree Pocket	75+	8
Kenmore	15-19	127
Kenmore	20-24	184
Kenmore	25-29	172
Kenmore	30-34	144
Kenmore	35-39	159
Kenmore	40-44	199
Kenmore	45-49	230
Kenmore	50-54	222
Kenmore	55-59	166
Kenmore	60-64	123
Kenmore	65-69	82
Kenmore	70-74	50
Kenmore	75+	27
Pinjarra Hills - Pullenvale	15-19	64
Pinjarra Hills - Pullenvale	20-24	97
Pinjarra Hills - Pullenvale	25-29	85
Pinjarra Hills - Pullenvale	30-34	104
Pinjarra Hills - Pullenvale	35-39	110
Pinjarra Hills - Pullenvale	40-44	191
Pinjarra Hills - Pullenvale	45-49	189
Pinjarra Hills - Pullenvale	50-54	175
Pinjarra Hills - Pullenvale	55-59	151
Pinjarra Hills - Pullenvale	60-64	94
Pinjarra Hills - Pullenvale	65-69	70
Pinjarra Hills - Pullenvale	70-74	19
Pinjarra Hills - Pullenvale	75+	8
Chelmer - Graceville	15-19	103
Chelmer - Graceville	20-24	158
Chelmer - Graceville	25-29	124
Chelmer - Graceville	30-34	157
Chelmer - Graceville	35-39	132
Chelmer - Graceville	40-44	129
Chelmer - Graceville	45-49	174
Chelmer - Graceville	50-54	169
Chelmer - Graceville	55-59	102
Chelmer - Graceville	60-64	89
Chelmer - Graceville	65-69	46
Chelmer - Graceville	70-74	24
Chelmer - Graceville	75+	14
Corinda	15-19	93
Corinda	20-24	117
Corinda	25-29	143
Corinda	30-34	169
Corinda	35-39	175
Corinda	40-44	186
Corinda	45-49	196
Corinda	50-54	192
Corinda	55-59	183
Corinda	60-64	138
Corinda	65-69	80
Corinda	70-74	19
Corinda	75+	15
Indooroopilly	15-19	1082
Indooroopilly	20-24	1687
Indooroopilly	25-29	1062
Indooroopilly	30-34	790
Indooroopilly	35-39	671
Indooroopilly	40-44	623
Indooroopilly	45-49	645
Indooroopilly	50-54	567
Indooroopilly	55-59	502
Indooroopilly	60-64	369
Indooroopilly	65-69	205
Indooroopilly	70-74	68
Indooroopilly	75+	31
Sherwood	15-19	71
Sherwood	20-24	149
Sherwood	25-29	124
Sherwood	30-34	123
Sherwood	35-39	143
Sherwood	40-44	129
Sherwood	45-49	136
Sherwood	50-54	104
Sherwood	55-59	119
Sherwood	60-64	66
Sherwood	65-69	36
Sherwood	70-74	12
Sherwood	75+	9
St Lucia	15-19	418
St Lucia	20-24	1343
St Lucia	25-29	1138
St Lucia	30-34	1440
St Lucia	35-39	1252
St Lucia	40-44	984
St Lucia	45-49	993
St Lucia	50-54	894
St Lucia	55-59	758
St Lucia	60-64	481
St Lucia	65-69	221
St Lucia	70-74	80
St Lucia	75+	37
Taringa	15-19	108
Taringa	20-24	306
Taringa	25-29	284
Taringa	30-34	316
Taringa	35-39	242
Taringa	40-44	249
Taringa	45-49	186
Taringa	50-54	193
Taringa	55-59	169
Taringa	60-64	129
Taringa	65-69	76
Taringa	70-74	33
Taringa	75+	17
Enoggera	15-19	307
Enoggera	20-24	1554
Enoggera	25-29	1494
Enoggera	30-34	1140
Enoggera	35-39	749
Enoggera	40-44	740
Enoggera	45-49	686
Enoggera	50-54	565
Enoggera	55-59	477
Enoggera	60-64	256
Enoggera	65-69	94
Enoggera	70-74	31
Enoggera	75+	11
Enoggera Reservoir	20-24	4
Keperra	15-19	266
Keperra	20-24	227
Keperra	25-29	151
Keperra	30-34	130
Keperra	35-39	145
Keperra	40-44	156
Keperra	45-49	176
Keperra	50-54	140
Keperra	55-59	102
Keperra	60-64	93
Keperra	65-69	42
Keperra	70-74	14
Keperra	75+	3
Mitchelton	15-19	429
Mitchelton	20-24	470
Mitchelton	25-29	308
Mitchelton	30-34	295
Mitchelton	35-39	294
Mitchelton	40-44	290
Mitchelton	45-49	303
Mitchelton	50-54	264
Mitchelton	55-59	237
Mitchelton	60-64	190
Mitchelton	65-69	79
Mitchelton	70-74	25
Mitchelton	75+	13
Mount Coot-tha	15-19	20
Mount Coot-tha	20-24	87
Mount Coot-tha	25-29	103
Mount Coot-tha	30-34	67
Mount Coot-tha	35-39	51
Mount Coot-tha	40-44	57
Mount Coot-tha	45-49	78
Mount Coot-tha	50-54	49
Mount Coot-tha	55-59	50
Mount Coot-tha	60-64	24
Mount Coot-tha	65-69	14
Mount Coot-tha	70-74	3
Mount Coot-tha	75+	3
The Gap	15-19	238
The Gap	20-24	255
The Gap	25-29	184
The Gap	30-34	176
The Gap	35-39	232
The Gap	40-44	282
The Gap	45-49	319
The Gap	50-54	264
The Gap	55-59	215
The Gap	60-64	220
The Gap	65-69	106
The Gap	70-74	43
The Gap	75+	23
Upper Kedron - Ferny Grove	15-19	48
Upper Kedron - Ferny Grove	20-24	106
Upper Kedron - Ferny Grove	25-29	121
Upper Kedron - Ferny Grove	30-34	142
Upper Kedron - Ferny Grove	35-39	154
Upper Kedron - Ferny Grove	40-44	214
Upper Kedron - Ferny Grove	45-49	186
Upper Kedron - Ferny Grove	50-54	149
Upper Kedron - Ferny Grove	55-59	131
Upper Kedron - Ferny Grove	60-64	86
Upper Kedron - Ferny Grove	65-69	37
Upper Kedron - Ferny Grove	70-74	17
Upper Kedron - Ferny Grove	75+	5
Brisbane City	15-19	2836
Brisbane City	20-24	11938
Brisbane City	25-29	16518
Brisbane City	30-34	18448
Brisbane City	35-39	16830
Brisbane City	40-44	15952
Brisbane City	45-49	13952
Brisbane City	50-54	10944
Brisbane City	55-59	8246
Brisbane City	60-64	4567
Brisbane City	65-69	1655
Brisbane City	70-74	403
Brisbane City	75+	189
Fortitude Valley	15-19	653
Fortitude Valley	20-24	2516
Fortitude Valley	25-29	3285
Fortitude Valley	30-34	3420
Fortitude Valley	35-39	2861
Fortitude Valley	40-44	2658
Fortitude Valley	45-49	2331
Fortitude Valley	50-54	1765
Fortitude Valley	55-59	1353
Fortitude Valley	60-64	832
Fortitude Valley	65-69	280
Fortitude Valley	70-74	109
Fortitude Valley	75+	32
Highgate Hill	15-19	13
Highgate Hill	20-24	43
Highgate Hill	25-29	63
Highgate Hill	30-34	49
Highgate Hill	35-39	66
Highgate Hill	40-44	55
Highgate Hill	45-49	82
Highgate Hill	50-54	61
Highgate Hill	55-59	55
Highgate Hill	60-64	39
Highgate Hill	65-69	24
Highgate Hill	70-74	11
Highgate Hill	75+	7
Kangaroo Point	15-19	212
Kangaroo Point	20-24	321
Kangaroo Point	25-29	323
Kangaroo Point	30-34	314
Kangaroo Point	35-39	257
Kangaroo Point	40-44	229
Kangaroo Point	45-49	232
Kangaroo Point	50-54	232
Kangaroo Point	55-59	221
Kangaroo Point	60-64	157
Kangaroo Point	65-69	108
Kangaroo Point	70-74	31
Kangaroo Point	75+	22
New Farm	15-19	191
New Farm	20-24	532
New Farm	25-29	625
New Farm	30-34	490
New Farm	35-39	414
New Farm	40-44	362
New Farm	45-49	371
New Farm	50-54	303
New Farm	55-59	270
New Farm	60-64	197
New Farm	65-69	104
New Farm	70-74	62
New Farm	75+	23
South Brisbane	15-19	725
South Brisbane	20-24	2796
South Brisbane	25-29	3551
South Brisbane	30-34	3921
South Brisbane	35-39	3252
South Brisbane	40-44	3347
South Brisbane	45-49	3061
South Brisbane	50-54	2708
South Brisbane	55-59	2198
South Brisbane	60-64	1306
South Brisbane	65-69	460
South Brisbane	70-74	116
South Brisbane	75+	45
Spring Hill	15-19	340
Spring Hill	20-24	1108
Spring Hill	25-29	1616
Spring Hill	30-34	1613
Spring Hill	35-39	1446
Spring Hill	40-44	1595
Spring Hill	45-49	1425
Spring Hill	50-54	1289
Spring Hill	55-59	1011
Spring Hill	60-64	674
Spring Hill	65-69	330
Spring Hill	70-74	122
Spring Hill	75+	53
West End	15-19	241
West End	20-24	896
West End	25-29	1101
West End	30-34	1045
West End	35-39	901
West End	40-44	770
West End	45-49	722
West End	50-54	661
West End	55-59	461
West End	60-64	307
West End	65-69	133
West End	70-74	40
West End	75+	19
Balmoral	15-19	34
Balmoral	20-24	89
Balmoral	25-29	71
Balmoral	30-34	104
Balmoral	35-39	70
Balmoral	40-44	119
Balmoral	45-49	99
Balmoral	50-54	95
Balmoral	55-59	79
Balmoral	60-64	40
Balmoral	65-69	20
Balmoral	70-74	13
Balmoral	75+	4
Bulimba	15-19	191
Bulimba	20-24	314
Bulimba	25-29	282
Bulimba	30-34	275
Bulimba	35-39	239
Bulimba	40-44	220
Bulimba	45-49	204
Bulimba	50-54	173
Bulimba	55-59	121
Bulimba	60-64	85
Bulimba	65-69	55
Bulimba	70-74	17
Bulimba	75+	14
East Brisbane	15-19	129
East Brisbane	20-24	403
East Brisbane	25-29	406
East Brisbane	30-34	407
East Brisbane	35-39	374
East Brisbane	40-44	358
East Brisbane	45-49	343
East Brisbane	50-54	286
East Brisbane	55-59	207
East Brisbane	60-64	152
East Brisbane	65-69	74
East Brisbane	70-74	17
East Brisbane	75+	22
Hawthorne	15-19	65
Hawthorne	20-24	105
Hawthorne	25-29	105
Hawthorne	30-34	100
Hawthorne	35-39	103
Hawthorne	40-44	123
Hawthorne	45-49	117
Hawthorne	50-54	100
Hawthorne	55-59	88
Hawthorne	60-64	54
Hawthorne	65-69	35
Hawthorne	70-74	11
Hawthorne	75+	10
Morningside - Seven Hills	15-19	300
Morningside - Seven Hills	20-24	607
Morningside - Seven Hills	25-29	753
Morningside - Seven Hills	30-34	764
Morningside - Seven Hills	35-39	777
Morningside - Seven Hills	40-44	770
Morningside - Seven Hills	45-49	714
Morningside - Seven Hills	50-54	604
Morningside - Seven Hills	55-59	454
Morningside - Seven Hills	60-64	284
Morningside - Seven Hills	65-69	126
Morningside - Seven Hills	70-74	35
Morningside - Seven Hills	75+	16
Norman Park	15-19	50
Norman Park	20-24	97
Norman Park	25-29	85
Norman Park	30-34	94
Norman Park	35-39	93
Norman Park	40-44	106
Norman Park	45-49	92
Norman Park	50-54	92
Norman Park	55-59	57
Norman Park	60-64	54
Norman Park	65-69	28
Norman Park	70-74	14
Norman Park	75+	9
Albion	15-19	291
Albion	20-24	628
Albion	25-29	682
Albion	30-34	655
Albion	35-39	619
Albion	40-44	565
Albion	45-49	586
Albion	50-54	464
Albion	55-59	378
Albion	60-64	272
Albion	65-69	133
Albion	70-74	53
Albion	75+	18
Alderley	15-19	33
Alderley	20-24	100
Alderley	25-29	112
Alderley	30-34	118
Alderley	35-39	108
Alderley	40-44	124
Alderley	45-49	134
Alderley	50-54	88
Alderley	55-59	90
Alderley	60-64	61
Alderley	65-69	36
Alderley	70-74	13
Alderley	75+	10
Ascot	15-19	119
Ascot	20-24	226
Ascot	25-29	197
Ascot	30-34	143
Ascot	35-39	139
Ascot	40-44	159
Ascot	45-49	141
Ascot	50-54	156
Ascot	55-59	138
Ascot	60-64	99
Ascot	65-69	77
Ascot	70-74	39
Ascot	75+	15
Clayfield	15-19	167
Clayfield	20-24	263
Clayfield	25-29	231
Clayfield	30-34	225
Clayfield	35-39	206
Clayfield	40-44	218
Clayfield	45-49	269
Clayfield	50-54	239
Clayfield	55-59	204
Clayfield	60-64	136
Clayfield	65-69	72
Clayfield	70-74	27
Clayfield	75+	25
Grange	15-19	52
Grange	20-24	89
Grange	25-29	92
Grange	30-34	94
Grange	35-39	106
Grange	40-44	121
Grange	45-49	117
Grange	50-54	102
Grange	55-59	79
Grange	60-64	45
Grange	65-69	24
Grange	70-74	10
Grange	75+	6
Hamilton (Qld)	15-19	123
Hamilton (Qld)	20-24	325
Hamilton (Qld)	25-29	323
Hamilton (Qld)	30-34	311
Hamilton (Qld)	35-39	219
Hamilton (Qld)	40-44	242
Hamilton (Qld)	45-49	237
Hamilton (Qld)	50-54	224
Hamilton (Qld)	55-59	155
Hamilton (Qld)	60-64	127
Hamilton (Qld)	65-69	64
Hamilton (Qld)	70-74	45
Hamilton (Qld)	75+	22
Hendra	15-19	74
Hendra	20-24	232
Hendra	25-29	265
Hendra	30-34	342
Hendra	35-39	279
Hendra	40-44	320
Hendra	45-49	298
Hendra	50-54	239
Hendra	55-59	199
Hendra	60-64	128
Hendra	65-69	88
Hendra	70-74	15
Hendra	75+	8
Kelvin Grove - Herston	15-19	335
Kelvin Grove - Herston	20-24	1423
Kelvin Grove - Herston	25-29	2112
Kelvin Grove - Herston	30-34	2339
Kelvin Grove - Herston	35-39	2091
Kelvin Grove - Herston	40-44	1991
Kelvin Grove - Herston	45-49	1944
Kelvin Grove - Herston	50-54	1770
Kelvin Grove - Herston	55-59	1399
Kelvin Grove - Herston	60-64	893
Kelvin Grove - Herston	65-69	305
Kelvin Grove - Herston	70-74	83
Kelvin Grove - Herston	75+	39
Newmarket	15-19	240
Newmarket	20-24	264
Newmarket	25-29	203
Newmarket	30-34	158
Newmarket	35-39	151
Newmarket	40-44	140
Newmarket	45-49	136
Newmarket	50-54	125
Newmarket	55-59	72
Newmarket	60-64	65
Newmarket	65-69	34
Newmarket	70-74	13
Newmarket	75+	8
Newstead - Bowen Hills	15-19	454
Newstead - Bowen Hills	20-24	1846
Newstead - Bowen Hills	25-29	2728
Newstead - Bowen Hills	30-34	3197
Newstead - Bowen Hills	35-39	2820
Newstead - Bowen Hills	40-44	2593
Newstead - Bowen Hills	45-49	2201
Newstead - Bowen Hills	50-54	1818
Newstead - Bowen Hills	55-59	1434
Newstead - Bowen Hills	60-64	832
Newstead - Bowen Hills	65-69	293
Newstead - Bowen Hills	70-74	99
Newstead - Bowen Hills	75+	40
Wilston	15-19	80
Wilston	20-24	149
Wilston	25-29	125
Wilston	30-34	111
Wilston	35-39	101
Wilston	40-44	107
Wilston	45-49	112
Wilston	50-54	102
Wilston	55-59	66
Wilston	60-64	57
Wilston	65-69	27
Wilston	70-74	8
Wilston	75+	7
Windsor	15-19	223
Windsor	20-24	397
Windsor	25-29	443
Windsor	30-34	362
Windsor	35-39	330
Windsor	40-44	422
Windsor	45-49	358
Windsor	50-54	295
Windsor	55-59	222
Windsor	60-64	163
Windsor	65-69	90
Windsor	70-74	25
Windsor	75+	19
Wooloowin - Lutwyche	15-19	135
Wooloowin - Lutwyche	20-24	296
Wooloowin - Lutwyche	25-29	427
Wooloowin - Lutwyche	30-34	416
Wooloowin - Lutwyche	35-39	400
Wooloowin - Lutwyche	40-44	434
Wooloowin - Lutwyche	45-49	439
Wooloowin - Lutwyche	50-54	373
Wooloowin - Lutwyche	55-59	263
Wooloowin - Lutwyche	60-64	191
Wooloowin - Lutwyche	65-69	71
Wooloowin - Lutwyche	70-74	23
Wooloowin - Lutwyche	75+	9
Ashgrove	15-19	267
Ashgrove	20-24	420
Ashgrove	25-29	319
Ashgrove	30-34	328
Ashgrove	35-39	315
Ashgrove	40-44	375
Ashgrove	45-49	414
Ashgrove	50-54	381
Ashgrove	55-59	318
Ashgrove	60-64	203
Ashgrove	65-69	124
Ashgrove	70-74	35
Ashgrove	75+	15
Auchenflower	15-19	71
Auchenflower	20-24	358
Auchenflower	25-29	427
Auchenflower	30-34	453
Auchenflower	35-39	383
Auchenflower	40-44	438
Auchenflower	45-49	446
Auchenflower	50-54	434
Auchenflower	55-59	393
Auchenflower	60-64	239
Auchenflower	65-69	114
Auchenflower	70-74	45
Auchenflower	75+	19
Bardon	15-19	88
Bardon	20-24	143
Bardon	25-29	131
Bardon	30-34	140
Bardon	35-39	158
Bardon	40-44	177
Bardon	45-49	207
Bardon	50-54	173
Bardon	55-59	139
Bardon	60-64	111
Bardon	65-69	66
Bardon	70-74	17
Bardon	75+	14
Paddington - Milton	15-19	833
Paddington - Milton	20-24	1755
Paddington - Milton	25-29	2107
Paddington - Milton	30-34	2320
Paddington - Milton	35-39	2186
Paddington - Milton	40-44	1962
Paddington - Milton	45-49	1729
Paddington - Milton	50-54	1404
Paddington - Milton	55-59	1045
Paddington - Milton	60-64	657
Paddington - Milton	65-69	289
Paddington - Milton	70-74	94
Paddington - Milton	75+	38
Red Hill (Qld)	15-19	90
Red Hill (Qld)	20-24	260
Red Hill (Qld)	25-29	244
Red Hill (Qld)	30-34	200
Red Hill (Qld)	35-39	171
Red Hill (Qld)	40-44	188
Red Hill (Qld)	45-49	194
Red Hill (Qld)	50-54	158
Red Hill (Qld)	55-59	129
Red Hill (Qld)	60-64	84
Red Hill (Qld)	65-69	39
Red Hill (Qld)	70-74	16
Toowong	15-19	504
Toowong	20-24	1212
Toowong	25-29	1157
Toowong	30-34	1086
Toowong	35-39	879
Toowong	40-44	953
Toowong	45-49	849
Toowong	50-54	767
Toowong	55-59	614
Toowong	60-64	467
Toowong	65-69	226
Toowong	70-74	92
Toowong	75+	33
Brinsmead	15-19	43
Brinsmead	20-24	36
Brinsmead	25-29	45
Brinsmead	30-34	45
Brinsmead	35-39	63
Brinsmead	40-44	78
Brinsmead	45-49	64
Brinsmead	50-54	59
Brinsmead	55-59	50
Brinsmead	60-64	38
Brinsmead	65-69	19
Brinsmead	70-74	8
Brinsmead	75+	7
Clifton Beach - Kewarra Beach	15-19	96
Clifton Beach - Kewarra Beach	20-24	162
Clifton Beach - Kewarra Beach	25-29	183
Clifton Beach - Kewarra Beach	30-34	203
Clifton Beach - Kewarra Beach	35-39	208
Clifton Beach - Kewarra Beach	40-44	249
Clifton Beach - Kewarra Beach	45-49	236
Clifton Beach - Kewarra Beach	50-54	224
Clifton Beach - Kewarra Beach	55-59	187
Clifton Beach - Kewarra Beach	60-64	135
Clifton Beach - Kewarra Beach	65-69	66
Clifton Beach - Kewarra Beach	70-74	30
Clifton Beach - Kewarra Beach	75+	6
Freshwater - Stratford	15-19	103
Freshwater - Stratford	20-24	279
Freshwater - Stratford	25-29	320
Freshwater - Stratford	30-34	411
Freshwater - Stratford	35-39	398
Freshwater - Stratford	40-44	461
Freshwater - Stratford	45-49	452
Freshwater - Stratford	50-54	454
Freshwater - Stratford	55-59	333
Freshwater - Stratford	60-64	209
Freshwater - Stratford	65-69	96
Freshwater - Stratford	70-74	38
Freshwater - Stratford	75+	7
Redlynch	15-19	259
Redlynch	20-24	180
Redlynch	25-29	180
Redlynch	30-34	259
Redlynch	35-39	270
Redlynch	40-44	306
Redlynch	45-49	329
Redlynch	50-54	310
Redlynch	55-59	264
Redlynch	60-64	173
Redlynch	65-69	79
Redlynch	70-74	18
Redlynch	75+	6
Trinity Beach - Smithfield	15-19	507
Trinity Beach - Smithfield	20-24	365
Trinity Beach - Smithfield	25-29	360
Trinity Beach - Smithfield	30-34	402
Trinity Beach - Smithfield	35-39	471
Trinity Beach - Smithfield	40-44	488
Trinity Beach - Smithfield	45-49	491
Trinity Beach - Smithfield	50-54	475
Trinity Beach - Smithfield	55-59	352
Trinity Beach - Smithfield	60-64	295
Trinity Beach - Smithfield	65-69	136
Trinity Beach - Smithfield	70-74	49
Trinity Beach - Smithfield	75+	12
Yorkeys Knob - Machans Beach	15-19	47
Yorkeys Knob - Machans Beach	20-24	42
Yorkeys Knob - Machans Beach	25-29	30
Yorkeys Knob - Machans Beach	30-34	45
Yorkeys Knob - Machans Beach	35-39	59
Yorkeys Knob - Machans Beach	40-44	84
Yorkeys Knob - Machans Beach	45-49	62
Yorkeys Knob - Machans Beach	50-54	89
Yorkeys Knob - Machans Beach	55-59	88
Yorkeys Knob - Machans Beach	60-64	46
Yorkeys Knob - Machans Beach	65-69	42
Yorkeys Knob - Machans Beach	70-74	17
Yorkeys Knob - Machans Beach	75+	5
Bentley Park	15-19	83
Bentley Park	20-24	107
Bentley Park	25-29	126
Bentley Park	30-34	149
Bentley Park	35-39	162
Bentley Park	40-44	176
Bentley Park	45-49	171
Bentley Park	50-54	134
Bentley Park	55-59	120
Bentley Park	60-64	64
Bentley Park	65-69	36
Bentley Park	70-74	13
Bentley Park	75+	3
Cairns City	15-19	973
Cairns City	20-24	1891
Cairns City	25-29	2447
Cairns City	30-34	2547
Cairns City	35-39	2522
Cairns City	40-44	2704
Cairns City	45-49	2572
Cairns City	50-54	2336
Cairns City	55-59	1987
Cairns City	60-64	1258
Cairns City	65-69	530
Cairns City	70-74	161
Cairns City	75+	59
Earlville - Bayview Heights	15-19	273
Earlville - Bayview Heights	20-24	254
Earlville - Bayview Heights	25-29	215
Earlville - Bayview Heights	30-34	182
Earlville - Bayview Heights	35-39	199
Earlville - Bayview Heights	40-44	203
Earlville - Bayview Heights	45-49	182
Earlville - Bayview Heights	50-54	196
Earlville - Bayview Heights	55-59	175
Earlville - Bayview Heights	60-64	125
Earlville - Bayview Heights	65-69	60
Earlville - Bayview Heights	70-74	23
Earlville - Bayview Heights	75+	15
Edmonton	15-19	126
Edmonton	20-24	145
Edmonton	25-29	156
Edmonton	30-34	156
Edmonton	35-39	201
Edmonton	40-44	209
Edmonton	45-49	197
Edmonton	50-54	166
Edmonton	55-59	137
Edmonton	60-64	90
Edmonton	65-69	43
Edmonton	70-74	19
Edmonton	75+	9
Gordonvale - Trinity	15-19	152
Gordonvale - Trinity	20-24	177
Gordonvale - Trinity	25-29	201
Gordonvale - Trinity	30-34	184
Gordonvale - Trinity	35-39	217
Gordonvale - Trinity	40-44	239
Gordonvale - Trinity	45-49	250
Gordonvale - Trinity	50-54	282
Gordonvale - Trinity	55-59	262
Gordonvale - Trinity	60-64	153
Gordonvale - Trinity	65-69	92
Gordonvale - Trinity	70-74	33
Gordonvale - Trinity	75+	44
Kanimbla - Mooroobool	15-19	28
Kanimbla - Mooroobool	20-24	61
Kanimbla - Mooroobool	25-29	63
Kanimbla - Mooroobool	30-34	85
Kanimbla - Mooroobool	35-39	89
Kanimbla - Mooroobool	40-44	93
Kanimbla - Mooroobool	45-49	102
Kanimbla - Mooroobool	50-54	89
Kanimbla - Mooroobool	55-59	67
Kanimbla - Mooroobool	60-64	53
Kanimbla - Mooroobool	65-69	41
Kanimbla - Mooroobool	70-74	20
Kanimbla - Mooroobool	75+	12
Manoora	15-19	123
Manoora	20-24	103
Manoora	25-29	85
Manoora	30-34	88
Manoora	35-39	122
Manoora	40-44	115
Manoora	45-49	111
Manoora	50-54	101
Manoora	55-59	88
Manoora	60-64	61
Manoora	65-69	35
Manoora	70-74	14
Manoora	75+	8
Manunda	15-19	212
Manunda	20-24	261
Manunda	25-29	338
Manunda	30-34	399
Manunda	35-39	396
Manunda	40-44	490
Manunda	45-49	530
Manunda	50-54	449
Manunda	55-59	405
Manunda	60-64	259
Manunda	65-69	85
Manunda	70-74	41
Manunda	75+	11
Mount Sheridan	15-19	178
Mount Sheridan	20-24	111
Mount Sheridan	25-29	81
Mount Sheridan	30-34	73
Mount Sheridan	35-39	91
Mount Sheridan	40-44	103
Mount Sheridan	45-49	116
Mount Sheridan	50-54	70
Mount Sheridan	55-59	73
Mount Sheridan	60-64	44
Mount Sheridan	65-69	27
Mount Sheridan	70-74	6
Mount Sheridan	75+	7
Westcourt - Bungalow	15-19	504
Westcourt - Bungalow	20-24	1061
Westcourt - Bungalow	25-29	1295
Westcourt - Bungalow	30-34	1456
Westcourt - Bungalow	35-39	1379
Westcourt - Bungalow	40-44	1478
Westcourt - Bungalow	45-49	1542
Westcourt - Bungalow	50-54	1372
Westcourt - Bungalow	55-59	1225
Westcourt - Bungalow	60-64	811
Westcourt - Bungalow	65-69	328
Westcourt - Bungalow	70-74	95
Westcourt - Bungalow	75+	42
White Rock	15-19	18
White Rock	20-24	28
White Rock	25-29	52
White Rock	30-34	54
White Rock	35-39	59
White Rock	40-44	62
White Rock	45-49	77
White Rock	50-54	77
White Rock	55-59	63
White Rock	60-64	60
White Rock	65-69	25
