SA2_NAME16	Age	Sex	workers
Wendouree - Miners Rest	60-64	M	394
Wendouree - Miners Rest	65-69	F	65
Wendouree - Miners Rest	65-69	M	137
Wendouree - Miners Rest	70-74	F	19
Wendouree - Miners Rest	70-74	M	37
Wendouree - Miners Rest	75+	F	16
Wendouree - Miners Rest	75+	M	16
Bacchus Marsh Region	15-19	F	60
Bacchus Marsh Region	15-19	M	57
Bacchus Marsh Region	20-24	F	53
Bacchus Marsh Region	20-24	M	69
Bacchus Marsh Region	25-29	F	52
Bacchus Marsh Region	25-29	M	56
Bacchus Marsh Region	30-34	F	58
Bacchus Marsh Region	30-34	M	56
Bacchus Marsh Region	35-39	F	66
Bacchus Marsh Region	35-39	M	75
Bacchus Marsh Region	40-44	F	80
Bacchus Marsh Region	40-44	M	64
Bacchus Marsh Region	45-49	F	94
Bacchus Marsh Region	45-49	M	60
Bacchus Marsh Region	50-54	F	93
Bacchus Marsh Region	50-54	M	78
Bacchus Marsh Region	55-59	F	75
Bacchus Marsh Region	55-59	M	76
Bacchus Marsh Region	60-64	F	47
Bacchus Marsh Region	60-64	M	51
Bacchus Marsh Region	65-69	F	16
Bacchus Marsh Region	65-69	M	37
Bacchus Marsh Region	70-74	F	17
Bacchus Marsh Region	70-74	M	17
Bacchus Marsh Region	75+	F	3
Bacchus Marsh Region	75+	M	17
Creswick - Clunes	15-19	F	50
Creswick - Clunes	15-19	M	34
Creswick - Clunes	20-24	F	94
Creswick - Clunes	20-24	M	62
Creswick - Clunes	25-29	F	52
Creswick - Clunes	25-29	M	67
Creswick - Clunes	30-34	F	74
Creswick - Clunes	30-34	M	80
Creswick - Clunes	35-39	F	79
Creswick - Clunes	35-39	M	78
Creswick - Clunes	40-44	F	106
Creswick - Clunes	40-44	M	119
Creswick - Clunes	45-49	F	100
Creswick - Clunes	45-49	M	77
Creswick - Clunes	50-54	F	117
Creswick - Clunes	50-54	M	128
Creswick - Clunes	55-59	F	119
Creswick - Clunes	55-59	M	124
Creswick - Clunes	60-64	F	89
Creswick - Clunes	60-64	M	95
Creswick - Clunes	65-69	F	45
Creswick - Clunes	65-69	M	57
Creswick - Clunes	70-74	F	14
Creswick - Clunes	70-74	M	41
Creswick - Clunes	75+	F	10
Creswick - Clunes	75+	M	17
Daylesford	15-19	F	75
Daylesford	15-19	M	55
Daylesford	20-24	F	120
Daylesford	20-24	M	88
Daylesford	25-29	F	108
Daylesford	25-29	M	106
Daylesford	30-34	F	101
Daylesford	30-34	M	108
Daylesford	35-39	F	147
Daylesford	35-39	M	86
Daylesford	40-44	F	192
Daylesford	40-44	M	138
Daylesford	45-49	F	237
Daylesford	45-49	M	160
Daylesford	50-54	F	233
Daylesford	50-54	M	157
Daylesford	55-59	F	213
Daylesford	55-59	M	160
Daylesford	60-64	F	163
Daylesford	60-64	M	154
Daylesford	65-69	F	74
Daylesford	65-69	M	95
Daylesford	70-74	F	20
Daylesford	70-74	M	43
Daylesford	75+	F	14
Daylesford	75+	M	38
Gordon (Vic.)	15-19	F	14
Gordon (Vic.)	15-19	M	19
Gordon (Vic.)	20-24	F	24
Gordon (Vic.)	20-24	M	31
Gordon (Vic.)	25-29	F	21
Gordon (Vic.)	25-29	M	46
Gordon (Vic.)	30-34	F	25
Gordon (Vic.)	30-34	M	49
Gordon (Vic.)	35-39	F	30
Gordon (Vic.)	35-39	M	43
Gordon (Vic.)	40-44	F	35
Gordon (Vic.)	40-44	M	49
Gordon (Vic.)	45-49	F	35
Gordon (Vic.)	45-49	M	65
Gordon (Vic.)	50-54	F	46
Gordon (Vic.)	50-54	M	66
Gordon (Vic.)	55-59	F	34
Gordon (Vic.)	55-59	M	60
Gordon (Vic.)	60-64	F	23
Gordon (Vic.)	60-64	M	49
Gordon (Vic.)	65-69	F	14
Gordon (Vic.)	65-69	M	34
Gordon (Vic.)	70-74	F	12
Gordon (Vic.)	70-74	M	27
Gordon (Vic.)	75+	F	3
Gordon (Vic.)	75+	M	23
Avoca	15-19	F	10
Avoca	15-19	M	19
Avoca	20-24	F	27
Avoca	20-24	M	42
Avoca	25-29	F	20
Avoca	25-29	M	42
Avoca	30-34	F	13
Avoca	30-34	M	27
Avoca	35-39	F	38
Avoca	35-39	M	38
Avoca	40-44	F	41
Avoca	40-44	M	53
Avoca	45-49	F	43
Avoca	45-49	M	58
Avoca	50-54	F	36
Avoca	50-54	M	60
Avoca	55-59	F	38
Avoca	55-59	M	59
Avoca	60-64	F	44
Avoca	60-64	M	62
Avoca	65-69	F	24
Avoca	65-69	M	34
Avoca	70-74	F	12
Avoca	70-74	M	19
Avoca	75+	F	3
Avoca	75+	M	12
Beaufort	15-19	F	36
Beaufort	15-19	M	33
Beaufort	20-24	F	23
Beaufort	20-24	M	30
Beaufort	25-29	F	25
Beaufort	25-29	M	44
Beaufort	30-34	F	37
Beaufort	30-34	M	38
Beaufort	35-39	F	32
Beaufort	35-39	M	55
Beaufort	40-44	F	57
Beaufort	40-44	M	68
Beaufort	45-49	F	70
Beaufort	45-49	M	72
Beaufort	50-54	F	77
Beaufort	50-54	M	76
Beaufort	55-59	F	89
Beaufort	55-59	M	92
Beaufort	60-64	F	43
Beaufort	60-64	M	63
Beaufort	65-69	F	36
Beaufort	65-69	M	46
Beaufort	70-74	F	6
Beaufort	70-74	M	18
Beaufort	75+	F	5
Beaufort	75+	M	21
Golden Plains - North	15-19	F	8
Golden Plains - North	15-19	M	15
Golden Plains - North	20-24	F	9
Golden Plains - North	20-24	M	12
Golden Plains - North	25-29	F	5
Golden Plains - North	25-29	M	20
Golden Plains - North	30-34	F	20
Golden Plains - North	30-34	M	27
Golden Plains - North	35-39	F	23
Golden Plains - North	35-39	M	37
Golden Plains - North	40-44	F	20
Golden Plains - North	40-44	M	29
Golden Plains - North	45-49	F	29
Golden Plains - North	45-49	M	31
Golden Plains - North	50-54	F	26
Golden Plains - North	50-54	M	34
Golden Plains - North	55-59	F	22
Golden Plains - North	55-59	M	37
Golden Plains - North	60-64	F	25
Golden Plains - North	60-64	M	42
Golden Plains - North	65-69	F	13
Golden Plains - North	65-69	M	30
Golden Plains - North	70-74	F	4
Golden Plains - North	70-74	M	9
Golden Plains - North	75+	F	3
Golden Plains - North	75+	M	8
Maryborough (Vic.)	15-19	F	136
Maryborough (Vic.)	15-19	M	114
Maryborough (Vic.)	20-24	F	147
Maryborough (Vic.)	20-24	M	124
Maryborough (Vic.)	25-29	F	127
Maryborough (Vic.)	25-29	M	124
Maryborough (Vic.)	30-34	F	139
Maryborough (Vic.)	30-34	M	109
Maryborough (Vic.)	35-39	F	126
Maryborough (Vic.)	35-39	M	127
Maryborough (Vic.)	40-44	F	209
Maryborough (Vic.)	40-44	M	153
Maryborough (Vic.)	45-49	F	239
Maryborough (Vic.)	45-49	M	168
Maryborough (Vic.)	50-54	F	273
Maryborough (Vic.)	50-54	M	171
Maryborough (Vic.)	55-59	F	204
Maryborough (Vic.)	55-59	M	185
Maryborough (Vic.)	60-64	F	154
Maryborough (Vic.)	60-64	M	150
Maryborough (Vic.)	65-69	F	65
Maryborough (Vic.)	65-69	M	52
Maryborough (Vic.)	70-74	F	13
Maryborough (Vic.)	70-74	M	21
Maryborough (Vic.)	75+	F	13
Maryborough (Vic.)	75+	M	17
Maryborough Region	15-19	F	13
Maryborough Region	15-19	M	15
Maryborough Region	20-24	F	21
Maryborough Region	20-24	M	37
Maryborough Region	25-29	F	14
Maryborough Region	25-29	M	50
Maryborough Region	30-34	F	24
Maryborough Region	30-34	M	38
Maryborough Region	35-39	F	27
Maryborough Region	35-39	M	33
Maryborough Region	40-44	F	25
Maryborough Region	40-44	M	34
Maryborough Region	45-49	F	36
Maryborough Region	45-49	M	62
Maryborough Region	50-54	F	33
Maryborough Region	50-54	M	55
Maryborough Region	55-59	F	50
Maryborough Region	55-59	M	62
Maryborough Region	60-64	F	32
Maryborough Region	60-64	M	59
Maryborough Region	65-69	F	22
Maryborough Region	65-69	M	28
Maryborough Region	70-74	F	6
Maryborough Region	70-74	M	17
Maryborough Region	75+	F	5
Maryborough Region	75+	M	17
Bendigo	15-19	F	765
Bendigo	15-19	M	533
Bendigo	20-24	F	1290
Bendigo	20-24	M	862
Bendigo	25-29	F	1281
Bendigo	25-29	M	862
Bendigo	30-34	F	1242
Bendigo	30-34	M	928
Bendigo	35-39	F	1149
Bendigo	35-39	M	805
Bendigo	40-44	F	1302
Bendigo	40-44	M	878
Bendigo	45-49	F	1364
Bendigo	45-49	M	860
Bendigo	50-54	F	1379
Bendigo	50-54	M	859
Bendigo	55-59	F	1225
Bendigo	55-59	M	767
Bendigo	60-64	F	720
Bendigo	60-64	M	624
Bendigo	65-69	F	223
Bendigo	65-69	M	253
Bendigo	70-74	F	68
Bendigo	70-74	M	64
Bendigo	75+	F	24
Bendigo	75+	M	39
California Gully - Eaglehawk	15-19	F	44
California Gully - Eaglehawk	15-19	M	61
California Gully - Eaglehawk	20-24	F	105
California Gully - Eaglehawk	20-24	M	105
California Gully - Eaglehawk	25-29	F	95
California Gully - Eaglehawk	25-29	M	93
California Gully - Eaglehawk	30-34	F	107
California Gully - Eaglehawk	30-34	M	100
California Gully - Eaglehawk	35-39	F	92
California Gully - Eaglehawk	35-39	M	98
California Gully - Eaglehawk	40-44	F	108
California Gully - Eaglehawk	40-44	M	99
California Gully - Eaglehawk	45-49	F	111
California Gully - Eaglehawk	45-49	M	107
California Gully - Eaglehawk	50-54	F	119
California Gully - Eaglehawk	50-54	M	119
California Gully - Eaglehawk	55-59	F	109
California Gully - Eaglehawk	55-59	M	136
California Gully - Eaglehawk	60-64	F	94
California Gully - Eaglehawk	60-64	M	96
California Gully - Eaglehawk	65-69	F	25
California Gully - Eaglehawk	65-69	M	39
California Gully - Eaglehawk	70-74	F	11
California Gully - Eaglehawk	70-74	M	12
California Gully - Eaglehawk	75+	F	5
California Gully - Eaglehawk	75+	M	7
East Bendigo - Kennington	15-19	F	182
East Bendigo - Kennington	15-19	M	224
East Bendigo - Kennington	20-24	F	261
East Bendigo - Kennington	20-24	M	331
East Bendigo - Kennington	25-29	F	222
East Bendigo - Kennington	25-29	M	349
East Bendigo - Kennington	30-34	F	218
East Bendigo - Kennington	30-34	M	328
East Bendigo - Kennington	35-39	F	212
East Bendigo - Kennington	35-39	M	280
East Bendigo - Kennington	40-44	F	236
East Bendigo - Kennington	40-44	M	264
East Bendigo - Kennington	45-49	F	284
East Bendigo - Kennington	45-49	M	306
East Bendigo - Kennington	50-54	F	281
East Bendigo - Kennington	50-54	M	293
East Bendigo - Kennington	55-59	F	284
East Bendigo - Kennington	55-59	M	292
East Bendigo - Kennington	60-64	F	154
East Bendigo - Kennington	60-64	M	173
East Bendigo - Kennington	65-69	F	64
East Bendigo - Kennington	65-69	M	89
East Bendigo - Kennington	70-74	F	11
East Bendigo - Kennington	70-74	M	28
East Bendigo - Kennington	75+	F	12
East Bendigo - Kennington	75+	M	20
Flora Hill - Spring Gully	15-19	F	36
Flora Hill - Spring Gully	15-19	M	30
Flora Hill - Spring Gully	20-24	F	71
Flora Hill - Spring Gully	20-24	M	80
Flora Hill - Spring Gully	25-29	F	105
Flora Hill - Spring Gully	25-29	M	71
Flora Hill - Spring Gully	30-34	F	90
Flora Hill - Spring Gully	30-34	M	66
Flora Hill - Spring Gully	35-39	F	100
Flora Hill - Spring Gully	35-39	M	95
Flora Hill - Spring Gully	40-44	F	102
Flora Hill - Spring Gully	40-44	M	82
Flora Hill - Spring Gully	45-49	F	96
Flora Hill - Spring Gully	45-49	M	87
Flora Hill - Spring Gully	50-54	F	115
Flora Hill - Spring Gully	50-54	M	75
Flora Hill - Spring Gully	55-59	F	93
Flora Hill - Spring Gully	55-59	M	97
Flora Hill - Spring Gully	60-64	F	65
Flora Hill - Spring Gully	60-64	M	51
Flora Hill - Spring Gully	65-69	F	25
Flora Hill - Spring Gully	65-69	M	30
Flora Hill - Spring Gully	70-74	F	3
Flora Hill - Spring Gully	70-74	M	8
Flora Hill - Spring Gully	75+	F	3
Flora Hill - Spring Gully	75+	M	4
Kangaroo Flat - Golden Square	15-19	F	292
Kangaroo Flat - Golden Square	15-19	M	235
Kangaroo Flat - Golden Square	20-24	F	334
Kangaroo Flat - Golden Square	20-24	M	377
Kangaroo Flat - Golden Square	25-29	F	292
Kangaroo Flat - Golden Square	25-29	M	365
Kangaroo Flat - Golden Square	30-34	F	274
Kangaroo Flat - Golden Square	30-34	M	332
Kangaroo Flat - Golden Square	35-39	F	266
Kangaroo Flat - Golden Square	35-39	M	324
Kangaroo Flat - Golden Square	40-44	F	282
Kangaroo Flat - Golden Square	40-44	M	362
Kangaroo Flat - Golden Square	45-49	F	301
Kangaroo Flat - Golden Square	45-49	M	408
Kangaroo Flat - Golden Square	50-54	F	320
Kangaroo Flat - Golden Square	50-54	M	370
Kangaroo Flat - Golden Square	55-59	F	296
Kangaroo Flat - Golden Square	55-59	M	322
Kangaroo Flat - Golden Square	60-64	F	201
Kangaroo Flat - Golden Square	60-64	M	247
Kangaroo Flat - Golden Square	65-69	F	74
Kangaroo Flat - Golden Square	65-69	M	91
Kangaroo Flat - Golden Square	70-74	F	21
Kangaroo Flat - Golden Square	70-74	M	32
Kangaroo Flat - Golden Square	75+	F	9
Kangaroo Flat - Golden Square	75+	M	16
Maiden Gully	15-19	F	21
Maiden Gully	15-19	M	27
Maiden Gully	20-24	F	17
Maiden Gully	20-24	M	28
Maiden Gully	25-29	F	22
Maiden Gully	25-29	M	34
Maiden Gully	30-34	F	30
Maiden Gully	30-34	M	34
Maiden Gully	35-39	F	32
Maiden Gully	35-39	M	19
Maiden Gully	40-44	F	35
Maiden Gully	40-44	M	30
Maiden Gully	45-49	F	30
Maiden Gully	45-49	M	34
Maiden Gully	50-54	F	26
Maiden Gully	50-54	M	40
Maiden Gully	55-59	F	21
Maiden Gully	55-59	M	33
Maiden Gully	60-64	F	17
Maiden Gully	60-64	M	19
Maiden Gully	65-69	F	4
Maiden Gully	65-69	M	10
Maiden Gully	70-74	M	3
Maiden Gully	75+	M	3
Strathfieldsaye	15-19	F	42
Strathfieldsaye	15-19	M	42
Strathfieldsaye	20-24	F	59
Strathfieldsaye	20-24	M	63
Strathfieldsaye	25-29	F	44
Strathfieldsaye	25-29	M	48
Strathfieldsaye	30-34	F	57
Strathfieldsaye	30-34	M	51
Strathfieldsaye	35-39	F	83
Strathfieldsaye	35-39	M	66
Strathfieldsaye	40-44	F	108
Strathfieldsaye	40-44	M	71
Strathfieldsaye	45-49	F	74
Strathfieldsaye	45-49	M	65
Strathfieldsaye	50-54	F	70
Strathfieldsaye	50-54	M	57
Strathfieldsaye	55-59	F	69
Strathfieldsaye	55-59	M	76
Strathfieldsaye	60-64	F	37
Strathfieldsaye	60-64	M	51
Strathfieldsaye	65-69	F	24
Strathfieldsaye	65-69	M	32
Strathfieldsaye	70-74	F	3
Strathfieldsaye	70-74	M	8
Strathfieldsaye	75+	F	4
Strathfieldsaye	75+	M	9
White Hills - Ascot	15-19	F	133
White Hills - Ascot	15-19	M	106
White Hills - Ascot	20-24	F	127
White Hills - Ascot	20-24	M	166
White Hills - Ascot	25-29	F	158
White Hills - Ascot	25-29	M	193
White Hills - Ascot	30-34	F	121
White Hills - Ascot	30-34	M	181
White Hills - Ascot	35-39	F	142
White Hills - Ascot	35-39	M	180
White Hills - Ascot	40-44	F	151
White Hills - Ascot	40-44	M	199
White Hills - Ascot	45-49	F	131
White Hills - Ascot	45-49	M	214
White Hills - Ascot	50-54	F	127
White Hills - Ascot	50-54	M	192
White Hills - Ascot	55-59	F	125
White Hills - Ascot	55-59	M	178
White Hills - Ascot	60-64	F	81
White Hills - Ascot	60-64	M	127
White Hills - Ascot	65-69	F	24
White Hills - Ascot	65-69	M	63
White Hills - Ascot	70-74	F	12
White Hills - Ascot	70-74	M	19
White Hills - Ascot	75+	F	4
White Hills - Ascot	75+	M	10
Bendigo Region - South	15-19	F	10
Bendigo Region - South	15-19	M	23
Bendigo Region - South	20-24	F	41
Bendigo Region - South	20-24	M	122
Bendigo Region - South	25-29	F	60
Bendigo Region - South	25-29	M	122
Bendigo Region - South	30-34	F	48
Bendigo Region - South	30-34	M	123
Bendigo Region - South	35-39	F	50
Bendigo Region - South	35-39	M	108
Bendigo Region - South	40-44	F	63
Bendigo Region - South	40-44	M	98
Bendigo Region - South	45-49	F	64
Bendigo Region - South	45-49	M	92
Bendigo Region - South	50-54	F	72
Bendigo Region - South	50-54	M	95
Bendigo Region - South	55-59	F	52
Bendigo Region - South	55-59	M	84
Bendigo Region - South	60-64	F	32
Bendigo Region - South	60-64	M	71
Bendigo Region - South	65-69	F	26
Bendigo Region - South	65-69	M	26
Bendigo Region - South	70-74	F	10
Bendigo Region - South	70-74	M	20
Bendigo Region - South	75+	F	4
Bendigo Region - South	75+	M	16
Castlemaine	15-19	F	139
Castlemaine	15-19	M	158
Castlemaine	20-24	F	247
Castlemaine	20-24	M	251
Castlemaine	25-29	F	200
Castlemaine	25-29	M	266
Castlemaine	30-34	F	194
Castlemaine	30-34	M	244
Castlemaine	35-39	F	236
Castlemaine	35-39	M	229
Castlemaine	40-44	F	272
Castlemaine	40-44	M	271
Castlemaine	45-49	F	345
Castlemaine	45-49	M	305
Castlemaine	50-54	F	353
Castlemaine	50-54	M	307
Castlemaine	55-59	F	314
Castlemaine	55-59	M	353
Castlemaine	60-64	F	226
Castlemaine	60-64	M	271
Castlemaine	65-69	F	93
Castlemaine	65-69	M	91
Castlemaine	70-74	F	29
Castlemaine	70-74	M	32
Castlemaine	75+	F	20
Castlemaine	75+	M	25
Castlemaine Region	15-19	F	33
Castlemaine Region	15-19	M	30
Castlemaine Region	20-24	F	33
Castlemaine Region	20-24	M	52
Castlemaine Region	25-29	F	24
Castlemaine Region	25-29	M	34
Castlemaine Region	30-34	F	40
Castlemaine Region	30-34	M	39
Castlemaine Region	35-39	F	54
Castlemaine Region	35-39	M	61
Castlemaine Region	40-44	F	65
Castlemaine Region	40-44	M	71
Castlemaine Region	45-49	F	87
Castlemaine Region	45-49	M	86
Castlemaine Region	50-54	F	99
Castlemaine Region	50-54	M	94
Castlemaine Region	55-59	F	93
Castlemaine Region	55-59	M	95
Castlemaine Region	60-64	F	78
Castlemaine Region	60-64	M	123
Castlemaine Region	65-69	F	35
Castlemaine Region	65-69	M	64
Castlemaine Region	70-74	F	21
Castlemaine Region	70-74	M	25
Castlemaine Region	75+	F	20
Castlemaine Region	75+	M	40
Heathcote	15-19	F	24
Heathcote	15-19	M	24
Heathcote	20-24	F	39
Heathcote	20-24	M	38
Heathcote	25-29	F	34
Heathcote	25-29	M	59
Heathcote	30-34	F	41
Heathcote	30-34	M	62
Heathcote	35-39	F	33
Heathcote	35-39	M	56
Heathcote	40-44	F	50
Heathcote	40-44	M	56
Heathcote	45-49	F	60
Heathcote	45-49	M	70
Heathcote	50-54	F	64
Heathcote	50-54	M	77
Heathcote	55-59	F	67
Heathcote	55-59	M	68
Heathcote	60-64	F	48
Heathcote	60-64	M	52
Heathcote	65-69	F	17
Heathcote	65-69	M	21
Heathcote	70-74	F	13
Heathcote	70-74	M	9
Heathcote	75+	F	6
Heathcote	75+	M	23
Kyneton	15-19	F	120
Kyneton	15-19	M	120
Kyneton	20-24	F	166
Kyneton	20-24	M	196
Kyneton	25-29	F	150
Kyneton	25-29	M	182
Kyneton	30-34	F	144
Kyneton	30-34	M	181
Kyneton	35-39	F	172
Kyneton	35-39	M	162
Kyneton	40-44	F	220
Kyneton	40-44	M	210
Kyneton	45-49	F	299
Kyneton	45-49	M	201
Kyneton	50-54	F	275
Kyneton	50-54	M	192
Kyneton	55-59	F	254
Kyneton	55-59	M	209
Kyneton	60-64	F	158
Kyneton	60-64	M	161
Kyneton	65-69	F	86
Kyneton	65-69	M	97
Kyneton	70-74	F	35
Kyneton	70-74	M	52
Kyneton	75+	F	17
Kyneton	75+	M	26
Woodend	15-19	F	60
Woodend	15-19	M	46
Woodend	20-24	F	76
Woodend	20-24	M	72
Woodend	25-29	F	55
Woodend	25-29	M	66
Woodend	30-34	F	72
Woodend	30-34	M	65
Woodend	35-39	F	78
Woodend	35-39	M	68
Woodend	40-44	F	123
Woodend	40-44	M	72
Woodend	45-49	F	161
Woodend	45-49	M	91
Woodend	50-54	F	115
Woodend	50-54	M	88
Woodend	55-59	F	105
Woodend	55-59	M	66
Woodend	60-64	F	68
Woodend	60-64	M	76
Woodend	65-69	F	34
Woodend	65-69	M	40
Woodend	70-74	F	14
Woodend	70-74	M	21
Woodend	75+	F	4
Woodend	75+	M	10
Bendigo Region - North	15-19	F	20
Bendigo Region - North	15-19	M	24
Bendigo Region - North	20-24	F	28
Bendigo Region - North	20-24	M	74
Bendigo Region - North	25-29	F	32
Bendigo Region - North	25-29	M	93
Bendigo Region - North	30-34	F	28
Bendigo Region - North	30-34	M	114
Bendigo Region - North	35-39	F	30
Bendigo Region - North	35-39	M	114
Bendigo Region - North	40-44	F	26
Bendigo Region - North	40-44	M	104
Bendigo Region - North	45-49	F	60
Bendigo Region - North	45-49	M	108
Bendigo Region - North	50-54	F	48
Bendigo Region - North	50-54	M	118
Bendigo Region - North	55-59	F	42
Bendigo Region - North	55-59	M	98
Bendigo Region - North	60-64	F	42
Bendigo Region - North	60-64	M	85
Bendigo Region - North	65-69	F	21
Bendigo Region - North	65-69	M	38
Bendigo Region - North	70-74	F	10
Bendigo Region - North	70-74	M	17
Bendigo Region - North	75+	F	8
Bendigo Region - North	75+	M	21
Loddon	15-19	F	56
Loddon	15-19	M	60
Loddon	20-24	F	52
Loddon	20-24	M	78
Loddon	25-29	F	53
Loddon	25-29	M	96
Loddon	30-34	F	59
Loddon	30-34	M	91
Loddon	35-39	F	88
Loddon	35-39	M	116
Loddon	40-44	F	107
Loddon	40-44	M	134
Loddon	45-49	F	126
Loddon	45-49	M	154
Loddon	50-54	F	132
Loddon	50-54	M	163
Loddon	55-59	F	147
Loddon	55-59	M	219
Loddon	60-64	F	120
Loddon	60-64	M	166
Loddon	65-69	F	68
Loddon	65-69	M	86
Loddon	70-74	F	28
Loddon	70-74	M	49
Loddon	75+	F	15
Loddon	75+	M	50
Bannockburn	15-19	F	28
Bannockburn	15-19	M	36
Bannockburn	20-24	F	58
Bannockburn	20-24	M	44
Bannockburn	25-29	F	65
Bannockburn	25-29	M	51
Bannockburn	30-34	F	64
Bannockburn	30-34	M	64
Bannockburn	35-39	F	71
Bannockburn	35-39	M	68
Bannockburn	40-44	F	95
Bannockburn	40-44	M	64
Bannockburn	45-49	F	94
Bannockburn	45-49	M	71
Bannockburn	50-54	F	67
Bannockburn	50-54	M	47
Bannockburn	55-59	F	59
Bannockburn	55-59	M	30
Bannockburn	60-64	F	45
Bannockburn	60-64	M	37
Bannockburn	65-69	F	22
Bannockburn	65-69	M	26
Bannockburn	70-74	F	7
Bannockburn	70-74	M	9
Bannockburn	75+	F	5
Bannockburn	75+	M	14
Golden Plains - South	15-19	F	25
Golden Plains - South	15-19	M	26
Golden Plains - South	20-24	F	37
Golden Plains - South	20-24	M	68
Golden Plains - South	25-29	F	29
Golden Plains - South	25-29	M	54
Golden Plains - South	30-34	F	46
Golden Plains - South	30-34	M	58
Golden Plains - South	35-39	F	44
Golden Plains - South	35-39	M	49
Golden Plains - South	40-44	F	57
Golden Plains - South	40-44	M	63
Golden Plains - South	45-49	F	70
Golden Plains - South	45-49	M	81
Golden Plains - South	50-54	F	56
Golden Plains - South	50-54	M	68
Golden Plains - South	55-59	F	52
Golden Plains - South	55-59	M	71
Golden Plains - South	60-64	F	33
Golden Plains - South	60-64	M	57
Golden Plains - South	65-69	F	33
Golden Plains - South	65-69	M	52
Golden Plains - South	70-74	F	13
Golden Plains - South	70-74	M	31
Golden Plains - South	75+	F	8
Golden Plains - South	75+	M	13
Winchelsea	15-19	F	36
Winchelsea	15-19	M	39
Winchelsea	20-24	F	40
Winchelsea	20-24	M	60
Winchelsea	25-29	F	37
Winchelsea	25-29	M	51
Winchelsea	30-34	F	48
Winchelsea	30-34	M	43
Winchelsea	35-39	F	51
Winchelsea	35-39	M	63
Winchelsea	40-44	F	73
Winchelsea	40-44	M	75
Winchelsea	45-49	F	75
Winchelsea	45-49	M	65
Winchelsea	50-54	F	85
Winchelsea	50-54	M	82
Winchelsea	55-59	F	75
Winchelsea	55-59	M	88
Winchelsea	60-64	F	56
Winchelsea	60-64	M	71
Winchelsea	65-69	F	42
Winchelsea	65-69	M	62
Winchelsea	70-74	F	9
Winchelsea	70-74	M	33
Winchelsea	75+	F	4
Winchelsea	75+	M	25
Belmont	15-19	F	286
Belmont	15-19	M	241
Belmont	20-24	F	333
Belmont	20-24	M	272
Belmont	25-29	F	307
Belmont	25-29	M	261
Belmont	30-34	F	295
Belmont	30-34	M	252
Belmont	35-39	F	290
Belmont	35-39	M	185
Belmont	40-44	F	327
Belmont	40-44	M	195
Belmont	45-49	F	357
Belmont	45-49	M	183
Belmont	50-54	F	379
Belmont	50-54	M	176
Belmont	55-59	F	297
Belmont	55-59	M	203
Belmont	60-64	F	205
Belmont	60-64	M	153
Belmont	65-69	F	54
Belmont	65-69	M	67
Belmont	70-74	F	19
Belmont	70-74	M	26
Belmont	75+	F	5
Belmont	75+	M	14
Corio - Norlane	15-19	F	323
Corio - Norlane	15-19	M	264
Corio - Norlane	20-24	F	341
Corio - Norlane	20-24	M	380
Corio - Norlane	25-29	F	287
Corio - Norlane	25-29	M	423
Corio - Norlane	30-34	F	281
Corio - Norlane	30-34	M	389
Corio - Norlane	35-39	F	305
Corio - Norlane	35-39	M	416
Corio - Norlane	40-44	F	369
Corio - Norlane	40-44	M	483
Corio - Norlane	45-49	F	336
Corio - Norlane	45-49	M	496
Corio - Norlane	50-54	F	345
Corio - Norlane	50-54	M	555
Corio - Norlane	55-59	F	310
Corio - Norlane	55-59	M	468
Corio - Norlane	60-64	F	186
Corio - Norlane	60-64	M	309
Corio - Norlane	65-69	F	84
Corio - Norlane	65-69	M	99
Corio - Norlane	70-74	F	18
Corio - Norlane	70-74	M	31
Corio - Norlane	75+	F	8
Corio - Norlane	75+	M	14
Geelong	15-19	F	710
Geelong	15-19	M	551
Geelong	20-24	F	1702
Geelong	20-24	M	1349
Geelong	25-29	F	2023
Geelong	25-29	M	1486
Geelong	30-34	F	2000
Geelong	30-34	M	1494
Geelong	35-39	F	1882
Geelong	35-39	M	1525
Geelong	40-44	F	2092
Geelong	40-44	M	1592
Geelong	45-49	F	2062
Geelong	45-49	M	1453
Geelong	50-54	F	1988
Geelong	50-54	M	1300
Geelong	55-59	F	1667
Geelong	55-59	M	1279
Geelong	60-64	F	1016
Geelong	60-64	M	906
Geelong	65-69	F	319
Geelong	65-69	M	377
Geelong	70-74	F	87
Geelong	70-74	M	131
Geelong	75+	F	35
Geelong	75+	M	66
Geelong West - Hamlyn Heights	15-19	F	234
Geelong West - Hamlyn Heights	15-19	M	149
Geelong West - Hamlyn Heights	20-24	F	331
Geelong West - Hamlyn Heights	20-24	M	237
Geelong West - Hamlyn Heights	25-29	F	346
Geelong West - Hamlyn Heights	25-29	M	226
Geelong West - Hamlyn Heights	30-34	F	281
Geelong West - Hamlyn Heights	30-34	M	284
Geelong West - Hamlyn Heights	35-39	F	294
Geelong West - Hamlyn Heights	35-39	M	228
Geelong West - Hamlyn Heights	40-44	F	358
Geelong West - Hamlyn Heights	40-44	M	215
Geelong West - Hamlyn Heights	45-49	F	330
Geelong West - Hamlyn Heights	45-49	M	206
Geelong West - Hamlyn Heights	50-54	F	330
Geelong West - Hamlyn Heights	50-54	M	184
Geelong West - Hamlyn Heights	55-59	F	306
Geelong West - Hamlyn Heights	55-59	M	180
Geelong West - Hamlyn Heights	60-64	F	201
Geelong West - Hamlyn Heights	60-64	M	125
