SA2_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Huntingdale - Southern River	78750	1	State territory	15
Huntingdale - Southern River	91875	0		80
Huntingdale - Southern River	91875	1	State territory	23
Huntingdale - Southern River	105000	0		66
Huntingdale - Southern River	105000	1	State territory	38
Huntingdale - Southern River	157500	0		62
Huntingdale - Southern River	157500	1	State territory	28
Huntingdale - Southern River	Inf	0		43
Huntingdale - Southern River	Inf	1	State territory	3
Maddington - Orange Grove - Martin				22
Maddington - Orange Grove - Martin		0		105
Maddington - Orange Grove - Martin		1	State territory	9
Maddington - Orange Grove - Martin	0			6
Maddington - Orange Grove - Martin	0	0		56
Maddington - Orange Grove - Martin	7875			3
Maddington - Orange Grove - Martin	7875	0		243
Maddington - Orange Grove - Martin	7875	1	State territory	9
Maddington - Orange Grove - Martin	15750			4
Maddington - Orange Grove - Martin	15750	0		299
Maddington - Orange Grove - Martin	15750	1	Local	9
Maddington - Orange Grove - Martin	15750	1	State territory	6
Maddington - Orange Grove - Martin	21000			3
Maddington - Orange Grove - Martin	21000	0		327
Maddington - Orange Grove - Martin	21000	1	Local	3
Maddington - Orange Grove - Martin	21000	1	National	6
Maddington - Orange Grove - Martin	21000	1	State territory	8
Maddington - Orange Grove - Martin	26250			7
Maddington - Orange Grove - Martin	26250	0		392
Maddington - Orange Grove - Martin	26250	1	Local	5
Maddington - Orange Grove - Martin	26250	1	State territory	18
Maddington - Orange Grove - Martin	34125			9
Maddington - Orange Grove - Martin	34125	0		634
Maddington - Orange Grove - Martin	34125	1	Local	15
Maddington - Orange Grove - Martin	34125	1	State territory	26
Maddington - Orange Grove - Martin	42000			12
Maddington - Orange Grove - Martin	42000	0		853
Maddington - Orange Grove - Martin	42000	1	Local	14
Maddington - Orange Grove - Martin	42000	1	National	3
Maddington - Orange Grove - Martin	42000	1	State territory	33
Maddington - Orange Grove - Martin	52500			8
Maddington - Orange Grove - Martin	52500	0		1103
Maddington - Orange Grove - Martin	52500	1	Local	32
Maddington - Orange Grove - Martin	52500	1	National	3
Maddington - Orange Grove - Martin	52500	1	State territory	29
Maddington - Orange Grove - Martin	65625			15
Maddington - Orange Grove - Martin	65625	0		1296
Maddington - Orange Grove - Martin	65625	1	Local	83
Maddington - Orange Grove - Martin	65625	1	National	3
Maddington - Orange Grove - Martin	65625	1	State territory	48
Maddington - Orange Grove - Martin	78750			6
Maddington - Orange Grove - Martin	78750	0		830
Maddington - Orange Grove - Martin	78750	1	Local	71
Maddington - Orange Grove - Martin	78750	1	State territory	40
Maddington - Orange Grove - Martin	91875	0		651
Maddington - Orange Grove - Martin	91875	1	Local	64
Maddington - Orange Grove - Martin	91875	1	State territory	61
Maddington - Orange Grove - Martin	105000	0		419
Maddington - Orange Grove - Martin	105000	1	Local	41
Maddington - Orange Grove - Martin	105000	1	State territory	37
Maddington - Orange Grove - Martin	157500			3
Maddington - Orange Grove - Martin	157500	0		573
Maddington - Orange Grove - Martin	157500	1	Local	27
Maddington - Orange Grove - Martin	157500	1	State territory	42
Maddington - Orange Grove - Martin	Inf	0		231
Maddington - Orange Grove - Martin	Inf	1	Local	12
Maddington - Orange Grove - Martin	Inf	1	State territory	3
Thornlie		0		33
Thornlie		1	State territory	7
Thornlie	0	0		18
Thornlie	0	1	State territory	3
Thornlie	7875			4
Thornlie	7875	0		212
Thornlie	7875	1	Local	3
Thornlie	7875	1	State territory	6
Thornlie	15750			3
Thornlie	15750	0		201
Thornlie	15750	1	State territory	19
Thornlie	21000	0		201
Thornlie	21000	1	Local	5
Thornlie	21000	1	State territory	29
Thornlie	26250			3
Thornlie	26250	0		204
Thornlie	26250	1	Local	4
Thornlie	26250	1	State territory	29
Thornlie	34125	0		262
Thornlie	34125	1	Local	6
Thornlie	34125	1	State territory	40
Thornlie	42000			3
Thornlie	42000	0		232
Thornlie	42000	1	Local	7
Thornlie	42000	1	State territory	40
Thornlie	52500			5
Thornlie	52500	0		245
Thornlie	52500	1	Local	4
Thornlie	52500	1	State territory	61
Thornlie	65625			3
Thornlie	65625	0		199
Thornlie	65625	1	Local	7
Thornlie	65625	1	State territory	77
Thornlie	78750			3
Thornlie	78750	0		115
Thornlie	78750	1	Local	3
Thornlie	78750	1	State territory	52
Thornlie	91875			4
Thornlie	91875	0		88
Thornlie	91875	1	Local	3
Thornlie	91875	1	State territory	64
Thornlie	105000	0		60
Thornlie	105000	1	Local	4
Thornlie	105000	1	State territory	110
Thornlie	157500	0		78
Thornlie	157500	1	State territory	97
Thornlie	Inf	0		29
Thornlie	Inf	1	State territory	3
Forrestfield - Wattle Grove				15
Forrestfield - Wattle Grove		0		80
Forrestfield - Wattle Grove		1	State territory	4
Forrestfield - Wattle Grove	0			3
Forrestfield - Wattle Grove	0	0		44
Forrestfield - Wattle Grove	7875			3
Forrestfield - Wattle Grove	7875	0		214
Forrestfield - Wattle Grove	7875	1	State territory	3
Forrestfield - Wattle Grove	15750			4
Forrestfield - Wattle Grove	15750	0		189
Forrestfield - Wattle Grove	15750	1	National	3
Forrestfield - Wattle Grove	15750	1	State territory	9
Forrestfield - Wattle Grove	21000	0		204
Forrestfield - Wattle Grove	21000	1	Local	4
Forrestfield - Wattle Grove	21000	1	State territory	10
Forrestfield - Wattle Grove	26250			7
Forrestfield - Wattle Grove	26250	0		230
Forrestfield - Wattle Grove	26250	1	State territory	8
Forrestfield - Wattle Grove	34125	0		351
Forrestfield - Wattle Grove	34125	1	Local	3
Forrestfield - Wattle Grove	34125	1	National	3
Forrestfield - Wattle Grove	34125	1	State territory	16
Forrestfield - Wattle Grove	42000			8
Forrestfield - Wattle Grove	42000	0		506
Forrestfield - Wattle Grove	42000	1	Local	9
Forrestfield - Wattle Grove	42000	1	State territory	30
Forrestfield - Wattle Grove	52500			3
Forrestfield - Wattle Grove	52500	0		738
Forrestfield - Wattle Grove	52500	1	Local	4
Forrestfield - Wattle Grove	52500	1	National	4
Forrestfield - Wattle Grove	52500	1	State territory	52
Forrestfield - Wattle Grove	65625			7
Forrestfield - Wattle Grove	65625	0		969
Forrestfield - Wattle Grove	65625	1	Local	10
Forrestfield - Wattle Grove	65625	1	State territory	50
Forrestfield - Wattle Grove	78750	0		701
Forrestfield - Wattle Grove	78750	1	Local	6
Forrestfield - Wattle Grove	78750	1	State territory	60
Forrestfield - Wattle Grove	91875	0		571
Forrestfield - Wattle Grove	91875	1	Local	3
Forrestfield - Wattle Grove	91875	1	National	3
Forrestfield - Wattle Grove	91875	1	State territory	54
Forrestfield - Wattle Grove	105000			3
Forrestfield - Wattle Grove	105000	0		370
Forrestfield - Wattle Grove	105000	1	National	3
Forrestfield - Wattle Grove	105000	1	State territory	68
Forrestfield - Wattle Grove	157500	0		530
Forrestfield - Wattle Grove	157500	1	State territory	90
Forrestfield - Wattle Grove	Inf	0		209
Forrestfield - Wattle Grove	Inf	1	State territory	11
High Wycombe				6
High Wycombe		0		37
High Wycombe	0	0		17
High Wycombe	7875	0		142
High Wycombe	15750	0		112
High Wycombe	21000	0		90
High Wycombe	21000	1	State territory	3
High Wycombe	26250			6
High Wycombe	26250	0		106
High Wycombe	26250	1	State territory	8
High Wycombe	34125	0		157
High Wycombe	34125	1	State territory	11
High Wycombe	42000	0		223
High Wycombe	42000	1	State territory	10
High Wycombe	52500	0		247
High Wycombe	52500	1	Local	3
High Wycombe	52500	1	State territory	18
High Wycombe	65625	0		241
High Wycombe	65625	1	State territory	8
High Wycombe	78750	0		169
High Wycombe	78750	1	State territory	17
High Wycombe	91875			3
High Wycombe	91875	0		139
High Wycombe	91875	1	State territory	11
High Wycombe	105000			4
High Wycombe	105000	0		75
High Wycombe	105000	1	State territory	10
High Wycombe	157500	0		119
High Wycombe	157500	1	State territory	5
High Wycombe	Inf	0		59
High Wycombe	Inf	1	State territory	3
Kalamunda - Maida Vale - Gooseberry Hill				3
Kalamunda - Maida Vale - Gooseberry Hill		0		30
Kalamunda - Maida Vale - Gooseberry Hill		1	State territory	4
Kalamunda - Maida Vale - Gooseberry Hill	0			3
Kalamunda - Maida Vale - Gooseberry Hill	0	0		24
Kalamunda - Maida Vale - Gooseberry Hill	7875			5
Kalamunda - Maida Vale - Gooseberry Hill	7875	0		192
Kalamunda - Maida Vale - Gooseberry Hill	7875	1	State territory	3
Kalamunda - Maida Vale - Gooseberry Hill	15750			3
Kalamunda - Maida Vale - Gooseberry Hill	15750	0		212
Kalamunda - Maida Vale - Gooseberry Hill	15750	1	State territory	13
Kalamunda - Maida Vale - Gooseberry Hill	21000	0		204
Kalamunda - Maida Vale - Gooseberry Hill	21000	1	State territory	10
Kalamunda - Maida Vale - Gooseberry Hill	26250			5
Kalamunda - Maida Vale - Gooseberry Hill	26250	0		214
Kalamunda - Maida Vale - Gooseberry Hill	26250	1	Local	3
Kalamunda - Maida Vale - Gooseberry Hill	26250	1	State territory	7
Kalamunda - Maida Vale - Gooseberry Hill	34125			6
Kalamunda - Maida Vale - Gooseberry Hill	34125	0		281
Kalamunda - Maida Vale - Gooseberry Hill	34125	1	Local	4
Kalamunda - Maida Vale - Gooseberry Hill	34125	1	National	3
Kalamunda - Maida Vale - Gooseberry Hill	34125	1	State territory	24
Kalamunda - Maida Vale - Gooseberry Hill	42000			3
Kalamunda - Maida Vale - Gooseberry Hill	42000	0		288
Kalamunda - Maida Vale - Gooseberry Hill	42000	1	Local	6
Kalamunda - Maida Vale - Gooseberry Hill	42000	1	State territory	55
Kalamunda - Maida Vale - Gooseberry Hill	52500			3
Kalamunda - Maida Vale - Gooseberry Hill	52500	0		308
Kalamunda - Maida Vale - Gooseberry Hill	52500	1	Local	18
Kalamunda - Maida Vale - Gooseberry Hill	52500	1	State territory	56
Kalamunda - Maida Vale - Gooseberry Hill	65625	0		300
Kalamunda - Maida Vale - Gooseberry Hill	65625	1	Local	29
Kalamunda - Maida Vale - Gooseberry Hill	65625	1	State territory	52
Kalamunda - Maida Vale - Gooseberry Hill	78750	0		201
Kalamunda - Maida Vale - Gooseberry Hill	78750	1	Local	44
Kalamunda - Maida Vale - Gooseberry Hill	78750	1	State territory	35
Kalamunda - Maida Vale - Gooseberry Hill	91875	0		180
Kalamunda - Maida Vale - Gooseberry Hill	91875	1	Local	27
Kalamunda - Maida Vale - Gooseberry Hill	91875	1	National	3
Kalamunda - Maida Vale - Gooseberry Hill	91875	1	State territory	47
Kalamunda - Maida Vale - Gooseberry Hill	105000	0		85
Kalamunda - Maida Vale - Gooseberry Hill	105000	1	Local	5
Kalamunda - Maida Vale - Gooseberry Hill	105000	1	State territory	52
Kalamunda - Maida Vale - Gooseberry Hill	157500			3
Kalamunda - Maida Vale - Gooseberry Hill	157500	0		119
Kalamunda - Maida Vale - Gooseberry Hill	157500	1	Local	12
Kalamunda - Maida Vale - Gooseberry Hill	157500	1	State territory	39
Kalamunda - Maida Vale - Gooseberry Hill	Inf	0		100
Kalamunda - Maida Vale - Gooseberry Hill	Inf	1	Local	6
Lesmurdie - Bickley - Carmel				12
Lesmurdie - Bickley - Carmel		0		26
Lesmurdie - Bickley - Carmel	0			3
Lesmurdie - Bickley - Carmel	0	0		21
Lesmurdie - Bickley - Carmel	7875			3
Lesmurdie - Bickley - Carmel	7875	0		152
Lesmurdie - Bickley - Carmel	7875	1	State territory	4
Lesmurdie - Bickley - Carmel	15750	0		133
Lesmurdie - Bickley - Carmel	15750	1	State territory	9
Lesmurdie - Bickley - Carmel	21000	0		120
Lesmurdie - Bickley - Carmel	21000	1	National	3
Lesmurdie - Bickley - Carmel	21000	1	State territory	13
Lesmurdie - Bickley - Carmel	26250			5
Lesmurdie - Bickley - Carmel	26250	0		144
Lesmurdie - Bickley - Carmel	26250	1	State territory	15
Lesmurdie - Bickley - Carmel	34125			3
Lesmurdie - Bickley - Carmel	34125	0		223
Lesmurdie - Bickley - Carmel	34125	1	State territory	26
Lesmurdie - Bickley - Carmel	42000			3
Lesmurdie - Bickley - Carmel	42000	0		220
Lesmurdie - Bickley - Carmel	42000	1	Local	3
Lesmurdie - Bickley - Carmel	42000	1	National	3
Lesmurdie - Bickley - Carmel	42000	1	State territory	18
Lesmurdie - Bickley - Carmel	52500			3
Lesmurdie - Bickley - Carmel	52500	0		226
Lesmurdie - Bickley - Carmel	52500	1	Local	3
Lesmurdie - Bickley - Carmel	52500	1	National	8
Lesmurdie - Bickley - Carmel	52500	1	State territory	26
Lesmurdie - Bickley - Carmel	65625	0		243
Lesmurdie - Bickley - Carmel	65625	1	Local	21
Lesmurdie - Bickley - Carmel	65625	1	National	6
Lesmurdie - Bickley - Carmel	65625	1	State territory	24
Lesmurdie - Bickley - Carmel	78750	0		177
Lesmurdie - Bickley - Carmel	78750	1	Local	8
Lesmurdie - Bickley - Carmel	78750	1	State territory	25
Lesmurdie - Bickley - Carmel	91875	0		167
Lesmurdie - Bickley - Carmel	91875	1	Local	13
Lesmurdie - Bickley - Carmel	91875	1	National	3
Lesmurdie - Bickley - Carmel	91875	1	State territory	19
Lesmurdie - Bickley - Carmel	105000	0		130
Lesmurdie - Bickley - Carmel	105000	1	State territory	27
Lesmurdie - Bickley - Carmel	157500			3
Lesmurdie - Bickley - Carmel	157500	0		162
Lesmurdie - Bickley - Carmel	157500	1	Local	4
Lesmurdie - Bickley - Carmel	157500	1	National	3
Lesmurdie - Bickley - Carmel	157500	1	State territory	38
Lesmurdie - Bickley - Carmel	Inf	0		54
Lesmurdie - Bickley - Carmel	Inf	1	Local	4
Lesmurdie - Bickley - Carmel	Inf	1	State territory	3
Byford				8
Byford		0		22
Byford		1	State territory	5
Byford	0	0		21
Byford	0	1	State territory	3
Byford	7875	0		148
Byford	7875	1	State territory	12
Byford	15750	0		102
Byford	15750	1	State territory	10
Byford	21000	0		100
Byford	21000	1	State territory	10
Byford	26250	0		113
Byford	26250	1	State territory	20
Byford	34125			3
Byford	34125	0		160
Byford	34125	1	State territory	18
Byford	42000	0		170
Byford	42000	1	State territory	41
Byford	52500	0		180
Byford	52500	1	State territory	34
Byford	65625			3
Byford	65625	0		179
Byford	65625	1	State territory	29
Byford	78750	0		97
Byford	78750	1	State territory	30
Byford	91875	0		83
Byford	91875	1	State territory	40
Byford	105000	0		76
Byford	105000	1	State territory	32
Byford	157500	0		89
Byford	157500	1	State territory	39
Byford	Inf	0		39
Byford	Inf	1	State territory	3
Mundijong				3
Mundijong		0		18
Mundijong		1	State territory	4
Mundijong	0	0		22
Mundijong	7875	0		44
Mundijong	15750	0		49
Mundijong	21000	0		65
Mundijong	21000	1	State territory	8
Mundijong	26250	0		68
Mundijong	34125	0		98
Mundijong	34125	1	Local	5
Mundijong	42000	0		169
Mundijong	42000	1	Local	6
Mundijong	42000	1	State territory	9
Mundijong	52500			3
Mundijong	52500	0		166
Mundijong	52500	1	Local	15
Mundijong	52500	1	State territory	9
Mundijong	65625	0		200
Mundijong	65625	1	Local	36
Mundijong	65625	1	State territory	18
Mundijong	78750	0		128
Mundijong	78750	1	Local	23
Mundijong	78750	1	State territory	10
Mundijong	91875	0		120
Mundijong	91875	1	Local	14
Mundijong	91875	1	National	3
Mundijong	91875	1	State territory	15
Mundijong	105000			6
Mundijong	105000	0		64
Mundijong	105000	1	Local	7
Mundijong	105000	1	State territory	13
Mundijong	157500	0		80
Mundijong	157500	1	Local	9
Mundijong	157500	1	State territory	13
Mundijong	Inf	0		59
Mundijong	Inf	1	Local	3
Serpentine - Jarrahdale				7
Serpentine - Jarrahdale		0		26
Serpentine - Jarrahdale		1	State territory	3
Serpentine - Jarrahdale	0	0		11
Serpentine - Jarrahdale	7875	0		40
Serpentine - Jarrahdale	15750	0		52
Serpentine - Jarrahdale	21000	0		49
Serpentine - Jarrahdale	26250	0		42
Serpentine - Jarrahdale	26250	1	State territory	3
Serpentine - Jarrahdale	34125	0		90
Serpentine - Jarrahdale	34125	1	State territory	7
Serpentine - Jarrahdale	42000	0		96
Serpentine - Jarrahdale	42000	1	State territory	8
Serpentine - Jarrahdale	52500	0		94
Serpentine - Jarrahdale	52500	1	State territory	24
Serpentine - Jarrahdale	65625			3
Serpentine - Jarrahdale	65625	0		106
Serpentine - Jarrahdale	65625	1	Local	3
Serpentine - Jarrahdale	65625	1	State territory	17
Serpentine - Jarrahdale	78750	0		82
Serpentine - Jarrahdale	78750	1	State territory	42
Serpentine - Jarrahdale	91875	0		59
Serpentine - Jarrahdale	91875	1	State territory	49
Serpentine - Jarrahdale	105000	0		29
Serpentine - Jarrahdale	105000	1	State territory	32
Serpentine - Jarrahdale	157500	0		41
Serpentine - Jarrahdale	157500	1	State territory	21
Serpentine - Jarrahdale	Inf	0		21
Serpentine - Jarrahdale	Inf	1	State territory	3
Como				3
Como		0		11
Como	0	0		20
Como	7875	0		113
Como	7875	1	State territory	3
Como	15750			3
Como	15750	0		145
Como	15750	1	State territory	8
Como	21000	0		127
Como	21000	1	State territory	6
Como	26250			4
Como	26250	0		153
Como	26250	1	Local	3
Como	26250	1	State territory	4
Como	34125			3
Como	34125	0		205
Como	34125	1	State territory	18
Como	42000	0		239
Como	42000	1	Local	7
Como	42000	1	National	3
Como	42000	1	State territory	22
Como	52500	0		260
Como	52500	1	Local	4
Como	52500	1	State territory	19
Como	65625			4
Como	65625	0		325
Como	65625	1	Local	23
Como	65625	1	State territory	27
Como	78750	0		215
Como	78750	1	Local	6
Como	78750	1	State territory	15
Como	91875	0		166
Como	91875	1	Local	13
Como	91875	1	State territory	22
Como	105000	0		124
Como	105000	1	Local	3
Como	105000	1	State territory	23
Como	157500	0		207
Como	157500	1	Local	3
Como	157500	1	State territory	24
Como	Inf	0		148
Como	Inf	1	State territory	4
Manning - Waterford				3
Manning - Waterford		0		24
Manning - Waterford	0	0		26
Manning - Waterford	7875	0		146
Manning - Waterford	15750	0		170
Manning - Waterford	15750	1	National	4
Manning - Waterford	21000	0		145
Manning - Waterford	21000	1	National	3
Manning - Waterford	21000	1	State territory	8
Manning - Waterford	26250			3
Manning - Waterford	26250	0		199
Manning - Waterford	26250	1	National	3
Manning - Waterford	26250	1	State territory	4
Manning - Waterford	34125			3
Manning - Waterford	34125	0		219
Manning - Waterford	34125	1	National	3
Manning - Waterford	34125	1	State territory	15
Manning - Waterford	42000			4
Manning - Waterford	42000	0		231
Manning - Waterford	42000	1	National	4
Manning - Waterford	42000	1	State territory	18
Manning - Waterford	52500	0		242
Manning - Waterford	52500	1	Local	4
Manning - Waterford	52500	1	National	9
Manning - Waterford	52500	1	State territory	27
Manning - Waterford	65625			3
Manning - Waterford	65625	0		217
Manning - Waterford	65625	1	Local	3
Manning - Waterford	65625	1	State territory	25
Manning - Waterford	78750	0		158
Manning - Waterford	78750	1	Local	3
Manning - Waterford	78750	1	National	10
Manning - Waterford	78750	1	State territory	17
Manning - Waterford	91875	0		127
Manning - Waterford	91875	1	National	15
Manning - Waterford	91875	1	State territory	23
Manning - Waterford	105000	0		100
Manning - Waterford	105000	1	National	9
Manning - Waterford	105000	1	State territory	5
Manning - Waterford	157500	0		141
Manning - Waterford	157500	1	National	15
Manning - Waterford	157500	1	State territory	27
Manning - Waterford	Inf	0		63
Manning - Waterford	Inf	1	National	6
Manning - Waterford	Inf	1	State territory	5
South Perth - Kensington				9
South Perth - Kensington		0		68
South Perth - Kensington		1	State territory	6
South Perth - Kensington	0			3
South Perth - Kensington	0	0		41
South Perth - Kensington	0	1	State territory	3
South Perth - Kensington	7875			3
South Perth - Kensington	7875	0		238
South Perth - Kensington	7875	1	National	3
South Perth - Kensington	7875	1	State territory	3
South Perth - Kensington	15750	0		285
South Perth - Kensington	15750	1	State territory	13
South Perth - Kensington	21000			4
South Perth - Kensington	21000	0		269
South Perth - Kensington	21000	1	Local	3
South Perth - Kensington	21000	1	National	6
South Perth - Kensington	21000	1	State territory	12
South Perth - Kensington	26250			4
South Perth - Kensington	26250	0		311
South Perth - Kensington	26250	1	Local	3
South Perth - Kensington	26250	1	State territory	18
South Perth - Kensington	34125			10
South Perth - Kensington	34125	0		500
South Perth - Kensington	34125	1	Local	10
South Perth - Kensington	34125	1	National	11
South Perth - Kensington	34125	1	State territory	42
South Perth - Kensington	42000			4
South Perth - Kensington	42000	0		499
South Perth - Kensington	42000	1	Local	4
South Perth - Kensington	42000	1	National	3
South Perth - Kensington	42000	1	State territory	57
South Perth - Kensington	52500			9
South Perth - Kensington	52500	0		680
South Perth - Kensington	52500	1	Local	19
South Perth - Kensington	52500	1	National	16
South Perth - Kensington	52500	1	State territory	78
South Perth - Kensington	65625			9
South Perth - Kensington	65625	0		711
South Perth - Kensington	65625	1	Local	28
South Perth - Kensington	65625	1	National	19
South Perth - Kensington	65625	1	State territory	132
South Perth - Kensington	78750			4
South Perth - Kensington	78750	0		577
South Perth - Kensington	78750	1	Local	21
South Perth - Kensington	78750	1	National	32
South Perth - Kensington	78750	1	State territory	148
South Perth - Kensington	91875			9
South Perth - Kensington	91875	0		476
South Perth - Kensington	91875	1	Local	28
South Perth - Kensington	91875	1	National	36
South Perth - Kensington	91875	1	State territory	210
South Perth - Kensington	105000	0		304
South Perth - Kensington	105000	1	Local	4
South Perth - Kensington	105000	1	National	36
South Perth - Kensington	105000	1	State territory	187
South Perth - Kensington	157500			3
South Perth - Kensington	157500	0		609
South Perth - Kensington	157500	1	Local	10
South Perth - Kensington	157500	1	National	87
South Perth - Kensington	157500	1	State territory	327
South Perth - Kensington	Inf	0		529
South Perth - Kensington	Inf	1	Local	9
South Perth - Kensington	Inf	1	National	18
South Perth - Kensington	Inf	1	State territory	38
Banjup		0		24
Banjup	0	0		28
Banjup	7875	0		102
Banjup	7875	1	State territory	7
Banjup	15750	0		104
Banjup	15750	1	State territory	10
Banjup	21000	0		116
Banjup	21000	1	State territory	14
Banjup	26250			3
Banjup	26250	0		119
Banjup	26250	1	State territory	24
Banjup	34125			5
Banjup	34125	0		168
Banjup	34125	1	State territory	37
Banjup	42000	0		183
Banjup	42000	1	State territory	48
Banjup	52500			3
Banjup	52500	0		188
Banjup	52500	1	State territory	64
Banjup	65625	0		210
Banjup	65625	1	State territory	42
Banjup	78750			3
Banjup	78750	0		107
Banjup	78750	1	State territory	45
Banjup	91875	0		107
Banjup	91875	1	State territory	59
Banjup	105000	0		64
Banjup	105000	1	State territory	44
Banjup	157500	0		93
Banjup	157500	1	State territory	39
Banjup	Inf	0		51
Banjup	Inf	1	State territory	4
Bibra Industrial				21
Bibra Industrial		0		125
Bibra Industrial		1	Local	4
Bibra Industrial	0			8
Bibra Industrial	0	0		27
Bibra Industrial	7875			4
Bibra Industrial	7875	0		130
Bibra Industrial	15750	0		157
Bibra Industrial	21000			3
Bibra Industrial	21000	0		195
Bibra Industrial	26250			5
Bibra Industrial	26250	0		265
Bibra Industrial	26250	1	National	3
Bibra Industrial	34125			3
Bibra Industrial	34125	0		480
Bibra Industrial	34125	1	National	4
Bibra Industrial	42000			3
Bibra Industrial	42000	0		730
Bibra Industrial	42000	1	Local	3
Bibra Industrial	42000	1	National	7
Bibra Industrial	42000	1	State territory	5
Bibra Industrial	52500			5
Bibra Industrial	52500	0		1242
Bibra Industrial	52500	1	Local	11
Bibra Industrial	52500	1	National	10
Bibra Industrial	65625			7
Bibra Industrial	65625	0		1515
Bibra Industrial	65625	1	Local	43
Bibra Industrial	65625	1	National	35
Bibra Industrial	65625	1	State territory	8
Bibra Industrial	78750			14
Bibra Industrial	78750	0		1049
Bibra Industrial	78750	1	Local	29
Bibra Industrial	78750	1	National	15
Bibra Industrial	78750	1	State territory	13
Bibra Industrial	91875			4
Bibra Industrial	91875	0		875
Bibra Industrial	91875	1	Local	19
Bibra Industrial	91875	1	State territory	17
Bibra Industrial	105000			7
Bibra Industrial	105000	0		617
Bibra Industrial	105000	1	Local	5
Bibra Industrial	105000	1	National	4
Bibra Industrial	105000	1	State territory	27
Bibra Industrial	157500	0		844
Bibra Industrial	157500	1	Local	3
Bibra Industrial	157500	1	National	6
Bibra Industrial	157500	1	State territory	14
Bibra Industrial	Inf			3
Bibra Industrial	Inf	0		370
Bibra Lake	26250	0		4
Coogee				3
Coogee		0		13
Coogee	0	0		12
Coogee	7875			5
Coogee	7875	0		40
Coogee	15750	0		42
Coogee	15750	1	State territory	3
Coogee	21000	0		47
Coogee	21000	1	State territory	3
Coogee	26250	0		47
Coogee	26250	1	State territory	4
Coogee	34125	0		75
Coogee	34125	1	State territory	7
Coogee	42000	0		103
Coogee	42000	1	State territory	10
Coogee	52500			4
Coogee	52500	0		82
Coogee	52500	1	State territory	10
Coogee	65625	0		124
Coogee	65625	1	State territory	14
Coogee	78750	0		87
Coogee	78750	1	State territory	11
Coogee	91875	0		68
Coogee	91875	1	State territory	19
Coogee	105000	0		50
Coogee	105000	1	State territory	11
Coogee	157500	0		119
Coogee	157500	1	State territory	15
Coogee	Inf	0		51
Coolbellup		0		7
Coolbellup		1	State territory	3
Coolbellup	0	0		11
Coolbellup	7875	0		25
Coolbellup	7875	1	State territory	3
Coolbellup	15750	0		39
Coolbellup	15750	1	State territory	3
Coolbellup	21000	0		35
Coolbellup	26250	0		31
Coolbellup	26250	1	State territory	3
Coolbellup	34125	0		52
Coolbellup	34125	1	State territory	6
Coolbellup	42000	0		65
Coolbellup	42000	1	State territory	4
Coolbellup	52500	0		73
Coolbellup	52500	1	State territory	11
Coolbellup	65625	0		63
Coolbellup	65625	1	State territory	10
Coolbellup	78750	0		38
Coolbellup	78750	1	Local	4
Coolbellup	78750	1	State territory	9
Coolbellup	91875	0		36
Coolbellup	91875	1	State territory	7
Coolbellup	105000	0		19
Coolbellup	105000	1	State territory	3
Coolbellup	157500	0		19
Coolbellup	157500	1	National	3
Coolbellup	157500	1	State territory	4
Coolbellup	Inf	0		14
Hamilton Hill				3
Hamilton Hill		0		21
Hamilton Hill	0	0		10
Hamilton Hill	7875	0		62
Hamilton Hill	15750	0		102
Hamilton Hill	21000	0		115
Hamilton Hill	21000	1	State territory	8
Hamilton Hill	26250			4
Hamilton Hill	26250	0		95
Hamilton Hill	26250	1	Local	3
Hamilton Hill	26250	1	State territory	3
Hamilton Hill	34125	0		155
Hamilton Hill	34125	1	State territory	18
Hamilton Hill	42000			4
Hamilton Hill	42000	0		183
Hamilton Hill	42000	1	Local	3
Hamilton Hill	42000	1	State territory	18
Hamilton Hill	52500	0		203
Hamilton Hill	52500	1	Local	3
Hamilton Hill	52500	1	State territory	18
Hamilton Hill	65625	0		200
Hamilton Hill	65625	1	State territory	26
Hamilton Hill	78750			3
Hamilton Hill	78750	0		115
Hamilton Hill	78750	1	State territory	16
Hamilton Hill	91875	0		96
Hamilton Hill	91875	1	National	5
Hamilton Hill	91875	1	State territory	12
Hamilton Hill	105000	0		43
Hamilton Hill	105000	1	National	3
Hamilton Hill	105000	1	State territory	27
Hamilton Hill	157500			4
Hamilton Hill	157500	0		78
Hamilton Hill	157500	1	National	3
Hamilton Hill	157500	1	State territory	25
Hamilton Hill	Inf	0		30
Henderson				11
Henderson		0		45
Henderson		1	National	3
Henderson	0	0		19
Henderson	7875	0		6
Henderson	15750			3
Henderson	15750	0		30
Henderson	21000	0		51
Henderson	26250	0		79
Henderson	34125			9
Henderson	34125	0		135
Henderson	34125	1	State territory	4
Henderson	42000			9
Henderson	42000	0		224
Henderson	42000	1	National	10
Henderson	52500			5
Henderson	52500	0		476
Henderson	52500	1	National	7
Henderson	65625			4
Henderson	65625	0		820
Henderson	65625	1	National	12
Henderson	65625	1	State territory	4
Henderson	78750	0		759
Henderson	78750	1	Local	3
Henderson	78750	1	National	30
Henderson	91875			11
Henderson	91875	0		709
Henderson	91875	1	National	41
Henderson	91875	1	State territory	3
Henderson	105000			3
Henderson	105000	0		573
Henderson	105000	1	National	41
Henderson	105000	1	State territory	3
Henderson	157500	0		955
Henderson	157500	1	National	100
Henderson	157500	1	State territory	3
Henderson	Inf	0		456
