SA2_NAME16	LabourForceStatus	Sex	workers
Normanhurst - Thornleigh - Westleigh		M	41
Normanhurst - Thornleigh - Westleigh	Employed (away from work)	F	84
Normanhurst - Thornleigh - Westleigh	Employed (away from work)	M	64
Normanhurst - Thornleigh - Westleigh	Employed (full-time)	F	1123
Normanhurst - Thornleigh - Westleigh	Employed (full-time)	M	1889
Normanhurst - Thornleigh - Westleigh	Employed (part-time)	F	1266
Normanhurst - Thornleigh - Westleigh	Employed (part-time)	M	768
Hornsby - East		F	70
Hornsby - East		M	93
Hornsby - East	Employed (away from work)	F	204
Hornsby - East	Employed (away from work)	M	116
Hornsby - East	Employed (full-time)	F	2357
Hornsby - East	Employed (full-time)	M	3239
Hornsby - East	Employed (part-time)	F	2816
Hornsby - East	Employed (part-time)	M	1268
Hornsby - West		F	21
Hornsby - West		M	24
Hornsby - West	Employed (away from work)	F	67
Hornsby - West	Employed (away from work)	M	35
Hornsby - West	Employed (full-time)	F	680
Hornsby - West	Employed (full-time)	M	887
Hornsby - West	Employed (part-time)	F	797
Hornsby - West	Employed (part-time)	M	382
Waitara - Wahroonga (West)		F	16
Waitara - Wahroonga (West)		M	19
Waitara - Wahroonga (West)	Employed (away from work)	F	51
Waitara - Wahroonga (West)	Employed (away from work)	M	24
Waitara - Wahroonga (West)	Employed (full-time)	F	565
Waitara - Wahroonga (West)	Employed (full-time)	M	825
Waitara - Wahroonga (West)	Employed (part-time)	F	628
Waitara - Wahroonga (West)	Employed (part-time)	M	306
Gordon - Killara		F	43
Gordon - Killara		M	43
Gordon - Killara	Employed (away from work)	F	99
Gordon - Killara	Employed (away from work)	M	55
Gordon - Killara	Employed (full-time)	F	1297
Gordon - Killara	Employed (full-time)	M	1599
Gordon - Killara	Employed (part-time)	F	1579
Gordon - Killara	Employed (part-time)	M	762
Lindfield - Roseville		F	38
Lindfield - Roseville		M	35
Lindfield - Roseville	Employed (away from work)	F	83
Lindfield - Roseville	Employed (away from work)	M	30
Lindfield - Roseville	Employed (full-time)	F	952
Lindfield - Roseville	Employed (full-time)	M	1321
Lindfield - Roseville	Employed (part-time)	F	1552
Lindfield - Roseville	Employed (part-time)	M	713
Pymble		F	35
Pymble		M	50
Pymble	Employed (away from work)	F	102
Pymble	Employed (away from work)	M	54
Pymble	Employed (full-time)	F	1555
Pymble	Employed (full-time)	M	1851
Pymble	Employed (part-time)	F	1372
Pymble	Employed (part-time)	M	581
St Ives		F	37
St Ives		M	26
St Ives	Employed (away from work)	F	77
St Ives	Employed (away from work)	M	36
St Ives	Employed (full-time)	F	903
St Ives	Employed (full-time)	M	997
St Ives	Employed (part-time)	F	1504
St Ives	Employed (part-time)	M	705
Turramurra		F	19
Turramurra		M	39
Turramurra	Employed (away from work)	F	91
Turramurra	Employed (away from work)	M	29
Turramurra	Employed (full-time)	F	804
Turramurra	Employed (full-time)	M	945
Turramurra	Employed (part-time)	F	1422
Turramurra	Employed (part-time)	M	624
Wahroonga (East) - Warrawee		F	60
Wahroonga (East) - Warrawee		M	47
Wahroonga (East) - Warrawee	Employed (away from work)	F	171
Wahroonga (East) - Warrawee	Employed (away from work)	M	59
Wahroonga (East) - Warrawee	Employed (full-time)	F	1765
Wahroonga (East) - Warrawee	Employed (full-time)	M	1440
Wahroonga (East) - Warrawee	Employed (part-time)	F	1981
Wahroonga (East) - Warrawee	Employed (part-time)	M	713
Cremorne - Cammeray		F	23
Cremorne - Cammeray		M	32
Cremorne - Cammeray	Employed (away from work)	F	63
Cremorne - Cammeray	Employed (away from work)	M	34
Cremorne - Cammeray	Employed (full-time)	F	815
Cremorne - Cammeray	Employed (full-time)	M	981
Cremorne - Cammeray	Employed (part-time)	F	991
Cremorne - Cammeray	Employed (part-time)	M	625
Crows Nest - Waverton		F	58
Crows Nest - Waverton		M	87
Crows Nest - Waverton	Employed (away from work)	F	162
Crows Nest - Waverton	Employed (away from work)	M	84
Crows Nest - Waverton	Employed (full-time)	F	2251
Crows Nest - Waverton	Employed (full-time)	M	3267
Crows Nest - Waverton	Employed (part-time)	F	1858
Crows Nest - Waverton	Employed (part-time)	M	1010
Mosman		F	69
Mosman		M	71
Mosman	Employed (away from work)	F	143
Mosman	Employed (away from work)	M	73
Mosman	Employed (full-time)	F	1983
Mosman	Employed (full-time)	M	2672
Mosman	Employed (part-time)	F	2426
Mosman	Employed (part-time)	M	1298
Neutral Bay - Kirribilli		F	39
Neutral Bay - Kirribilli		M	58
Neutral Bay - Kirribilli	Employed (away from work)	F	108
Neutral Bay - Kirribilli	Employed (away from work)	M	70
Neutral Bay - Kirribilli	Employed (full-time)	F	1633
Neutral Bay - Kirribilli	Employed (full-time)	M	2388
Neutral Bay - Kirribilli	Employed (part-time)	F	1539
Neutral Bay - Kirribilli	Employed (part-time)	M	835
North Sydney - Lavender Bay		F	341
North Sydney - Lavender Bay		M	437
North Sydney - Lavender Bay	Employed (away from work)	F	855
North Sydney - Lavender Bay	Employed (away from work)	M	387
North Sydney - Lavender Bay	Employed (full-time)	F	15233
North Sydney - Lavender Bay	Employed (full-time)	M	24212
North Sydney - Lavender Bay	Employed (part-time)	F	4877
North Sydney - Lavender Bay	Employed (part-time)	M	2623
Balgowlah - Clontarf - Seaforth		F	52
Balgowlah - Clontarf - Seaforth		M	45
Balgowlah - Clontarf - Seaforth	Employed (away from work)	F	74
Balgowlah - Clontarf - Seaforth	Employed (away from work)	M	51
Balgowlah - Clontarf - Seaforth	Employed (full-time)	F	1015
Balgowlah - Clontarf - Seaforth	Employed (full-time)	M	1446
Balgowlah - Clontarf - Seaforth	Employed (part-time)	F	1583
Balgowlah - Clontarf - Seaforth	Employed (part-time)	M	778
Manly - Fairlight		F	69
Manly - Fairlight		M	79
Manly - Fairlight	Employed (away from work)	F	188
Manly - Fairlight	Employed (away from work)	M	87
Manly - Fairlight	Employed (full-time)	F	2034
Manly - Fairlight	Employed (full-time)	M	2576
Manly - Fairlight	Employed (part-time)	F	2429
Manly - Fairlight	Employed (part-time)	M	1232
Avalon - Palm Beach		F	35
Avalon - Palm Beach		M	34
Avalon - Palm Beach	Employed (away from work)	F	47
Avalon - Palm Beach	Employed (away from work)	M	49
Avalon - Palm Beach	Employed (full-time)	F	598
Avalon - Palm Beach	Employed (full-time)	M	1068
Avalon - Palm Beach	Employed (part-time)	F	1099
Avalon - Palm Beach	Employed (part-time)	M	558
Bayview - Elanora Heights		F	19
Bayview - Elanora Heights		M	23
Bayview - Elanora Heights	Employed (away from work)	F	23
Bayview - Elanora Heights	Employed (away from work)	M	22
Bayview - Elanora Heights	Employed (full-time)	F	363
Bayview - Elanora Heights	Employed (full-time)	M	703
Bayview - Elanora Heights	Employed (part-time)	F	619
Bayview - Elanora Heights	Employed (part-time)	M	333
Newport - Bilgola		F	12
Newport - Bilgola		M	28
Newport - Bilgola	Employed (away from work)	F	37
Newport - Bilgola	Employed (away from work)	M	37
Newport - Bilgola	Employed (full-time)	F	437
Newport - Bilgola	Employed (full-time)	M	824
Newport - Bilgola	Employed (part-time)	F	803
Newport - Bilgola	Employed (part-time)	M	461
Warriewood - Mona Vale		F	103
Warriewood - Mona Vale		M	108
Warriewood - Mona Vale	Employed (away from work)	F	248
Warriewood - Mona Vale	Employed (away from work)	M	144
Warriewood - Mona Vale	Employed (full-time)	F	2906
Warriewood - Mona Vale	Employed (full-time)	M	4398
Warriewood - Mona Vale	Employed (part-time)	F	3564
Warriewood - Mona Vale	Employed (part-time)	M	1470
Beacon Hill - Narraweena		F	12
Beacon Hill - Narraweena		M	17
Beacon Hill - Narraweena	Employed (away from work)	F	18
Beacon Hill - Narraweena	Employed (away from work)	M	13
Beacon Hill - Narraweena	Employed (full-time)	F	284
Beacon Hill - Narraweena	Employed (full-time)	M	389
Beacon Hill - Narraweena	Employed (part-time)	F	438
Beacon Hill - Narraweena	Employed (part-time)	M	237
Cromer		F	20
Cromer		M	30
Cromer	Employed (away from work)	F	43
Cromer	Employed (away from work)	M	45
Cromer	Employed (full-time)	F	556
Cromer	Employed (full-time)	M	1388
Cromer	Employed (part-time)	F	458
Cromer	Employed (part-time)	M	302
Dee Why - North Curl Curl		F	34
Dee Why - North Curl Curl		M	46
Dee Why - North Curl Curl	Employed (away from work)	F	102
Dee Why - North Curl Curl	Employed (away from work)	M	55
Dee Why - North Curl Curl	Employed (full-time)	F	1312
Dee Why - North Curl Curl	Employed (full-time)	M	1666
Dee Why - North Curl Curl	Employed (part-time)	F	1653
Dee Why - North Curl Curl	Employed (part-time)	M	780
Forestville - Killarney Heights		F	9
Forestville - Killarney Heights		M	22
Forestville - Killarney Heights	Employed (away from work)	F	54
Forestville - Killarney Heights	Employed (away from work)	M	20
Forestville - Killarney Heights	Employed (full-time)	F	498
Forestville - Killarney Heights	Employed (full-time)	M	623
Forestville - Killarney Heights	Employed (part-time)	F	795
Forestville - Killarney Heights	Employed (part-time)	M	361
Frenchs Forest - Belrose		F	82
Frenchs Forest - Belrose		M	122
Frenchs Forest - Belrose	Employed (away from work)	F	192
Frenchs Forest - Belrose	Employed (away from work)	M	142
Frenchs Forest - Belrose	Employed (full-time)	F	3445
Frenchs Forest - Belrose	Employed (full-time)	M	5834
Frenchs Forest - Belrose	Employed (part-time)	F	2932
Frenchs Forest - Belrose	Employed (part-time)	M	1401
Freshwater - Brookvale		F	102
Freshwater - Brookvale		M	139
Freshwater - Brookvale	Employed (away from work)	F	215
Freshwater - Brookvale	Employed (away from work)	M	163
Freshwater - Brookvale	Employed (full-time)	F	3388
Freshwater - Brookvale	Employed (full-time)	M	6767
Freshwater - Brookvale	Employed (part-time)	F	3548
Freshwater - Brookvale	Employed (part-time)	M	1852
Manly Vale - Allambie Heights		F	36
Manly Vale - Allambie Heights		M	31
Manly Vale - Allambie Heights	Employed (away from work)	F	58
Manly Vale - Allambie Heights	Employed (away from work)	M	37
Manly Vale - Allambie Heights	Employed (full-time)	F	803
Manly Vale - Allambie Heights	Employed (full-time)	M	931
Manly Vale - Allambie Heights	Employed (part-time)	F	1130
Manly Vale - Allambie Heights	Employed (part-time)	M	483
Narrabeen - Collaroy		F	35
Narrabeen - Collaroy		M	47
Narrabeen - Collaroy	Employed (away from work)	F	78
Narrabeen - Collaroy	Employed (away from work)	M	53
Narrabeen - Collaroy	Employed (full-time)	F	1026
Narrabeen - Collaroy	Employed (full-time)	M	1401
Narrabeen - Collaroy	Employed (part-time)	F	1479
Narrabeen - Collaroy	Employed (part-time)	M	703
Terrey Hills - Duffys Forest		F	18
Terrey Hills - Duffys Forest		M	24
Terrey Hills - Duffys Forest	Employed (away from work)	F	34
Terrey Hills - Duffys Forest	Employed (away from work)	M	19
Terrey Hills - Duffys Forest	Employed (full-time)	F	395
Terrey Hills - Duffys Forest	Employed (full-time)	M	972
Terrey Hills - Duffys Forest	Employed (part-time)	F	609
Terrey Hills - Duffys Forest	Employed (part-time)	M	319
Camden - Ellis Lane		F	50
Camden - Ellis Lane		M	48
Camden - Ellis Lane	Employed (away from work)	F	127
Camden - Ellis Lane	Employed (away from work)	M	34
Camden - Ellis Lane	Employed (full-time)	F	1227
Camden - Ellis Lane	Employed (full-time)	M	1269
Camden - Ellis Lane	Employed (part-time)	F	1684
Camden - Ellis Lane	Employed (part-time)	M	427
Elderslie - Harrington Park		F	51
Elderslie - Harrington Park		M	67
Elderslie - Harrington Park	Employed (away from work)	F	106
Elderslie - Harrington Park	Employed (away from work)	M	55
Elderslie - Harrington Park	Employed (full-time)	F	1243
Elderslie - Harrington Park	Employed (full-time)	M	2094
Elderslie - Harrington Park	Employed (part-time)	F	1699
Elderslie - Harrington Park	Employed (part-time)	M	656
Mount Annan - Currans Hill		F	71
Mount Annan - Currans Hill		M	127
Mount Annan - Currans Hill	Employed (away from work)	F	110
Mount Annan - Currans Hill	Employed (away from work)	M	116
Mount Annan - Currans Hill	Employed (full-time)	F	1671
Mount Annan - Currans Hill	Employed (full-time)	M	4834
Mount Annan - Currans Hill	Employed (part-time)	F	1639
Mount Annan - Currans Hill	Employed (part-time)	M	955
Bradbury - Wedderburn		F	17
Bradbury - Wedderburn		M	19
Bradbury - Wedderburn	Employed (away from work)	F	45
Bradbury - Wedderburn	Employed (away from work)	M	28
Bradbury - Wedderburn	Employed (full-time)	F	545
Bradbury - Wedderburn	Employed (full-time)	M	480
Bradbury - Wedderburn	Employed (part-time)	F	492
Bradbury - Wedderburn	Employed (part-time)	M	160
Campbelltown - Woodbine		F	203
Campbelltown - Woodbine		M	221
Campbelltown - Woodbine	Employed (away from work)	F	461
Campbelltown - Woodbine	Employed (away from work)	M	185
Campbelltown - Woodbine	Employed (full-time)	F	5034
Campbelltown - Woodbine	Employed (full-time)	M	5093
Campbelltown - Woodbine	Employed (part-time)	F	5271
Campbelltown - Woodbine	Employed (part-time)	M	1858
Claymore - Eagle Vale - Raby		F	22
Claymore - Eagle Vale - Raby		M	33
Claymore - Eagle Vale - Raby	Employed (away from work)	F	41
Claymore - Eagle Vale - Raby	Employed (away from work)	M	28
Claymore - Eagle Vale - Raby	Employed (full-time)	F	539
Claymore - Eagle Vale - Raby	Employed (full-time)	M	518
Claymore - Eagle Vale - Raby	Employed (part-time)	F	645
Claymore - Eagle Vale - Raby	Employed (part-time)	M	263
Ingleburn - Denham Court		F	77
Ingleburn - Denham Court		M	169
Ingleburn - Denham Court	Employed (away from work)	F	120
Ingleburn - Denham Court	Employed (away from work)	M	127
Ingleburn - Denham Court	Employed (full-time)	F	2269
Ingleburn - Denham Court	Employed (full-time)	M	6264
Ingleburn - Denham Court	Employed (part-time)	F	1262
Ingleburn - Denham Court	Employed (part-time)	M	1032
Leumeah - Minto Heights		F	19
Leumeah - Minto Heights		M	13
Leumeah - Minto Heights	Employed (away from work)	F	22
Leumeah - Minto Heights	Employed (away from work)	M	22
Leumeah - Minto Heights	Employed (full-time)	F	373
Leumeah - Minto Heights	Employed (full-time)	M	392
Leumeah - Minto Heights	Employed (part-time)	F	425
Leumeah - Minto Heights	Employed (part-time)	M	196
Macquarie Fields - Glenfield		F	26
Macquarie Fields - Glenfield		M	53
Macquarie Fields - Glenfield	Employed (away from work)	F	73
Macquarie Fields - Glenfield	Employed (away from work)	M	38
Macquarie Fields - Glenfield	Employed (full-time)	F	938
Macquarie Fields - Glenfield	Employed (full-time)	M	909
Macquarie Fields - Glenfield	Employed (part-time)	F	902
Macquarie Fields - Glenfield	Employed (part-time)	M	322
Minto - St Andrews		F	48
Minto - St Andrews		M	110
Minto - St Andrews	Employed (away from work)	F	84
Minto - St Andrews	Employed (away from work)	M	92
Minto - St Andrews	Employed (full-time)	F	1618
Minto - St Andrews	Employed (full-time)	M	3871
Minto - St Andrews	Employed (part-time)	F	1133
Minto - St Andrews	Employed (part-time)	M	767
Rosemeadow - Glen Alpine		F	26
Rosemeadow - Glen Alpine		M	27
Rosemeadow - Glen Alpine	Employed (away from work)	F	60
Rosemeadow - Glen Alpine	Employed (away from work)	M	27
Rosemeadow - Glen Alpine	Employed (full-time)	F	618
Rosemeadow - Glen Alpine	Employed (full-time)	M	475
Rosemeadow - Glen Alpine	Employed (part-time)	F	751
Rosemeadow - Glen Alpine	Employed (part-time)	M	275
Bargo		F	10
Bargo		M	18
Bargo	Employed (away from work)	F	17
Bargo	Employed (away from work)	M	31
Bargo	Employed (full-time)	F	213
Bargo	Employed (full-time)	M	587
Bargo	Employed (part-time)	F	231
Bargo	Employed (part-time)	M	112
Douglas Park - Appin		F	23
Douglas Park - Appin		M	26
Douglas Park - Appin	Employed (away from work)	F	33
Douglas Park - Appin	Employed (away from work)	M	69
Douglas Park - Appin	Employed (full-time)	F	406
Douglas Park - Appin	Employed (full-time)	M	1790
Douglas Park - Appin	Employed (part-time)	F	459
Douglas Park - Appin	Employed (part-time)	M	254
Picton - Tahmoor - Buxton		F	43
Picton - Tahmoor - Buxton		M	60
Picton - Tahmoor - Buxton	Employed (away from work)	F	89
Picton - Tahmoor - Buxton	Employed (away from work)	M	55
Picton - Tahmoor - Buxton	Employed (full-time)	F	939
Picton - Tahmoor - Buxton	Employed (full-time)	M	1616
Picton - Tahmoor - Buxton	Employed (part-time)	F	1135
Picton - Tahmoor - Buxton	Employed (part-time)	M	437
The Oaks - Oakdale		F	21
The Oaks - Oakdale		M	21
The Oaks - Oakdale	Employed (away from work)	F	27
The Oaks - Oakdale	Employed (away from work)	M	20
The Oaks - Oakdale	Employed (full-time)	F	259
The Oaks - Oakdale	Employed (full-time)	M	582
The Oaks - Oakdale	Employed (part-time)	F	342
The Oaks - Oakdale	Employed (part-time)	M	150
Blackheath - Megalong Valley		F	11
Blackheath - Megalong Valley		M	11
Blackheath - Megalong Valley	Employed (away from work)	F	24
Blackheath - Megalong Valley	Employed (away from work)	M	21
Blackheath - Megalong Valley	Employed (full-time)	F	217
Blackheath - Megalong Valley	Employed (full-time)	M	309
Blackheath - Megalong Valley	Employed (part-time)	F	395
Blackheath - Megalong Valley	Employed (part-time)	M	218
Blaxland - Warrimoo - Lapstone		F	25
Blaxland - Warrimoo - Lapstone		M	23
Blaxland - Warrimoo - Lapstone	Employed (away from work)	F	52
Blaxland - Warrimoo - Lapstone	Employed (away from work)	M	36
Blaxland - Warrimoo - Lapstone	Employed (full-time)	F	666
Blaxland - Warrimoo - Lapstone	Employed (full-time)	M	874
Blaxland - Warrimoo - Lapstone	Employed (part-time)	F	1038
Blaxland - Warrimoo - Lapstone	Employed (part-time)	M	469
Blue Mountains - North	Employed (full-time)	F	9
Blue Mountains - North	Employed (full-time)	M	21
Blue Mountains - North	Employed (part-time)	F	6
Blue Mountains - North	Employed (part-time)	M	5
Katoomba - Leura		F	51
Katoomba - Leura		M	69
Katoomba - Leura	Employed (away from work)	F	139
Katoomba - Leura	Employed (away from work)	M	73
Katoomba - Leura	Employed (full-time)	F	1379
Katoomba - Leura	Employed (full-time)	M	1701
Katoomba - Leura	Employed (part-time)	F	2093
Katoomba - Leura	Employed (part-time)	M	1011
Lawson - Hazelbrook - Linden		F	8
Lawson - Hazelbrook - Linden		M	20
Lawson - Hazelbrook - Linden	Employed (away from work)	F	23
Lawson - Hazelbrook - Linden	Employed (away from work)	M	25
Lawson - Hazelbrook - Linden	Employed (full-time)	F	267
Lawson - Hazelbrook - Linden	Employed (full-time)	M	476
Lawson - Hazelbrook - Linden	Employed (part-time)	F	530
Lawson - Hazelbrook - Linden	Employed (part-time)	M	198
Springwood - Winmalee		F	32
Springwood - Winmalee		M	29
Springwood - Winmalee	Employed (away from work)	F	116
Springwood - Winmalee	Employed (away from work)	M	59
Springwood - Winmalee	Employed (full-time)	F	1068
Springwood - Winmalee	Employed (full-time)	M	1180
Springwood - Winmalee	Employed (part-time)	F	1603
Springwood - Winmalee	Employed (part-time)	M	654
Wentworth Falls		F	4
Wentworth Falls		M	8
Wentworth Falls	Employed (away from work)	F	26
Wentworth Falls	Employed (away from work)	M	10
Wentworth Falls	Employed (full-time)	F	233
Wentworth Falls	Employed (full-time)	M	283
Wentworth Falls	Employed (part-time)	F	388
Wentworth Falls	Employed (part-time)	M	179
Blue Mountains - South	Employed (full-time)	F	3
Blue Mountains - South	Employed (part-time)	F	4
Blue Mountains - South	Employed (part-time)	M	3
Cambridge Park		F	9
Cambridge Park		M	13
Cambridge Park	Employed (away from work)	F	24
Cambridge Park	Employed (away from work)	M	13
Cambridge Park	Employed (full-time)	F	313
Cambridge Park	Employed (full-time)	M	284
Cambridge Park	Employed (part-time)	F	423
Cambridge Park	Employed (part-time)	M	236
Castlereagh - Cranebrook		F	31
Castlereagh - Cranebrook		M	24
Castlereagh - Cranebrook	Employed (away from work)	F	50
Castlereagh - Cranebrook	Employed (away from work)	M	29
Castlereagh - Cranebrook	Employed (full-time)	F	686
Castlereagh - Cranebrook	Employed (full-time)	M	995
Castlereagh - Cranebrook	Employed (part-time)	F	793
Castlereagh - Cranebrook	Employed (part-time)	M	362
Emu Plains - Leonay		F	30
Emu Plains - Leonay		M	54
Emu Plains - Leonay	Employed (away from work)	F	49
Emu Plains - Leonay	Employed (away from work)	M	32
Emu Plains - Leonay	Employed (full-time)	F	844
Emu Plains - Leonay	Employed (full-time)	M	1966
Emu Plains - Leonay	Employed (part-time)	F	931
Emu Plains - Leonay	Employed (part-time)	M	446
Glenmore Park - Regentville		F	21
Glenmore Park - Regentville		M	19
Glenmore Park - Regentville	Employed (away from work)	F	49
Glenmore Park - Regentville	Employed (away from work)	M	18
Glenmore Park - Regentville	Employed (full-time)	F	533
Glenmore Park - Regentville	Employed (full-time)	M	510
Glenmore Park - Regentville	Employed (part-time)	F	695
Glenmore Park - Regentville	Employed (part-time)	M	253
Jamisontown - South Penrith		F	48
Jamisontown - South Penrith		M	50
Jamisontown - South Penrith	Employed (away from work)	F	101
Jamisontown - South Penrith	Employed (away from work)	M	69
Jamisontown - South Penrith	Employed (full-time)	F	1119
Jamisontown - South Penrith	Employed (full-time)	M	2156
Jamisontown - South Penrith	Employed (part-time)	F	1325
Jamisontown - South Penrith	Employed (part-time)	M	716
Kingswood - Werrington		F	81
Kingswood - Werrington		M	68
Kingswood - Werrington	Employed (away from work)	F	290
Kingswood - Werrington	Employed (away from work)	M	71
Kingswood - Werrington	Employed (full-time)	F	2997
Kingswood - Werrington	Employed (full-time)	M	2396
Kingswood - Werrington	Employed (part-time)	F	2029
Kingswood - Werrington	Employed (part-time)	M	647
Mulgoa - Luddenham - Orchard Hills		F	21
Mulgoa - Luddenham - Orchard Hills		M	24
Mulgoa - Luddenham - Orchard Hills	Employed (away from work)	F	33
Mulgoa - Luddenham - Orchard Hills	Employed (away from work)	M	34
Mulgoa - Luddenham - Orchard Hills	Employed (full-time)	F	551
Mulgoa - Luddenham - Orchard Hills	Employed (full-time)	M	1073
Mulgoa - Luddenham - Orchard Hills	Employed (part-time)	F	583
Mulgoa - Luddenham - Orchard Hills	Employed (part-time)	M	258
Penrith		F	170
Penrith		M	202
Penrith	Employed (away from work)	F	444
Penrith	Employed (away from work)	M	219
Penrith	Employed (full-time)	F	5146
Penrith	Employed (full-time)	M	6852
Penrith	Employed (part-time)	F	5215
Penrith	Employed (part-time)	M	1910
Warragamba - Silverdale		F	9
Warragamba - Silverdale		M	12
Warragamba - Silverdale	Employed (away from work)	F	14
Warragamba - Silverdale	Employed (away from work)	M	14
Warragamba - Silverdale	Employed (full-time)	F	154
Warragamba - Silverdale	Employed (full-time)	M	437
Warragamba - Silverdale	Employed (part-time)	F	198
Warragamba - Silverdale	Employed (part-time)	M	74
Richmond - Clarendon		F	71
Richmond - Clarendon		M	89
Richmond - Clarendon	Employed (away from work)	F	143
Richmond - Clarendon	Employed (away from work)	M	100
Richmond - Clarendon	Employed (full-time)	F	1911
Richmond - Clarendon	Employed (full-time)	M	3225
Richmond - Clarendon	Employed (part-time)	F	1998
Richmond - Clarendon	Employed (part-time)	M	746
Windsor - Bligh Park		F	56
Windsor - Bligh Park		M	76
Windsor - Bligh Park	Employed (away from work)	F	121
Windsor - Bligh Park	Employed (away from work)	M	54
Windsor - Bligh Park	Employed (full-time)	F	1579
Windsor - Bligh Park	Employed (full-time)	M	2563
Windsor - Bligh Park	Employed (part-time)	F	1743
Windsor - Bligh Park	Employed (part-time)	M	590
Yarramundi - Londonderry		F	22
Yarramundi - Londonderry		M	25
Yarramundi - Londonderry	Employed (away from work)	F	32
Yarramundi - Londonderry	Employed (away from work)	M	44
Yarramundi - Londonderry	Employed (full-time)	F	401
Yarramundi - Londonderry	Employed (full-time)	M	965
Yarramundi - Londonderry	Employed (part-time)	F	299
Yarramundi - Londonderry	Employed (part-time)	M	206
Erskine Park		F	47
Erskine Park		M	81
Erskine Park	Employed (away from work)	F	34
Erskine Park	Employed (away from work)	M	84
Erskine Park	Employed (full-time)	F	1134
Erskine Park	Employed (full-time)	M	3318
Erskine Park	Employed (part-time)	F	484
Erskine Park	Employed (part-time)	M	494
St Clair		F	16
St Clair		M	19
St Clair	Employed (away from work)	F	45
St Clair	Employed (away from work)	M	17
St Clair	Employed (full-time)	F	452
St Clair	Employed (full-time)	M	486
St Clair	Employed (part-time)	F	549
St Clair	Employed (part-time)	M	261
Colyton - Oxley Park		F	14
Colyton - Oxley Park		M	14
Colyton - Oxley Park	Employed (away from work)	F	19
Colyton - Oxley Park	Employed (away from work)	M	13
Colyton - Oxley Park	Employed (full-time)	F	284
Colyton - Oxley Park	Employed (full-time)	M	292
Colyton - Oxley Park	Employed (part-time)	F	281
Colyton - Oxley Park	Employed (part-time)	M	145
St Marys - North St Marys		F	100
St Marys - North St Marys		M	142
St Marys - North St Marys	Employed (away from work)	F	116
St Marys - North St Marys	Employed (away from work)	M	120
St Marys - North St Marys	Employed (full-time)	F	1824
St Marys - North St Marys	Employed (full-time)	M	4791
St Marys - North St Marys	Employed (part-time)	F	1632
St Marys - North St Marys	Employed (part-time)	M	948
Homebush Bay - Silverwater		F	167
Homebush Bay - Silverwater		M	326
Homebush Bay - Silverwater	Employed (away from work)	F	359
Homebush Bay - Silverwater	Employed (away from work)	M	333
Homebush Bay - Silverwater	Employed (full-time)	F	6147
Homebush Bay - Silverwater	Employed (full-time)	M	14431
Homebush Bay - Silverwater	Employed (part-time)	F	2647
Homebush Bay - Silverwater	Employed (part-time)	M	2107
Rookwood Cemetery		M	3
Rookwood Cemetery	Employed (full-time)	F	31
Rookwood Cemetery	Employed (full-time)	M	101
Rookwood Cemetery	Employed (part-time)	F	15
Rookwood Cemetery	Employed (part-time)	M	14
Auburn - Central		F	64
Auburn - Central		M	104
Auburn - Central	Employed (away from work)	F	114
Auburn - Central	Employed (away from work)	M	58
Auburn - Central	Employed (full-time)	F	1447
Auburn - Central	Employed (full-time)	M	2129
Auburn - Central	Employed (part-time)	F	986
Auburn - Central	Employed (part-time)	M	580
Auburn - North		F	48
Auburn - North		M	82
Auburn - North	Employed (away from work)	F	50
Auburn - North	Employed (away from work)	M	38
Auburn - North	Employed (full-time)	F	852
Auburn - North	Employed (full-time)	M	2071
Auburn - North	Employed (part-time)	F	596
Auburn - North	Employed (part-time)	M	563
Auburn - South		F	28
Auburn - South		M	44
Auburn - South	Employed (away from work)	F	12
Auburn - South	Employed (away from work)	M	19
Auburn - South	Employed (full-time)	F	509
Auburn - South	Employed (full-time)	M	1241
Auburn - South	Employed (part-time)	F	293
Auburn - South	Employed (part-time)	M	289
Berala		F	12
Berala		M	19
Berala	Employed (away from work)	F	6
Berala	Employed (away from work)	M	3
Berala	Employed (full-time)	F	149
Berala	Employed (full-time)	M	173
Berala	Employed (part-time)	F	178
Berala	Employed (part-time)	M	121
Lidcombe		F	109
Lidcombe		M	191
Lidcombe	Employed (away from work)	F	143
Lidcombe	Employed (away from work)	M	154
Lidcombe	Employed (full-time)	F	2788
Lidcombe	Employed (full-time)	M	5702
Lidcombe	Employed (part-time)	F	1720
Lidcombe	Employed (part-time)	M	1295
Regents Park		F	20
Regents Park		M	48
Regents Park	Employed (away from work)	F	30
Regents Park	Employed (away from work)	M	30
Regents Park	Employed (full-time)	F	650
Regents Park	Employed (full-time)	M	1377
Regents Park	Employed (part-time)	F	304
Regents Park	Employed (part-time)	M	260
Carlingford		F	39
Carlingford		M	58
Carlingford	Employed (away from work)	F	87
Carlingford	Employed (away from work)	M	43
Carlingford	Employed (full-time)	F	988
Carlingford	Employed (full-time)	M	1160
Carlingford	Employed (part-time)	F	1445
Carlingford	Employed (part-time)	M	831
Ermington - Rydalmere		F	105
Ermington - Rydalmere		M	172
Ermington - Rydalmere	Employed (away from work)	F	175
Ermington - Rydalmere	Employed (away from work)	M	129
Ermington - Rydalmere	Employed (full-time)	F	3168
Ermington - Rydalmere	Employed (full-time)	M	6919
Ermington - Rydalmere	Employed (part-time)	F	1516
Ermington - Rydalmere	Employed (part-time)	M	1169
Oatlands - Dundas Valley		F	14
