SA2_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Braidwood				8
Braidwood		0		15
Braidwood		0		5
Braidwood	Clerical and administrative workers	0		72
Braidwood	Clerical and administrative workers	0		3
Braidwood	Clerical and administrative workers	1	Local	10
Braidwood	Clerical and administrative workers	1	National	6
Braidwood	Clerical and administrative workers	1	State territory	10
Braidwood	Community and personal service workers	0		59
Braidwood	Community and personal service workers	1	State territory	18
Braidwood	Labourers	0		99
Braidwood	Labourers	0		3
Braidwood	Labourers	1	Local	8
Braidwood	Labourers	1	State territory	3
Braidwood	Machinery operators and drivers	0		59
Braidwood	Machinery operators and drivers	1	Local	10
Braidwood	Managers	0		291
Braidwood	Managers	0		9
Braidwood	Managers	1	State territory	4
Braidwood	Professionals	0		119
Braidwood	Professionals	1	National	3
Braidwood	Professionals	1	State territory	43
Braidwood	Sales workers	0		84
Braidwood	Technicians and trades workers	0		117
Braidwood	Technicians and trades workers	0		3
Braidwood	Technicians and trades workers	1	Local	4
Karabar				6
Karabar		0		3
Karabar	Clerical and administrative workers	0		41
Karabar	Clerical and administrative workers	1	National	3
Karabar	Clerical and administrative workers	1	State territory	18
Karabar	Community and personal service workers	0		117
Karabar	Community and personal service workers	1	State territory	27
Karabar	Labourers			3
Karabar	Labourers	0		76
Karabar	Machinery operators and drivers	0		27
Karabar	Managers	0		58
Karabar	Managers	1	National	6
Karabar	Managers	1	State territory	3
Karabar	Professionals	0		82
Karabar	Professionals	0		3
Karabar	Professionals	1	State territory	148
Karabar	Sales workers	0		59
Karabar	Technicians and trades workers	0		95
Karabar	Technicians and trades workers	0		3
Karabar	Technicians and trades workers	1	State territory	4
Queanbeyan				24
Queanbeyan		0		41
Queanbeyan		0		16
Queanbeyan		1	Local	6
Queanbeyan		1	National	12
Queanbeyan		1	State territory	10
Queanbeyan	Clerical and administrative workers			8
Queanbeyan	Clerical and administrative workers	0		453
Queanbeyan	Clerical and administrative workers	0		7
Queanbeyan	Clerical and administrative workers	1	Local	67
Queanbeyan	Clerical and administrative workers	1	National	224
Queanbeyan	Clerical and administrative workers	1	State territory	129
Queanbeyan	Community and personal service workers			11
Queanbeyan	Community and personal service workers	0		625
Queanbeyan	Community and personal service workers	0		10
Queanbeyan	Community and personal service workers	1	Local	19
Queanbeyan	Community and personal service workers	1	National	13
Queanbeyan	Community and personal service workers	1	State territory	200
Queanbeyan	Labourers			7
Queanbeyan	Labourers	0		389
Queanbeyan	Labourers	0		9
Queanbeyan	Labourers	1	Local	6
Queanbeyan	Labourers	1	National	5
Queanbeyan	Labourers	1	State territory	22
Queanbeyan	Machinery operators and drivers			3
Queanbeyan	Machinery operators and drivers	0		220
Queanbeyan	Machinery operators and drivers	1	Local	14
Queanbeyan	Machinery operators and drivers	1	State territory	6
Queanbeyan	Managers			6
Queanbeyan	Managers	0		374
Queanbeyan	Managers	0		3
Queanbeyan	Managers	1	Local	28
Queanbeyan	Managers	1	National	34
Queanbeyan	Managers	1	State territory	82
Queanbeyan	Professionals			3
Queanbeyan	Professionals	0		538
Queanbeyan	Professionals	0		7
Queanbeyan	Professionals	1	Local	71
Queanbeyan	Professionals	1	National	33
Queanbeyan	Professionals	1	State territory	410
Queanbeyan	Sales workers			3
Queanbeyan	Sales workers	0		608
Queanbeyan	Sales workers	0		4
Queanbeyan	Sales workers	1	National	7
Queanbeyan	Sales workers	1	State territory	3
Queanbeyan	Technicians and trades workers			6
Queanbeyan	Technicians and trades workers	0		608
Queanbeyan	Technicians and trades workers	0		7
Queanbeyan	Technicians and trades workers	1	Local	57
Queanbeyan	Technicians and trades workers	1	National	8
Queanbeyan	Technicians and trades workers	1	State territory	20
Queanbeyan - East				15
Queanbeyan - East		0		19
Queanbeyan - East		0		5
Queanbeyan - East	Clerical and administrative workers			3
Queanbeyan - East	Clerical and administrative workers	0		284
Queanbeyan - East	Clerical and administrative workers	0		4
Queanbeyan - East	Clerical and administrative workers	1	Local	8
Queanbeyan - East	Clerical and administrative workers	1	National	21
Queanbeyan - East	Clerical and administrative workers	1	State territory	14
Queanbeyan - East	Community and personal service workers			3
Queanbeyan - East	Community and personal service workers	0		73
Queanbeyan - East	Community and personal service workers	1	National	3
Queanbeyan - East	Community and personal service workers	1	State territory	5
Queanbeyan - East	Labourers	0		305
Queanbeyan - East	Labourers	0		4
Queanbeyan - East	Labourers	1	Local	4
Queanbeyan - East	Labourers	1	State territory	3
Queanbeyan - East	Machinery operators and drivers			5
Queanbeyan - East	Machinery operators and drivers	0		376
Queanbeyan - East	Machinery operators and drivers	0		5
Queanbeyan - East	Machinery operators and drivers	1	Local	9
Queanbeyan - East	Managers	0		355
Queanbeyan - East	Managers	0		9
Queanbeyan - East	Managers	1	Local	11
Queanbeyan - East	Managers	1	State territory	8
Queanbeyan - East	Professionals	0		149
Queanbeyan - East	Professionals	1	Local	10
Queanbeyan - East	Professionals	1	State territory	16
Queanbeyan - East	Sales workers	0		286
Queanbeyan - East	Sales workers	0		7
Queanbeyan - East	Sales workers	1	State territory	4
Queanbeyan - East	Technicians and trades workers			3
Queanbeyan - East	Technicians and trades workers	0		691
Queanbeyan - East	Technicians and trades workers	0		5
Queanbeyan - East	Technicians and trades workers	1	Local	24
Queanbeyan - East	Technicians and trades workers	1	State territory	4
Queanbeyan Region				8
Queanbeyan Region		0		31
Queanbeyan Region		0		6
Queanbeyan Region		1	Local	3
Queanbeyan Region		1	National	13
Queanbeyan Region	Clerical and administrative workers			5
Queanbeyan Region	Clerical and administrative workers	0		229
Queanbeyan Region	Clerical and administrative workers	0		6
Queanbeyan Region	Clerical and administrative workers	1	Local	16
Queanbeyan Region	Clerical and administrative workers	1	National	71
Queanbeyan Region	Clerical and administrative workers	1	State territory	7
Queanbeyan Region	Community and personal service workers	0		192
Queanbeyan Region	Community and personal service workers	0		4
Queanbeyan Region	Community and personal service workers	1	National	91
Queanbeyan Region	Community and personal service workers	1	State territory	13
Queanbeyan Region	Labourers	0		242
Queanbeyan Region	Labourers	0		10
Queanbeyan Region	Labourers	1	Local	15
Queanbeyan Region	Labourers	1	National	5
Queanbeyan Region	Labourers	1	State territory	4
Queanbeyan Region	Machinery operators and drivers	0		143
Queanbeyan Region	Machinery operators and drivers	0		4
Queanbeyan Region	Machinery operators and drivers	1	Local	14
Queanbeyan Region	Managers	0		439
Queanbeyan Region	Managers	0		7
Queanbeyan Region	Managers	1	Local	11
Queanbeyan Region	Managers	1	National	278
Queanbeyan Region	Managers	1	State territory	7
Queanbeyan Region	Professionals			5
Queanbeyan Region	Professionals	0		283
Queanbeyan Region	Professionals	1	Local	20
Queanbeyan Region	Professionals	1	National	100
Queanbeyan Region	Professionals	1	State territory	30
Queanbeyan Region	Sales workers	0		134
Queanbeyan Region	Sales workers	0		4
Queanbeyan Region	Technicians and trades workers			3
Queanbeyan Region	Technicians and trades workers	0		426
Queanbeyan Region	Technicians and trades workers	0		5
Queanbeyan Region	Technicians and trades workers	1	Local	9
Queanbeyan Region	Technicians and trades workers	1	National	17
Queanbeyan Region	Technicians and trades workers	1	State territory	4
Queanbeyan West - Jerrabomberra				17
Queanbeyan West - Jerrabomberra		0		18
Queanbeyan West - Jerrabomberra		0		3
Queanbeyan West - Jerrabomberra	Clerical and administrative workers			3
Queanbeyan West - Jerrabomberra	Clerical and administrative workers	0		266
Queanbeyan West - Jerrabomberra	Clerical and administrative workers	0		3
Queanbeyan West - Jerrabomberra	Clerical and administrative workers	1	National	3
Queanbeyan West - Jerrabomberra	Clerical and administrative workers	1	State territory	8
Queanbeyan West - Jerrabomberra	Community and personal service workers			7
Queanbeyan West - Jerrabomberra	Community and personal service workers	0		145
Queanbeyan West - Jerrabomberra	Community and personal service workers	1	National	3
Queanbeyan West - Jerrabomberra	Community and personal service workers	1	State territory	6
Queanbeyan West - Jerrabomberra	Labourers			3
Queanbeyan West - Jerrabomberra	Labourers	0		179
Queanbeyan West - Jerrabomberra	Labourers	0		4
Queanbeyan West - Jerrabomberra	Labourers	1	Local	4
Queanbeyan West - Jerrabomberra	Machinery operators and drivers	0		207
Queanbeyan West - Jerrabomberra	Machinery operators and drivers	0		3
Queanbeyan West - Jerrabomberra	Managers	0		251
Queanbeyan West - Jerrabomberra	Managers	1	National	8
Queanbeyan West - Jerrabomberra	Professionals			3
Queanbeyan West - Jerrabomberra	Professionals	0		204
Queanbeyan West - Jerrabomberra	Professionals	1	National	4
Queanbeyan West - Jerrabomberra	Professionals	1	State territory	48
Queanbeyan West - Jerrabomberra	Sales workers	0		139
Queanbeyan West - Jerrabomberra	Sales workers	0		5
Queanbeyan West - Jerrabomberra	Technicians and trades workers	0		584
Queanbeyan West - Jerrabomberra	Technicians and trades workers	0		7
Bombala				11
Bombala		0		21
Bombala		0		6
Bombala		1	State territory	3
Bombala	Clerical and administrative workers	0		71
Bombala	Clerical and administrative workers	0		3
Bombala	Clerical and administrative workers	1	Local	8
Bombala	Clerical and administrative workers	1	National	3
Bombala	Clerical and administrative workers	1	State territory	8
Bombala	Community and personal service workers	0		69
Bombala	Community and personal service workers	0		5
Bombala	Community and personal service workers	1	State territory	17
Bombala	Labourers			3
Bombala	Labourers	0		118
Bombala	Labourers	1	Local	7
Bombala	Labourers	1	State territory	11
Bombala	Machinery operators and drivers	0		121
Bombala	Machinery operators and drivers	1	Local	14
Bombala	Managers	0		247
Bombala	Managers	0		3
Bombala	Managers	1	Local	5
Bombala	Managers	1	State territory	8
Bombala	Professionals	0		63
Bombala	Professionals	1	State territory	42
Bombala	Sales workers	0		61
Bombala	Sales workers	0		4
Bombala	Technicians and trades workers	0		90
Bombala	Technicians and trades workers	0		3
Bombala	Technicians and trades workers	1	Local	8
Bombala	Technicians and trades workers	1	State territory	6
Cooma				18
Cooma		0		23
Cooma		0		9
Cooma		1	Local	7
Cooma		1	State territory	3
Cooma	Clerical and administrative workers	0		296
Cooma	Clerical and administrative workers	0		7
Cooma	Clerical and administrative workers	1	Local	23
Cooma	Clerical and administrative workers	1	National	75
Cooma	Clerical and administrative workers	1	State territory	66
Cooma	Community and personal service workers			3
Cooma	Community and personal service workers	0		300
Cooma	Community and personal service workers	0		4
Cooma	Community and personal service workers	1	Local	14
Cooma	Community and personal service workers	1	National	4
Cooma	Community and personal service workers	1	State territory	119
Cooma	Labourers			5
Cooma	Labourers	0		308
Cooma	Labourers	0		3
Cooma	Labourers	1	Local	30
Cooma	Labourers	1	State territory	25
Cooma	Machinery operators and drivers			3
Cooma	Machinery operators and drivers	0		141
Cooma	Machinery operators and drivers	1	Local	23
Cooma	Machinery operators and drivers	1	State territory	3
Cooma	Managers			3
Cooma	Managers	0		340
Cooma	Managers	0		15
Cooma	Managers	1	Local	25
Cooma	Managers	1	National	9
Cooma	Managers	1	State territory	51
Cooma	Professionals	0		385
Cooma	Professionals	0		9
Cooma	Professionals	1	Local	22
Cooma	Professionals	1	National	12
Cooma	Professionals	1	State territory	243
Cooma	Sales workers			3
Cooma	Sales workers	0		424
Cooma	Sales workers	0		10
Cooma	Sales workers	1	National	6
Cooma	Sales workers	1	State territory	3
Cooma	Technicians and trades workers	0		359
Cooma	Technicians and trades workers	0		9
Cooma	Technicians and trades workers	1	Local	15
Cooma	Technicians and trades workers	1	State territory	36
Cooma Region				3
Cooma Region		0		3
Cooma Region	Clerical and administrative workers	0		41
Cooma Region	Clerical and administrative workers	1	State territory	5
Cooma Region	Community and personal service workers	0		37
Cooma Region	Community and personal service workers	1	State territory	5
Cooma Region	Labourers	0		91
Cooma Region	Labourers	0		3
Cooma Region	Machinery operators and drivers	0		42
Cooma Region	Managers	0		295
Cooma Region	Managers	0		3
Cooma Region	Managers	1	State territory	4
Cooma Region	Professionals	0		23
Cooma Region	Professionals	1	State territory	5
Cooma Region	Sales workers	0		24
Cooma Region	Technicians and trades workers	0		84
Jindabyne - Berridale				24
Jindabyne - Berridale		0		53
Jindabyne - Berridale		0		8
Jindabyne - Berridale	Clerical and administrative workers			3
Jindabyne - Berridale	Clerical and administrative workers	0		287
Jindabyne - Berridale	Clerical and administrative workers	0		9
Jindabyne - Berridale	Clerical and administrative workers	1	Local	29
Jindabyne - Berridale	Clerical and administrative workers	1	National	5
Jindabyne - Berridale	Clerical and administrative workers	1	State territory	40
Jindabyne - Berridale	Community and personal service workers			3
Jindabyne - Berridale	Community and personal service workers	0		851
Jindabyne - Berridale	Community and personal service workers	0		6
Jindabyne - Berridale	Community and personal service workers	1	Local	16
Jindabyne - Berridale	Community and personal service workers	1	National	5
Jindabyne - Berridale	Community and personal service workers	1	State territory	38
Jindabyne - Berridale	Labourers	0		576
Jindabyne - Berridale	Labourers	0		15
Jindabyne - Berridale	Labourers	1	Local	7
Jindabyne - Berridale	Labourers	1	State territory	11
Jindabyne - Berridale	Machinery operators and drivers	0		346
Jindabyne - Berridale	Machinery operators and drivers	0		5
Jindabyne - Berridale	Machinery operators and drivers	1	Local	16
Jindabyne - Berridale	Machinery operators and drivers	1	State territory	4
Jindabyne - Berridale	Managers			3
Jindabyne - Berridale	Managers	0		731
Jindabyne - Berridale	Managers	0		10
Jindabyne - Berridale	Managers	1	Local	13
Jindabyne - Berridale	Managers	1	State territory	12
Jindabyne - Berridale	Professionals	0		287
Jindabyne - Berridale	Professionals	0		6
Jindabyne - Berridale	Professionals	1	Local	22
Jindabyne - Berridale	Professionals	1	State territory	84
Jindabyne - Berridale	Sales workers	0		441
Jindabyne - Berridale	Sales workers	0		9
Jindabyne - Berridale	Sales workers	1	State territory	3
Jindabyne - Berridale	Technicians and trades workers			3
Jindabyne - Berridale	Technicians and trades workers	0		587
Jindabyne - Berridale	Technicians and trades workers	0		17
Jindabyne - Berridale	Technicians and trades workers	1	Local	15
Jindabyne - Berridale	Technicians and trades workers	1	State territory	19
Batemans Bay				27
Batemans Bay		0		39
Batemans Bay		0		11
Batemans Bay		1	National	11
Batemans Bay	Clerical and administrative workers	0		399
Batemans Bay	Clerical and administrative workers	0		7
Batemans Bay	Clerical and administrative workers	1	Local	5
Batemans Bay	Clerical and administrative workers	1	National	146
Batemans Bay	Clerical and administrative workers	1	State territory	61
Batemans Bay	Community and personal service workers			3
Batemans Bay	Community and personal service workers	0		475
Batemans Bay	Community and personal service workers	0		12
Batemans Bay	Community and personal service workers	1	Local	12
Batemans Bay	Community and personal service workers	1	National	4
Batemans Bay	Community and personal service workers	1	State territory	130
Batemans Bay	Labourers			3
Batemans Bay	Labourers	0		389
Batemans Bay	Labourers	0		14
Batemans Bay	Labourers	1	Local	13
Batemans Bay	Labourers	1	State territory	11
Batemans Bay	Machinery operators and drivers	0		209
Batemans Bay	Machinery operators and drivers	0		3
Batemans Bay	Machinery operators and drivers	1	Local	6
Batemans Bay	Managers			4
Batemans Bay	Managers	0		446
Batemans Bay	Managers	0		11
Batemans Bay	Managers	1	Local	3
Batemans Bay	Managers	1	National	13
Batemans Bay	Managers	1	State territory	27
Batemans Bay	Professionals			3
Batemans Bay	Professionals	0		291
Batemans Bay	Professionals	0		3
Batemans Bay	Professionals	1	Local	3
Batemans Bay	Professionals	1	National	33
Batemans Bay	Professionals	1	State territory	135
Batemans Bay	Sales workers			3
Batemans Bay	Sales workers	0		704
Batemans Bay	Sales workers	0		14
Batemans Bay	Sales workers	1	National	3
Batemans Bay	Sales workers	1	State territory	4
Batemans Bay	Technicians and trades workers			5
Batemans Bay	Technicians and trades workers	0		546
Batemans Bay	Technicians and trades workers	0		13
Batemans Bay	Technicians and trades workers	1	National	4
Batemans Bay	Technicians and trades workers	1	State territory	10
Batemans Bay - South				5
Batemans Bay - South		0		7
Batemans Bay - South		0		3
Batemans Bay - South	Clerical and administrative workers	0		108
Batemans Bay - South	Clerical and administrative workers	1	National	3
Batemans Bay - South	Clerical and administrative workers	1	State territory	12
Batemans Bay - South	Community and personal service workers	0		167
Batemans Bay - South	Community and personal service workers	0		3
Batemans Bay - South	Community and personal service workers	1	State territory	27
Batemans Bay - South	Labourers	0		113
Batemans Bay - South	Labourers	0		3
Batemans Bay - South	Machinery operators and drivers	0		11
Batemans Bay - South	Machinery operators and drivers	1	Local	8
Batemans Bay - South	Managers	0		114
Batemans Bay - South	Managers	0		4
Batemans Bay - South	Managers	1	State territory	5
Batemans Bay - South	Professionals			3
Batemans Bay - South	Professionals	0		191
Batemans Bay - South	Professionals	0		3
Batemans Bay - South	Professionals	1	National	4
Batemans Bay - South	Professionals	1	State territory	84
Batemans Bay - South	Sales workers	0		113
Batemans Bay - South	Technicians and trades workers	0		155
Batemans Bay - South	Technicians and trades workers	1	Local	3
Bega - Tathra				25
Bega - Tathra		0		39
Bega - Tathra		0		7
Bega - Tathra		1	Local	3
Bega - Tathra		1	National	3
Bega - Tathra		1	State territory	4
Bega - Tathra	Clerical and administrative workers			7
Bega - Tathra	Clerical and administrative workers	0		470
Bega - Tathra	Clerical and administrative workers	0		11
Bega - Tathra	Clerical and administrative workers	1	Local	88
Bega - Tathra	Clerical and administrative workers	1	National	41
Bega - Tathra	Clerical and administrative workers	1	State territory	75
Bega - Tathra	Community and personal service workers			7
Bega - Tathra	Community and personal service workers	0		465
Bega - Tathra	Community and personal service workers	0		4
Bega - Tathra	Community and personal service workers	1	Local	19
Bega - Tathra	Community and personal service workers	1	National	3
Bega - Tathra	Community and personal service workers	1	State territory	103
Bega - Tathra	Labourers			4
Bega - Tathra	Labourers	0		692
Bega - Tathra	Labourers	0		17
Bega - Tathra	Labourers	1	Local	20
Bega - Tathra	Labourers	1	State territory	29
Bega - Tathra	Machinery operators and drivers			3
Bega - Tathra	Machinery operators and drivers	0		217
Bega - Tathra	Machinery operators and drivers	1	Local	30
Bega - Tathra	Machinery operators and drivers	1	State territory	23
Bega - Tathra	Managers	0		451
Bega - Tathra	Managers	0		9
Bega - Tathra	Managers	1	Local	35
Bega - Tathra	Managers	1	National	7
Bega - Tathra	Managers	1	State territory	29
Bega - Tathra	Professionals			4
Bega - Tathra	Professionals	0		653
Bega - Tathra	Professionals	0		14
Bega - Tathra	Professionals	1	Local	65
Bega - Tathra	Professionals	1	National	38
Bega - Tathra	Professionals	1	State territory	325
Bega - Tathra	Sales workers			3
Bega - Tathra	Sales workers	0		528
Bega - Tathra	Sales workers	0		10
Bega - Tathra	Sales workers	1	National	4
Bega - Tathra	Sales workers	1	State territory	5
Bega - Tathra	Technicians and trades workers			5
Bega - Tathra	Technicians and trades workers	0		490
Bega - Tathra	Technicians and trades workers	0		8
Bega - Tathra	Technicians and trades workers	1	Local	55
Bega - Tathra	Technicians and trades workers	1	State territory	23
Bega-Eden Hinterland				8
Bega-Eden Hinterland		0		17
Bega-Eden Hinterland	Clerical and administrative workers			6
Bega-Eden Hinterland	Clerical and administrative workers	0		71
Bega-Eden Hinterland	Clerical and administrative workers	1	National	7
Bega-Eden Hinterland	Clerical and administrative workers	1	State territory	11
Bega-Eden Hinterland	Community and personal service workers	0		85
Bega-Eden Hinterland	Community and personal service workers	1	National	4
Bega-Eden Hinterland	Community and personal service workers	1	State territory	18
Bega-Eden Hinterland	Labourers			4
Bega-Eden Hinterland	Labourers	0		189
Bega-Eden Hinterland	Labourers	0		5
Bega-Eden Hinterland	Labourers	1	State territory	3
Bega-Eden Hinterland	Machinery operators and drivers	0		78
Bega-Eden Hinterland	Managers			3
Bega-Eden Hinterland	Managers	0		498
Bega-Eden Hinterland	Managers	0		7
Bega-Eden Hinterland	Managers	1	State territory	9
Bega-Eden Hinterland	Professionals	0		118
Bega-Eden Hinterland	Professionals	1	National	3
Bega-Eden Hinterland	Professionals	1	State territory	29
Bega-Eden Hinterland	Sales workers	0		49
Bega-Eden Hinterland	Technicians and trades workers	0		191
Bega-Eden Hinterland	Technicians and trades workers	0		4
Bega-Eden Hinterland	Technicians and trades workers	1	State territory	5
Broulee - Tomakin				3
Broulee - Tomakin		0		4
Broulee - Tomakin		0		4
Broulee - Tomakin	Clerical and administrative workers	0		58
Broulee - Tomakin	Clerical and administrative workers	1	National	3
Broulee - Tomakin	Clerical and administrative workers	1	State territory	7
Broulee - Tomakin	Community and personal service workers	0		97
Broulee - Tomakin	Community and personal service workers	0		4
Broulee - Tomakin	Community and personal service workers	1	State territory	12
Broulee - Tomakin	Labourers			3
Broulee - Tomakin	Labourers	0		66
Broulee - Tomakin	Labourers	1	Local	3
Broulee - Tomakin	Machinery operators and drivers	0		13
Broulee - Tomakin	Managers	0		69
Broulee - Tomakin	Managers	0		5
Broulee - Tomakin	Managers	1	State territory	3
Broulee - Tomakin	Professionals	0		128
Broulee - Tomakin	Professionals	1	State territory	57
Broulee - Tomakin	Sales workers	0		45
Broulee - Tomakin	Sales workers	0		3
Broulee - Tomakin	Technicians and trades workers	0		114
Broulee - Tomakin	Technicians and trades workers	0		3
Broulee - Tomakin	Technicians and trades workers	1	State territory	3
Deua - Wadbilliga	Community and personal service workers	0		3
Eden				7
Eden		0		6
Eden	Clerical and administrative workers	0		114
Eden	Clerical and administrative workers	1	Local	7
Eden	Clerical and administrative workers	1	National	4
Eden	Clerical and administrative workers	1	State territory	10
Eden	Community and personal service workers	0		135
Eden	Community and personal service workers	0		4
Eden	Community and personal service workers	1	Local	3
Eden	Community and personal service workers	1	State territory	28
Eden	Labourers			3
Eden	Labourers	0		210
Eden	Labourers	0		4
Eden	Labourers	1	Local	3
Eden	Labourers	1	State territory	6
Eden	Machinery operators and drivers			3
Eden	Machinery operators and drivers	0		112
Eden	Managers	0		113
Eden	Managers	1	State territory	11
Eden	Professionals	0		111
Eden	Professionals	1	Local	3
Eden	Professionals	1	State territory	85
Eden	Sales workers	0		144
Eden	Technicians and trades workers	0		190
Eden	Technicians and trades workers	0		5
Eden	Technicians and trades workers	1	Local	3
Eden	Technicians and trades workers	1	State territory	4
Eurobodalla Hinterland				4
Eurobodalla Hinterland		0		3
Eurobodalla Hinterland	Clerical and administrative workers	0		67
Eurobodalla Hinterland	Clerical and administrative workers	1	National	4
Eurobodalla Hinterland	Clerical and administrative workers	1	State territory	4
Eurobodalla Hinterland	Community and personal service workers	0		66
Eurobodalla Hinterland	Community and personal service workers	1	State territory	7
Eurobodalla Hinterland	Labourers	0		93
Eurobodalla Hinterland	Labourers	0		4
Eurobodalla Hinterland	Machinery operators and drivers	0		41
Eurobodalla Hinterland	Managers	0		184
Eurobodalla Hinterland	Professionals	0		48
Eurobodalla Hinterland	Professionals	1	State territory	16
Eurobodalla Hinterland	Sales workers			3
Eurobodalla Hinterland	Sales workers	0		67
Eurobodalla Hinterland	Sales workers	0		3
Eurobodalla Hinterland	Sales workers	1	National	3
Eurobodalla Hinterland	Technicians and trades workers	0		124
Eurobodalla Hinterland	Technicians and trades workers	0		3
Merimbula - Tura Beach				23
Merimbula - Tura Beach		0		27
Merimbula - Tura Beach		0		4
Merimbula - Tura Beach	Clerical and administrative workers	0		373
Merimbula - Tura Beach	Clerical and administrative workers	0		7
Merimbula - Tura Beach	Clerical and administrative workers	1	National	3
Merimbula - Tura Beach	Clerical and administrative workers	1	State territory	17
Merimbula - Tura Beach	Community and personal service workers	0		472
Merimbula - Tura Beach	Community and personal service workers	0		7
Merimbula - Tura Beach	Community and personal service workers	1	Local	8
Merimbula - Tura Beach	Community and personal service workers	1	State territory	40
Merimbula - Tura Beach	Labourers			3
Merimbula - Tura Beach	Labourers	0		383
Merimbula - Tura Beach	Labourers	0		14
Merimbula - Tura Beach	Labourers	1	Local	5
Merimbula - Tura Beach	Labourers	1	State territory	5
Merimbula - Tura Beach	Machinery operators and drivers	0		183
Merimbula - Tura Beach	Managers			6
Merimbula - Tura Beach	Managers	0		419
Merimbula - Tura Beach	Managers	0		7
Merimbula - Tura Beach	Managers	1	State territory	13
Merimbula - Tura Beach	Professionals	0		398
Merimbula - Tura Beach	Professionals	0		3
Merimbula - Tura Beach	Professionals	1	State territory	72
Merimbula - Tura Beach	Sales workers	0		529
Merimbula - Tura Beach	Sales workers	0		12
Merimbula - Tura Beach	Sales workers	1	National	5
Merimbula - Tura Beach	Technicians and trades workers	0		556
Merimbula - Tura Beach	Technicians and trades workers	0		8
Merimbula - Tura Beach	Technicians and trades workers	1	State territory	3
Moruya - Tuross Head				25
Moruya - Tuross Head		0		19
Moruya - Tuross Head		0		11
Moruya - Tuross Head		1	Local	4
Moruya - Tuross Head	Clerical and administrative workers	0		324
Moruya - Tuross Head	Clerical and administrative workers	0		3
Moruya - Tuross Head	Clerical and administrative workers	1	Local	96
Moruya - Tuross Head	Clerical and administrative workers	1	National	11
Moruya - Tuross Head	Clerical and administrative workers	1	State territory	42
Moruya - Tuross Head	Community and personal service workers			3
Moruya - Tuross Head	Community and personal service workers	0		274
Moruya - Tuross Head	Community and personal service workers	0		3
Moruya - Tuross Head	Community and personal service workers	1	Local	27
Moruya - Tuross Head	Community and personal service workers	1	State territory	67
Moruya - Tuross Head	Labourers			9
Moruya - Tuross Head	Labourers	0		257
Moruya - Tuross Head	Labourers	0		11
Moruya - Tuross Head	Labourers	1	Local	42
Moruya - Tuross Head	Labourers	1	State territory	21
Moruya - Tuross Head	Machinery operators and drivers			3
Moruya - Tuross Head	Machinery operators and drivers	0		189
Moruya - Tuross Head	Machinery operators and drivers	0		3
Moruya - Tuross Head	Machinery operators and drivers	1	Local	27
Moruya - Tuross Head	Machinery operators and drivers	1	State territory	10
Moruya - Tuross Head	Managers	0		275
Moruya - Tuross Head	Managers	0		9
Moruya - Tuross Head	Managers	1	Local	43
Moruya - Tuross Head	Managers	1	National	8
Moruya - Tuross Head	Managers	1	State territory	19
Moruya - Tuross Head	Professionals			3
Moruya - Tuross Head	Professionals	0		362
Moruya - Tuross Head	Professionals	0		10
Moruya - Tuross Head	Professionals	1	Local	86
Moruya - Tuross Head	Professionals	1	National	8
Moruya - Tuross Head	Professionals	1	State territory	259
Moruya - Tuross Head	Sales workers	0		341
Moruya - Tuross Head	Sales workers	0		3
Moruya - Tuross Head	Sales workers	1	Local	3
Moruya - Tuross Head	Sales workers	1	National	3
Moruya - Tuross Head	Technicians and trades workers			5
Moruya - Tuross Head	Technicians and trades workers	0		370
Moruya - Tuross Head	Technicians and trades workers	0		7
Moruya - Tuross Head	Technicians and trades workers	1	Local	81
Moruya - Tuross Head	Technicians and trades workers	1	State territory	11
Narooma - Bermagui				16
Narooma - Bermagui		0		21
Narooma - Bermagui	Clerical and administrative workers	0		225
Narooma - Bermagui	Clerical and administrative workers	0		6
Narooma - Bermagui	Clerical and administrative workers	1	Local	7
Narooma - Bermagui	Clerical and administrative workers	1	National	19
Narooma - Bermagui	Clerical and administrative workers	1	State territory	21
Narooma - Bermagui	Community and personal service workers			7
Narooma - Bermagui	Community and personal service workers	0		308
Narooma - Bermagui	Community and personal service workers	0		6
Narooma - Bermagui	Community and personal service workers	1	Local	3
Narooma - Bermagui	Community and personal service workers	1	State territory	39
Narooma - Bermagui	Labourers	0		294
Narooma - Bermagui	Labourers	1	Local	7
Narooma - Bermagui	Labourers	1	State territory	13
Narooma - Bermagui	Machinery operators and drivers	0		88
Narooma - Bermagui	Machinery operators and drivers	1	Local	10
Narooma - Bermagui	Managers			4
Narooma - Bermagui	Managers	0		318
Narooma - Bermagui	Managers	0		8
Narooma - Bermagui	Managers	1	Local	3
Narooma - Bermagui	Managers	1	National	5
Narooma - Bermagui	Managers	1	State territory	14
Narooma - Bermagui	Professionals			5
Narooma - Bermagui	Professionals	0		258
Narooma - Bermagui	Professionals	0		6
Narooma - Bermagui	Professionals	1	National	3
Narooma - Bermagui	Professionals	1	State territory	96
Narooma - Bermagui	Sales workers	0		318
Narooma - Bermagui	Sales workers	0		14
Narooma - Bermagui	Sales workers	1	National	4
Narooma - Bermagui	Technicians and trades workers			4
Narooma - Bermagui	Technicians and trades workers	0		345
Narooma - Bermagui	Technicians and trades workers	0		9
Narooma - Bermagui	Technicians and trades workers	1	Local	5
