SA2_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Double Bay - Bellevue Hill	Clerical and administrative workers			3
Double Bay - Bellevue Hill	Clerical and administrative workers	0		1107
Double Bay - Bellevue Hill	Clerical and administrative workers	0		12
Double Bay - Bellevue Hill	Clerical and administrative workers	1	Local	78
Double Bay - Bellevue Hill	Clerical and administrative workers	1	National	11
Double Bay - Bellevue Hill	Clerical and administrative workers	1	State territory	31
Double Bay - Bellevue Hill	Community and personal service workers			10
Double Bay - Bellevue Hill	Community and personal service workers	0		1055
Double Bay - Bellevue Hill	Community and personal service workers	0		15
Double Bay - Bellevue Hill	Community and personal service workers	1	Local	3
Double Bay - Bellevue Hill	Community and personal service workers	1	State territory	126
Double Bay - Bellevue Hill	Labourers			8
Double Bay - Bellevue Hill	Labourers	0		518
Double Bay - Bellevue Hill	Labourers	0		13
Double Bay - Bellevue Hill	Labourers	1	Local	19
Double Bay - Bellevue Hill	Labourers	1	State territory	15
Double Bay - Bellevue Hill	Machinery operators and drivers	0		75
Double Bay - Bellevue Hill	Machinery operators and drivers	1	Local	9
Double Bay - Bellevue Hill	Machinery operators and drivers	1	State territory	3
Double Bay - Bellevue Hill	Managers			10
Double Bay - Bellevue Hill	Managers	0		1406
Double Bay - Bellevue Hill	Managers	0		22
Double Bay - Bellevue Hill	Managers	1	Local	30
Double Bay - Bellevue Hill	Managers	1	National	14
Double Bay - Bellevue Hill	Managers	1	State territory	35
Double Bay - Bellevue Hill	Professionals			20
Double Bay - Bellevue Hill	Professionals	0		2341
Double Bay - Bellevue Hill	Professionals	0		38
Double Bay - Bellevue Hill	Professionals	1	Local	56
Double Bay - Bellevue Hill	Professionals	1	National	13
Double Bay - Bellevue Hill	Professionals	1	State territory	241
Double Bay - Bellevue Hill	Sales workers	0		1062
Double Bay - Bellevue Hill	Sales workers	0		16
Double Bay - Bellevue Hill	Sales workers	1	National	3
Double Bay - Bellevue Hill	Sales workers	1	State territory	5
Double Bay - Bellevue Hill	Technicians and trades workers			4
Double Bay - Bellevue Hill	Technicians and trades workers	0		897
Double Bay - Bellevue Hill	Technicians and trades workers	0		18
Double Bay - Bellevue Hill	Technicians and trades workers	1	Local	20
Double Bay - Bellevue Hill	Technicians and trades workers	1	State territory	11
Dover Heights				7
Dover Heights		0		30
Dover Heights		0		3
Dover Heights	Clerical and administrative workers	0		147
Dover Heights	Clerical and administrative workers	0		4
Dover Heights	Clerical and administrative workers	1	National	8
Dover Heights	Clerical and administrative workers	1	State territory	17
Dover Heights	Community and personal service workers			4
Dover Heights	Community and personal service workers	0		172
Dover Heights	Community and personal service workers	0		3
Dover Heights	Community and personal service workers	1	State territory	22
Dover Heights	Labourers	0		58
Dover Heights	Labourers	1	State territory	3
Dover Heights	Machinery operators and drivers	0		35
Dover Heights	Managers	0		186
Dover Heights	Managers	0		3
Dover Heights	Managers	1	State territory	8
Dover Heights	Professionals			3
Dover Heights	Professionals	0		360
Dover Heights	Professionals	0		13
Dover Heights	Professionals	1	State territory	144
Dover Heights	Sales workers	0		97
Dover Heights	Sales workers	0		6
Dover Heights	Technicians and trades workers			3
Dover Heights	Technicians and trades workers	0		172
Dover Heights	Technicians and trades workers	1	State territory	3
Paddington - Moore Park				54
Paddington - Moore Park		0		77
Paddington - Moore Park		0		19
Paddington - Moore Park		1	National	3
Paddington - Moore Park		1	State territory	6
Paddington - Moore Park	Clerical and administrative workers			4
Paddington - Moore Park	Clerical and administrative workers	0		694
Paddington - Moore Park	Clerical and administrative workers	0		8
Paddington - Moore Park	Clerical and administrative workers	1	National	142
Paddington - Moore Park	Clerical and administrative workers	1	State territory	47
Paddington - Moore Park	Community and personal service workers			14
Paddington - Moore Park	Community and personal service workers	0		1341
Paddington - Moore Park	Community and personal service workers	0		24
Paddington - Moore Park	Community and personal service workers	1	National	45
Paddington - Moore Park	Community and personal service workers	1	State territory	106
Paddington - Moore Park	Labourers			8
Paddington - Moore Park	Labourers	0		362
Paddington - Moore Park	Labourers	0		6
Paddington - Moore Park	Labourers	1	Local	3
Paddington - Moore Park	Labourers	1	National	9
Paddington - Moore Park	Labourers	1	State territory	18
Paddington - Moore Park	Machinery operators and drivers			8
Paddington - Moore Park	Machinery operators and drivers	0		95
Paddington - Moore Park	Machinery operators and drivers	1	National	4
Paddington - Moore Park	Machinery operators and drivers	1	State territory	3
Paddington - Moore Park	Managers			4
Paddington - Moore Park	Managers	0		1440
Paddington - Moore Park	Managers	0		21
Paddington - Moore Park	Managers	1	National	263
Paddington - Moore Park	Managers	1	State territory	30
Paddington - Moore Park	Professionals			9
Paddington - Moore Park	Professionals	0		2292
Paddington - Moore Park	Professionals	0		28
Paddington - Moore Park	Professionals	1	National	286
Paddington - Moore Park	Professionals	1	State territory	207
Paddington - Moore Park	Sales workers	0		805
Paddington - Moore Park	Sales workers	0		8
Paddington - Moore Park	Sales workers	1	National	3
Paddington - Moore Park	Sales workers	1	State territory	10
Paddington - Moore Park	Technicians and trades workers			10
Paddington - Moore Park	Technicians and trades workers	0		965
Paddington - Moore Park	Technicians and trades workers	0		19
Paddington - Moore Park	Technicians and trades workers	1	Local	3
Paddington - Moore Park	Technicians and trades workers	1	National	44
Paddington - Moore Park	Technicians and trades workers	1	State territory	19
Rose Bay - Vaucluse - Watsons Bay				25
Rose Bay - Vaucluse - Watsons Bay		0		64
Rose Bay - Vaucluse - Watsons Bay		0		12
Rose Bay - Vaucluse - Watsons Bay		1	National	9
Rose Bay - Vaucluse - Watsons Bay	Clerical and administrative workers	0		318
Rose Bay - Vaucluse - Watsons Bay	Clerical and administrative workers	0		3
Rose Bay - Vaucluse - Watsons Bay	Clerical and administrative workers	1	National	17
Rose Bay - Vaucluse - Watsons Bay	Clerical and administrative workers	1	State territory	13
Rose Bay - Vaucluse - Watsons Bay	Community and personal service workers			5
Rose Bay - Vaucluse - Watsons Bay	Community and personal service workers	0		647
Rose Bay - Vaucluse - Watsons Bay	Community and personal service workers	0		17
Rose Bay - Vaucluse - Watsons Bay	Community and personal service workers	1	National	188
Rose Bay - Vaucluse - Watsons Bay	Community and personal service workers	1	State territory	17
Rose Bay - Vaucluse - Watsons Bay	Labourers			3
Rose Bay - Vaucluse - Watsons Bay	Labourers	0		234
Rose Bay - Vaucluse - Watsons Bay	Labourers	1	National	4
Rose Bay - Vaucluse - Watsons Bay	Machinery operators and drivers	0		49
Rose Bay - Vaucluse - Watsons Bay	Managers			3
Rose Bay - Vaucluse - Watsons Bay	Managers	0		474
Rose Bay - Vaucluse - Watsons Bay	Managers	0		16
Rose Bay - Vaucluse - Watsons Bay	Managers	1	National	216
Rose Bay - Vaucluse - Watsons Bay	Managers	1	State territory	6
Rose Bay - Vaucluse - Watsons Bay	Professionals			5
Rose Bay - Vaucluse - Watsons Bay	Professionals	0		891
Rose Bay - Vaucluse - Watsons Bay	Professionals	0		21
Rose Bay - Vaucluse - Watsons Bay	Professionals	1	National	54
Rose Bay - Vaucluse - Watsons Bay	Professionals	1	State territory	120
Rose Bay - Vaucluse - Watsons Bay	Sales workers	0		332
Rose Bay - Vaucluse - Watsons Bay	Sales workers	0		10
Rose Bay - Vaucluse - Watsons Bay	Technicians and trades workers			3
Rose Bay - Vaucluse - Watsons Bay	Technicians and trades workers	0		477
Rose Bay - Vaucluse - Watsons Bay	Technicians and trades workers	0		6
Rose Bay - Vaucluse - Watsons Bay	Technicians and trades workers	1	National	49
Rose Bay - Vaucluse - Watsons Bay	Technicians and trades workers	1	State territory	7
Woollahra				8
Woollahra		0		23
Woollahra		0		7
Woollahra		1	Local	3
Woollahra	Clerical and administrative workers	0		265
Woollahra	Clerical and administrative workers	0		3
Woollahra	Clerical and administrative workers	1	National	9
Woollahra	Clerical and administrative workers	1	State territory	13
Woollahra	Community and personal service workers			4
Woollahra	Community and personal service workers	0		449
Woollahra	Community and personal service workers	0		8
Woollahra	Community and personal service workers	1	State territory	26
Woollahra	Labourers			3
Woollahra	Labourers	0		132
Woollahra	Labourers	0		5
Woollahra	Labourers	1	Local	11
Woollahra	Machinery operators and drivers	0		37
Woollahra	Managers	0		375
Woollahra	Managers	0		10
Woollahra	Managers	1	Local	3
Woollahra	Managers	1	National	4
Woollahra	Managers	1	State territory	6
Woollahra	Professionals			3
Woollahra	Professionals	0		820
Woollahra	Professionals	0		19
Woollahra	Professionals	1	Local	3
Woollahra	Professionals	1	National	3
Woollahra	Professionals	1	State territory	57
Woollahra	Sales workers			3
Woollahra	Sales workers	0		283
Woollahra	Sales workers	0		4
Woollahra	Technicians and trades workers			3
Woollahra	Technicians and trades workers	0		258
Woollahra	Technicians and trades workers	0		3
Coogee - Clovelly				26
Coogee - Clovelly		0		61
Coogee - Clovelly		0		14
Coogee - Clovelly	Clerical and administrative workers			3
Coogee - Clovelly	Clerical and administrative workers	0		348
Coogee - Clovelly	Clerical and administrative workers	0		3
Coogee - Clovelly	Clerical and administrative workers	1	National	4
Coogee - Clovelly	Clerical and administrative workers	1	State territory	12
Coogee - Clovelly	Community and personal service workers			3
Coogee - Clovelly	Community and personal service workers	0		733
Coogee - Clovelly	Community and personal service workers	0		5
Coogee - Clovelly	Community and personal service workers	1	Local	3
Coogee - Clovelly	Community and personal service workers	1	National	3
Coogee - Clovelly	Community and personal service workers	1	State territory	17
Coogee - Clovelly	Labourers			3
Coogee - Clovelly	Labourers	0		301
Coogee - Clovelly	Labourers	0		5
Coogee - Clovelly	Labourers	1	State territory	3
Coogee - Clovelly	Machinery operators and drivers			4
Coogee - Clovelly	Machinery operators and drivers	0		49
Coogee - Clovelly	Machinery operators and drivers	0		3
Coogee - Clovelly	Managers			3
Coogee - Clovelly	Managers	0		515
Coogee - Clovelly	Managers	0		9
Coogee - Clovelly	Managers	1	National	3
Coogee - Clovelly	Managers	1	State territory	9
Coogee - Clovelly	Professionals			3
Coogee - Clovelly	Professionals	0		753
Coogee - Clovelly	Professionals	0		8
Coogee - Clovelly	Professionals	1	National	28
Coogee - Clovelly	Professionals	1	State territory	80
Coogee - Clovelly	Sales workers	0		327
Coogee - Clovelly	Sales workers	0		5
Coogee - Clovelly	Sales workers	1	National	4
Coogee - Clovelly	Technicians and trades workers	0		503
Coogee - Clovelly	Technicians and trades workers	0		11
Malabar - La Perouse - Chifley				43
Malabar - La Perouse - Chifley		0		52
Malabar - La Perouse - Chifley		0		12
Malabar - La Perouse - Chifley		1	State territory	13
Malabar - La Perouse - Chifley	Clerical and administrative workers			8
Malabar - La Perouse - Chifley	Clerical and administrative workers	0		479
Malabar - La Perouse - Chifley	Clerical and administrative workers	0		10
Malabar - La Perouse - Chifley	Clerical and administrative workers	1	Local	5
Malabar - La Perouse - Chifley	Clerical and administrative workers	1	National	4
Malabar - La Perouse - Chifley	Clerical and administrative workers	1	State territory	124
Malabar - La Perouse - Chifley	Community and personal service workers			3
Malabar - La Perouse - Chifley	Community and personal service workers	0		573
Malabar - La Perouse - Chifley	Community and personal service workers	0		7
Malabar - La Perouse - Chifley	Community and personal service workers	1	Local	3
Malabar - La Perouse - Chifley	Community and personal service workers	1	National	7
Malabar - La Perouse - Chifley	Community and personal service workers	1	State territory	537
Malabar - La Perouse - Chifley	Labourers			7
Malabar - La Perouse - Chifley	Labourers	0		297
Malabar - La Perouse - Chifley	Labourers	0		9
Malabar - La Perouse - Chifley	Labourers	1	Local	3
Malabar - La Perouse - Chifley	Labourers	1	State territory	22
Malabar - La Perouse - Chifley	Machinery operators and drivers			3
Malabar - La Perouse - Chifley	Machinery operators and drivers	0		180
Malabar - La Perouse - Chifley	Machinery operators and drivers	0		5
Malabar - La Perouse - Chifley	Machinery operators and drivers	1	State territory	26
Malabar - La Perouse - Chifley	Managers	0		484
Malabar - La Perouse - Chifley	Managers	0		10
Malabar - La Perouse - Chifley	Managers	1	Local	3
Malabar - La Perouse - Chifley	Managers	1	National	3
Malabar - La Perouse - Chifley	Managers	1	State territory	118
Malabar - La Perouse - Chifley	Professionals			8
Malabar - La Perouse - Chifley	Professionals	0		687
Malabar - La Perouse - Chifley	Professionals	0		14
Malabar - La Perouse - Chifley	Professionals	1	National	13
Malabar - La Perouse - Chifley	Professionals	1	State territory	491
Malabar - La Perouse - Chifley	Sales workers	0		253
Malabar - La Perouse - Chifley	Sales workers	0		3
Malabar - La Perouse - Chifley	Technicians and trades workers			8
Malabar - La Perouse - Chifley	Technicians and trades workers	0		556
Malabar - La Perouse - Chifley	Technicians and trades workers	0		7
Malabar - La Perouse - Chifley	Technicians and trades workers	1	Local	3
Malabar - La Perouse - Chifley	Technicians and trades workers	1	State territory	18
Kensington (NSW)				74
Kensington (NSW)		0		40
Kensington (NSW)		0		30
Kensington (NSW)		1	National	24
Kensington (NSW)		1	State territory	3
Kensington (NSW)	Clerical and administrative workers			5
Kensington (NSW)	Clerical and administrative workers	0		343
Kensington (NSW)	Clerical and administrative workers	0		11
Kensington (NSW)	Clerical and administrative workers	1	National	751
Kensington (NSW)	Clerical and administrative workers	1	State territory	77
Kensington (NSW)	Community and personal service workers			3
Kensington (NSW)	Community and personal service workers	0		464
Kensington (NSW)	Community and personal service workers	0		6
Kensington (NSW)	Community and personal service workers	1	National	105
Kensington (NSW)	Community and personal service workers	1	State territory	25
Kensington (NSW)	Labourers			13
Kensington (NSW)	Labourers	0		385
Kensington (NSW)	Labourers	0		9
Kensington (NSW)	Labourers	1	National	23
Kensington (NSW)	Labourers	1	State territory	9
Kensington (NSW)	Machinery operators and drivers			3
Kensington (NSW)	Machinery operators and drivers	0		78
Kensington (NSW)	Machinery operators and drivers	1	National	6
Kensington (NSW)	Managers			5
Kensington (NSW)	Managers	0		373
Kensington (NSW)	Managers	0		7
Kensington (NSW)	Managers	1	National	589
Kensington (NSW)	Managers	1	State territory	40
Kensington (NSW)	Professionals			14
Kensington (NSW)	Professionals	0		783
Kensington (NSW)	Professionals	0		40
Kensington (NSW)	Professionals	1	National	3824
Kensington (NSW)	Professionals	1	State territory	199
Kensington (NSW)	Sales workers			10
Kensington (NSW)	Sales workers	0		311
Kensington (NSW)	Sales workers	0		4
Kensington (NSW)	Sales workers	1	National	26
Kensington (NSW)	Technicians and trades workers			8
Kensington (NSW)	Technicians and trades workers	0		381
Kensington (NSW)	Technicians and trades workers	0		9
Kensington (NSW)	Technicians and trades workers	1	National	258
Kensington (NSW)	Technicians and trades workers	1	State territory	10
Kingsford				12
Kingsford		0		27
Kingsford		0		6
Kingsford	Clerical and administrative workers	0		230
Kingsford	Clerical and administrative workers	1	National	3
Kingsford	Community and personal service workers			3
Kingsford	Community and personal service workers	0		359
Kingsford	Community and personal service workers	0		7
Kingsford	Community and personal service workers	1	National	8
Kingsford	Community and personal service workers	1	State territory	3
Kingsford	Labourers	0		218
Kingsford	Labourers	0		7
Kingsford	Machinery operators and drivers	0		55
Kingsford	Managers	0		252
Kingsford	Managers	0		3
Kingsford	Managers	1	National	3
Kingsford	Professionals			3
Kingsford	Professionals	0		352
Kingsford	Professionals	0		8
Kingsford	Professionals	1	National	21
Kingsford	Professionals	1	State territory	7
Kingsford	Sales workers	0		285
Kingsford	Sales workers	1	National	4
Kingsford	Technicians and trades workers			3
Kingsford	Technicians and trades workers	0		263
Kingsford	Technicians and trades workers	0		6
Maroubra - North				30
Maroubra - North		0		19
Maroubra - North		0		9
Maroubra - North		1	Local	8
Maroubra - North	Clerical and administrative workers	0		225
Maroubra - North	Clerical and administrative workers	1	Local	13
Maroubra - North	Clerical and administrative workers	1	National	7
Maroubra - North	Clerical and administrative workers	1	State territory	10
Maroubra - North	Community and personal service workers	0		325
Maroubra - North	Community and personal service workers	0		8
Maroubra - North	Community and personal service workers	1	Local	15
Maroubra - North	Community and personal service workers	1	National	4
Maroubra - North	Community and personal service workers	1	State territory	22
Maroubra - North	Labourers			3
Maroubra - North	Labourers	0		88
Maroubra - North	Labourers	1	Local	37
Maroubra - North	Machinery operators and drivers	0		31
Maroubra - North	Machinery operators and drivers	1	Local	37
Maroubra - North	Managers	0		165
Maroubra - North	Managers	0		3
Maroubra - North	Managers	1	Local	8
Maroubra - North	Managers	1	National	3
Maroubra - North	Managers	1	State territory	5
Maroubra - North	Professionals			3
Maroubra - North	Professionals	0		460
Maroubra - North	Professionals	0		7
Maroubra - North	Professionals	1	Local	5
Maroubra - North	Professionals	1	National	4
Maroubra - North	Professionals	1	State territory	66
Maroubra - North	Sales workers			3
Maroubra - North	Sales workers	0		123
Maroubra - North	Sales workers	0		5
Maroubra - North	Sales workers	1	State territory	4
Maroubra - North	Technicians and trades workers	0		191
Maroubra - North	Technicians and trades workers	1	Local	16
Maroubra - North	Technicians and trades workers	1	State territory	3
Maroubra - South				5
Maroubra - South		0		13
Maroubra - South		0		4
Maroubra - South	Clerical and administrative workers	0		123
Maroubra - South	Clerical and administrative workers	0		3
Maroubra - South	Clerical and administrative workers	1	State territory	3
Maroubra - South	Community and personal service workers	0		169
Maroubra - South	Community and personal service workers	0		3
Maroubra - South	Community and personal service workers	1	State territory	31
Maroubra - South	Labourers			5
Maroubra - South	Labourers	0		73
Maroubra - South	Machinery operators and drivers	0		40
Maroubra - South	Managers	0		141
Maroubra - South	Managers	1	State territory	4
Maroubra - South	Professionals	0		322
Maroubra - South	Professionals	0		3
Maroubra - South	Professionals	1	State territory	26
Maroubra - South	Sales workers	0		137
Maroubra - South	Sales workers	0		3
Maroubra - South	Technicians and trades workers	0		160
Maroubra - South	Technicians and trades workers	0		3
Maroubra - West				8
Maroubra - West		0		21
Maroubra - West		0		4
Maroubra - West		1	State territory	3
Maroubra - West	Clerical and administrative workers	0		178
Maroubra - West	Clerical and administrative workers	1	Local	23
Maroubra - West	Clerical and administrative workers	1	National	23
Maroubra - West	Clerical and administrative workers	1	State territory	21
Maroubra - West	Community and personal service workers	0		250
Maroubra - West	Community and personal service workers	0		5
Maroubra - West	Community and personal service workers	1	Local	27
Maroubra - West	Community and personal service workers	1	National	4
Maroubra - West	Community and personal service workers	1	State territory	122
Maroubra - West	Labourers	0		154
Maroubra - West	Labourers	0		3
Maroubra - West	Labourers	1	Local	5
Maroubra - West	Machinery operators and drivers	0		20
Maroubra - West	Machinery operators and drivers	1	Local	3
Maroubra - West	Managers	0		193
Maroubra - West	Managers	1	Local	3
Maroubra - West	Managers	1	National	3
Maroubra - West	Managers	1	State territory	8
Maroubra - West	Professionals	0		337
Maroubra - West	Professionals	0		6
Maroubra - West	Professionals	1	Local	17
Maroubra - West	Professionals	1	National	9
Maroubra - West	Professionals	1	State territory	89
Maroubra - West	Sales workers	0		301
Maroubra - West	Sales workers	0		3
Maroubra - West	Sales workers	1	National	8
Maroubra - West	Technicians and trades workers	0		173
Maroubra - West	Technicians and trades workers	0		3
Maroubra - West	Technicians and trades workers	1	Local	9
Randwick - North				20
Randwick - North		0		21
Randwick - North		0		10
Randwick - North		1	Local	3
Randwick - North		1	National	3
Randwick - North		1	State territory	3
Randwick - North	Clerical and administrative workers	0		201
Randwick - North	Clerical and administrative workers	0		8
Randwick - North	Clerical and administrative workers	1	Local	105
Randwick - North	Clerical and administrative workers	1	National	31
Randwick - North	Clerical and administrative workers	1	State territory	74
Randwick - North	Community and personal service workers			7
Randwick - North	Community and personal service workers	0		472
Randwick - North	Community and personal service workers	0		3
Randwick - North	Community and personal service workers	1	Local	16
Randwick - North	Community and personal service workers	1	National	15
Randwick - North	Community and personal service workers	1	State territory	56
Randwick - North	Labourers			4
Randwick - North	Labourers	0		201
Randwick - North	Labourers	0		4
Randwick - North	Labourers	1	Local	23
Randwick - North	Labourers	1	National	4
Randwick - North	Labourers	1	State territory	9
Randwick - North	Machinery operators and drivers			6
Randwick - North	Machinery operators and drivers	0		114
Randwick - North	Machinery operators and drivers	0		3
Randwick - North	Machinery operators and drivers	1	Local	9
Randwick - North	Machinery operators and drivers	1	State territory	206
Randwick - North	Managers	0		285
Randwick - North	Managers	0		6
Randwick - North	Managers	1	Local	35
Randwick - North	Managers	1	National	45
Randwick - North	Managers	1	State territory	41
Randwick - North	Professionals			6
Randwick - North	Professionals	0		697
Randwick - North	Professionals	0		23
Randwick - North	Professionals	1	Local	85
Randwick - North	Professionals	1	National	161
Randwick - North	Professionals	1	State territory	381
Randwick - North	Sales workers	0		151
Randwick - North	Sales workers	0		3
Randwick - North	Sales workers	1	State territory	3
Randwick - North	Technicians and trades workers			3
Randwick - North	Technicians and trades workers	0		416
Randwick - North	Technicians and trades workers	0		10
Randwick - North	Technicians and trades workers	1	Local	24
Randwick - North	Technicians and trades workers	1	National	6
Randwick - North	Technicians and trades workers	1	State territory	26
Randwick - South				84
Randwick - South		0		62
Randwick - South		0		28
Randwick - South		1	National	5
Randwick - South		1	State territory	10
Randwick - South	Clerical and administrative workers			6
Randwick - South	Clerical and administrative workers	0		794
Randwick - South	Clerical and administrative workers	0		15
Randwick - South	Clerical and administrative workers	1	Local	3
Randwick - South	Clerical and administrative workers	1	National	124
Randwick - South	Clerical and administrative workers	1	State territory	510
Randwick - South	Community and personal service workers			6
Randwick - South	Community and personal service workers	0		847
Randwick - South	Community and personal service workers	0		14
Randwick - South	Community and personal service workers	1	National	58
Randwick - South	Community and personal service workers	1	State territory	372
Randwick - South	Labourers			12
Randwick - South	Labourers	0		438
Randwick - South	Labourers	0		18
Randwick - South	Labourers	1	National	12
Randwick - South	Labourers	1	State territory	135
Randwick - South	Machinery operators and drivers			3
Randwick - South	Machinery operators and drivers	0		101
Randwick - South	Machinery operators and drivers	0		3
Randwick - South	Machinery operators and drivers	1	National	9
Randwick - South	Machinery operators and drivers	1	State territory	50
Randwick - South	Managers			6
Randwick - South	Managers	0		565
Randwick - South	Managers	0		12
Randwick - South	Managers	1	National	144
Randwick - South	Managers	1	State territory	159
Randwick - South	Professionals			22
Randwick - South	Professionals	0		2263
Randwick - South	Professionals	0		67
Randwick - South	Professionals	1	Local	3
Randwick - South	Professionals	1	National	317
Randwick - South	Professionals	1	State territory	3575
Randwick - South	Sales workers			8
Randwick - South	Sales workers	0		543
Randwick - South	Sales workers	0		6
Randwick - South	Sales workers	1	National	8
Randwick - South	Sales workers	1	State territory	12
Randwick - South	Technicians and trades workers			16
Randwick - South	Technicians and trades workers	0		614
Randwick - South	Technicians and trades workers	0		13
Randwick - South	Technicians and trades workers	1	National	38
Randwick - South	Technicians and trades workers	1	State territory	169
Bass Hill - Georges Hall				28
Bass Hill - Georges Hall		0		35
Bass Hill - Georges Hall		0		4
Bass Hill - Georges Hall	Clerical and administrative workers	0		228
Bass Hill - Georges Hall	Clerical and administrative workers	0		3
Bass Hill - Georges Hall	Clerical and administrative workers	1	National	3
Bass Hill - Georges Hall	Clerical and administrative workers	1	State territory	25
Bass Hill - Georges Hall	Community and personal service workers			7
Bass Hill - Georges Hall	Community and personal service workers	0		576
Bass Hill - Georges Hall	Community and personal service workers	0		9
Bass Hill - Georges Hall	Community and personal service workers	1	National	8
Bass Hill - Georges Hall	Community and personal service workers	1	State territory	60
Bass Hill - Georges Hall	Labourers			6
Bass Hill - Georges Hall	Labourers	0		293
Bass Hill - Georges Hall	Labourers	0		3
Bass Hill - Georges Hall	Labourers	1	State territory	3
Bass Hill - Georges Hall	Machinery operators and drivers			3
Bass Hill - Georges Hall	Machinery operators and drivers	0		136
Bass Hill - Georges Hall	Managers			3
Bass Hill - Georges Hall	Managers	0		267
Bass Hill - Georges Hall	Managers	0		3
Bass Hill - Georges Hall	Managers	1	State territory	25
Bass Hill - Georges Hall	Professionals			7
Bass Hill - Georges Hall	Professionals	0		434
Bass Hill - Georges Hall	Professionals	0		11
Bass Hill - Georges Hall	Professionals	1	National	3
Bass Hill - Georges Hall	Professionals	1	State territory	186
Bass Hill - Georges Hall	Sales workers			3
Bass Hill - Georges Hall	Sales workers	0		372
Bass Hill - Georges Hall	Sales workers	0		12
Bass Hill - Georges Hall	Technicians and trades workers			3
Bass Hill - Georges Hall	Technicians and trades workers	0		291
Bass Hill - Georges Hall	Technicians and trades workers	0		3
Bass Hill - Georges Hall	Technicians and trades workers	1	State territory	4
Chullora				88
Chullora		0		107
Chullora		0		31
Chullora		1	National	4
Chullora		1	State territory	15
Chullora	Clerical and administrative workers			9
Chullora	Clerical and administrative workers	0		980
Chullora	Clerical and administrative workers	0		19
Chullora	Clerical and administrative workers	1	Local	9
Chullora	Clerical and administrative workers	1	National	434
Chullora	Clerical and administrative workers	1	State territory	139
Chullora	Community and personal service workers			8
Chullora	Community and personal service workers	0		89
Chullora	Community and personal service workers	1	State territory	147
Chullora	Labourers			17
Chullora	Labourers	0		1094
Chullora	Labourers	0		19
Chullora	Labourers	1	Local	30
Chullora	Labourers	1	National	3
Chullora	Labourers	1	State territory	33
Chullora	Machinery operators and drivers			11
Chullora	Machinery operators and drivers	0		986
Chullora	Machinery operators and drivers	0		20
Chullora	Machinery operators and drivers	1	Local	24
Chullora	Machinery operators and drivers	1	National	296
Chullora	Machinery operators and drivers	1	State territory	24
Chullora	Managers	0		834
Chullora	Managers	0		11
Chullora	Managers	1	National	38
Chullora	Managers	1	State territory	74
Chullora	Professionals			9
Chullora	Professionals	0		602
Chullora	Professionals	0		7
Chullora	Professionals	1	Local	8
Chullora	Professionals	1	National	8
Chullora	Professionals	1	State territory	164
Chullora	Sales workers			7
Chullora	Sales workers	0		462
Chullora	Sales workers	0		7
Chullora	Sales workers	1	National	16
Chullora	Technicians and trades workers			21
Chullora	Technicians and trades workers	0		967
Chullora	Technicians and trades workers	0		8
Chullora	Technicians and trades workers	1	Local	14
Chullora	Technicians and trades workers	1	National	30
Chullora	Technicians and trades workers	1	State territory	47
Condell Park				117
Condell Park		0		160
Condell Park		0		32
Condell Park	Clerical and administrative workers			10
Condell Park	Clerical and administrative workers	0		1987
Condell Park	Clerical and administrative workers	0		17
Condell Park	Clerical and administrative workers	1	National	16
Condell Park	Clerical and administrative workers	1	State territory	16
Condell Park	Community and personal service workers			9
Condell Park	Community and personal service workers	0		345
Condell Park	Community and personal service workers	0		10
Condell Park	Community and personal service workers	1	National	3
Condell Park	Community and personal service workers	1	State territory	63
Condell Park	Labourers			20
Condell Park	Labourers	0		1478
Condell Park	Labourers	0		24
Condell Park	Labourers	1	State territory	10
Condell Park	Machinery operators and drivers			28
Condell Park	Machinery operators and drivers	0		1959
Condell Park	Machinery operators and drivers	0		20
Condell Park	Machinery operators and drivers	1	State territory	9
Condell Park	Managers			5
Condell Park	Managers	0		1932
Condell Park	Managers	0		31
Condell Park	Managers	1	State territory	16
Condell Park	Professionals			9
Condell Park	Professionals	0		1222
Condell Park	Professionals	0		20
Condell Park	Professionals	1	National	48
Condell Park	Professionals	1	State territory	137
Condell Park	Sales workers			3
Condell Park	Sales workers	0		854
Condell Park	Sales workers	0		11
Condell Park	Sales workers	1	State territory	3
Condell Park	Technicians and trades workers			30
Condell Park	Technicians and trades workers	0		2530
Condell Park	Technicians and trades workers	0		36
Condell Park	Technicians and trades workers	1	National	3
Condell Park	Technicians and trades workers	1	State territory	14
Greenacre - Mount Lewis				54
Greenacre - Mount Lewis		0		52
Greenacre - Mount Lewis		0		12
Greenacre - Mount Lewis		1	State territory	3
Greenacre - Mount Lewis	Clerical and administrative workers			3
Greenacre - Mount Lewis	Clerical and administrative workers	0		701
Greenacre - Mount Lewis	Clerical and administrative workers	0		15
Greenacre - Mount Lewis	Clerical and administrative workers	1	National	10
Greenacre - Mount Lewis	Clerical and administrative workers	1	State territory	59
Greenacre - Mount Lewis	Community and personal service workers			13
Greenacre - Mount Lewis	Community and personal service workers	0		521
Greenacre - Mount Lewis	Community and personal service workers	0		21
Greenacre - Mount Lewis	Community and personal service workers	1	State territory	64
Greenacre - Mount Lewis	Labourers			16
Greenacre - Mount Lewis	Labourers	0		763
Greenacre - Mount Lewis	Labourers	0		12
Greenacre - Mount Lewis	Labourers	1	Local	3
