SA2_NAME16	Sex	workers
Magnetic Island	M	315
Mount Louisa	F	1468
Mount Louisa	M	3805
Mundingburra	F	1001
Mundingburra	M	405
Northern Beaches	F	414
Northern Beaches	M	451
Oonoonba	F	899
Oonoonba	M	713
South Townsville - Railway Estate	F	1281
South Townsville - Railway Estate	M	1938
Townsville - South	F	585
Townsville - South	M	1353
Townsville City - North Ward	F	6038
Townsville City - North Ward	M	4336
Wulguru - Roseneath	F	680
Wulguru - Roseneath	M	1856
Ashfield - Kepnock	F	649
Ashfield - Kepnock	M	396
Bargara - Burnett Heads	F	1236
Bargara - Burnett Heads	M	1386
Branyan - Kensington	F	575
Branyan - Kensington	M	687
Bundaberg	F	5874
Bundaberg	M	3645
Bundaberg East - Kalkie	F	1071
Bundaberg East - Kalkie	M	1651
Bundaberg North - Gooburrum	F	942
Bundaberg North - Gooburrum	M	1052
Bundaberg Region - North	F	515
Bundaberg Region - North	M	864
Bundaberg Region - South	F	1381
Bundaberg Region - South	M	1873
Millbank - Avoca	F	1309
Millbank - Avoca	M	723
Svensson Heights - Norville	F	1160
Svensson Heights - Norville	M	1623
Walkervale - Avenell Heights	F	685
Walkervale - Avenell Heights	M	739
Gayndah - Mundubbera	F	1340
Gayndah - Mundubbera	M	1474
Gin Gin	F	642
Gin Gin	M	665
Kingaroy	F	2900
Kingaroy	M	2410
Kingaroy Region - North	F	1374
Kingaroy Region - North	M	1411
Kingaroy Region - South	F	343
Kingaroy Region - South	M	515
Monto - Eidsvold	F	684
Monto - Eidsvold	M	878
Nanango	F	995
Nanango	M	1410
Cooloola	F	625
Cooloola	M	582
Gympie - North	F	5170
Gympie - North	M	4374
Gympie - South	F	720
Gympie - South	M	450
Gympie Region	F	1118
Gympie Region	M	1826
Kilkivan	F	371
Kilkivan	M	460
Booral - River Heads	F	171
Booral - River Heads	M	266
Craignish - Dundowran Beach	F	277
Craignish - Dundowran Beach	M	591
Pialba - Eli Waters	F	5203
Pialba - Eli Waters	M	3420
Point Vernon	F	293
Point Vernon	M	145
Torquay - Scarness - Kawungan	F	1643
Torquay - Scarness - Kawungan	M	1116
Urangan - Wondunna	F	1489
Urangan - Wondunna	M	1533
Burrum - Fraser	F	838
Burrum - Fraser	M	830
Granville	F	196
Granville	M	157
Maryborough (Qld)	F	4627
Maryborough (Qld)	M	4334
Maryborough Region - South	F	427
Maryborough Region - South	M	830
Tinana	F	322
Tinana	M	428
Migratory - Offshore - Shipping (Qld)	F	26
Migratory - Offshore - Shipping (Qld)	M	175
No usual address (Qld)	F	24039
No usual address (Qld)	M	74802
Adelaide	F	58262
Adelaide	M	49351
North Adelaide	F	6719
North Adelaide	M	3277
Adelaide Hills	F	695
Adelaide Hills	M	732
Aldgate - Stirling	F	2202
Aldgate - Stirling	M	1918
Hahndorf - Echunga	F	999
Hahndorf - Echunga	M	667
Lobethal - Woodside	F	1427
Lobethal - Woodside	M	1878
Mount Barker	F	3864
Mount Barker	M	3198
Mount Barker Region	F	443
Mount Barker Region	M	813
Nairne	F	255
Nairne	M	211
Uraidla - Summertown	F	417
Uraidla - Summertown	M	578
Burnside - Wattle Park	F	2212
Burnside - Wattle Park	M	1691
Glenside - Beaumont	F	1391
Glenside - Beaumont	M	1198
Toorak Gardens	F	6092
Toorak Gardens	M	4171
Athelstone	F	422
Athelstone	M	481
Paradise - Newton	F	2816
Paradise - Newton	M	2306
Rostrevor - Magill	F	1908
Rostrevor - Magill	M	1563
Norwood (SA)	F	6429
Norwood (SA)	M	5611
Payneham - Felixstow	F	2612
Payneham - Felixstow	M	2644
St Peters - Marden	F	3090
St Peters - Marden	M	2668
Nailsworth - Broadview	F	757
Nailsworth - Broadview	M	722
Prospect	F	2212
Prospect	M	2041
Walkerville	F	1437
Walkerville	M	910
Goodwood - Millswood	F	4314
Goodwood - Millswood	M	3767
Unley - Parkside	F	6694
Unley - Parkside	M	4609
Gawler - North	F	895
Gawler - North	M	1511
Gawler - South	F	3676
Gawler - South	M	2166
Lewiston - Two Wells	F	448
Lewiston - Two Wells	M	745
Craigmore - Blakeview	F	1132
Craigmore - Blakeview	M	572
Davoren Park	F	1312
Davoren Park	M	1903
Elizabeth	F	6168
Elizabeth	M	4406
Elizabeth East	F	902
Elizabeth East	M	461
Munno Para West - Angle Vale	F	1111
Munno Para West - Angle Vale	M	832
One Tree Hill	F	175
One Tree Hill	M	212
Smithfield - Elizabeth North	F	1599
Smithfield - Elizabeth North	M	1050
Virginia - Waterloo Corner	F	1101
Virginia - Waterloo Corner	M	1774
Enfield - Blair Athol	F	4656
Enfield - Blair Athol	M	8956
Northgate - Oakden - Gilles Plains	F	3017
Northgate - Oakden - Gilles Plains	M	2248
Windsor Gardens	F	2143
Windsor Gardens	M	2507
Dry Creek - North	F	100
Dry Creek - North	M	464
Ingle Farm	F	1531
Ingle Farm	M	860
Para Hills	F	1217
Para Hills	M	1538
Parafield	F	255
Parafield	M	468
Parafield Gardens	F	971
Parafield Gardens	M	718
Paralowie	F	884
Paralowie	M	614
Salisbury	F	4331
Salisbury	M	4019
Salisbury East	F	1105
Salisbury East	M	1476
Salisbury North	F	3014
Salisbury North	M	9093
Mawson Lakes - Globe Derby Park	F	2321
Mawson Lakes - Globe Derby Park	M	3156
Pooraka - Cavan	F	1708
Pooraka - Cavan	M	5047
Golden Grove	F	1874
Golden Grove	M	1607
Greenwith	F	339
Greenwith	M	244
Highbury - Dernancourt	F	468
Highbury - Dernancourt	M	457
Hope Valley - Modbury	F	5901
Hope Valley - Modbury	M	4140
Modbury Heights	F	1068
Modbury Heights	M	757
Redwood Park	F	841
Redwood Park	M	735
St Agnes - Ridgehaven	F	1607
St Agnes - Ridgehaven	M	1490
Brighton (SA)	F	2671
Brighton (SA)	M	1736
Glenelg (SA)	F	4224
Glenelg (SA)	M	3552
Edwardstown	F	2124
Edwardstown	M	3222
Hallett Cove	F	921
Hallett Cove	M	684
Marino - Seaview Downs	F	441
Marino - Seaview Downs	M	485
Mitchell Park	F	3342
Mitchell Park	M	2979
Morphettville	F	1375
Morphettville	M	1382
Sheidow Park - Trott Park	F	486
Sheidow Park - Trott Park	M	411
Warradale	F	2506
Warradale	M	1486
Belair	F	519
Belair	M	361
Bellevue Heights	F	6498
Bellevue Heights	M	2681
Blackwood	F	1251
Blackwood	M	1056
Colonel Light Gardens	F	3736
Colonel Light Gardens	M	3412
Mitcham (SA)	F	2659
Mitcham (SA)	M	2158
Panorama	F	1243
Panorama	M	1767
Aberfoyle Park	F	997
Aberfoyle Park	M	595
Aldinga	F	1196
Aldinga	M	820
Christie Downs	F	3415
Christie Downs	M	1681
Christies Beach	F	1804
Christies Beach	M	1249
Clarendon	F	164
Clarendon	M	230
Coromandel Valley	F	185
Coromandel Valley	M	197
Flagstaff Hill	F	568
Flagstaff Hill	M	632
Hackham - Onkaparinga Hills	F	492
Hackham - Onkaparinga Hills	M	489
Hackham West - Huntfield Heights	F	293
Hackham West - Huntfield Heights	M	163
Happy Valley	F	886
Happy Valley	M	658
Happy Valley Reservoir	F	21
Happy Valley Reservoir	M	94
Lonsdale	F	1120
Lonsdale	M	4571
McLaren Vale	F	1490
McLaren Vale	M	1473
Morphett Vale - East	F	1701
Morphett Vale - East	M	992
Morphett Vale - West	F	1082
Morphett Vale - West	M	659
Reynella	F	1081
Reynella	M	925
Seaford (SA)	F	1884
Seaford (SA)	M	1679
Willunga	F	549
Willunga	M	597
Woodcroft	F	736
Woodcroft	M	481
Beverley	F	3149
Beverley	M	3088
Flinders Park	F	2029
Flinders Park	M	2266
Henley Beach	F	1672
Henley Beach	M	1265
Hindmarsh - Brompton	F	4111
Hindmarsh - Brompton	M	5529
Royal Park - Hendon - Albert Park	F	930
Royal Park - Hendon - Albert Park	M	2026
Seaton - Grange	F	1233
Seaton - Grange	M	893
West Lakes	F	2173
West Lakes	M	1351
Woodville - Cheltenham	F	3363
Woodville - Cheltenham	M	4302
Dry Creek - South	F	8
Dry Creek - South	M	68
Largs Bay - Semaphore	F	1605
Largs Bay - Semaphore	M	1445
North Haven	F	1344
North Haven	M	4486
Port Adelaide	F	4819
Port Adelaide	M	6913
The Parks	F	4775
The Parks	M	13868
Torrens Island	F	11
Torrens Island	M	145
Adelaide Airport	F	2190
Adelaide Airport	M	3454
Fulham	F	262
Fulham	M	210
Lockleys	F	1613
Lockleys	M	1700
Plympton	F	6343
Plympton	M	8217
Richmond (SA)	F	7332
Richmond (SA)	M	11170
West Beach	F	504
West Beach	M	426
Barossa - Angaston	F	1226
Barossa - Angaston	M	1533
Light	F	1343
Light	M	1512
Lyndoch	F	579
Lyndoch	M	726
Mallala	F	281
Mallala	M	495
Nuriootpa	F	1820
Nuriootpa	M	1901
Tanunda	F	1356
Tanunda	M	1179
Clare	F	1340
Clare	M	1037
Gilbert Valley	F	713
Gilbert Valley	M	987
Goyder	F	576
Goyder	M	767
Wakefield - Barunga West	F	1426
Wakefield - Barunga West	M	2015
Jamestown	F	793
Jamestown	M	948
Peterborough - Mount Remarkable	F	797
Peterborough - Mount Remarkable	M	882
Port Pirie	F	2937
Port Pirie	M	2927
Port Pirie Region	F	332
Port Pirie Region	M	434
Kadina	F	1254
Kadina	M	1162
Moonta	F	505
Moonta	M	516
Wallaroo	F	559
Wallaroo	M	399
Yorke Peninsula - North	F	1200
Yorke Peninsula - North	M	1340
Yorke Peninsula - South	F	556
Yorke Peninsula - South	M	614
Ceduna	F	704
Ceduna	M	601
Eyre Peninsula	F	918
Eyre Peninsula	M	1305
Kimba - Cleve - Franklin Harbour	F	841
Kimba - Cleve - Franklin Harbour	M	1121
Le Hunte - Elliston	F	507
Le Hunte - Elliston	M	588
Port Lincoln	F	3621
Port Lincoln	M	3162
West Coast (SA)	F	540
West Coast (SA)	M	781
Western	F	7
Western	M	36
Whyalla	F	3668
Whyalla	M	3295
Whyalla - North	F	93
Whyalla - North	M	801
APY Lands	F	333
APY Lands	M	292
Coober Pedy	F	323
Coober Pedy	M	358
Quorn - Lake Gilles	F	301
Quorn - Lake Gilles	M	547
Outback	F	683
Outback	M	2298
Port Augusta	F	2884
Port Augusta	M	2438
Roxby Downs	F	856
Roxby Downs	M	2676
Goolwa - Port Elliot	F	1445
Goolwa - Port Elliot	M	1286
Kangaroo Island	F	1035
Kangaroo Island	M	1020
Strathalbyn	F	1121
Strathalbyn	M	884
Strathalbyn Region	F	684
Strathalbyn Region	M	1109
Victor Harbor	F	2467
Victor Harbor	M	1823
Yankalilla	F	737
Yankalilla	M	799
Grant	F	614
Grant	M	1103
Kingston - Robe	F	739
Kingston - Robe	M	809
Millicent	F	1007
Millicent	M	847
Naracoorte	F	1400
Naracoorte	M	1281
Naracoorte Region	F	442
Naracoorte Region	M	941
Penola	F	658
Penola	M	968
Tatiara	F	1459
Tatiara	M	1959
Wattle Range	F	398
Wattle Range	M	706
Mount Gambier - East	F	3916
Mount Gambier - East	M	3538
Mount Gambier - West	F	2925
Mount Gambier - West	M	2807
Barmera	F	824
Barmera	M	985
Berri	F	1565
Berri	M	1166
Karoonda - Lameroo	F	631
Karoonda - Lameroo	M	809
Loxton	F	1064
Loxton	M	1109
Loxton Region	F	171
Loxton Region	M	392
Mannum	F	802
Mannum	M	936
Murray Bridge	F	3758
Murray Bridge	M	3594
Murray Bridge Region	F	532
Murray Bridge Region	M	1164
Renmark	F	1186
Renmark	M	1052
Renmark Region	F	530
Renmark Region	M	1051
The Coorong	F	900
The Coorong	M	1136
Waikerie	F	1077
Waikerie	M	1247
Migratory - Offshore - Shipping (SA)	F	3
Migratory - Offshore - Shipping (SA)	M	62
No usual address (SA)	F	9161
No usual address (SA)	M	25152
Augusta	F	899
Augusta	M	1071
Busselton	F	5368
Busselton	M	4148
Busselton Region	F	1997
Busselton Region	M	2088
Margaret River	F	2119
Margaret River	M	1752
Australind - Leschenault	F	1650
Australind - Leschenault	M	1137
Capel	F	589
Capel	M	749
College Grove - Carey Park	F	1164
College Grove - Carey Park	M	599
Collie	F	1600
Collie	M	2891
Dardanup	F	414
Dardanup	M	1081
Davenport	F	937
Davenport	M	2722
Eaton - Pelican Point	F	1361
Eaton - Pelican Point	M	668
Harvey	F	1382
Harvey	M	2459
East Bunbury - Glen Iris	F	2740
East Bunbury - Glen Iris	M	2919
Waroona	F	670
Waroona	M	1496
Dalyellup	F	1124
Dalyellup	M	634
Gelorup - Stratham	F	276
Gelorup - Stratham	M	227
South Bunbury - Bunbury	F	6462
South Bunbury - Bunbury	M	3982
Withers - Usher	F	318
Withers - Usher	M	124
Bridgetown - Boyup Brook	F	1126
Bridgetown - Boyup Brook	M	1205
Donnybrook - Balingup	F	834
Donnybrook - Balingup	M	802
Manjimup	F	1396
Manjimup	M	1359
Pemberton	F	848
Pemberton	M	995
Dawesville - Bouvard	F	375
Dawesville - Bouvard	M	312
Falcon - Wannanup	F	831
Falcon - Wannanup	M	562
Greenfields	F	2676
Greenfields	M	1800
Halls Head - Erskine	F	1997
Halls Head - Erskine	M	966
Mandurah	F	4946
Mandurah	M	3555
Mandurah - East	F	307
Mandurah - East	M	333
Mandurah - North	F	1356
Mandurah - North	M	792
Mandurah - South	F	788
Mandurah - South	M	383
Pinjarra	F	1701
Pinjarra	M	2700
City Beach	F	720
City Beach	M	621
Claremont (WA)	F	3782
Claremont (WA)	M	2223
Cottesloe	F	1507
Cottesloe	M	1087
Floreat	F	1084
Floreat	M	673
Mosman Park - Peppermint Grove	F	2216
Mosman Park - Peppermint Grove	M	1306
Nedlands - Dalkeith - Crawley	F	12431
Nedlands - Dalkeith - Crawley	M	7864
Swanbourne - Mount Claremont	F	2105
Swanbourne - Mount Claremont	M	2310
Kings Park (WA)	F	221
Kings Park (WA)	M	216
Mount Hawthorn - Leederville	F	3527
Mount Hawthorn - Leederville	M	3196
Mount Lawley - Inglewood	F	4061
Mount Lawley - Inglewood	M	2414
North Perth	F	1738
North Perth	M	1346
Perth City	F	65743
Perth City	M	71696
Subiaco - Shenton Park	F	13211
Subiaco - Shenton Park	M	9726
Wembley - West Leederville - Glendalough	F	6625
Wembley - West Leederville - Glendalough	M	3732
Bassendean - Eden Hill - Ashfield	F	2233
Bassendean - Eden Hill - Ashfield	M	3708
Bayswater - Embleton - Bedford	F	2964
Bayswater - Embleton - Bedford	M	4913
Maylands	F	1247
Maylands	M	1273
Morley	F	4611
Morley	M	3297
Noranda	F	752
Noranda	M	450
Chidlow	F	589
Chidlow	M	764
Glen Forrest - Darlington	F	556
Glen Forrest - Darlington	M	410
Helena Valley - Koongamia	F	347
Helena Valley - Koongamia	M	245
Mundaring	F	1667
Mundaring	M	1283
Swan View - Greenmount - Midvale	F	1449
Swan View - Greenmount - Midvale	M	1909
Avon Valley National Park	M	4
Ballajura	F	1338
Ballajura	M	1022
Beechboro	F	1331
Beechboro	M	999
Bullsbrook	F	733
Bullsbrook	M	1197
Ellenbrook	F	3361
Ellenbrook	M	1916
Gidgegannup	F	234
Gidgegannup	M	213
Hazelmere - Guildford	F	1188
Hazelmere - Guildford	M	4610
Lockridge - Kiara	F	693
Lockridge - Kiara	M	647
Malaga	F	4545
Malaga	M	11428
Middle Swan - Herne Hill	F	1033
Middle Swan - Herne Hill	M	1192
Midland - Guildford	F	8340
Midland - Guildford	M	6231
Stratton - Jane Brook	F	270
Stratton - Jane Brook	M	229
The Vines	F	663
The Vines	M	733
Craigie - Beldon	F	1163
Craigie - Beldon	M	741
Currambine - Kinross	F	1514
Currambine - Kinross	M	958
Duncraig	F	2208
Duncraig	M	1174
Greenwood - Warwick	F	2262
Greenwood - Warwick	M	1546
Heathridge - Connolly	F	617
Heathridge - Connolly	M	481
Hillarys	F	2845
Hillarys	M	1775
Iluka - Burns Beach	F	274
Iluka - Burns Beach	M	354
Joondalup - Edgewater	F	11863
Joondalup - Edgewater	M	6678
Kingsley	F	1394
Kingsley	M	678
Mullaloo - Kallaroo	F	646
Mullaloo - Kallaroo	M	721
Ocean Reef	F	952
Ocean Reef	M	565
Padbury	F	1013
Padbury	M	522
Sorrento - Marmion	F	849
Sorrento - Marmion	M	670
Woodvale	F	1003
Woodvale	M	620
Balcatta - Hamersley	F	4418
Balcatta - Hamersley	M	7069
Balga - Mirrabooka	F	1051
Balga - Mirrabooka	M	835
Dianella	F	3262
Dianella	M	2203
Herdsman	F	13
Herdsman	M	9
Innaloo - Doubleview	F	2408
Innaloo - Doubleview	M	1717
Karrinyup - Gwelup - Carine	F	3464
Karrinyup - Gwelup - Carine	M	1872
Nollamara - Westminster	F	943
Nollamara - Westminster	M	660
Osborne Park Industrial	F	9201
Osborne Park Industrial	M	12828
Scarborough	F	1337
Scarborough	M	1246
Stirling - Osborne Park	F	3436
Stirling - Osborne Park	M	3974
Trigg - North Beach - Watermans Bay	F	690
Trigg - North Beach - Watermans Bay	M	569
Tuart Hill - Joondanna	F	855
Tuart Hill - Joondanna	M	683
Wembley Downs - Churchlands - Woodlands	F	1639
Wembley Downs - Churchlands - Woodlands	M	1270
Yokine - Coolbinia - Menora	F	1812
Yokine - Coolbinia - Menora	M	1123
Alexander Heights - Koondoola	F	774
Alexander Heights - Koondoola	M	512
Butler - Merriwa - Ridgewood	F	1921
Butler - Merriwa - Ridgewood	M	1046
Carramar	F	1235
Carramar	M	1373
Clarkson	F	2021
Clarkson	M	1405
Girrawheen	F	713
Girrawheen	M	406
Madeley - Darch - Landsdale	F	5790
Madeley - Darch - Landsdale	M	12569
Marangaroo	F	578
Marangaroo	M	336
Mindarie - Quinns Rocks - Jindalee	F	1728
Mindarie - Quinns Rocks - Jindalee	M	1239
Neerabup National Park	F	26
Neerabup National Park	M	138
Tapping - Ashby - Sinagra	F	816
Tapping - Ashby - Sinagra	M	722
Wanneroo	F	3242
Wanneroo	M	2508
Alkimos - Eglinton	F	233
Alkimos - Eglinton	M	283
Carabooda - Pinjar	F	345
Carabooda - Pinjar	M	485
Two Rocks	F	357
Two Rocks	M	197
Yanchep	F	603
Yanchep	M	404
Armadale - Wungong - Brookdale	F	3643
Armadale - Wungong - Brookdale	M	2522
Camillo - Champion Lakes	F	412
Camillo - Champion Lakes	M	269
Forrestdale - Harrisdale - Piara Waters	F	1396
Forrestdale - Harrisdale - Piara Waters	M	1631
Kelmscott	F	1841
Kelmscott	M	1860
Mount Nasura - Mount Richon - Bedfordale	F	1621
Mount Nasura - Mount Richon - Bedfordale	M	610
Roleystone	F	576
Roleystone	M	501
Seville Grove	F	439
Seville Grove	M	283
Belmont - Ascot - Redcliffe	F	5252
Belmont - Ascot - Redcliffe	M	8666
East Victoria Park - Carlisle	F	2937
East Victoria Park - Carlisle	M	2775
Kewdale Commercial	F	1731
Kewdale Commercial	M	5325
Perth Airport	F	4386
Perth Airport	M	8426
Rivervale - Kewdale - Cloverdale	F	2782
Rivervale - Kewdale - Cloverdale	M	2529
Victoria Park - Lathlain - Burswood	F	5441
Victoria Park - Lathlain - Burswood	M	7435
Bentley - Wilson - St James	F	6903
Bentley - Wilson - St James	M	5822
Canning Vale - West	F	1038
Canning Vale - West	M	708
Canning Vale Commercial	F	3953
Canning Vale Commercial	M	10610
Cannington - Queens Park	F	5099
Cannington - Queens Park	M	4192
Parkwood - Ferndale - Lynwood	F	933
Parkwood - Ferndale - Lynwood	M	533
Riverton - Shelley - Rossmoyne	F	1539
Riverton - Shelley - Rossmoyne	M	852
Welshpool	F	3909
Welshpool	M	13242
Willetton	F	2448
Willetton	M	2215
Beckenham - Kenwick - Langford	F	1548
Beckenham - Kenwick - Langford	M	2138
Canning Vale - East	F	2038
Canning Vale - East	M	1913
Gosnells	F	1878
Gosnells	M	1126
Huntingdale - Southern River	F	1163
Huntingdale - Southern River	M	734
Maddington - Orange Grove - Martin	F	3333
Maddington - Orange Grove - Martin	M	5525
Thornlie	F	1673
Thornlie	M	1224
Forrestfield - Wattle Grove	F	2235
Forrestfield - Wattle Grove	M	4254
High Wycombe	F	947
High Wycombe	M	1121
Kalamunda - Maida Vale - Gooseberry Hill	F	1990
Kalamunda - Maida Vale - Gooseberry Hill	M	1378
Lesmurdie - Bickley - Carmel	F	1403
Lesmurdie - Bickley - Carmel	M	1151
Byford	F	1087
Byford	M	825
Mundijong	F	634
Mundijong	M	965
Serpentine - Jarrahdale	F	465
Serpentine - Jarrahdale	M	609
Como	F	1596
Como	M	1167
Manning - Waterford	F	1449
Manning - Waterford	M	1043
South Perth - Kensington	F	4326
South Perth - Kensington	M	3547
Banjup	F	1290
Banjup	M	807
Bibra Industrial	F	2348
Bibra Industrial	M	6643
Coogee	F	509
Coogee	M	578
Coolbellup	F	355
Coolbellup	M	270
Hamilton Hill	F	955
Hamilton Hill	M	768
Henderson	F	905
Henderson	M	4805
North Coogee	F	217
North Coogee	M	336
South Lake - Cockburn Central	F	2299
South Lake - Cockburn Central	M	2768
Spearwood	F	1422
Spearwood	M	983
Success - Hammond Park	F	2029
Success - Hammond Park	M	1053
Yangebup	F	448
Yangebup	M	563
Beeliar - Wattleup	F	811
Beeliar - Wattleup	M	936
Jandakot	F	2228
Jandakot	M	4978
East Fremantle	F	994
East Fremantle	M	800
Fremantle	F	8400
Fremantle	M	8194
Fremantle - South	F	2318
Fremantle - South	M	1893
O'Connor (WA)	F	1304
O'Connor (WA)	M	3030
Bertram - Wellard (West)	F	663
Bertram - Wellard (West)	M	701
Calista	F	699
Calista	M	521
Hope Valley - Postans	F	116
Hope Valley - Postans	M	416
Kwinana Industrial	F	903
Kwinana Industrial	M	4718
Parmelia - Orelia	F	1476
Parmelia - Orelia	M	1081
Casuarina - Wandi	F	545
Casuarina - Wandi	M	806
Applecross - Ardross	F	2228
Applecross - Ardross	M	1988
Bateman	F	408
Bateman	M	188
Bicton - Palmyra	F	1630
Bicton - Palmyra	M	1410
Booragoon	F	4371
Booragoon	M	2744
Bull Creek	F	1170
Bull Creek	M	616
Leeming	F	858
Leeming	M	603
Melville	F	3659
Melville	M	3244
Murdoch - Kardinya	F	9263
Murdoch - Kardinya	M	4351
Willagee	F	498
Willagee	M	280
Winthrop	F	407
Winthrop	M	293
Baldivis	F	2761
Baldivis	M	1791
Cooloongup	F	1548
Cooloongup	M	523
Port Kennedy	F	1663
Port Kennedy	M	1110
Rockingham	F	6552
Rockingham	M	7359
Rockingham Lakes	F	4
Rockingham Lakes	M	9
Safety Bay - Shoalwater	F	977
Safety Bay - Shoalwater	M	444
Singleton - Golden Bay - Secret Harbour	F	1294
Singleton - Golden Bay - Secret Harbour	M	767
Waikiki	F	856
Waikiki	M	401
Warnbro	F	1418
Warnbro	M	571
Albany	F	5615
Albany	M	4016
Albany Region	F	679
Albany Region	M	869
Bayonet Head - Lower King	F	230
Bayonet Head - Lower King	M	179
Denmark	F	970
Denmark	M	931
Gnowangerup	F	617
Gnowangerup	M	888
Katanning	F	947
Katanning	M	1069
Kojonup	F	788
Kojonup	M	1022
Little Grove - Elleker	F	227
Little Grove - Elleker	M	437
McKail - Willyung	F	955
McKail - Willyung	M	1613
Plantagenet	F	826
Plantagenet	M	1193
Chittering	F	592
Chittering	M	762
Cunderdin	F	698
Cunderdin	M	870
Dowerin	F	752
Dowerin	M	971
Gingin - Dandaragan	F	1483
Gingin - Dandaragan	M	1850
Merredin	F	1044
Merredin	M	1235
Moora	F	1036
Moora	M	1387
Mukinbudin	F	655
Mukinbudin	M	1698
Northam	F	2235
Northam	M	2127
Toodyay	F	423
Toodyay	M	432
York - Beverley	F	770
York - Beverley	M	751
Brookton	F	664
Brookton	M	789
Kulin	F	943
Kulin	M	1510
Murray	F	623
Murray	M	1832
Narrogin	F	1226
Narrogin	M	1010
Wagin	F	738
Wagin	M	1074
Broome	F	3486
Broome	M	3347
Derby - West Kimberley	F	1233
Derby - West Kimberley	M	1359
Halls Creek	F	422
Halls Creek	M	474
Kununurra	F	1718
Kununurra	M	1981
Roebuck	F	268
Roebuck	M	300
East Pilbara	F	1871
East Pilbara	M	10048
Newman	F	951
Newman	M	1756
Port Hedland	F	1409
Port Hedland	M	4806
South Hedland	F	1616
South Hedland	M	1039
Ashburton (WA)	F	3608
Ashburton (WA)	M	19929
Karratha	F	3020
Karratha	M	3616
Roebourne	F	1407
Roebourne	M	4948
Esperance	F	2512
Esperance	M	2499
Esperance Region	F	657
Esperance Region	M	1292
Carnarvon	F	1063
Carnarvon	M	1065
Exmouth	F	1037
Exmouth	M	1457
Boulder	F	507
Boulder	M	917
Kalgoorlie	F	4814
Kalgoorlie	M	5536
Kalgoorlie - North	F	813
Kalgoorlie - North	M	388
Kalgoorlie Airport	F	27
Kalgoorlie Airport	M	66
Kambalda - Coolgardie - Norseman	F	875
Kambalda - Coolgardie - Norseman	M	2697
Leinster - Leonora	F	1060
Leinster - Leonora	M	4620
Trafalgar (WA)	F	176
Trafalgar (WA)	M	591
Geraldton	F	6394
Geraldton	M	5227
Geraldton - East	F	789
Geraldton - East	M	1364
Geraldton - North	F	334
Geraldton - North	M	285
Geraldton - South	F	370
Geraldton - South	M	271
Irwin	F	543
Irwin	M	500
Meekatharra	F	811
Meekatharra	M	2845
Morawa	F	812
Morawa	M	1501
Northampton - Mullewa - Greenough	F	911
Northampton - Mullewa - Greenough	M	1242
Migratory - Offshore - Shipping (WA)	F	99
Migratory - Offshore - Shipping (WA)	M	1495
No usual address (WA)	F	13312
No usual address (WA)	M	41065
Bridgewater - Gagebrook	F	713
Bridgewater - Gagebrook	M	910
Brighton - Pontville	F	342
Brighton - Pontville	M	528
Old Beach - Otago	F	183
Old Beach - Otago	M	169
Bellerive - Rosny	F	2613
Bellerive - Rosny	M	1581
Cambridge	F	1370
Cambridge	M	2624
Geilston Bay - Risdon	F	108
Geilston Bay - Risdon	M	162
Howrah - Tranmere	F	618
Howrah - Tranmere	M	435
Lindisfarne - Rose Bay	F	922
Lindisfarne - Rose Bay	M	513
Mornington - Warrane	F	839
Mornington - Warrane	M	1285
Risdon Vale	F	263
Risdon Vale	M	383
Rokeby	F	403
Rokeby	M	336
South Arm	F	110
South Arm	M	233
Austins Ferry - Granton	F	174
Austins Ferry - Granton	M	337
Berriedale - Chigwell	F	329
Berriedale - Chigwell	M	334
Claremont (Tas.)	F	827
Claremont (Tas.)	M	803
Derwent Park - Lutana	F	1405
Derwent Park - Lutana	M	3678
Glenorchy	F	2407
Glenorchy	M	2329
Montrose - Rosetta	F	392
Montrose - Rosetta	M	391
Moonah	F	2079
Moonah	M	3101
New Norfolk	F	900
New Norfolk	M	882
West Moonah	F	114
West Moonah	M	96
Kingston - Huntingfield	F	2241
Kingston - Huntingfield	M	2369
Kingston Beach - Blackmans Bay	F	647
Kingston Beach - Blackmans Bay	M	550
Margate - Snug	F	572
Margate - Snug	M	839
Taroona - Bonnet Hill	F	339
Taroona - Bonnet Hill	M	275
Hobart	F	20228
Hobart	M	16227
Lenah Valley - Mount Stuart	F	1109
Lenah Valley - Mount Stuart	M	644
Mount Nelson - Dynnyrne	F	309
Mount Nelson - Dynnyrne	M	248
New Town	F	2253
New Town	M	1471
Sandy Bay	F	3050
Sandy Bay	M	2375
South Hobart - Fern Tree	F	946
South Hobart - Fern Tree	M	591
West Hobart	F	387
West Hobart	M	360
Dodges Ferry - Lewisham	F	333
Dodges Ferry - Lewisham	M	407
Sorell - Richmond	F	1271
Sorell - Richmond	M	1087
Invermay	F	1033
Invermay	M	2052
Kings Meadows - Punchbowl	F	1615
Kings Meadows - Punchbowl	M	1517
Launceston	F	9031
Launceston	M	6022
Legana	F	391
Legana	M	426
Mowbray	F	724
Mowbray	M	858
Newnham - Mayfield	F	1147
Newnham - Mayfield	M	1330
Newstead	F	1049
Newstead	M	614
Norwood (Tas.)	F	481
Norwood (Tas.)	M	201
Prospect Vale - Blackstone	F	1147
Prospect Vale - Blackstone	M	863
Ravenswood	F	193
Ravenswood	M	105
Riverside	F	654
Riverside	M	458
