SA2_NAME16	EmploymentStatus	Sex	workers
Winchelsea		F	11
Winchelsea		M	15
Winchelsea	Contributing family workers	F	59
Winchelsea	Contributing family workers	M	72
Winchelsea	Employee	F	403
Winchelsea	Employee	M	384
Winchelsea	Owner managers of incorporated enterprises	F	66
Winchelsea	Owner managers of incorporated enterprises	M	120
Winchelsea	Owner managers of unincorporated enterprises	F	93
Winchelsea	Owner managers of unincorporated enterprises	M	186
Belmont		F	26
Belmont		M	22
Belmont	Contributing family workers	F	33
Belmont	Contributing family workers	M	22
Belmont	Employee	F	2817
Belmont	Employee	M	1757
Belmont	Owner managers of incorporated enterprises	F	110
Belmont	Owner managers of incorporated enterprises	M	200
Belmont	Owner managers of unincorporated enterprises	F	174
Belmont	Owner managers of unincorporated enterprises	M	231
Corio - Norlane		F	41
Corio - Norlane		M	53
Corio - Norlane	Contributing family workers	F	46
Corio - Norlane	Contributing family workers	M	31
Corio - Norlane	Employee	F	2928
Corio - Norlane	Employee	M	3788
Corio - Norlane	Owner managers of incorporated enterprises	F	90
Corio - Norlane	Owner managers of incorporated enterprises	M	253
Corio - Norlane	Owner managers of unincorporated enterprises	F	88
Corio - Norlane	Owner managers of unincorporated enterprises	M	200
Geelong		F	119
Geelong		M	117
Geelong	Contributing family workers	F	119
Geelong	Contributing family workers	M	92
Geelong	Employee	F	16535
Geelong	Employee	M	11724
Geelong	Owner managers of incorporated enterprises	F	366
Geelong	Owner managers of incorporated enterprises	M	949
Geelong	Owner managers of unincorporated enterprises	F	451
Geelong	Owner managers of unincorporated enterprises	M	630
Geelong West - Hamlyn Heights		F	26
Geelong West - Hamlyn Heights		M	11
Geelong West - Hamlyn Heights	Contributing family workers	F	44
Geelong West - Hamlyn Heights	Contributing family workers	M	37
Geelong West - Hamlyn Heights	Employee	F	2658
Geelong West - Hamlyn Heights	Employee	M	1535
Geelong West - Hamlyn Heights	Owner managers of incorporated enterprises	F	135
Geelong West - Hamlyn Heights	Owner managers of incorporated enterprises	M	299
Geelong West - Hamlyn Heights	Owner managers of unincorporated enterprises	F	251
Geelong West - Hamlyn Heights	Owner managers of unincorporated enterprises	M	255
Grovedale		F	32
Grovedale		M	27
Grovedale	Contributing family workers	F	52
Grovedale	Contributing family workers	M	34
Grovedale	Employee	F	2957
Grovedale	Employee	M	2054
Grovedale	Owner managers of incorporated enterprises	F	91
Grovedale	Owner managers of incorporated enterprises	M	244
Grovedale	Owner managers of unincorporated enterprises	F	165
Grovedale	Owner managers of unincorporated enterprises	M	282
Highton		F	21
Highton		M	25
Highton	Contributing family workers	F	45
Highton	Contributing family workers	M	32
Highton	Employee	F	2320
Highton	Employee	M	1668
Highton	Owner managers of incorporated enterprises	F	110
Highton	Owner managers of incorporated enterprises	M	233
Highton	Owner managers of unincorporated enterprises	F	165
Highton	Owner managers of unincorporated enterprises	M	250
Lara		F	22
Lara		M	29
Lara	Contributing family workers	F	38
Lara	Contributing family workers	M	35
Lara	Employee	F	2084
Lara	Employee	M	2793
Lara	Owner managers of incorporated enterprises	F	96
Lara	Owner managers of incorporated enterprises	M	213
Lara	Owner managers of unincorporated enterprises	F	139
Lara	Owner managers of unincorporated enterprises	M	214
Leopold		F	7
Leopold		M	8
Leopold	Contributing family workers	F	28
Leopold	Contributing family workers	M	21
Leopold	Employee	F	622
Leopold	Employee	M	360
Leopold	Owner managers of incorporated enterprises	F	45
Leopold	Owner managers of incorporated enterprises	M	63
Leopold	Owner managers of unincorporated enterprises	F	83
Leopold	Owner managers of unincorporated enterprises	M	111
Newcomb - Moolap		F	21
Newcomb - Moolap		M	35
Newcomb - Moolap	Contributing family workers	F	46
Newcomb - Moolap	Contributing family workers	M	36
Newcomb - Moolap	Employee	F	1750
Newcomb - Moolap	Employee	M	1983
Newcomb - Moolap	Owner managers of incorporated enterprises	F	86
Newcomb - Moolap	Owner managers of incorporated enterprises	M	302
Newcomb - Moolap	Owner managers of unincorporated enterprises	F	112
Newcomb - Moolap	Owner managers of unincorporated enterprises	M	223
Newtown (Vic.)		F	26
Newtown (Vic.)		M	24
Newtown (Vic.)	Contributing family workers	F	31
Newtown (Vic.)	Contributing family workers	M	21
Newtown (Vic.)	Employee	F	2007
Newtown (Vic.)	Employee	M	1478
Newtown (Vic.)	Owner managers of incorporated enterprises	F	116
Newtown (Vic.)	Owner managers of incorporated enterprises	M	244
Newtown (Vic.)	Owner managers of unincorporated enterprises	F	166
Newtown (Vic.)	Owner managers of unincorporated enterprises	M	187
North Geelong - Bell Park		F	40
North Geelong - Bell Park		M	65
North Geelong - Bell Park	Contributing family workers	F	54
North Geelong - Bell Park	Contributing family workers	M	38
North Geelong - Bell Park	Employee	F	4093
North Geelong - Bell Park	Employee	M	5219
North Geelong - Bell Park	Owner managers of incorporated enterprises	F	139
North Geelong - Bell Park	Owner managers of incorporated enterprises	M	453
North Geelong - Bell Park	Owner managers of unincorporated enterprises	F	136
North Geelong - Bell Park	Owner managers of unincorporated enterprises	M	289
Clifton Springs		F	13
Clifton Springs		M	23
Clifton Springs	Contributing family workers	F	41
Clifton Springs	Contributing family workers	M	29
Clifton Springs	Employee	F	1028
Clifton Springs	Employee	M	710
Clifton Springs	Owner managers of incorporated enterprises	F	67
Clifton Springs	Owner managers of incorporated enterprises	M	136
Clifton Springs	Owner managers of unincorporated enterprises	F	135
Clifton Springs	Owner managers of unincorporated enterprises	M	177
Lorne - Anglesea		F	15
Lorne - Anglesea		M	13
Lorne - Anglesea	Contributing family workers	F	34
Lorne - Anglesea	Contributing family workers	M	27
Lorne - Anglesea	Employee	F	715
Lorne - Anglesea	Employee	M	628
Lorne - Anglesea	Owner managers of incorporated enterprises	F	66
Lorne - Anglesea	Owner managers of incorporated enterprises	M	156
Lorne - Anglesea	Owner managers of unincorporated enterprises	F	98
Lorne - Anglesea	Owner managers of unincorporated enterprises	M	164
Ocean Grove - Barwon Heads		F	21
Ocean Grove - Barwon Heads		M	28
Ocean Grove - Barwon Heads	Contributing family workers	F	89
Ocean Grove - Barwon Heads	Contributing family workers	M	53
Ocean Grove - Barwon Heads	Employee	F	2038
Ocean Grove - Barwon Heads	Employee	M	1372
Ocean Grove - Barwon Heads	Owner managers of incorporated enterprises	F	189
Ocean Grove - Barwon Heads	Owner managers of incorporated enterprises	M	404
Ocean Grove - Barwon Heads	Owner managers of unincorporated enterprises	F	309
Ocean Grove - Barwon Heads	Owner managers of unincorporated enterprises	M	383
Portarlington		F	5
Portarlington		M	3
Portarlington	Contributing family workers	F	33
Portarlington	Contributing family workers	M	29
Portarlington	Employee	F	387
Portarlington	Employee	M	308
Portarlington	Owner managers of incorporated enterprises	F	49
Portarlington	Owner managers of incorporated enterprises	M	84
Portarlington	Owner managers of unincorporated enterprises	F	60
Portarlington	Owner managers of unincorporated enterprises	M	102
Point Lonsdale - Queenscliff		F	17
Point Lonsdale - Queenscliff		M	5
Point Lonsdale - Queenscliff	Contributing family workers	F	25
Point Lonsdale - Queenscliff	Contributing family workers	M	20
Point Lonsdale - Queenscliff	Employee	F	707
Point Lonsdale - Queenscliff	Employee	M	445
Point Lonsdale - Queenscliff	Owner managers of incorporated enterprises	F	64
Point Lonsdale - Queenscliff	Owner managers of incorporated enterprises	M	87
Point Lonsdale - Queenscliff	Owner managers of unincorporated enterprises	F	80
Point Lonsdale - Queenscliff	Owner managers of unincorporated enterprises	M	110
Torquay		F	26
Torquay		M	30
Torquay	Contributing family workers	F	103
Torquay	Contributing family workers	M	60
Torquay	Employee	F	2184
Torquay	Employee	M	1692
Torquay	Owner managers of incorporated enterprises	F	169
Torquay	Owner managers of incorporated enterprises	M	395
Torquay	Owner managers of unincorporated enterprises	F	315
Torquay	Owner managers of unincorporated enterprises	M	373
Alexandra		F	16
Alexandra		M	32
Alexandra	Contributing family workers	F	58
Alexandra	Contributing family workers	M	60
Alexandra	Employee	F	959
Alexandra	Employee	M	811
Alexandra	Owner managers of incorporated enterprises	F	74
Alexandra	Owner managers of incorporated enterprises	M	126
Alexandra	Owner managers of unincorporated enterprises	F	112
Alexandra	Owner managers of unincorporated enterprises	M	217
Euroa		F	21
Euroa		M	24
Euroa	Contributing family workers	F	90
Euroa	Contributing family workers	M	99
Euroa	Employee	F	741
Euroa	Employee	M	601
Euroa	Owner managers of incorporated enterprises	F	62
Euroa	Owner managers of incorporated enterprises	M	120
Euroa	Owner managers of unincorporated enterprises	F	126
Euroa	Owner managers of unincorporated enterprises	M	240
Kilmore - Broadford		F	28
Kilmore - Broadford		M	33
Kilmore - Broadford	Contributing family workers	F	59
Kilmore - Broadford	Contributing family workers	M	39
Kilmore - Broadford	Employee	F	1821
Kilmore - Broadford	Employee	M	1189
Kilmore - Broadford	Owner managers of incorporated enterprises	F	88
Kilmore - Broadford	Owner managers of incorporated enterprises	M	193
Kilmore - Broadford	Owner managers of unincorporated enterprises	F	137
Kilmore - Broadford	Owner managers of unincorporated enterprises	M	184
Mansfield (Vic.)		F	20
Mansfield (Vic.)		M	34
Mansfield (Vic.)	Contributing family workers	F	90
Mansfield (Vic.)	Contributing family workers	M	107
Mansfield (Vic.)	Employee	F	1621
Mansfield (Vic.)	Employee	M	1320
Mansfield (Vic.)	Owner managers of incorporated enterprises	F	117
Mansfield (Vic.)	Owner managers of incorporated enterprises	M	233
Mansfield (Vic.)	Owner managers of unincorporated enterprises	F	181
Mansfield (Vic.)	Owner managers of unincorporated enterprises	M	298
Nagambie		F	12
Nagambie		M	17
Nagambie	Contributing family workers	F	40
Nagambie	Contributing family workers	M	47
Nagambie	Employee	F	463
Nagambie	Employee	M	543
Nagambie	Owner managers of incorporated enterprises	F	39
Nagambie	Owner managers of incorporated enterprises	M	75
Nagambie	Owner managers of unincorporated enterprises	F	48
Nagambie	Owner managers of unincorporated enterprises	M	124
Seymour		F	29
Seymour		M	43
Seymour	Contributing family workers	F	21
Seymour	Contributing family workers	M	20
Seymour	Employee	F	1369
Seymour	Employee	M	996
Seymour	Owner managers of incorporated enterprises	F	41
Seymour	Owner managers of incorporated enterprises	M	96
Seymour	Owner managers of unincorporated enterprises	F	65
Seymour	Owner managers of unincorporated enterprises	M	108
Seymour Region		F	5
Seymour Region		M	16
Seymour Region	Contributing family workers	F	32
Seymour Region	Contributing family workers	M	34
Seymour Region	Employee	F	454
Seymour Region	Employee	M	1253
Seymour Region	Owner managers of incorporated enterprises	F	23
Seymour Region	Owner managers of incorporated enterprises	M	52
Seymour Region	Owner managers of unincorporated enterprises	F	41
Seymour Region	Owner managers of unincorporated enterprises	M	93
Upper Yarra Valley	Employee	F	3
Yea		F	7
Yea		M	9
Yea	Contributing family workers	F	39
Yea	Contributing family workers	M	45
Yea	Employee	F	374
Yea	Employee	M	259
Yea	Owner managers of incorporated enterprises	F	28
Yea	Owner managers of incorporated enterprises	M	79
Yea	Owner managers of unincorporated enterprises	F	61
Yea	Owner managers of unincorporated enterprises	M	112
Benalla		F	37
Benalla		M	33
Benalla	Contributing family workers	F	43
Benalla	Contributing family workers	M	39
Benalla	Employee	F	1914
Benalla	Employee	M	1708
Benalla	Owner managers of incorporated enterprises	F	87
Benalla	Owner managers of incorporated enterprises	M	177
Benalla	Owner managers of unincorporated enterprises	F	126
Benalla	Owner managers of unincorporated enterprises	M	207
Benalla Region		F	6
Benalla Region		M	10
Benalla Region	Contributing family workers	F	65
Benalla Region	Contributing family workers	M	72
Benalla Region	Employee	F	108
Benalla Region	Employee	M	149
Benalla Region	Owner managers of incorporated enterprises	F	22
Benalla Region	Owner managers of incorporated enterprises	M	67
Benalla Region	Owner managers of unincorporated enterprises	F	83
Benalla Region	Owner managers of unincorporated enterprises	M	167
Rutherglen		F	16
Rutherglen		M	15
Rutherglen	Contributing family workers	F	27
Rutherglen	Contributing family workers	M	41
Rutherglen	Employee	F	580
Rutherglen	Employee	M	674
Rutherglen	Owner managers of incorporated enterprises	F	39
Rutherglen	Owner managers of incorporated enterprises	M	59
Rutherglen	Owner managers of unincorporated enterprises	F	58
Rutherglen	Owner managers of unincorporated enterprises	M	76
Wangaratta		F	64
Wangaratta		M	57
Wangaratta	Contributing family workers	F	56
Wangaratta	Contributing family workers	M	46
Wangaratta	Employee	F	4931
Wangaratta	Employee	M	3533
Wangaratta	Owner managers of incorporated enterprises	F	181
Wangaratta	Owner managers of incorporated enterprises	M	367
Wangaratta	Owner managers of unincorporated enterprises	F	230
Wangaratta	Owner managers of unincorporated enterprises	M	343
Wangaratta Region		F	26
Wangaratta Region		M	41
Wangaratta Region	Contributing family workers	F	110
Wangaratta Region	Contributing family workers	M	153
Wangaratta Region	Employee	F	530
Wangaratta Region	Employee	M	830
Wangaratta Region	Owner managers of incorporated enterprises	F	74
Wangaratta Region	Owner managers of incorporated enterprises	M	170
Wangaratta Region	Owner managers of unincorporated enterprises	F	214
Wangaratta Region	Owner managers of unincorporated enterprises	M	361
Beechworth		F	11
Beechworth		M	6
Beechworth	Contributing family workers	F	26
Beechworth	Contributing family workers	M	34
Beechworth	Employee	F	691
Beechworth	Employee	M	459
Beechworth	Owner managers of incorporated enterprises	F	57
Beechworth	Owner managers of incorporated enterprises	M	80
Beechworth	Owner managers of unincorporated enterprises	F	90
Beechworth	Owner managers of unincorporated enterprises	M	121
Bright - Mount Beauty		F	29
Bright - Mount Beauty		M	30
Bright - Mount Beauty	Contributing family workers	F	82
Bright - Mount Beauty	Contributing family workers	M	83
Bright - Mount Beauty	Employee	F	1530
Bright - Mount Beauty	Employee	M	1371
Bright - Mount Beauty	Owner managers of incorporated enterprises	F	133
Bright - Mount Beauty	Owner managers of incorporated enterprises	M	233
Bright - Mount Beauty	Owner managers of unincorporated enterprises	F	180
Bright - Mount Beauty	Owner managers of unincorporated enterprises	M	274
Chiltern - Indigo Valley		F	6
Chiltern - Indigo Valley		M	14
Chiltern - Indigo Valley	Contributing family workers	F	25
Chiltern - Indigo Valley	Contributing family workers	M	27
Chiltern - Indigo Valley	Employee	F	157
Chiltern - Indigo Valley	Employee	M	140
Chiltern - Indigo Valley	Owner managers of incorporated enterprises	F	19
Chiltern - Indigo Valley	Owner managers of incorporated enterprises	M	28
Chiltern - Indigo Valley	Owner managers of unincorporated enterprises	F	38
Chiltern - Indigo Valley	Owner managers of unincorporated enterprises	M	71
Myrtleford		F	17
Myrtleford		M	24
Myrtleford	Contributing family workers	F	33
Myrtleford	Contributing family workers	M	50
Myrtleford	Employee	F	725
Myrtleford	Employee	M	747
Myrtleford	Owner managers of incorporated enterprises	F	49
Myrtleford	Owner managers of incorporated enterprises	M	78
Myrtleford	Owner managers of unincorporated enterprises	F	71
Myrtleford	Owner managers of unincorporated enterprises	M	113
Towong		F	17
Towong		M	24
Towong	Contributing family workers	F	82
Towong	Contributing family workers	M	101
Towong	Employee	F	660
Towong	Employee	M	513
Towong	Owner managers of incorporated enterprises	F	56
Towong	Owner managers of incorporated enterprises	M	127
Towong	Owner managers of unincorporated enterprises	F	146
Towong	Owner managers of unincorporated enterprises	M	283
West Wodonga		F	18
West Wodonga		M	26
West Wodonga	Contributing family workers	F	34
West Wodonga	Contributing family workers	M	22
West Wodonga	Employee	F	1867
West Wodonga	Employee	M	1967
West Wodonga	Owner managers of incorporated enterprises	F	69
West Wodonga	Owner managers of incorporated enterprises	M	154
West Wodonga	Owner managers of unincorporated enterprises	F	106
West Wodonga	Owner managers of unincorporated enterprises	M	141
Wodonga		F	53
Wodonga		M	74
Wodonga	Contributing family workers	F	73
Wodonga	Contributing family workers	M	66
Wodonga	Employee	F	5666
Wodonga	Employee	M	7031
Wodonga	Owner managers of incorporated enterprises	F	224
Wodonga	Owner managers of incorporated enterprises	M	487
Wodonga	Owner managers of unincorporated enterprises	F	284
Wodonga	Owner managers of unincorporated enterprises	M	448
Yackandandah		F	6
Yackandandah		M	13
Yackandandah	Contributing family workers	F	28
Yackandandah	Contributing family workers	M	41
Yackandandah	Employee	F	351
Yackandandah	Employee	M	392
Yackandandah	Owner managers of incorporated enterprises	F	35
Yackandandah	Owner managers of incorporated enterprises	M	80
Yackandandah	Owner managers of unincorporated enterprises	F	74
Yackandandah	Owner managers of unincorporated enterprises	M	145
Drouin		F	23
Drouin		M	26
Drouin	Contributing family workers	F	69
Drouin	Contributing family workers	M	60
Drouin	Employee	F	1507
Drouin	Employee	M	1101
Drouin	Owner managers of incorporated enterprises	F	103
Drouin	Owner managers of incorporated enterprises	M	214
Drouin	Owner managers of unincorporated enterprises	F	180
Drouin	Owner managers of unincorporated enterprises	M	299
Mount Baw Baw Region		F	12
Mount Baw Baw Region		M	25
Mount Baw Baw Region	Contributing family workers	F	63
Mount Baw Baw Region	Contributing family workers	M	61
Mount Baw Baw Region	Employee	F	478
Mount Baw Baw Region	Employee	M	431
Mount Baw Baw Region	Owner managers of incorporated enterprises	F	62
Mount Baw Baw Region	Owner managers of incorporated enterprises	M	111
Mount Baw Baw Region	Owner managers of unincorporated enterprises	F	123
Mount Baw Baw Region	Owner managers of unincorporated enterprises	M	205
Trafalgar (Vic.)		F	13
Trafalgar (Vic.)		M	22
Trafalgar (Vic.)	Contributing family workers	F	64
Trafalgar (Vic.)	Contributing family workers	M	57
Trafalgar (Vic.)	Employee	F	689
Trafalgar (Vic.)	Employee	M	532
Trafalgar (Vic.)	Owner managers of incorporated enterprises	F	56
Trafalgar (Vic.)	Owner managers of incorporated enterprises	M	127
Trafalgar (Vic.)	Owner managers of unincorporated enterprises	F	117
Trafalgar (Vic.)	Owner managers of unincorporated enterprises	M	204
Warragul		F	68
Warragul		M	83
Warragul	Contributing family workers	F	94
Warragul	Contributing family workers	M	71
Warragul	Employee	F	4087
Warragul	Employee	M	3047
Warragul	Owner managers of incorporated enterprises	F	175
Warragul	Owner managers of incorporated enterprises	M	421
Warragul	Owner managers of unincorporated enterprises	F	314
Warragul	Owner managers of unincorporated enterprises	M	457
Alps - East	Employee	F	3
Bairnsdale		F	62
Bairnsdale		M	66
Bairnsdale	Contributing family workers	F	53
Bairnsdale	Contributing family workers	M	47
Bairnsdale	Employee	F	4030
Bairnsdale	Employee	M	3293
Bairnsdale	Owner managers of incorporated enterprises	F	149
Bairnsdale	Owner managers of incorporated enterprises	M	324
Bairnsdale	Owner managers of unincorporated enterprises	F	230
Bairnsdale	Owner managers of unincorporated enterprises	M	321
Bruthen - Omeo		F	15
Bruthen - Omeo		M	33
Bruthen - Omeo	Contributing family workers	F	88
Bruthen - Omeo	Contributing family workers	M	101
Bruthen - Omeo	Employee	F	434
Bruthen - Omeo	Employee	M	535
Bruthen - Omeo	Owner managers of incorporated enterprises	F	41
Bruthen - Omeo	Owner managers of incorporated enterprises	M	91
Bruthen - Omeo	Owner managers of unincorporated enterprises	F	152
Bruthen - Omeo	Owner managers of unincorporated enterprises	M	269
Lakes Entrance		F	36
Lakes Entrance		M	25
Lakes Entrance	Contributing family workers	F	54
Lakes Entrance	Contributing family workers	M	48
Lakes Entrance	Employee	F	1130
Lakes Entrance	Employee	M	720
Lakes Entrance	Owner managers of incorporated enterprises	F	73
Lakes Entrance	Owner managers of incorporated enterprises	M	145
Lakes Entrance	Owner managers of unincorporated enterprises	F	126
Lakes Entrance	Owner managers of unincorporated enterprises	M	195
Orbost		F	21
Orbost		M	31
Orbost	Contributing family workers	F	73
Orbost	Contributing family workers	M	92
Orbost	Employee	F	731
Orbost	Employee	M	620
Orbost	Owner managers of incorporated enterprises	F	49
Orbost	Owner managers of incorporated enterprises	M	109
Orbost	Owner managers of unincorporated enterprises	F	121
Orbost	Owner managers of unincorporated enterprises	M	215
Paynesville		F	8
Paynesville		M	5
Paynesville	Contributing family workers	F	11
Paynesville	Contributing family workers	M	19
Paynesville	Employee	F	292
Paynesville	Employee	M	212
Paynesville	Owner managers of incorporated enterprises	F	18
Paynesville	Owner managers of incorporated enterprises	M	60
Paynesville	Owner managers of unincorporated enterprises	F	63
Paynesville	Owner managers of unincorporated enterprises	M	96
Foster		F	15
Foster		M	19
Foster	Contributing family workers	F	104
Foster	Contributing family workers	M	104
Foster	Employee	F	862
Foster	Employee	M	803
Foster	Owner managers of incorporated enterprises	F	80
Foster	Owner managers of incorporated enterprises	M	172
Foster	Owner managers of unincorporated enterprises	F	283
Foster	Owner managers of unincorporated enterprises	M	415
French Island	Contributing family workers	F	3
French Island	Contributing family workers	M	10
French Island	Employee	F	13
French Island	Employee	M	14
French Island	Owner managers of incorporated enterprises	M	4
French Island	Owner managers of unincorporated enterprises	F	7
French Island	Owner managers of unincorporated enterprises	M	9
Korumburra		F	22
Korumburra		M	39
Korumburra	Contributing family workers	F	88
Korumburra	Contributing family workers	M	81
Korumburra	Employee	F	868
Korumburra	Employee	M	784
Korumburra	Owner managers of incorporated enterprises	F	79
Korumburra	Owner managers of incorporated enterprises	M	159
Korumburra	Owner managers of unincorporated enterprises	F	174
Korumburra	Owner managers of unincorporated enterprises	M	320
Leongatha		F	36
Leongatha		M	36
Leongatha	Contributing family workers	F	111
Leongatha	Contributing family workers	M	98
Leongatha	Employee	F	2069
Leongatha	Employee	M	1877
Leongatha	Owner managers of incorporated enterprises	F	111
Leongatha	Owner managers of incorporated enterprises	M	215
Leongatha	Owner managers of unincorporated enterprises	F	267
Leongatha	Owner managers of unincorporated enterprises	M	413
Phillip Island		F	21
Phillip Island		M	39
Phillip Island	Contributing family workers	F	58
Phillip Island	Contributing family workers	M	42
Phillip Island	Employee	F	1398
Phillip Island	Employee	M	928
Phillip Island	Owner managers of incorporated enterprises	F	111
Phillip Island	Owner managers of incorporated enterprises	M	190
Phillip Island	Owner managers of unincorporated enterprises	F	154
Phillip Island	Owner managers of unincorporated enterprises	M	277
Wilsons Promontory	Employee	F	18
Wilsons Promontory	Employee	M	10
Wilsons Promontory	Owner managers of incorporated enterprises	M	3
Wonthaggi - Inverloch		F	66
Wonthaggi - Inverloch		M	59
Wonthaggi - Inverloch	Contributing family workers	F	117
Wonthaggi - Inverloch	Contributing family workers	M	110
Wonthaggi - Inverloch	Employee	F	2974
Wonthaggi - Inverloch	Employee	M	2254
Wonthaggi - Inverloch	Owner managers of incorporated enterprises	F	185
Wonthaggi - Inverloch	Owner managers of incorporated enterprises	M	329
Wonthaggi - Inverloch	Owner managers of unincorporated enterprises	F	351
Wonthaggi - Inverloch	Owner managers of unincorporated enterprises	M	547
Churchill		F	13
Churchill		M	28
Churchill	Contributing family workers	F	42
Churchill	Contributing family workers	M	40
Churchill	Employee	F	1013
Churchill	Employee	M	2432
Churchill	Owner managers of incorporated enterprises	F	28
Churchill	Owner managers of incorporated enterprises	M	89
Churchill	Owner managers of unincorporated enterprises	F	87
Churchill	Owner managers of unincorporated enterprises	M	169
Moe - Newborough		F	40
Moe - Newborough		M	29
Moe - Newborough	Contributing family workers	F	31
Moe - Newborough	Contributing family workers	M	27
Moe - Newborough	Employee	F	2286
Moe - Newborough	Employee	M	1769
Moe - Newborough	Owner managers of incorporated enterprises	F	55
Moe - Newborough	Owner managers of incorporated enterprises	M	132
Moe - Newborough	Owner managers of unincorporated enterprises	F	99
Moe - Newborough	Owner managers of unincorporated enterprises	M	184
Morwell		F	46
Morwell		M	49
Morwell	Contributing family workers	F	33
Morwell	Contributing family workers	M	36
Morwell	Employee	F	4021
Morwell	Employee	M	4492
Morwell	Owner managers of incorporated enterprises	F	88
Morwell	Owner managers of incorporated enterprises	M	291
Morwell	Owner managers of unincorporated enterprises	F	115
Morwell	Owner managers of unincorporated enterprises	M	186
Traralgon		F	76
Traralgon		M	66
Traralgon	Contributing family workers	F	61
Traralgon	Contributing family workers	M	51
Traralgon	Employee	F	6467
Traralgon	Employee	M	4275
Traralgon	Owner managers of incorporated enterprises	F	203
Traralgon	Owner managers of incorporated enterprises	M	451
Traralgon	Owner managers of unincorporated enterprises	F	229
Traralgon	Owner managers of unincorporated enterprises	M	321
Yallourn North - Glengarry		F	6
Yallourn North - Glengarry		M	3
Yallourn North - Glengarry	Contributing family workers	F	11
Yallourn North - Glengarry	Contributing family workers	M	5
Yallourn North - Glengarry	Employee	F	131
Yallourn North - Glengarry	Employee	M	112
Yallourn North - Glengarry	Owner managers of incorporated enterprises	F	15
Yallourn North - Glengarry	Owner managers of incorporated enterprises	M	37
Yallourn North - Glengarry	Owner managers of unincorporated enterprises	F	34
Yallourn North - Glengarry	Owner managers of unincorporated enterprises	M	51
Alps - West	Employee	M	12
Alps - West	Owner managers of unincorporated enterprises	M	3
Longford - Loch Sport		F	9
Longford - Loch Sport		M	21
Longford - Loch Sport	Contributing family workers	F	28
Longford - Loch Sport	Contributing family workers	M	28
Longford - Loch Sport	Employee	F	496
Longford - Loch Sport	Employee	M	1870
Longford - Loch Sport	Owner managers of incorporated enterprises	F	24
Longford - Loch Sport	Owner managers of incorporated enterprises	M	55
Longford - Loch Sport	Owner managers of unincorporated enterprises	F	65
Longford - Loch Sport	Owner managers of unincorporated enterprises	M	120
Maffra		F	37
Maffra		M	47
Maffra	Contributing family workers	F	95
Maffra	Contributing family workers	M	104
Maffra	Employee	F	1309
Maffra	Employee	M	1507
Maffra	Owner managers of incorporated enterprises	F	91
Maffra	Owner managers of incorporated enterprises	M	170
Maffra	Owner managers of unincorporated enterprises	F	224
Maffra	Owner managers of unincorporated enterprises	M	361
Rosedale		F	7
Rosedale		M	8
Rosedale	Contributing family workers	F	50
Rosedale	Contributing family workers	M	47
Rosedale	Employee	F	352
Rosedale	Employee	M	496
Rosedale	Owner managers of incorporated enterprises	F	22
Rosedale	Owner managers of incorporated enterprises	M	60
Rosedale	Owner managers of unincorporated enterprises	F	94
Rosedale	Owner managers of unincorporated enterprises	M	163
Sale		F	37
Sale		M	43
Sale	Contributing family workers	F	45
Sale	Contributing family workers	M	31
Sale	Employee	F	3745
Sale	Employee	M	2516
Sale	Owner managers of incorporated enterprises	F	119
Sale	Owner managers of incorporated enterprises	M	240
Sale	Owner managers of unincorporated enterprises	F	209
Sale	Owner managers of unincorporated enterprises	M	229
Yarram		F	4
Yarram		M	13
Yarram	Contributing family workers	F	51
Yarram	Contributing family workers	M	71
Yarram	Employee	F	675
Yarram	Employee	M	555
Yarram	Owner managers of incorporated enterprises	F	34
Yarram	Owner managers of incorporated enterprises	M	73
Yarram	Owner managers of unincorporated enterprises	F	139
Yarram	Owner managers of unincorporated enterprises	M	199
Brunswick		F	31
Brunswick		M	69
Brunswick	Contributing family workers	F	76
Brunswick	Contributing family workers	M	108
Brunswick	Employee	F	4546
Brunswick	Employee	M	4473
Brunswick	Owner managers of incorporated enterprises	F	268
Brunswick	Owner managers of incorporated enterprises	M	676
Brunswick	Owner managers of unincorporated enterprises	F	437
Brunswick	Owner managers of unincorporated enterprises	M	662
Brunswick East		F	14
Brunswick East		M	21
Brunswick East	Contributing family workers	F	28
Brunswick East	Contributing family workers	M	27
Brunswick East	Employee	F	909
Brunswick East	Employee	M	985
Brunswick East	Owner managers of incorporated enterprises	F	104
Brunswick East	Owner managers of incorporated enterprises	M	224
Brunswick East	Owner managers of unincorporated enterprises	F	167
Brunswick East	Owner managers of unincorporated enterprises	M	199
Brunswick West		F	12
Brunswick West		M	11
Brunswick West	Contributing family workers	F	13
Brunswick West	Contributing family workers	M	15
Brunswick West	Employee	F	578
Brunswick West	Employee	M	379
Brunswick West	Owner managers of incorporated enterprises	F	46
Brunswick West	Owner managers of incorporated enterprises	M	119
Brunswick West	Owner managers of unincorporated enterprises	F	109
Brunswick West	Owner managers of unincorporated enterprises	M	179
Coburg		F	38
Coburg		M	41
Coburg	Contributing family workers	F	67
Coburg	Contributing family workers	M	51
Coburg	Employee	F	3772
Coburg	Employee	M	2393
Coburg	Owner managers of incorporated enterprises	F	149
Coburg	Owner managers of incorporated enterprises	M	416
Coburg	Owner managers of unincorporated enterprises	F	295
Coburg	Owner managers of unincorporated enterprises	M	463
Pascoe Vale South		F	7
Pascoe Vale South		M	11
