SA2_NAME16	LabourForceStatus	workers
Gladesville - Huntleys Point	Employed (part-time)	2037
Hunters Hill - Woolwich		47
Hunters Hill - Woolwich	Employed (away from work)	92
Hunters Hill - Woolwich	Employed (full-time)	1492
Hunters Hill - Woolwich	Employed (part-time)	1325
Macquarie Park - Marsfield		771
Macquarie Park - Marsfield	Employed (away from work)	1266
Macquarie Park - Marsfield	Employed (full-time)	37110
Macquarie Park - Marsfield	Employed (part-time)	9248
North Ryde - East Ryde		232
North Ryde - East Ryde	Employed (away from work)	321
North Ryde - East Ryde	Employed (full-time)	9138
North Ryde - East Ryde	Employed (part-time)	2278
West Ryde - Meadowbank		100
West Ryde - Meadowbank	Employed (away from work)	134
West Ryde - Meadowbank	Employed (full-time)	3300
West Ryde - Meadowbank	Employed (part-time)	1994
Putney		12
Putney	Employed (away from work)	11
Putney	Employed (full-time)	297
Putney	Employed (part-time)	258
Ryde		161
Ryde	Employed (away from work)	228
Ryde	Employed (full-time)	4032
Ryde	Employed (part-time)	3128
Ashcroft - Busby - Miller		46
Ashcroft - Busby - Miller	Employed (away from work)	45
Ashcroft - Busby - Miller	Employed (full-time)	885
Ashcroft - Busby - Miller	Employed (part-time)	606
Austral - Greendale		86
Austral - Greendale	Employed (away from work)	77
Austral - Greendale	Employed (full-time)	2023
Austral - Greendale	Employed (part-time)	1049
Cobbitty - Leppington		96
Cobbitty - Leppington	Employed (away from work)	113
Cobbitty - Leppington	Employed (full-time)	2748
Cobbitty - Leppington	Employed (part-time)	1393
Badgerys Creek	Employed (full-time)	6
Badgerys Creek	Employed (part-time)	4
Cecil Hills		22
Cecil Hills	Employed (away from work)	18
Cecil Hills	Employed (full-time)	413
Cecil Hills	Employed (part-time)	301
Green Valley		43
Green Valley	Employed (away from work)	58
Green Valley	Employed (full-time)	736
Green Valley	Employed (part-time)	606
Hinchinbrook		26
Hinchinbrook	Employed (away from work)	25
Hinchinbrook	Employed (full-time)	738
Hinchinbrook	Employed (part-time)	328
Hoxton Park - Carnes Hill - Horningsea Park		54
Hoxton Park - Carnes Hill - Horningsea Park	Employed (away from work)	79
Hoxton Park - Carnes Hill - Horningsea Park	Employed (full-time)	1036
Hoxton Park - Carnes Hill - Horningsea Park	Employed (part-time)	854
West Hoxton - Middleton Grange		33
West Hoxton - Middleton Grange	Employed (away from work)	36
West Hoxton - Middleton Grange	Employed (full-time)	839
West Hoxton - Middleton Grange	Employed (part-time)	543
Bonnyrigg Heights - Bonnyrigg		46
Bonnyrigg Heights - Bonnyrigg	Employed (away from work)	65
Bonnyrigg Heights - Bonnyrigg	Employed (full-time)	1068
Bonnyrigg Heights - Bonnyrigg	Employed (part-time)	1044
Bossley Park - Abbotsbury		52
Bossley Park - Abbotsbury	Employed (away from work)	54
Bossley Park - Abbotsbury	Employed (full-time)	949
Bossley Park - Abbotsbury	Employed (part-time)	783
Cabramatta - Lansvale		227
Cabramatta - Lansvale	Employed (away from work)	134
Cabramatta - Lansvale	Employed (full-time)	3875
Cabramatta - Lansvale	Employed (part-time)	2577
Cabramatta West - Mount Pritchard		66
Cabramatta West - Mount Pritchard	Employed (away from work)	48
Cabramatta West - Mount Pritchard	Employed (full-time)	813
Cabramatta West - Mount Pritchard	Employed (part-time)	717
Canley Vale - Canley Heights		84
Canley Vale - Canley Heights	Employed (away from work)	61
Canley Vale - Canley Heights	Employed (full-time)	1269
Canley Vale - Canley Heights	Employed (part-time)	1020
Edensor Park		23
Edensor Park	Employed (away from work)	28
Edensor Park	Employed (full-time)	460
Edensor Park	Employed (part-time)	483
Fairfield		165
Fairfield	Employed (away from work)	148
Fairfield	Employed (full-time)	2927
Fairfield	Employed (part-time)	2296
Fairfield - West		69
Fairfield - West	Employed (away from work)	52
Fairfield - West	Employed (full-time)	916
Fairfield - West	Employed (part-time)	787
Greenfield Park - Prairiewood		91
Greenfield Park - Prairiewood	Employed (away from work)	137
Greenfield Park - Prairiewood	Employed (full-time)	1597
Greenfield Park - Prairiewood	Employed (part-time)	1684
Horsley Park - Kemps Creek		66
Horsley Park - Kemps Creek	Employed (away from work)	80
Horsley Park - Kemps Creek	Employed (full-time)	2214
Horsley Park - Kemps Creek	Employed (part-time)	717
Smithfield - Wetherill Park		86
Smithfield - Wetherill Park	Employed (away from work)	69
Smithfield - Wetherill Park	Employed (full-time)	2360
Smithfield - Wetherill Park	Employed (part-time)	1140
St Johns Park - Wakeley		49
St Johns Park - Wakeley	Employed (away from work)	47
St Johns Park - Wakeley	Employed (full-time)	896
St Johns Park - Wakeley	Employed (part-time)	521
Wetherill Park Industrial		458
Wetherill Park Industrial	Employed (away from work)	300
Wetherill Park Industrial	Employed (full-time)	13996
Wetherill Park Industrial	Employed (part-time)	2820
Casula		99
Casula	Employed (away from work)	83
Casula	Employed (full-time)	1337
Casula	Employed (part-time)	1581
Chipping Norton - Moorebank		289
Chipping Norton - Moorebank	Employed (away from work)	269
Chipping Norton - Moorebank	Employed (full-time)	9549
Chipping Norton - Moorebank	Employed (part-time)	2848
Holsworthy - Wattle Grove		97
Holsworthy - Wattle Grove	Employed (away from work)	230
Holsworthy - Wattle Grove	Employed (full-time)	4717
Holsworthy - Wattle Grove	Employed (part-time)	1366
Liverpool		473
Liverpool	Employed (away from work)	693
Liverpool	Employed (full-time)	12064
Liverpool	Employed (part-time)	6296
Lurnea - Cartwright		44
Lurnea - Cartwright	Employed (away from work)	35
Lurnea - Cartwright	Employed (full-time)	608
Lurnea - Cartwright	Employed (part-time)	395
Prestons - Edmondson Park		254
Prestons - Edmondson Park	Employed (away from work)	187
Prestons - Edmondson Park	Employed (full-time)	6478
Prestons - Edmondson Park	Employed (part-time)	2390
Warwick Farm		104
Warwick Farm	Employed (away from work)	73
Warwick Farm	Employed (full-time)	2330
Warwick Farm	Employed (part-time)	986
Gymea - Grays Point		35
Gymea - Grays Point	Employed (away from work)	90
Gymea - Grays Point	Employed (full-time)	1292
Gymea - Grays Point	Employed (part-time)	1405
Miranda - Yowie Bay		198
Miranda - Yowie Bay	Employed (away from work)	327
Miranda - Yowie Bay	Employed (full-time)	5194
Miranda - Yowie Bay	Employed (part-time)	4997
Sylvania - Taren Point		125
Sylvania - Taren Point	Employed (away from work)	125
Sylvania - Taren Point	Employed (full-time)	3335
Sylvania - Taren Point	Employed (part-time)	2203
Caringbah		178
Caringbah	Employed (away from work)	334
Caringbah	Employed (full-time)	6851
Caringbah	Employed (part-time)	4087
Caringbah South		14
Caringbah South	Employed (away from work)	35
Caringbah South	Employed (full-time)	423
Caringbah South	Employed (part-time)	416
Cronulla - Kurnell - Bundeena		113
Cronulla - Kurnell - Bundeena	Employed (away from work)	165
Cronulla - Kurnell - Bundeena	Employed (full-time)	3557
Cronulla - Kurnell - Bundeena	Employed (part-time)	2607
Lilli Pilli - Port Hacking - Dolans Bay		3
Lilli Pilli - Port Hacking - Dolans Bay	Employed (away from work)	8
Lilli Pilli - Port Hacking - Dolans Bay	Employed (full-time)	145
Lilli Pilli - Port Hacking - Dolans Bay	Employed (part-time)	157
Woolaware - Burraneer		28
Woolaware - Burraneer	Employed (away from work)	44
Woolaware - Burraneer	Employed (full-time)	888
Woolaware - Burraneer	Employed (part-time)	712
Heathcote - Waterfall		19
Heathcote - Waterfall	Employed (away from work)	51
Heathcote - Waterfall	Employed (full-time)	768
Heathcote - Waterfall	Employed (part-time)	633
Illawong - Alfords Point		18
Illawong - Alfords Point	Employed (away from work)	39
Illawong - Alfords Point	Employed (full-time)	658
Illawong - Alfords Point	Employed (part-time)	611
Menai - Lucas Heights - Woronora		95
Menai - Lucas Heights - Woronora	Employed (away from work)	179
Menai - Lucas Heights - Woronora	Employed (full-time)	3158
Menai - Lucas Heights - Woronora	Employed (part-time)	2316
Oyster Bay - Como - Jannali		48
Oyster Bay - Como - Jannali	Employed (away from work)	74
Oyster Bay - Como - Jannali	Employed (full-time)	1260
Oyster Bay - Como - Jannali	Employed (part-time)	1477
Royal National Park		3
Royal National Park	Employed (full-time)	49
Royal National Park	Employed (part-time)	33
Sutherland - Kirrawee		157
Sutherland - Kirrawee	Employed (away from work)	298
Sutherland - Kirrawee	Employed (full-time)	6450
Sutherland - Kirrawee	Employed (part-time)	3635
Engadine		68
Engadine	Employed (away from work)	105
Engadine	Employed (full-time)	1415
Engadine	Employed (part-time)	1778
Loftus - Yarrawarrah		9
Loftus - Yarrawarrah	Employed (away from work)	19
Loftus - Yarrawarrah	Employed (full-time)	344
Loftus - Yarrawarrah	Employed (part-time)	281
Woronora Heights	Employed (away from work)	3
Woronora Heights	Employed (full-time)	110
Woronora Heights	Employed (part-time)	114
Migratory - Offshore - Shipping (NSW)	Employed (away from work)	9
Migratory - Offshore - Shipping (NSW)	Employed (full-time)	52
Migratory - Offshore - Shipping (NSW)	Employed (part-time)	18
No usual address (NSW)		3799
No usual address (NSW)	Employed (away from work)	6077
No usual address (NSW)	Employed (full-time)	81623
No usual address (NSW)	Employed (part-time)	51874
Alfredton		62
Alfredton	Employed (away from work)	169
Alfredton	Employed (full-time)	2192
Alfredton	Employed (part-time)	1626
Ballarat		313
Ballarat	Employed (away from work)	748
Ballarat	Employed (full-time)	8946
Ballarat	Employed (part-time)	7448
Ballarat - North		66
Ballarat - North	Employed (away from work)	140
Ballarat - North	Employed (full-time)	1886
Ballarat - North	Employed (part-time)	1636
Ballarat - South		85
Ballarat - South	Employed (away from work)	219
Ballarat - South	Employed (full-time)	2574
Ballarat - South	Employed (part-time)	2257
Buninyong		70
Buninyong	Employed (away from work)	128
Buninyong	Employed (full-time)	1730
Buninyong	Employed (part-time)	1010
Delacombe		57
Delacombe	Employed (away from work)	83
Delacombe	Employed (full-time)	2027
Delacombe	Employed (part-time)	755
Smythes Creek		4
Smythes Creek	Employed (away from work)	11
Smythes Creek	Employed (full-time)	188
Smythes Creek	Employed (part-time)	119
Wendouree - Miners Rest		177
Wendouree - Miners Rest	Employed (away from work)	339
Wendouree - Miners Rest	Employed (full-time)	5992
Wendouree - Miners Rest	Employed (part-time)	2656
Bacchus Marsh Region		41
Bacchus Marsh Region	Employed (away from work)	48
Bacchus Marsh Region	Employed (full-time)	733
Bacchus Marsh Region	Employed (part-time)	605
Creswick - Clunes		49
Creswick - Clunes	Employed (away from work)	95
Creswick - Clunes	Employed (full-time)	985
Creswick - Clunes	Employed (part-time)	796
Daylesford		70
Daylesford	Employed (away from work)	144
Daylesford	Employed (full-time)	1368
Daylesford	Employed (part-time)	1509
Gordon (Vic.)		23
Gordon (Vic.)	Employed (away from work)	46
Gordon (Vic.)	Employed (full-time)	489
Gordon (Vic.)	Employed (part-time)	304
Avoca		21
Avoca	Employed (away from work)	33
Avoca	Employed (full-time)	543
Avoca	Employed (part-time)	290
Beaufort		30
Beaufort	Employed (away from work)	75
Beaufort	Employed (full-time)	673
Beaufort	Employed (part-time)	430
Golden Plains - North		14
Golden Plains - North	Employed (away from work)	19
Golden Plains - North	Employed (full-time)	311
Golden Plains - North	Employed (part-time)	207
Maryborough (Vic.)		77
Maryborough (Vic.)	Employed (away from work)	139
Maryborough (Vic.)	Employed (full-time)	1675
Maryborough (Vic.)	Employed (part-time)	1458
Maryborough Region		24
Maryborough Region	Employed (away from work)	27
Maryborough Region	Employed (full-time)	478
Maryborough Region	Employed (part-time)	302
Bendigo		352
Bendigo	Employed (away from work)	958
Bendigo	Employed (full-time)	11014
Bendigo	Employed (part-time)	8056
California Gully - Eaglehawk		53
California Gully - Eaglehawk	Employed (away from work)	89
California Gully - Eaglehawk	Employed (full-time)	1080
California Gully - Eaglehawk	Employed (part-time)	865
East Bendigo - Kennington		97
East Bendigo - Kennington	Employed (away from work)	172
East Bendigo - Kennington	Employed (full-time)	3123
East Bendigo - Kennington	Employed (part-time)	2004
Flora Hill - Spring Gully		20
Flora Hill - Spring Gully	Employed (away from work)	57
Flora Hill - Spring Gully	Employed (full-time)	904
Flora Hill - Spring Gully	Employed (part-time)	689
Kangaroo Flat - Golden Square		80
Kangaroo Flat - Golden Square	Employed (away from work)	265
Kangaroo Flat - Golden Square	Employed (full-time)	3650
Kangaroo Flat - Golden Square	Employed (part-time)	2461
Maiden Gully		6
Maiden Gully	Employed (away from work)	21
Maiden Gully	Employed (full-time)	320
Maiden Gully	Employed (part-time)	222
Strathfieldsaye		23
Strathfieldsaye	Employed (away from work)	52
Strathfieldsaye	Employed (full-time)	641
Strathfieldsaye	Employed (part-time)	597
White Hills - Ascot		42
White Hills - Ascot	Employed (away from work)	135
White Hills - Ascot	Employed (full-time)	1904
White Hills - Ascot	Employed (part-time)	1070
Bendigo Region - South		38
Bendigo Region - South	Employed (away from work)	39
Bendigo Region - South	Employed (full-time)	1054
Bendigo Region - South	Employed (part-time)	405
Castlemaine		98
Castlemaine	Employed (away from work)	224
Castlemaine	Employed (full-time)	3017
Castlemaine	Employed (part-time)	2131
Castlemaine Region		29
Castlemaine Region	Employed (away from work)	50
Castlemaine Region	Employed (full-time)	746
Castlemaine Region	Employed (part-time)	686
Heathcote		25
Heathcote	Employed (away from work)	53
Heathcote	Employed (full-time)	623
Heathcote	Employed (part-time)	410
Kyneton		79
Kyneton	Employed (away from work)	180
Kyneton	Employed (full-time)	2055
Kyneton	Employed (part-time)	1779
Woodend		29
Woodend	Employed (away from work)	69
Woodend	Employed (full-time)	859
Woodend	Employed (part-time)	800
Bendigo Region - North		32
Bendigo Region - North	Employed (away from work)	59
Bendigo Region - North	Employed (full-time)	985
Bendigo Region - North	Employed (part-time)	324
Loddon		83
Loddon	Employed (away from work)	110
Loddon	Employed (full-time)	1516
Loddon	Employed (part-time)	802
Bannockburn		29
Bannockburn	Employed (away from work)	62
Bannockburn	Employed (full-time)	617
Bannockburn	Employed (part-time)	535
Golden Plains - South		31
Golden Plains - South	Employed (away from work)	44
Golden Plains - South	Employed (full-time)	685
Golden Plains - South	Employed (part-time)	448
Winchelsea		28
Winchelsea	Employed (away from work)	54
Winchelsea	Employed (full-time)	736
Winchelsea	Employed (part-time)	589
Belmont		93
Belmont	Employed (away from work)	236
Belmont	Employed (full-time)	2506
Belmont	Employed (part-time)	2563
Corio - Norlane		159
Corio - Norlane	Employed (away from work)	249
Corio - Norlane	Employed (full-time)	4434
Corio - Norlane	Employed (part-time)	2666
Geelong		499
Geelong	Employed (away from work)	1283
Geelong	Employed (full-time)	18062
Geelong	Employed (part-time)	11256
Geelong West - Hamlyn Heights		84
Geelong West - Hamlyn Heights	Employed (away from work)	199
Geelong West - Hamlyn Heights	Employed (full-time)	2558
Geelong West - Hamlyn Heights	Employed (part-time)	2403
Grovedale		103
Grovedale	Employed (away from work)	225
Grovedale	Employed (full-time)	2578
Grovedale	Employed (part-time)	3033
Highton		67
Highton	Employed (away from work)	157
Highton	Employed (full-time)	2625
Highton	Employed (part-time)	2012
Lara		107
Lara	Employed (away from work)	242
Lara	Employed (full-time)	3544
Lara	Employed (part-time)	1778
Leopold		24
Leopold	Employed (away from work)	51
Leopold	Employed (full-time)	562
Leopold	Employed (part-time)	713
Newcomb - Moolap		95
Newcomb - Moolap	Employed (away from work)	154
Newcomb - Moolap	Employed (full-time)	2597
Newcomb - Moolap	Employed (part-time)	1738
Newtown (Vic.)		68
Newtown (Vic.)	Employed (away from work)	143
Newtown (Vic.)	Employed (full-time)	2286
Newtown (Vic.)	Employed (part-time)	1796
North Geelong - Bell Park		182
North Geelong - Bell Park	Employed (away from work)	343
North Geelong - Bell Park	Employed (full-time)	7223
