SA2_NAME16	CountryOfBirth	Sex	workers
Winston Hills	USA	M	3
Winston Hills	VNM	F	21
Winston Hills	VNM	M	18
Winston Hills	ZWE	F	3
Pendle Hill - Girraween		F	185
Pendle Hill - Girraween		M	366
Pendle Hill - Girraween	AUS	F	876
Pendle Hill - Girraween	AUS	M	1803
Pendle Hill - Girraween	CAN	M	4
Pendle Hill - Girraween	CHN	F	122
Pendle Hill - Girraween	CHN	M	152
Pendle Hill - Girraween	HRV	F	4
Pendle Hill - Girraween	HRV	M	11
Pendle Hill - Girraween	EGY	M	17
Pendle Hill - Girraween	FJI	F	37
Pendle Hill - Girraween	FJI	M	39
Pendle Hill - Girraween	MKD	M	6
Pendle Hill - Girraween	DEU	F	3
Pendle Hill - Girraween	DEU	M	4
Pendle Hill - Girraween	GRC	F	4
Pendle Hill - Girraween	GRC	M	4
Pendle Hill - Girraween	HKG	F	9
Pendle Hill - Girraween	HKG	M	25
Pendle Hill - Girraween	IND	F	194
Pendle Hill - Girraween	IND	M	329
Pendle Hill - Girraween	IDN	F	21
Pendle Hill - Girraween	IDN	M	15
Pendle Hill - Girraween	IRN	F	13
Pendle Hill - Girraween	IRN	M	18
Pendle Hill - Girraween	IRQ	F	5
Pendle Hill - Girraween	IRQ	M	27
Pendle Hill - Girraween	IRL	F	4
Pendle Hill - Girraween	IRL	M	10
Pendle Hill - Girraween	ITA	F	3
Pendle Hill - Girraween	ITA	M	15
Pendle Hill - Girraween	JPN	F	3
Pendle Hill - Girraween	LBN	F	15
Pendle Hill - Girraween	LBN	M	55
Pendle Hill - Girraween	MYS	F	10
Pendle Hill - Girraween	MYS	M	9
Pendle Hill - Girraween	MLT	F	9
Pendle Hill - Girraween	MLT	M	32
Pendle Hill - Girraween	NLD	M	4
Pendle Hill - Girraween	NZL	F	45
Pendle Hill - Girraween	NZL	M	104
Pendle Hill - Girraween	PAK	F	4
Pendle Hill - Girraween	PAK	M	37
Pendle Hill - Girraween	PHL	F	83
Pendle Hill - Girraween	PHL	M	70
Pendle Hill - Girraween	POL	F	6
Pendle Hill - Girraween	POL	M	3
Pendle Hill - Girraween	ZAF	F	6
Pendle Hill - Girraween	ZAF	M	27
Pendle Hill - Girraween	KOR	F	17
Pendle Hill - Girraween	KOR	M	29
Pendle Hill - Girraween	LKA	F	75
Pendle Hill - Girraween	LKA	M	174
Pendle Hill - Girraween	THA	F	10
Pendle Hill - Girraween	THA	M	3
Pendle Hill - Girraween	TUR	F	5
Pendle Hill - Girraween	TUR	M	15
Pendle Hill - Girraween	GBR	F	39
Pendle Hill - Girraween	GBR	M	88
Pendle Hill - Girraween	USA	F	9
Pendle Hill - Girraween	USA	M	7
Pendle Hill - Girraween	VNM	F	71
Pendle Hill - Girraween	VNM	M	59
Pendle Hill - Girraween	ZWE	M	4
Wentworthville - Westmead		F	154
Wentworthville - Westmead		M	124
Wentworthville - Westmead	AUS	F	753
Wentworthville - Westmead	AUS	M	473
Wentworthville - Westmead	CHN	F	72
Wentworthville - Westmead	CHN	M	69
Wentworthville - Westmead	HRV	F	6
Wentworthville - Westmead	HRV	M	4
Wentworthville - Westmead	EGY	F	3
Wentworthville - Westmead	EGY	M	4
Wentworthville - Westmead	FJI	F	31
Wentworthville - Westmead	FJI	M	17
Wentworthville - Westmead	MKD	M	3
Wentworthville - Westmead	GRC	F	5
Wentworthville - Westmead	GRC	M	3
Wentworthville - Westmead	HKG	F	9
Wentworthville - Westmead	HKG	M	13
Wentworthville - Westmead	IND	F	228
Wentworthville - Westmead	IND	M	200
Wentworthville - Westmead	IDN	F	4
Wentworthville - Westmead	IRN	F	7
Wentworthville - Westmead	IRN	M	15
Wentworthville - Westmead	IRQ	F	15
Wentworthville - Westmead	IRQ	M	18
Wentworthville - Westmead	IRL	M	3
Wentworthville - Westmead	ITA	F	7
Wentworthville - Westmead	ITA	M	11
Wentworthville - Westmead	LBN	F	22
Wentworthville - Westmead	LBN	M	38
Wentworthville - Westmead	MYS	F	7
Wentworthville - Westmead	MYS	M	6
Wentworthville - Westmead	MLT	F	3
Wentworthville - Westmead	NZL	F	23
Wentworthville - Westmead	NZL	M	12
Wentworthville - Westmead	PAK	F	11
Wentworthville - Westmead	PAK	M	14
Wentworthville - Westmead	PHL	F	48
Wentworthville - Westmead	PHL	M	34
Wentworthville - Westmead	SGP	F	3
Wentworthville - Westmead	SGP	M	3
Wentworthville - Westmead	ZAF	F	7
Wentworthville - Westmead	KOR	F	14
Wentworthville - Westmead	KOR	M	15
Wentworthville - Westmead	LKA	F	61
Wentworthville - Westmead	LKA	M	66
Wentworthville - Westmead	THA	F	24
Wentworthville - Westmead	THA	M	7
Wentworthville - Westmead	TUR	F	8
Wentworthville - Westmead	TUR	M	4
Wentworthville - Westmead	GBR	F	32
Wentworthville - Westmead	GBR	M	19
Wentworthville - Westmead	VNM	F	33
Wentworthville - Westmead	VNM	M	12
Wentworthville - Westmead	ZWE	F	3
Epping - North Epping		F	135
Epping - North Epping		M	198
Epping - North Epping	AUS	F	1443
Epping - North Epping	AUS	M	1093
Epping - North Epping	CAN	F	3
Epping - North Epping	CAN	M	5
Epping - North Epping	CHN	F	248
Epping - North Epping	CHN	M	224
Epping - North Epping	HRV	M	3
Epping - North Epping	EGY	F	3
Epping - North Epping	EGY	M	8
Epping - North Epping	FJI	F	22
Epping - North Epping	FJI	M	15
Epping - North Epping	DEU	F	11
Epping - North Epping	DEU	M	10
Epping - North Epping	GRC	M	3
Epping - North Epping	HKG	F	77
Epping - North Epping	HKG	M	71
Epping - North Epping	IND	F	101
Epping - North Epping	IND	M	106
Epping - North Epping	IDN	F	12
Epping - North Epping	IDN	M	10
Epping - North Epping	IRN	F	19
Epping - North Epping	IRN	M	16
Epping - North Epping	IRQ	F	11
Epping - North Epping	IRQ	M	8
Epping - North Epping	IRL	F	4
Epping - North Epping	IRL	M	10
Epping - North Epping	ITA	F	3
Epping - North Epping	ITA	M	9
Epping - North Epping	JPN	F	12
Epping - North Epping	LBN	F	16
Epping - North Epping	LBN	M	21
Epping - North Epping	MYS	F	34
Epping - North Epping	MYS	M	22
Epping - North Epping	NLD	F	6
Epping - North Epping	NLD	M	3
Epping - North Epping	NZL	F	52
Epping - North Epping	NZL	M	40
Epping - North Epping	PAK	F	11
Epping - North Epping	PAK	M	5
Epping - North Epping	PHL	F	53
Epping - North Epping	PHL	M	38
Epping - North Epping	POL	F	10
Epping - North Epping	POL	M	3
Epping - North Epping	SGP	F	6
Epping - North Epping	SGP	M	6
Epping - North Epping	ZAF	F	23
Epping - North Epping	ZAF	M	24
Epping - North Epping	KOR	F	139
Epping - North Epping	KOR	M	128
Epping - North Epping	LKA	F	21
Epping - North Epping	LKA	M	37
Epping - North Epping	THA	F	13
Epping - North Epping	THA	M	11
Epping - North Epping	TUR	F	3
Epping - North Epping	TUR	M	7
Epping - North Epping	GBR	F	78
Epping - North Epping	GBR	M	63
Epping - North Epping	USA	F	13
Epping - North Epping	USA	M	4
Epping - North Epping	VNM	F	19
Epping - North Epping	VNM	M	18
Epping - North Epping	ZWE	F	3
Epping - North Epping	ZWE	M	3
Pennant Hills - Cheltenham		F	222
Pennant Hills - Cheltenham		M	201
Pennant Hills - Cheltenham	AUS	F	1965
Pennant Hills - Cheltenham	AUS	M	1492
Pennant Hills - Cheltenham	CAN	F	12
Pennant Hills - Cheltenham	CAN	M	7
Pennant Hills - Cheltenham	CHN	F	127
Pennant Hills - Cheltenham	CHN	M	117
Pennant Hills - Cheltenham	HRV	M	3
Pennant Hills - Cheltenham	EGY	M	11
Pennant Hills - Cheltenham	FJI	F	16
Pennant Hills - Cheltenham	FJI	M	6
Pennant Hills - Cheltenham	DEU	F	7
Pennant Hills - Cheltenham	DEU	M	9
Pennant Hills - Cheltenham	GRC	F	4
Pennant Hills - Cheltenham	GRC	M	4
Pennant Hills - Cheltenham	HKG	F	41
Pennant Hills - Cheltenham	HKG	M	42
Pennant Hills - Cheltenham	IND	F	115
Pennant Hills - Cheltenham	IND	M	149
Pennant Hills - Cheltenham	IDN	F	16
Pennant Hills - Cheltenham	IDN	M	8
Pennant Hills - Cheltenham	IRN	F	34
Pennant Hills - Cheltenham	IRN	M	24
Pennant Hills - Cheltenham	IRQ	M	3
Pennant Hills - Cheltenham	IRL	F	11
Pennant Hills - Cheltenham	IRL	M	17
Pennant Hills - Cheltenham	ITA	F	4
Pennant Hills - Cheltenham	ITA	M	21
Pennant Hills - Cheltenham	JPN	F	8
Pennant Hills - Cheltenham	JPN	M	3
Pennant Hills - Cheltenham	LBN	F	10
Pennant Hills - Cheltenham	LBN	M	22
Pennant Hills - Cheltenham	MYS	F	32
Pennant Hills - Cheltenham	MYS	M	27
Pennant Hills - Cheltenham	MLT	F	6
Pennant Hills - Cheltenham	MLT	M	3
Pennant Hills - Cheltenham	NLD	F	3
Pennant Hills - Cheltenham	NLD	M	6
Pennant Hills - Cheltenham	NZL	F	59
Pennant Hills - Cheltenham	NZL	M	42
Pennant Hills - Cheltenham	PAK	F	6
Pennant Hills - Cheltenham	PAK	M	19
Pennant Hills - Cheltenham	PHL	F	43
Pennant Hills - Cheltenham	PHL	M	38
Pennant Hills - Cheltenham	POL	F	3
Pennant Hills - Cheltenham	POL	M	6
Pennant Hills - Cheltenham	SGP	F	18
Pennant Hills - Cheltenham	SGP	M	7
Pennant Hills - Cheltenham	ZAF	F	46
Pennant Hills - Cheltenham	ZAF	M	19
Pennant Hills - Cheltenham	KOR	F	54
Pennant Hills - Cheltenham	KOR	M	60
Pennant Hills - Cheltenham	LKA	F	39
Pennant Hills - Cheltenham	LKA	M	45
Pennant Hills - Cheltenham	THA	F	23
Pennant Hills - Cheltenham	THA	M	15
Pennant Hills - Cheltenham	TUR	M	3
Pennant Hills - Cheltenham	GBR	F	133
Pennant Hills - Cheltenham	GBR	M	123
Pennant Hills - Cheltenham	USA	F	21
Pennant Hills - Cheltenham	USA	M	13
Pennant Hills - Cheltenham	VNM	F	31
Pennant Hills - Cheltenham	VNM	M	17
Pennant Hills - Cheltenham	ZWE	F	5
Pennant Hills - Cheltenham	ZWE	M	9
Eastwood - Denistone		F	159
Eastwood - Denistone		M	153
Eastwood - Denistone	AUS	F	1195
Eastwood - Denistone	AUS	M	969
Eastwood - Denistone	CAN	F	3
Eastwood - Denistone	CAN	M	3
Eastwood - Denistone	CHN	F	642
Eastwood - Denistone	CHN	M	539
Eastwood - Denistone	EGY	F	9
Eastwood - Denistone	EGY	M	3
Eastwood - Denistone	FJI	F	14
Eastwood - Denistone	FJI	M	7
Eastwood - Denistone	DEU	F	5
Eastwood - Denistone	GRC	M	8
Eastwood - Denistone	HKG	F	161
Eastwood - Denistone	HKG	M	124
Eastwood - Denistone	IND	F	91
Eastwood - Denistone	IND	M	110
Eastwood - Denistone	IDN	F	27
Eastwood - Denistone	IDN	M	24
Eastwood - Denistone	IRN	F	24
Eastwood - Denistone	IRN	M	14
Eastwood - Denistone	IRQ	F	4
Eastwood - Denistone	IRL	F	9
Eastwood - Denistone	IRL	M	3
Eastwood - Denistone	ITA	F	15
Eastwood - Denistone	ITA	M	16
Eastwood - Denistone	JPN	F	14
Eastwood - Denistone	JPN	M	3
Eastwood - Denistone	LBN	F	13
Eastwood - Denistone	LBN	M	16
Eastwood - Denistone	MYS	F	63
Eastwood - Denistone	MYS	M	28
Eastwood - Denistone	MLT	F	3
Eastwood - Denistone	MLT	M	3
Eastwood - Denistone	NLD	M	3
Eastwood - Denistone	NZL	F	34
Eastwood - Denistone	NZL	M	25
Eastwood - Denistone	PAK	F	4
Eastwood - Denistone	PAK	M	11
Eastwood - Denistone	PHL	F	45
Eastwood - Denistone	PHL	M	27
Eastwood - Denistone	POL	F	7
Eastwood - Denistone	POL	M	9
Eastwood - Denistone	SGP	F	13
Eastwood - Denistone	SGP	M	9
Eastwood - Denistone	ZAF	F	22
Eastwood - Denistone	ZAF	M	10
Eastwood - Denistone	KOR	F	437
Eastwood - Denistone	KOR	M	360
Eastwood - Denistone	LKA	F	34
Eastwood - Denistone	LKA	M	18
Eastwood - Denistone	THA	F	19
Eastwood - Denistone	THA	M	3
Eastwood - Denistone	TUR	F	3
Eastwood - Denistone	GBR	F	83
Eastwood - Denistone	GBR	M	63
Eastwood - Denistone	USA	F	8
Eastwood - Denistone	USA	M	4
Eastwood - Denistone	VNM	F	29
Eastwood - Denistone	VNM	M	25
Eastwood - Denistone	ZWE	F	3
Gladesville - Huntleys Point		F	249
Gladesville - Huntleys Point		M	345
Gladesville - Huntleys Point	AUS	F	1671
Gladesville - Huntleys Point	AUS	M	1815
Gladesville - Huntleys Point	CAN	F	4
Gladesville - Huntleys Point	CAN	M	3
Gladesville - Huntleys Point	CHN	F	183
Gladesville - Huntleys Point	CHN	M	168
Gladesville - Huntleys Point	HRV	M	9
Gladesville - Huntleys Point	EGY	F	5
Gladesville - Huntleys Point	EGY	M	12
Gladesville - Huntleys Point	FJI	F	17
Gladesville - Huntleys Point	FJI	M	20
Gladesville - Huntleys Point	MKD	F	4
Gladesville - Huntleys Point	MKD	M	8
Gladesville - Huntleys Point	DEU	F	13
Gladesville - Huntleys Point	DEU	M	11
Gladesville - Huntleys Point	GRC	M	12
Gladesville - Huntleys Point	HKG	F	47
Gladesville - Huntleys Point	HKG	M	35
Gladesville - Huntleys Point	IND	F	109
Gladesville - Huntleys Point	IND	M	193
Gladesville - Huntleys Point	IDN	F	21
Gladesville - Huntleys Point	IDN	M	25
Gladesville - Huntleys Point	IRN	F	25
Gladesville - Huntleys Point	IRN	M	61
Gladesville - Huntleys Point	IRQ	M	13
Gladesville - Huntleys Point	IRL	F	16
Gladesville - Huntleys Point	IRL	M	37
Gladesville - Huntleys Point	ITA	F	19
Gladesville - Huntleys Point	ITA	M	50
Gladesville - Huntleys Point	JPN	F	10
Gladesville - Huntleys Point	JPN	M	3
Gladesville - Huntleys Point	LBN	F	16
Gladesville - Huntleys Point	LBN	M	50
Gladesville - Huntleys Point	MYS	F	25
Gladesville - Huntleys Point	MYS	M	15
Gladesville - Huntleys Point	NLD	F	3
Gladesville - Huntleys Point	NLD	M	3
Gladesville - Huntleys Point	NZL	F	80
Gladesville - Huntleys Point	NZL	M	72
Gladesville - Huntleys Point	PAK	F	8
Gladesville - Huntleys Point	PAK	M	28
Gladesville - Huntleys Point	PHL	F	62
Gladesville - Huntleys Point	PHL	M	55
Gladesville - Huntleys Point	POL	F	11
Gladesville - Huntleys Point	POL	M	11
Gladesville - Huntleys Point	SGP	F	5
Gladesville - Huntleys Point	SGP	M	8
Gladesville - Huntleys Point	ZAF	F	17
Gladesville - Huntleys Point	ZAF	M	23
Gladesville - Huntleys Point	KOR	F	42
Gladesville - Huntleys Point	KOR	M	41
Gladesville - Huntleys Point	LKA	F	24
Gladesville - Huntleys Point	LKA	M	29
Gladesville - Huntleys Point	THA	F	40
Gladesville - Huntleys Point	THA	M	18
Gladesville - Huntleys Point	TUR	F	3
Gladesville - Huntleys Point	TUR	M	14
Gladesville - Huntleys Point	GBR	F	129
Gladesville - Huntleys Point	GBR	M	160
Gladesville - Huntleys Point	USA	F	15
Gladesville - Huntleys Point	USA	M	18
Gladesville - Huntleys Point	VNM	F	25
Gladesville - Huntleys Point	VNM	M	32
Gladesville - Huntleys Point	ZWE	F	4
Gladesville - Huntleys Point	ZWE	M	3
Hunters Hill - Woolwich		F	197
Hunters Hill - Woolwich		M	125
Hunters Hill - Woolwich	AUS	F	1023
Hunters Hill - Woolwich	AUS	M	712
Hunters Hill - Woolwich	CAN	F	5
Hunters Hill - Woolwich	CHN	F	60
Hunters Hill - Woolwich	CHN	M	43
Hunters Hill - Woolwich	HRV	F	8
Hunters Hill - Woolwich	EGY	F	3
Hunters Hill - Woolwich	EGY	M	5
Hunters Hill - Woolwich	FJI	F	13
Hunters Hill - Woolwich	DEU	F	8
Hunters Hill - Woolwich	DEU	M	3
Hunters Hill - Woolwich	GRC	F	6
Hunters Hill - Woolwich	GRC	M	3
Hunters Hill - Woolwich	HKG	F	28
Hunters Hill - Woolwich	HKG	M	16
Hunters Hill - Woolwich	IND	F	46
Hunters Hill - Woolwich	IND	M	28
Hunters Hill - Woolwich	IDN	F	13
Hunters Hill - Woolwich	IDN	M	6
Hunters Hill - Woolwich	IRN	F	10
Hunters Hill - Woolwich	IRN	M	11
Hunters Hill - Woolwich	IRQ	M	6
Hunters Hill - Woolwich	IRL	F	14
Hunters Hill - Woolwich	IRL	M	10
Hunters Hill - Woolwich	ITA	F	16
Hunters Hill - Woolwich	ITA	M	23
Hunters Hill - Woolwich	JPN	F	8
Hunters Hill - Woolwich	JPN	M	3
Hunters Hill - Woolwich	LBN	F	12
Hunters Hill - Woolwich	LBN	M	7
Hunters Hill - Woolwich	MYS	F	12
Hunters Hill - Woolwich	MYS	M	5
Hunters Hill - Woolwich	NLD	F	7
Hunters Hill - Woolwich	NLD	M	3
Hunters Hill - Woolwich	NZL	F	43
Hunters Hill - Woolwich	NZL	M	23
Hunters Hill - Woolwich	PAK	F	5
Hunters Hill - Woolwich	PHL	F	51
Hunters Hill - Woolwich	PHL	M	20
Hunters Hill - Woolwich	POL	F	8
Hunters Hill - Woolwich	SGP	F	3
Hunters Hill - Woolwich	SGP	M	4
Hunters Hill - Woolwich	ZAF	F	27
Hunters Hill - Woolwich	ZAF	M	10
Hunters Hill - Woolwich	KOR	F	10
Hunters Hill - Woolwich	KOR	M	14
Hunters Hill - Woolwich	LKA	F	14
Hunters Hill - Woolwich	LKA	M	14
Hunters Hill - Woolwich	THA	F	21
Hunters Hill - Woolwich	THA	M	7
Hunters Hill - Woolwich	TUR	M	7
Hunters Hill - Woolwich	GBR	F	81
Hunters Hill - Woolwich	GBR	M	58
Hunters Hill - Woolwich	USA	F	12
Hunters Hill - Woolwich	USA	M	10
Hunters Hill - Woolwich	VNM	F	6
Hunters Hill - Woolwich	VNM	M	4
Hunters Hill - Woolwich	ZWE	F	6
Hunters Hill - Woolwich	ZWE	M	3
Macquarie Park - Marsfield		F	1954
Macquarie Park - Marsfield		M	2576
Macquarie Park - Marsfield	AUS	F	10735
Macquarie Park - Marsfield	AUS	M	12087
Macquarie Park - Marsfield	CAN	F	98
Macquarie Park - Marsfield	CAN	M	110
Macquarie Park - Marsfield	CHN	F	1495
Macquarie Park - Marsfield	CHN	M	1298
Macquarie Park - Marsfield	HRV	F	24
Macquarie Park - Marsfield	HRV	M	45
Macquarie Park - Marsfield	EGY	F	50
Macquarie Park - Marsfield	EGY	M	89
Macquarie Park - Marsfield	FJI	F	225
Macquarie Park - Marsfield	FJI	M	251
Macquarie Park - Marsfield	MKD	F	23
Macquarie Park - Marsfield	MKD	M	34
Macquarie Park - Marsfield	DEU	F	103
Macquarie Park - Marsfield	DEU	M	154
Macquarie Park - Marsfield	GRC	F	27
Macquarie Park - Marsfield	GRC	M	33
Macquarie Park - Marsfield	HKG	F	392
Macquarie Park - Marsfield	HKG	M	465
Macquarie Park - Marsfield	IND	F	1172
Macquarie Park - Marsfield	IND	M	2153
Macquarie Park - Marsfield	IDN	F	264
Macquarie Park - Marsfield	IDN	M	247
Macquarie Park - Marsfield	IRN	F	239
Macquarie Park - Marsfield	IRN	M	225
Macquarie Park - Marsfield	IRQ	F	42
Macquarie Park - Marsfield	IRQ	M	65
Macquarie Park - Marsfield	IRL	F	126
Macquarie Park - Marsfield	IRL	M	183
Macquarie Park - Marsfield	ITA	F	76
Macquarie Park - Marsfield	ITA	M	116
Macquarie Park - Marsfield	JPN	F	100
Macquarie Park - Marsfield	JPN	M	118
Macquarie Park - Marsfield	LBN	F	88
Macquarie Park - Marsfield	LBN	M	141
Macquarie Park - Marsfield	MYS	F	345
Macquarie Park - Marsfield	MYS	M	353
Macquarie Park - Marsfield	MLT	F	12
Macquarie Park - Marsfield	MLT	M	22
Macquarie Park - Marsfield	NLD	F	60
Macquarie Park - Marsfield	NLD	M	73
Macquarie Park - Marsfield	NZL	F	516
Macquarie Park - Marsfield	NZL	M	680
Macquarie Park - Marsfield	PAK	F	54
Macquarie Park - Marsfield	PAK	M	263
Macquarie Park - Marsfield	PHL	F	870
Macquarie Park - Marsfield	PHL	M	780
Macquarie Park - Marsfield	POL	F	85
Macquarie Park - Marsfield	POL	M	85
Macquarie Park - Marsfield	SGP	F	136
Macquarie Park - Marsfield	SGP	M	116
Macquarie Park - Marsfield	ZAF	F	353
Macquarie Park - Marsfield	ZAF	M	416
Macquarie Park - Marsfield	KOR	F	331
Macquarie Park - Marsfield	KOR	M	348
Macquarie Park - Marsfield	LKA	F	275
Macquarie Park - Marsfield	LKA	M	449
Macquarie Park - Marsfield	THA	F	117
Macquarie Park - Marsfield	THA	M	60
Macquarie Park - Marsfield	TUR	F	40
Macquarie Park - Marsfield	TUR	M	63
Macquarie Park - Marsfield	GBR	F	1003
Macquarie Park - Marsfield	GBR	M	1627
Macquarie Park - Marsfield	USA	F	210
Macquarie Park - Marsfield	USA	M	245
Macquarie Park - Marsfield	VNM	F	295
Macquarie Park - Marsfield	VNM	M	372
Macquarie Park - Marsfield	ZWE	F	42
Macquarie Park - Marsfield	ZWE	M	43
North Ryde - East Ryde		F	449
North Ryde - East Ryde		M	627
North Ryde - East Ryde	AUS	F	2833
North Ryde - East Ryde	AUS	M	3250
North Ryde - East Ryde	CAN	F	20
North Ryde - East Ryde	CAN	M	26
North Ryde - East Ryde	CHN	F	324
North Ryde - East Ryde	CHN	M	255
North Ryde - East Ryde	HRV	F	12
North Ryde - East Ryde	HRV	M	4
North Ryde - East Ryde	EGY	F	12
North Ryde - East Ryde	EGY	M	13
North Ryde - East Ryde	FJI	F	58
North Ryde - East Ryde	FJI	M	57
North Ryde - East Ryde	MKD	F	4
North Ryde - East Ryde	MKD	M	5
North Ryde - East Ryde	DEU	F	26
North Ryde - East Ryde	DEU	M	36
North Ryde - East Ryde	GRC	F	6
North Ryde - East Ryde	GRC	M	13
North Ryde - East Ryde	HKG	F	88
North Ryde - East Ryde	HKG	M	94
North Ryde - East Ryde	IND	F	291
North Ryde - East Ryde	IND	M	470
North Ryde - East Ryde	IDN	F	55
North Ryde - East Ryde	IDN	M	57
North Ryde - East Ryde	IRN	F	40
North Ryde - East Ryde	IRN	M	46
North Ryde - East Ryde	IRQ	F	6
North Ryde - East Ryde	IRQ	M	11
North Ryde - East Ryde	IRL	F	30
North Ryde - East Ryde	IRL	M	62
North Ryde - East Ryde	ITA	F	24
North Ryde - East Ryde	ITA	M	34
North Ryde - East Ryde	JPN	F	24
North Ryde - East Ryde	JPN	M	16
North Ryde - East Ryde	LBN	F	29
North Ryde - East Ryde	LBN	M	51
North Ryde - East Ryde	MYS	F	65
North Ryde - East Ryde	MYS	M	85
North Ryde - East Ryde	MLT	M	7
North Ryde - East Ryde	NLD	F	14
North Ryde - East Ryde	NLD	M	21
North Ryde - East Ryde	NZL	F	135
North Ryde - East Ryde	NZL	M	154
North Ryde - East Ryde	PAK	F	20
North Ryde - East Ryde	PAK	M	69
North Ryde - East Ryde	PHL	F	165
North Ryde - East Ryde	PHL	M	141
North Ryde - East Ryde	POL	F	21
North Ryde - East Ryde	POL	M	18
North Ryde - East Ryde	SGP	F	34
North Ryde - East Ryde	SGP	M	32
North Ryde - East Ryde	ZAF	F	104
North Ryde - East Ryde	ZAF	M	137
North Ryde - East Ryde	KOR	F	91
North Ryde - East Ryde	KOR	M	92
North Ryde - East Ryde	LKA	F	66
North Ryde - East Ryde	LKA	M	67
North Ryde - East Ryde	THA	F	42
North Ryde - East Ryde	THA	M	20
North Ryde - East Ryde	TUR	F	12
North Ryde - East Ryde	TUR	M	12
North Ryde - East Ryde	GBR	F	221
North Ryde - East Ryde	GBR	M	432
North Ryde - East Ryde	USA	F	53
North Ryde - East Ryde	USA	M	57
North Ryde - East Ryde	VNM	F	54
North Ryde - East Ryde	VNM	M	68
North Ryde - East Ryde	ZWE	F	10
North Ryde - East Ryde	ZWE	M	17
West Ryde - Meadowbank		F	179
West Ryde - Meadowbank		M	303
West Ryde - Meadowbank	AUS	F	1229
West Ryde - Meadowbank	AUS	M	1613
West Ryde - Meadowbank	CAN	F	7
West Ryde - Meadowbank	CAN	M	5
West Ryde - Meadowbank	CHN	F	238
West Ryde - Meadowbank	CHN	M	199
West Ryde - Meadowbank	HRV	F	3
West Ryde - Meadowbank	HRV	M	4
West Ryde - Meadowbank	EGY	F	6
West Ryde - Meadowbank	EGY	M	17
West Ryde - Meadowbank	FJI	F	14
West Ryde - Meadowbank	FJI	M	23
West Ryde - Meadowbank	MKD	M	10
West Ryde - Meadowbank	DEU	F	11
West Ryde - Meadowbank	DEU	M	4
West Ryde - Meadowbank	GRC	F	6
West Ryde - Meadowbank	GRC	M	7
West Ryde - Meadowbank	HKG	F	46
West Ryde - Meadowbank	HKG	M	55
West Ryde - Meadowbank	IND	F	127
West Ryde - Meadowbank	IND	M	128
West Ryde - Meadowbank	IDN	F	26
West Ryde - Meadowbank	IDN	M	9
West Ryde - Meadowbank	IRN	F	22
West Ryde - Meadowbank	IRN	M	42
West Ryde - Meadowbank	IRQ	F	8
West Ryde - Meadowbank	IRQ	M	14
West Ryde - Meadowbank	IRL	F	3
West Ryde - Meadowbank	IRL	M	22
West Ryde - Meadowbank	ITA	F	29
West Ryde - Meadowbank	ITA	M	27
West Ryde - Meadowbank	JPN	F	15
West Ryde - Meadowbank	JPN	M	8
West Ryde - Meadowbank	LBN	F	18
West Ryde - Meadowbank	LBN	M	46
West Ryde - Meadowbank	MYS	F	30
West Ryde - Meadowbank	MYS	M	18
West Ryde - Meadowbank	MLT	M	4
West Ryde - Meadowbank	NLD	F	3
West Ryde - Meadowbank	NLD	M	3
West Ryde - Meadowbank	NZL	F	37
West Ryde - Meadowbank	NZL	M	60
West Ryde - Meadowbank	PAK	F	3
West Ryde - Meadowbank	PAK	M	27
West Ryde - Meadowbank	PHL	F	59
West Ryde - Meadowbank	PHL	M	63
West Ryde - Meadowbank	POL	F	8
West Ryde - Meadowbank	POL	M	10
West Ryde - Meadowbank	SGP	F	13
West Ryde - Meadowbank	SGP	M	3
West Ryde - Meadowbank	ZAF	F	15
West Ryde - Meadowbank	ZAF	M	23
West Ryde - Meadowbank	KOR	F	132
West Ryde - Meadowbank	KOR	M	148
West Ryde - Meadowbank	LKA	F	31
West Ryde - Meadowbank	LKA	M	41
West Ryde - Meadowbank	THA	F	18
West Ryde - Meadowbank	THA	M	9
West Ryde - Meadowbank	TUR	F	4
West Ryde - Meadowbank	TUR	M	6
West Ryde - Meadowbank	GBR	F	62
West Ryde - Meadowbank	GBR	M	106
West Ryde - Meadowbank	USA	F	8
West Ryde - Meadowbank	USA	M	10
West Ryde - Meadowbank	VNM	F	27
West Ryde - Meadowbank	VNM	M	24
West Ryde - Meadowbank	ZWE	F	4
West Ryde - Meadowbank	ZWE	M	7
Putney		F	14
Putney		M	17
Putney	AUS	F	202
Putney	AUS	M	156
Putney	CHN	F	14
Putney	CHN	M	18
Putney	FJI	F	3
Putney	HKG	F	6
Putney	IND	F	7
Putney	IND	M	7
Putney	IRN	F	3
Putney	IRN	M	3
Putney	ITA	M	9
Putney	LBN	F	3
Putney	LBN	M	3
Putney	MYS	F	3
Putney	NZL	F	6
Putney	NZL	M	8
Putney	PAK	M	3
Putney	PHL	F	4
Putney	PHL	M	3
Putney	ZAF	M	3
Putney	KOR	F	7
Putney	KOR	M	11
Putney	LKA	F	3
Putney	THA	M	3
Putney	GBR	F	12
Putney	GBR	M	8
Putney	USA	M	3
Putney	VNM	F	3
Putney	VNM	M	3
Ryde		F	385
Ryde		M	384
Ryde	AUS	F	2114
Ryde	AUS	M	1924
Ryde	CAN	F	11
Ryde	CAN	M	9
Ryde	CHN	F	229
Ryde	CHN	M	211
Ryde	HRV	F	11
