LGA_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
LGA36960,3,0,0,27,0,3,8,8,13,4,0,0,39,0,0,0,5,10,5,0,0,20,0,7,9,3,13,7,3,0,36,22,100,232,252,218,155,25,0,1003
LGA37010,734,97,9,4446,0,60,964,1612,1665,853,121,11,5299,3,14,196,550,663,430,86,11,1960,95,136,233,203,249,200,58,15,1187,5498,9931,18675,17047,16816,11228,2275,245,81713
LGA37300,7,4,0,96,0,9,52,33,27,14,3,0,137,0,0,6,20,18,8,0,0,56,8,3,0,0,5,6,0,0,18,68,95,309,249,275,136,24,3,1157
LGA37310,144,30,8,925,3,51,464,438,405,206,45,0,1614,0,5,162,275,255,130,35,6,872,22,13,55,52,60,58,32,6,309,945,1315,3294,3449,3540,2598,880,213,16242
LGA37340,106,15,0,523,0,15,220,266,238,131,29,5,910,7,3,47,136,128,93,22,3,446,21,25,51,49,54,66,14,10,296,824,1510,3420,3068,3137,2445,597,108,15102
LGA37400,4,0,0,15,0,0,9,9,5,4,0,0,23,0,0,0,0,6,3,3,0,15,0,0,0,3,5,3,3,0,16,28,47,101,92,137,125,39,9,581
LGA37550,0,0,0,10,0,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,11,28,49,52,64,48,9,0,264
LGA37570,0,0,0,9,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,12,18,29,23,3,0,104
LGA37600,6,0,0,23,0,0,3,5,10,7,0,0,30,0,0,0,5,3,3,0,0,11,0,5,0,0,0,0,0,0,6,6,48,105,99,117,64,4,0,446
LGA39499,628,81,9,4684,3,120,1311,1633,1392,747,120,14,5342,7,41,395,734,703,376,91,14,2355,96,178,394,455,446,328,108,26,2040,4033,9101,21291,21752,22346,16091,3810,410,98838
LGA39799,8,0,0,17,0,0,11,10,14,12,3,0,47,0,0,5,6,5,4,0,0,28,0,0,0,0,0,0,0,0,3,3,16,42,53,44,37,7,0,202
LGA40070,1440,212,26,8473,4,26,1862,4104,3963,2332,311,15,12616,5,8,446,2057,2447,1648,379,48,7030,56,152,321,262,268,200,62,17,1328,2839,10528,30158,28154,25326,17025,3254,320,117609
LGA40120,114,37,0,424,0,3,34,105,136,76,21,3,379,0,4,9,60,79,57,28,3,254,13,9,19,18,26,30,12,0,130,663,980,1493,1792,2200,1878,724,106,9836
LGA40220,38,16,0,202,0,0,21,53,70,50,21,0,211,0,0,11,14,19,30,12,8,99,16,6,13,27,26,17,6,10,124,385,480,956,1235,1509,1400,470,101,6542
LGA40250,14,3,0,46,0,3,12,6,13,21,7,0,60,0,0,0,0,3,3,0,0,8,0,14,3,4,9,4,0,0,31,11,68,137,117,129,124,27,9,624
LGA40310,102,27,0,425,0,6,56,152,162,90,20,0,490,0,3,17,49,73,49,17,3,209,15,10,22,17,35,36,6,7,145,603,813,1686,2053,2459,1896,504,82,10098
LGA40430,4,3,0,35,0,0,3,12,10,12,6,0,46,0,0,0,3,3,3,4,3,18,0,0,4,0,4,5,0,0,21,27,27,94,132,196,173,57,15,720
LGA40520,46,3,0,166,0,3,27,47,51,52,6,0,183,0,0,3,20,16,24,6,0,63,4,6,18,14,12,27,4,0,86,218,341,761,900,1073,965,240,35,4530
LGA40700,216,64,9,945,0,8,169,389,428,292,80,12,1380,0,7,65,231,341,235,96,14,1002,15,23,33,31,42,31,12,3,196,806,1442,3430,3493,3646,2852,943,139,16760
LGA40910,117,19,0,422,0,7,47,83,122,103,20,3,378,0,0,13,44,50,25,11,3,159,15,6,21,28,29,32,3,0,121,579,864,1850,1889,2171,1629,438,58,9483
LGA41010,15,0,0,72,0,0,15,20,21,17,0,0,70,0,0,6,8,6,6,0,0,32,3,4,8,10,4,7,3,0,42,81,143,293,295,350,304,97,9,1575
LGA41060,355,54,11,1678,0,19,279,538,515,381,69,3,1801,3,17,91,256,324,225,85,16,1011,45,61,89,89,130,77,34,7,521,2190,4028,8415,7962,8983,6600,1522,183,39879
LGA41140,36,9,0,141,0,4,19,39,51,45,10,3,169,0,0,8,19,26,31,3,3,88,8,6,11,9,13,19,3,0,69,210,307,706,700,956,877,288,61,4114
LGA41190,7,0,0,32,0,0,9,3,15,10,3,0,36,0,0,0,0,8,8,0,0,21,0,0,0,3,5,8,0,0,20,29,53,138,157,195,194,50,12,827
LGA41330,9,4,0,36,0,0,11,19,7,0,0,0,40,0,0,0,3,7,0,0,0,11,0,0,3,0,3,4,4,0,18,9,39,162,142,142,125,51,12,677
LGA41560,37,3,0,158,0,0,25,31,55,36,13,3,167,0,3,0,24,22,15,7,0,68,5,10,13,14,8,17,3,9,69,341,364,721,766,1056,873,191,56,4365
LGA41750,7,0,0,11,0,0,0,0,4,14,0,0,20,0,0,0,3,7,6,0,0,21,0,0,0,0,4,3,3,0,10,13,25,59,80,117,145,33,3,460
LGA41830,7,0,0,20,0,0,4,8,0,3,0,0,15,0,0,0,0,6,8,0,3,15,0,0,0,0,0,3,0,0,8,27,31,71,77,114,127,41,5,505
LGA41960,3,3,0,20,0,0,0,3,7,0,0,0,17,0,0,0,0,7,3,0,0,8,0,0,0,0,4,4,0,0,18,19,29,72,87,116,88,39,8,454
LGA42030,55,9,0,258,0,0,16,57,70,67,12,0,219,0,0,20,24,35,25,9,4,121,16,16,16,28,18,12,4,0,104,614,680,1219,1202,1433,1092,225,27,6484
LGA42110,11,3,0,52,0,0,7,7,14,15,0,0,43,0,0,3,0,8,6,3,0,25,0,3,0,3,7,5,0,4,21,49,78,194,246,311,325,93,40,1339
LGA42250,17,10,0,72,0,0,13,19,26,14,15,6,100,0,0,8,8,17,15,15,0,73,0,0,8,5,12,9,7,5,44,88,134,364,435,577,416,182,62,2263
LGA42600,121,24,8,452,0,3,42,118,121,115,24,3,430,0,0,17,66,71,87,41,8,284,11,12,31,28,38,31,11,4,176,1054,1509,2440,2153,2399,2096,595,94,12348
LGA42750,21,3,0,60,0,0,3,18,24,17,3,0,70,0,0,0,3,7,7,3,0,25,3,0,8,0,9,3,3,0,36,100,116,319,347,483,467,192,35,2048
LGA43080,5,4,0,12,0,0,0,4,6,3,3,0,14,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,11,23,54,89,131,97,47,10,468
LGA43220,3,4,0,20,0,0,5,3,10,3,0,0,22,0,0,0,4,3,7,0,3,24,0,0,0,5,0,3,0,0,16,24,34,118,95,125,93,36,9,535
LGA43360,10,5,0,40,0,3,6,13,13,14,13,3,56,0,0,3,3,9,11,4,0,35,0,0,0,0,3,8,0,0,13,45,54,155,151,170,222,89,22,916
LGA43650,50,14,0,244,0,3,38,95,75,44,6,0,261,0,0,16,17,45,25,19,0,120,3,8,11,13,15,20,9,0,83,203,359,930,1027,1092,893,276,56,4843
LGA43710,11,3,0,61,0,0,7,22,22,11,4,6,78,0,0,4,7,10,11,0,0,40,0,3,5,0,6,9,0,3,28,77,71,236,328,356,299,103,25,1494
LGA43790,30,5,0,131,0,7,15,27,29,28,8,3,116,0,0,10,14,23,22,12,10,85,6,0,11,15,15,19,11,3,94,278,335,726,817,1055,928,275,66,4486
LGA43920,6,3,3,43,0,0,9,11,7,18,0,0,46,0,0,0,10,7,13,3,3,34,0,5,4,10,11,6,0,0,35,59,195,401,444,441,276,121,21,1961
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
LGA44060,211,36,0,911,0,8,120,291,320,208,42,3,993,0,5,34,97,109,95,31,3,375,12,35,60,56,58,38,10,5,285,1353,2280,4476,4332,4621,3622,922,99,21697
LGA44210,20,3,0,67,0,0,12,12,13,12,0,0,54,4,0,7,4,13,6,8,0,38,9,3,3,10,12,11,3,3,58,125,158,297,380,612,562,172,45,2351
LGA44340,394,62,6,1714,0,3,292,510,572,376,76,10,1838,4,0,48,267,309,234,74,11,951,22,25,50,61,76,54,22,9,318,1279,2412,5529,5755,6272,4892,1167,165,27474
LGA44550,64,16,3,408,0,0,70,120,142,89,13,3,442,0,0,25,38,75,46,22,8,209,19,15,21,19,36,29,10,0,158,916,1052,1823,2003,2402,1710,490,84,10480
LGA44620,103,8,0,475,0,0,66,129,153,101,19,0,467,0,0,15,43,46,59,11,4,178,26,15,30,37,49,36,10,8,201,970,1142,2323,2488,2952,2255,443,60,12634
LGA44830,10,3,0,29,0,0,3,0,13,4,0,0,20,0,0,4,0,8,4,4,0,22,0,0,4,0,3,4,3,3,23,38,49,91,114,216,225,83,25,839
LGA45040,78,3,0,304,0,0,40,68,83,69,11,3,270,0,0,10,20,23,35,9,0,93,10,9,22,20,32,24,3,5,124,533,918,1836,1720,2056,1518,347,71,8994
LGA45090,13,7,0,101,0,0,15,29,32,34,10,3,126,3,0,12,21,25,19,15,6,93,3,3,3,8,20,16,6,0,62,246,313,698,801,887,760,283,72,4057
LGA45120,19,3,0,61,0,0,6,21,22,14,7,4,75,0,0,3,6,9,14,0,0,35,5,0,4,0,12,3,3,3,28,68,125,249,314,375,398,159,37,1728
LGA45290,217,53,3,1163,0,0,183,415,430,302,71,9,1407,3,3,60,213,309,238,70,9,904,17,31,58,42,51,55,16,3,278,1257,2498,5089,4716,4877,3561,921,136,23048
LGA45340,361,60,0,1498,0,7,181,376,434,299,51,7,1362,4,8,49,161,205,118,48,7,605,64,56,88,113,107,78,26,6,532,3018,3659,7107,7624,8305,6301,1552,157,37728
LGA45400,3,3,0,11,0,0,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,10,14,54,64,70,109,36,13,377
LGA45540,6,3,0,18,0,0,0,3,4,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14,23,36,66,62,92,147,29,5,474
LGA45680,216,24,0,1052,0,5,177,287,296,171,19,0,956,3,6,38,131,162,76,24,6,448,40,41,65,80,68,48,13,4,350,1526,2389,5534,5044,5422,3652,623,63,24249
LGA45890,720,90,3,3588,0,33,547,1194,1388,852,118,7,4143,0,17,101,367,517,321,80,9,1425,34,67,171,168,198,129,36,10,823,2578,5418,13732,13900,14821,10500,1997,219,63157
LGA46090,65,14,0,288,0,0,45,87,106,75,12,0,332,0,0,5,12,21,22,10,0,75,9,7,13,19,16,25,5,0,102,321,544,1030,963,1277,1008,241,9,5389
LGA46300,55,11,0,282,0,0,34,67,90,67,7,0,266,0,4,19,34,40,35,3,3,134,12,16,22,28,30,12,4,0,116,486,563,1357,1343,1492,1132,219,33,6625
LGA46450,78,9,0,358,0,3,72,76,118,88,8,0,365,0,0,25,39,43,48,7,0,162,14,9,17,12,27,22,10,3,115,434,589,1235,1280,1613,1251,232,24,6652
LGA46510,68,10,0,267,0,3,29,94,94,50,12,4,285,0,0,13,30,35,39,7,0,132,4,5,12,18,29,16,0,0,83,375,647,1273,1130,1156,908,224,27,5735
LGA46670,25,3,0,106,0,0,10,26,33,22,6,0,96,0,3,3,20,22,22,14,0,77,0,10,19,6,12,23,0,3,65,247,360,710,691,865,727,170,47,3825
LGA46860,8,0,0,28,0,0,3,3,5,6,0,0,15,0,0,0,0,0,0,4,0,9,0,0,0,3,0,0,0,0,9,30,50,101,108,146,119,59,21,632
LGA46970,36,4,0,280,0,23,205,179,138,65,6,0,615,0,0,46,73,75,13,0,0,210,0,5,7,6,6,3,0,0,20,73,196,664,556,480,239,22,3,2233
LGA47140,438,62,6,2488,0,17,408,989,1136,623,87,13,3268,0,6,72,258,403,241,44,7,1029,36,60,119,103,143,78,23,8,571,2022,4054,10343,10157,10532,6787,1285,135,45320
LGA47290,8,3,0,29,0,0,0,6,12,6,3,0,34,0,0,3,5,6,0,3,0,14,0,3,4,0,3,0,0,0,12,55,53,180,184,209,218,77,19,989
LGA47490,7,3,0,31,0,0,7,4,9,9,3,0,28,0,0,0,5,3,9,0,0,20,0,0,0,0,0,7,3,0,11,35,48,125,168,200,204,52,17,856
LGA47630,21,13,3,99,0,0,9,19,29,20,4,0,86,0,0,3,11,18,10,6,0,48,10,3,12,12,13,15,3,0,57,218,247,590,675,781,637,232,44,3426
LGA47700,217,36,0,892,0,13,112,208,244,163,24,3,771,0,6,26,102,104,94,23,0,358,38,24,53,48,62,45,12,7,287,2086,2465,4087,3940,4414,3373,842,80,21274
LGA47800,14,6,0,47,0,0,5,9,30,17,5,0,65,0,0,3,3,4,9,0,0,26,3,0,8,11,7,7,3,3,45,96,144,299,363,469,443,195,32,2034
LGA47910,3,0,3,25,0,0,7,8,12,9,3,0,32,0,0,3,6,6,12,5,0,29,0,0,0,3,3,10,3,3,17,35,64,121,144,215,219,64,21,885
LGA47980,182,43,0,935,0,3,233,478,446,277,67,11,1515,0,6,74,262,337,222,62,5,977,15,29,47,53,36,38,16,0,242,778,1820,4357,4176,4075,3175,901,105,19383
LGA48050,42,12,0,147,0,0,17,45,48,40,4,0,148,0,0,3,25,11,10,14,3,61,3,3,11,17,9,4,6,4,62,319,334,666,816,977,974,267,44,4396
LGA48130,25,11,3,100,0,0,10,20,33,32,8,0,105,0,0,3,11,3,6,8,0,40,0,12,13,6,12,7,8,3,58,124,222,479,488,604,550,190,34,2689
LGA48260,25,7,3,119,0,0,14,44,39,35,9,0,141,0,0,3,15,30,28,12,3,84,0,0,8,5,7,8,4,0,33,106,229,511,430,484,424,146,21,2350
LGA48340,52,13,0,233,0,3,29,69,101,69,19,10,290,0,0,7,14,41,35,23,4,122,8,3,10,19,15,19,9,0,92,218,308,625,913,1180,929,343,70,4587
LGA48410,456,55,3,2434,0,10,452,915,1034,644,101,8,3166,0,3,94,367,508,301,83,15,1371,34,42,126,93,138,79,17,4,536,1487,3543,9396,9657,10232,7027,1404,165,42916
LGA48540,91,8,0,479,0,7,102,154,150,78,3,3,500,0,6,21,57,42,35,10,0,167,7,13,14,25,25,23,0,0,119,394,675,1486,1402,1783,1187,182,22,7135
LGA48640,12,0,0,27,0,0,0,17,8,3,0,0,27,0,0,3,5,6,6,3,0,26,0,0,3,0,0,0,3,0,11,22,50,106,129,137,135,52,7,637
LGA48750,6,6,0,28,0,0,3,10,23,11,7,0,47,0,0,0,3,8,11,4,0,26,0,0,5,4,3,5,3,0,22,84,107,174,229,315,350,134,33,1409
LGA48830,45,16,0,148,0,0,11,36,47,22,17,4,133,0,0,3,15,17,22,8,4,75,5,4,9,8,8,17,3,3,64,154,226,532,624,876,927,299,80,3714
LGA49399,113,7,4,806,3,44,447,465,411,201,12,4,1589,0,6,105,192,171,102,10,7,591,3,9,13,14,29,14,0,0,84,97,377,1463,1389,1488,863,126,21,5831
LGA49499,191,31,0,1134,0,24,325,366,382,190,37,7,1332,8,12,90,155,156,92,36,4,551,18,47,125,119,135,112,32,6,587,1086,3144,6992,6837,8214,6315,1538,185,34311
LGA49799,0,0,0,7,0,0,0,3,9,3,0,0,22,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,13,25,8,0,0,64
LGA50080,210,26,3,821,0,4,87,213,288,230,42,6,876,0,3,32,87,121,99,30,3,373,28,23,26,33,66,38,18,10,244,1024,1105,2387,2842,3541,2964,811,129,14818
LGA50210,156,40,0,926,0,15,205,291,293,190,32,4,1029,0,6,56,115,120,82,18,13,392,43,36,52,49,53,35,17,8,294,1571,1881,3935,3566,3351,2573,654,78,17605
LGA50250,297,22,0,1952,8,240,2391,2072,1823,904,73,0,7509,3,196,2468,2616,2296,1059,87,0,8727,7,17,99,93,99,53,5,0,370,166,965,6915,6396,5779,2951,265,9,23446
LGA50280,35,11,3,199,0,0,34,63,68,44,8,0,225,0,0,5,29,42,40,17,0,134,7,10,12,30,10,12,7,6,91,347,336,1078,1328,1265,1110,313,69,5849
LGA50350,70,8,0,345,0,3,58,105,143,83,16,3,421,0,3,13,39,52,29,5,3,150,5,8,23,20,24,10,0,0,94,224,481,1317,1292,1400,977,228,24,5942
LGA50420,162,30,0,921,0,9,203,325,320,208,50,0,1114,0,0,50,121,148,108,30,4,457,22,52,61,55,78,50,21,5,340,1449,2255,4550,3857,4036,3089,888,95,20215
LGA50490,384,65,3,2627,0,48,1069,1441,1254,670,121,3,4609,0,18,234,775,833,417,64,8,2355,26,43,107,133,131,72,29,0,533,1055,3468,10114,9076,8213,5277,1096,100,38400
LGA50560,3,0,0,21,0,0,0,3,8,12,4,0,26,0,0,0,7,8,0,3,0,23,0,0,0,0,4,3,0,0,9,15,26,64,85,108,117,55,17,486
LGA50630,45,5,0,305,0,23,216,222,197,91,4,3,755,0,0,40,78,56,24,0,0,196,0,3,8,10,14,6,0,3,37,38,120,498,560,526,307,58,18,2125
LGA50770,4,0,0,26,0,0,0,11,11,15,4,3,43,0,0,0,4,9,3,4,0,23,0,0,0,4,0,10,0,0,10,23,15,65,151,148,146,83,24,654
LGA50840,15,3,3,98,0,3,17,26,43,31,4,0,121,0,0,0,10,13,11,3,0,45,7,3,3,7,9,9,3,0,35,110,73,189,318,404,423,142,24,1674
LGA50910,3,3,0,22,0,0,3,7,8,3,0,0,21,0,0,0,3,5,3,3,0,10,0,0,3,0,8,4,3,0,20,11,36,50,60,111,78,63,8,427
LGA50980,98,6,0,605,0,4,182,252,235,170,22,0,861,3,0,63,94,103,58,19,0,348,14,10,34,29,26,18,5,0,137,291,516,1913,1739,1555,1149,218,20,7401
LGA51080,5,0,0,15,0,0,3,5,11,8,0,0,28,0,0,0,7,4,11,3,0,23,0,0,0,3,0,0,3,0,13,5,16,63,76,97,74,24,3,357
LGA51120,8,0,0,35,0,0,6,7,8,8,0,0,34,0,0,5,3,6,14,3,0,28,0,0,0,0,0,0,3,0,7,10,23,76,65,85,88,36,14,409
LGA51190,306,25,0,1297,0,19,253,459,582,380,50,0,1743,5,7,78,149,199,130,30,4,605,34,27,50,58,89,48,21,3,334,1470,2000,4300,4609,5178,3724,763,62,22094
LGA51260,97,22,3,581,0,0,66,214,217,134,34,8,666,0,3,33,89,135,80,26,7,372,15,15,35,32,42,37,16,3,195,928,931,2296,3159,3243,2331,647,95,13639
LGA51310,117,28,4,709,0,10,198,382,328,216,41,17,1192,3,3,62,254,373,217,68,14,991,19,16,40,24,36,28,13,0,179,618,1218,3046,2718,2792,2010,606,109,13119
LGA51330,663,104,9,3350,0,63,934,1406,1408,883,134,5,4839,3,16,224,589,699,430,81,16,2060,45,92,176,142,185,89,29,3,759,2865,5470,12995,11641,11629,8226,1893,163,54889
LGA51400,34,3,0,194,0,0,34,78,98,63,11,0,282,0,0,6,28,40,31,5,0,104,10,6,3,8,16,12,0,0,61,249,231,581,784,876,667,157,24,3567
LGA51470,3,0,0,20,0,0,0,8,5,6,0,0,22,0,0,0,0,3,3,0,0,6,0,0,3,0,0,7,3,0,10,12,28,53,52,66,80,16,0,311
LGA51540,25,5,0,153,0,5,93,105,84,53,7,0,351,0,5,31,61,59,30,5,0,191,3,3,13,26,37,11,6,0,101,93,191,601,587,636,469,142,27,2741
LGA51610,0,0,0,13,0,0,4,9,3,3,0,0,17,0,0,0,3,3,4,3,0,11,0,0,4,3,0,3,0,0,16,11,17,51,72,76,61,44,9,337
LGA51680,13,0,0,69,0,4,30,43,35,18,3,0,127,0,0,5,16,21,14,3,0,55,3,0,3,7,10,3,0,0,22,74,79,204,286,328,245,116,24,1361
LGA51750,69,13,3,335,0,3,105,165,164,123,33,3,592,0,3,24,91,113,88,21,5,345,3,22,16,17,20,15,7,5,107,443,956,1498,1184,1229,964,337,59,6685
LGA51820,415,65,5,2852,0,59,996,1312,1215,576,87,4,4241,0,10,282,647,607,337,67,3,1959,37,54,138,134,148,72,17,6,603,2289,4078,10147,9636,8873,5388,1135,128,41679
LGA51890,57,3,0,377,0,37,251,347,347,190,10,0,1188,0,4,53,113,140,89,8,0,412,3,4,7,12,8,6,0,3,44,204,312,904,1052,1126,758,127,14,4493
LGA51960,41,0,0,251,0,21,182,181,159,69,6,0,619,0,0,50,78,74,45,5,0,258,0,3,8,6,9,3,0,0,31,39,127,542,499,497,286,39,5,2043
LGA52030,4,4,0,19,0,0,0,10,8,8,0,0,19,0,0,0,5,5,6,3,0,13,0,0,0,0,0,3,0,0,4,9,8,57,66,90,95,36,9,373
LGA52100,9,3,0,30,0,0,9,13,7,10,0,0,36,0,0,3,6,9,3,3,0,21,0,0,0,0,0,3,0,0,11,16,32,93,95,110,125,47,8,528
LGA52170,29,8,0,114,0,3,37,37,43,32,22,4,179,0,0,17,55,94,58,23,3,247,5,3,5,6,4,10,3,0,38,166,343,640,447,504,394,151,33,2679
LGA52240,3,0,0,7,0,0,4,7,5,6,0,0,25,0,0,0,5,3,3,5,0,22,3,0,3,3,3,3,0,4,14,15,23,84,104,109,99,53,17,504
LGA52310,0,0,0,3,0,0,0,7,9,0,0,0,14,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,6,3,8,28,40,43,42,24,4,194
LGA52380,0,0,0,3,0,0,7,3,9,4,0,0,29,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,25,17,29,26,3,0,121
LGA52450,12,3,0,41,0,0,7,8,10,11,0,0,37,0,0,0,6,3,0,4,0,14,0,0,0,0,0,4,0,0,8,17,53,114,127,123,124,49,4,610
LGA52520,13,3,0,44,0,3,14,15,10,6,4,0,53,0,0,7,11,4,9,0,0,34,0,0,3,0,4,0,0,0,7,17,60,161,168,158,140,56,23,782
LGA52590,11,0,0,54,0,5,24,55,37,33,3,0,152,0,0,18,14,19,10,5,0,63,3,0,3,5,6,7,0,0,22,61,88,250,274,343,277,113,24,1430
LGA52660,39,11,3,194,0,0,29,51,68,41,9,7,211,0,0,4,23,18,24,5,0,73,6,3,4,8,17,5,3,0,49,348,248,618,677,766,559,146,44,3403
LGA52730,18,3,0,69,0,0,11,22,25,28,8,3,93,0,0,4,12,12,7,7,0,49,8,0,3,3,4,8,9,0,29,150,73,213,330,481,416,200,31,1901
LGA52800,48,6,0,191,0,3,50,70,84,51,6,0,268,0,0,19,23,16,14,3,3,86,3,11,18,12,12,6,3,0,69,86,224,649,512,520,477,119,13,2592
LGA52870,12,3,0,47,0,0,9,13,17,17,5,0,67,0,0,4,8,6,5,12,3,38,4,0,3,0,9,4,8,0,29,100,77,215,289,352,410,172,27,1640
LGA52940,3,3,0,14,0,0,0,0,8,4,0,0,12,0,0,0,3,7,3,5,0,24,0,0,3,0,0,0,0,0,7,9,15,51,55,67,59,26,7,289
LGA53010,3,4,0,10,0,0,5,4,0,0,0,0,9,0,0,3,0,3,3,0,0,12,0,0,0,0,0,0,0,0,5,0,19,65,53,66,70,29,5,309
LGA53080,8,0,0,49,0,0,40,35,23,15,0,0,118,0,0,7,16,23,6,0,0,61,0,0,0,0,0,0,0,0,8,16,35,128,112,132,100,18,5,537
LGA53150,26,7,0,96,0,0,14,29,54,33,6,0,135,0,0,7,21,34,18,9,0,91,0,4,7,0,3,3,0,0,17,102,209,358,323,397,296,87,15,1797
LGA53220,198,27,0,1499,0,199,1726,1430,1211,535,47,3,5150,0,41,869,945,770,366,38,0,3041,5,23,58,56,48,26,6,0,224,142,770,4409,3738,3122,1636,203,11,14018
LGA53290,77,7,0,359,0,10,77,136,172,93,20,5,506,0,0,28,46,79,41,25,3,218,8,12,15,17,34,16,13,3,109,368,469,1045,1210,1456,1023,298,67,5935
LGA53360,8,0,0,77,0,0,24,44,48,25,4,0,152,0,0,16,17,25,14,3,0,78,3,0,7,5,3,0,0,0,20,71,111,311,314,306,219,44,10,1382
LGA53430,305,59,4,1573,0,20,395,668,699,470,97,9,2362,0,7,125,308,392,256,97,11,1203,30,35,85,67,78,53,24,7,376,1167,2531,5645,5047,5324,3896,1125,131,24868
LGA53570,18,4,0,90,0,0,14,26,19,16,5,0,93,0,0,5,14,9,8,8,5,44,5,5,13,5,7,4,3,0,47,70,140,438,318,407,344,151,48,1910
LGA53640,10,4,0,22,0,0,6,15,14,8,3,0,49,0,0,0,10,13,10,4,0,39,0,4,0,0,7,3,3,0,16,20,54,127,116,132,131,49,3,643
LGA53710,3,0,0,10,0,0,3,3,0,3,3,0,19,0,0,0,5,3,6,0,0,17,0,0,0,0,0,0,0,0,3,9,13,67,62,71,87,32,17,355
LGA53780,261,56,6,1346,0,15,244,417,462,277,62,6,1487,3,13,64,146,158,107,34,7,533,25,43,45,60,74,64,20,3,337,1587,2383,5251,5124,5098,3750,1010,101,24306
LGA53800,213,28,4,1061,3,23,243,379,453,270,34,6,1400,0,7,48,122,177,112,31,10,504,28,23,44,44,67,54,9,3,273,1124,1307,2857,3225,3818,2676,612,88,15703
LGA53920,26,0,0,78,0,4,29,25,22,26,3,0,109,0,0,8,15,7,9,3,0,49,0,4,6,8,3,7,3,0,38,23,95,228,191,185,146,32,0,901
LGA53990,92,13,0,498,0,5,112,178,211,115,15,0,638,0,0,26,56,69,43,6,3,218,15,14,14,12,31,22,7,0,116,443,453,1228,1438,1621,1122,285,48,6632
LGA54060,12,9,0,50,0,0,17,16,30,13,0,4,79,0,0,3,13,19,8,7,0,48,0,0,0,0,4,5,0,0,12,55,50,144,213,258,220,83,17,1039
LGA54130,9,7,0,35,0,0,10,10,8,8,0,0,36,0,0,4,10,7,9,3,0,25,0,0,0,0,5,0,0,0,6,9,33,107,95,140,138,42,15,582
LGA54170,514,78,7,2458,0,9,412,837,975,715,84,11,3042,3,7,153,359,500,285,76,3,1396,64,86,137,112,140,91,29,3,662,4587,5367,8702,8660,9866,7042,1668,152,46047
LGA54200,182,34,3,836,0,14,190,299,330,238,53,4,1122,4,6,48,112,143,118,23,3,455,20,23,35,42,40,34,17,0,219,1044,1274,2768,3003,3186,2414,694,103,14481
LGA54280,183,31,3,1295,3,111,725,756,650,368,46,0,2661,0,15,172,277,265,135,32,5,901,13,23,60,53,49,41,11,0,261,857,1358,3685,3287,3161,2037,387,39,14815
LGA54310,155,18,3,1153,3,116,1015,954,703,366,37,0,3190,0,44,640,877,744,325,41,3,2666,13,17,45,55,58,26,6,3,222,424,881,3671,3531,2875,1490,190,23,13086
LGA54340,18,0,0,81,0,0,15,29,31,19,0,0,104,0,0,4,11,8,8,3,0,29,0,3,3,9,8,12,3,3,34,97,178,358,340,405,333,90,14,1826
LGA54410,3,0,0,19,0,0,0,0,3,8,4,0,19,0,0,3,0,10,3,0,0,12,0,0,0,0,3,3,0,0,5,15,25,73,81,112,82,40,6,432
LGA54480,6,0,0,24,0,0,0,8,12,6,0,0,20,0,0,0,6,0,3,3,0,10,0,0,0,0,3,3,0,0,3,4,10,40,77,67,49,29,10,283
