LGA_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
LGA10050,0,0,0,0,3,0,0,0,0,6,0,0,0,4,4,0,0,0,0,10,0,8,0,0,15,0,0,3,0,26,0,0,0,4,27,0,0,0,0,28,0,6,0,4,57,3,0,3,0,79,0,15,0,0,84,0,0,3,5,108,0,18,0,3,77,5,0,3,0,113,3,23,6,5,111,6,3,5,8,170,9,41,7,13,165,0,3,0,10,252,9,84,4,3,153,0,0,0,10,261,22,69,3,6,59,0,0,0,8,167,20,64,4,3,16,0,0,0,4,108,43,70,3,0,18,0,0,0,3,133,4,12,0,0,0,0,0,0,0,19,0,3,0,0,8,0,0,0,0,10,106,423,37,55,794,18,8,16,45,1488,0,0,0,0,0,0,0,0,0,7,0,6,0,6,0,0,0,4,0,11,0,9,0,7,3,0,0,3,0,22,0,9,0,12,10,0,0,9,0,29
LGA10130,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,24,0,30,0,0,11,0,0,4,0,46,0,23,3,3,6,0,0,0,0,35,0,27,3,0,7,0,0,0,0,45,0,38,0,0,23,0,0,0,0,69,5,23,3,3,19,3,0,4,0,57,8,36,11,5,35,3,0,0,0,95,4,58,27,12,87,0,0,0,0,193,16,68,35,10,79,0,0,0,0,205,26,132,15,4,41,0,0,0,7,231,21,122,5,4,16,0,0,0,0,163,34,231,5,3,5,0,0,0,0,277,29,53,0,0,3,0,0,0,0,86,0,3,0,0,3,0,0,0,0,11,146,854,103,48,342,11,0,13,11,1536,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,5,0,13,0,10,0,8,10,0,0,3,0,29
LGA10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,15,0,3,0,0,7,0,0,0,0,16,0,4,0,3,19,0,0,0,0,23,3,3,0,0,12,0,0,0,0,23,3,10,0,4,0,0,0,0,0,13,4,8,0,0,7,0,0,0,0,13,3,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,31,0,14,70,6,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,11,0,4,0,5,4,0,0,7,0,16,0,4,0,9,0,0,0,5,0,25
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA10470,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,14,0,10,3,5,7,0,0,0,0,26,0,9,0,3,3,0,0,0,0,12,0,7,0,7,5,0,0,0,0,27,0,17,0,4,14,0,0,4,0,50,0,13,3,3,11,0,0,3,4,41,0,28,9,5,28,0,0,3,0,77,9,40,19,9,56,5,0,0,0,133,15,46,7,5,53,0,0,0,0,122,11,62,7,9,17,0,0,0,0,110,8,61,6,5,7,0,0,0,0,88,25,91,3,0,10,0,0,0,3,131,17,18,0,0,0,0,0,0,0,40,0,8,0,0,7,0,0,0,0,12,83,416,53,62,224,12,7,15,16,887,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,11,0,4,0,12,0,0,0,3,0,19,3,11,0,4,0,0,0,3,0,21
LGA10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,8,0,3,0,0,3,0,0,0,0,10,0,0,0,0,5,3,0,0,0,6,0,0,0,0,11,3,0,0,0,8,0,4,0,0,10,0,0,0,0,17,0,5,0,3,10,0,0,0,0,29,8,10,0,3,11,0,0,0,0,26,0,3,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,43,0,9,58,6,3,0,7,143,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,0,3,0,7,4,0,0,0,0,14,0,8,0,6,6,0,0,0,0,16
LGA10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,5
LGA10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10
LGA10750,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,0,0,0,6,0,0,0,0,10,0,0,0,3,14,0,4,0,0,3,0,0,0,0,6,0,5,0,6,14,4,4,0,0,28,0,7,0,3,29,6,0,0,0,53,0,13,4,0,50,4,10,0,0,82,7,14,0,3,92,10,14,3,0,145,3,31,16,8,117,7,15,3,3,197,11,40,7,14,125,0,0,0,3,200,7,50,0,5,40,0,4,0,3,113,7,23,3,3,15,0,0,0,0,48,23,29,6,0,12,3,0,0,0,78,3,11,0,0,0,0,0,0,0,18,0,6,0,0,8,0,3,0,0,19,62,231,43,51,504,45,51,7,17,1018,3,6,0,3,0,0,0,0,0,17,0,5,3,11,12,0,0,3,0,38,0,28,3,44,15,0,0,12,0,101,0,38,0,57,13,0,0,10,0,127
LGA10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
