LGA_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
LGA17900,0,0,0,0,6,4,0,11,3,23,0,0,0,0,3,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,43,36,31,32,43,16,52,12,269,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
LGA17950,0,0,0,3,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,7,5,17,10,8,20,28,6,30,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,4,3,0,9,13,4,8,6,38,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15,16,88,53,47,67,63,28,42,15,419,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
LGA18050,4,3,8,14,21,45,11,20,3,132,0,0,0,4,14,17,12,10,0,57,4,0,0,3,6,14,7,16,0,55,0,0,3,0,3,0,4,4,0,19,0,0,0,0,0,3,4,15,0,22,0,0,0,0,0,3,0,4,0,8,0,3,0,3,3,0,0,0,4,20,25,291,402,178,201,168,72,111,27,1476,3,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,0,0,6,24,0,9,8,0,0,0,0,3,9,29,0,0,14,3,0,0,0,0,4,19,0,3,4,6,5,0,0,3,13,32,0,0,3,0,7,5,0,3,6,31,3,0,3,7,5,8,0,7,16,44,0,6,0,3,5,17,0,5,14,52,0,3,3,4,3,10,0,3,5,36,0,3,0,3,3,3,0,3,4,19,0,3,0,0,0,3,3,0,0,21
LGA18100,0,0,0,0,4,4,4,3,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,33,19,12,25,28,19,11,6,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,3,13,20,6,12,0,53,0,0,0,0,4,11,3,4,0,23,0,0,0,0,6,0,3,3,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,0,3,5,15,20,61,40,71,107,93,47,74,13,521,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA18230,7,8,9,9,34,71,27,38,0,199,4,0,6,4,21,19,5,25,0,83,0,3,4,4,15,13,6,19,0,53,0,3,0,0,3,3,0,14,0,27,0,0,4,0,3,9,5,3,0,22,0,0,0,0,3,3,0,3,0,10,0,7,9,5,5,6,3,5,6,51,63,446,272,296,458,408,124,210,53,2326,3,0,0,0,0,0,0,0,4,13,4,3,0,0,0,0,0,4,4,16,0,3,3,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,6,10,0,6,3,0,0,0,0,3,16,22,0,0,3,3,7,4,0,0,12,31,3,0,3,5,11,4,0,3,12,40,0,0,0,4,10,9,0,3,19,46,0,0,0,0,5,10,0,8,3,30,0,0,0,3,8,5,0,3,5,30,0,0,0,0,0,3,6,0,3,16,0,0,0,0,9,3,0,3,0,17
LGA18250,0,3,12,13,67,68,33,30,5,236,0,9,3,3,21,32,19,28,0,117,0,4,3,0,16,28,13,14,0,79,3,0,0,0,6,12,9,11,3,45,0,0,3,0,4,6,8,17,0,42,0,3,0,0,3,0,0,10,0,11,0,3,6,3,3,3,0,5,9,34,59,491,594,290,495,402,145,176,69,2716,4,8,0,3,3,4,0,4,16,37,0,5,0,0,0,0,0,0,5,10,0,7,5,3,0,0,0,3,8,36,0,12,4,4,0,0,0,0,18,37,0,3,11,0,0,4,0,0,15,41,5,3,8,4,3,0,0,0,27,50,0,0,9,11,13,18,0,6,19,73,3,0,10,10,25,27,3,9,26,101,0,6,8,3,30,22,11,11,20,108,3,6,3,0,17,18,3,8,16,72,0,3,0,4,13,23,3,12,12,79,0,0,0,0,14,11,10,3,7,41
LGA18350,11,7,9,19,44,42,37,23,0,189,0,0,3,6,18,24,6,17,0,67,0,0,0,0,5,9,9,15,0,32,0,0,0,0,5,3,3,7,0,21,0,0,0,0,0,4,3,10,0,23,0,0,0,0,0,3,0,0,0,7,3,5,7,3,8,3,0,3,4,35,61,494,299,234,325,237,128,147,27,1949,3,3,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,13,3,3,0,3,0,0,0,0,0,10,4,4,3,0,0,3,0,0,7,22,0,0,0,4,0,0,0,0,8,20,0,3,3,0,0,0,0,0,5,18,0,4,6,0,4,3,0,3,4,21,5,3,4,3,7,7,0,3,6,38,0,0,3,0,3,6,0,5,7,30,0,0,0,0,3,0,0,3,3,14,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4
LGA18400,4,0,0,17,45,41,30,22,0,158,0,0,5,0,11,14,8,27,0,69,0,0,4,3,9,3,10,16,0,41,0,0,0,0,8,3,0,11,0,24,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,3,3,3,0,7,0,8,3,0,5,7,3,0,8,31,43,280,163,157,275,219,122,139,25,1411,0,0,0,0,3,0,0,0,3,11,0,8,0,0,0,0,0,3,4,12,0,3,0,0,0,0,0,0,4,6,0,0,3,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,14,0,0,0,0,0,4,0,3,4,19,0,0,4,0,3,3,3,0,3,14,0,0,0,0,0,0,5,0,3,11,0,0,4,0,7,0,0,3,3,26,3,0,0,3,0,3,0,0,0,14,0,0,0,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,3,8
LGA18450,20,18,18,51,130,156,55,91,4,548,11,10,16,20,82,81,42,53,3,311,12,3,7,11,34,62,36,70,3,238,12,6,13,3,18,32,36,43,3,172,3,5,3,0,28,22,26,46,0,130,0,3,0,3,4,3,10,10,0,34,0,19,22,15,26,12,0,8,21,130,283,1667,1082,977,1097,865,346,500,125,6944,3,3,0,3,0,3,0,0,14,29,0,14,4,0,3,4,0,0,28,56,5,18,5,5,0,3,0,0,32,59,3,12,17,12,3,0,0,3,29,77,4,15,12,6,3,3,0,4,40,88,4,6,15,14,9,4,3,4,26,80,3,3,14,10,23,18,6,7,19,110,3,0,12,10,33,25,3,4,33,125,10,4,10,22,46,24,19,8,27,160,3,0,4,3,35,18,11,13,12,92,0,0,0,3,25,20,12,11,7,87,0,0,0,3,16,4,11,13,7,51
LGA18500,3,4,4,11,24,35,18,4,0,107,0,3,6,0,14,20,9,4,0,57,0,0,3,0,3,6,4,6,0,29,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,3,0,7,0,14,0,0,0,0,0,0,3,0,0,6,0,3,0,3,0,7,0,0,0,18,11,190,282,131,159,147,69,60,25,1086,4,7,0,0,0,5,0,0,5,13,0,4,0,0,0,0,0,0,3,5,4,0,3,0,0,0,0,0,5,11,0,4,0,0,0,0,0,0,4,9,0,0,4,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,4,12,0,3,0,10,4,0,0,0,6,22,3,0,3,0,4,5,3,0,9,34,0,5,3,4,9,10,0,4,5,34,0,3,3,0,0,8,0,4,7,24,0,0,0,0,0,3,7,3,3,19,0,6,4,0,3,3,0,3,4,21
LGA18710,0,3,0,0,6,10,4,3,0,29,0,0,0,3,3,3,0,0,0,9,0,0,0,0,3,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,14,14,131,69,51,70,48,30,40,14,466,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA19399,0,0,0,0,0,3,0,12,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,14,16,7,25,13,35,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,93,148,230,389,565,1098,395,580,47,3545,43,60,98,174,241,570,256,404,27,1876,38,42,26,93,124,319,160,370,16,1200,19,15,26,40,49,141,80,227,9,621,42,20,19,36,28,91,90,267,12,598,8,16,13,9,12,27,14,76,6,176,21,62,48,62,52,77,24,58,92,498,1114,5442,4365,4121,3248,4841,1736,2978,601,28442,33,8,3,3,3,12,0,14,62,144,9,35,3,0,6,3,0,4,37,102,17,39,13,7,5,0,0,4,58,146,20,36,32,7,5,16,0,14,54,180,24,22,25,19,17,20,0,8,61,197,38,34,25,40,29,35,4,21,82,306,26,14,21,31,50,33,14,21,54,267,22,18,17,30,59,63,14,42,78,339,19,13,12,19,57,71,17,43,59,318,14,9,4,17,28,55,12,42,30,219,11,4,9,6,32,38,16,30,23,155,4,0,4,0,13,14,10,25,17,85
LGA19799,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,3,17,12,9,8,0,42,3,3,0,3,3,5,5,0,0,24,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,3,18,29,170,87,88,106,66,26,34,20,630,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,4,12,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0
LGA20260,0,0,3,3,17,9,7,4,0,46,0,0,0,0,4,3,3,3,0,20,0,0,0,0,0,0,4,10,0,13,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,12,0,17,0,0,0,0,3,0,0,7,0,13,0,3,0,3,3,0,0,0,3,15,26,128,72,123,141,134,40,68,10,739,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,3,0,0,0,3,8,0,0,0,0,0,0,0,0,3,11,0,0,0,0,3,0,0,0,4,6,0,0,0,0,4,3,0,4,0,12,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA20570,10,11,15,24,100,92,67,41,6,368,7,3,3,11,47,52,37,38,0,200,6,0,0,3,27,31,44,29,0,150,4,0,3,0,18,18,35,25,0,98,0,0,0,3,4,3,30,16,0,55,4,0,0,0,0,3,0,4,3,17,5,31,16,8,14,9,3,6,9,102,185,1097,617,582,851,497,355,279,86,4542,3,6,0,3,0,3,0,3,14,33,4,7,0,3,0,0,0,0,18,36,4,15,0,0,0,0,0,0,23,45,3,9,3,5,0,3,0,0,16,41,5,4,3,3,0,0,0,0,17,33,4,5,5,6,4,5,0,0,13,52,3,0,10,10,16,10,3,5,14,66,6,0,4,11,24,16,9,3,16,85,7,3,3,4,19,14,10,7,9,69,3,3,0,7,15,9,10,6,3,62,3,0,0,0,4,11,5,3,5,37,0,0,0,0,8,9,0,10,3,31
LGA20660,3,3,11,20,76,48,23,32,0,219,4,3,3,4,21,29,20,18,4,102,0,0,0,7,15,11,5,13,0,55,0,3,4,0,3,3,4,4,0,26,0,4,0,0,3,4,0,13,0,24,0,0,0,0,0,0,0,4,0,11,3,10,3,3,13,3,3,0,8,44,79,708,385,348,509,285,120,159,66,2666,0,4,3,0,3,0,0,0,14,22,0,11,0,0,0,0,0,0,6,16,0,13,4,0,0,0,0,0,13,34,3,8,3,4,0,0,0,0,8,27,3,4,11,3,3,0,0,0,18,38,8,3,7,5,8,5,0,0,14,49,0,0,0,6,5,9,7,0,10,41,3,3,4,4,17,11,7,3,13,63,4,9,0,3,13,16,4,4,16,69,4,0,0,3,5,9,0,3,10,41,0,0,4,3,0,8,3,3,8,34,0,0,0,0,0,6,0,6,6,18
LGA20740,0,3,10,9,22,24,8,6,0,84,0,0,0,0,3,15,4,12,0,37,0,0,0,0,0,7,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,0,3,0,0,3,3,0,3,0,11,0,5,4,4,7,4,0,0,0,28,70,367,214,170,140,136,38,56,26,1219,3,0,0,0,0,0,0,0,3,8,3,4,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,10,12,4,3,3,3,0,0,0,0,9,22,0,0,0,3,3,3,0,5,7,22,0,0,0,0,3,0,0,0,3,11,0,0,0,0,3,5,0,4,0,16,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA20830,0,8,6,3,38,46,30,27,0,161,3,5,0,9,14,17,15,20,0,81,0,0,0,0,4,9,18,13,0,45,0,3,0,0,0,8,3,3,0,16,0,0,0,0,3,3,14,10,0,32,0,0,0,0,0,0,3,6,0,13,0,14,3,0,7,3,0,0,8,44,90,577,269,275,384,251,147,161,36,2179,0,0,0,0,0,0,0,0,3,14,4,3,0,0,0,0,0,0,6,20,3,4,0,0,0,0,0,0,3,10,0,4,4,0,0,0,0,0,0,8,4,0,5,7,0,0,0,0,5,15,0,3,0,0,0,0,0,0,8,15,0,0,3,0,6,4,3,3,5,18,0,0,0,0,6,3,0,0,3,15,0,0,0,0,4,9,0,5,8,27,0,0,0,0,0,4,0,4,8,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,3
LGA20910,5,8,6,8,55,39,17,23,0,167,0,3,0,3,9,22,16,9,0,61,3,0,3,0,10,11,9,9,0,52,0,0,0,0,3,3,3,0,0,12,0,0,0,0,3,0,3,3,0,17,0,3,0,3,3,6,0,0,0,17,0,10,5,3,11,4,0,0,0,25,44,484,310,228,276,221,97,89,33,1771,3,3,0,0,0,0,0,5,7,19,0,9,0,0,0,0,0,0,6,22,0,4,0,0,0,0,0,0,4,11,0,0,6,0,0,3,0,0,5,18,6,7,0,0,3,3,0,0,11,31,0,3,3,6,3,0,0,0,4,27,3,3,0,11,0,0,0,0,14,31,0,0,0,3,14,6,0,4,13,42,0,3,5,4,12,6,3,10,15,54,4,0,0,0,0,14,3,0,10,31,0,3,0,3,3,10,0,6,4,26,0,3,0,3,3,0,0,4,6,24
LGA21010,5,0,0,0,17,17,6,8,0,59,0,0,0,0,6,3,5,9,0,23,0,0,3,0,3,3,3,3,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,3,0,0,6,17,32,164,87,78,111,87,41,46,15,653,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7
LGA21110,7,12,20,16,52,59,19,28,3,219,3,12,0,19,23,32,16,20,0,135,0,3,9,5,14,17,4,22,4,81,0,4,0,0,8,13,8,12,0,42,0,0,0,0,4,5,10,24,0,43,0,0,0,3,0,3,0,3,0,20,0,11,12,12,4,5,0,3,9,52,80,994,721,440,410,296,122,186,72,3319,6,0,0,0,3,3,0,6,25,43,0,20,3,3,0,0,0,0,17,46,0,16,4,0,0,0,0,0,17,42,6,15,17,7,0,3,0,0,22,58,7,3,11,8,3,3,0,4,34,66,5,11,14,15,8,6,0,3,16,79,3,10,3,7,16,8,0,6,34,88,0,11,4,11,21,15,0,3,32,97,4,8,8,9,24,19,12,4,19,108,3,9,3,3,10,17,8,5,16,71,3,0,3,4,14,19,5,11,9,78,0,0,3,3,8,11,12,6,11,56
LGA21180,27,22,25,58,229,237,87,77,14,772,6,15,5,18,95,90,52,70,0,350,9,4,10,10,34,44,22,57,4,183,5,3,3,4,24,22,21,31,5,114,0,0,8,6,11,13,17,46,3,106,3,4,3,3,0,9,4,4,0,28,3,26,14,14,30,25,9,5,21,152,177,1262,942,921,1728,1119,384,436,162,7131,4,8,0,0,3,3,0,3,20,50,7,19,0,0,0,0,0,0,23,44,4,13,10,4,3,0,0,0,27,51,5,15,11,5,3,8,0,0,22,79,0,10,18,11,0,7,3,3,27,81,9,6,11,11,15,16,3,0,55,126,3,11,14,14,41,20,4,5,45,160,6,7,7,12,34,26,4,14,54,167,3,5,0,4,37,34,10,13,42,151,0,0,0,3,19,27,15,13,15,89,0,0,0,3,9,5,3,12,14,51,0,0,0,0,9,15,0,4,12,41
