LGA_CODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
LGA17640,9,0,0,0,7,306,216,0,17,544
LGA17650,7,0,0,0,6,217,86,0,20,327
LGA17750,54,15,3,4,79,1347,637,29,39,2053
LGA17850,5,0,0,0,3,182,117,0,11,304
LGA17900,8,6,0,3,16,132,102,0,20,260
LGA17950,0,0,0,0,3,101,85,3,0,187
LGA18020,18,3,0,0,22,382,174,0,13,577
LGA18050,121,6,0,0,123,2250,452,22,22,2745
LGA18100,5,0,0,0,5,205,131,0,11,339
LGA18200,9,9,0,0,11,155,127,3,3,285
LGA18230,41,15,0,6,60,1100,611,15,46,1772
LGA18250,110,18,3,6,137,2115,559,35,21,2730
LGA18350,92,5,0,3,108,1700,467,11,35,2213
LGA18400,47,3,0,0,49,889,280,0,20,1195
LGA18450,144,29,3,8,186,3517,1201,63,55,4840
LGA18500,104,12,0,3,116,1858,437,25,27,2347
LGA18710,15,3,0,0,21,382,199,0,9,591
LGA19399,0,0,0,0,4,72,55,0,0,134
LGA19499,1157,129,3,35,1319,36345,4957,45,606,41954
LGA19799,0,0,0,0,0,16,3,0,0,16
LGA20110,17,0,0,5,17,389,182,0,17,593
LGA20260,15,0,0,0,18,257,147,0,16,419
LGA20570,100,16,0,7,119,1816,602,48,48,2516
LGA20660,109,17,0,4,133,2268,564,24,37,2885
LGA20740,54,6,0,3,63,977,328,8,27,1344
LGA20830,49,8,0,3,67,1347,492,15,41,1901
LGA20910,159,22,0,0,183,2619,565,17,20,3221
LGA21010,29,3,0,0,35,413,145,4,13,576
LGA21110,208,25,3,9,241,3899,995,67,39,5006
LGA21180,164,36,0,8,211,2552,644,29,43,3271
LGA21270,5,0,0,0,5,189,78,0,8,279
LGA21370,40,18,0,3,61,1096,476,10,42,1615
LGA21450,100,19,0,4,131,1775,491,17,41,2324
LGA21610,218,35,0,4,256,4451,926,50,69,5495
LGA21670,20,3,0,0,18,268,107,7,15,396
LGA21750,25,8,0,0,31,691,345,12,20,1061
LGA21830,30,5,0,0,35,796,420,11,28,1250
LGA21890,177,29,0,0,205,3084,622,26,48,3779
LGA22110,62,10,0,3,73,1244,497,3,29,1772
LGA22170,145,23,3,3,176,2533,657,29,48,3261
LGA22250,22,0,0,0,22,385,160,3,11,559
LGA22310,166,12,0,3,186,3185,677,24,37,3924
LGA22410,25,11,0,4,34,526,281,0,28,836
LGA22490,15,4,0,0,17,395,132,0,7,538
LGA22620,125,29,0,3,152,2006,722,32,55,2818
LGA22670,213,45,3,4,265,2868,853,51,54,3824
LGA22750,236,50,0,6,297,4506,1357,63,88,6010
LGA22830,59,10,0,3,72,1294,413,35,38,1779
LGA22910,24,0,0,0,28,628,177,0,15,828
LGA22980,12,3,0,0,16,205,107,0,6,323
LGA23110,83,10,0,3,100,1717,372,17,28,2129
LGA23190,16,8,0,0,24,454,241,6,17,725
LGA23270,211,43,0,13,259,3339,699,41,65,4133
LGA23350,18,0,0,0,16,502,147,3,14,663
LGA23430,241,38,0,3,289,3559,854,30,37,4478
LGA23670,160,42,0,10,207,3047,750,25,44,3866
LGA23810,42,21,0,0,62,1005,426,9,25,1463
LGA23940,3,0,0,0,9,340,142,0,16,500
LGA24130,68,12,0,3,81,1211,319,7,23,1561
LGA24210,119,19,0,0,141,2077,404,28,21,2529
LGA24250,17,3,0,0,15,317,129,0,9,453
LGA24330,103,19,0,3,118,1761,429,16,29,2234
LGA24410,135,23,0,0,164,2221,591,15,13,2840
LGA24600,475,91,10,8,589,7123,2067,1106,94,10397
LGA24650,74,17,3,3,91,1591,342,4,25,1959
LGA24780,47,11,0,0,60,975,533,27,38,1572
LGA24850,33,8,0,0,45,654,178,7,25,862
LGA24900,33,11,0,4,43,761,344,7,38,1150
LGA24970,222,50,0,3,274,3509,866,41,41,4455
LGA25060,118,7,0,4,133,2070,593,19,26,2703
LGA25150,16,7,0,0,26,535,159,9,6,710
LGA25250,191,26,0,3,221,3397,704,23,48,4169
LGA25340,206,24,0,0,237,4080,1035,32,80,5224
LGA25430,46,8,0,0,48,698,209,0,19,928
LGA25490,23,9,0,6,30,746,422,3,24,1188
LGA25620,20,7,0,0,22,464,126,0,17,608
LGA25710,72,7,0,0,86,1378,300,17,13,1706
LGA25810,10,0,0,0,10,298,158,0,16,469
LGA25900,192,31,3,4,236,3440,744,62,43,4291
LGA25990,3,0,0,3,7,179,77,0,6,269
LGA26080,4,0,0,0,4,105,32,0,3,139
LGA26170,54,7,0,0,64,1274,521,10,53,1849
LGA26260,13,0,0,0,17,593,376,9,30,1006
LGA26350,164,36,3,6,207,3100,831,60,43,4037
LGA26430,20,6,0,0,29,394,128,3,13,541
LGA26490,49,6,0,3,55,952,262,0,20,1240
LGA26610,30,13,0,0,41,457,248,4,18,725
LGA26670,12,4,0,0,11,337,86,0,4,433
LGA26700,43,8,0,0,47,786,330,12,27,1150
LGA26730,21,10,0,3,29,657,319,45,15,1037
LGA26810,56,7,0,0,66,1209,576,10,34,1826
LGA26890,3,6,0,0,9,237,170,3,10,414
LGA26980,181,25,5,0,216,3206,719,46,31,3999
LGA27070,152,19,0,3,175,2576,609,19,41,3251
LGA27170,25,6,0,3,36,685,278,12,11,986
LGA27260,170,21,0,5,198,3230,565,33,34,3855
LGA27350,214,46,7,6,269,3646,906,83,55,4691
LGA27450,191,18,0,5,221,3475,843,22,64,4402
LGA27630,13,0,0,0,11,239,111,0,5,359
LGA29399,11,0,0,0,11,68,20,0,3,91
LGA29499,953,80,4,28,1068,29383,3988,45,569,33984
LGA29799,0,0,0,0,0,4,0,0,0,4
LGA30250,0,0,0,0,0,6,0,0,0,6
LGA30300,8,0,0,0,13,136,93,4,5,239
LGA30370,13,9,0,0,26,502,255,3,20,786
LGA30410,8,0,0,0,13,100,94,3,4,203
LGA30450,0,0,0,0,0,21,0,0,0,24
LGA30760,5,0,0,0,8,89,47,0,4,142
LGA30900,0,0,0,0,0,6,8,0,0,18
LGA31000,1366,235,21,37,1656,25314,6526,883,290,33013
LGA31750,0,0,0,0,0,12,13,0,0,26
LGA31820,67,19,0,3,88,1527,868,41,46,2477
LGA31900,27,6,0,0,28,444,273,13,12,738
LGA31950,3,0,0,0,3,4,0,0,0,3
LGA32080,195,36,0,6,239,3532,1175,59,65,4830
LGA32250,5,3,0,0,8,26,24,0,0,55
LGA32260,32,10,0,3,44,720,338,5,31,1101
LGA32270,27,4,0,0,36,592,323,3,17,932
LGA32310,6,0,0,0,14,205,114,0,7,326
LGA32330,0,0,0,0,0,3,0,0,0,4
LGA32450,3,0,0,0,5,36,23,3,6,65
LGA32500,3,3,0,0,11,111,70,0,0,183
LGA32600,0,0,0,0,0,7,4,0,0,13
LGA32750,0,0,0,0,0,14,3,3,0,19
LGA32770,0,0,0,0,0,5,0,0,0,4
LGA32810,21,4,0,0,22,422,189,5,14,628
LGA33100,0,0,0,0,0,36,21,0,0,56
LGA33200,3,0,0,0,3,87,49,0,5,139
LGA33220,99,22,0,4,122,1684,653,15,30,2376
LGA33360,43,17,0,0,59,952,335,8,20,1315
LGA33430,870,165,3,13,1053,14459,3407,140,183,18191
LGA33610,6,9,0,0,19,348,182,3,13,543
LGA33620,80,21,0,4,104,1279,503,5,38,1831
LGA33800,4,4,0,0,12,245,171,0,16,435
LGA33830,0,0,0,0,0,8,0,0,0,11
LGA33960,135,26,0,3,160,2660,738,32,43,3467
LGA33980,17,7,0,0,20,373,225,9,23,616
LGA34420,0,0,0,0,0,3,3,0,0,12
LGA34530,30,8,0,0,38,739,294,4,14,1056
LGA34570,0,0,0,0,0,0,3,0,0,3
LGA34580,36,8,0,3,50,674,261,7,23,968
LGA34590,290,59,0,3,358,5088,1374,56,69,6579
LGA34710,7,4,0,0,4,115,60,3,3,187
LGA34770,89,31,0,4,120,1903,768,33,52,2753
LGA34800,0,0,0,0,0,42,30,0,3,73
LGA34830,0,0,0,0,0,0,0,0,0,0
LGA34860,27,5,0,0,39,484,192,0,20,705
LGA34880,38,9,0,0,52,539,338,15,14,907
LGA35010,450,78,0,9,541,7279,2008,68,98,9449
LGA35250,0,0,0,0,0,3,0,0,0,5
LGA35300,10,0,0,0,12,185,75,0,3,272
LGA35600,4,0,0,0,4,127,100,0,4,237
LGA35670,0,0,0,0,0,0,0,0,0,0
LGA35740,139,13,0,4,161,2030,499,14,28,2565
LGA35760,13,3,0,0,19,418,176,0,22,614
LGA35780,0,0,0,0,0,24,3,0,0,24
LGA35790,0,0,0,0,0,4,0,0,0,4
LGA35800,7,0,0,0,7,80,46,0,0,126
LGA36070,0,0,0,0,0,3,6,0,0,7
LGA36150,0,0,0,0,0,34,22,0,0,53
LGA36250,148,19,0,3,176,2726,729,18,41,3511
LGA36300,3,0,0,0,3,35,22,0,3,60
LGA36370,52,24,3,0,80,1225,646,46,26,1937
LGA36510,63,8,0,0,80,1189,359,5,27,1583
LGA36580,19,9,0,0,32,541,162,3,17,730
LGA36630,42,4,0,9,50,858,302,3,24,1188
LGA36660,38,9,0,8,51,980,411,10,37,1441
LGA36720,542,111,3,3,665,8258,2369,90,129,10837
LGA36820,31,3,0,0,33,714,344,4,26,1093
LGA36910,161,51,0,4,216,3434,1202,47,85,4765
LGA36950,3,0,0,0,4,43,24,6,3,72
LGA36960,0,3,0,0,4,25,6,0,0,31
LGA37010,173,42,3,3,223,3109,1107,56,45,4318
LGA37300,3,0,0,0,3,31,11,0,0,42
LGA37310,39,4,0,0,42,1004,532,3,30,1576
LGA37340,37,13,0,0,47,756,369,12,19,1161
LGA37400,0,0,0,0,0,52,19,0,4,71
LGA37550,0,0,0,0,0,4,6,0,0,7
LGA37570,0,0,0,0,0,3,0,0,0,3
LGA37600,0,0,0,0,0,0,0,0,0,0
LGA39499,882,86,3,25,995,23510,3449,29,360,27349
LGA39799,0,0,0,0,0,11,5,0,0,15
LGA40070,126,26,0,10,159,1986,1011,302,37,3343
LGA40120,41,8,0,0,56,1178,353,9,27,1564
LGA40220,22,14,0,3,40,734,321,11,16,1076
LGA40250,0,0,0,0,0,6,4,0,0,8
LGA40310,29,3,0,0,36,638,245,16,22,922
LGA40430,5,0,0,0,7,105,54,0,0,160
LGA40520,9,3,0,0,16,244,134,4,11,388
LGA40700,61,5,0,3,72,1089,331,23,11,1454
LGA40910,48,7,0,3,56,874,216,7,19,1116
LGA41010,4,0,0,0,8,94,68,0,4,164
LGA41060,98,23,0,4,124,2293,603,30,40,2967
LGA41140,15,3,0,0,19,323,179,11,19,531
LGA41190,3,3,0,0,7,114,78,0,3,199
LGA41330,4,0,0,0,4,58,20,0,0,81
LGA41560,10,6,0,0,16,334,172,3,8,519
LGA41750,6,0,0,0,6,57,39,0,8,106
LGA41830,0,0,0,0,0,46,32,0,0,80
LGA41960,0,0,0,0,3,57,34,0,3,97
LGA42030,25,3,0,0,26,428,147,10,9,599
LGA42110,6,0,0,0,7,142,123,3,3,268
LGA42250,11,0,0,0,14,214,151,0,7,378
LGA42600,48,10,0,0,61,880,298,15,9,1205
LGA42750,16,0,0,0,16,257,118,0,12,385
LGA43080,0,0,0,0,3,80,49,0,8,137
LGA43220,3,0,0,0,3,69,55,0,3,126
LGA43360,3,0,0,0,3,83,69,0,8,151
LGA43650,19,3,0,0,23,379,143,7,20,553
LGA43710,8,0,0,0,9,161,132,0,6,303
LGA43790,6,5,0,0,14,303,221,7,7,541
LGA43920,15,0,0,0,15,253,74,3,14,341
LGA44000,0,0,0,0,0,0,0,0,0,0
LGA44060,73,9,0,0,88,1574,366,4,16,1959
LGA44210,8,4,0,0,14,248,135,0,3,387
LGA44340,88,4,0,0,92,1500,332,14,15,1854
LGA44550,34,11,0,3,46,953,259,3,19,1241
LGA44620,24,9,0,0,39,454,260,21,11,749
LGA44830,3,0,0,0,3,127,64,0,0,196
LGA45040,16,3,0,0,17,420,171,16,11,611
LGA45090,5,0,0,0,6,306,217,0,14,537
LGA45120,0,3,0,0,7,165,119,0,9,294
LGA45290,44,7,0,0,54,1219,462,39,13,1730
LGA45340,131,25,0,8,165,3189,806,26,47,4069
LGA45400,3,0,0,0,5,41,40,0,0,86
LGA45540,0,0,0,0,0,35,27,0,0,69
LGA45680,53,12,0,0,65,1221,348,10,17,1599
LGA45890,125,26,0,3,155,2459,602,27,39,3122
LGA46090,3,0,0,0,5,137,97,7,3,238
LGA46300,16,10,0,0,27,281,196,10,8,489
LGA46450,4,0,0,3,7,259,143,3,12,416
LGA46510,14,0,0,3,24,439,115,6,4,567
LGA46670,4,3,0,0,4,210,115,5,5,333
LGA46860,3,0,0,0,5,58,54,0,3,117
LGA46970,0,0,0,0,0,22,10,0,0,33
LGA47140,110,21,0,7,138,2056,518,30,38,2648
LGA47290,4,0,0,0,4,126,56,0,3,186
LGA47490,0,0,0,0,3,75,49,0,3,129
LGA47630,10,0,0,0,10,297,221,0,13,524
LGA47700,71,10,0,0,79,1582,423,19,13,2037
LGA47800,8,0,0,0,6,222,120,3,8,362
LGA47910,10,3,0,0,11,122,90,0,6,215
LGA47980,43,8,0,3,51,1091,327,31,11,1466
LGA48050,15,4,0,0,14,435,134,18,10,600
LGA48130,3,0,0,0,5,248,148,0,13,412
LGA48260,3,0,0,0,5,163,49,4,3,218
LGA48340,9,7,0,0,11,297,188,8,11,505
LGA48410,77,13,0,3,99,1506,395,15,30,1947
LGA48540,8,0,0,0,11,206,91,3,4,315
LGA48640,0,0,0,0,0,77,42,0,3,122
LGA48750,4,0,0,0,4,205,85,0,10,289
LGA48830,10,5,0,3,21,460,287,0,12,760
LGA49399,3,0,0,0,9,115,34,0,6,157
LGA49499,326,20,0,10,359,10129,1279,14,174,11595
LGA49799,0,0,0,0,0,5,0,0,0,4
LGA50080,31,18,0,3,54,931,505,14,33,1477
LGA50210,64,9,0,3,75,1227,405,10,21,1667
LGA50250,9,3,0,0,10,102,33,3,4,141
LGA50280,30,12,0,3,44,667,266,4,25,967
LGA50350,19,4,0,0,24,365,97,3,4,469
LGA50420,80,18,0,3,102,1409,444,21,11,1886
LGA50490,74,14,4,6,94,1041,225,26,17,1304
LGA50560,0,3,0,0,3,73,32,0,4,111
LGA50630,0,0,0,0,3,31,15,0,3,49
LGA50770,3,0,0,0,8,117,57,0,3,172
LGA50840,10,3,0,3,16,195,88,3,6,288
LGA50910,0,0,0,3,3,36,34,0,4,77
LGA50980,11,9,0,0,23,276,104,9,14,398
LGA51080,0,0,0,0,0,47,45,0,0,89
LGA51120,0,0,0,0,0,47,44,0,3,89
LGA51190,47,21,0,0,72,741,439,23,11,1218
LGA51260,48,11,0,3,65,1216,518,22,14,1770
LGA51310,51,7,0,0,57,772,260,16,10,1055
LGA51330,133,38,3,3,177,1951,590,53,18,2614
LGA51400,15,3,0,0,18,310,100,3,19,425
LGA51470,0,0,0,0,0,21,17,0,3,42
LGA51540,6,8,0,0,13,171,119,0,11,304
LGA51610,3,0,0,0,3,50,30,0,4,80
LGA51680,15,0,0,0,20,164,52,0,0,217
LGA51750,12,3,3,0,20,327,110,15,0,457
LGA51820,133,27,3,4,161,2087,577,23,21,2711
LGA51890,5,0,0,4,8,74,44,0,9,129
LGA51960,0,0,0,0,0,23,17,0,3,41
LGA52030,0,0,0,0,0,37,36,0,0,77
LGA52100,3,0,0,0,3,57,34,0,3,98
LGA52170,13,0,0,0,10,235,54,4,0,295
LGA52240,4,0,0,0,7,65,54,0,4,127
LGA52310,0,0,0,0,0,29,28,3,0,53
LGA52380,0,0,0,0,0,5,0,0,0,7
LGA52450,0,0,0,0,0,35,15,0,0,53
LGA52520,5,5,0,0,6,55,61,3,4,127
LGA52590,3,0,0,0,8,124,69,0,6,198
LGA52660,16,3,0,0,16,226,97,3,3,332
LGA52730,13,3,0,0,16,283,112,0,15,410
LGA52800,3,0,0,0,5,60,26,0,0,91
LGA52870,4,4,0,0,13,169,89,0,3,262
LGA52940,3,0,0,0,3,31,24,0,0,54
LGA53010,4,0,0,0,4,38,46,0,3,86
LGA53080,0,0,0,0,0,10,10,0,0,15
LGA53150,11,0,0,0,12,207,45,0,0,247
LGA53220,5,0,0,0,4,71,20,4,0,101
LGA53290,14,4,0,0,23,400,320,3,13,733
LGA53360,9,0,0,0,9,85,29,0,0,114
LGA53430,86,23,0,6,116,1356,419,22,18,1817
LGA53570,7,3,0,0,6,176,79,0,9,267
LGA53640,3,0,0,0,3,49,59,0,3,107
LGA53710,0,0,0,0,0,38,21,0,0,63
LGA53780,90,19,4,4,118,1773,509,16,14,2319
LGA53800,39,18,0,3,62,698,376,7,17,1098
LGA53920,4,0,0,0,4,13,3,0,0,20
LGA53990,13,3,0,0,21,437,171,5,11,622
LGA54060,0,0,0,0,0,74,53,0,0,132
LGA54130,3,0,0,0,4,74,74,0,3,151
LGA54170,204,30,4,8,240,3426,861,38,25,4348
LGA54200,76,21,0,3,97,1083,323,6,18,1431
LGA54280,22,12,0,0,33,345,166,3,9,521
LGA54310,16,7,0,0,22,198,46,10,5,263
LGA54340,3,3,0,0,7,86,76,0,6,162
LGA54410,0,0,0,0,3,37,33,0,3,78
LGA54480,0,0,0,0,0,32,41,5,0,78
LGA54550,0,0,0,0,3,121,82,0,8,212
LGA54620,4,0,0,0,4,41,38,0,0,75
LGA54690,0,0,0,0,0,29,17,0,0,51
LGA54760,0,0,0,0,0,54,53,0,0,104
LGA54830,23,6,0,4,35,501,123,4,7,639
LGA54900,0,0,0,0,8,65,103,0,9,176
LGA54970,0,0,0,0,0,8,0,0,0,10
LGA55040,0,0,0,0,0,27,7,0,0,33
LGA55110,74,16,0,0,98,1437,478,27,15,1954
LGA55180,9,3,0,0,13,284,181,10,5,478
LGA55250,6,0,0,0,6,24,15,0,0,42
LGA55320,124,26,0,5,157,2070,576,25,22,2695
LGA55390,0,0,0,0,0,6,0,0,0,10
LGA55460,3,0,0,0,5,75,62,0,3,139
LGA55530,0,0,0,0,0,9,35,0,0,47
LGA55600,4,0,0,0,3,78,84,0,0,162
LGA55670,0,0,0,0,0,27,20,0,0,51
LGA55740,14,0,0,0,16,173,28,3,0,206
LGA55810,0,0,0,0,0,18,8,0,0,17
LGA55880,0,0,0,0,0,43,41,0,0,88
LGA55950,0,0,0,0,0,32,21,0,0,52
LGA56090,46,10,0,0,55,920,220,9,13,1162
LGA56160,0,0,0,0,0,3,3,0,0,4
LGA56230,22,5,0,0,26,296,118,0,0,421
LGA56300,0,0,0,0,0,63,30,0,0,92
LGA56370,3,0,0,0,3,44,25,0,3,69
LGA56460,0,0,0,0,3,124,107,0,6,243
LGA56580,46,14,0,0,60,659,202,13,7,885
LGA56620,0,0,0,0,0,3,0,0,0,6
LGA56730,13,0,0,0,14,223,111,0,7,337
LGA56790,5,0,0,0,7,108,98,0,8,218
LGA56860,0,0,0,0,0,6,9,0,0,16
LGA56930,0,0,0,0,0,68,19,0,3,91
LGA57000,3,0,0,0,4,23,23,0,0,51
LGA57080,145,32,3,3,184,1632,698,370,26,2728
LGA57140,0,0,0,0,0,39,18,0,3,62
LGA57210,5,3,0,0,8,188,108,3,4,297
LGA57280,10,4,0,0,17,160,36,3,7,213
LGA57350,0,0,0,0,0,45,37,0,0,85
LGA57420,0,0,0,0,0,59,52,0,3,113
LGA57490,100,23,0,3,132,1831,572,22,19,2446
LGA57630,0,0,0,0,0,8,5,0,0,9
LGA57700,26,4,0,0,34,513,168,0,8,690
LGA57770,0,0,0,0,0,22,21,0,0,42
LGA57840,59,12,0,0,72,790,268,24,5,1078
LGA57910,236,59,3,5,303,4271,1177,84,52,5588
LGA57980,41,11,0,0,56,756,301,33,9,1106
LGA58050,176,51,3,3,230,2693,891,43,22,3657
LGA58190,0,0,0,0,0,12,15,0,0,33
LGA58260,0,0,0,0,0,24,20,0,0,42
LGA58330,10,8,0,0,13,148,38,0,9,195
LGA58400,0,0,0,0,0,21,10,0,0,26
LGA58470,0,0,0,0,0,0,3,0,0,3
LGA58510,62,14,0,0,75,981,266,18,10,1276
LGA58540,3,0,0,0,3,58,27,0,0,80
LGA58570,75,14,0,0,93,1170,393,24,9,1599
LGA58610,0,0,0,0,0,56,50,0,0,110
LGA58680,0,0,0,0,0,17,15,0,0,33
LGA58760,207,60,0,10,276,3752,1096,56,62,4961
LGA58820,3,3,0,0,4,76,33,0,4,112
LGA58890,0,0,0,0,0,66,36,0,0,106
LGA59030,0,0,0,0,0,13,8,3,0,25
LGA59100,0,0,0,0,0,43,29,0,0,77
LGA59170,0,0,0,0,0,59,58,0,0,116
LGA59250,0,0,0,0,0,7,6,0,0,11
LGA59310,0,0,0,0,0,48,51,0,5,98
LGA59320,0,0,0,0,0,23,19,0,6,42
LGA59330,0,0,0,0,0,9,13,0,0,27
LGA59340,11,0,0,0,13,107,64,0,8,173
LGA59350,0,0,0,0,0,5,4,0,0,13
LGA59360,3,0,0,0,3,46,32,0,0,84
LGA59370,6,3,0,0,10,96,58,0,3,158
LGA59499,558,48,0,8,616,13864,2145,26,218,16256
LGA59799,3,0,0,0,3,16,6,0,0,23
LGA60210,10,0,0,0,11,196,73,0,5,270
LGA60410,7,3,0,0,6,186,76,0,3,264
LGA60610,16,7,0,0,27,275,159,3,3,437
