LGA_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
LGA14870,38,6,0,0,0,48,3,0,0,0,0,5,3,0,0,0,0,4,15,0,4,0,0,15,5,0,0,0,0,12,6,0,0,3,0,12,0,0,0,0,0,0,169,10,28,11,3,222,14,0,0,0,0,19,3,0,3,3,0,18,0,0,0,0,0,0,72,9,7,0,0,94,134,12,19,6,11,178,6293,350,528,182,88,7444
LGA14900,1564,37,33,7,3,1645,178,25,25,3,3,229,62,3,7,0,0,73,312,27,13,3,3,362,284,22,11,3,0,319,257,14,9,7,7,285,199,23,33,3,6,261,1351,91,56,9,13,1520,121,3,10,0,0,138,2265,243,239,57,35,2842,148,3,0,0,0,149,5374,516,516,79,89,6570,738,68,59,14,69,955,58010,4696,3649,749,775,67886
LGA14920,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,9,5,0,55,0,0,3,3,0,6,0,0,3,0,0,3,0,0,0,0,0,0,18,0,0,0,0,20,48,3,12,10,4,81,1872,153,409,159,57,2654
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,9,3,4,3,0,19,477,58,211,109,20,877
LGA15050,124,0,3,0,0,128,16,0,0,0,0,16,13,3,4,0,0,15,108,5,6,4,0,125,30,3,3,0,0,38,22,0,4,0,0,25,0,0,0,0,0,0,591,52,63,20,5,722,63,0,7,0,0,69,19,3,5,5,3,39,35,0,0,3,0,36,227,35,23,7,5,293,262,16,22,7,12,314,23019,1555,1595,359,222,26754
LGA15240,116,10,9,3,5,143,11,0,3,0,0,17,7,0,0,0,0,10,54,16,21,0,0,93,17,0,3,0,0,19,21,3,10,4,0,38,4,3,0,0,0,7,583,81,146,39,9,860,42,3,12,0,0,64,16,0,0,0,0,14,20,0,3,0,0,27,233,32,38,17,4,325,494,32,82,25,38,676,20892,1614,3049,839,508,26889
LGA15270,29,4,3,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,24,6,4,0,0,36,0,0,0,0,0,0,13,0,0,0,3,17,0,0,0,0,0,3,175,19,27,16,0,233,13,0,3,5,3,22,10,3,0,0,0,14,8,0,0,0,0,13,52,7,8,3,0,78,178,11,31,16,14,251,7438,583,970,381,157,9525
LGA15300,30,0,0,0,0,28,0,0,0,0,0,3,3,0,0,0,0,3,16,0,4,0,0,23,5,0,0,0,0,5,3,3,0,0,0,10,0,0,0,0,0,0,49,9,18,9,0,84,9,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,9,49,7,4,7,3,60,111,17,20,8,3,165,4182,424,672,222,106,5603
LGA15350,95,4,0,0,0,102,17,6,6,0,0,33,12,3,0,0,0,15,93,28,28,3,0,158,31,3,3,0,0,31,102,7,7,0,3,116,4,3,0,0,0,5,446,133,114,18,8,715,66,23,6,0,3,93,46,8,7,4,0,69,13,5,3,0,0,18,673,80,87,17,7,863,37,17,11,3,4,70,6108,1317,1029,210,75,8738
LGA15520,36,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,3,14,0,0,0,0,15,15,0,0,0,0,13,3,0,0,0,0,12,0,0,0,0,0,0,47,3,3,6,4,68,8,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,3,27,0,0,0,0,30,74,9,32,10,14,138,2981,405,537,320,85,4336
LGA15560,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,6,0,0,28,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,37,26,8,7,3,5,49,1035,202,222,110,42,1610
LGA15650,48,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47,20,0,0,0,0,20,8,0,0,0,0,12,0,0,0,0,0,3,169,8,13,9,0,201,14,0,0,3,0,20,5,0,0,0,0,9,23,0,0,0,0,23,80,0,5,0,4,87,147,3,15,4,10,174,8624,249,392,126,102,9498
LGA15700,14,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,3,15,0,0,0,0,19,3,0,0,0,0,3,9,0,0,0,0,12,0,0,0,0,0,0,131,12,36,7,0,186,8,0,5,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,67,10,7,4,0,84,95,5,24,8,5,139,4221,260,737,213,100,5529
LGA15750,32,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,20,8,4,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,59,0,5,3,0,75,13,3,0,3,0,21,0,0,0,0,0,0,11,0,0,0,0,12,35,3,4,4,0,48,141,9,14,9,15,188,4974,396,564,264,99,6303
LGA15800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,27,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,0,6,0,0,22,43,3,12,9,7,63,1466,139,315,140,32,2093
LGA15850,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,13,45,0,10,10,0,71,1529,166,341,185,44,2261
LGA15900,473,8,19,0,5,506,82,10,6,0,0,99,50,0,4,0,0,61,396,40,33,4,4,472,127,5,3,0,0,138,139,0,15,0,3,164,15,5,3,0,0,23,2630,163,179,17,10,3001,342,14,27,3,0,392,137,13,32,7,6,189,126,5,3,3,0,137,1677,99,129,17,18,1943,791,35,59,9,54,938,87238,4294,4443,660,692,97327
LGA15950,1469,19,16,3,7,1511,210,11,22,7,3,244,249,27,17,0,3,293,1110,124,65,6,8,1309,522,22,8,0,4,559,606,25,23,5,6,669,95,12,12,0,0,114,4713,522,232,29,27,5527,671,52,44,3,8,780,599,31,32,10,8,678,105,14,6,0,0,122,5659,309,228,42,38,6275,347,37,28,12,42,469,63199,5193,2875,530,457,72250
LGA15990,1145,19,28,5,11,1207,150,29,33,4,0,214,135,21,20,0,0,173,1006,254,166,29,3,1455,172,18,9,0,3,203,549,31,52,14,4,648,54,16,23,3,4,93,5112,1181,882,138,52,7363,616,101,124,20,5,871,298,42,50,8,7,407,98,35,19,3,0,151,5664,615,607,98,63,7049,517,93,84,15,58,775,66096,10930,9061,1440,708,88233
LGA16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,44,3,3,7,0,53,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,26,0,6,3,0,37,40,7,7,3,3,62,1618,121,258,129,33,2158
LGA16150,109,0,0,0,0,113,8,0,3,0,3,14,10,0,0,0,0,12,58,12,14,0,0,85,25,3,0,0,0,23,23,4,0,0,0,28,7,0,0,0,0,11,377,23,45,3,3,453,53,0,0,0,3,52,22,3,0,3,0,28,63,3,0,0,0,65,270,16,27,5,4,320,242,15,20,5,13,294,16235,999,1271,225,230,18968
LGA16200,27,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,26,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,63,11,11,0,0,88,9,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,26,3,5,3,0,33,70,7,24,9,16,129,4353,305,615,252,89,5611
LGA16260,5009,48,50,10,23,5132,336,22,33,3,4,396,350,14,25,3,3,391,999,44,44,4,4,1100,1937,81,72,9,14,2108,464,13,26,6,0,510,346,35,32,5,4,431,4016,216,135,27,27,4426,432,17,5,4,0,459,2233,113,91,19,23,2487,221,6,0,0,3,239,9747,485,403,66,119,10817,1060,75,54,19,65,1280,123281,7379,5276,972,1043,137952
LGA16350,1515,39,51,4,15,1618,88,15,18,3,3,126,53,8,3,3,0,71,282,25,18,0,3,325,369,22,26,5,3,421,185,12,18,0,0,211,86,9,18,0,3,107,2338,231,202,33,15,2828,148,11,17,0,0,189,495,53,70,13,6,634,104,3,0,0,0,110,2853,238,256,42,44,3435,661,35,50,15,36,795,58709,4466,4164,675,575,68594
LGA16380,117,12,8,6,0,141,9,0,3,0,0,13,11,0,3,0,0,13,96,18,20,11,0,145,12,0,0,0,0,20,19,3,13,0,4,39,3,3,0,0,0,8,834,92,136,28,12,1102,67,7,14,3,0,85,21,0,10,0,0,32,21,3,3,0,0,33,291,44,50,12,7,402,330,37,46,23,22,458,21915,1781,2886,591,335,27509
LGA16400,89,0,8,0,3,99,9,0,0,0,0,13,16,0,0,0,0,13,101,10,17,3,0,134,22,0,0,0,0,18,30,4,3,0,0,45,3,3,3,3,0,11,827,82,114,20,4,1045,71,6,0,3,0,86,21,6,6,0,0,29,26,0,0,0,0,29,309,15,29,12,3,372,270,29,38,10,24,366,21881,1484,1754,367,240,25725
LGA16490,147,7,3,5,0,165,17,0,3,0,0,18,20,3,4,0,0,23,52,5,4,3,0,68,51,0,0,0,0,50,16,3,3,0,0,31,8,0,0,0,0,8,375,54,69,17,3,514,52,3,9,4,0,71,28,7,7,0,0,46,22,0,0,0,0,25,475,58,49,13,6,591,148,22,18,6,14,211,11574,1345,1273,370,148,14709
LGA16550,970,10,13,6,11,1009,138,18,28,3,0,191,161,11,9,0,0,183,473,117,89,6,4,687,200,5,3,0,0,206,334,26,19,3,0,380,79,5,6,0,3,94,2208,232,216,21,15,2691,337,21,33,0,0,386,422,26,50,13,3,520,117,0,3,0,0,122,4350,302,408,44,49,5154,385,24,29,7,34,475,38643,3120,3398,446,382,45988
LGA16610,49,0,0,0,3,58,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,19,0,0,0,0,0,0,12,0,0,0,0,14,4,0,0,0,0,4,92,9,12,7,7,124,16,0,7,4,0,25,0,0,0,3,0,6,3,0,0,0,0,3,50,0,7,11,3,64,140,4,19,9,3,177,5614,277,699,223,126,6931
LGA16650,491,12,23,3,0,526,34,6,6,0,0,54,49,4,4,0,0,59,107,9,9,0,3,127,97,3,5,0,0,105,227,7,13,0,4,250,51,8,12,4,3,79,581,59,55,9,7,710,55,5,0,0,0,65,245,21,56,7,4,323,12,3,0,0,0,19,2891,233,304,48,33,3504,205,23,26,7,19,284,21700,2065,2117,350,291,26525
LGA16700,2352,14,23,10,12,2408,247,11,9,0,0,272,353,14,10,4,0,383,1076,57,34,3,0,1171,1024,25,28,0,11,1088,394,10,19,10,8,428,168,10,7,0,0,186,3793,161,104,16,15,4081,606,21,13,0,3,645,956,45,32,18,4,1052,149,3,3,0,0,152,6481,225,237,37,53,7034,494,26,29,4,45,594,76620,3742,2997,555,490,84410
LGA16900,73,0,3,0,3,78,12,0,0,0,0,12,5,0,3,0,0,13,59,6,7,3,0,81,11,0,0,0,0,12,37,3,13,0,0,46,19,3,10,0,0,35,665,71,82,17,7,839,25,3,8,0,0,35,28,6,10,0,0,46,8,0,0,0,0,8,336,55,63,14,6,475,230,14,17,6,13,287,14570,1104,1376,244,192,17489
LGA16950,141,3,3,0,4,149,15,6,5,0,0,26,22,3,4,0,0,26,78,8,20,3,0,108,21,4,0,0,0,26,62,7,3,0,3,68,3,3,3,0,0,13,1172,115,203,56,20,1560,96,7,16,6,3,120,25,8,12,3,0,51,26,0,0,0,0,23,375,51,65,17,7,520,513,48,82,17,47,707,26842,2182,3474,682,482,33662
LGA17000,54,0,3,0,0,58,0,0,0,0,0,5,7,0,3,0,0,9,69,3,3,5,0,84,7,5,0,0,0,10,12,0,4,0,0,18,4,0,0,0,0,9,235,16,22,4,3,282,39,3,0,3,0,42,14,0,3,0,0,18,18,0,0,0,0,18,121,6,5,3,0,138,210,8,10,5,16,249,13997,572,566,236,141,15521
LGA17040,22,0,0,0,3,22,14,0,3,3,0,19,4,0,0,0,0,10,31,0,5,0,0,36,16,0,0,0,0,16,24,0,4,3,0,31,4,3,0,0,0,12,271,25,51,20,5,378,36,3,6,0,0,47,3,0,3,0,0,6,4,0,3,0,0,11,194,15,25,8,0,246,181,19,32,24,9,268,7507,666,1077,392,117,9761
LGA17080,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,3,67,0,3,0,0,73,3,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,85,6,12,4,0,113,9,0,0,3,0,11,3,3,0,0,0,3,4,0,0,0,0,8,61,6,8,3,0,80,105,5,23,11,11,157,4555,328,633,258,119,5895
LGA17100,665,8,7,0,0,683,28,0,0,0,0,34,25,4,0,0,0,33,89,0,4,0,0,92,284,33,31,7,3,354,116,0,7,0,3,133,52,16,9,3,0,83,374,21,21,4,4,425,51,0,3,0,0,53,767,68,30,16,16,904,23,0,0,0,0,19,1755,120,122,22,20,2034,207,15,17,3,18,264,18410,1793,1135,237,226,21800
LGA17150,713,14,15,4,7,751,89,18,17,0,0,123,78,10,13,3,0,103,338,48,38,0,9,431,78,10,6,0,0,97,308,24,29,3,0,360,43,13,10,3,0,72,1979,312,267,42,22,2621,192,22,20,8,0,242,332,39,76,8,8,477,68,0,0,0,0,71,3010,288,262,58,29,3645,450,59,52,14,38,612,52568,6745,5631,894,590,66430
LGA17200,10556,96,101,23,46,10821,1285,77,89,14,3,1477,1934,73,66,10,6,2089,5923,546,227,15,30,6741,3448,79,47,6,20,3603,4882,124,153,47,79,5278,756,78,61,9,9,909,29110,1854,1126,78,157,32324,4601,191,165,16,25,4994,5955,253,215,49,56,6538,694,42,14,6,3,753,40712,1658,1409,203,355,44327,3247,202,159,33,230,3868,453830,22987,16431,1952,3225,498425
LGA17310,234,0,3,0,4,244,6,3,0,0,0,3,25,0,0,0,0,25,80,14,4,0,0,94,33,0,0,0,0,39,19,0,4,0,0,30,0,0,0,0,0,0,303,29,44,16,5,396,52,3,7,3,0,67,45,0,6,0,0,52,25,0,0,0,0,29,323,8,19,10,8,365,359,31,60,13,20,482,20725,1267,2129,662,331,25106
LGA17350,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,4,0,34,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,7,3,0,0,0,10,30,0,10,0,3,48,1625,126,399,153,30,2336
LGA17400,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,4,5,0,3,0,0,3,0,0,0,0,0,0,26,3,19,6,0,52,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,22,4,9,3,0,32,43,4,11,14,4,70,1327,101,408,246,61,2140
LGA17420,1523,61,36,10,12,1640,163,30,29,0,0,222,130,11,16,3,0,166,808,105,70,9,4,995,646,75,64,16,3,800,220,27,10,0,3,260,95,28,16,0,3,144,2077,294,191,41,8,2611,323,28,29,6,0,387,455,50,29,18,6,561,101,14,3,4,0,126,3022,349,257,50,33,3709,373,44,42,10,37,507,52060,6334,4137,865,464,63867
LGA17550,185,4,8,3,0,201,16,0,9,0,0,25,19,3,0,0,0,20,107,19,20,4,0,150,10,3,0,0,0,16,48,4,7,0,0,59,9,0,3,0,0,15,992,146,174,34,15,1362,69,18,12,3,0,103,13,3,4,4,0,26,11,0,3,0,0,18,452,36,82,19,6,602,402,20,70,17,29,542,21853,2052,3236,644,388,28163
LGA17620,67,0,0,3,0,72,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,99,9,20,4,0,141,6,0,0,0,0,10,23,0,0,0,0,22,5,0,0,0,0,5,72,3,0,0,0,82,103,4,17,10,3,139,3790,308,591,266,82,5041
LGA17640,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,8,22,14,0,73,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,3,5,4,0,37,30,3,20,7,6,72,1381,178,544,339,45,2487
LGA17650,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,16,3,0,30,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,0,21,33,6,8,0,3,51,778,93,327,134,31,1351
LGA17750,270,3,3,0,0,271,11,0,0,0,0,11,9,0,0,0,0,15,125,6,11,0,4,141,84,3,0,0,0,84,29,3,0,0,0,32,3,0,0,0,0,4,452,29,49,9,0,537,61,0,3,3,3,71,24,0,4,0,0,33,52,0,3,0,0,55,570,19,21,12,3,626,378,18,38,13,31,479,26237,1502,2053,497,311,30602
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,13,11,0,4,3,0,27,772,89,304,170,23,1365
LGA17900,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,36,0,4,0,0,42,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,31,4,3,0,0,34,55,0,7,5,6,83,1418,107,260,212,56,2053
LGA17950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,28,4,7,3,0,46,712,88,187,89,12,1092
LGA18020,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,8,9,0,61,3,0,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,14,3,3,0,0,24,57,4,22,5,3,87,1919,163,577,304,62,3020
LGA18050,357,8,26,3,3,397,91,22,27,3,3,144,43,4,7,0,0,51,535,242,194,12,13,1002,53,4,5,0,0,55,300,12,20,3,4,345,36,9,4,3,0,45,972,207,202,17,11,1416,220,32,40,3,0,287,179,10,26,4,0,223,25,7,9,0,0,42,2778,346,396,61,35,3617,190,28,24,3,19,258,18360,2684,2745,332,222,24340
LGA18100,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,16,0,6,3,0,25,668,83,339,123,26,1244
LGA18200,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,54,0,3,3,3,68,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,46,0,0,0,0,50,57,4,8,6,9,85,2066,176,285,163,48,2750
LGA18230,120,0,3,0,0,122,7,0,0,0,0,9,10,0,0,0,0,6,57,4,0,0,0,61,67,4,8,0,0,87,16,0,0,4,0,22,0,0,0,0,0,3,250,18,14,7,0,295,19,0,5,0,0,26,23,0,3,0,0,30,44,0,0,0,0,47,354,16,22,4,3,399,308,22,26,16,33,403,18002,1157,1772,475,291,21701
LGA18250,1187,15,18,7,12,1235,142,17,11,3,0,177,203,28,17,4,0,248,752,106,42,3,3,908,434,10,4,0,0,458,419,22,23,9,3,479,68,15,8,4,0,97,2994,286,157,22,16,3477,374,32,21,8,0,434,427,24,25,7,7,489,103,3,3,0,0,113,4582,288,211,33,37,5157,318,18,27,3,27,399,51587,4225,2730,517,383,59443
LGA18350,81,0,6,0,0,89,15,0,11,3,0,30,8,0,3,0,0,13,63,17,18,0,0,106,20,4,0,0,0,18,20,0,0,0,0,28,3,0,0,0,0,3,709,127,147,43,5,1032,49,7,12,3,0,69,20,3,11,0,0,39,12,7,0,0,0,15,366,49,75,15,3,509,214,27,43,13,23,316,13214,1749,2213,501,241,17915
LGA18400,41,0,4,0,0,49,3,0,0,0,0,10,3,0,0,0,0,3,33,11,11,3,0,56,7,0,3,0,0,13,20,0,5,3,0,22,5,0,0,0,0,3,329,60,64,17,7,470,16,6,0,0,0,30,36,5,16,0,0,56,13,0,0,0,0,15,225,28,35,12,4,310,128,29,32,15,10,210,8318,1181,1195,285,157,11134
LGA18450,466,10,20,5,3,503,89,9,14,0,0,111,43,5,4,0,0,48,249,35,31,4,3,324,137,7,7,0,4,152,195,13,37,8,3,247,119,25,37,3,0,180,3350,225,297,45,31,3945,250,20,12,4,3,291,286,36,64,10,3,397,65,3,8,0,0,74,2402,180,243,30,25,2881,831,52,90,15,64,1052,68699,4228,4840,738,723,79222
LGA18500,323,3,13,6,6,351,58,11,18,3,0,91,55,7,5,0,0,62,347,195,135,21,3,705,40,3,0,3,0,49,219,8,8,0,0,230,24,4,0,0,0,32,837,212,176,35,12,1271,122,26,29,5,0,181,113,15,18,3,3,156,24,12,8,0,0,41,1810,245,273,49,30,2410,106,23,27,12,11,177,14156,2805,2347,486,180,19972
LGA18710,3,0,0,0,0,3,3,0,5,0,0,5,0,0,0,0,0,0,14,0,0,0,0,15,12,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,76,13,25,18,0,135,8,3,6,4,0,17,3,0,3,0,0,9,0,0,0,0,0,5,50,6,12,10,3,75,45,4,13,3,7,76,2481,366,591,284,62,3787
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,16,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,20,3,3,0,3,3,16,305,65,134,57,13,573
LGA19499,583,53,195,9,15,851,134,63,146,5,9,357,102,32,46,0,4,183,346,99,209,9,13,686,139,25,35,6,3,215,215,11,94,7,5,340,94,44,86,9,11,249,2890,726,2007,83,73,5784,268,44,149,3,6,469,666,166,342,22,19,1207,62,11,16,0,0,90,4369,930,2430,96,144,7968,1384,305,721,61,183,2659,79636,17188,41954,1997,2587,143365
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,7,16,0,3,86
LGA20110,32,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,7,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,94,19,21,7,4,148,8,3,6,4,0,18,0,0,0,0,0,3,0,0,0,0,0,0,59,6,10,7,7,94,82,5,22,12,11,137,3272,437,593,237,81,4613
LGA20260,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,8,3,0,83,8,0,0,0,0,9,3,0,4,0,0,12,3,0,0,0,0,3,59,0,3,0,0,63,86,9,9,8,7,118,3861,299,419,231,62,4870
LGA20570,176,4,0,6,0,191,17,0,0,0,0,15,30,0,5,0,0,35,101,9,12,0,3,119,68,4,3,0,0,74,44,3,5,3,0,51,3,3,0,0,0,5,1023,65,86,12,10,1201,97,12,4,0,3,116,46,16,11,3,0,76,23,0,3,0,3,32,462,27,43,14,3,551,548,48,43,13,34,697,39470,2676,2516,616,519,45788
LGA20660,425,6,10,8,5,449,65,13,4,3,0,84,101,11,12,4,0,120,169,19,14,0,0,198,338,32,9,5,3,391,107,8,5,3,0,132,43,7,8,0,3,55,1182,123,92,21,3,1411,141,19,16,3,0,174,336,28,42,9,7,420,41,7,3,0,0,49,1287,126,180,23,21,1634,338,44,23,8,30,446,33352,3231,2885,502,383,40356
LGA20740,32,0,0,0,0,28,9,0,0,3,0,12,3,0,0,0,0,3,15,0,5,0,0,27,19,4,3,0,0,23,16,0,8,0,0,23,0,0,0,0,0,0,337,42,62,25,10,470,22,0,4,0,0,28,13,6,9,0,0,22,9,0,0,0,0,5,141,24,7,4,3,190,213,17,31,7,17,290,7574,815,1344,339,193,10258
LGA20830,61,0,0,0,0,60,10,0,4,0,3,19,0,0,0,0,0,3,34,7,4,0,0,45,50,7,4,0,3,63,14,0,8,0,0,21,0,0,0,0,0,0,372,43,80,18,9,520,24,5,3,0,0,29,13,3,6,4,0,30,13,0,0,0,0,13,191,20,30,4,5,251,191,36,43,17,20,313,11792,1269,1901,548,280,15789
LGA20910,281,7,5,0,0,300,73,29,36,7,0,142,44,10,12,3,0,71,236,69,42,9,3,350,308,20,14,3,3,345,81,6,10,5,0,105,40,4,4,0,0,53,1190,242,217,35,9,1692,121,34,25,9,0,181,208,6,23,0,0,240,51,5,7,0,0,59,1323,218,224,41,24,1836,186,18,36,3,16,267,21647,3807,3221,616,249,29537
