GCCSA_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
6RTAS,220,579,50,23,866,13,20,7,0,40,73,256,56,9,388,7,23,0,0,35,210,443,58,11,724,24,123,12,3,166,70,471,70,3,613,55,294,64,8,419,78,221,30,3,337,28,19,3,0,47,38,65,3,3,113,35,131,11,3,179,169,275,34,3,478,55,83,19,0,150,8,20,7,0,37,19,24,3,0,52,88,240,25,5,356,17,24,6,0,44,46,198,13,4,253,76,91,20,11,200,1316,3601,481,94,5487,997,679,24,34,1730,21,3,0,0,24,369,136,4,10,527,23,3,0,0,26,1007,310,0,26,1340,92,35,0,0,129,377,391,25,23,811,277,371,7,10,662,248,127,0,13,392,44,6,0,0,51,31,8,0,3,45,55,22,0,0,78,511,128,18,15,671,348,79,3,8,436,23,9,0,0,29,174,35,3,3,213,528,130,18,11,684,190,32,0,3,223,649,269,0,13,933
6GHOB,17,81,9,0,110,4,9,3,0,16,36,187,41,5,271,14,18,6,0,34,162,400,61,3,631,24,107,20,0,157,71,304,65,3,437,28,210,87,0,323,91,98,16,5,210,20,19,3,0,50,49,118,3,3,171,36,77,22,3,142,238,369,61,0,667,43,77,19,0,136,15,25,9,0,43,18,43,5,0,68,99,222,48,3,372,38,34,3,0,78,37,159,11,0,210,66,121,10,0,196,1115,2656,514,34,4318,114,51,0,3,174,5,0,0,0,6,273,94,0,5,372,14,6,0,0,23,865,268,7,15,1155,44,21,0,0,63,349,228,17,3,595,157,287,12,0,453,216,66,3,4,289,82,7,0,0,82,44,19,4,0,67,71,20,4,0,94,719,119,57,11,911,279,51,7,0,339,42,3,6,0,47,286,39,0,6,333,646,132,7,9,799,260,30,0,0,295,503,206,0,7,719
69799,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,25,36,3,0,63,0,0,0,0,0,8,4,0,0,11,0,0,0,0,0,151,159,0,12,314,0,0,0,0,3,3,3,0,0,11,0,4,0,0,5,30,17,0,0,49,11,7,0,0,18,3,3,0,0,3,3,0,0,0,4,18,7,0,0,33,25,13,0,0,40,3,0,0,0,3,3,0,0,0,3,5,0,0,0,9,4,3,0,0,5,10,5,0,0,19,10,10,0,0,27,311,280,7,8,613,105,39,0,0,146,0,0,0,0,3,36,5,0,0,45,13,4,0,0,13,1188,213,0,26,1433,15,3,0,0,19,38,4,0,0,44,20,0,0,0,17,113,11,0,3,121,12,0,0,0,15,4,0,0,0,4,14,0,0,0,18,71,8,0,0,71,377,39,0,14,438,11,0,0,0,13,57,0,0,0,63,71,8,0,0,82,35,3,0,0,35,139,16,0,4,148
5RWAU,938,2006,93,67,3098,152,149,79,3,387,118,420,80,9,625,32,29,6,3,73,552,1234,106,28,1920,63,192,29,3,293,118,926,129,17,1189,99,537,143,9,790,234,422,81,7,745,22,23,7,0,58,100,166,5,3,271,86,205,54,5,351,341,490,45,11,881,136,299,42,7,480,27,43,15,0,85,42,60,9,0,112,152,317,34,7,509,29,56,3,5,86,165,464,16,7,660,214,358,33,12,616,3619,8389,1013,202,13225,3034,2528,40,154,5760,123,34,11,0,168,464,284,11,19,777,45,23,0,3,70,2032,830,9,45,2917,104,73,0,3,182,532,649,29,15,1210,402,495,17,8,919,594,281,10,15,892,49,22,0,3,70,94,10,0,3,109,127,63,0,0,197,960,255,8,23,1247,709,251,5,20,986,45,13,0,3,62,356,66,3,4,426,790,228,9,22,1045,235,53,0,5,295,1075,515,4,24,1616
5GPER,146,325,53,9,531,411,384,89,3,889,573,2057,463,26,3121,137,174,33,0,340,3005,5168,574,62,8812,391,1014,232,6,1648,770,2522,563,39,3887,233,1798,530,16,2583,1349,1038,167,21,2578,246,246,34,0,523,1055,1145,121,9,2328,664,1293,217,11,2184,3319,4212,697,43,8271,790,1138,189,23,2135,161,219,63,0,451,357,402,65,3,832,878,1920,300,12,3111,181,352,45,0,589,802,1751,108,18,2683,1432,1967,233,63,3692,16890,29143,4782,372,51181,505,271,10,14,793,239,24,9,3,267,1628,690,36,24,2384,86,21,3,0,116,7582,2316,53,83,10033,444,228,24,4,702,1960,1320,147,22,3440,754,1281,65,14,2119,3107,368,22,29,3530,424,53,3,6,487,837,161,15,10,1018,614,247,21,7,889,5717,1323,391,46,7474,3005,534,20,37,3603,256,56,14,0,328,2226,322,17,25,2595,4114,1240,90,40,5487,1236,244,15,10,1505,4484,1243,26,49,5798
59799,3,6,0,0,9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,0,0,22,4,3,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,50,66,3,0,119,43,24,4,0,74,43,16,5,3,66,13,11,0,0,25,1267,1144,20,25,2454,15,11,4,0,33,37,23,4,0,62,25,15,17,0,55,273,81,7,10,373,80,29,0,0,102,25,3,0,3,33,34,8,0,0,46,168,62,3,3,233,203,103,8,3,320,15,11,0,0,31,49,15,3,0,62,40,16,7,0,56,18,10,0,0,25,161,55,3,3,219,162,80,9,7,262,2726,1785,95,54,4660,217,94,0,6,319,46,4,0,0,57,191,33,0,3,222,33,9,0,0,40,6341,1483,6,105,7935,50,8,0,0,59,198,11,3,0,213,97,11,0,3,114,1180,62,3,21,1272,65,7,0,0,67,26,3,0,0,27,65,4,0,0,73,426,34,0,6,474,2237,213,3,38,2489,45,4,3,0,52,544,26,0,8,577,272,32,0,0,306,194,16,0,6,209,1077,40,0,12,1129
4RSAU,877,1555,77,47,2564,18,27,17,0,56,116,398,77,7,600,5,26,0,0,34,212,725,49,15,994,39,173,33,3,246,97,690,131,14,929,84,435,80,5,607,138,303,50,13,495,20,16,6,0,39,62,109,7,4,178,44,155,7,0,212,146,240,23,3,409,57,121,21,3,196,10,21,0,0,35,24,24,0,0,52,88,226,37,4,354,18,25,3,0,44,93,298,8,8,409,90,154,23,11,281,2223,5715,658,145,8740,3453,2497,24,153,6117,37,5,0,0,37,468,255,12,14,751,32,13,0,0,47,1321,561,3,36,1923,114,64,0,3,182,556,540,19,17,1124,288,386,5,13,702,330,183,5,16,535,46,13,0,0,57,47,29,0,0,78,75,42,0,3,118,526,162,5,9,707,508,112,5,17,637,49,14,0,3,61,232,40,4,4,288,555,171,56,17,791,183,34,0,4,224,965,419,0,27,1412
4GADE,185,303,53,10,553,58,51,10,0,119,496,1469,317,23,2310,68,109,21,0,198,1483,2482,306,52,4320,290,701,141,9,1140,589,1751,363,18,2719,195,1383,367,22,1972,676,580,115,19,1388,184,187,25,3,393,533,701,60,7,1300,381,654,79,12,1130,1705,2044,405,26,4181,421,471,84,18,990,88,111,52,3,254,219,226,49,3,497,607,1303,246,10,2171,127,156,31,3,317,485,1065,83,22,1653,639,792,85,37,1552,9434,16525,2902,297,29161,846,273,13,28,1159,42,5,0,0,47,1445,430,24,22,1921,82,21,0,0,102,4483,1116,13,80,5690,372,134,6,9,517,1508,846,46,24,2431,621,881,44,28,1568,1635,278,13,22,1951,309,36,3,3,347,418,97,13,3,530,389,97,4,9,496,3611,948,290,40,4883,2056,312,18,19,2404,164,22,7,0,198,1616,172,4,20,1820,2942,1113,98,35,4188,895,114,3,13,1026,3207,892,18,39,4161
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,35,55,0,3,93,7,4,0,0,17,35,23,3,0,69,19,14,0,0,29,819,630,15,25,1485,13,11,0,0,28,35,18,0,0,58,10,7,3,0,21,148,37,0,3,189,48,19,0,0,65,8,4,0,0,10,20,3,0,0,27,80,33,0,0,120,174,53,0,10,237,22,6,0,0,27,33,8,0,3,47,40,15,3,0,56,6,5,0,0,18,88,30,0,3,122,85,34,8,0,126,1728,1008,47,51,2837,263,71,0,9,348,19,3,0,0,23,184,16,0,5,204,31,4,0,0,33,4638,853,0,89,5587,48,4,0,3,51,144,8,0,0,156,55,9,0,0,65,572,49,0,8,637,35,0,0,0,36,14,0,0,0,14,43,3,0,0,50,253,18,0,5,273,1967,126,3,33,2130,46,4,0,0,46,445,7,0,0,449,260,26,0,3,292,184,12,0,0,200,608,37,3,3,645
3RQLD,1358,2789,368,87,4597,415,382,85,9,887,820,2529,490,40,3887,79,187,19,4,290,3482,6626,630,123,10862,485,1076,193,21,1771,1095,4119,610,47,5873,761,3182,668,42,4661,1385,1761,229,44,3421,307,304,40,0,653,903,1238,87,10,2245,1469,1902,209,27,3611,3016,3912,432,39,7397,1156,1718,208,38,3123,166,246,84,6,507,484,597,91,7,1176,1353,2767,303,30,4462,292,366,63,4,721,1044,2394,143,42,3618,1521,2143,208,82,3956,21609,40230,5166,702,67712,6854,3389,87,266,10592,175,51,9,3,246,2359,961,24,51,3387,154,51,0,0,211,8311,2821,35,157,11328,511,266,12,18,801,2856,2051,77,66,5049,1709,1881,61,58,3709,2523,784,21,59,3387,431,56,4,0,488,625,146,12,10,791,1176,365,18,27,1588,5550,1395,169,56,7173,4406,913,13,80,5410,309,60,14,6,385,2433,342,12,36,2821,5058,1139,69,83,6346,1461,263,12,29,1763,6125,2066,19,110,8318
3GBRI,231,428,89,5,755,156,123,29,0,309,777,2209,574,30,3585,136,175,31,3,346,3449,5597,689,84,9820,549,1221,246,10,2031,1014,3026,546,35,4617,337,2286,503,24,3150,1765,1444,267,28,3500,325,336,73,9,742,1177,1310,113,10,2610,1424,1713,216,30,3385,4146,4924,871,48,9987,1012,1416,215,30,2683,229,276,67,0,574,573,610,119,12,1309,1493,3019,406,26,4948,253,378,56,7,691,1058,2024,137,28,3244,1509,2128,206,54,3899,21629,34659,5453,464,62206,1045,368,24,25,1460,90,13,8,0,113,1620,629,30,16,2300,126,37,3,3,168,6515,1987,36,96,8634,475,180,10,4,675,2181,1058,78,36,3355,892,1171,38,22,2121,2685,420,32,32,3178,533,36,3,0,575,596,152,13,6,769,912,218,21,7,1149,6120,1600,561,73,8353,3483,564,19,39,4113,279,45,29,4,363,2646,326,17,34,3023,5198,1211,101,52,6563,1556,188,10,13,1770,5200,1245,17,56,6518
39799,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,9,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,96,94,3,3,204,57,26,0,0,86,148,47,3,0,198,39,22,0,3,62,2786,2660,45,66,5551,56,31,4,0,94,102,49,19,7,177,50,35,7,0,92,466,195,8,11,685,173,46,0,3,226,40,17,0,0,62,85,35,3,0,128,337,164,5,11,528,459,258,11,11,742,61,31,3,0,92,93,28,9,0,133,120,56,12,3,182,53,23,3,6,79,386,126,0,6,515,305,191,14,14,529,5904,4139,166,150,10356,490,114,0,13,619,56,0,0,3,58,404,43,0,3,452,64,13,0,0,78,9830,2177,3,158,12168,96,19,0,3,117,408,22,0,3,438,216,26,0,0,242,1286,125,3,14,1428,149,11,0,0,160,51,3,0,0,55,131,9,0,3,141,826,49,3,7,889,4526,485,3,69,5080,91,12,0,3,105,905,36,3,6,948,611,58,3,9,680,559,58,0,4,628,1916,104,0,29,2057
2RVIC,1994,3038,224,158,5421,36,96,18,0,150,527,1495,362,44,2429,76,102,27,4,206,1752,3722,317,100,5897,237,599,110,20,962,580,2541,431,54,3607,411,1965,362,33,2770,759,1124,149,41,2076,113,140,29,3,288,342,509,38,3,897,247,592,87,8,937,1360,1882,304,32,3573,452,856,102,24,1437,75,110,24,0,209,204,213,39,4,465,649,1366,183,22,2215,133,253,24,8,422,591,1276,45,35,1952,667,930,117,53,1763,11206,22821,2988,640,37661,8760,4100,45,361,13268,54,14,4,0,72,1410,596,27,44,2068,79,24,0,0,102,5097,1653,19,154,6919,304,138,7,13,463,1783,1475,56,39,3358,1111,1506,33,57,2702,1108,349,19,48,1522,223,34,3,3,262,228,55,3,0,290,239,94,3,9,342,2978,765,83,48,3872,1849,372,13,44,2280,133,25,15,3,180,1210,210,10,15,1437,2820,739,66,53,3681,917,169,5,17,1108,3395,1270,10,96,4768
2GMEL,438,685,155,19,1298,90,91,12,0,191,2145,6229,1487,104,9965,243,316,78,4,644,7978,12207,1222,233,21646,1509,3415,661,46,5634,3108,7418,1123,128,11775,1104,6037,1103,72,8323,4048,2819,469,69,7401,1039,1055,167,19,2277,2827,2879,289,42,6033,1620,2631,489,28,4766,10079,12079,1911,150,24224,2412,3255,585,76,6318,426,461,139,9,1035,1301,1385,270,25,2980,2841,5758,689,74,9371,861,1042,197,9,2110,2492,4724,239,81,7534,3918,5282,607,146,9950,50487,79764,11886,1326,143469,850,319,21,26,1219,51,7,3,0,57,3589,1089,54,54,4784,189,33,3,7,237,13597,3296,49,230,17167,964,292,31,12,1295,4937,2380,219,87,7614,2099,2653,104,67,4928,5095,583,44,73,5792,1597,114,14,8,1733,1612,266,44,6,1929,971,233,35,13,1249,15829,3092,1101,143,20172,6049,945,38,81,7108,670,78,30,6,775,5708,680,47,49,6488,11576,2972,157,125,14824,3982,332,23,42,4382,9249,2292,24,125,11691
29799,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,98,86,3,5,194,17,0,0,0,20,158,88,14,3,263,51,30,0,3,84,4502,4080,54,135,8765,70,44,3,3,115,111,84,12,3,204,43,25,20,0,87,872,267,18,21,1173,237,80,5,7,322,66,20,3,0,87,76,33,7,0,116,544,254,10,12,814,641,358,11,15,1033,70,40,5,4,112,137,58,3,4,197,134,77,19,3,227,58,30,8,0,96,403,147,4,5,561,406,240,34,20,692,8679,6027,227,243,15171,484,55,3,27,569,15,0,0,0,17,396,37,0,10,441,83,7,0,4,90,13533,2682,4,306,16527,101,11,0,6,117,353,37,0,3,394,197,24,0,4,221,1893,163,15,29,2099,250,0,0,3,255,49,4,0,0,54,108,7,0,0,113,1316,77,0,12,1412,5035,499,0,83,5624,128,8,0,3,143,1333,60,3,6,1404,823,111,3,6,941,665,37,0,12,711,1669,92,0,25,1780
1RNSW,1893,3329,208,144,5579,207,249,71,8,537,647,2260,483,32,3420,91,182,26,4,304,2723,5985,483,120,9314,332,1208,176,26,1740,852,4192,633,77,5757,517,2924,672,65,4172,1201,1807,285,52,3352,257,296,32,0,592,660,882,54,19,1619,597,1460,164,24,2240,2469,3650,454,69,6641,784,1419,150,41,2407,155,220,65,3,443,398,478,73,8,948,1160,2836,304,32,4341,239,352,46,12,653,816,2207,104,32,3165,949,1452,193,58,2648,16956,37392,4681,834,59863,11237,5933,68,554,17795,128,25,5,0,162,2404,1075,35,58,3570,140,43,7,3,194,9871,3425,26,257,13580,517,355,18,13,901,3219,2810,125,103,6248,1965,3065,84,77,5190,2279,930,19,59,3286,520,57,3,3,582,477,124,14,5,619,629,276,5,14,920,5804,1640,195,86,7718,3969,853,17,74,4910,280,73,30,14,396,2769,414,21,43,3252,6084,1573,103,91,7860,1689,303,11,35,2039,6393,2620,11,168,9184
1GSYD,286,485,72,8,854,92,113,24,0,233,1965,5468,1089,72,8595,203,331,69,5,613,8545,14059,1315,244,24160,1519,3732,668,34,5958,3199,7438,1057,100,11797,982,6017,1095,55,8144,4091,3176,493,80,7847,1521,1477,191,5,3201,3715,3828,386,61,7988,2402,4081,438,50,6976,11746,14218,2026,153,28152,2787,3938,510,83,7319,601,777,186,9,1573,1578,1769,300,30,3669,3222,6863,750,94,10927,938,1208,150,16,2308,2449,4865,265,70,7644,4000,5226,518,168,9915,55839,89086,11598,1344,157872,1276,349,11,26,1659,54,3,0,0,61,3476,1186,36,43,4736,190,43,3,7,235,13608,3323,49,199,17181,1077,347,27,16,1464,5523,2944,171,83,8722,2258,3214,99,44,5614,7429,783,55,87,8349,1976,126,10,10,2126,2042,336,43,11,2435,1516,334,24,13,1892,16737,4042,1601,126,22513,6700,1031,39,84,7853,625,110,45,5,787,6961,890,45,60,7965,11771,3499,147,127,15536,3881,489,11,38,4422,9275,2723,29,132,12164
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,91,123,13,9,234,28,31,6,0,68,187,101,7,0,298,60,41,0,0,101,4509,4685,56,128,9381,84,42,0,3,131,157,83,22,10,278,57,57,25,0,137,925,335,25,20,1296,321,111,5,3,447,84,41,4,0,137,111,49,3,0,164,615,320,6,4,950,741,496,17,21,1272,93,60,3,0,158,184,68,9,5,265,165,109,14,3,289,85,65,0,4,155,456,215,3,3,677,432,284,26,14,756,9391,7335,239,227,17188,790,152,3,23,960,25,3,0,0,25,482,26,0,3,514,104,14,0,4,128,14878,3112,3,280,18269,153,21,0,0,172,552,50,3,5,622,285,39,0,3,328,3269,227,10,35,3548,301,14,0,0,312,87,3,0,0,93,157,27,0,7,186,1385,76,4,15,1480,6369,678,5,109,7159,120,11,0,3,140,1828,65,0,25,1927,1026,118,4,4,1155,953,76,3,14,1037,2428,122,0,32,2589
