GCCSA_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
6RTAS,333,50,80,57,82,111,29,112,47,907,224,142,196,643,241,1524,91,1023,63,4148,460,316,443,868,459,1147,184,1181,97,5148,604,354,637,1084,644,995,280,1201,118,5913,683,464,1027,1469,841,1148,353,1428,126,7532,1066,795,1487,2119,1506,1634,633,2282,175,11707,1386,1125,1976,2023,1941,1633,1233,2559,179,14041,1740,1652,2449,1585,2289,1196,1597,2035,211,14750,2015,2707,2379,1163,2225,703,1382,1214,218,14014,1436,2465,1439,557,1065,335,784,510,123,8716,1193,2640,966,387,605,214,680,296,83,7072,831,1929,619,315,231,86,379,177,59,4618,1435,1451,616,227,246,119,261,128,58,4548,724,901,102,29,96,53,53,66,32,2052,224,125,218,160,120,178,124,280,220,1643,14349,17123,14632,12686,12590,11068,8054,14509,1814,106812
6GHOB,86,58,53,53,56,73,23,71,32,502,87,217,126,723,158,1376,67,768,45,3572,163,335,289,859,333,1043,126,810,61,4016,196,376,462,916,483,878,162,752,80,4298,271,511,676,1151,738,953,232,929,112,5572,457,944,1216,2039,1356,1294,404,1272,132,9122,744,1263,1650,2018,1862,1375,770,1377,147,11201,1176,1968,2170,1734,2722,1182,1027,1224,185,13391,1447,3208,2395,1330,3224,754,776,714,228,14070,1233,3210,1412,722,1938,352,353,292,177,9691,1188,3598,912,540,1051,194,357,175,149,8179,933,2783,442,367,479,118,116,103,71,5415,2109,2718,367,277,554,134,57,53,87,6355,978,1363,85,54,141,88,19,34,45,2811,118,185,144,127,138,115,61,110,162,1156,11198,22732,12406,12902,15242,9933,4552,8669,1714,99359
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,11,0,4,3,0,0,0,0,5,0,15,4,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,0,5,23,0,55
69499,15,0,24,5,12,3,14,9,4,78,3,22,26,52,11,25,4,67,10,223,21,33,80,98,37,40,32,186,19,545,25,38,137,92,20,35,54,197,15,609,25,35,186,158,18,34,57,229,17,771,67,67,300,196,38,42,99,274,21,1100,74,59,367,165,29,32,124,256,13,1124,117,57,519,103,30,31,142,241,33,1271,136,60,536,83,33,35,168,171,17,1245,99,55,328,35,15,37,113,82,13,777,84,63,208,17,8,15,59,61,7,525,32,39,104,10,8,3,24,33,0,251,53,58,74,10,9,11,29,30,3,280,16,63,39,0,3,3,16,13,6,158,12,18,39,13,3,7,13,40,32,186,790,674,2961,1049,266,353,932,1892,217,9138
5RWAU,915,126,187,151,263,216,126,318,172,2470,502,305,340,1080,437,2618,162,1684,138,7273,887,580,656,1267,835,1388,247,1873,159,7882,1069,629,966,1479,1052,1380,328,2066,188,9148,1281,785,1440,1792,1446,1642,426,2164,182,11154,2154,1273,2299,2997,2468,2208,797,3211,262,17674,2407,1655,2809,3233,3046,2390,1284,3675,329,20821,3324,2304,3805,3133,3613,1978,2122,3846,345,24471,4193,3675,5192,2355,4193,1403,3093,3390,400,27897,3259,4025,4121,1354,2587,765,2795,2019,312,21240,3164,4723,4230,1258,1795,516,3773,1439,314,21205,2320,4332,4045,889,1055,304,4335,1178,273,18738,4835,7123,12307,1299,1661,342,9919,2555,537,40569,4398,4326,9297,241,852,254,3357,1813,420,24966,715,361,784,375,334,291,551,586,601,4604,35425,36219,52466,22905,25627,17712,33319,31816,4628,260110
5GPER,1004,752,601,602,812,811,226,711,417,5942,724,2113,1196,6250,1787,11752,692,6558,478,31556,1026,3004,2280,7426,3549,9651,1211,6114,492,34746,1393,3130,3297,7168,4263,7481,1332,6321,544,34941,1732,3788,4915,8021,5567,7296,1687,6760,576,40333,3113,6459,7727,12015,10023,9113,2993,8658,781,60881,4680,8497,9808,12920,12725,8539,5397,9417,959,72947,7983,12823,14856,13166,18086,7568,8695,9068,1259,93499,10791,21730,20698,10006,23880,6245,9473,7099,1509,111435,9287,23908,15364,5291,15853,4054,5639,3437,1248,84076,10084,26989,12259,4441,10069,2937,4160,2216,1026,74171,8186,23615,7885,3190,4995,1808,2616,1351,777,54425,21458,35835,10865,3219,6535,2533,3540,1576,1078,86650,18936,22550,3877,546,3300,1566,914,585,733,53010,1046,1721,1738,1093,1395,1113,679,1086,1688,11555,101440,196907,117361,95355,122850,82462,49257,70952,13568,850156
59799,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,0,0,3,0,9,0,0,0,3,0,0,0,3,0,11,0,3,0,0,0,0,0,6,0,19,3,3,5,0,0,0,0,7,0,21,3,4,10,5,0,0,4,11,0,44,0,6,8,0,0,0,3,7,0,32,3,15,8,0,0,0,3,23,3,57,3,12,16,3,0,0,9,31,3,79,14,59,124,10,11,0,62,152,7,447,59,193,336,5,11,0,100,125,13,837,0,3,9,0,0,0,5,5,4,32,89,301,531,41,30,0,188,379,35,1595
59499,50,38,93,41,48,15,39,113,49,492,42,190,140,341,84,148,54,455,37,1492,47,264,336,467,114,164,130,764,47,2352,47,217,554,438,101,176,215,826,47,2629,92,212,891,523,136,200,268,784,63,3165,115,301,1394,642,224,249,426,1093,67,4506,153,315,1669,631,243,185,420,1173,94,4883,242,383,2359,530,288,210,571,1342,93,6020,332,445,3299,389,243,236,686,1363,118,7117,315,385,2813,171,165,177,566,893,86,5571,330,347,2373,108,110,91,546,613,75,4591,198,288,1486,82,63,61,521,434,54,3185,333,603,2091,91,103,55,989,564,79,4908,279,511,919,27,65,29,377,223,54,2483,71,72,321,65,47,28,105,152,141,983,2643,4577,20738,4549,2026,2034,5905,10798,1106,54379
4RSAU,777,67,128,93,145,133,53,235,96,1727,461,161,292,803,299,1812,132,1653,87,5690,928,365,558,967,623,1307,221,1789,126,6885,1126,389,797,1164,824,1179,286,1892,166,7824,1371,530,1241,1632,1105,1471,400,2191,185,10118,2194,890,1913,2745,1920,2059,751,3067,201,15737,2615,1332,2401,2626,2330,1951,1245,3841,237,18579,3175,1982,3044,2210,2641,1515,1929,3582,227,20302,3589,2916,3019,1598,2402,871,2110,2339,236,19095,2365,2929,1733,841,1212,412,1402,1002,178,12067,2022,2878,1285,511,695,274,1274,556,137,9637,1350,2173,958,355,336,131,909,251,76,6539,2147,1765,1561,562,338,129,1069,261,101,7946,1296,889,472,68,170,102,193,146,48,3383,532,210,332,248,181,215,202,421,255,2601,25947,19467,19739,16421,15237,13557,12171,23227,2372,148135
4GADE,635,395,328,388,398,443,114,427,272,3409,469,1294,725,4055,1010,7468,401,5001,301,20727,947,1983,1586,5174,2141,6596,757,4624,361,24170,1219,2145,2379,5042,3004,5077,964,4389,390,24602,1606,2712,3633,6143,4208,5371,1262,5217,470,30610,2769,4926,5918,10009,7799,6961,2445,7092,634,48547,4196,6932,8387,10316,10605,6787,5031,8432,796,61480,6829,11329,11474,9441,15442,6193,7171,7527,978,76387,8548,17870,12489,7351,16826,4471,5904,4666,1032,79155,6851,17709,7919,3585,9068,2342,2689,1781,727,52673,7054,19846,5299,2417,5296,1580,1610,934,561,44594,5555,15006,2910,1728,2550,850,865,485,323,30273,11426,15691,2914,2277,2695,1073,798,438,384,37694,6809,8892,648,337,956,582,181,186,257,18847,649,1087,880,800,852,739,390,762,983,7140,65560,127823,67496,69061,82840,56532,30573,51970,8460,560314
49799,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,7,3,0,0,0,4,0,22,0,3,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,12,14,3,0,0,7,19,0,64
49499,34,24,53,33,25,14,21,75,30,294,29,148,123,249,45,89,28,341,29,1081,51,189,272,376,102,150,102,639,34,1914,73,186,468,370,83,156,158,713,45,2250,94,205,684,490,123,169,164,753,49,2728,143,250,1219,662,180,205,222,988,54,3932,219,297,1466,563,190,149,254,991,63,4202,264,324,1852,438,186,153,358,939,83,4601,304,367,2226,310,136,144,358,798,57,4697,266,261,1442,136,73,112,221,378,44,2927,211,247,972,88,52,58,171,260,30,2077,120,175,496,43,25,37,106,124,18,1134,181,200,508,62,37,31,154,141,22,1332,98,170,134,26,14,16,39,35,23,551,47,39,194,51,17,21,41,125,55,587,2139,3071,12101,3898,1273,1496,2402,7300,627,34311
3RQLD,3200,727,836,683,1157,958,355,1165,604,9679,1684,1730,1825,6308,2205,13835,768,8254,576,37196,2952,2731,3094,7378,4094,9641,1376,7840,696,39804,3911,3206,4689,8277,5406,8451,1782,8629,885,45241,4233,3990,6905,11006,7303,9595,2533,10334,897,56804,7326,7443,11602,19020,13792,13972,4730,15820,1184,94886,10229,10460,16213,20282,19078,15263,8434,19005,1489,120450,14707,15572,21673,16241,23219,11871,11753,17069,1655,133770,17013,24030,23446,11866,22284,7743,11357,10879,1601,130211,12108,23616,15445,6351,12325,3932,7604,4774,1087,87246,11502,26984,11796,4394,7262,2627,6355,2786,814,74518,7949,16671,7944,2796,3220,1401,5551,1566,509,47622,14788,19383,13283,2397,3634,1814,9103,1717,756,66878,9579,10998,4815,484,1629,1144,2379,767,550,32344,2343,1649,2403,1695,1663,1663,1414,2115,2338,17283,123531,169190,145977,119190,128268,103913,75491,112717,15647,993929
3GBRI,1119,900,623,634,881,833,256,795,565,6596,833,2464,1463,6839,2322,12430,830,7082,542,34807,1397,3483,2396,8557,4083,10257,1339,6540,605,38660,1995,3913,3634,8359,5248,8230,1749,6784,683,40590,2345,4429,5525,9966,6800,8394,2230,7787,796,48282,4186,8149,9223,16427,12547,11255,4499,11611,1108,78997,6765,11525,13039,17868,18533,12281,9837,15343,1523,106702,11615,18608,18735,15194,27413,10798,13677,14604,1922,132571,15215,31196,22252,12012,31859,8214,12047,9358,1964,144107,12278,32749,15217,6811,19786,4840,6391,4080,1327,103485,13470,38601,11326,4768,12140,3696,3867,2507,1120,91488,10765,26721,7112,2896,5749,2041,2022,1432,748,59494,25254,37617,8138,2658,7128,2833,1970,1235,933,87761,18857,22436,2168,483,2927,1861,412,378,601,50112,1357,2118,1742,1392,1767,1277,907,1386,2295,14246,127449,244906,122606,114864,159172,99241,62035,90915,16720,1037906
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,10,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,5,0,12,0,3,0,6,0,0,0,0,0,17,0,4,4,3,0,0,3,3,0,22,0,5,10,0,0,0,0,5,0,22,0,5,4,0,0,0,0,3,0,14,0,0,3,0,0,0,0,15,0,17,0,13,5,0,5,0,3,10,0,47,3,16,5,0,0,0,3,0,0,28,0,0,0,0,0,0,0,3,0,3,9,53,36,15,13,3,14,52,4,202
39499,96,105,170,76,95,62,96,190,109,1004,71,395,371,557,149,279,95,742,76,2725,110,453,664,657,257,361,237,1444,90,4266,176,480,1137,765,239,382,365,1752,119,5417,229,487,1703,904,269,383,488,1959,135,6548,332,721,2691,1290,407,499,718,2721,147,9531,438,746,3442,1187,453,446,1000,2827,211,10751,633,825,4963,982,502,459,1186,3025,251,12822,889,994,6255,658,472,534,1430,2649,220,14111,823,796,4644,328,251,382,964,1464,145,9794,798,734,3443,186,200,266,739,976,93,7437,571,493,2040,103,102,118,559,614,75,4684,746,869,2068,95,165,116,688,506,92,5342,432,671,618,45,74,66,217,144,79,2355,144,145,634,123,82,83,201,357,269,2040,6495,8918,34854,7958,3721,4424,8983,21381,2113,98838
