GCCSA_CODE_2016,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000mo_Mng,FTS_3000mo_Pro,FTS_3000mo_TecTW,FTS_3000mo_CoPSW,FTS_3000mo_ClAW,FTS_3000mo_SWks,FTS_3000mo_MaOpDv,FTS_3000mo_Lab,FTS_3000mo_IDNS,FTS_3000mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot
49499,0,0,6,14,3,3,0,10,9,33,5,72,27,129,8,33,3,82,12,364,3,46,8,61,14,22,10,34,0,196,0,11,11,32,3,10,10,19,0,103,4,9,12,27,0,4,0,4,0,69,0,11,9,13,3,4,0,7,0,45,0,3,11,4,0,0,0,3,0,27,0,0,0,3,0,0,0,5,0,14,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,11,10,159,92,288,35,88,22,170,25,882,0,3,0,0,0,0,0,0,0,7,0,0,9,8,0,0,0,4,0,27,0,3,19,18,3,3,0,7,0,53,0,3,32,8,0,3,0,7,0,51
3RQLD,33,26,49,207,60,390,22,292,77,1153,157,451,790,4224,731,11711,337,5572,259,24246,88,296,314,1890,454,3981,207,1543,84,8847,90,178,197,1080,302,1506,117,584,22,4077,72,153,241,829,236,941,80,387,21,2966,76,162,331,709,253,616,46,271,15,2468,62,96,216,398,156,214,19,111,11,1283,47,100,95,161,94,64,13,34,5,615,13,61,59,64,49,21,7,23,0,297,3,26,22,27,8,11,0,7,0,105,0,11,12,12,5,6,0,6,0,58,0,10,6,5,4,3,3,0,0,28,3,10,8,0,0,0,0,0,0,21,0,0,5,5,5,16,0,11,3,48,8,21,41,154,28,379,11,182,106,934,661,1589,2389,9754,2397,19852,868,9025,610,47142,5,5,5,18,11,15,0,13,10,82,6,13,60,170,31,260,19,149,11,719,13,44,158,304,71,470,35,200,14,1309,21,44,311,300,103,344,29,164,15,1330
3GBRI,23,55,44,220,69,362,30,222,87,1102,168,983,671,4874,1076,10652,427,5084,255,24195,159,818,445,3467,1136,5632,391,2167,140,14360,179,516,356,1964,911,2698,230,1081,66,8000,133,390,368,1427,760,1781,184,808,58,5909,161,444,377,1094,669,1091,136,459,30,4454,137,245,207,543,411,395,52,173,20,2193,72,191,131,193,240,131,28,77,11,1075,40,100,52,75,123,47,13,25,12,482,13,62,20,33,31,12,0,9,0,165,6,26,3,14,16,10,0,5,0,71,0,7,4,4,0,4,0,0,0,20,4,4,0,3,5,7,0,0,0,30,3,4,0,18,7,24,3,9,0,68,12,30,37,150,58,322,15,137,113,882,1106,3884,2713,14085,5505,23157,1507,10249,796,63007,3,7,8,14,11,16,3,19,11,77,9,29,54,195,49,272,28,141,13,804,17,71,118,369,103,487,49,232,15,1471,23,63,275,290,140,349,50,175,6,1368
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,8,8,12,24,4,21,3,20,10,106,11,194,135,302,34,108,27,177,28,1011,6,93,43,138,34,64,12,99,11,486,3,39,30,93,6,27,7,36,0,241,3,22,31,46,10,14,9,47,3,194,11,14,46,24,6,23,6,17,0,143,3,9,41,12,3,12,4,11,3,92,4,3,18,9,3,0,0,7,0,49,0,8,7,3,0,0,0,0,0,18,0,5,6,3,0,0,0,4,0,12,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,8,0,9,12,49,39,394,369,669,105,277,67,423,70,2416,0,0,0,0,0,0,0,3,0,3,0,8,12,18,3,10,0,14,0,65,0,6,37,11,3,6,0,15,7,82,0,4,84,19,0,11,3,15,3,136
2RVIC,33,14,42,151,31,328,7,273,67,951,139,203,387,2751,391,8340,119,4452,198,16978,83,154,168,1346,220,2425,107,1126,65,5693,50,105,116,736,146,889,60,416,22,2545,45,73,156,564,117,502,49,240,12,1760,48,80,184,371,120,306,32,148,11,1292,28,55,123,191,57,94,19,49,13,631,32,50,72,92,42,32,7,23,4,353,6,24,39,41,15,19,4,8,3,161,4,13,9,8,0,3,0,0,0,33,0,0,0,7,6,3,0,0,0,23,0,3,0,0,0,3,0,0,0,6,3,0,0,0,0,3,0,0,0,7,0,5,3,3,0,22,0,4,3,42,16,14,30,112,14,284,10,157,72,711,489,786,1341,6373,1155,13249,422,6900,468,31185,3,0,6,7,6,3,0,5,6,41,10,8,63,104,13,168,6,98,12,481,16,25,127,178,39,233,17,129,11,769,23,27,323,176,50,174,7,113,4,906
2GMEL,50,129,81,505,165,996,48,464,174,2622,427,2073,806,10376,2052,22843,602,9555,595,49322,416,1563,790,7199,2265,12354,654,4276,318,29836,355,899,786,3845,1543,5912,489,2493,173,16496,327,698,738,2495,1143,3522,376,1747,128,11177,316,676,615,1745,983,2106,256,955,97,7742,198,440,343,696,484,723,132,404,66,3484,132,283,197,371,314,246,76,146,29,1790,54,169,83,169,127,93,27,57,12,802,23,65,24,55,37,40,5,16,9,264,12,31,12,45,33,24,7,10,8,193,8,7,6,13,6,6,0,7,0,58,8,15,4,23,12,17,3,9,4,85,8,22,0,30,20,54,3,13,13,160,40,96,47,433,136,957,29,302,273,2319,2365,7166,4533,27999,9326,49899,2706,20459,1888,126345,5,9,32,50,17,36,3,25,19,201,29,75,111,416,108,640,48,295,37,1754,53,138,330,686,235,980,85,411,42,2960,58,130,798,610,231,743,88,354,44,3076
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,20,12,27,3,23,3,29,8,121,13,260,99,601,44,160,36,232,23,1463,9,179,52,249,50,119,31,124,22,824,9,58,37,118,17,51,33,96,9,425,3,35,60,57,13,29,13,69,5,288,3,22,64,41,5,14,20,31,3,209,0,13,44,19,3,9,10,25,9,135,3,8,10,8,4,4,4,7,0,50,3,0,18,7,0,0,3,3,0,29,3,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,3,7,19,4,11,0,11,12,74,49,590,418,1151,141,422,143,635,101,3654,0,0,9,0,0,0,0,4,0,14,0,16,17,16,0,18,3,24,3,101,0,11,76,34,0,11,0,21,3,157,8,15,179,14,6,14,3,21,0,258
1RNSW,37,29,39,224,30,477,28,365,105,1341,176,523,435,4433,596,12845,436,6511,306,26258,104,369,255,2229,364,3975,235,1770,88,9390,72,221,174,1395,278,1377,116,597,30,4263,79,186,275,976,212,860,74,330,19,3007,80,185,297,841,215,586,49,194,14,2467,54,140,179,461,122,210,12,89,9,1275,53,105,126,199,85,58,11,43,6,679,16,62,51,70,36,26,4,15,3,287,0,37,19,27,8,3,0,4,0,96,4,12,3,11,7,9,0,0,0,45,0,3,3,3,3,0,0,0,0,11,0,0,0,4,0,3,0,0,0,12,0,3,3,9,0,11,3,12,0,42,13,23,37,163,33,458,8,203,115,1047,682,1892,1894,11046,1989,20887,984,10139,698,50216,7,4,10,19,10,18,3,10,10,92,8,37,53,186,37,296,23,177,9,830,17,54,183,410,76,482,43,276,15,1557,23,66,680,440,111,365,29,226,17,1964
1GSYD,52,165,85,484,170,871,48,430,213,2519,326,2757,826,8969,2201,18353,674,8037,537,42685,328,2246,783,6834,2608,10848,708,3685,383,28425,329,1305,746,4151,2012,5542,551,2171,250,17056,330,969,838,3059,1428,3659,377,1619,179,12451,337,947,741,2252,1295,2277,263,995,141,9239,230,676,447,1069,756,852,147,400,80,4653,217,426,242,508,466,336,69,178,57,2495,117,298,122,188,246,116,26,57,36,1212,48,123,32,85,85,29,6,19,8,445,27,50,15,36,28,27,9,10,4,204,11,23,3,11,13,14,0,3,0,76,3,11,3,14,14,15,0,3,0,76,3,9,5,22,21,37,6,17,3,122,21,115,68,342,136,606,33,220,300,1848,2381,10124,4950,28039,11485,43579,2936,17825,2196,123515,11,18,39,41,19,36,6,29,26,233,16,112,126,402,136,526,54,223,14,1616,49,192,386,825,277,974,82,407,51,3249,76,215,1086,831,325,820,96,421,72,3930
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,3,15,14,35,3,22,3,39,0,145,10,420,84,579,42,172,21,259,27,1621,12,206,67,251,41,126,43,136,19,909,8,117,37,118,39,57,16,74,6,473,4,45,75,91,20,37,19,51,13,349,10,31,81,55,15,35,11,53,8,297,12,19,36,35,9,12,6,24,0,153,3,18,23,9,10,10,4,18,0,90,3,9,8,4,3,0,12,6,0,49,0,4,6,0,0,0,0,0,0,14,0,0,3,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,4,13,3,11,0,4,14,60,75,905,441,1186,189,482,134,665,101,4177,0,0,11,7,0,0,0,3,0,20,0,11,23,21,5,15,3,19,4,98,0,21,96,36,10,18,3,42,0,221,4,18,251,26,8,12,4,40,7,375
