GCCSA_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
6RTAS,189,37,51,31,42,23,11,37,19,442,123,87,109,175,120,131,13,166,14,942,241,237,268,452,226,272,67,378,45,2184,292,292,365,640,317,315,92,372,47,2743,334,388,548,973,418,403,114,431,49,3665,520,687,911,1487,731,570,204,727,78,5909,779,1007,1377,1415,1023,613,401,837,89,7543,1007,1495,1983,1191,1180,515,552,725,117,8755,1241,2508,2057,908,1277,315,520,531,120,9477,959,2342,1275,461,643,162,315,234,77,6470,822,2536,881,290,385,114,280,157,55,5524,634,1874,575,224,165,43,192,95,46,3851,1200,1395,572,169,190,68,122,82,54,3845,546,866,82,19,58,27,17,36,13,1664,137,112,171,101,68,68,47,90,148,941,9026,15871,11227,8537,6828,3646,2946,4899,980,63962
6GHOB,56,49,31,18,35,16,9,21,14,243,41,141,65,181,62,96,19,100,13,713,115,262,167,432,143,247,50,217,26,1653,116,312,281,546,230,299,74,229,41,2131,145,434,387,687,371,368,92,300,57,2834,288,830,720,1413,692,506,148,422,58,5078,425,1135,1178,1490,1013,568,261,473,83,6620,735,1793,1737,1281,1453,543,390,450,104,8499,973,2942,2133,1026,1797,365,330,306,144,10024,876,2997,1262,580,1181,185,140,141,113,7477,924,3405,832,395,717,117,133,61,105,6686,788,2676,416,257,356,61,57,56,51,4726,1822,2592,332,208,448,92,31,31,70,5626,849,1324,81,38,111,58,6,15,29,2502,84,157,107,79,85,44,28,34,96,723,8243,21060,9724,8643,8693,3563,1772,2847,997,65539
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,4,3,0,0,0,0,4,0,16,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,0,0,13,0,38
69499,9,0,14,5,0,3,3,6,0,40,0,7,18,12,8,3,3,21,5,83,17,22,55,64,30,17,13,66,14,294,19,33,79,70,14,13,27,77,11,336,23,29,87,127,9,6,14,78,10,378,44,52,166,145,20,17,33,114,12,594,60,46,264,133,19,15,41,91,5,670,89,48,427,79,12,7,52,93,17,836,116,54,460,62,19,15,66,82,13,892,77,51,297,27,13,13,45,45,9,568,73,55,187,13,8,4,23,33,4,396,28,34,93,6,8,3,11,17,0,191,47,56,64,7,9,7,16,24,3,223,8,60,27,0,0,3,8,10,6,123,8,10,32,10,0,7,7,16,16,100,607,554,2268,765,160,132,350,764,122,5727
5RWAU,416,105,120,71,135,65,56,107,81,1158,211,220,160,377,221,338,50,318,47,1945,403,450,382,706,456,435,98,616,63,3616,459,524,501,888,536,480,135,727,77,4321,563,683,736,1125,729,600,156,775,79,5437,999,1061,1171,2004,1282,832,326,1213,121,9004,1140,1432,1756,2261,1584,992,484,1372,160,11183,1681,2031,2729,2256,1894,911,806,1638,177,14124,2247,3366,4170,1705,2204,661,1196,1512,228,17293,1867,3732,3481,1013,1481,395,1159,967,162,14249,1865,4442,3681,936,1080,292,1608,701,178,14779,1510,4149,3563,671,644,179,1843,610,180,13352,3522,6789,11269,1029,1082,201,4598,1351,375,30208,3281,4163,8649,198,628,144,1729,970,309,20077,337,335,631,233,182,119,260,244,379,2723,20492,33484,42998,15481,14146,6639,14503,13112,2624,163481
5GPER,678,635,420,330,468,301,80,253,208,3370,392,1373,630,1762,765,1539,197,1054,139,7847,573,2361,1384,3615,1787,2826,494,2125,226,15398,809,2588,1789,4227,2165,2993,648,2553,271,18048,1031,3265,2489,5230,2857,3074,814,2895,304,21961,1831,5732,4294,8565,5284,4095,1292,3401,410,34909,2819,7618,6353,9729,6742,4060,2199,3712,517,43746,4989,11672,10819,10227,9990,3848,3559,3806,709,59621,7112,19919,16411,7750,13339,3321,4016,3354,882,76108,6211,22187,12915,4167,9436,2285,2488,1698,818,62207,7247,25294,10593,3506,6295,1727,1961,1141,742,58504,6212,22347,6914,2518,3356,1076,1213,722,554,44913,17776,33974,9765,2596,4952,1626,1737,912,822,74171,16532,21654,3523,394,2685,1087,540,318,568,47297,705,1584,1307,704,773,420,300,422,1156,7376,74907,182211,89601,65323,70894,34286,21538,28365,8334,575463
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,5,0,0,0,0,3,0,16,0,4,8,3,0,0,3,6,0,31,0,6,6,0,0,0,0,6,0,18,3,15,5,0,0,0,0,13,3,39,3,12,13,3,3,0,9,11,3,52,11,56,122,7,7,0,41,102,7,354,52,189,320,3,6,0,64,75,11,725,0,3,7,0,0,0,0,4,3,21,68,285,497,21,21,0,124,237,26,1284
59499,33,29,65,27,28,8,15,43,28,277,22,112,83,150,44,58,22,159,19,662,29,181,199,272,66,73,68,334,29,1253,38,178,298,269,59,74,122,333,24,1393,51,178,404,362,63,88,148,313,30,1646,64,250,716,461,135,105,199,437,33,2399,81,253,1011,467,138,84,209,496,55,2781,143,321,1662,394,171,107,245,589,47,3676,203,373,2514,291,129,117,291,657,69,4644,211,333,2250,133,86,98,233,435,61,3834,225,309,1978,81,73,57,192,306,51,3271,126,263,1252,63,32,42,218,230,38,2267,253,554,1800,65,65,32,425,293,56,3544,216,478,800,17,49,21,171,114,42,1906,44,58,224,39,24,8,55,73,81,614,1739,3869,15254,3088,1160,967,2623,4812,660,34166
4RSAU,344,56,90,49,78,29,18,77,36,786,163,105,130,235,140,231,27,272,26,1331,386,269,327,534,313,361,69,532,43,2834,495,305,427,729,384,376,99,558,74,3450,566,435,607,1084,531,476,143,704,80,4625,882,774,1043,1932,906,750,274,1013,88,7670,1177,1184,1581,1997,1180,747,443,1369,108,9788,1566,1774,2342,1713,1358,630,703,1405,113,11594,1892,2688,2546,1264,1345,431,799,1108,128,12205,1293,2762,1502,680,696,222,606,505,104,8376,1192,2753,1108,415,444,159,519,271,90,6943,866,2100,841,295,210,82,421,141,56,5008,1579,1665,1428,480,238,85,526,145,85,6225,788,865,406,56,110,57,91,75,34,2471,237,189,264,151,78,69,84,165,130,1357,13419,17927,14636,11602,8022,4702,4825,8333,1203,84666
4GADE,367,334,206,198,210,145,39,135,136,1770,225,804,370,1002,384,869,100,784,97,4640,478,1518,943,2401,1036,1738,279,1414,156,9962,628,1772,1398,2925,1484,1895,438,1606,168,12328,839,2322,2090,4070,2058,2149,547,1899,209,16183,1499,4385,3566,7268,3929,2938,974,2712,323,27595,2392,6258,5713,7880,5522,3102,1818,3274,397,36364,4064,10317,8762,7464,8225,3015,2747,3198,577,48366,5539,16484,10329,5846,9533,2371,2380,2168,647,55302,4756,16602,6879,2822,5619,1356,1146,907,491,40573,5308,18736,4761,1969,3629,956,765,489,418,37029,4473,14417,2615,1396,1911,571,389,266,248,26279,9792,14911,2695,1925,2107,760,425,261,313,33196,5815,8619,573,254,743,407,97,101,171,16785,413,1001,659,539,452,268,150,284,646,4406,46593,118485,51570,47968,46852,22544,12283,19488,5005,370778
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,7,3,0,0,0,5,0,15,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,16,3,0,0,3,6,0,43
49499,20,16,33,16,16,9,7,31,8,149,10,80,60,90,24,40,16,116,6,451,21,126,192,253,56,61,54,252,22,1039,36,141,263,273,49,70,83,293,26,1229,54,171,352,369,65,70,74,307,18,1476,84,217,676,539,107,75,101,428,32,2258,135,277,935,449,91,60,96,384,31,2456,167,279,1371,347,100,69,146,414,38,2932,209,328,1754,257,73,84,139,388,34,3275,178,220,1140,111,35,54,84,187,30,2047,150,222,827,73,33,33,71,141,20,1555,86,156,416,36,16,23,51,72,12,863,141,186,429,53,30,17,66,79,17,1006,69,154,104,20,8,7,23,18,14,424,32,29,139,34,4,11,16,56,33,357,1386,2604,8674,2928,714,677,1024,3171,326,21504
3RQLD,1533,591,595,344,586,334,158,401,251,4794,778,1106,766,1809,910,1741,210,1430,192,8940,1368,2096,1795,3730,2048,2758,521,2576,289,17178,1916,2536,2696,4811,2780,3013,709,3128,399,21994,2071,3296,3643,6989,3618,3744,1055,3782,412,28616,3715,6304,6653,12965,6959,5622,1878,5755,550,50401,5327,9132,10983,14682,9866,6503,3235,7103,769,67610,8161,13825,16918,11987,12311,5489,4582,6895,930,81107,10375,22011,19889,8878,12452,3956,4830,4858,967,88213,7864,22203,13586,4827,7327,2191,3278,2325,704,64303,7948,25776,10674,3604,4589,1575,2871,1509,553,59101,5832,16052,7220,2300,2181,830,2624,843,365,38236,11881,18436,12399,2004,2602,1103,4621,975,529,54559,7304,10554,4428,329,1052,686,1271,377,346,26347,1183,1490,1820,1118,818,616,618,871,1464,9988,77253,155408,114070,80375,70102,40164,32446,42831,8717,621371
3GBRI,739,765,439,317,469,293,108,286,270,3692,437,1456,613,1907,834,1697,227,1248,173,8582,782,2503,1342,4188,1918,2880,552,2152,281,16592,1121,3082,2029,4981,2599,3142,808,2799,337,20893,1375,3696,2932,6450,3450,3511,1018,3346,378,26167,2465,7076,5241,11542,6684,5080,1884,4664,552,45188,4017,10153,8616,13380,9960,5780,3845,5919,802,62482,7115,16792,14256,11644,15250,5457,5401,6085,1037,83044,10090,28701,18645,9121,18549,4541,5007,4269,1208,100133,8591,30268,13306,5178,12032,2691,2818,2001,893,77768,9970,36211,10151,3845,7928,2205,1718,1327,822,74177,8476,25228,6424,2424,4095,1285,943,798,598,50269,21304,35608,7502,2251,5641,1854,1048,761,756,76725,16436,21495,1942,347,2408,1241,222,203,466,44755,901,1917,1290,920,963,507,361,549,1497,8916,93811,224949,94726,78497,92774,42174,25960,36413,10068,699373
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,0,3,0,4,0,0,0,0,0,13,0,4,4,3,0,0,3,0,0,20,0,5,8,0,0,0,0,4,0,17,0,6,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,11,0,17,0,13,6,0,5,0,0,10,0,39,3,16,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,3,9,57,33,11,6,3,6,32,0,158
39499,56,93,117,45,60,24,44,85,45,574,40,200,168,228,72,91,32,265,28,1111,64,320,417,444,148,151,104,597,47,2289,123,376,634,511,137,163,168,717,60,2880,156,397,881,638,140,172,233,821,60,3501,194,596,1561,964,213,207,313,1175,67,5290,291,601,2260,861,238,188,440,1231,120,6218,452,707,3743,730,280,212,503,1449,144,8219,640,853,5232,488,258,274,607,1431,127,9907,621,681,4091,237,159,183,395,860,93,7331,606,643,3078,141,135,149,335,551,66,5703,451,439,1816,80,68,61,278,406,55,3658,588,771,1877,83,121,61,354,313,69,4250,341,620,553,24,60,38,114,89,42,1883,110,128,508,77,44,42,81,172,169,1323,4732,7413,26944,5558,2130,2009,4006,10161,1181,64142
