GCCSA_CODE_2016,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_2016,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_2016,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_2016,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_2016,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_2016,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_2016,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_2016,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_2016,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_2016,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_2016,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_2016,Tot_EdTrn_NS,Tot_EdTrn_Tot,Tot_HC_SA_Bf_91,Tot_HC_SA_91_95,Tot_HC_SA_96_00,Tot_HC_SA_01_05,Tot_HC_SA_06_10,Tot_HC_SA_11_15,Tot_HC_SA_2016,Tot_HC_SA_NS,Tot_HC_SA_Tot,Tot_ArtsR_Bf_91,Tot_ArtsR_91_95,Tot_ArtsR_96_00,Tot_ArtsR_01_05,Tot_ArtsR_06_10,Tot_ArtsR_11_15,Tot_ArtsR_2016,Tot_ArtsR_NS,Tot_ArtsR_Tot,Tot_OthSvs_Bf_91,Tot_OthSvs_91_95,Tot_OthSvs_96_00,Tot_OthSvs_01_05,Tot_OthSvs_06_10,Tot_OthSvs_11_15,Tot_OthSvs_2016,Tot_OthSvs_NS,Tot_OthSvs_Tot,Tot_IDNS_Bf_91,Tot_IDNS_91_95,Tot_IDNS_96_00,Tot_IDNS_01_05,Tot_IDNS_06_10,Tot_IDNS_11_15,Tot_IDNS_2016,Tot_IDNS_NS,Tot_IDNS_Tot,Tot_Tot_Bf_91,Tot_Tot_91_95,Tot_Tot_96_00,Tot_Tot_01_05,Tot_Tot_06_10,Tot_Tot_11_15,Tot_Tot_2016,Tot_Tot_NS,Tot_Tot_Tot
49499,2491,55,3,8,5,23,10,0,6,102,97,16,17,12,33,20,3,9,212,32,0,8,8,17,13,0,0,82,185,25,49,31,186,55,3,3,538,38,4,6,13,8,13,0,0,90,13,0,0,0,5,3,3,3,26,25,3,7,3,5,4,0,3,46,155,9,28,34,56,25,5,7,317,500,57,90,99,199,182,12,40,1188,80,11,15,27,25,20,0,4,185,130,20,19,28,44,43,3,10,299,381,41,53,69,140,102,8,19,812,26,4,6,6,4,4,0,0,53,150,21,17,28,47,20,3,3,287,147,14,16,35,36,56,4,23,338,3507,421,568,639,1282,876,77,209,7579
3RQLD,13050,1575,254,396,522,913,659,42,78,4440,5915,1106,1897,2315,3807,2771,174,414,18396,4780,1152,2086,2985,6182,6908,733,737,25567,3213,462,776,851,1765,1008,45,223,8347,653,118,233,259,352,285,14,47,1961,1310,193,350,509,722,489,27,74,3681,1941,300,524,590,733,578,28,86,4781,3621,623,1056,1466,2026,1396,93,154,10430,2589,509,826,952,1655,1938,236,270,8982,3687,577,901,1013,1487,690,28,166,8549,6320,1073,1601,2048,2732,2001,152,351,16284,10841,2093,3130,4342,8055,5561,327,654,35001,1258,253,404,510,745,637,58,96,3967,2431,468,698,925,1799,1407,83,215,8022,2746,467,897,1100,1847,1712,197,621,9595,65871,11707,19170,24714,42739,35172,3089,5676,208136
3GBRI,18903,3069,684,1047,1301,2078,1594,94,152,10025,6915,1631,2863,3511,5477,4375,255,482,25509,3477,1170,2027,3241,6065,7467,940,749,25118,6063,1276,1927,2277,4622,2824,126,351,19474,1151,313,456,609,855,737,61,66,4245,3109,764,1151,1607,2132,1477,72,142,10455,2095,500,718,927,1174,858,37,118,6426,7178,1865,2794,4000,5917,4402,342,367,26859,2932,695,1026,1391,2597,3506,425,354,12935,7201,1489,1991,2264,2612,1216,67,256,17094,8544,1827,2603,3254,4431,3701,206,397,24963,14090,3506,4673,6553,11942,7339,326,762,49193,1138,259,376,502,682,565,46,91,3657,3355,749,1076,1387,2441,2181,163,278,11634,3889,889,1414,1902,3169,2973,328,927,15492,90730,21260,31526,41485,67547,53588,4270,6777,317179
39799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,3,0,4,7,5,0,0,42
39499,7951,149,31,37,38,60,43,0,7,363,255,46,73,81,120,93,4,18,694,112,14,36,49,78,96,5,21,409,572,69,144,138,432,229,19,52,1653,106,21,23,30,44,23,0,12,253,60,10,14,23,34,21,3,3,166,92,12,14,25,21,26,3,3,186,356,64,88,110,173,127,8,19,951,1129,198,292,334,579,608,56,112,3304,243,40,79,67,73,69,3,12,581,300,62,116,101,124,108,9,30,844,730,121,184,168,261,213,19,35,1729,87,23,36,32,23,37,4,5,252,363,79,73,114,183,105,15,20,946,424,78,139,136,237,239,35,109,1395,8455,1486,2288,2513,3961,3239,330,793,23065
2RVIC,2550,479,55,92,112,245,241,28,51,1300,2287,225,392,578,1180,882,41,152,5736,1694,269,446,624,1751,1302,127,191,6416,904,76,112,129,471,175,16,78,1966,229,28,36,55,56,57,9,10,480,428,46,76,98,146,95,4,19,903,298,19,38,36,65,32,3,14,509,1257,146,223,286,469,316,17,56,2778,741,76,121,141,287,381,42,88,1879,1780,168,240,326,470,235,8,94,3315,2547,267,414,572,811,585,55,120,5368,4851,650,917,1399,2865,2057,86,294,13119,400,42,51,75,87,121,6,30,813,829,67,104,154,431,259,37,67,1942,1061,94,170,242,490,455,50,232,2794,25626,2846,4545,6174,12467,10047,856,2143,64706
2GMEL,35975,9348,1965,2469,3446,5339,4557,290,427,27848,18560,4453,6053,7713,13521,12887,847,1221,65253,9224,2696,4254,6505,14745,20379,2441,1667,61911,14145,3111,3493,4855,9852,5843,374,801,42475,4634,1056,1477,2564,3438,2921,256,214,16558,11215,2835,4011,6073,7346,5195,346,497,37523,3860,700,952,1557,2375,1822,115,202,11570,19597,4952,6469,9646,14417,15714,1711,1064,73578,7791,1660,2062,2819,5907,7989,864,711,29794,13093,2302,2565,3342,4162,2407,114,419,28404,17898,3762,4896,6451,9140,8546,587,771,52047,31263,7678,8509,12878,22568,16253,824,1524,101496,2966,659,1077,1362,1929,1756,130,172,10046,8327,1879,1962,2503,5435,4598,407,553,25663,11849,2693,3339,4680,8439,8820,782,2217,42827,227282,52105,63810,89414,151261,138514,11288,14610,748292
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10
29499,9234,172,23,32,41,50,66,8,19,403,303,55,72,91,131,112,18,24,805,99,33,39,49,84,134,15,31,483,956,193,256,342,912,497,45,65,3262,148,24,48,51,92,63,6,10,436,99,18,23,23,18,19,5,3,216,52,14,20,10,25,23,0,11,157,591,119,144,149,193,215,27,47,1490,1494,231,301,362,680,769,97,99,4034,428,47,57,62,96,80,5,15,791,409,85,124,156,170,176,30,41,1187,968,172,186,227,326,300,28,63,2268,106,20,34,36,34,41,4,8,296,449,61,71,67,138,117,15,33,946,609,134,165,169,383,355,41,132,1995,11133,1948,2567,2847,4861,4373,457,950,29145
1RNSW,6539,877,109,174,153,299,333,42,60,2050,4459,522,836,990,1687,1386,90,276,10246,3805,737,1065,1316,2585,2639,266,446,12858,2181,156,259,247,436,257,16,133,3671,414,53,83,92,118,101,12,23,900,1026,139,173,211,218,164,8,45,1974,829,65,85,73,115,105,7,40,1331,2912,360,547,657,869,671,46,140,6201,1861,223,290,316,579,580,39,147,4042,3541,454,526,570,706,337,19,169,6323,5191,700,841,1032,1178,1119,72,229,10371,10422,1475,1845,2670,4565,4052,146,578,25750,650,73,93,142,159,160,21,49,1351,1863,242,282,338,650,538,31,125,4065,2031,252,332,404,722,752,63,357,4916,52508,6798,9190,11252,18402,17563,1338,3831,120880
1GSYD,54691,12442,3351,4573,5105,6428,5676,403,586,38562,22557,6481,9576,10217,15185,15005,1227,1524,81760,12359,3980,6272,7832,15405,23254,3158,2213,74479,19011,4902,5940,5932,8003,5431,449,968,50639,7179,2312,3057,3706,4853,4725,474,366,26686,20184,6826,8911,10196,10965,9302,830,894,68104,5685,1274,1790,2151,2719,2161,147,258,16191,26210,8349,11285,13200,18069,21817,2812,1548,103281,9675,2701,3815,3899,6586,8994,1151,862,37687,17177,4554,4742,4689,4363,2785,176,579,39059,20374,5456,6615,6999,7698,7362,575,859,55948,38950,11424,13372,15552,22502,17575,986,1834,122194,3350,873,1215,1318,1611,1733,161,219,10476,10265,2724,3328,3157,4869,4933,415,627,30317,14731,4123,5694,6309,9460,10589,1193,3027,55126,286256,81509,104654,114447,158390,160948,15791,18887,940881
19799,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9
19499,13045,252,36,68,55,59,39,0,22,536,413,85,100,102,144,153,22,31,1055,180,36,54,55,106,171,31,37,670,1940,423,547,501,693,378,37,108,4636,251,57,72,46,94,66,4,9,599,137,41,41,39,30,31,4,14,339,114,22,26,24,36,17,0,12,247,712,161,181,175,229,207,33,32,1743,1935,430,617,531,710,824,102,152,5301,340,79,92,62,84,77,5,22,761,619,158,197,180,180,171,18,46,1566,1273,258,328,280,356,286,19,57,2859,159,31,43,51,46,50,4,18,406,618,116,156,117,152,144,8,25,1336,827,177,284,292,359,392,42,170,2535,15605,3297,4481,3955,4980,5004,519,1223,39067
