GCCSA_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
49499,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,5,0,3,0,9,4,24,3,16,15,34,7,13,0,9,5,110,9,130,45,231,25,55,11,138,4,646,3,5,16,39,8,19,9,31,0,142,0,11,23,19,6,6,0,17,0,72,0,3,107,8,0,0,0,9,0,132,3,5,132,3,0,4,0,9,3,155,0,0,44,0,0,0,0,0,0,46,0,4,14,7,0,0,0,4,0,33,0,7,9,4,0,7,3,0,16,40,15,182,410,346,44,107,33,223,28,1379
3RQLD,0,0,8,3,3,8,0,5,3,25,0,0,5,29,6,80,4,47,12,184,0,6,9,13,5,31,4,21,5,97,0,3,16,24,3,32,3,30,3,115,9,8,60,10,23,16,9,26,5,178,0,14,51,10,14,11,11,21,0,129,3,4,31,3,3,4,3,8,3,65,4,8,26,8,0,7,14,23,0,79,4,3,7,11,5,9,4,9,53,105,22,44,209,115,59,206,46,193,80,979,45,69,176,527,111,842,44,436,42,2298,269,946,1108,6750,1428,15922,599,7159,236,34415,196,335,508,2165,633,3093,220,1424,61,8637,159,247,377,1378,413,1250,82,517,22,4448,155,427,1480,731,664,402,69,245,25,4212,127,333,1197,311,311,125,48,119,23,2591,77,143,721,157,120,85,33,79,3,1431,76,144,546,177,87,57,49,106,14,1266,20,50,112,265,63,416,32,215,391,1560,1117,2702,6236,12455,3831,22197,1188,10308,814,60853
3GBRI,0,0,3,0,0,3,0,0,0,8,0,5,10,32,9,56,3,42,3,149,3,7,7,18,3,19,3,14,4,82,0,11,3,11,6,16,0,14,0,64,3,3,34,12,16,9,9,17,4,114,3,9,41,8,10,0,5,15,6,96,0,0,11,6,4,3,3,5,0,40,4,4,16,3,0,3,0,3,0,30,0,0,10,13,4,9,3,7,50,93,13,36,131,105,59,118,26,115,69,684,52,140,150,575,230,830,57,409,31,2469,359,2396,1236,9301,2786,17095,928,7428,325,41858,354,872,812,3539,1825,4673,508,2353,98,15038,249,506,367,1757,862,1713,141,665,44,6304,212,526,1129,772,854,430,81,173,50,4225,163,465,1091,308,510,154,40,110,35,2879,97,238,579,156,184,105,32,61,10,1459,115,230,426,143,117,82,30,46,17,1200,30,72,101,299,90,400,37,203,433,1661,1626,5441,5895,16848,7446,25485,1852,11456,1040,77095
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
39499,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,5,0,0,4,3,0,0,0,8,0,17,0,0,10,0,0,0,3,4,0,17,0,0,16,0,3,0,0,3,0,19,0,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,3,11,0,0,40,8,3,0,7,22,3,93,3,18,39,56,20,26,3,30,7,203,23,334,182,515,52,191,41,300,30,1657,6,16,80,94,29,45,20,116,7,423,3,19,61,60,13,23,7,35,6,224,9,10,242,14,10,6,0,11,4,309,8,8,310,10,8,3,9,15,3,379,3,0,159,5,3,0,0,10,0,182,11,4,107,8,5,3,5,7,3,149,3,12,14,23,4,16,0,17,32,132,73,429,1187,780,139,317,87,545,98,3654
2RVIC,0,0,0,3,4,6,3,4,0,23,4,0,3,36,3,65,0,41,3,161,0,3,11,27,6,19,3,10,3,75,3,6,6,11,5,12,0,5,0,57,11,9,61,18,10,20,8,14,3,141,10,15,61,8,9,10,5,19,4,133,0,0,16,4,6,6,0,3,0,37,5,7,14,0,0,0,3,6,0,35,0,5,21,3,0,12,0,11,37,84,35,39,192,109,43,144,23,119,53,748,33,43,98,430,79,749,48,385,29,1889,277,465,653,4677,739,10978,258,5763,166,23985,116,148,266,1083,258,1582,96,801,33,4383,75,153,218,602,142,447,41,240,20,1932,91,188,1315,340,248,166,21,139,28,2529,91,141,1310,169,141,61,26,91,15,2041,44,81,486,97,47,57,12,64,4,882,73,55,255,98,23,36,22,57,4,625,27,31,126,231,33,349,13,194,305,1303,828,1307,4718,7730,1702,14426,534,7737,605,39576
2GMEL,0,0,3,11,0,6,0,5,3,30,3,6,13,70,17,164,5,53,4,351,7,12,24,40,5,52,11,34,3,192,8,13,21,25,8,33,4,24,3,142,5,23,79,26,32,25,19,22,9,229,10,12,86,17,19,16,6,20,7,195,0,9,31,3,8,8,3,10,0,71,9,9,16,6,8,3,6,7,0,58,8,9,20,12,10,28,0,14,92,201,53,86,296,205,113,338,54,194,127,1467,82,268,255,1097,370,1950,108,770,76,4960,1011,4647,1838,19706,5353,37723,1436,14424,668,86805,806,1529,1857,6602,2984,9867,1239,5494,278,30649,446,705,732,2281,1160,2722,212,900,77,9236,339,818,2777,907,942,676,143,283,75,6958,266,881,3310,517,597,277,67,200,64,6185,162,358,1143,244,221,161,25,71,16,2397,145,326,669,255,134,133,35,75,29,1802,77,167,285,644,230,997,61,452,1158,4076,3330,9698,12864,32253,11985,54505,3328,22663,2437,153069
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
29499,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,16,0,0,4,4,0,0,0,12,0,16,0,0,5,0,0,0,0,0,0,7,0,0,21,0,4,0,3,3,3,28,4,0,30,0,0,0,0,3,0,41,0,0,9,0,0,0,0,0,0,11,0,0,3,0,0,0,3,0,3,9,0,0,7,3,0,0,0,0,5,22,7,9,83,12,5,7,7,26,10,164,6,44,62,95,22,45,15,54,12,344,27,522,164,940,84,305,71,413,33,2561,8,45,137,142,23,90,49,232,13,730,12,19,105,29,17,18,14,43,8,260,14,9,601,8,3,4,6,22,3,663,27,9,1036,12,5,10,5,11,9,1129,0,4,268,12,0,4,0,7,0,298,11,6,135,7,0,0,5,6,8,178,6,20,44,39,11,29,3,28,56,231,105,673,2548,1282,164,500,174,817,136,6403
1RNSW,4,0,6,7,4,3,0,4,3,38,3,4,14,49,3,64,0,61,7,211,3,3,4,21,12,24,0,19,3,87,0,12,14,17,5,29,0,16,3,103,16,7,86,28,16,26,3,28,6,220,11,17,87,21,11,7,11,28,8,199,3,3,29,6,4,3,3,6,0,68,9,4,12,7,3,4,7,19,3,76,3,4,18,6,5,13,3,20,61,137,51,61,266,169,63,190,32,207,93,1138,48,107,181,769,122,1262,58,681,41,3281,314,1165,752,7641,1286,16706,741,8248,256,37102,162,356,405,2430,497,3010,203,1403,50,8503,142,360,428,1429,335,1137,77,506,14,4437,181,575,2743,877,664,450,65,263,43,5864,165,383,2475,445,300,143,47,176,30,4161,86,149,1130,203,133,96,37,87,9,1932,115,136,599,253,58,86,37,104,8,1400,38,95,163,358,62,481,30,258,483,1965,1254,3321,8880,14396,3456,23369,1295,11725,942,68641
1GSYD,0,0,4,5,0,8,3,0,3,26,3,19,19,73,14,116,10,54,7,322,3,8,8,33,22,52,4,48,9,199,5,12,9,38,10,27,3,13,0,118,11,25,65,21,34,21,16,20,7,235,17,33,75,33,18,16,14,20,10,227,3,8,20,9,3,5,7,12,0,72,5,10,26,7,11,5,3,5,4,80,6,9,41,12,15,24,8,19,110,243,58,124,273,232,143,285,67,193,156,1527,91,356,277,1273,498,2226,128,915,110,5874,778,6361,1897,17479,5822,29892,1552,11652,688,76107,884,2386,2112,8356,4083,10913,1245,5674,426,36080,530,1111,1203,3175,1606,3120,301,1047,120,12209,492,1372,3186,1394,1536,883,169,363,116,9515,467,1342,3956,1005,1168,501,129,266,106,8931,214,580,1599,397,338,184,53,112,29,3514,269,584,1138,347,278,163,43,102,37,2956,59,279,403,719,278,875,92,388,1300,4394,3780,14368,15774,34139,15613,48748,3703,20517,2920,159575
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
19499,0,0,3,0,0,0,0,3,5,11,0,3,0,3,0,4,0,0,0,12,0,0,0,4,0,0,0,0,0,7,0,0,5,3,0,0,0,0,0,12,0,0,23,0,0,0,0,11,0,40,3,3,36,0,0,0,3,10,0,51,0,0,3,0,0,0,0,7,0,10,0,0,6,0,0,0,0,3,0,8,0,0,9,0,0,0,3,3,11,29,7,5,86,12,3,4,9,34,21,187,5,57,82,116,24,41,14,55,8,398,24,749,170,917,101,314,83,448,22,2832,21,88,147,176,43,100,55,211,23,868,15,41,264,79,22,35,3,68,8,538,26,23,799,19,12,14,8,50,4,952,40,27,1292,15,13,3,9,57,9,1469,12,9,377,12,0,0,4,24,0,429,11,27,278,17,7,5,8,16,3,376,5,35,66,38,19,41,10,30,75,323,157,1043,3480,1392,250,563,188,964,154,8182
