GCCSA_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
6RTAS,6,0,0,35,39,4,6,0,0,42,632,58,78,15,10,795,849,102,154,35,72,1212,42543,3714,5778,1327,792,54161,40206,1459,2929,1068,506,46162,79,7,18,3,0,109,120,9,22,17,3,164,4,0,0,0,0,4,8,0,0,0,0,8,31,0,0,0,0,30,0,0,0,0,0,0,102,0,28,4,3,145,3,0,3,0,0,4,39,4,4,0,0,49,130,16,11,3,3,168,30,3,8,0,0,36,11,0,0,0,0,11,8,0,0,0,0,8,44,0,3,3,0,58,23,5,3,0,0,32,31,0,0,0,0,31,40,0,3,0,0,49,3,0,0,0,0,9,108,5,4,4,0,120,3,3,0,0,0,6,92,17,15,14,3,139,542,32,53,23,7,654,14,0,0,0,0,11,282,5,10,8,5,310,24,0,8,0,0,31,40,0,0,0,0,46,140,12,14,6,4,181,39,4,3,0
6GHOB,10,0,3,50,44,3,0,3,0,51,923,65,119,14,15,1139,527,40,60,11,40,679,40249,3061,4276,476,510,48574,39291,1011,2195,387,343,43217,110,6,14,3,4,132,372,29,45,12,3,460,23,0,3,0,0,27,0,0,0,0,0,0,39,4,0,0,0,41,0,0,0,0,0,0,183,10,20,4,0,208,27,9,6,3,3,49,55,0,4,0,0,64,250,3,15,4,0,275,34,0,0,0,0,37,25,3,4,3,0,34,4,0,0,0,0,10,73,3,7,0,0,90,42,0,9,0,0,47,95,3,9,0,0,99,90,13,11,0,0,107,10,0,0,3,0,8,198,5,16,3,0,225,4,0,0,0,0,3,84,0,15,3,0,106,528,19,47,8,4,607,20,0,0,0,0,23,254,3,4,3,0,267,51,4,6,0,0,61,73,3,5,3,0,90,218,18,16,4,0,256,40,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,53,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,3,0,0,0,0,0,0,45,6,15,3,0,74,95,9,59,3,10,182,3701,558,2334,77,123,6784,1486,43,396,39,43,2000,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,9,29,0,12,0,0,46,0,0,0,0,0,0,7,0,0,0,0,6,0,0,3,0,0,7,4,0,0,0,0,5,8,0,4,0,0,13,0,0,0,0
5RWAU,61,24,8,282,1037,39,29,9,0,1115,3852,168,193,47,51,4316,1802,191,314,118,132,2557,126918,8936,12183,3778,1768,153587,65960,3332,5718,2740,815,78563,281,12,28,12,3,332,277,20,30,13,3,342,44,3,6,5,3,62,13,0,0,0,0,16,88,3,3,0,0,94,16,0,3,3,0,19,496,22,66,22,11,615,17,3,3,0,0,23,98,5,3,6,3,114,601,22,22,9,4,659,228,6,21,15,8,271,30,4,3,0,0,41,13,0,0,0,0,13,527,14,22,12,3,586,158,14,21,25,7,227,111,3,8,0,3,131,163,0,8,0,3,170,6,3,0,0,0,10,273,12,18,10,0,314,18,0,0,0,0,20,242,11,43,10,5,312,4876,139,249,93,61,5420,34,0,3,0,0,34,1853,14,42,25,37,1964,80,10,8,3,0,94,158,7,5,4,0,178,1494,61,108,31,9,1706,94,8,3,0
5GPER,685,148,58,4090,2566,287,188,32,15,3094,23220,1847,2069,312,297,27743,3172,307,394,54,235,4164,354339,35841,33606,4484,3460,431724,214231,8731,12139,3012,1399,239509,1335,52,97,16,3,1505,5156,454,402,220,43,6279,653,31,71,16,16,786,207,24,23,5,3,265,241,4,10,0,3,264,610,27,33,8,3,682,1785,96,179,44,11,2116,164,16,15,7,3,203,1397,61,94,16,12,1590,9601,317,362,102,62,10443,2618,131,125,47,11,2931,980,42,73,14,5,1114,215,10,19,6,5,248,4331,131,160,42,25,4682,1668,155,150,57,27,2048,1184,48,110,18,7,1366,1262,122,96,45,13,1545,108,15,13,3,3,140,6882,312,396,116,39,7752,107,6,7,3,0,121,885,50,104,29,12,1080,14741,436,724,165,125,16193,401,11,23,5,4,445,6765,74,136,43,50,7071,1156,62,141,22,10,1391,3464,177,162,52,16,3871,9069,409,615,145,53,10293,1418,45,88,20
59799,0,0,0,4,8,0,0,0,0,8,48,0,0,0,0,46,3,0,0,0,0,6,1447,22,18,0,9,1495,66,0,3,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,50,3,0,129,113,19,37,0,0,170,874,182,630,18,41,1746,331,64,192,13,34,628,22811,4142,13023,469,617,41065,5388,307,1903,179,125,7906,25,3,7,0,0,42,79,6,36,6,0,134,18,0,8,0,5,35,7,0,0,0,0,7,4,0,4,0,0,9,17,0,3,0,0,23,58,0,31,3,0,89,3,0,0,0,0,3,25,0,9,0,0,36,108,3,20,3,8,139,38,0,21,4,4,65,14,0,3,0,0,23,5,0,0,0,0,5,91,5,20,0,3,121,46,0,24,0,0,75,27,0,7,0,3,38,27,12,10,0,0,44,8,0,0,0,0,5,90,13,31,3,4,136,0,0,0,0,0,3,38,3,16,0,0,57,600,19,118,7,12,760,9,0,0,0,0,8,76,3,23,0,3,105,29,0,17,0,0,46,59,4,14,0,0,81,190,9,60,0,0,259,18,3,3,0
4RSAU,18,8,3,153,78,7,5,0,0,90,1123,68,102,25,50,1359,1100,122,220,96,96,1633,57108,5926,10441,3456,1260,78189,49827,2419,5041,2352,780,60426,68,7,6,6,0,88,228,12,3,10,3,259,22,3,3,3,0,28,3,3,0,0,0,9,38,0,0,0,0,41,3,0,0,0,0,3,172,20,24,14,0,237,30,5,18,8,0,62,34,0,4,0,0,36,276,31,16,23,3,343,42,0,3,0,3,46,7,3,0,0,0,11,3,0,0,0,0,5,69,0,7,0,0,74,62,9,16,6,4,99,27,0,3,0,0,31,58,3,3,3,0,61,5,0,3,0,0,5,96,11,4,3,0,114,4,0,0,0,0,11,116,13,40,17,3,192,572,27,54,20,14,689,18,0,3,0,0,23,663,7,19,11,15,718,27,0,0,0,0,33,21,4,0,0,0,25,222,3,18,6,4,252,54,0,0,0
4GADE,582,144,42,3260,322,12,22,0,3,365,10312,807,1084,187,184,12576,2325,236,317,40,187,3101,232221,20735,22988,3034,2669,281645,185884,5802,9622,2038,1446,204788,518,29,45,8,5,601,3854,345,251,225,28,4694,325,21,30,3,8,391,123,9,15,0,0,150,297,12,7,3,3,323,50,4,3,3,0,56,1064,51,109,27,9,1257,508,41,58,26,13,650,658,32,27,6,9,725,5782,129,166,49,58,6185,400,10,32,0,7,448,574,29,36,8,3,651,113,10,20,4,5,140,549,17,34,3,10,608,1269,108,149,63,11,1600,425,14,30,3,4,466,712,47,70,46,12,890,171,22,31,8,0,237,1832,73,104,34,7,2059,109,0,8,6,3,130,567,27,60,18,12,686,2466,81,160,29,25,2749,197,15,25,3,0,237,3426,32,77,20,25,3583,960,38,62,17,12,1090,527,25,34,16,0,603,1533,43,102,12,7,1693,704,18,40,3
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
