GCCSA_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
49499,0,21,0,10,0,0,0,0,0,38,0,17,0,24,3,0,0,3,0,54,0,39,0,23,8,0,0,0,0,74,0,33,4,28,9,0,0,6,3,81,0,38,3,36,3,0,4,7,3,98,3,27,5,28,3,0,4,0,3,77,0,18,3,27,3,0,3,0,4,64,4,21,0,11,0,0,3,0,0,42,9,13,0,27,3,0,0,0,0,51,4,0,0,4,0,0,0,0,0,11,0,3,0,6,0,0,0,0,0,12,21,259,29,252,38,3,14,32,14,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,7,9,0,22
3RQLD,67,514,77,1318,372,25,19,428,8,2837,97,1235,198,2653,1028,52,65,769,24,6122,133,2118,313,2484,1525,68,94,1115,48,7898,215,3533,485,2239,2304,98,176,1147,75,10254,439,7125,775,2921,3501,108,215,720,86,15881,402,8708,673,2518,2263,58,142,307,87,15150,586,11277,730,2448,1364,28,128,135,69,16753,875,6430,637,1803,588,20,122,70,68,10602,2256,5530,878,1554,488,15,182,54,65,11020,503,1685,126,94,65,8,24,17,21,2546,35,385,46,232,153,4,21,97,30,1004,5718,49402,5087,21985,14084,527,1199,5677,593,104280,0,4,4,0,4,0,4,6,0,21,3,10,6,12,36,3,3,17,0,89,3,18,29,39,62,9,6,67,0,223,11,17,51,48,73,5,9,72,7,302,19,37,76,57,130,4,27,89,5,452,39,95,144,87,335,18,68,190,6,991,55,157,251,104,437,15,279,457,33,1771,88,239,513,91,784,24,631,817,40,3221
3GBRI,61,483,71,1183,388,28,33,299,9,2553,118,1234,155,2228,968,65,75,560,24,5422,128,2154,279,2068,1690,90,117,832,39,7393,238,3824,533,1978,3006,114,284,934,77,10985,546,7993,807,2706,5396,181,445,500,142,18715,651,9401,815,2401,3915,111,346,228,119,17992,1067,13107,769,2481,2761,80,234,206,169,20872,1449,8765,576,1931,1511,46,174,163,157,14772,4286,8618,764,1772,1653,42,372,147,157,17810,1390,2598,97,88,255,17,17,11,28,4497,63,398,43,201,203,3,21,50,22,1009,10133,59435,4990,20722,22213,833,2140,4508,963,125937,0,3,0,3,7,0,0,0,0,11,0,3,3,4,4,3,3,11,0,30,3,19,10,8,20,7,0,8,0,76,7,21,10,15,39,0,0,5,5,92,3,17,26,14,72,3,10,13,0,162,6,67,37,15,180,7,37,33,3,377,11,93,87,29,242,13,115,112,5,715,43,189,240,42,509,12,334,308,16,1687
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,79,3,23,3,4,0,18,0,127,0,96,8,49,6,6,6,16,0,189,3,137,9,52,8,0,4,21,3,238,0,123,13,51,15,11,4,18,5,238,9,139,6,61,24,0,16,8,3,265,5,103,14,48,12,0,3,4,4,203,5,101,18,37,12,0,3,13,4,201,11,49,24,27,8,0,4,7,3,137,21,44,23,21,13,0,10,8,0,151,3,22,3,0,0,0,0,0,0,30,0,8,0,5,0,0,3,3,0,28,62,1029,123,424,121,28,66,178,23,2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,6,0,0,0,0,3,0,0,3,0,9,0,3,0,3,9,0,0,7,0,22,0,0,4,0,3,0,3,23,3,44,3,4,18,3,10,0,11,38,8,92
2RVIC,44,567,92,870,498,18,32,244,11,2374,69,1459,230,1607,996,46,46,543,29,5023,100,2164,255,1651,1217,56,94,596,29,6157,151,3440,373,1849,1598,58,157,406,59,8093,332,6052,384,2001,1619,61,168,246,49,10910,370,5821,275,1820,833,38,162,108,66,9502,565,4980,173,1637,557,39,107,55,48,8158,631,3422,111,1330,264,24,61,33,39,5918,1586,1730,93,1159,280,7,86,17,38,4996,388,672,45,88,50,0,9,5,13,1276,24,264,20,144,89,4,8,44,11,608,4306,31559,2198,15274,8478,383,969,2645,407,66207,7,0,0,3,3,0,0,4,0,24,3,3,3,70,32,0,0,66,0,181,8,38,10,149,35,7,0,148,0,391,14,29,16,181,57,3,3,117,3,416,19,49,37,246,140,3,5,136,4,646,35,102,72,401,232,17,9,134,4,1005,41,141,66,375,315,7,52,124,12,1132,54,215,148,250,364,8,199,232,24,1497
2GMEL,81,1392,248,1452,893,43,27,228,15,4379,141,3038,377,2583,1798,90,63,411,37,8529,214,4631,572,2647,2563,112,160,516,77,11498,399,8437,820,3202,3892,203,320,432,118,17820,823,16390,998,4257,4291,213,383,322,210,27894,977,16697,610,3956,2944,120,320,117,172,25915,1438,15353,497,3644,2222,96,450,73,211,23984,1784,11019,344,3121,1165,49,285,42,162,17977,5188,8358,365,2684,1293,61,377,36,229,18597,2396,3936,68,208,299,16,32,12,76,7043,131,771,48,330,287,9,35,29,50,1689,13686,92245,5268,30068,22610,1062,2491,2516,1397,171350,3,7,3,10,10,0,0,6,3,48,3,27,15,104,53,3,3,157,0,367,10,58,15,208,58,9,11,467,6,842,11,68,27,249,72,6,10,286,6,741,27,91,48,358,187,10,26,300,0,1047,81,206,100,665,363,8,37,346,16,1818,60,378,137,779,521,20,55,179,19,2148,107,600,259,703,775,23,138,263,38,2898
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,21,4,34,4,0,0,5,0,75,0,42,11,50,7,4,0,11,0,126,0,44,18,55,8,0,4,10,4,139,4,52,19,84,19,3,9,24,10,223,8,71,16,101,17,0,18,6,3,240,7,60,18,82,11,0,9,6,3,188,10,60,13,78,11,0,9,0,4,189,17,29,8,45,7,0,5,4,5,119,17,36,10,59,3,0,15,0,0,142,10,16,3,12,3,0,3,0,0,38,0,3,0,10,0,0,0,0,0,19,75,489,119,659,96,11,71,84,29,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,36,3,55,0,0,0,24,3,0,0,65,0,95,0,3,0,70,0,0,0,43,0,120,0,3,6,113,4,0,0,38,0,167,3,8,5,217,5,0,0,60,0,290,0,9,6,196,4,3,3,29,0,249,0,10,6,156,8,0,3,21,0,204
1RNSW,33,740,106,925,489,22,31,297,17,2661,69,1623,178,1646,1058,29,65,500,37,5212,81,2591,282,2192,1792,48,124,708,58,7878,154,4004,507,2687,2729,59,239,1012,88,11471,307,7459,631,2553,3507,101,307,540,105,15507,376,8193,504,1777,2037,94,204,238,82,13497,608,8827,585,2476,1212,58,182,158,84,14188,926,9375,414,2605,673,25,101,109,73,14292,3404,6580,436,2636,618,24,166,80,85,14019,827,1384,103,202,94,5,3,15,13,2643,35,395,32,190,142,4,9,51,18,874,6859,52243,3880,21316,14880,502,1473,4176,686,106015,3,8,0,3,7,0,3,3,0,31,5,15,13,36,26,4,3,21,0,121,11,20,19,69,51,0,3,39,0,210,11,29,38,59,107,5,8,58,4,314,11,37,64,82,192,7,17,93,6,513,38,116,124,159,381,14,63,173,20,1089,71,191,240,183,533,14,312,514,30,2086,121,321,601,189,956,29,1021,951,77,4260
1GSYD,59,966,105,1025,721,35,66,272,23,3286,115,2406,229,1739,1644,63,125,565,48,6928,152,4045,377,2260,2575,92,239,884,81,10700,313,6620,790,3365,4583,187,618,1458,175,18115,665,13695,1109,3586,6236,352,972,850,250,27720,780,15629,1165,3442,4297,300,1110,469,223,27415,1237,17312,1099,4122,3261,185,957,517,236,28918,1942,17456,832,3581,2001,79,681,356,216,27148,7165,17111,1092,3808,2558,103,626,193,250,32900,4205,5747,178,405,741,36,52,34,84,11475,110,852,55,292,296,13,49,57,65,1798,16883,103621,7179,29590,29880,1517,5585,6131,1686,202062,3,10,4,5,10,0,3,6,0,41,3,14,5,106,68,5,0,16,0,218,3,29,13,181,67,6,7,18,0,333,12,37,26,179,111,9,3,30,4,407,22,57,38,190,166,4,11,45,7,547,37,128,115,273,342,5,22,85,9,1021,42,211,184,289,449,10,118,254,32,1588,82,395,424,390,801,10,348,638,59,3138
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,76,4,94,12,0,10,14,3,216,3,106,6,92,21,0,9,20,3,264,4,136,18,57,28,3,16,18,0,283,0,162,27,59,24,10,19,30,3,329,10,190,39,68,26,8,21,23,8,388,18,127,32,55,19,11,22,19,6,301,17,111,37,70,23,0,19,28,4,322,9,91,48,50,17,3,15,12,0,255,26,73,41,55,19,0,5,6,6,232,12,40,8,5,0,0,3,3,4,76,0,10,0,12,3,0,3,3,3,35,112,1262,267,773,232,31,164,184,50,3074,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,3,0,10,0,0,0,8,3,0,0,3,0,12,3,3,0,5,3,0,0,0,0,18,0,7,3,10,7,0,0,7,0,28,3,3,0,9,4,0,3,4,0,29,0,3,9,15,4,0,4,25,4,63,0,4,17,4,3,0,23,35,5,91
