GCCSA_CODE_2016,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000mo_A_15_19,TaTW_3000mo_A_20_24,TaTW_3000mo_A_25_34,TaTW_3000mo_A_35_44,TaTW_3000mo_A_45_54,TaTW_3000mo_A_55_64,TaTW_3000mo_A_65_74,TaTW_3000mo_A_75ov,TaTW_3000mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000mo_A_15_19,CoPSW_3000mo_A_20_24,CoPSW_3000mo_A_25_34,CoPSW_3000mo_A_35_44,CoPSW_3000mo_A_45_54,CoPSW_3000mo_A_55_64,CoPSW_3000mo_A_65_74,CoPSW_3000mo_A_75ov,CoPSW_3000mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64
6RTAS,183,105,10,0,616,0,3,26,18,25,25,4,0,102,9,32,44,51,38,44,11,0,218,789,1839,3219,2844,3054,2419,415,51,14632,20,3,8,3,13,14,3,0,57,410,66,40,49,44,26,5,0,643,171,181,120,137,120,115,22,3,868,115,205,176,171,185,180,37,10,1084,88,220,207,275,359,260,49,5,1469,64,305,353,423,519,386,64,6,2119,39,256,393,387,541,361,51,3,2023,13,130,314,308,441,314,49,4,1585,4,62,226,243,335,264,30,0,1163,3,29,120,120,168,100,10,0,557,0,4,75,113,131,64,10,0,387,0,4,50,90,110,53,0,0,315,0,4,24,71,86,39,5,0,227,0,3,0,4,4,8,0,0,29,20,12,18,36,45,31,8,0,160,958,1483,2133,2429,3111,2200,339,31,12686,4,5,12,16,22,22,9,0,82,53,23,30,38,44,36,15,0,241,43,26,67,98,93,98
6GHOB,128,78,12,0,367,3,0,16,15,24,30,3,0,85,5,22,25,29,26,24,9,0,144,516,1516,3128,2565,2502,1819,332,39,12406,16,9,6,8,8,4,0,0,53,447,130,52,36,28,26,5,0,723,173,257,154,113,73,69,14,3,859,92,217,201,154,127,96,21,3,916,83,241,254,198,195,146,41,3,1151,53,357,443,387,432,314,53,0,2039,36,288,519,366,418,323,51,3,2018,17,213,428,363,380,296,42,3,1734,6,90,296,309,347,240,50,0,1330,0,50,162,181,209,109,8,0,722,0,12,108,147,172,91,5,0,540,0,5,52,117,139,55,0,0,367,0,4,31,88,113,34,3,0,277,0,3,8,3,24,15,3,0,54,10,16,23,20,24,24,7,0,127,932,1881,2733,2500,2680,1836,306,27,12902,4,3,11,9,5,10,3,0,56,47,28,19,17,18,20,9,0,158,45,61,50,58,44,58
69799,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,23,8,0,0,74,0,0,5,7,7,10,3,0,39,0,4,9,9,10,6,3,0,39,117,299,714,580,678,503,74,3,2961,3,0,0,3,0,3,0,0,5,31,0,9,3,11,0,0,0,52,6,17,20,12,26,17,3,0,98,3,12,11,9,26,23,4,0,92,0,13,23,25,41,54,12,0,158,0,10,38,28,47,64,14,0,196,0,13,23,28,52,34,9,0,165,3,3,15,13,23,30,8,0,103,0,0,15,17,26,15,5,0,83,0,3,6,10,4,8,0,0,35,0,0,3,7,8,7,0,0,17,0,0,0,0,3,0,0,0,10,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,48,76,171,169,268,257,51,7,1049,0,0,4,3,0,4,0,0,12,3,4,3,3,0,3,0,0,11,0,4,8,3,10,13
5RWAU,2823,1310,121,5,12307,4,234,2790,2807,2323,1050,80,7,9297,34,86,171,189,170,105,27,4,784,1905,4625,14530,12634,11227,6448,1007,101,52466,43,13,22,31,27,15,0,0,151,586,52,135,145,104,52,9,0,1080,215,149,239,274,204,153,24,7,1267,162,199,323,273,243,205,56,9,1479,153,223,299,393,362,288,69,3,1792,185,391,533,629,629,502,115,3,2997,109,406,688,659,739,534,98,4,3233,57,300,645,630,820,587,88,7,3133,20,170,536,486,603,467,73,4,2355,11,78,315,306,327,270,38,3,1354,3,58,261,297,348,260,30,3,1258,3,22,203,233,249,159,14,0,889,3,28,239,444,372,200,19,3,1299,5,3,32,66,90,42,4,0,241,39,45,66,69,77,62,15,4,375,1577,2134,4523,4930,5201,3809,668,63,22905,15,15,53,53,52,59,14,0,263,82,19,79,102,63,81,18,0,437,50,45,171,213,157,137
5GPER,2760,1466,203,4,10865,6,62,778,1246,1115,581,79,3,3877,108,218,404,347,347,242,64,9,1738,4618,13725,33420,25843,22216,14136,3128,267,117361,181,74,126,89,89,45,3,0,602,3669,1149,501,439,286,151,41,13,6250,1757,2277,1233,929,695,430,88,12,7426,799,2035,1640,1083,848,607,143,15,7168,518,1968,1915,1308,1200,870,224,22,8021,455,2304,2956,2185,2119,1586,376,38,12015,303,2136,3403,2436,2611,1635,363,26,12920,143,1514,3584,2711,2888,2001,313,16,13166,67,878,2904,2033,2194,1653,272,11,10006,28,375,1506,1246,1166,812,154,8,5291,10,200,1250,1127,1059,691,107,3,4441,0,61,746,959,900,475,44,4,3190,3,44,529,990,1136,462,43,0,3219,5,35,125,141,146,72,10,0,546,111,194,229,183,181,163,36,3,1093,8050,15225,22639,17859,17517,11654,2227,182,95355,47,33,155,198,163,163,43,4,812,456,313,256,301,213,174,65,9,1787,361,594,589,692,567,525
59799,36,17,0,4,124,0,4,69,117,98,38,5,0,336,0,0,0,3,4,0,0,0,9,0,6,131,177,151,67,5,4,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,10,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,9,3,10,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,490,218,29,0,2091,6,41,275,279,202,94,16,0,919,16,43,85,54,57,53,3,0,321,898,2432,5829,4475,4161,2461,460,28,20738,12,4,6,4,12,5,0,0,41,139,71,44,32,24,22,7,0,341,41,117,77,81,74,72,10,0,467,21,63,89,72,99,67,24,3,438,5,76,93,102,102,114,26,0,523,11,69,127,104,147,141,40,3,642,9,59,119,121,130,154,36,0,631,0,37,108,102,154,99,16,0,530,3,33,83,67,100,78,18,0,389,0,14,43,33,40,27,11,0,171,0,4,24,27,25,17,8,0,108,0,3,20,29,24,5,0,0,82,0,6,17,28,24,10,3,0,91,0,0,0,10,11,3,0,0,27,5,8,18,8,14,6,3,0,65,255,568,886,815,973,835,216,11,4549,3,3,12,15,6,6,3,0,48,8,27,17,8,9,7,7,0,84,11,20,30,21,17,23
4RSAU,398,199,11,6,1561,0,4,86,155,141,75,7,0,472,19,37,84,51,59,70,14,5,332,1064,2419,4508,3851,4119,3102,584,98,19739,31,3,13,23,15,11,0,0,93,534,63,68,44,44,44,7,0,803,186,158,187,158,125,129,24,0,967,104,165,205,190,253,208,31,3,1164,90,222,252,327,368,292,79,6,1632,75,347,454,515,714,533,99,7,2745,43,333,498,491,700,468,89,5,2626,20,190,429,410,600,493,67,3,2210,9,73,262,308,503,385,52,10,1598,5,40,182,181,241,166,24,0,841,0,17,118,129,131,105,12,0,511,0,4,59,107,103,70,3,0,355,0,6,83,154,197,125,5,0,562,3,5,10,13,19,16,0,0,68,36,29,29,42,53,53,8,0,248,1135,1655,2846,3089,4065,3093,509,36,16421,12,6,41,27,29,25,5,3,145,73,9,50,48,44,59,19,3,299,34,29,111,114,136,143
4GADE,855,508,66,3,2914,3,15,108,163,207,125,26,3,648,46,99,204,147,197,142,37,6,880,2098,7760,17774,14152,14142,9441,1926,196,67496,99,74,77,67,48,25,7,0,388,2321,934,297,199,150,120,29,5,4055,1087,1795,848,608,446,313,67,15,5174,486,1454,1130,704,655,471,126,12,5042,356,1333,1435,1040,1039,743,179,13,6143,248,1680,2425,1855,2014,1462,296,34,10009,131,1464,2691,2109,2223,1439,254,13,10316,61,1019,2539,1961,2113,1511,222,12,9441,39,520,1908,1577,1744,1369,171,9,7351,9,215,981,859,854,587,88,0,3585,4,81,640,640,627,366,44,0,2417,0,20,358,519,518,287,27,0,1728,3,33,266,718,818,403,33,0,2277,4,21,72,73,98,57,10,3,337,74,110,165,145,159,123,28,3,800,4930,10752,15828,13082,13497,9270,1574,127,69061,15,32,68,74,105,76,20,3,398,279,192,113,127,117,133,41,3,1010,189,384,359,370,346,336
49799,0,0,0,0,7,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,133,66,0,0,508,0,0,44,49,26,11,5,0,134,6,21,47,39,48,33,11,0,194,440,1397,2936,2487,2607,1859,340,29,12101,8,3,4,4,3,3,0,0,33,100,54,17,23,27,16,4,3,249,21,79,56,54,74,79,11,0,376,8,51,65,60,78,83,21,0,370,8,58,70,73,130,120,27,0,490,7,54,93,107,186,176,43,0,662,0,38,100,102,153,133,35,3,563,0,34,79,83,129,99,11,0,438,3,24,74,59,83,63,13,0,310,0,8,34,30,33,26,4,0,136,0,3,28,19,19,12,5,0,88,0,0,5,18,11,5,3,0,43,0,0,14,22,16,7,3,0,62,0,0,10,7,3,3,4,0,26,0,8,10,8,15,9,8,0,51,158,418,665,667,951,836,183,10,3898,4,0,3,6,3,8,0,0,25,4,8,6,11,3,10,0,0,45,4,10,29,15,20,26
3RQLD,3280,1528,150,11,13283,15,87,1108,1522,1328,660,85,13,4815,175,276,488,483,540,333,98,9,2403,7769,17292,37149,32370,28607,18821,3626,340,145977,227,68,98,105,108,74,8,7,683,4299,609,415,463,294,184,43,5,6308,1970,1370,1236,1194,888,602,101,14,7378,1205,1586,1573,1532,1262,877,213,27,8277,1028,1906,2058,2102,2097,1472,315,30,11006,995,3116,3921,3651,4062,2723,516,40,19020,642,3256,4638,3961,4390,2939,437,20,20282,284,1985,3917,3255,3769,2589,425,18,16241,128,1134,2870,2570,2868,1979,296,16,11866,40,580,1699,1464,1500,927,130,7,6351,8,210,1066,1233,1193,620,58,7,4394,3,83,488,911,910,362,37,4,2796,5,46,296,789,919,323,25,0,2397,9,49,94,114,131,68,17,4,484,184,237,313,287,343,258,69,9,1695,11020,16240,24694,23634,24730,15982,2689,205,119190,66,50,180,226,293,237,93,4,1157,711,169,270,357,287,303,80,23,2205,414,357,656,859,752,770
3GBRI,2169,1107,131,8,8138,7,19,354,661,698,371,52,4,2168,126,224,388,380,355,207,61,9,1742,5536,15380,33499,27097,23261,14812,2771,246,122606,209,94,109,71,80,53,8,0,634,4329,1187,402,435,282,178,33,3,6839,2491,2431,1268,995,762,491,103,8,8557,1212,2235,1751,1233,1059,697,151,21,8359,856,2306,2152,1686,1669,1057,230,15,9966,791,3234,3715,3109,3138,2037,362,32,16427,498,3184,4658,3326,3522,2294,377,24,17868,206,2129,4260,3127,3125,2001,334,15,15194,101,1186,3429,2596,2649,1751,286,14,12012,36,524,1983,1693,1466,958,152,6,6811,12,177,1260,1455,1176,617,71,0,4768,6,47,505,1037,912,349,33,0,2896,3,49,291,895,1031,371,20,3,2658,14,37,91,121,133,72,10,3,483,151,231,271,258,266,174,40,4,1392,10913,19049,26144,22038,21264,13095,2211,144,114864,60,59,147,198,204,167,45,3,881,844,412,226,297,221,220,95,10,2322,668,860,574,661,569,533
39799,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,476,215,25,0,2068,3,18,163,197,150,75,11,0,618,27,76,146,142,133,86,22,0,634,1700,3888,8811,7820,7061,4711,800,60,34854,11,14,14,14,13,10,0,0,76,262,105,57,57,45,29,11,0,557,76,134,108,120,108,93,17,0,657,44,117,131,102,182,148,41,3,765,21,97,169,147,214,199,50,0,904,25,117,222,230,311,295,84,9,1290,16,117,191,223,315,276,54,3,1187,13,84,202,189,252,194,42,5,982,3,66,153,141,161,113,25,0,658,0,21,93,76,82,56,7,0,328,0,3,37,57,42,29,7,0,186,0,6,30,36,28,10,0,0,103,0,0,27,30,28,7,4,3,95,0,5,5,6,14,4,0,0,45,15,14,19,26,24,21,3,0,123,486,891,1444,1460,1817,1478,351,25,7958,3,8,22,25,23,17,0,0,95,32,18,30,17,21,26,9,0,149,22,28,41,57,39,44
2RVIC,1034,640,54,9,3532,16,42,236,345,459,258,41,6,1405,106,196,282,254,305,246,49,12,1449,4285,10054,18227,14719,14978,11162,2170,285,75869,145,50,55,55,63,52,15,0,420,2573,580,264,273,198,189,37,7,4124,990,1199,700,606,639,496,102,14,4748,510,1159,841,863,892,742,178,18,5201,429,1241,1081,1080,1403,1109,226,33,6607,332,1582,1958,1869,2426,1910,418,21,10511,215,1536,2164,1865,2446,1837,318,26,10403,90,995,1875,1659,2158,1647,272,13,8712,29,435,1404,1325,1765,1319,185,21,6476,6,181,957,868,1000,675,102,3,3805,4,96,568,670,774,472,43,8,2618,7,15,214,460,698,309,29,3,1740,0,15,148,377,604,329,21,4,1494,7,24,39,71,91,63,12,4,321,122,136,152,168,211,198,55,13,1045,5456,9256,12406,12205,15360,11360,2021,174,68231,30,17,59,112,109,110,29,4,474,344,110,137,213,167,183,54,11,1225,127,248,380,509,463,493
2GMEL,3750,1896,265,24,13605,9,50,574,1071,1093,599,101,12,3507,183,554,1079,866,945,577,167,30,4389,7286,26187,67984,52074,46235,28831,5908,639,235149,378,304,279,239,162,95,21,6,1496,8008,3647,1129,831,641,380,86,9,14734,3275,6387,3111,2210,1744,1175,227,20,18155,1361,4975,4022,2641,2444,1560,413,30,17448,756,4406,4676,3176,3356,2177,515,51,19124,698,4949,7179,5046,5413,3487,788,72,27638,453,4570,8767,5670,5815,3526,725,44,29583,190,3065,8953,5917,5768,3649,673,42,28271,80,1473,6439,4701,4557,2986,532,27,20793,35,556,3597,2905,2526,1549,301,16,11485,17,229,2155,2002,1873,1015,131,7,7428,3,80,926,1465,1558,748,80,10,4861,15,98,560,1266,1665,778,73,4,4459,20,133,270,276,295,172,47,5,1220,309,551,701,547,652,404,106,11,3277,15591,35430,52781,38898,38486,23707,4708,361,209956,109,166,360,424,384,251,97,12,1786,1265,1134,578,659,552,379,158,21,4747,825,2185,1486,1697,1426,1145
29799,3,3,0,0,9,0,0,6,11,11,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,14,14,23,11,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,545,216,34,3,2245,0,18,153,156,146,55,14,0,535,52,147,220,210,211,141,28,4,1015,2108,5888,12316,9651,8902,5817,1073,91,45842,25,11,11,20,11,8,0,0,94,468,196,76,53,71,53,12,0,923,83,279,200,153,209,206,51,7,1177,16,181,194,184,260,262,56,7,1166,16,139,232,213,310,301,83,9,1306,11,129,310,276,407,467,125,7,1748,10,106,249,237,387,295,99,4,1392,0,72,238,247,295,219,72,9,1151,6,42,162,159,186,127,39,4,715,0,18,86,90,98,45,14,0,350,0,3,54,54,52,29,7,0,201,0,3,29,34,37,18,6,0,124,0,0,18,36,38,16,3,0,116,0,9,11,15,21,7,4,0,62,9,18,37,29,47,33,17,3,198,645,1213,1911,1808,2432,2096,588,54,10740,9,7,20,13,16,15,10,0,79,18,44,32,37,24,27,8,4,197,16,58,56,53,51,45
1RNSW,2296,1141,98,9,8539,19,46,519,739,700,426,42,8,2504,156,300,446,466,433,384,103,20,2308,8073,18065,33780,28307,27272,19449,3732,456,139146,255,66,90,104,104,57,14,5,695,4312,799,372,449,320,258,34,7,6547,1841,2104,1266,1058,938,738,170,16,8132,1190,2134,1673,1428,1459,1135,260,26,9304,926,2343,2111,1864,2142,1684,355,27,11453,880,3315,3852,3313,3864,3003,549,45,18820,680,3472,4372,3568,4564,3300,461,42,20455,211,1845,3731,3214,4272,3119,396,23,16821,82,799,2548,2520,3084,2134,288,19,11478,30,282,1333,1305,1418,1064,126,4,5562,5,99,969,1213,1325,717,90,0,4421,4,23,629,1170,1111,488,53,9,3482,3,28,432,1206,1222,451,32,6,3382,19,39,67,102,191,105,26,3,554,204,232,277,273,370,258,83,10,1714,10645,17583,23728,22808,26376,18501,2952,242,122830,43,27,138,173,189,209,81,14,875,580,168,254,313,320,312,92,11,2053,299,381,648,859,751,895
1GSYD,4005,2204,300,24,14896,14,62,602,1380,1298,699,131,17,4215,220,522,890,771,754,482,142,22,3801,10483,27341,63881,52057,46076,29796,6459,668,236757,414,259,274,234,165,90,19,3,1460,7367,2707,856,736,498,302,98,5,12575,3858,5412,2653,1953,1465,1014,232,27,16615,2075,4952,4090,2389,2160,1351,317,21,17353,1404,4797,4769,2956,2772,1912,410,53,19063,1149,5623,6931,4636,4572,2916,713,70,26607,743,5311,8522,5402,5263,3385,729,57,29400,362,3818,8759,5966,5828,3777,756,49,29310,110,1870,7061,5029,4790,3043,591,29,22520,46,798,3733,2989,2644,1553,286,27,12078,20,330,2654,2534,2149,1248,214,14,9163,8,102,1541,1961,1604,762,116,9,6101,7,92,1125,2285,2010,813,102,7,6443,19,100,296,342,465,230,44,5,1498,288,529,685,448,461,328,84,17,2843,17866,36700,53949,39846,36848,22722,4713,397,213041,118,153,333,355,317,265,123,20,1684,1466,1086,493,670,503,436,181,30,4866,1132,2184,1333,1585,1336,1085
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,562,248,40,3,2321,4,13,143,173,155,68,13,0,567,48,99,174,208,190,154,25,3,901,2921,5894,11872,11043,10227,6694,1322,94,50062,31,19,22,16,13,6,3,0,104,470,174,74,52,73,56,14,0,917,101,261,178,178,215,171,38,3,1149,59,175,193,204,297,270,80,4,1283,38,184,231,259,400,378,85,4,1588,37,178,304,358,560,545,134,10,2126,23,180,314,323,488,359,79,10,1777,8,107,313,232,399,302,60,3,1422,12,68,262,186,202,182,41,3,958,0,25,110,101,106,93,15,0,454,0,21,79,64,74,39,12,0,286,0,10,39,54,54,30,0,0,183,0,11,22,51,51,21,4,0,155,0,3,25,25,24,6,0,0,78,11,19,34,33,50,38,7,0,185,794,1425,2192,2143,3000,2489,581,41,12664,0,8,25,29,21,26,3,0,116,28,40,23,34,30,21,11,0,182,14,59,58,57,48,60
