LGA_NAME16	Age	Sex	workers
Somerset (R)	55-59	F	342
Somerset (R)	55-59	M	340
Somerset (R)	60-64	F	202
Somerset (R)	60-64	M	280
Somerset (R)	65-69	F	97
Somerset (R)	65-69	M	148
Somerset (R)	70-74	F	57
Somerset (R)	70-74	M	82
Somerset (R)	75+	F	17
Somerset (R)	75+	M	55
South Burnett (R)	15-19	F	384
South Burnett (R)	15-19	M	376
South Burnett (R)	20-24	F	417
South Burnett (R)	20-24	M	473
South Burnett (R)	25-29	F	412
South Burnett (R)	25-29	M	482
South Burnett (R)	30-34	F	433
South Burnett (R)	30-34	M	462
South Burnett (R)	35-39	F	517
South Burnett (R)	35-39	M	467
South Burnett (R)	40-44	F	599
South Burnett (R)	40-44	M	544
South Burnett (R)	45-49	F	651
South Burnett (R)	45-49	M	617
South Burnett (R)	50-54	F	682
South Burnett (R)	50-54	M	623
South Burnett (R)	55-59	F	613
South Burnett (R)	55-59	M	585
South Burnett (R)	60-64	F	405
South Burnett (R)	60-64	M	482
South Burnett (R)	65-69	F	200
South Burnett (R)	65-69	M	261
South Burnett (R)	70-74	F	75
South Burnett (R)	70-74	M	127
South Burnett (R)	75+	F	49
South Burnett (R)	75+	M	113
Southern Downs (R)	15-19	F	505
Southern Downs (R)	15-19	M	495
Southern Downs (R)	20-24	F	465
Southern Downs (R)	20-24	M	591
Southern Downs (R)	25-29	F	470
Southern Downs (R)	25-29	M	547
Southern Downs (R)	30-34	F	490
Southern Downs (R)	30-34	M	519
Southern Downs (R)	35-39	F	558
Southern Downs (R)	35-39	M	553
Southern Downs (R)	40-44	F	730
Southern Downs (R)	40-44	M	640
Southern Downs (R)	45-49	F	781
Southern Downs (R)	45-49	M	726
Southern Downs (R)	50-54	F	831
Southern Downs (R)	50-54	M	744
Southern Downs (R)	55-59	F	748
Southern Downs (R)	55-59	M	724
Southern Downs (R)	60-64	F	534
Southern Downs (R)	60-64	M	613
Southern Downs (R)	65-69	F	246
Southern Downs (R)	65-69	M	343
Southern Downs (R)	70-74	F	77
Southern Downs (R)	70-74	M	177
Southern Downs (R)	75+	F	64
Southern Downs (R)	75+	M	130
Sunshine Coast (R)	15-19	F	4360
Sunshine Coast (R)	15-19	M	3489
Sunshine Coast (R)	20-24	F	4984
Sunshine Coast (R)	20-24	M	4558
Sunshine Coast (R)	25-29	F	4980
Sunshine Coast (R)	25-29	M	4559
Sunshine Coast (R)	30-34	F	5268
Sunshine Coast (R)	30-34	M	4865
Sunshine Coast (R)	35-39	F	5659
Sunshine Coast (R)	35-39	M	5072
Sunshine Coast (R)	40-44	F	7152
Sunshine Coast (R)	40-44	M	5862
Sunshine Coast (R)	45-49	F	7422
Sunshine Coast (R)	45-49	M	6060
Sunshine Coast (R)	50-54	F	7253
Sunshine Coast (R)	50-54	M	5659
Sunshine Coast (R)	55-59	F	5995
Sunshine Coast (R)	55-59	M	5113
Sunshine Coast (R)	60-64	F	3787
Sunshine Coast (R)	60-64	M	3783
Sunshine Coast (R)	65-69	F	1476
Sunshine Coast (R)	65-69	M	1807
Sunshine Coast (R)	70-74	F	460
Sunshine Coast (R)	70-74	M	715
Sunshine Coast (R)	75+	F	195
Sunshine Coast (R)	75+	M	317
Tablelands (R)	15-19	F	310
Tablelands (R)	15-19	M	302
Tablelands (R)	20-24	F	268
Tablelands (R)	20-24	M	300
Tablelands (R)	25-29	F	328
Tablelands (R)	25-29	M	314
Tablelands (R)	30-34	F	351
Tablelands (R)	30-34	M	305
Tablelands (R)	35-39	F	361
Tablelands (R)	35-39	M	313
Tablelands (R)	40-44	F	487
Tablelands (R)	40-44	M	365
Tablelands (R)	45-49	F	565
Tablelands (R)	45-49	M	415
Tablelands (R)	50-54	F	561
Tablelands (R)	50-54	M	466
Tablelands (R)	55-59	F	564
Tablelands (R)	55-59	M	446
Tablelands (R)	60-64	F	411
Tablelands (R)	60-64	M	412
Tablelands (R)	65-69	F	180
Tablelands (R)	65-69	M	219
Tablelands (R)	70-74	F	79
Tablelands (R)	70-74	M	122
Tablelands (R)	75+	F	35
Tablelands (R)	75+	M	84
Toowoomba (R)	15-19	F	2481
Toowoomba (R)	15-19	M	2269
Toowoomba (R)	20-24	F	3360
Toowoomba (R)	20-24	M	3367
Toowoomba (R)	25-29	F	3330
Toowoomba (R)	25-29	M	3616
Toowoomba (R)	30-34	F	3359
Toowoomba (R)	30-34	M	3666
Toowoomba (R)	35-39	F	3201
Toowoomba (R)	35-39	M	3331
Toowoomba (R)	40-44	F	3759
Toowoomba (R)	40-44	M	3546
Toowoomba (R)	45-49	F	4104
Toowoomba (R)	45-49	M	3645
Toowoomba (R)	50-54	F	3761
Toowoomba (R)	50-54	M	3642
Toowoomba (R)	55-59	F	3383
Toowoomba (R)	55-59	M	3343
Toowoomba (R)	60-64	F	2225
Toowoomba (R)	60-64	M	2449
Toowoomba (R)	65-69	F	918
Toowoomba (R)	65-69	M	1245
Toowoomba (R)	70-74	F	327
Toowoomba (R)	70-74	M	532
Toowoomba (R)	75+	F	173
Toowoomba (R)	75+	M	306
Torres (S)	15-19	F	30
Torres (S)	15-19	M	29
Torres (S)	20-24	F	69
Torres (S)	20-24	M	61
Torres (S)	25-29	F	101
Torres (S)	25-29	M	89
Torres (S)	30-34	F	104
Torres (S)	30-34	M	92
Torres (S)	35-39	F	95
Torres (S)	35-39	M	63
Torres (S)	40-44	F	96
Torres (S)	40-44	M	82
Torres (S)	45-49	F	76
Torres (S)	45-49	M	73
Torres (S)	50-54	F	66
Torres (S)	50-54	M	84
Torres (S)	55-59	F	76
Torres (S)	55-59	M	79
Torres (S)	60-64	F	41
Torres (S)	60-64	M	54
Torres (S)	65-69	F	22
Torres (S)	65-69	M	14
Torres (S)	70-74	F	6
Torres (S)	70-74	M	8
Torres (S)	75+	F	3
Torres (S)	75+	M	3
Torres Strait Island (R)	15-19	F	11
Torres Strait Island (R)	15-19	M	15
Torres Strait Island (R)	20-24	F	46
Torres Strait Island (R)	20-24	M	51
Torres Strait Island (R)	25-29	F	52
Torres Strait Island (R)	25-29	M	63
Torres Strait Island (R)	30-34	F	48
Torres Strait Island (R)	30-34	M	65
Torres Strait Island (R)	35-39	F	57
Torres Strait Island (R)	35-39	M	86
Torres Strait Island (R)	40-44	F	46
Torres Strait Island (R)	40-44	M	63
Torres Strait Island (R)	45-49	F	36
Torres Strait Island (R)	45-49	M	73
Torres Strait Island (R)	50-54	F	49
Torres Strait Island (R)	50-54	M	57
Torres Strait Island (R)	55-59	F	41
Torres Strait Island (R)	55-59	M	53
Torres Strait Island (R)	60-64	F	30
Torres Strait Island (R)	60-64	M	22
Torres Strait Island (R)	65-69	F	8
Torres Strait Island (R)	65-69	M	12
Townsville (C)	15-19	F	2909
Townsville (C)	15-19	M	2593
Townsville (C)	20-24	F	4750
Townsville (C)	20-24	M	5183
Townsville (C)	25-29	F	4667
Townsville (C)	25-29	M	4896
Townsville (C)	30-34	F	4600
Townsville (C)	30-34	M	4514
Townsville (C)	35-39	F	4235
Townsville (C)	35-39	M	3965
Townsville (C)	40-44	F	4668
Townsville (C)	40-44	M	4185
Townsville (C)	45-49	F	4605
Townsville (C)	45-49	M	4152
Townsville (C)	50-54	F	4237
Townsville (C)	50-54	M	3821
Townsville (C)	55-59	F	3580
Townsville (C)	55-59	M	3344
Townsville (C)	60-64	F	2111
Townsville (C)	60-64	M	2188
Townsville (C)	65-69	F	757
Townsville (C)	65-69	M	982
Townsville (C)	70-74	F	229
Townsville (C)	70-74	M	304
Townsville (C)	75+	F	100
Townsville (C)	75+	M	142
Weipa (T)	15-19	F	39
Weipa (T)	15-19	M	36
Weipa (T)	20-24	F	45
Weipa (T)	20-24	M	47
Weipa (T)	25-29	F	73
Weipa (T)	25-29	M	79
Weipa (T)	30-34	F	97
Weipa (T)	30-34	M	65
Weipa (T)	35-39	F	62
Weipa (T)	35-39	M	46
Weipa (T)	40-44	F	79
Weipa (T)	40-44	M	57
Weipa (T)	45-49	F	84
Weipa (T)	45-49	M	52
Weipa (T)	50-54	F	78
Weipa (T)	50-54	M	65
Weipa (T)	55-59	F	43
Weipa (T)	55-59	M	37
Weipa (T)	60-64	F	28
Weipa (T)	60-64	M	28
Weipa (T)	65-69	F	6
Weipa (T)	65-69	M	15
Weipa (T)	75+	F	3
Western Downs (R)	15-19	F	477
Western Downs (R)	15-19	M	470
Western Downs (R)	20-24	F	563
Western Downs (R)	20-24	M	749
Western Downs (R)	25-29	F	645
Western Downs (R)	25-29	M	961
Western Downs (R)	30-34	F	643
Western Downs (R)	30-34	M	1044
Western Downs (R)	35-39	F	663
Western Downs (R)	35-39	M	962
Western Downs (R)	40-44	F	753
Western Downs (R)	40-44	M	1069
Western Downs (R)	45-49	F	765
Western Downs (R)	45-49	M	1053
Western Downs (R)	50-54	F	714
Western Downs (R)	50-54	M	1009
Western Downs (R)	55-59	F	609
Western Downs (R)	55-59	M	903
Western Downs (R)	60-64	F	462
Western Downs (R)	60-64	M	628
Western Downs (R)	65-69	F	189
Western Downs (R)	65-69	M	399
Western Downs (R)	70-74	F	110
Western Downs (R)	70-74	M	181
Western Downs (R)	75+	F	65
Western Downs (R)	75+	M	151
Whitsunday (R)	15-19	F	409
Whitsunday (R)	15-19	M	417
Whitsunday (R)	20-24	F	776
Whitsunday (R)	20-24	M	731
Whitsunday (R)	25-29	F	852
Whitsunday (R)	25-29	M	931
Whitsunday (R)	30-34	F	778
Whitsunday (R)	30-34	M	854
Whitsunday (R)	35-39	F	721
Whitsunday (R)	35-39	M	754
Whitsunday (R)	40-44	F	796
Whitsunday (R)	40-44	M	795
Whitsunday (R)	45-49	F	750
Whitsunday (R)	45-49	M	821
Whitsunday (R)	50-54	F	767
Whitsunday (R)	50-54	M	791
Whitsunday (R)	55-59	F	664
Whitsunday (R)	55-59	M	776
Whitsunday (R)	60-64	F	432
Whitsunday (R)	60-64	M	571
Whitsunday (R)	65-69	F	181
Whitsunday (R)	65-69	M	258
Whitsunday (R)	70-74	F	50
Whitsunday (R)	70-74	M	107
Whitsunday (R)	75+	F	36
Whitsunday (R)	75+	M	67
Winton (S)	15-19	F	11
Winton (S)	15-19	M	17
Winton (S)	20-24	F	32
Winton (S)	20-24	M	18
Winton (S)	25-29	F	17
Winton (S)	25-29	M	31
Winton (S)	30-34	F	35
Winton (S)	30-34	M	25
Winton (S)	35-39	F	20
Winton (S)	35-39	M	21
Winton (S)	40-44	F	25
Winton (S)	40-44	M	27
Winton (S)	45-49	F	36
Winton (S)	45-49	M	36
Winton (S)	50-54	F	34
Winton (S)	50-54	M	27
Winton (S)	55-59	F	26
Winton (S)	55-59	M	46
Winton (S)	60-64	F	30
Winton (S)	60-64	M	30
Winton (S)	65-69	F	7
Winton (S)	65-69	M	23
Winton (S)	70-74	F	3
Winton (S)	70-74	M	9
Winton (S)	75+	F	3
Winton (S)	75+	M	6
Woorabinda (S)	15-19	F	7
Woorabinda (S)	15-19	M	4
Woorabinda (S)	20-24	F	18
Woorabinda (S)	20-24	M	8
Woorabinda (S)	25-29	F	12
Woorabinda (S)	25-29	M	18
Woorabinda (S)	30-34	F	13
Woorabinda (S)	30-34	M	12
Woorabinda (S)	35-39	F	12
Woorabinda (S)	35-39	M	15
Woorabinda (S)	40-44	F	13
Woorabinda (S)	40-44	M	13
Woorabinda (S)	45-49	F	9
Woorabinda (S)	45-49	M	13
Woorabinda (S)	50-54	F	26
Woorabinda (S)	50-54	M	4
Woorabinda (S)	55-59	F	9
Woorabinda (S)	55-59	M	18
Woorabinda (S)	60-64	F	4
Woorabinda (S)	60-64	M	10
Woorabinda (S)	65-69	F	4
Woorabinda (S)	65-69	M	3
Woorabinda (S)	70-74	M	3
Wujal Wujal (S)	15-19	F	3
Wujal Wujal (S)	20-24	F	3
Wujal Wujal (S)	20-24	M	3
Wujal Wujal (S)	25-29	F	6
Wujal Wujal (S)	30-34	F	5
Wujal Wujal (S)	30-34	M	5
Wujal Wujal (S)	35-39	F	3
Wujal Wujal (S)	35-39	M	10
Wujal Wujal (S)	40-44	F	3
Wujal Wujal (S)	40-44	M	10
Wujal Wujal (S)	45-49	F	5
Wujal Wujal (S)	45-49	M	7
Wujal Wujal (S)	50-54	F	5
Wujal Wujal (S)	50-54	M	8
Wujal Wujal (S)	55-59	F	9
Wujal Wujal (S)	55-59	M	7
Wujal Wujal (S)	60-64	F	3
Wujal Wujal (S)	60-64	M	3
Wujal Wujal (S)	65-69	F	3
Wujal Wujal (S)	70-74	F	3
Yarrabah (S)	15-19	F	3
Yarrabah (S)	15-19	M	4
Yarrabah (S)	20-24	F	29
Yarrabah (S)	20-24	M	16
Yarrabah (S)	25-29	F	28
Yarrabah (S)	25-29	M	26
Yarrabah (S)	30-34	F	23
Yarrabah (S)	30-34	M	28
Yarrabah (S)	35-39	F	24
Yarrabah (S)	35-39	M	22
Yarrabah (S)	40-44	F	29
Yarrabah (S)	40-44	M	21
Yarrabah (S)	45-49	F	41
Yarrabah (S)	45-49	M	16
Yarrabah (S)	50-54	F	29
Yarrabah (S)	50-54	M	26
Yarrabah (S)	55-59	F	17
Yarrabah (S)	55-59	M	27
Yarrabah (S)	60-64	F	9
Yarrabah (S)	60-64	M	8
Yarrabah (S)	65-69	M	3
No usual address (Qld)	15-19	F	893
No usual address (Qld)	15-19	M	3137
No usual address (Qld)	20-24	F	1887
No usual address (Qld)	20-24	M	7220
No usual address (Qld)	25-29	F	2133
No usual address (Qld)	25-29	M	8421
No usual address (Qld)	30-34	F	2348
No usual address (Qld)	30-34	M	8395
No usual address (Qld)	35-39	F	2420
No usual address (Qld)	35-39	M	7746
No usual address (Qld)	40-44	F	2825
No usual address (Qld)	40-44	M	8758
No usual address (Qld)	45-49	F	3075
No usual address (Qld)	45-49	M	8452
No usual address (Qld)	50-54	F	3062
No usual address (Qld)	50-54	M	7768
No usual address (Qld)	55-59	F	2554
No usual address (Qld)	55-59	M	6803
No usual address (Qld)	60-64	F	1774
No usual address (Qld)	60-64	M	4957
No usual address (Qld)	65-69	F	715
No usual address (Qld)	65-69	M	2171
No usual address (Qld)	70-74	F	247
No usual address (Qld)	70-74	M	679
No usual address (Qld)	75+	F	115
No usual address (Qld)	75+	M	299
Migratory - Offshore - Shipping (Qld)	15-19	M	3
Migratory - Offshore - Shipping (Qld)	20-24	F	6
Migratory - Offshore - Shipping (Qld)	20-24	M	10
Migratory - Offshore - Shipping (Qld)	25-29	F	3
Migratory - Offshore - Shipping (Qld)	25-29	M	18
Migratory - Offshore - Shipping (Qld)	30-34	M	21
Migratory - Offshore - Shipping (Qld)	35-39	M	14
Migratory - Offshore - Shipping (Qld)	40-44	F	8
Migratory - Offshore - Shipping (Qld)	40-44	M	30
Migratory - Offshore - Shipping (Qld)	45-49	F	3
Migratory - Offshore - Shipping (Qld)	45-49	M	25
Migratory - Offshore - Shipping (Qld)	50-54	F	3
Migratory - Offshore - Shipping (Qld)	50-54	M	21
Migratory - Offshore - Shipping (Qld)	55-59	M	22
Migratory - Offshore - Shipping (Qld)	60-64	F	3
Migratory - Offshore - Shipping (Qld)	60-64	M	16
Migratory - Offshore - Shipping (Qld)	65-69	M	3
Migratory - Offshore - Shipping (Qld)	70-74	M	4
Adelaide (C)	15-19	F	1733
Adelaide (C)	15-19	M	1106
Adelaide (C)	20-24	F	6201
Adelaide (C)	20-24	M	4330
Adelaide (C)	25-29	F	8204
Adelaide (C)	25-29	M	6185
Adelaide (C)	30-34	F	8696
Adelaide (C)	30-34	M	7077
Adelaide (C)	35-39	F	7799
Adelaide (C)	35-39	M	6931
Adelaide (C)	40-44	F	7219
Adelaide (C)	40-44	M	6199
Adelaide (C)	45-49	F	7311
Adelaide (C)	45-49	M	5909
Adelaide (C)	50-54	F	6829
Adelaide (C)	50-54	M	5284
Adelaide (C)	55-59	F	5748
Adelaide (C)	55-59	M	4690
Adelaide (C)	60-64	F	3604
Adelaide (C)	60-64	M	2987
Adelaide (C)	65-69	F	1223
Adelaide (C)	65-69	M	1317
Adelaide (C)	70-74	F	304
Adelaide (C)	70-74	M	416
Adelaide (C)	75+	F	126
Adelaide (C)	75+	M	198
Adelaide Hills (DC)	15-19	F	363
Adelaide Hills (DC)	15-19	M	308
Adelaide Hills (DC)	20-24	F	446
Adelaide Hills (DC)	20-24	M	532
Adelaide Hills (DC)	25-29	F	286
Adelaide Hills (DC)	25-29	M	430
Adelaide Hills (DC)	30-34	F	330
Adelaide Hills (DC)	30-34	M	438
Adelaide Hills (DC)	35-39	F	391
Adelaide Hills (DC)	35-39	M	416
Adelaide Hills (DC)	40-44	F	537
Adelaide Hills (DC)	40-44	M	451
Adelaide Hills (DC)	45-49	F	588
Adelaide Hills (DC)	45-49	M	543
Adelaide Hills (DC)	50-54	F	552
Adelaide Hills (DC)	50-54	M	527
Adelaide Hills (DC)	55-59	F	528
Adelaide Hills (DC)	55-59	M	518
Adelaide Hills (DC)	60-64	F	382
Adelaide Hills (DC)	60-64	M	450
Adelaide Hills (DC)	65-69	F	211
Adelaide Hills (DC)	65-69	M	284
Adelaide Hills (DC)	70-74	F	92
Adelaide Hills (DC)	70-74	M	141
Adelaide Hills (DC)	75+	F	34
Adelaide Hills (DC)	75+	M	69
Alexandrina (DC)	15-19	F	219
Alexandrina (DC)	15-19	M	168
Alexandrina (DC)	20-24	F	234
Alexandrina (DC)	20-24	M	249
Alexandrina (DC)	25-29	F	221
Alexandrina (DC)	25-29	M	239
Alexandrina (DC)	30-34	F	210
Alexandrina (DC)	30-34	M	284
Alexandrina (DC)	35-39	F	262
Alexandrina (DC)	35-39	M	289
Alexandrina (DC)	40-44	F	365
Alexandrina (DC)	40-44	M	320
Alexandrina (DC)	45-49	F	385
Alexandrina (DC)	45-49	M	332
Alexandrina (DC)	50-54	F	425
Alexandrina (DC)	50-54	M	367
Alexandrina (DC)	55-59	F	411
Alexandrina (DC)	55-59	M	371
Alexandrina (DC)	60-64	F	288
Alexandrina (DC)	60-64	M	336
Alexandrina (DC)	65-69	F	139
Alexandrina (DC)	65-69	M	194
Alexandrina (DC)	70-74	F	49
Alexandrina (DC)	70-74	M	85
Alexandrina (DC)	75+	F	48
Alexandrina (DC)	75+	M	59
Anangu Pitjantjatjara (AC)	15-19	F	3
Anangu Pitjantjatjara (AC)	15-19	M	3
Anangu Pitjantjatjara (AC)	20-24	F	36
Anangu Pitjantjatjara (AC)	20-24	M	33
Anangu Pitjantjatjara (AC)	25-29	F	45
Anangu Pitjantjatjara (AC)	25-29	M	32
Anangu Pitjantjatjara (AC)	30-34	F	33
Anangu Pitjantjatjara (AC)	30-34	M	30
Anangu Pitjantjatjara (AC)	35-39	F	30
Anangu Pitjantjatjara (AC)	35-39	M	35
Anangu Pitjantjatjara (AC)	40-44	F	33
Anangu Pitjantjatjara (AC)	40-44	M	16
Anangu Pitjantjatjara (AC)	45-49	F	43
Anangu Pitjantjatjara (AC)	45-49	M	29
Anangu Pitjantjatjara (AC)	50-54	F	35
Anangu Pitjantjatjara (AC)	50-54	M	25
Anangu Pitjantjatjara (AC)	55-59	F	39
Anangu Pitjantjatjara (AC)	55-59	M	31
Anangu Pitjantjatjara (AC)	60-64	F	31
Anangu Pitjantjatjara (AC)	60-64	M	26
Anangu Pitjantjatjara (AC)	65-69	F	10
Anangu Pitjantjatjara (AC)	65-69	M	10
Anangu Pitjantjatjara (AC)	70-74	F	3
Anangu Pitjantjatjara (AC)	70-74	M	6
Anangu Pitjantjatjara (AC)	75+	F	4
Anangu Pitjantjatjara (AC)	75+	M	3
Barossa (DC)	15-19	F	333
Barossa (DC)	15-19	M	266
Barossa (DC)	20-24	F	386
Barossa (DC)	20-24	M	428
Barossa (DC)	25-29	F	375
Barossa (DC)	25-29	M	399
Barossa (DC)	30-34	F	419
Barossa (DC)	30-34	M	495
Barossa (DC)	35-39	F	426
Barossa (DC)	35-39	M	473
Barossa (DC)	40-44	F	610
Barossa (DC)	40-44	M	537
Barossa (DC)	45-49	F	646
Barossa (DC)	45-49	M	602
Barossa (DC)	50-54	F	641
Barossa (DC)	50-54	M	570
Barossa (DC)	55-59	F	519
Barossa (DC)	55-59	M	578
Barossa (DC)	60-64	F	354
Barossa (DC)	60-64	M	443
Barossa (DC)	65-69	F	146
Barossa (DC)	65-69	M	228
Barossa (DC)	70-74	F	47
Barossa (DC)	70-74	M	82
Barossa (DC)	75+	F	21
Barossa (DC)	75+	M	58
Barunga West (DC)	15-19	F	14
Barunga West (DC)	15-19	M	14
Barunga West (DC)	20-24	F	13
Barunga West (DC)	20-24	M	13
Barunga West (DC)	25-29	F	18
Barunga West (DC)	25-29	M	34
Barunga West (DC)	30-34	F	17
Barunga West (DC)	30-34	M	27
Barunga West (DC)	35-39	F	18
Barunga West (DC)	35-39	M	25
Barunga West (DC)	40-44	F	44
Barunga West (DC)	40-44	M	38
Barunga West (DC)	45-49	F	42
Barunga West (DC)	45-49	M	52
Barunga West (DC)	50-54	F	52
Barunga West (DC)	50-54	M	49
Barunga West (DC)	55-59	F	59
Barunga West (DC)	55-59	M	47
Barunga West (DC)	60-64	F	32
Barunga West (DC)	60-64	M	37
Barunga West (DC)	65-69	F	10
Barunga West (DC)	65-69	M	33
Barunga West (DC)	70-74	F	6
Barunga West (DC)	70-74	M	7
Barunga West (DC)	75+	F	13
Barunga West (DC)	75+	M	6
Berri and Barmera (DC)	15-19	F	119
Berri and Barmera (DC)	15-19	M	103
Berri and Barmera (DC)	20-24	F	184
Berri and Barmera (DC)	20-24	M	161
Berri and Barmera (DC)	25-29	F	174
Berri and Barmera (DC)	25-29	M	189
Berri and Barmera (DC)	30-34	F	220
Berri and Barmera (DC)	30-34	M	171
Berri and Barmera (DC)	35-39	F	238
Berri and Barmera (DC)	35-39	M	185
Berri and Barmera (DC)	40-44	F	269
Berri and Barmera (DC)	40-44	M	212
Berri and Barmera (DC)	45-49	F	293
Berri and Barmera (DC)	45-49	M	251
Berri and Barmera (DC)	50-54	F	295
Berri and Barmera (DC)	50-54	M	236
Berri and Barmera (DC)	55-59	F	292
Berri and Barmera (DC)	55-59	M	254
Berri and Barmera (DC)	60-64	F	207
Berri and Barmera (DC)	60-64	M	216
Berri and Barmera (DC)	65-69	F	74
Berri and Barmera (DC)	65-69	M	106
Berri and Barmera (DC)	70-74	F	15
Berri and Barmera (DC)	70-74	M	36
Berri and Barmera (DC)	75+	F	12
Berri and Barmera (DC)	75+	M	27
Burnside (C)	15-19	F	487
Burnside (C)	15-19	M	314
Burnside (C)	20-24	F	826
Burnside (C)	20-24	M	615
Burnside (C)	25-29	F	983
Burnside (C)	25-29	M	712
Burnside (C)	30-34	F	964
Burnside (C)	30-34	M	773
Burnside (C)	35-39	F	986
Burnside (C)	35-39	M	680
Burnside (C)	40-44	F	1038
Burnside (C)	40-44	M	787
Burnside (C)	45-49	F	1130
Burnside (C)	45-49	M	729
Burnside (C)	50-54	F	1126
Burnside (C)	50-54	M	664
Burnside (C)	55-59	F	1003
Burnside (C)	55-59	M	674
Burnside (C)	60-64	F	659
Burnside (C)	60-64	M	510
Burnside (C)	65-69	F	344
Burnside (C)	65-69	M	334
Burnside (C)	70-74	F	96
Burnside (C)	70-74	M	171
Burnside (C)	75+	F	43
Burnside (C)	75+	M	101
Campbelltown (C) (SA)	15-19	F	316
Campbelltown (C) (SA)	15-19	M	268
Campbelltown (C) (SA)	20-24	F	436
Campbelltown (C) (SA)	20-24	M	434
Campbelltown (C) (SA)	25-29	F	459
Campbelltown (C) (SA)	25-29	M	450
Campbelltown (C) (SA)	30-34	F	469
Campbelltown (C) (SA)	30-34	M	477
Campbelltown (C) (SA)	35-39	F	468
Campbelltown (C) (SA)	35-39	M	412
Campbelltown (C) (SA)	40-44	F	562
Campbelltown (C) (SA)	40-44	M	448
Campbelltown (C) (SA)	45-49	F	616
Campbelltown (C) (SA)	45-49	M	464
Campbelltown (C) (SA)	50-54	F	620
Campbelltown (C) (SA)	50-54	M	462
Campbelltown (C) (SA)	55-59	F	569
Campbelltown (C) (SA)	55-59	M	346
Campbelltown (C) (SA)	60-64	F	401
Campbelltown (C) (SA)	60-64	M	319
Campbelltown (C) (SA)	65-69	F	158
Campbelltown (C) (SA)	65-69	M	159
Campbelltown (C) (SA)	70-74	F	51
Campbelltown (C) (SA)	70-74	M	68
Campbelltown (C) (SA)	75+	F	23
Campbelltown (C) (SA)	75+	M	40
Ceduna (DC)	15-19	F	38
Ceduna (DC)	15-19	M	42
Ceduna (DC)	20-24	F	72
Ceduna (DC)	20-24	M	73
Ceduna (DC)	25-29	F	79
Ceduna (DC)	25-29	M	72
Ceduna (DC)	30-34	F	72
Ceduna (DC)	30-34	M	67
Ceduna (DC)	35-39	F	73
Ceduna (DC)	35-39	M	64
Ceduna (DC)	40-44	F	89
Ceduna (DC)	40-44	M	76
Ceduna (DC)	45-49	F	95
Ceduna (DC)	45-49	M	97
Ceduna (DC)	50-54	F	91
Ceduna (DC)	50-54	M	71
Ceduna (DC)	55-59	F	91
Ceduna (DC)	55-59	M	77
Ceduna (DC)	60-64	F	63
Ceduna (DC)	60-64	M	72
Ceduna (DC)	65-69	F	31
Ceduna (DC)	65-69	M	43
Ceduna (DC)	70-74	F	9
Ceduna (DC)	70-74	M	16
Ceduna (DC)	75+	M	8
Charles Sturt (C)	15-19	F	1184
Charles Sturt (C)	15-19	M	1002
Charles Sturt (C)	20-24	F	1934
Charles Sturt (C)	20-24	M	2093
Charles Sturt (C)	25-29	F	1886
Charles Sturt (C)	25-29	M	2250
Charles Sturt (C)	30-34	F	1908
Charles Sturt (C)	30-34	M	2372
Charles Sturt (C)	35-39	F	1744
Charles Sturt (C)	35-39	M	2157
Charles Sturt (C)	40-44	F	1890
Charles Sturt (C)	40-44	M	2163
Charles Sturt (C)	45-49	F	2286
Charles Sturt (C)	45-49	M	2349
Charles Sturt (C)	50-54	F	2190
Charles Sturt (C)	50-54	M	2159
Charles Sturt (C)	55-59	F	1938
Charles Sturt (C)	55-59	M	1940
Charles Sturt (C)	60-64	F	1285
Charles Sturt (C)	60-64	M	1429
Charles Sturt (C)	65-69	F	470
Charles Sturt (C)	65-69	M	657
Charles Sturt (C)	70-74	F	155
Charles Sturt (C)	70-74	M	248
Charles Sturt (C)	75+	F	53
Charles Sturt (C)	75+	M	134
Clare and Gilbert Valleys (DC)	15-19	F	113
Clare and Gilbert Valleys (DC)	15-19	M	100
Clare and Gilbert Valleys (DC)	20-24	F	140
Clare and Gilbert Valleys (DC)	20-24	M	171
Clare and Gilbert Valleys (DC)	25-29	F	165
Clare and Gilbert Valleys (DC)	25-29	M	183
Clare and Gilbert Valleys (DC)	30-34	F	176
Clare and Gilbert Valleys (DC)	30-34	M	178
Clare and Gilbert Valleys (DC)	35-39	F	174
Clare and Gilbert Valleys (DC)	35-39	M	127
Clare and Gilbert Valleys (DC)	40-44	F	222
Clare and Gilbert Valleys (DC)	40-44	M	176
Clare and Gilbert Valleys (DC)	45-49	F	264
Clare and Gilbert Valleys (DC)	45-49	M	212
Clare and Gilbert Valleys (DC)	50-54	F	241
Clare and Gilbert Valleys (DC)	50-54	M	237
Clare and Gilbert Valleys (DC)	55-59	F	241
Clare and Gilbert Valleys (DC)	55-59	M	232
Clare and Gilbert Valleys (DC)	60-64	F	182
Clare and Gilbert Valleys (DC)	60-64	M	219
Clare and Gilbert Valleys (DC)	65-69	F	97
Clare and Gilbert Valleys (DC)	65-69	M	96
Clare and Gilbert Valleys (DC)	70-74	F	32
Clare and Gilbert Valleys (DC)	70-74	M	64
Clare and Gilbert Valleys (DC)	75+	F	22
Clare and Gilbert Valleys (DC)	75+	M	41
Cleve (DC)	15-19	F	11
Cleve (DC)	15-19	M	15
Cleve (DC)	20-24	F	18
Cleve (DC)	20-24	M	36
Cleve (DC)	25-29	F	25
