LGA_NAME16	Age	workers
Wandering (S)	75+	13
Wanneroo (C)	15-19	3344
Wanneroo (C)	20-24	4575
Wanneroo (C)	25-29	4858
Wanneroo (C)	30-34	4948
Wanneroo (C)	35-39	4582
Wanneroo (C)	40-44	4929
Wanneroo (C)	45-49	5119
Wanneroo (C)	50-54	4419
Wanneroo (C)	55-59	3405
Wanneroo (C)	60-64	2323
Wanneroo (C)	65-69	1024
Wanneroo (C)	70-74	326
Wanneroo (C)	75+	140
Waroona (S)	15-19	75
Waroona (S)	20-24	128
Waroona (S)	25-29	150
Waroona (S)	30-34	186
Waroona (S)	35-39	190
Waroona (S)	40-44	280
Waroona (S)	45-49	289
Waroona (S)	50-54	313
Waroona (S)	55-59	287
Waroona (S)	60-64	171
Waroona (S)	65-69	74
Waroona (S)	70-74	24
Waroona (S)	75+	22
West Arthur (S)	15-19	14
West Arthur (S)	20-24	18
West Arthur (S)	25-29	17
West Arthur (S)	30-34	31
West Arthur (S)	35-39	28
West Arthur (S)	40-44	30
West Arthur (S)	45-49	48
West Arthur (S)	50-54	48
West Arthur (S)	55-59	59
West Arthur (S)	60-64	39
West Arthur (S)	65-69	22
West Arthur (S)	70-74	18
West Arthur (S)	75+	24
Westonia (S)	20-24	17
Westonia (S)	25-29	26
Westonia (S)	30-34	37
Westonia (S)	35-39	35
Westonia (S)	40-44	36
Westonia (S)	45-49	26
Westonia (S)	50-54	35
Westonia (S)	55-59	28
Westonia (S)	60-64	19
Westonia (S)	65-69	10
Westonia (S)	70-74	9
Westonia (S)	75+	6
Wickepin (S)	15-19	8
Wickepin (S)	20-24	8
Wickepin (S)	25-29	19
Wickepin (S)	30-34	28
Wickepin (S)	35-39	31
Wickepin (S)	40-44	27
Wickepin (S)	45-49	26
Wickepin (S)	50-54	47
Wickepin (S)	55-59	37
Wickepin (S)	60-64	27
Wickepin (S)	65-69	21
Wickepin (S)	70-74	12
Wickepin (S)	75+	9
Williams (S)	15-19	20
Williams (S)	20-24	33
Williams (S)	25-29	22
Williams (S)	30-34	50
Williams (S)	35-39	33
Williams (S)	40-44	41
Williams (S)	45-49	46
Williams (S)	50-54	40
Williams (S)	55-59	60
Williams (S)	60-64	42
Williams (S)	65-69	28
Williams (S)	70-74	24
Williams (S)	75+	15
Wiluna (S)	15-19	18
Wiluna (S)	20-24	71
Wiluna (S)	25-29	187
Wiluna (S)	30-34	187
Wiluna (S)	35-39	158
Wiluna (S)	40-44	122
Wiluna (S)	45-49	123
Wiluna (S)	50-54	103
Wiluna (S)	55-59	106
Wiluna (S)	60-64	52
Wiluna (S)	65-69	25
Wiluna (S)	70-74	4
Wongan-Ballidu (S)	15-19	25
Wongan-Ballidu (S)	20-24	49
Wongan-Ballidu (S)	25-29	46
Wongan-Ballidu (S)	30-34	79
Wongan-Ballidu (S)	35-39	61
Wongan-Ballidu (S)	40-44	65
Wongan-Ballidu (S)	45-49	66
Wongan-Ballidu (S)	50-54	77
Wongan-Ballidu (S)	55-59	72
Wongan-Ballidu (S)	60-64	80
Wongan-Ballidu (S)	65-69	38
Wongan-Ballidu (S)	70-74	13
Wongan-Ballidu (S)	75+	12
Woodanilling (S)	15-19	6
Woodanilling (S)	20-24	14
Woodanilling (S)	25-29	24
Woodanilling (S)	30-34	4
Woodanilling (S)	35-39	23
Woodanilling (S)	40-44	11
Woodanilling (S)	45-49	22
Woodanilling (S)	50-54	24
Woodanilling (S)	55-59	33
Woodanilling (S)	60-64	12
Woodanilling (S)	65-69	7
Woodanilling (S)	70-74	4
Woodanilling (S)	75+	6
Wyalkatchem (S)	15-19	10
Wyalkatchem (S)	20-24	13
Wyalkatchem (S)	25-29	21
Wyalkatchem (S)	30-34	14
Wyalkatchem (S)	35-39	16
Wyalkatchem (S)	40-44	21
Wyalkatchem (S)	45-49	24
Wyalkatchem (S)	50-54	25
Wyalkatchem (S)	55-59	22
Wyalkatchem (S)	60-64	23
Wyalkatchem (S)	65-69	9
Wyalkatchem (S)	70-74	10
Wyalkatchem (S)	75+	10
Wyndham-East Kimberley (S)	15-19	142
Wyndham-East Kimberley (S)	20-24	315
Wyndham-East Kimberley (S)	25-29	441
Wyndham-East Kimberley (S)	30-34	466
Wyndham-East Kimberley (S)	35-39	386
Wyndham-East Kimberley (S)	40-44	390
Wyndham-East Kimberley (S)	45-49	399
Wyndham-East Kimberley (S)	50-54	393
Wyndham-East Kimberley (S)	55-59	364
Wyndham-East Kimberley (S)	60-64	255
Wyndham-East Kimberley (S)	65-69	89
Wyndham-East Kimberley (S)	70-74	37
Wyndham-East Kimberley (S)	75+	15
Yalgoo (S)	15-19	7
Yalgoo (S)	20-24	42
Yalgoo (S)	25-29	100
Yalgoo (S)	30-34	98
Yalgoo (S)	35-39	72
Yalgoo (S)	40-44	104
Yalgoo (S)	45-49	97
Yalgoo (S)	50-54	84
Yalgoo (S)	55-59	56
Yalgoo (S)	60-64	37
Yalgoo (S)	65-69	16
Yalgoo (S)	70-74	8
Yalgoo (S)	75+	4
Yilgarn (S)	15-19	18
Yilgarn (S)	20-24	64
Yilgarn (S)	25-29	138
Yilgarn (S)	30-34	155
Yilgarn (S)	35-39	138
Yilgarn (S)	40-44	130
Yilgarn (S)	45-49	178
Yilgarn (S)	50-54	182
Yilgarn (S)	55-59	144
Yilgarn (S)	60-64	78
Yilgarn (S)	65-69	47
Yilgarn (S)	70-74	12
Yilgarn (S)	75+	13
York (S)	15-19	56
York (S)	20-24	73
York (S)	25-29	50
York (S)	30-34	92
York (S)	35-39	95
York (S)	40-44	81
York (S)	45-49	114
York (S)	50-54	121
York (S)	55-59	132
York (S)	60-64	101
York (S)	65-69	71
York (S)	70-74	30
York (S)	75+	14
No usual address (WA)	15-19	2008
No usual address (WA)	20-24	5176
No usual address (WA)	25-29	6570
No usual address (WA)	30-34	6450
No usual address (WA)	35-39	5751
No usual address (WA)	40-44	5924
No usual address (WA)	45-49	6135
No usual address (WA)	50-54	5820
No usual address (WA)	55-59	4818
No usual address (WA)	60-64	3476
No usual address (WA)	65-69	1547
No usual address (WA)	70-74	474
No usual address (WA)	75+	229
Migratory - Offshore - Shipping (WA)	15-19	12
Migratory - Offshore - Shipping (WA)	20-24	42
Migratory - Offshore - Shipping (WA)	25-29	155
Migratory - Offshore - Shipping (WA)	30-34	244
Migratory - Offshore - Shipping (WA)	35-39	223
Migratory - Offshore - Shipping (WA)	40-44	229
Migratory - Offshore - Shipping (WA)	45-49	216
Migratory - Offshore - Shipping (WA)	50-54	230
Migratory - Offshore - Shipping (WA)	55-59	154
Migratory - Offshore - Shipping (WA)	60-64	62
Migratory - Offshore - Shipping (WA)	65-69	17
Migratory - Offshore - Shipping (WA)	70-74	3
Migratory - Offshore - Shipping (WA)	75+	4
Break O'Day (M)	15-19	96
Break O'Day (M)	20-24	99
Break O'Day (M)	25-29	93
Break O'Day (M)	30-34	129
Break O'Day (M)	35-39	139
Break O'Day (M)	40-44	159
Break O'Day (M)	45-49	194
Break O'Day (M)	50-54	225
Break O'Day (M)	55-59	255
Break O'Day (M)	60-64	185
Break O'Day (M)	65-69	74
Break O'Day (M)	70-74	36
Break O'Day (M)	75+	17
Brighton (M)	15-19	184
Brighton (M)	20-24	232
Brighton (M)	25-29	294
Brighton (M)	30-34	305
Brighton (M)	35-39	272
Brighton (M)	40-44	324
Brighton (M)	45-49	323
Brighton (M)	50-54	305
Brighton (M)	55-59	291
Brighton (M)	60-64	177
Brighton (M)	65-69	70
Brighton (M)	70-74	23
Brighton (M)	75+	14
Burnie (C)	15-19	713
Burnie (C)	20-24	902
Burnie (C)	25-29	876
Burnie (C)	30-34	965
Burnie (C)	35-39	961
Burnie (C)	40-44	1067
Burnie (C)	45-49	1281
Burnie (C)	50-54	1327
Burnie (C)	55-59	1108
Burnie (C)	60-64	723
Burnie (C)	65-69	243
Burnie (C)	70-74	83
Burnie (C)	75+	43
Central Coast (M) (Tas.)	15-19	393
Central Coast (M) (Tas.)	20-24	471
Central Coast (M) (Tas.)	25-29	447
Central Coast (M) (Tas.)	30-34	425
Central Coast (M) (Tas.)	35-39	476
Central Coast (M) (Tas.)	40-44	601
Central Coast (M) (Tas.)	45-49	698
Central Coast (M) (Tas.)	50-54	741
Central Coast (M) (Tas.)	55-59	720
Central Coast (M) (Tas.)	60-64	447
Central Coast (M) (Tas.)	65-69	175
Central Coast (M) (Tas.)	70-74	69
Central Coast (M) (Tas.)	75+	50
Central Highlands (M) (Tas.)	15-19	22
Central Highlands (M) (Tas.)	20-24	49
Central Highlands (M) (Tas.)	25-29	54
Central Highlands (M) (Tas.)	30-34	47
Central Highlands (M) (Tas.)	35-39	56
Central Highlands (M) (Tas.)	40-44	64
Central Highlands (M) (Tas.)	45-49	70
Central Highlands (M) (Tas.)	50-54	74
Central Highlands (M) (Tas.)	55-59	77
Central Highlands (M) (Tas.)	60-64	67
Central Highlands (M) (Tas.)	65-69	36
Central Highlands (M) (Tas.)	70-74	26
Central Highlands (M) (Tas.)	75+	14
Circular Head (M)	15-19	229
Circular Head (M)	20-24	354
Circular Head (M)	25-29	288
Circular Head (M)	30-34	361
Circular Head (M)	35-39	303
Circular Head (M)	40-44	371
Circular Head (M)	45-49	401
Circular Head (M)	50-54	424
Circular Head (M)	55-59	413
Circular Head (M)	60-64	273
Circular Head (M)	65-69	116
Circular Head (M)	70-74	46
Circular Head (M)	75+	39
Clarence (C)	15-19	1067
Clarence (C)	20-24	1398
Clarence (C)	25-29	1452
Clarence (C)	30-34	1437
Clarence (C)	35-39	1459
Clarence (C)	40-44	1637
Clarence (C)	45-49	1724
Clarence (C)	50-54	1790
Clarence (C)	55-59	1682
Clarence (C)	60-64	1064
Clarence (C)	65-69	464
Clarence (C)	70-74	157
Clarence (C)	75+	82
Derwent Valley (M)	15-19	113
Derwent Valley (M)	20-24	156
Derwent Valley (M)	25-29	158
Derwent Valley (M)	30-34	177
Derwent Valley (M)	35-39	204
Derwent Valley (M)	40-44	248
Derwent Valley (M)	45-49	300
Derwent Valley (M)	50-54	304
Derwent Valley (M)	55-59	303
Derwent Valley (M)	60-64	213
Derwent Valley (M)	65-69	88
Derwent Valley (M)	70-74	33
Derwent Valley (M)	75+	27
Devonport (C)	15-19	832
Devonport (C)	20-24	1031
Devonport (C)	25-29	1050
Devonport (C)	30-34	1033
Devonport (C)	35-39	1093
Devonport (C)	40-44	1261
Devonport (C)	45-49	1438
Devonport (C)	50-54	1359
Devonport (C)	55-59	1205
Devonport (C)	60-64	805
Devonport (C)	65-69	323
Devonport (C)	70-74	102
Devonport (C)	75+	59
Dorset (M)	15-19	98
Dorset (M)	20-24	189
Dorset (M)	25-29	153
Dorset (M)	30-34	200
Dorset (M)	35-39	173
Dorset (M)	40-44	219
Dorset (M)	45-49	240
Dorset (M)	50-54	280
Dorset (M)	55-59	321
Dorset (M)	60-64	202
Dorset (M)	65-69	98
Dorset (M)	70-74	38
Dorset (M)	75+	29
Flinders (M) (Tas.)	15-19	5
Flinders (M) (Tas.)	20-24	20
Flinders (M) (Tas.)	25-29	19
Flinders (M) (Tas.)	30-34	29
Flinders (M) (Tas.)	35-39	35
Flinders (M) (Tas.)	40-44	35
Flinders (M) (Tas.)	45-49	27
Flinders (M) (Tas.)	50-54	61
Flinders (M) (Tas.)	55-59	53
Flinders (M) (Tas.)	60-64	65
Flinders (M) (Tas.)	65-69	30
Flinders (M) (Tas.)	70-74	21
Flinders (M) (Tas.)	75+	9
George Town (M)	15-19	72
George Town (M)	20-24	150
George Town (M)	25-29	199
George Town (M)	30-34	228
George Town (M)	35-39	232
George Town (M)	40-44	270
George Town (M)	45-49	341
George Town (M)	50-54	349
George Town (M)	55-59	319
George Town (M)	60-64	200
George Town (M)	65-69	61
George Town (M)	70-74	33
George Town (M)	75+	19
Glamorgan/Spring Bay (M)	15-19	66
Glamorgan/Spring Bay (M)	20-24	80
Glamorgan/Spring Bay (M)	25-29	82
Glamorgan/Spring Bay (M)	30-34	130
Glamorgan/Spring Bay (M)	35-39	114
Glamorgan/Spring Bay (M)	40-44	149
Glamorgan/Spring Bay (M)	45-49	177
Glamorgan/Spring Bay (M)	50-54	183
Glamorgan/Spring Bay (M)	55-59	183
Glamorgan/Spring Bay (M)	60-64	168
Glamorgan/Spring Bay (M)	65-69	75
Glamorgan/Spring Bay (M)	70-74	39
Glamorgan/Spring Bay (M)	75+	24
Glenorchy (C)	15-19	1007
Glenorchy (C)	20-24	1616
Glenorchy (C)	25-29	1776
Glenorchy (C)	30-34	1947
Glenorchy (C)	35-39	1960
Glenorchy (C)	40-44	2059
Glenorchy (C)	45-49	2136
Glenorchy (C)	50-54	2210
Glenorchy (C)	55-59	2055
Glenorchy (C)	60-64	1243
Glenorchy (C)	65-69	481
Glenorchy (C)	70-74	152
Glenorchy (C)	75+	79
Hobart (C)	15-19	2019
Hobart (C)	20-24	4542
Hobart (C)	25-29	5226
Hobart (C)	30-34	5625
Hobart (C)	35-39	5228
Hobart (C)	40-44	5809
Hobart (C)	45-49	5921
Hobart (C)	50-54	5686
Hobart (C)	55-59	5016
Hobart (C)	60-64	3210
Hobart (C)	65-69	1333
Hobart (C)	70-74	381
Hobart (C)	75+	195
Huon Valley (M)	15-19	226
Huon Valley (M)	20-24	288
Huon Valley (M)	25-29	331
Huon Valley (M)	30-34	351
Huon Valley (M)	35-39	421
Huon Valley (M)	40-44	461
Huon Valley (M)	45-49	510
Huon Valley (M)	50-54	487
Huon Valley (M)	55-59	533
Huon Valley (M)	60-64	351
Huon Valley (M)	65-69	184
Huon Valley (M)	70-74	71
Huon Valley (M)	75+	42
Kentish (M)	15-19	85
Kentish (M)	20-24	80
Kentish (M)	25-29	91
Kentish (M)	30-34	91
Kentish (M)	35-39	98
Kentish (M)	40-44	141
Kentish (M)	45-49	162
Kentish (M)	50-54	172
Kentish (M)	55-59	185
Kentish (M)	60-64	117
Kentish (M)	65-69	63
Kentish (M)	70-74	26
Kentish (M)	75+	28
King Island (M)	15-19	16
King Island (M)	20-24	52
King Island (M)	25-29	63
King Island (M)	30-34	94
King Island (M)	35-39	68
King Island (M)	40-44	59
King Island (M)	45-49	78
King Island (M)	50-54	102
King Island (M)	55-59	79
King Island (M)	60-64	86
King Island (M)	65-69	41
King Island (M)	70-74	6
King Island (M)	75+	19
Kingborough (M)	15-19	685
Kingborough (M)	20-24	750
Kingborough (M)	25-29	735
Kingborough (M)	30-34	806
Kingborough (M)	35-39	801
Kingborough (M)	40-44	917
Kingborough (M)	45-49	934
Kingborough (M)	50-54	870
Kingborough (M)	55-59	914
Kingborough (M)	60-64	608
Kingborough (M)	65-69	279
Kingborough (M)	70-74	110
Kingborough (M)	75+	54
Latrobe (M) (Tas.)	15-19	199
Latrobe (M) (Tas.)	20-24	236
Latrobe (M) (Tas.)	25-29	257
Latrobe (M) (Tas.)	30-34	296
Latrobe (M) (Tas.)	35-39	307
Latrobe (M) (Tas.)	40-44	350
Latrobe (M) (Tas.)	45-49	401
Latrobe (M) (Tas.)	50-54	420
Latrobe (M) (Tas.)	55-59	385
Latrobe (M) (Tas.)	60-64	277
Latrobe (M) (Tas.)	65-69	122
Latrobe (M) (Tas.)	70-74	62
Latrobe (M) (Tas.)	75+	28
Launceston (C)	15-19	2099
Launceston (C)	20-24	3421
Launceston (C)	25-29	3201
Launceston (C)	30-34	3241
Launceston (C)	35-39	3218
Launceston (C)	40-44	3715
Launceston (C)	45-49	4090
Launceston (C)	50-54	3919
Launceston (C)	55-59	3604
Launceston (C)	60-64	2387
Launceston (C)	65-69	942
Launceston (C)	70-74	291
Launceston (C)	75+	153
Meander Valley (M)	15-19	306
Meander Valley (M)	20-24	417
Meander Valley (M)	25-29	426
Meander Valley (M)	30-34	464
Meander Valley (M)	35-39	507
Meander Valley (M)	40-44	552
Meander Valley (M)	45-49	690
Meander Valley (M)	50-54	651
Meander Valley (M)	55-59	634
Meander Valley (M)	60-64	480
Meander Valley (M)	65-69	222
Meander Valley (M)	70-74	92
Meander Valley (M)	75+	60
Northern Midlands (M)	15-19	225
Northern Midlands (M)	20-24	437
Northern Midlands (M)	25-29	402
Northern Midlands (M)	30-34	436
Northern Midlands (M)	35-39	404
Northern Midlands (M)	40-44	510
Northern Midlands (M)	45-49	554
Northern Midlands (M)	50-54	567
Northern Midlands (M)	55-59	537
Northern Midlands (M)	60-64	384
Northern Midlands (M)	65-69	184
Northern Midlands (M)	70-74	72
Northern Midlands (M)	75+	62
Sorell (M)	15-19	213
Sorell (M)	20-24	183
Sorell (M)	25-29	205
Sorell (M)	30-34	224
Sorell (M)	35-39	215
Sorell (M)	40-44	247
Sorell (M)	45-49	268
Sorell (M)	50-54	295
Sorell (M)	55-59	321
Sorell (M)	60-64	188
Sorell (M)	65-69	95
Sorell (M)	70-74	40
Sorell (M)	75+	24
Southern Midlands (M)	15-19	44
Southern Midlands (M)	20-24	46
Southern Midlands (M)	25-29	66
Southern Midlands (M)	30-34	95
Southern Midlands (M)	35-39	91
Southern Midlands (M)	40-44	92
Southern Midlands (M)	45-49	137
Southern Midlands (M)	50-54	138
Southern Midlands (M)	55-59	137
Southern Midlands (M)	60-64	127
Southern Midlands (M)	65-69	63
Southern Midlands (M)	70-74	40
Southern Midlands (M)	75+	20
Tasman (M)	15-19	33
Tasman (M)	20-24	45
Tasman (M)	25-29	39
Tasman (M)	30-34	50
Tasman (M)	35-39	45
Tasman (M)	40-44	82
Tasman (M)	45-49	64
Tasman (M)	50-54	94
Tasman (M)	55-59	97
Tasman (M)	60-64	80
Tasman (M)	65-69	40
Tasman (M)	70-74	17
Tasman (M)	75+	10
Waratah/Wynyard (M)	15-19	231
Waratah/Wynyard (M)	20-24	330
Waratah/Wynyard (M)	25-29	302
Waratah/Wynyard (M)	30-34	350
Waratah/Wynyard (M)	35-39	325
Waratah/Wynyard (M)	40-44	395
Waratah/Wynyard (M)	45-49	440
Waratah/Wynyard (M)	50-54	491
Waratah/Wynyard (M)	55-59	447
Waratah/Wynyard (M)	60-64	318
Waratah/Wynyard (M)	65-69	108
Waratah/Wynyard (M)	70-74	48
Waratah/Wynyard (M)	75+	28
West Coast (M)	15-19	60
West Coast (M)	20-24	164
West Coast (M)	25-29	193
West Coast (M)	30-34	196
West Coast (M)	35-39	171
West Coast (M)	40-44	202
West Coast (M)	45-49	259
West Coast (M)	50-54	241
West Coast (M)	55-59	229
West Coast (M)	60-64	129
West Coast (M)	65-69	47
West Coast (M)	70-74	16
West Coast (M)	75+	9
West Tamar (M)	15-19	265
West Tamar (M)	20-24	292
West Tamar (M)	25-29	284
West Tamar (M)	30-34	267
West Tamar (M)	35-39	274
West Tamar (M)	40-44	372
West Tamar (M)	45-49	450
West Tamar (M)	50-54	454
West Tamar (M)	55-59	468
West Tamar (M)	60-64	366
West Tamar (M)	65-69	169
West Tamar (M)	70-74	71
West Tamar (M)	75+	31
No usual address (Tas.)	15-19	314
No usual address (Tas.)	20-24	712
No usual address (Tas.)	25-29	882
No usual address (Tas.)	30-34	957
No usual address (Tas.)	35-39	836
No usual address (Tas.)	40-44	948
No usual address (Tas.)	45-49	1126
No usual address (Tas.)	50-54	1099
No usual address (Tas.)	55-59	1050
No usual address (Tas.)	60-64	790
No usual address (Tas.)	65-69	278
No usual address (Tas.)	70-74	85
No usual address (Tas.)	75+	54
Migratory - Offshore - Shipping (Tas.)	25-29	4
Migratory - Offshore - Shipping (Tas.)	30-34	4
Migratory - Offshore - Shipping (Tas.)	35-39	5
Migratory - Offshore - Shipping (Tas.)	40-44	7
Migratory - Offshore - Shipping (Tas.)	45-49	5
Migratory - Offshore - Shipping (Tas.)	50-54	5
Migratory - Offshore - Shipping (Tas.)	55-59	5
Migratory - Offshore - Shipping (Tas.)	60-64	4
Alice Springs (T)	15-19	627
Alice Springs (T)	20-24	897
Alice Springs (T)	25-29	1422
Alice Springs (T)	30-34	1447
Alice Springs (T)	35-39	1229
Alice Springs (T)	40-44	1205
Alice Springs (T)	45-49	1269
Alice Springs (T)	50-54	1272
Alice Springs (T)	55-59	1163
Alice Springs (T)	60-64	848
Alice Springs (T)	65-69	354
Alice Springs (T)	70-74	113
Alice Springs (T)	75+	39
Barkly (R)	15-19	117
Barkly (R)	20-24	226
Barkly (R)	25-29	262
Barkly (R)	30-34	253
Barkly (R)	35-39	192
Barkly (R)	40-44	196
Barkly (R)	45-49	203
Barkly (R)	50-54	201
Barkly (R)	55-59	190
Barkly (R)	60-64	155
Barkly (R)	65-69	66
Barkly (R)	70-74	19
Barkly (R)	75+	9
Belyuen (S)	20-24	4
Belyuen (S)	35-39	7
Belyuen (S)	40-44	4
Belyuen (S)	45-49	3
Belyuen (S)	50-54	3
Belyuen (S)	55-59	3
Central Desert (R)	15-19	24
Central Desert (R)	20-24	97
Central Desert (R)	25-29	175
Central Desert (R)	30-34	186
Central Desert (R)	35-39	154
Central Desert (R)	40-44	168
Central Desert (R)	45-49	179
Central Desert (R)	50-54	150
Central Desert (R)	55-59	116
Central Desert (R)	60-64	86
Central Desert (R)	65-69	30
Central Desert (R)	70-74	5
Central Desert (R)	75+	3
Coomalie (S)	15-19	23
Coomalie (S)	20-24	46
Coomalie (S)	25-29	47
Coomalie (S)	30-34	55
Coomalie (S)	35-39	39
Coomalie (S)	40-44	53
Coomalie (S)	45-49	64
Coomalie (S)	50-54	81
Coomalie (S)	55-59	74
Coomalie (S)	60-64	50
Coomalie (S)	65-69	28
Coomalie (S)	70-74	6
Coomalie (S)	75+	3
Darwin (C)	15-19	1973
Darwin (C)	20-24	4060
Darwin (C)	25-29	6095
Darwin (C)	30-34	6190
Darwin (C)	35-39	5476
Darwin (C)	40-44	4993
Darwin (C)	45-49	4996
Darwin (C)	50-54	4363
Darwin (C)	55-59	3726
Darwin (C)	60-64	2506
Darwin (C)	65-69	1129
Darwin (C)	70-74	333
Darwin (C)	75+	135
East Arnhem (R)	15-19	57
East Arnhem (R)	20-24	160
East Arnhem (R)	25-29	258
East Arnhem (R)	30-34	351
East Arnhem (R)	35-39	317
East Arnhem (R)	40-44	337
East Arnhem (R)	45-49	311
East Arnhem (R)	50-54	317
East Arnhem (R)	55-59	257
East Arnhem (R)	60-64	153
East Arnhem (R)	65-69	53
East Arnhem (R)	70-74	19
East Arnhem (R)	75+	10
Katherine (T)	15-19	204
Katherine (T)	20-24	398
Katherine (T)	25-29	614
Katherine (T)	30-34	567
Katherine (T)	35-39	430
Katherine (T)	40-44	415
Katherine (T)	45-49	464
Katherine (T)	50-54	431
Katherine (T)	55-59	367
Katherine (T)	60-64	264
Katherine (T)	65-69	142
Katherine (T)	70-74	53
Katherine (T)	75+	22
Litchfield (M)	15-19	476
Litchfield (M)	20-24	1549
Litchfield (M)	25-29	2219
Litchfield (M)	30-34	2285
Litchfield (M)	35-39	1886
Litchfield (M)	40-44	1747
Litchfield (M)	45-49	1664
Litchfield (M)	50-54	1508
Litchfield (M)	55-59	1156
Litchfield (M)	60-64	717
Litchfield (M)	65-69	285
Litchfield (M)	70-74	72
Litchfield (M)	75+	41
MacDonnell (R)	15-19	40
MacDonnell (R)	20-24	126
MacDonnell (R)	25-29	246
MacDonnell (R)	30-34	270
MacDonnell (R)	35-39	248
MacDonnell (R)	40-44	224
MacDonnell (R)	45-49	271
MacDonnell (R)	50-54	237
MacDonnell (R)	55-59	223
MacDonnell (R)	60-64	155
MacDonnell (R)	65-69	74
MacDonnell (R)	70-74	21
MacDonnell (R)	75+	11
Palmerston (C)	15-19	604
Palmerston (C)	20-24	747
Palmerston (C)	25-29	875
Palmerston (C)	30-34	973
Palmerston (C)	35-39	872
Palmerston (C)	40-44	881
Palmerston (C)	45-49	779
Palmerston (C)	50-54	654
Palmerston (C)	55-59	523
Palmerston (C)	60-64	308
Palmerston (C)	65-69	133
Palmerston (C)	70-74	43
Palmerston (C)	75+	19
Roper Gulf (R)	15-19	56
Roper Gulf (R)	20-24	168
Roper Gulf (R)	25-29	247
Roper Gulf (R)	30-34	217
Roper Gulf (R)	35-39	196
Roper Gulf (R)	40-44	171
Roper Gulf (R)	45-49	187
Roper Gulf (R)	50-54	201
Roper Gulf (R)	55-59	179
Roper Gulf (R)	60-64	84
Roper Gulf (R)	65-69	47
Roper Gulf (R)	70-74	17
Roper Gulf (R)	75+	9
Tiwi Islands (R)	15-19	5
Tiwi Islands (R)	20-24	45
Tiwi Islands (R)	25-29	75
Tiwi Islands (R)	30-34	78
Tiwi Islands (R)	35-39	58
Tiwi Islands (R)	40-44	68
Tiwi Islands (R)	45-49	64
Tiwi Islands (R)	50-54	56
Tiwi Islands (R)	55-59	57
Tiwi Islands (R)	60-64	38
Tiwi Islands (R)	65-69	13
Tiwi Islands (R)	70-74	3
Tiwi Islands (R)	75+	5
Victoria Daly (R)	15-19	48
Victoria Daly (R)	20-24	84
Victoria Daly (R)	25-29	90
Victoria Daly (R)	30-34	85
Victoria Daly (R)	35-39	67
Victoria Daly (R)	40-44	66
Victoria Daly (R)	45-49	76
Victoria Daly (R)	50-54	84
Victoria Daly (R)	55-59	79
Victoria Daly (R)	60-64	52
Victoria Daly (R)	65-69	26
Victoria Daly (R)	70-74	12
Victoria Daly (R)	75+	9
Wagait (S)	30-34	4
Wagait (S)	35-39	3
Wagait (S)	40-44	7
Wagait (S)	45-49	8
Wagait (S)	50-54	13
Wagait (S)	55-59	3
Wagait (S)	60-64	4
Wagait (S)	65-69	4
West Arnhem (R)	15-19	62
West Arnhem (R)	20-24	157
West Arnhem (R)	25-29	215
West Arnhem (R)	30-34	229
West Arnhem (R)	35-39	195
West Arnhem (R)	40-44	217
West Arnhem (R)	45-49	210
West Arnhem (R)	50-54	193
West Arnhem (R)	55-59	162
West Arnhem (R)	60-64	97
West Arnhem (R)	65-69	34
West Arnhem (R)	70-74	6
West Arnhem (R)	75+	8
West Daly (R)	15-19	10
West Daly (R)	20-24	45
West Daly (R)	25-29	67
West Daly (R)	30-34	90
West Daly (R)	35-39	66
West Daly (R)	40-44	60
West Daly (R)	45-49	60
West Daly (R)	50-54	57
West Daly (R)	55-59	43
West Daly (R)	60-64	40
West Daly (R)	65-69	14
Unincorporated NT	15-19	206
Unincorporated NT	20-24	554
Unincorporated NT	25-29	857
Unincorporated NT	30-34	861
Unincorporated NT	35-39	743
Unincorporated NT	40-44	771
Unincorporated NT	45-49	709
Unincorporated NT	50-54	662
Unincorporated NT	55-59	531
Unincorporated NT	60-64	318
Unincorporated NT	65-69	134
Unincorporated NT	70-74	37
Unincorporated NT	75+	13
No usual address (NT)	15-19	110
No usual address (NT)	20-24	266
No usual address (NT)	25-29	516
No usual address (NT)	30-34	495
No usual address (NT)	35-39	427
No usual address (NT)	40-44	413
No usual address (NT)	45-49	389
No usual address (NT)	50-54	372
No usual address (NT)	55-59	324
No usual address (NT)	60-64	221
No usual address (NT)	65-69	98
No usual address (NT)	70-74	29
No usual address (NT)	75+	20
Migratory - Offshore - Shipping (NT)	20-24	3
Migratory - Offshore - Shipping (NT)	25-29	4
Migratory - Offshore - Shipping (NT)	30-34	21
Migratory - Offshore - Shipping (NT)	35-39	4
Migratory - Offshore - Shipping (NT)	40-44	13
Migratory - Offshore - Shipping (NT)	45-49	9
Migratory - Offshore - Shipping (NT)	50-54	15
Migratory - Offshore - Shipping (NT)	55-59	13
Migratory - Offshore - Shipping (NT)	60-64	3
Migratory - Offshore - Shipping (NT)	65-69	3
Unincorporated ACT	15-19	11188
Unincorporated ACT	20-24	21565
Unincorporated ACT	25-29	26283
Unincorporated ACT	30-34	28594
Unincorporated ACT	35-39	26365
Unincorporated ACT	40-44	25586
Unincorporated ACT	45-49	24759
Unincorporated ACT	50-54	22031
Unincorporated ACT	55-59	17153
Unincorporated ACT	60-64	10337
Unincorporated ACT	65-69	4678
Unincorporated ACT	70-74	1437
Unincorporated ACT	75+	665
