LGA_NAME16	IncomeTotPersonal.max	Sex	workers
Shellharbour (C)	0	F	85
Shellharbour (C)	0	M	57
Shellharbour (C)	Inf	F	76
Shellharbour (C)	Inf	M	206
Shoalhaven (C)		F	896
Shoalhaven (C)		F	1088
Shoalhaven (C)		F	1230
Shoalhaven (C)		F	1551
Shoalhaven (C)		F	2374
Shoalhaven (C)		F	2408
Shoalhaven (C)		F	2083
Shoalhaven (C)		F	1767
Shoalhaven (C)		F	1040
Shoalhaven (C)		F	855
Shoalhaven (C)		F	562
Shoalhaven (C)		F	510
Shoalhaven (C)		F	272
Shoalhaven (C)		M	538
Shoalhaven (C)		M	510
Shoalhaven (C)		M	662
Shoalhaven (C)		M	874
Shoalhaven (C)		M	1452
Shoalhaven (C)		M	1886
Shoalhaven (C)		M	2266
Shoalhaven (C)		M	2294
Shoalhaven (C)		M	1621
Shoalhaven (C)		M	1357
Shoalhaven (C)		M	1053
Shoalhaven (C)		M	1265
Shoalhaven (C)		M	299
Shoalhaven (C)	0	F	132
Shoalhaven (C)	0	M	93
Shoalhaven (C)	Inf	F	171
Shoalhaven (C)	Inf	M	571
Singleton (A)		F	267
Singleton (A)		F	342
Singleton (A)		F	381
Singleton (A)		F	385
Singleton (A)		F	577
Singleton (A)		F	611
Singleton (A)		F	543
Singleton (A)		F	502
Singleton (A)		F	281
Singleton (A)		F	259
Singleton (A)		F	197
Singleton (A)		F	295
Singleton (A)		F	89
Singleton (A)		M	143
Singleton (A)		M	125
Singleton (A)		M	110
Singleton (A)		M	162
Singleton (A)		M	343
Singleton (A)		M	648
Singleton (A)		M	751
Singleton (A)		M	1003
Singleton (A)		M	994
Singleton (A)		M	1119
Singleton (A)		M	1075
Singleton (A)		M	2956
Singleton (A)		M	177
Singleton (A)	0	F	54
Singleton (A)	0	M	63
Singleton (A)	Inf	F	72
Singleton (A)	Inf	M	992
Snowy Monaro Regional (A)		F	204
Snowy Monaro Regional (A)		F	247
Snowy Monaro Regional (A)		F	291
Snowy Monaro Regional (A)		F	383
Snowy Monaro Regional (A)		F	730
Snowy Monaro Regional (A)		F	766
Snowy Monaro Regional (A)		F	641
Snowy Monaro Regional (A)		F	460
Snowy Monaro Regional (A)		F	293
Snowy Monaro Regional (A)		F	201
Snowy Monaro Regional (A)		F	144
Snowy Monaro Regional (A)		F	133
Snowy Monaro Regional (A)		F	94
Snowy Monaro Regional (A)		M	138
Snowy Monaro Regional (A)		M	154
Snowy Monaro Regional (A)		M	211
Snowy Monaro Regional (A)		M	278
Snowy Monaro Regional (A)		M	517
Snowy Monaro Regional (A)		M	645
Snowy Monaro Regional (A)		M	792
Snowy Monaro Regional (A)		M	735
Snowy Monaro Regional (A)		M	422
Snowy Monaro Regional (A)		M	338
Snowy Monaro Regional (A)		M	245
Snowy Monaro Regional (A)		M	290
Snowy Monaro Regional (A)		M	93
Snowy Monaro Regional (A)	0	F	65
Snowy Monaro Regional (A)	0	M	48
Snowy Monaro Regional (A)	Inf	F	63
Snowy Monaro Regional (A)	Inf	M	150
Snowy Valleys (A)		F	130
Snowy Valleys (A)		F	167
Snowy Valleys (A)		F	182
Snowy Valleys (A)		F	220
Snowy Valleys (A)		F	423
Snowy Valleys (A)		F	397
Snowy Valleys (A)		F	325
Snowy Valleys (A)		F	270
Snowy Valleys (A)		F	144
Snowy Valleys (A)		F	110
Snowy Valleys (A)		F	67
Snowy Valleys (A)		F	79
Snowy Valleys (A)		F	46
Snowy Valleys (A)		M	69
Snowy Valleys (A)		M	72
Snowy Valleys (A)		M	100
Snowy Valleys (A)		M	130
Snowy Valleys (A)		M	203
Snowy Valleys (A)		M	293
Snowy Valleys (A)		M	401
Snowy Valleys (A)		M	525
Snowy Valleys (A)		M	383
Snowy Valleys (A)		M	352
Snowy Valleys (A)		M	231
Snowy Valleys (A)		M	316
Snowy Valleys (A)		M	71
Snowy Valleys (A)	0	F	33
Snowy Valleys (A)	0	M	33
Snowy Valleys (A)	Inf	F	30
Snowy Valleys (A)	Inf	M	101
Strathfield (A)		F	270
Strathfield (A)		F	368
Strathfield (A)		F	521
Strathfield (A)		F	497
Strathfield (A)		F	804
Strathfield (A)		F	1051
Strathfield (A)		F	1282
Strathfield (A)		F	1189
Strathfield (A)		F	706
Strathfield (A)		F	497
Strathfield (A)		F	352
Strathfield (A)		F	412
Strathfield (A)		F	127
Strathfield (A)		M	147
Strathfield (A)		M	303
Strathfield (A)		M	448
Strathfield (A)		M	486
Strathfield (A)		M	839
Strathfield (A)		M	1300
Strathfield (A)		M	1939
Strathfield (A)		M	2104
Strathfield (A)		M	1515
Strathfield (A)		M	1163
Strathfield (A)		M	880
Strathfield (A)		M	1402
Strathfield (A)		M	239
Strathfield (A)	0	F	47
Strathfield (A)	0	M	70
Strathfield (A)	Inf	F	147
Strathfield (A)	Inf	M	706
Sutherland Shire (A)		F	2390
Sutherland Shire (A)		F	2410
Sutherland Shire (A)		F	2397
Sutherland Shire (A)		F	2691
Sutherland Shire (A)		F	3904
Sutherland Shire (A)		F	4384
Sutherland Shire (A)		F	4386
Sutherland Shire (A)		F	3903
Sutherland Shire (A)		F	2469
Sutherland Shire (A)		F	1996
Sutherland Shire (A)		F	1287
Sutherland Shire (A)		F	1352
Sutherland Shire (A)		F	512
Sutherland Shire (A)		M	1433
Sutherland Shire (A)		M	1149
Sutherland Shire (A)		M	1137
Sutherland Shire (A)		M	1356
Sutherland Shire (A)		M	2080
Sutherland Shire (A)		M	2787
Sutherland Shire (A)		M	3692
Sutherland Shire (A)		M	4370
Sutherland Shire (A)		M	3110
Sutherland Shire (A)		M	2869
Sutherland Shire (A)		M	2065
Sutherland Shire (A)		M	3002
Sutherland Shire (A)		M	545
Sutherland Shire (A)	0	F	262
Sutherland Shire (A)	0	M	198
Sutherland Shire (A)	Inf	F	578
Sutherland Shire (A)	Inf	M	1723
Sydney (C)		F	3100
Sydney (C)		F	5731
Sydney (C)		F	6952
Sydney (C)		F	8251
Sydney (C)		F	12333
Sydney (C)		F	16949
Sydney (C)		F	24241
Sydney (C)		F	31877
Sydney (C)		F	27029
Sydney (C)		F	24911
Sydney (C)		F	17318
Sydney (C)		F	30846
Sydney (C)		F	2994
Sydney (C)		M	2205
Sydney (C)		M	3844
Sydney (C)		M	5238
Sydney (C)		M	6583
Sydney (C)		M	9138
Sydney (C)		M	12600
Sydney (C)		M	19559
Sydney (C)		M	27166
Sydney (C)		M	23876
Sydney (C)		M	25081
Sydney (C)		M	21298
Sydney (C)		M	49651
Sydney (C)		M	3348
Sydney (C)	0	F	1039
Sydney (C)	0	M	1069
Sydney (C)	Inf	F	19844
Sydney (C)	Inf	M	54342
Tamworth Regional (A)		F	547
Tamworth Regional (A)		F	571
Tamworth Regional (A)		F	717
Tamworth Regional (A)		F	927
Tamworth Regional (A)		F	1525
Tamworth Regional (A)		F	1886
Tamworth Regional (A)		F	1909
Tamworth Regional (A)		F	1525
Tamworth Regional (A)		F	915
Tamworth Regional (A)		F	708
Tamworth Regional (A)		F	486
Tamworth Regional (A)		F	448
Tamworth Regional (A)		F	198
Tamworth Regional (A)		M	328
Tamworth Regional (A)		M	336
Tamworth Regional (A)		M	392
Tamworth Regional (A)		M	540
Tamworth Regional (A)		M	865
Tamworth Regional (A)		M	1515
Tamworth Regional (A)		M	2102
Tamworth Regional (A)		M	2044
Tamworth Regional (A)		M	1168
Tamworth Regional (A)		M	921
Tamworth Regional (A)		M	634
Tamworth Regional (A)		M	884
Tamworth Regional (A)		M	246
Tamworth Regional (A)	0	F	127
Tamworth Regional (A)	0	M	116
Tamworth Regional (A)	Inf	F	124
Tamworth Regional (A)	Inf	M	376
Temora (A)		F	49
Temora (A)		F	79
Temora (A)		F	85
Temora (A)		F	111
Temora (A)		F	170
Temora (A)		F	176
Temora (A)		F	157
Temora (A)		F	107
Temora (A)		F	60
Temora (A)		F	52
Temora (A)		F	36
Temora (A)		F	29
Temora (A)		F	27
Temora (A)		M	24
Temora (A)		M	41
Temora (A)		M	46
Temora (A)		M	67
Temora (A)		M	85
Temora (A)		M	134
Temora (A)		M	184
Temora (A)		M	183
Temora (A)		M	97
Temora (A)		M	89
Temora (A)		M	67
Temora (A)		M	64
Temora (A)		M	25
Temora (A)	0	F	17
Temora (A)	0	M	22
Temora (A)	Inf	F	13
Temora (A)	Inf	M	40
Tenterfield (A)		F	64
Tenterfield (A)		F	94
Tenterfield (A)		F	97
Tenterfield (A)		F	104
Tenterfield (A)		F	144
Tenterfield (A)		F	133
Tenterfield (A)		F	115
Tenterfield (A)		F	101
Tenterfield (A)		F	47
Tenterfield (A)		F	24
Tenterfield (A)		F	24
Tenterfield (A)		F	33
Tenterfield (A)		F	25
Tenterfield (A)		M	47
Tenterfield (A)		M	44
Tenterfield (A)		M	75
Tenterfield (A)		M	80
Tenterfield (A)		M	114
Tenterfield (A)		M	134
Tenterfield (A)		M	158
Tenterfield (A)		M	135
Tenterfield (A)		M	81
Tenterfield (A)		M	54
Tenterfield (A)		M	45
Tenterfield (A)		M	47
Tenterfield (A)		M	29
Tenterfield (A)	0	F	22
Tenterfield (A)	0	M	21
Tenterfield (A)	Inf	F	6
Tenterfield (A)	Inf	M	29
The Hills Shire (A)		F	2009
The Hills Shire (A)		F	2113
The Hills Shire (A)		F	2081
The Hills Shire (A)		F	2208
The Hills Shire (A)		F	3197
The Hills Shire (A)		F	3634
The Hills Shire (A)		F	3956
The Hills Shire (A)		F	3904
The Hills Shire (A)		F	2642
The Hills Shire (A)		F	2147
The Hills Shire (A)		F	1501
The Hills Shire (A)		F	1825
The Hills Shire (A)		F	474
The Hills Shire (A)		M	1129
The Hills Shire (A)		M	1064
The Hills Shire (A)		M	982
The Hills Shire (A)		M	1139
The Hills Shire (A)		M	1688
The Hills Shire (A)		M	2231
The Hills Shire (A)		M	3082
The Hills Shire (A)		M	3800
The Hills Shire (A)		M	3012
The Hills Shire (A)		M	2852
The Hills Shire (A)		M	2275
The Hills Shire (A)		M	4264
The Hills Shire (A)		M	467
The Hills Shire (A)	0	F	265
The Hills Shire (A)	0	M	186
The Hills Shire (A)	Inf	F	867
The Hills Shire (A)	Inf	M	2883
Tweed (A)		F	730
Tweed (A)		F	943
Tweed (A)		F	1009
Tweed (A)		F	1285
Tweed (A)		F	2121
Tweed (A)		F	2189
Tweed (A)		F	2049
Tweed (A)		F	1685
Tweed (A)		F	923
Tweed (A)		F	772
Tweed (A)		F	502
Tweed (A)		F	389
Tweed (A)		F	242
Tweed (A)		M	481
Tweed (A)		M	467
Tweed (A)		M	522
Tweed (A)		M	755
Tweed (A)		M	1203
Tweed (A)		M	1527
Tweed (A)		M	1920
Tweed (A)		M	1948
Tweed (A)		M	1156
Tweed (A)		M	904
Tweed (A)		M	663
Tweed (A)		M	749
Tweed (A)		M	252
Tweed (A)	0	F	111
Tweed (A)	0	M	95
Tweed (A)	Inf	F	144
Tweed (A)	Inf	M	422
Upper Hunter Shire (A)		F	132
Upper Hunter Shire (A)		F	193
Upper Hunter Shire (A)		F	201
Upper Hunter Shire (A)		F	217
Upper Hunter Shire (A)		F	354
Upper Hunter Shire (A)		F	411
Upper Hunter Shire (A)		F	375
Upper Hunter Shire (A)		F	251
Upper Hunter Shire (A)		F	126
Upper Hunter Shire (A)		F	107
Upper Hunter Shire (A)		F	90
Upper Hunter Shire (A)		F	81
Upper Hunter Shire (A)		F	53
Upper Hunter Shire (A)		M	82
Upper Hunter Shire (A)		M	70
Upper Hunter Shire (A)		M	86
Upper Hunter Shire (A)		M	117
Upper Hunter Shire (A)		M	209
Upper Hunter Shire (A)		M	322
Upper Hunter Shire (A)		M	365
Upper Hunter Shire (A)		M	347
Upper Hunter Shire (A)		M	214
Upper Hunter Shire (A)		M	136
Upper Hunter Shire (A)		M	92
Upper Hunter Shire (A)		M	127
Upper Hunter Shire (A)		M	61
Upper Hunter Shire (A)	0	F	45
Upper Hunter Shire (A)	0	M	42
Upper Hunter Shire (A)	Inf	F	35
Upper Hunter Shire (A)	Inf	M	99
Upper Lachlan Shire (A)		F	71
Upper Lachlan Shire (A)		F	94
Upper Lachlan Shire (A)		F	97
Upper Lachlan Shire (A)		F	107
Upper Lachlan Shire (A)		F	167
Upper Lachlan Shire (A)		F	135
Upper Lachlan Shire (A)		F	119
Upper Lachlan Shire (A)		F	103
Upper Lachlan Shire (A)		F	50
Upper Lachlan Shire (A)		F	54
Upper Lachlan Shire (A)		F	24
Upper Lachlan Shire (A)		F	38
Upper Lachlan Shire (A)		F	23
Upper Lachlan Shire (A)		M	32
Upper Lachlan Shire (A)		M	64
Upper Lachlan Shire (A)		M	73
Upper Lachlan Shire (A)		M	92
Upper Lachlan Shire (A)		M	128
Upper Lachlan Shire (A)		M	165
Upper Lachlan Shire (A)		M	191
Upper Lachlan Shire (A)		M	178
Upper Lachlan Shire (A)		M	103
Upper Lachlan Shire (A)		M	88
Upper Lachlan Shire (A)		M	45
Upper Lachlan Shire (A)		M	88
Upper Lachlan Shire (A)		M	30
Upper Lachlan Shire (A)	0	F	25
Upper Lachlan Shire (A)	0	M	30
Upper Lachlan Shire (A)	Inf	F	22
Upper Lachlan Shire (A)	Inf	M	60
Uralla (A)		F	32
Uralla (A)		F	63
Uralla (A)		F	53
Uralla (A)		F	52
Uralla (A)		F	82
Uralla (A)		F	90
Uralla (A)		F	54
Uralla (A)		F	52
Uralla (A)		F	23
Uralla (A)		F	19
Uralla (A)		F	14
Uralla (A)		F	17
Uralla (A)		F	19
Uralla (A)		M	17
Uralla (A)		M	32
Uralla (A)		M	45
Uralla (A)		M	40
Uralla (A)		M	96
Uralla (A)		M	99
Uralla (A)		M	121
Uralla (A)		M	106
Uralla (A)		M	55
Uralla (A)		M	37
Uralla (A)		M	31
Uralla (A)		M	41
Uralla (A)		M	13
Uralla (A)	0	F	11
Uralla (A)	0	M	14
Uralla (A)	Inf	F	6
Uralla (A)	Inf	M	16
Wagga Wagga (C)		F	688
Wagga Wagga (C)		F	704
Wagga Wagga (C)		F	817
Wagga Wagga (C)		F	1014
Wagga Wagga (C)		F	1734
Wagga Wagga (C)		F	2149
Wagga Wagga (C)		F	2089
Wagga Wagga (C)		F	1891
Wagga Wagga (C)		F	1265
Wagga Wagga (C)		F	907
Wagga Wagga (C)		F	661
Wagga Wagga (C)		F	604
Wagga Wagga (C)		F	226
Wagga Wagga (C)		M	463
Wagga Wagga (C)		M	343
Wagga Wagga (C)		M	401
Wagga Wagga (C)		M	558
Wagga Wagga (C)		M	1083
Wagga Wagga (C)		M	1878
Wagga Wagga (C)		M	2433
Wagga Wagga (C)		M	2341
Wagga Wagga (C)		M	1605
Wagga Wagga (C)		M	1300
Wagga Wagga (C)		M	994
Wagga Wagga (C)		M	1249
Wagga Wagga (C)		M	265
Wagga Wagga (C)	0	F	107
Wagga Wagga (C)	0	M	80
Wagga Wagga (C)	Inf	F	218
Wagga Wagga (C)	Inf	M	534
Walcha (A)		F	37
Walcha (A)		F	50
Walcha (A)		F	46
Walcha (A)		F	46
Walcha (A)		F	91
Walcha (A)		F	76
Walcha (A)		F	62
Walcha (A)		F	55
Walcha (A)		F	26
Walcha (A)		F	35
Walcha (A)		F	19
Walcha (A)		F	17
Walcha (A)		F	13
Walcha (A)		M	19
Walcha (A)		M	40
Walcha (A)		M	30
Walcha (A)		M	45
Walcha (A)		M	78
Walcha (A)		M	87
Walcha (A)		M	109
Walcha (A)		M	117
Walcha (A)		M	58
Walcha (A)		M	48
Walcha (A)		M	36
Walcha (A)		M	36
Walcha (A)		M	27
Walcha (A)	0	F	11
Walcha (A)	0	M	20
Walcha (A)	Inf	F	10
Walcha (A)	Inf	M	25
Walgett (A)		F	36
Walgett (A)		F	43
Walgett (A)		F	60
Walgett (A)		F	65
Walgett (A)		F	119
Walgett (A)		F	134
Walgett (A)		F	118
Walgett (A)		F	121
Walgett (A)		F	81
Walgett (A)		F	53
Walgett (A)		F	39
Walgett (A)		F	43
Walgett (A)		F	20
Walgett (A)		M	16
Walgett (A)		M	48
Walgett (A)		M	45
Walgett (A)		M	73
Walgett (A)		M	107
Walgett (A)		M	120
Walgett (A)		M	140
Walgett (A)		M	144
Walgett (A)		M	79
Walgett (A)		M	62
Walgett (A)		M	50
Walgett (A)		M	66
Walgett (A)		M	31
Walgett (A)	0	F	29
Walgett (A)	0	M	59
Walgett (A)	Inf	F	20
Walgett (A)	Inf	M	33
Warren (A)		F	12
Warren (A)		F	24
Warren (A)		F	24
Warren (A)		F	39
Warren (A)		F	60
Warren (A)		F	66
Warren (A)		F	67
Warren (A)		F	62
Warren (A)		F	35
Warren (A)		F	26
Warren (A)		F	13
Warren (A)		F	17
Warren (A)		F	15
Warren (A)		M	9
Warren (A)		M	14
Warren (A)		M	14
Warren (A)		M	37
Warren (A)		M	50
Warren (A)		M	61
Warren (A)		M	104
Warren (A)		M	106
Warren (A)		M	65
Warren (A)		M	47
Warren (A)		M	35
Warren (A)		M	33
Warren (A)		M	11
Warren (A)	0	F	4
Warren (A)	0	M	11
Warren (A)	Inf	F	13
Warren (A)	Inf	M	26
Warrumbungle Shire (A)		F	54
Warrumbungle Shire (A)		F	91
Warrumbungle Shire (A)		F	104
Warrumbungle Shire (A)		F	153
Warrumbungle Shire (A)		F	204
Warrumbungle Shire (A)		F	206
Warrumbungle Shire (A)		F	172
Warrumbungle Shire (A)		F	147
Warrumbungle Shire (A)		F	85
Warrumbungle Shire (A)		F	71
Warrumbungle Shire (A)		F	58
Warrumbungle Shire (A)		F	51
Warrumbungle Shire (A)		F	53
Warrumbungle Shire (A)		M	40
Warrumbungle Shire (A)		M	79
Warrumbungle Shire (A)		M	68
Warrumbungle Shire (A)		M	108
Warrumbungle Shire (A)		M	159
Warrumbungle Shire (A)		M	211
Warrumbungle Shire (A)		M	211
Warrumbungle Shire (A)		M	179
Warrumbungle Shire (A)		M	99
Warrumbungle Shire (A)		M	93
Warrumbungle Shire (A)		M	60
Warrumbungle Shire (A)		M	82
Warrumbungle Shire (A)		M	44
Warrumbungle Shire (A)	0	F	33
Warrumbungle Shire (A)	0	M	48
Warrumbungle Shire (A)	Inf	F	22
Warrumbungle Shire (A)	Inf	M	40
Waverley (A)		F	576
Waverley (A)		F	714
Waverley (A)		F	824
Waverley (A)		F	988
Waverley (A)		F	1376
Waverley (A)		F	1604
Waverley (A)		F	1620
Waverley (A)		F	1588
Waverley (A)		F	985
Waverley (A)		F	789
Waverley (A)		F	513
Waverley (A)		F	661
Waverley (A)		F	205
Waverley (A)		M	285
Waverley (A)		M	338
Waverley (A)		M	459
Waverley (A)		M	597
Waverley (A)		M	828
Waverley (A)		M	1025
Waverley (A)		M	1326
Waverley (A)		M	1528
Waverley (A)		M	1074
Waverley (A)		M	996
Waverley (A)		M	656
Waverley (A)		M	1035
Waverley (A)		M	161
Waverley (A)	0	F	120
Waverley (A)	0	M	87
Waverley (A)	Inf	F	415
Waverley (A)	Inf	M	970
Weddin (A)		F	28
Weddin (A)		F	33
Weddin (A)		F	35
Weddin (A)		F	51
Weddin (A)		F	74
Weddin (A)		F	73
Weddin (A)		F	75
Weddin (A)		F	55
Weddin (A)		F	28
Weddin (A)		F	32
Weddin (A)		F	17
Weddin (A)		F	16
Weddin (A)		F	14
Weddin (A)		M	22
Weddin (A)		M	22
Weddin (A)		M	42
Weddin (A)		M	36
Weddin (A)		M	59
Weddin (A)		M	94
Weddin (A)		M	108
Weddin (A)		M	98
Weddin (A)		M	52
Weddin (A)		M	34
Weddin (A)		M	28
Weddin (A)		M	34
Weddin (A)		M	14
Weddin (A)	0	F	13
Weddin (A)	0	M	12
Weddin (A)	Inf	F	11
Weddin (A)	Inf	M	27
Wentworth (A)		F	42
Wentworth (A)		F	67
Wentworth (A)		F	87
Wentworth (A)		F	83
Wentworth (A)		F	149
Wentworth (A)		F	155
Wentworth (A)		F	165
Wentworth (A)		F	111
Wentworth (A)		F	73
Wentworth (A)		F	48
Wentworth (A)		F	49
Wentworth (A)		F	34
Wentworth (A)		F	17
Wentworth (A)		M	24
Wentworth (A)		M	54
Wentworth (A)		M	57
Wentworth (A)		M	80
Wentworth (A)		M	133
Wentworth (A)		M	174
Wentworth (A)		M	233
Wentworth (A)		M	249
Wentworth (A)		M	144
Wentworth (A)		M	128
Wentworth (A)		M	120
Wentworth (A)		M	127
Wentworth (A)		M	38
Wentworth (A)	0	F	17
Wentworth (A)	0	M	30
Wentworth (A)	Inf	F	17
Wentworth (A)	Inf	M	47
Western Plains Regional (A)		F	454
Western Plains Regional (A)		F	479
Western Plains Regional (A)		F	534
Western Plains Regional (A)		F	696
Western Plains Regional (A)		F	1312
Western Plains Regional (A)		F	1551
Western Plains Regional (A)		F	1568
Western Plains Regional (A)		F	1397
Western Plains Regional (A)		F	844
Western Plains Regional (A)		F	727
Western Plains Regional (A)		F	538
Western Plains Regional (A)		F	481
Western Plains Regional (A)		F	191
Western Plains Regional (A)		M	277
Western Plains Regional (A)		M	221
Western Plains Regional (A)		M	303
Western Plains Regional (A)		M	481
Western Plains Regional (A)		M	760
Western Plains Regional (A)		M	1353
Western Plains Regional (A)		M	1663
Western Plains Regional (A)		M	1631
Western Plains Regional (A)		M	1030
Western Plains Regional (A)		M	823
Western Plains Regional (A)		M	659
Western Plains Regional (A)		M	812
Western Plains Regional (A)		M	230
Western Plains Regional (A)	0	F	88
Western Plains Regional (A)	0	M	85
Western Plains Regional (A)	Inf	F	149
Western Plains Regional (A)	Inf	M	359
Willoughby (C)		F	899
Willoughby (C)		F	1300
Willoughby (C)		F	1309
Willoughby (C)		F	1508
Willoughby (C)		F	2031
Willoughby (C)		F	2619
Willoughby (C)		F	3527
Willoughby (C)		F	4034
Willoughby (C)		F	3032
Willoughby (C)		F	2643
Willoughby (C)		F	1715
Willoughby (C)		F	2597
Willoughby (C)		F	419
Willoughby (C)		M	581
Willoughby (C)		M	718
Willoughby (C)		M	756
Willoughby (C)		M	923
Willoughby (C)		M	1341
Willoughby (C)		M	1812
Willoughby (C)		M	2838
Willoughby (C)		M	3513
Willoughby (C)		M	3047
Willoughby (C)		M	2992
Willoughby (C)		M	2241
Willoughby (C)		M	4756
Willoughby (C)		M	400
Willoughby (C)	0	F	188
Willoughby (C)	0	M	160
Willoughby (C)	Inf	F	1289
Willoughby (C)	Inf	M	4252
Wingecarribee (A)		F	534
Wingecarribee (A)		F	523
Wingecarribee (A)		F	675
Wingecarribee (A)		F	763
Wingecarribee (A)		F	1219
Wingecarribee (A)		F	1375
Wingecarribee (A)		F	1263
Wingecarribee (A)		F	979
Wingecarribee (A)		F	540
Wingecarribee (A)		F	441
Wingecarribee (A)		F	319
Wingecarribee (A)		F	336
Wingecarribee (A)		F	160
Wingecarribee (A)		M	360
Wingecarribee (A)		M	242
Wingecarribee (A)		M	322
Wingecarribee (A)		M	374
Wingecarribee (A)		M	605
Wingecarribee (A)		M	857
Wingecarribee (A)		M	1138
Wingecarribee (A)		M	1271
Wingecarribee (A)		M	747
Wingecarribee (A)		M	713
Wingecarribee (A)		M	535
Wingecarribee (A)		M	710
Wingecarribee (A)		M	186
Wingecarribee (A)	0	F	113
Wingecarribee (A)	0	M	82
Wingecarribee (A)	Inf	F	145
Wingecarribee (A)	Inf	M	397
Wollondilly (A)		F	295
Wollondilly (A)		F	327
Wollondilly (A)		F	371
Wollondilly (A)		F	408
Wollondilly (A)		F	540
Wollondilly (A)		F	685
Wollondilly (A)		F	563
Wollondilly (A)		F	459
Wollondilly (A)		F	291
Wollondilly (A)		F	219
Wollondilly (A)		F	153
Wollondilly (A)		F	154
Wollondilly (A)		F	103
Wollondilly (A)		M	190
Wollondilly (A)		M	147
Wollondilly (A)		M	166
Wollondilly (A)		M	241
Wollondilly (A)		M	391
Wollondilly (A)		M	514
Wollondilly (A)		M	742
Wollondilly (A)		M	840
Wollondilly (A)		M	643
Wollondilly (A)		M	533
Wollondilly (A)		M	532
Wollondilly (A)		M	896
Wollondilly (A)		M	118
Wollondilly (A)	0	F	73
Wollondilly (A)	0	M	36
Wollondilly (A)	Inf	F	47
Wollondilly (A)	Inf	M	454
Wollongong (C)		F	2029
Wollongong (C)		F	2421
Wollongong (C)		F	2477
Wollongong (C)		F	3081
Wollongong (C)		F	4728
Wollongong (C)		F	5214
Wollongong (C)		F	5182
Wollongong (C)		F	4858
Wollongong (C)		F	3121
Wollongong (C)		F	2404
Wollongong (C)		F	1614
Wollongong (C)		F	1640
Wollongong (C)		F	597
Wollongong (C)		M	1241
Wollongong (C)		M	1221
Wollongong (C)		M	1333
Wollongong (C)		M	1624
Wollongong (C)		M	2337
Wollongong (C)		M	3060
Wollongong (C)		M	4308
Wollongong (C)		M	5161
Wollongong (C)		M	3932
Wollongong (C)		M	3807
Wollongong (C)		M	3194
Wollongong (C)		M	4980
Wollongong (C)		M	567
Wollongong (C)	0	F	265
Wollongong (C)	0	M	215
Wollongong (C)	Inf	F	551
Wollongong (C)	Inf	M	2069
Woollahra (A)		F	313
Woollahra (A)		F	520
Woollahra (A)		F	546
Woollahra (A)		F	592
Woollahra (A)		F	946
Woollahra (A)		F	1082
Woollahra (A)		F	1245
Woollahra (A)		F	1474
Woollahra (A)		F	993
Woollahra (A)		F	779
Woollahra (A)		F	569
Woollahra (A)		F	789
Woollahra (A)		F	181
Woollahra (A)		M	149
Woollahra (A)		M	261
Woollahra (A)		M	317
Woollahra (A)		M	398
Woollahra (A)		M	566
Woollahra (A)		M	694
Woollahra (A)		M	918
Woollahra (A)		M	1157
Woollahra (A)		M	860
Woollahra (A)		M	741
Woollahra (A)		M	625
Woollahra (A)		M	1111
Woollahra (A)		M	164
Woollahra (A)	0	F	108
Woollahra (A)	0	M	69
Woollahra (A)	Inf	F	618
Woollahra (A)	Inf	M	1178
Yass Valley (A)		F	130
Yass Valley (A)		F	124
Yass Valley (A)		F	156
Yass Valley (A)		F	166
Yass Valley (A)		F	249
Yass Valley (A)		F	241
Yass Valley (A)		F	207
Yass Valley (A)		F	192
Yass Valley (A)		F	122
Yass Valley (A)		F	100
Yass Valley (A)		F	53
Yass Valley (A)		F	72
Yass Valley (A)		F	44
Yass Valley (A)		M	75
Yass Valley (A)		M	74
Yass Valley (A)		M	73
Yass Valley (A)		M	81
Yass Valley (A)		M	140
Yass Valley (A)		M	194
Yass Valley (A)		M	267
Yass Valley (A)		M	266
Yass Valley (A)		M	178
Yass Valley (A)		M	151
Yass Valley (A)		M	99
Yass Valley (A)		M	138
Yass Valley (A)		M	30
Yass Valley (A)	0	F	33
Yass Valley (A)	0	M	18
Yass Valley (A)	Inf	F	35
Yass Valley (A)	Inf	M	84
Unincorporated NSW		F	7
Unincorporated NSW		F	7
Unincorporated NSW		F	24
Unincorporated NSW		F	22
Unincorporated NSW		F	26
Unincorporated NSW		F	33
Unincorporated NSW		F	26
Unincorporated NSW		F	24
Unincorporated NSW		F	18
Unincorporated NSW		F	6
Unincorporated NSW		F	10
Unincorporated NSW		F	9
Unincorporated NSW		F	7
Unincorporated NSW		M	3
Unincorporated NSW		M	3
Unincorporated NSW		M	11
Unincorporated NSW		M	21
Unincorporated NSW		M	28
Unincorporated NSW		M	48
Unincorporated NSW		M	40
Unincorporated NSW		M	62
Unincorporated NSW		M	26
Unincorporated NSW		M	29
Unincorporated NSW		M	12
Unincorporated NSW		M	23
Unincorporated NSW		M	7
Unincorporated NSW	0	F	7
Unincorporated NSW	0	M	11
Unincorporated NSW	Inf	F	3
Unincorporated NSW	Inf	M	14
No usual address (NSW)		F	1959
No usual address (NSW)		F	3305
No usual address (NSW)		F	3575
No usual address (NSW)		F	3842
No usual address (NSW)		F	5009
No usual address (NSW)		F	4133
No usual address (NSW)		F	3546
No usual address (NSW)		F	2784
No usual address (NSW)		F	1573
No usual address (NSW)		F	1194
No usual address (NSW)		F	707
