LGA_NAME16	IncomeTotPersonal.max	workers
Yass Valley (A)	78750	295
Yass Valley (A)	91875	247
Yass Valley (A)	105000	157
Yass Valley (A)	157500	210
Yass Valley (A)	Inf	119
Unincorporated NSW		17
Unincorporated NSW	0	23
Unincorporated NSW	7875	9
Unincorporated NSW	15750	17
Unincorporated NSW	21000	32
Unincorporated NSW	26250	45
Unincorporated NSW	34125	52
Unincorporated NSW	42000	83
Unincorporated NSW	52500	64
Unincorporated NSW	65625	84
Unincorporated NSW	78750	49
Unincorporated NSW	91875	33
Unincorporated NSW	105000	19
Unincorporated NSW	157500	28
Unincorporated NSW	Inf	19
No usual address (NSW)		2919
No usual address (NSW)	0	1318
No usual address (NSW)	7875	3845
No usual address (NSW)	15750	6585
No usual address (NSW)	21000	8519
No usual address (NSW)	26250	10804
No usual address (NSW)	34125	15471
No usual address (NSW)	42000	16390
No usual address (NSW)	52500	19084
No usual address (NSW)	65625	19957
No usual address (NSW)	78750	13081
No usual address (NSW)	91875	10074
No usual address (NSW)	105000	5734
No usual address (NSW)	157500	6656
No usual address (NSW)	Inf	2935
Migratory - Offshore - Shipping (NSW)	15750	3
Migratory - Offshore - Shipping (NSW)	21000	3
Migratory - Offshore - Shipping (NSW)	26250	3
Migratory - Offshore - Shipping (NSW)	34125	3
Migratory - Offshore - Shipping (NSW)	42000	12
Migratory - Offshore - Shipping (NSW)	52500	10
Migratory - Offshore - Shipping (NSW)	65625	14
Migratory - Offshore - Shipping (NSW)	78750	4
Migratory - Offshore - Shipping (NSW)	91875	9
Migratory - Offshore - Shipping (NSW)	105000	4
Migratory - Offshore - Shipping (NSW)	157500	11
Migratory - Offshore - Shipping (NSW)	Inf	16
Alpine (S)		89
Alpine (S)	0	53
Alpine (S)	7875	263
Alpine (S)	15750	224
Alpine (S)	21000	320
Alpine (S)	26250	365
Alpine (S)	34125	558
Alpine (S)	42000	610
Alpine (S)	52500	630
Alpine (S)	65625	519
Alpine (S)	78750	342
Alpine (S)	91875	251
Alpine (S)	105000	157
Alpine (S)	157500	168
Alpine (S)	Inf	80
Ararat (RC)		93
Ararat (RC)	0	75
Ararat (RC)	7875	188
Ararat (RC)	15750	237
Ararat (RC)	21000	238
Ararat (RC)	26250	331
Ararat (RC)	34125	519
Ararat (RC)	42000	661
Ararat (RC)	52500	655
Ararat (RC)	65625	651
Ararat (RC)	78750	393
Ararat (RC)	91875	319
Ararat (RC)	105000	220
Ararat (RC)	157500	207
Ararat (RC)	Inf	89
Ballarat (C)		729
Ballarat (C)	0	329
Ballarat (C)	7875	2033
Ballarat (C)	15750	2125
Ballarat (C)	21000	2271
Ballarat (C)	26250	2903
Ballarat (C)	34125	4432
Ballarat (C)	42000	5596
Ballarat (C)	52500	6420
Ballarat (C)	65625	6190
Ballarat (C)	78750	4065
Ballarat (C)	91875	3192
Ballarat (C)	105000	2086
Ballarat (C)	157500	2304
Ballarat (C)	Inf	1111
Banyule (C)		704
Banyule (C)	0	288
Banyule (C)	7875	1896
Banyule (C)	15750	2030
Banyule (C)	21000	1905
Banyule (C)	26250	2253
Banyule (C)	34125	3471
Banyule (C)	42000	4412
Banyule (C)	52500	5105
Banyule (C)	65625	5546
Banyule (C)	78750	3955
Banyule (C)	91875	3227
Banyule (C)	105000	2078
Banyule (C)	157500	2126
Banyule (C)	Inf	1359
Bass Coast (S)		220
Bass Coast (S)	0	114
Bass Coast (S)	7875	523
Bass Coast (S)	15750	555
Bass Coast (S)	21000	734
Bass Coast (S)	26250	856
Bass Coast (S)	34125	1337
Bass Coast (S)	42000	1390
Bass Coast (S)	52500	1320
Bass Coast (S)	65625	1165
Bass Coast (S)	78750	656
Bass Coast (S)	91875	519
Bass Coast (S)	105000	307
Bass Coast (S)	157500	354
Bass Coast (S)	Inf	202
Baw Baw (S)		374
Baw Baw (S)	0	224
Baw Baw (S)	7875	839
Baw Baw (S)	15750	886
Baw Baw (S)	21000	928
Baw Baw (S)	26250	1218
Baw Baw (S)	34125	1741
Baw Baw (S)	42000	2032
Baw Baw (S)	52500	2109
Baw Baw (S)	65625	1809
Baw Baw (S)	78750	1196
Baw Baw (S)	91875	891
Baw Baw (S)	105000	614
Baw Baw (S)	157500	598
Baw Baw (S)	Inf	326
Bayside (C)		486
Bayside (C)	0	272
Bayside (C)	7875	1552
Bayside (C)	15750	1559
Bayside (C)	21000	1512
Bayside (C)	26250	1663
Bayside (C)	34125	2404
Bayside (C)	42000	2878
Bayside (C)	52500	3499
Bayside (C)	65625	3733
Bayside (C)	78750	2537
Bayside (C)	91875	2259
Bayside (C)	105000	1464
Bayside (C)	157500	2070
Bayside (C)	Inf	1645
Benalla (RC)		106
Benalla (RC)	0	63
Benalla (RC)	7875	203
Benalla (RC)	15750	251
Benalla (RC)	21000	288
Benalla (RC)	26250	386
Benalla (RC)	34125	520
Benalla (RC)	42000	679
Benalla (RC)	52500	692
Benalla (RC)	65625	641
Benalla (RC)	78750	437
Benalla (RC)	91875	318
Benalla (RC)	105000	193
Benalla (RC)	157500	202
Benalla (RC)	Inf	91
Boroondara (C)		1149
Boroondara (C)	0	575
Boroondara (C)	7875	2931
Boroondara (C)	15750	3242
Boroondara (C)	21000	3175
Boroondara (C)	26250	3452
Boroondara (C)	34125	4989
Boroondara (C)	42000	5910
Boroondara (C)	52500	7539
Boroondara (C)	65625	8724
Boroondara (C)	78750	6703
Boroondara (C)	91875	6204
Boroondara (C)	105000	4356
Boroondara (C)	157500	7196
Boroondara (C)	Inf	5231
Brimbank (C)		1315
Brimbank (C)	0	490
Brimbank (C)	7875	2239
Brimbank (C)	15750	2727
Brimbank (C)	21000	2946
Brimbank (C)	26250	3401
Brimbank (C)	34125	5671
Brimbank (C)	42000	8152
Brimbank (C)	52500	9883
Brimbank (C)	65625	10090
Brimbank (C)	78750	6635
Brimbank (C)	91875	4848
Brimbank (C)	105000	3083
Brimbank (C)	157500	3438
Brimbank (C)	Inf	1580
Buloke (S)		41
Buloke (S)	0	108
Buloke (S)	7875	137
Buloke (S)	15750	143
Buloke (S)	21000	145
Buloke (S)	26250	203
Buloke (S)	34125	280
Buloke (S)	42000	273
Buloke (S)	52500	320
Buloke (S)	65625	308
Buloke (S)	78750	161
Buloke (S)	91875	142
Buloke (S)	105000	68
Buloke (S)	157500	69
Buloke (S)	Inf	36
Campaspe (S)		310
Campaspe (S)	0	231
Campaspe (S)	7875	708
Campaspe (S)	15750	652
Campaspe (S)	21000	879
Campaspe (S)	26250	1038
Campaspe (S)	34125	1668
Campaspe (S)	42000	1971
Campaspe (S)	52500	2231
Campaspe (S)	65625	2082
Campaspe (S)	78750	1139
Campaspe (S)	91875	897
Campaspe (S)	105000	586
Campaspe (S)	157500	601
Campaspe (S)	Inf	281
Cardinia (S)		483
Cardinia (S)	0	263
Cardinia (S)	7875	1424
Cardinia (S)	15750	1357
Cardinia (S)	21000	1315
Cardinia (S)	26250	1603
Cardinia (S)	34125	2473
Cardinia (S)	42000	2841
Cardinia (S)	52500	3121
Cardinia (S)	65625	2858
Cardinia (S)	78750	1863
Cardinia (S)	91875	1366
Cardinia (S)	105000	890
Cardinia (S)	157500	862
Cardinia (S)	Inf	424
Casey (C)		1194
Casey (C)	0	613
Casey (C)	7875	3832
Casey (C)	15750	3941
Casey (C)	21000	3713
Casey (C)	26250	4310
Casey (C)	34125	6612
Casey (C)	42000	7728
Casey (C)	52500	8556
Casey (C)	65625	8042
Casey (C)	78750	5336
Casey (C)	91875	3837
Casey (C)	105000	2594
Casey (C)	157500	2608
Casey (C)	Inf	1317
Central Goldfields (S)		82
Central Goldfields (S)	0	43
Central Goldfields (S)	7875	199
Central Goldfields (S)	15750	256
Central Goldfields (S)	21000	269
Central Goldfields (S)	26250	306
Central Goldfields (S)	34125	567
Central Goldfields (S)	42000	637
Central Goldfields (S)	52500	602
Central Goldfields (S)	65625	477
Central Goldfields (S)	78750	222
Central Goldfields (S)	91875	196
Central Goldfields (S)	105000	106
Central Goldfields (S)	157500	112
Central Goldfields (S)	Inf	41
Colac-Otway (S)		208
Colac-Otway (S)	0	149
Colac-Otway (S)	7875	451
Colac-Otway (S)	15750	438
Colac-Otway (S)	21000	523
Colac-Otway (S)	26250	699
Colac-Otway (S)	34125	1051
Colac-Otway (S)	42000	1208
Colac-Otway (S)	52500	1434
Colac-Otway (S)	65625	1282
Colac-Otway (S)	78750	722
Colac-Otway (S)	91875	485
Colac-Otway (S)	105000	300
Colac-Otway (S)	157500	285
Colac-Otway (S)	Inf	160
Corangamite (S)		183
Corangamite (S)	0	187
Corangamite (S)	7875	388
Corangamite (S)	15750	362
Corangamite (S)	21000	430
Corangamite (S)	26250	497
Corangamite (S)	34125	730
Corangamite (S)	42000	726
Corangamite (S)	52500	919
Corangamite (S)	65625	863
Corangamite (S)	78750	549
Corangamite (S)	91875	428
Corangamite (S)	105000	273
Corangamite (S)	157500	290
Corangamite (S)	Inf	258
Darebin (C)		790
Darebin (C)	0	406
Darebin (C)	7875	2025
Darebin (C)	15750	2543
Darebin (C)	21000	2592
Darebin (C)	26250	2985
Darebin (C)	34125	4383
Darebin (C)	42000	5486
Darebin (C)	52500	6299
Darebin (C)	65625	6281
Darebin (C)	78750	4265
Darebin (C)	91875	3454
Darebin (C)	105000	2249
Darebin (C)	157500	2607
Darebin (C)	Inf	1313
East Gippsland (S)		323
East Gippsland (S)	0	179
East Gippsland (S)	7875	685
East Gippsland (S)	15750	736
East Gippsland (S)	21000	980
East Gippsland (S)	26250	1245
East Gippsland (S)	34125	1929
East Gippsland (S)	42000	2169
East Gippsland (S)	52500	2194
East Gippsland (S)	65625	1997
East Gippsland (S)	78750	1135
East Gippsland (S)	91875	889
East Gippsland (S)	105000	480
East Gippsland (S)	157500	498
East Gippsland (S)	Inf	234
Frankston (C)		849
Frankston (C)	0	325
Frankston (C)	7875	2164
Frankston (C)	15750	2102
Frankston (C)	21000	2168
Frankston (C)	26250	2567
Frankston (C)	34125	4245
Frankston (C)	42000	5177
Frankston (C)	52500	5847
Frankston (C)	65625	5757
Frankston (C)	78750	3885
Frankston (C)	91875	2963
Frankston (C)	105000	1840
Frankston (C)	157500	1915
Frankston (C)	Inf	1109
Gannawarra (S)		75
Gannawarra (S)	0	90
Gannawarra (S)	7875	189
Gannawarra (S)	15750	194
Gannawarra (S)	21000	238
Gannawarra (S)	26250	304
Gannawarra (S)	34125	498
Gannawarra (S)	42000	552
Gannawarra (S)	52500	563
Gannawarra (S)	65625	500
Gannawarra (S)	78750	249
Gannawarra (S)	91875	180
Gannawarra (S)	105000	99
Gannawarra (S)	157500	119
Gannawarra (S)	Inf	69
Glen Eira (C)		709
Glen Eira (C)	0	345
Glen Eira (C)	7875	1733
Glen Eira (C)	15750	2047
Glen Eira (C)	21000	1954
Glen Eira (C)	26250	2211
Glen Eira (C)	34125	3129
Glen Eira (C)	42000	3848
Glen Eira (C)	52500	4440
Glen Eira (C)	65625	4767
Glen Eira (C)	78750	3376
Glen Eira (C)	91875	2816
Glen Eira (C)	105000	1814
Glen Eira (C)	157500	2442
Glen Eira (C)	Inf	1545
Glenelg (S)		174
Glenelg (S)	0	76
Glenelg (S)	7875	392
Glenelg (S)	15750	373
Glenelg (S)	21000	443
Glenelg (S)	26250	513
Glenelg (S)	34125	798
Glenelg (S)	42000	888
Glenelg (S)	52500	888
Glenelg (S)	65625	983
Glenelg (S)	78750	582
Glenelg (S)	91875	538
Glenelg (S)	105000	420
Glenelg (S)	157500	521
Glenelg (S)	Inf	188
Golden Plains (S)		65
Golden Plains (S)	0	66
Golden Plains (S)	7875	138
Golden Plains (S)	15750	209
Golden Plains (S)	21000	222
Golden Plains (S)	26250	276
Golden Plains (S)	34125	390
Golden Plains (S)	42000	409
Golden Plains (S)	52500	395
Golden Plains (S)	65625	406
Golden Plains (S)	78750	249
Golden Plains (S)	91875	200
Golden Plains (S)	105000	107
Golden Plains (S)	157500	114
Golden Plains (S)	Inf	85
Greater Bendigo (C)		739
Greater Bendigo (C)	0	291
Greater Bendigo (C)	7875	2045
Greater Bendigo (C)	15750	1982
Greater Bendigo (C)	21000	2194
Greater Bendigo (C)	26250	2755
Greater Bendigo (C)	34125	4452
Greater Bendigo (C)	42000	5875
Greater Bendigo (C)	52500	6313
Greater Bendigo (C)	65625	5812
Greater Bendigo (C)	78750	4101
Greater Bendigo (C)	91875	3137
Greater Bendigo (C)	105000	1961
Greater Bendigo (C)	157500	2365
Greater Bendigo (C)	Inf	1022
Greater Dandenong (C)		1795
Greater Dandenong (C)	0	647
Greater Dandenong (C)	7875	2089
Greater Dandenong (C)	15750	2881
Greater Dandenong (C)	21000	3292
Greater Dandenong (C)	26250	3978
Greater Dandenong (C)	34125	7176
Greater Dandenong (C)	42000	12315
Greater Dandenong (C)	52500	16196
Greater Dandenong (C)	65625	16101
Greater Dandenong (C)	78750	9910
Greater Dandenong (C)	91875	7399
Greater Dandenong (C)	105000	4594
Greater Dandenong (C)	157500	5680
Greater Dandenong (C)	Inf	2649
Greater Geelong (C)		1612
Greater Geelong (C)	0	661
Greater Geelong (C)	7875	4519
Greater Geelong (C)	15750	4453
Greater Geelong (C)	21000	4884
Greater Geelong (C)	26250	5784
Greater Geelong (C)	34125	8918
Greater Geelong (C)	42000	10674
Greater Geelong (C)	52500	12375
Greater Geelong (C)	65625	12555
Greater Geelong (C)	78750	8603
Greater Geelong (C)	91875	7005
Greater Geelong (C)	105000	4679
Greater Geelong (C)	157500	5626
Greater Geelong (C)	Inf	2711
Greater Shepparton (C)		573
Greater Shepparton (C)	0	273
Greater Shepparton (C)	7875	1166
Greater Shepparton (C)	15750	1026
Greater Shepparton (C)	21000	1288
Greater Shepparton (C)	26250	1689
Greater Shepparton (C)	34125	2777
Greater Shepparton (C)	42000	3669
Greater Shepparton (C)	52500	4147
Greater Shepparton (C)	65625	4064
Greater Shepparton (C)	78750	2558
Greater Shepparton (C)	91875	1877
Greater Shepparton (C)	105000	1090
Greater Shepparton (C)	157500	1231
Greater Shepparton (C)	Inf	602
Hepburn (S)		92
Hepburn (S)	0	74
Hepburn (S)	7875	222
Hepburn (S)	15750	304
Hepburn (S)	21000	378
Hepburn (S)	26250	422
Hepburn (S)	34125	595
Hepburn (S)	42000	655
Hepburn (S)	52500	600
Hepburn (S)	65625	484
Hepburn (S)	78750	301
Hepburn (S)	91875	193
Hepburn (S)	105000	129
Hepburn (S)	157500	144
Hepburn (S)	Inf	66
Hindmarsh (S)		39
Hindmarsh (S)	0	56
Hindmarsh (S)	7875	79
Hindmarsh (S)	15750	93
Hindmarsh (S)	21000	107
Hindmarsh (S)	26250	152
Hindmarsh (S)	34125	267
Hindmarsh (S)	42000	316
Hindmarsh (S)	52500	335
Hindmarsh (S)	65625	274
Hindmarsh (S)	78750	150
Hindmarsh (S)	91875	109
Hindmarsh (S)	105000	76
Hindmarsh (S)	157500	77
Hindmarsh (S)	Inf	43
Hobsons Bay (C)		638
Hobsons Bay (C)	0	268
Hobsons Bay (C)	7875	1157
Hobsons Bay (C)	15750	1221
Hobsons Bay (C)	21000	1272
Hobsons Bay (C)	26250	1493
Hobsons Bay (C)	34125	2571
Hobsons Bay (C)	42000	3675
Hobsons Bay (C)	52500	4590
Hobsons Bay (C)	65625	5219
Hobsons Bay (C)	78750	3650
Hobsons Bay (C)	91875	2895
Hobsons Bay (C)	105000	2097
Hobsons Bay (C)	157500	2954
Hobsons Bay (C)	Inf	1283
Horsham (RC)		169
Horsham (RC)	0	102
Horsham (RC)	7875	434
Horsham (RC)	15750	377
Horsham (RC)	21000	447
Horsham (RC)	26250	584
Horsham (RC)	34125	968
Horsham (RC)	42000	1184
Horsham (RC)	52500	1374
Horsham (RC)	65625	1153
Horsham (RC)	78750	723
Horsham (RC)	91875	514
Horsham (RC)	105000	329
Horsham (RC)	157500	354
Horsham (RC)	Inf	169
Hume (C)		1687
Hume (C)	0	606
Hume (C)	7875	2650
Hume (C)	15750	3108
Hume (C)	21000	3465
Hume (C)	26250	4223
Hume (C)	34125	7257
Hume (C)	42000	10587
Hume (C)	52500	13476
Hume (C)	65625	13614
Hume (C)	78750	9042
Hume (C)	91875	6776
Hume (C)	105000	4595
Hume (C)	157500	5643
Hume (C)	Inf	2758
Indigo (S)		93
Indigo (S)	0	68
Indigo (S)	7875	234
Indigo (S)	15750	262
Indigo (S)	21000	257
Indigo (S)	26250	331
Indigo (S)	34125	501
Indigo (S)	42000	535
Indigo (S)	52500	625
Indigo (S)	65625	625
Indigo (S)	78750	425
Indigo (S)	91875	351
Indigo (S)	105000	224
Indigo (S)	157500	211
Indigo (S)	Inf	95
Kingston (C) (Vic.)		1284
Kingston (C) (Vic.)	0	557
Kingston (C) (Vic.)	7875	3137
Kingston (C) (Vic.)	15750	3280
Kingston (C) (Vic.)	21000	3187
Kingston (C) (Vic.)	26250	3854
Kingston (C) (Vic.)	34125	6166
Kingston (C) (Vic.)	42000	8795
Kingston (C) (Vic.)	52500	10506
Kingston (C) (Vic.)	65625	10542
Kingston (C) (Vic.)	78750	6877
Kingston (C) (Vic.)	91875	5306
Kingston (C) (Vic.)	105000	3451
Kingston (C) (Vic.)	157500	4503
Kingston (C) (Vic.)	Inf	2383
Knox (C)		1083
Knox (C)	0	451
Knox (C)	7875	3028
Knox (C)	15750	3094
Knox (C)	21000	2951
Knox (C)	26250	3473
Knox (C)	34125	5388
Knox (C)	42000	7307
Knox (C)	52500	9128
Knox (C)	65625	9132
Knox (C)	78750	5802
Knox (C)	91875	4529
Knox (C)	105000	2927
Knox (C)	157500	3949
Knox (C)	Inf	1966
Latrobe (C) (Vic.)		553
Latrobe (C) (Vic.)	0	237
Latrobe (C) (Vic.)	7875	1332
Latrobe (C) (Vic.)	15750	1328
Latrobe (C) (Vic.)	21000	1455
Latrobe (C) (Vic.)	26250	1746
Latrobe (C) (Vic.)	34125	2857
Latrobe (C) (Vic.)	42000	3379
Latrobe (C) (Vic.)	52500	3760
Latrobe (C) (Vic.)	65625	3698
Latrobe (C) (Vic.)	78750	2652
Latrobe (C) (Vic.)	91875	2227
Latrobe (C) (Vic.)	105000	1699
Latrobe (C) (Vic.)	157500	2508
Latrobe (C) (Vic.)	Inf	1177
Loddon (S)		59
Loddon (S)	0	88
Loddon (S)	7875	122
Loddon (S)	15750	165
Loddon (S)	21000	186
Loddon (S)	26250	201
Loddon (S)	34125	326
Loddon (S)	42000	348
Loddon (S)	52500	371
Loddon (S)	65625	319
Loddon (S)	78750	162
Loddon (S)	91875	124
Loddon (S)	105000	86
Loddon (S)	157500	68
Loddon (S)	Inf	27
Macedon Ranges (S)		263
Macedon Ranges (S)	0	178
Macedon Ranges (S)	7875	793
Macedon Ranges (S)	15750	759
Macedon Ranges (S)	21000	790
Macedon Ranges (S)	26250	894
Macedon Ranges (S)	34125	1389
Macedon Ranges (S)	42000	1530
Macedon Ranges (S)	52500	1609
Macedon Ranges (S)	65625	1471
Macedon Ranges (S)	78750	1010
Macedon Ranges (S)	91875	788
Macedon Ranges (S)	105000	428
Macedon Ranges (S)	157500	485
Macedon Ranges (S)	Inf	281
Manningham (C)		539
Manningham (C)	0	294
Manningham (C)	7875	1986
Manningham (C)	15750	2098
Manningham (C)	21000	1910
Manningham (C)	26250	2032
Manningham (C)	34125	2825
Manningham (C)	42000	3048
Manningham (C)	52500	3332
Manningham (C)	65625	3287
Manningham (C)	78750	2094
Manningham (C)	91875	1791
Manningham (C)	105000	1247
Manningham (C)	157500	1502
Manningham (C)	Inf	947
Mansfield (S)		58
Mansfield (S)	0	30
Mansfield (S)	7875	155
Mansfield (S)	15750	165
Mansfield (S)	21000	178
Mansfield (S)	26250	258
Mansfield (S)	34125	394
Mansfield (S)	42000	428
Mansfield (S)	52500	428
Mansfield (S)	65625	411
Mansfield (S)	78750	239
Mansfield (S)	91875	166
Mansfield (S)	105000	120
Mansfield (S)	157500	128
Mansfield (S)	Inf	49
Maribyrnong (C)		578
Maribyrnong (C)	0	305
Maribyrnong (C)	7875	1513
Maribyrnong (C)	15750	2031
Maribyrnong (C)	21000	2042
Maribyrnong (C)	26250	2365
Maribyrnong (C)	34125	3342
Maribyrnong (C)	42000	4116
Maribyrnong (C)	52500	5100
Maribyrnong (C)	65625	4959
Maribyrnong (C)	78750	3420
Maribyrnong (C)	91875	2620
Maribyrnong (C)	105000	1686
Maribyrnong (C)	157500	2091
Maribyrnong (C)	Inf	1093
Maroondah (C)		801
Maroondah (C)	0	342
Maroondah (C)	7875	2240
Maroondah (C)	15750	2347
Maroondah (C)	21000	2246
Maroondah (C)	26250	2506
Maroondah (C)	34125	3711
Maroondah (C)	42000	4821
Maroondah (C)	52500	5879
Maroondah (C)	65625	5738
Maroondah (C)	78750	3805
Maroondah (C)	91875	2891
Maroondah (C)	105000	1865
Maroondah (C)	157500	2073
Maroondah (C)	Inf	991
Melbourne (C)		5864
Melbourne (C)	0	1899
Melbourne (C)	7875	5940
Melbourne (C)	15750	9653
Melbourne (C)	21000	10897
Melbourne (C)	26250	12819
Melbourne (C)	34125	19498
Melbourne (C)	42000	26625
Melbourne (C)	52500	40769
Melbourne (C)	65625	54834
Melbourne (C)	78750	47562
Melbourne (C)	91875	45930
Melbourne (C)	105000	34950
Melbourne (C)	157500	68522
Melbourne (C)	Inf	50991
Melton (C)		484
Melton (C)	0	266
Melton (C)	7875	1392
Melton (C)	15750	1392
Melton (C)	21000	1417
Melton (C)	26250	1539
Melton (C)	34125	2406
Melton (C)	42000	3065
Melton (C)	52500	3280
Melton (C)	65625	3239
Melton (C)	78750	2163
Melton (C)	91875	1596
Melton (C)	105000	980
Melton (C)	157500	1031
Melton (C)	Inf	423
Mildura (RC)		469
Mildura (RC)	0	230
Mildura (RC)	7875	936
Mildura (RC)	15750	983
Mildura (RC)	21000	1065
Mildura (RC)	26250	1424
Mildura (RC)	34125	2239
Mildura (RC)	42000	2960
Mildura (RC)	52500	3271
Mildura (RC)	65625	2771
Mildura (RC)	78750	1766
Mildura (RC)	91875	1344
Mildura (RC)	105000	788
Mildura (RC)	157500	722
Mildura (RC)	Inf	382
Mitchell (S)		231
Mitchell (S)	0	110
Mitchell (S)	7875	622
Mitchell (S)	15750	552
Mitchell (S)	21000	624
Mitchell (S)	26250	664
Mitchell (S)	34125	1050
Mitchell (S)	42000	1282
Mitchell (S)	52500	1403
Mitchell (S)	65625	1392
Mitchell (S)	78750	980
Mitchell (S)	91875	774
Mitchell (S)	105000	523
Mitchell (S)	157500	480
Mitchell (S)	Inf	164
Moira (S)		297
Moira (S)	0	192
Moira (S)	7875	519
Moira (S)	15750	426
Moira (S)	21000	620
Moira (S)	26250	795
Moira (S)	34125	1204
Moira (S)	42000	1373
Moira (S)	52500	1422
Moira (S)	65625	1307
Moira (S)	78750	795
Moira (S)	91875	586
Moira (S)	105000	441
Moira (S)	157500	352
Moira (S)	Inf	209
Monash (C)		1659
Monash (C)	0	698
Monash (C)	7875	3253
Monash (C)	15750	3953
Monash (C)	21000	4027
Monash (C)	26250	4597
Monash (C)	34125	7313
Monash (C)	42000	9792
Monash (C)	52500	12676
Monash (C)	65625	14825
Monash (C)	78750	11029
Monash (C)	91875	9723
Monash (C)	105000	6723
Monash (C)	157500	10133
Monash (C)	Inf	5392
Moonee Valley (C)		657
Moonee Valley (C)	0	325
Moonee Valley (C)	7875	1896
Moonee Valley (C)	15750	1990
Moonee Valley (C)	21000	2011
Moonee Valley (C)	26250	2170
Moonee Valley (C)	34125	3196
Moonee Valley (C)	42000	3752
Moonee Valley (C)	52500	4434
Moonee Valley (C)	65625	4542
Moonee Valley (C)	78750	3218
Moonee Valley (C)	91875	2624
Moonee Valley (C)	105000	1816
Moonee Valley (C)	157500	2187
Moonee Valley (C)	Inf	1210
Moorabool (S)		128
Moorabool (S)	0	116
Moorabool (S)	7875	491
Moorabool (S)	15750	483
Moorabool (S)	21000	481
Moorabool (S)	26250	515
Moorabool (S)	34125	770
Moorabool (S)	42000	874
Moorabool (S)	52500	973
Moorabool (S)	65625	910
Moorabool (S)	78750	580
Moorabool (S)	91875	487
Moorabool (S)	105000	291
Moorabool (S)	157500	263
Moorabool (S)	Inf	136
Moreland (C)		659
Moreland (C)	0	322
Moreland (C)	7875	1388
Moreland (C)	15750	2063
Moreland (C)	21000	2439
Moreland (C)	26250	2702
Moreland (C)	34125	4061
Moreland (C)	42000	4856
Moreland (C)	52500	5200
Moreland (C)	65625	4993
Moreland (C)	78750	3362
Moreland (C)	91875	2597
Moreland (C)	105000	1574
Moreland (C)	157500	1654
Moreland (C)	Inf	940
Mornington Peninsula (S)		1042
Mornington Peninsula (S)	0	444
Mornington Peninsula (S)	7875	2798
Mornington Peninsula (S)	15750	2580
Mornington Peninsula (S)	21000	2810
Mornington Peninsula (S)	26250	3432
Mornington Peninsula (S)	34125	5344
Mornington Peninsula (S)	42000	6170
Mornington Peninsula (S)	52500	6572
Mornington Peninsula (S)	65625	5903
Mornington Peninsula (S)	78750	3937
Mornington Peninsula (S)	91875	3015
Mornington Peninsula (S)	105000	2068
Mornington Peninsula (S)	157500	2152
Mornington Peninsula (S)	Inf	1216
Mount Alexander (S)		122
Mount Alexander (S)	0	67
Mount Alexander (S)	7875	314
Mount Alexander (S)	15750	305
Mount Alexander (S)	21000	405
Mount Alexander (S)	26250	493
Mount Alexander (S)	34125	789
Mount Alexander (S)	42000	995
Mount Alexander (S)	52500	1093
Mount Alexander (S)	65625	853
Mount Alexander (S)	78750	535
Mount Alexander (S)	91875	375
Mount Alexander (S)	105000	213
Mount Alexander (S)	157500	240
Mount Alexander (S)	Inf	117
Moyne (S)		147
Moyne (S)	0	132
Moyne (S)	7875	205
Moyne (S)	15750	264
Moyne (S)	21000	331
Moyne (S)	26250	397
Moyne (S)	34125	591
Moyne (S)	42000	646
Moyne (S)	52500	826
Moyne (S)	65625	855
Moyne (S)	78750	537
Moyne (S)	91875	435
Moyne (S)	105000	312
Moyne (S)	157500	329
Moyne (S)	Inf	188
Murrindindi (S)		100
Murrindindi (S)	0	72
Murrindindi (S)	7875	191
Murrindindi (S)	15750	243
Murrindindi (S)	21000	290
Murrindindi (S)	26250	327
Murrindindi (S)	34125	507
Murrindindi (S)	42000	518
Murrindindi (S)	52500	482
Murrindindi (S)	65625	512
Murrindindi (S)	78750	311
Murrindindi (S)	91875	207
Murrindindi (S)	105000	125
Murrindindi (S)	157500	142
Murrindindi (S)	Inf	88
Nillumbik (S)		256
Nillumbik (S)	0	127
Nillumbik (S)	7875	1091
Nillumbik (S)	15750	867
Nillumbik (S)	21000	784
Nillumbik (S)	26250	918
Nillumbik (S)	34125	1252
Nillumbik (S)	42000	1375
Nillumbik (S)	52500	1567
Nillumbik (S)	65625	1515
Nillumbik (S)	78750	1059
Nillumbik (S)	91875	875
Nillumbik (S)	105000	586
Nillumbik (S)	157500	625
Nillumbik (S)	Inf	409
Northern Grampians (S)		99
Northern Grampians (S)	0	78
Northern Grampians (S)	7875	225
Northern Grampians (S)	15750	222
Northern Grampians (S)	21000	298
Northern Grampians (S)	26250	370
Northern Grampians (S)	34125	553
Northern Grampians (S)	42000	663
Northern Grampians (S)	52500	690
Northern Grampians (S)	65625	562
Northern Grampians (S)	78750	357
Northern Grampians (S)	91875	252
Northern Grampians (S)	105000	156
Northern Grampians (S)	157500	172
Northern Grampians (S)	Inf	63
Port Phillip (C)		1159
Port Phillip (C)	0	487
Port Phillip (C)	7875	1319
Port Phillip (C)	15750	2087
Port Phillip (C)	21000	2447
Port Phillip (C)	26250	2888
Port Phillip (C)	34125	4154
Port Phillip (C)	42000	5776
Port Phillip (C)	52500	8903
Port Phillip (C)	65625	10518
Port Phillip (C)	78750	8000
Port Phillip (C)	91875	7081
Port Phillip (C)	105000	4919
Port Phillip (C)	157500	9187
Port Phillip (C)	Inf	7004
