LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
East Arnhem (R)	Inf			4
East Arnhem (R)	Inf	0		144
East Arnhem (R)	Inf	1	State territory	3
Katherine (T)				9
Katherine (T)		0		61
Katherine (T)		1	Local	5
Katherine (T)		1	National	4
Katherine (T)		1	State territory	7
Katherine (T)	0	0		24
Katherine (T)	7875	0		85
Katherine (T)	7875	1	State territory	3
Katherine (T)	15750			5
Katherine (T)	15750	0		79
Katherine (T)	15750	1	State territory	4
Katherine (T)	21000	0		79
Katherine (T)	21000	1	State territory	3
Katherine (T)	26250	0		94
Katherine (T)	26250	1	Local	5
Katherine (T)	26250	1	State territory	11
Katherine (T)	34125			5
Katherine (T)	34125	0		225
Katherine (T)	34125	1	Local	3
Katherine (T)	34125	1	National	3
Katherine (T)	34125	1	State territory	18
Katherine (T)	42000			6
Katherine (T)	42000	0		311
Katherine (T)	42000	1	Local	7
Katherine (T)	42000	1	National	17
Katherine (T)	42000	1	State territory	34
Katherine (T)	52500	0		419
Katherine (T)	52500	1	Local	13
Katherine (T)	52500	1	National	47
Katherine (T)	52500	1	State territory	67
Katherine (T)	65625			3
Katherine (T)	65625	0		444
Katherine (T)	65625	1	Local	30
Katherine (T)	65625	1	National	94
Katherine (T)	65625	1	State territory	96
Katherine (T)	78750	0		330
Katherine (T)	78750	1	Local	20
Katherine (T)	78750	1	National	153
Katherine (T)	78750	1	State territory	106
Katherine (T)	91875			3
Katherine (T)	91875	0		270
Katherine (T)	91875	1	Local	16
Katherine (T)	91875	1	National	157
Katherine (T)	91875	1	State territory	116
Katherine (T)	105000	0		138
Katherine (T)	105000	1	Local	3
Katherine (T)	105000	1	National	93
Katherine (T)	105000	1	State territory	103
Katherine (T)	157500	0		185
Katherine (T)	157500	1	Local	13
Katherine (T)	157500	1	National	80
Katherine (T)	157500	1	State territory	124
Katherine (T)	Inf	0		82
Katherine (T)	Inf	1	Local	10
Katherine (T)	Inf	1	National	13
Katherine (T)	Inf	1	State territory	26
Litchfield (M)				49
Litchfield (M)		0		169
Litchfield (M)		1	National	20
Litchfield (M)		1	State territory	8
Litchfield (M)	0			5
Litchfield (M)	0	0		66
Litchfield (M)	0	1	National	4
Litchfield (M)	7875			8
Litchfield (M)	7875	0		175
Litchfield (M)	7875	1	National	5
Litchfield (M)	7875	1	State territory	8
Litchfield (M)	15750			10
Litchfield (M)	15750	0		203
Litchfield (M)	15750	1	Local	3
Litchfield (M)	15750	1	National	4
Litchfield (M)	15750	1	State territory	12
Litchfield (M)	21000			7
Litchfield (M)	21000	0		193
Litchfield (M)	21000	1	National	3
Litchfield (M)	21000	1	State territory	13
Litchfield (M)	26250			7
Litchfield (M)	26250	0		239
Litchfield (M)	26250	1	National	3
Litchfield (M)	26250	1	State territory	20
Litchfield (M)	34125			8
Litchfield (M)	34125	0		393
Litchfield (M)	34125	1	National	18
Litchfield (M)	34125	1	State territory	23
Litchfield (M)	42000			13
Litchfield (M)	42000	0		523
Litchfield (M)	42000	1	National	43
Litchfield (M)	42000	1	State territory	31
Litchfield (M)	52500			20
Litchfield (M)	52500	0		726
Litchfield (M)	52500	1	National	259
Litchfield (M)	52500	1	State territory	71
Litchfield (M)	65625			10
Litchfield (M)	65625	0		871
Litchfield (M)	65625	1	Local	3
Litchfield (M)	65625	1	National	548
Litchfield (M)	65625	1	State territory	170
Litchfield (M)	78750			16
Litchfield (M)	78750	0		786
Litchfield (M)	78750	1	Local	10
Litchfield (M)	78750	1	National	659
Litchfield (M)	78750	1	State territory	182
Litchfield (M)	91875			3
Litchfield (M)	91875	0		817
Litchfield (M)	91875	1	Local	3
Litchfield (M)	91875	1	National	507
Litchfield (M)	91875	1	State territory	190
Litchfield (M)	105000			8
Litchfield (M)	105000	0		783
Litchfield (M)	105000	1	National	264
Litchfield (M)	105000	1	State territory	183
Litchfield (M)	157500			16
Litchfield (M)	157500	0		2596
Litchfield (M)	157500	1	Local	4
Litchfield (M)	157500	1	National	231
Litchfield (M)	157500	1	State territory	268
Litchfield (M)	Inf			3
Litchfield (M)	Inf	0		3038
Litchfield (M)	Inf	1	National	24
Litchfield (M)	Inf	1	State territory	70
MacDonnell (R)				4
MacDonnell (R)		0		50
MacDonnell (R)		1	Local	12
MacDonnell (R)		1	National	5
MacDonnell (R)		1	State territory	13
MacDonnell (R)	0	0		8
MacDonnell (R)	7875	0		40
MacDonnell (R)	7875	1	Local	8
MacDonnell (R)	7875	1	National	3
MacDonnell (R)	7875	1	State territory	5
MacDonnell (R)	15750	0		91
MacDonnell (R)	15750	1	Local	21
MacDonnell (R)	15750	1	National	4
MacDonnell (R)	15750	1	State territory	11
MacDonnell (R)	21000	0		46
MacDonnell (R)	21000	1	Local	18
MacDonnell (R)	21000	1	National	3
MacDonnell (R)	21000	1	State territory	13
MacDonnell (R)	26250			3
MacDonnell (R)	26250	0		64
MacDonnell (R)	26250	1	Local	13
MacDonnell (R)	26250	1	National	3
MacDonnell (R)	26250	1	State territory	11
MacDonnell (R)	34125	0		100
MacDonnell (R)	34125	1	Local	38
MacDonnell (R)	34125	1	National	3
MacDonnell (R)	34125	1	State territory	7
MacDonnell (R)	42000			3
MacDonnell (R)	42000	0		81
MacDonnell (R)	42000	1	Local	13
MacDonnell (R)	42000	1	National	8
MacDonnell (R)	42000	1	State territory	16
MacDonnell (R)	52500	0		85
MacDonnell (R)	52500	1	Local	10
MacDonnell (R)	52500	1	National	16
MacDonnell (R)	52500	1	State territory	32
MacDonnell (R)	65625			3
MacDonnell (R)	65625	0		102
MacDonnell (R)	65625	1	Local	17
MacDonnell (R)	65625	1	National	19
MacDonnell (R)	65625	1	State territory	39
MacDonnell (R)	78750	0		122
MacDonnell (R)	78750	1	Local	9
MacDonnell (R)	78750	1	National	19
MacDonnell (R)	78750	1	State territory	57
MacDonnell (R)	91875	0		78
MacDonnell (R)	91875	1	Local	8
MacDonnell (R)	91875	1	National	34
MacDonnell (R)	91875	1	State territory	65
MacDonnell (R)	105000	0		86
MacDonnell (R)	105000	1	National	38
MacDonnell (R)	105000	1	State territory	58
MacDonnell (R)	157500	0		148
MacDonnell (R)	157500	1	National	108
MacDonnell (R)	157500	1	State territory	67
MacDonnell (R)	Inf	0		101
MacDonnell (R)	Inf	1	National	57
MacDonnell (R)	Inf	1	State territory	8
Palmerston (C)				25
Palmerston (C)		0		87
Palmerston (C)		1	National	8
Palmerston (C)		1	State territory	5
Palmerston (C)	0			3
Palmerston (C)	0	0		44
Palmerston (C)	0	1	State territory	6
Palmerston (C)	7875	0		301
Palmerston (C)	7875	1	State territory	3
Palmerston (C)	15750			4
Palmerston (C)	15750	0		215
Palmerston (C)	15750	1	National	3
Palmerston (C)	15750	1	State territory	16
Palmerston (C)	21000			7
Palmerston (C)	21000	0		229
Palmerston (C)	21000	1	Local	3
Palmerston (C)	21000	1	National	3
Palmerston (C)	21000	1	State territory	13
Palmerston (C)	26250	0		288
Palmerston (C)	26250	1	State territory	12
Palmerston (C)	34125			4
Palmerston (C)	34125	0		450
Palmerston (C)	34125	1	National	9
Palmerston (C)	34125	1	State territory	25
Palmerston (C)	42000			10
Palmerston (C)	42000	0		685
Palmerston (C)	42000	1	Local	3
Palmerston (C)	42000	1	National	8
Palmerston (C)	42000	1	State territory	37
Palmerston (C)	52500			9
Palmerston (C)	52500	0		790
Palmerston (C)	52500	1	Local	6
Palmerston (C)	52500	1	National	16
Palmerston (C)	52500	1	State territory	79
Palmerston (C)	65625			13
Palmerston (C)	65625	0		839
Palmerston (C)	65625	1	Local	11
Palmerston (C)	65625	1	National	54
Palmerston (C)	65625	1	State territory	132
Palmerston (C)	78750			4
Palmerston (C)	78750	0		576
Palmerston (C)	78750	1	Local	15
Palmerston (C)	78750	1	National	52
Palmerston (C)	78750	1	State territory	159
Palmerston (C)	91875			6
Palmerston (C)	91875	0		450
Palmerston (C)	91875	1	Local	18
Palmerston (C)	91875	1	National	42
Palmerston (C)	91875	1	State territory	157
Palmerston (C)	105000			4
Palmerston (C)	105000	0		357
Palmerston (C)	105000	1	Local	3
Palmerston (C)	105000	1	National	20
Palmerston (C)	105000	1	State territory	158
Palmerston (C)	157500	0		426
Palmerston (C)	157500	1	Local	7
Palmerston (C)	157500	1	National	31
Palmerston (C)	157500	1	State territory	197
Palmerston (C)	Inf	0		220
Palmerston (C)	Inf	1	Local	4
Palmerston (C)	Inf	1	State territory	39
Roper Gulf (R)				10
Roper Gulf (R)		0		42
Roper Gulf (R)		1	Local	5
Roper Gulf (R)		1	National	3
Roper Gulf (R)		1	State territory	3
Roper Gulf (R)	0	0		14
Roper Gulf (R)	7875			5
Roper Gulf (R)	7875	0		41
Roper Gulf (R)	7875	1	Local	7
Roper Gulf (R)	7875	1	National	4
Roper Gulf (R)	7875	1	State territory	3
Roper Gulf (R)	15750			28
Roper Gulf (R)	15750	0		87
Roper Gulf (R)	15750	1	Local	22
Roper Gulf (R)	15750	1	National	4
Roper Gulf (R)	15750	1	State territory	17
Roper Gulf (R)	21000			3
Roper Gulf (R)	21000	0		46
Roper Gulf (R)	21000	1	Local	18
Roper Gulf (R)	21000	1	National	3
Roper Gulf (R)	21000	1	State territory	9
Roper Gulf (R)	26250			10
Roper Gulf (R)	26250	0		62
Roper Gulf (R)	26250	1	Local	12
Roper Gulf (R)	26250	1	National	4
Roper Gulf (R)	26250	1	State territory	17
Roper Gulf (R)	34125			8
Roper Gulf (R)	34125	0		118
Roper Gulf (R)	34125	1	Local	41
Roper Gulf (R)	34125	1	National	3
Roper Gulf (R)	34125	1	State territory	28
Roper Gulf (R)	42000			3
Roper Gulf (R)	42000	0		112
Roper Gulf (R)	42000	1	Local	23
Roper Gulf (R)	42000	1	National	6
Roper Gulf (R)	42000	1	State territory	22
Roper Gulf (R)	52500			6
Roper Gulf (R)	52500	0		136
Roper Gulf (R)	52500	1	Local	13
Roper Gulf (R)	52500	1	National	10
Roper Gulf (R)	52500	1	State territory	11
Roper Gulf (R)	65625	0		108
Roper Gulf (R)	65625	1	Local	8
Roper Gulf (R)	65625	1	National	11
Roper Gulf (R)	65625	1	State territory	14
Roper Gulf (R)	78750	0		97
Roper Gulf (R)	78750	1	Local	10
Roper Gulf (R)	78750	1	National	3
Roper Gulf (R)	78750	1	State territory	8
Roper Gulf (R)	91875	0		100
Roper Gulf (R)	91875	1	Local	4
Roper Gulf (R)	91875	1	National	8
Roper Gulf (R)	91875	1	State territory	20
Roper Gulf (R)	105000	0		90
Roper Gulf (R)	105000	1	Local	4
Roper Gulf (R)	105000	1	National	3
Roper Gulf (R)	105000	1	State territory	21
Roper Gulf (R)	157500	0		154
Roper Gulf (R)	157500	1	National	3
Roper Gulf (R)	157500	1	State territory	21
Roper Gulf (R)	Inf	0		57
Roper Gulf (R)	Inf	1	State territory	4
Tiwi Islands (R)		0		7
Tiwi Islands (R)	0			4
Tiwi Islands (R)	0	0		8
Tiwi Islands (R)	7875			13
Tiwi Islands (R)	7875	0		22
Tiwi Islands (R)	7875	1	Local	3
Tiwi Islands (R)	15750			9
Tiwi Islands (R)	15750	0		51
Tiwi Islands (R)	15750	1	Local	6
Tiwi Islands (R)	15750	1	State territory	4
Tiwi Islands (R)	21000			5
Tiwi Islands (R)	21000	0		37
Tiwi Islands (R)	21000	1	Local	5
Tiwi Islands (R)	21000	1	National	3
Tiwi Islands (R)	26250	0		25
Tiwi Islands (R)	26250	1	Local	3
Tiwi Islands (R)	34125			3
Tiwi Islands (R)	34125	0		55
Tiwi Islands (R)	34125	1	Local	13
Tiwi Islands (R)	34125	1	State territory	3
Tiwi Islands (R)	42000	0		46
Tiwi Islands (R)	42000	1	Local	12
Tiwi Islands (R)	52500	0		16
Tiwi Islands (R)	52500	1	Local	5
Tiwi Islands (R)	52500	1	State territory	3
Tiwi Islands (R)	65625	0		44
Tiwi Islands (R)	65625	1	Local	8
Tiwi Islands (R)	65625	1	National	3
Tiwi Islands (R)	65625	1	State territory	8
Tiwi Islands (R)	78750	0		31
Tiwi Islands (R)	78750	1	Local	3
Tiwi Islands (R)	78750	1	National	6
Tiwi Islands (R)	78750	1	State territory	3
Tiwi Islands (R)	91875	0		24
Tiwi Islands (R)	91875	1	Local	3
Tiwi Islands (R)	91875	1	State territory	4
Tiwi Islands (R)	105000	0		19
Tiwi Islands (R)	105000	1	State territory	3
Tiwi Islands (R)	157500	0		17
Tiwi Islands (R)	157500	1	Local	3
Tiwi Islands (R)	157500	1	State territory	11
Tiwi Islands (R)	Inf	0		9
Victoria Daly (R)				6
Victoria Daly (R)		0		20
Victoria Daly (R)		1	Local	7
Victoria Daly (R)		1	National	3
Victoria Daly (R)		1	State territory	3
Victoria Daly (R)	0	0		14
Victoria Daly (R)	7875			3
Victoria Daly (R)	7875	0		7
Victoria Daly (R)	15750			3
Victoria Daly (R)	15750	0		25
Victoria Daly (R)	15750	1	National	3
Victoria Daly (R)	15750	1	State territory	7
Victoria Daly (R)	21000	0		25
Victoria Daly (R)	21000	1	State territory	4
Victoria Daly (R)	26250	0		27
Victoria Daly (R)	26250	1	State territory	11
Victoria Daly (R)	34125			4
Victoria Daly (R)	34125	0		42
Victoria Daly (R)	34125	1	Local	13
Victoria Daly (R)	34125	1	National	4
Victoria Daly (R)	34125	1	State territory	5
Victoria Daly (R)	42000	0		78
Victoria Daly (R)	42000	1	National	5
Victoria Daly (R)	42000	1	State territory	5
Victoria Daly (R)	52500			3
Victoria Daly (R)	52500	0		85
Victoria Daly (R)	52500	1	Local	9
Victoria Daly (R)	52500	1	National	8
Victoria Daly (R)	52500	1	State territory	3
Victoria Daly (R)	65625	0		64
Victoria Daly (R)	65625	1	Local	5
Victoria Daly (R)	65625	1	National	3
Victoria Daly (R)	65625	1	State territory	7
Victoria Daly (R)	78750	0		64
Victoria Daly (R)	78750	1	Local	7
Victoria Daly (R)	78750	1	National	3
Victoria Daly (R)	78750	1	State territory	3
Victoria Daly (R)	91875	0		43
Victoria Daly (R)	91875	1	Local	8
Victoria Daly (R)	91875	1	National	4
Victoria Daly (R)	91875	1	State territory	5
Victoria Daly (R)	105000	0		26
Victoria Daly (R)	105000	1	Local	3
Victoria Daly (R)	105000	1	National	3
Victoria Daly (R)	105000	1	State territory	3
Victoria Daly (R)	157500			3
Victoria Daly (R)	157500	0		48
Victoria Daly (R)	157500	1	National	3
Victoria Daly (R)	157500	1	State territory	14
Victoria Daly (R)	Inf	0		16
Victoria Daly (R)	Inf	1	State territory	3
Wagait (S)	15750	0		4
Wagait (S)	15750	1	National	3
Wagait (S)	21000	0		3
Wagait (S)	26250	0		3
Wagait (S)	34125	0		3
Wagait (S)	42000	0		3
Wagait (S)	52500	1	Local	3
Wagait (S)	65625	0		6
Wagait (S)	78750	0		3
Wagait (S)	91875	0		3
West Arnhem (R)				14
West Arnhem (R)		0		45
West Arnhem (R)		1	Local	4
West Arnhem (R)		1	State territory	5
West Arnhem (R)	0	0		9
West Arnhem (R)	7875			16
West Arnhem (R)	7875	0		28
West Arnhem (R)	7875	1	Local	6
West Arnhem (R)	7875	1	National	3
West Arnhem (R)	7875	1	State territory	9
West Arnhem (R)	15750			38
West Arnhem (R)	15750	0		87
West Arnhem (R)	15750	1	Local	3
West Arnhem (R)	15750	1	National	3
West Arnhem (R)	15750	1	State territory	18
West Arnhem (R)	21000			3
West Arnhem (R)	21000	0		54
West Arnhem (R)	21000	1	Local	10
West Arnhem (R)	21000	1	State territory	8
West Arnhem (R)	26250			4
West Arnhem (R)	26250	0		67
West Arnhem (R)	26250	1	State territory	17
West Arnhem (R)	34125			3
West Arnhem (R)	34125	0		137
West Arnhem (R)	34125	1	Local	17
West Arnhem (R)	34125	1	National	3
West Arnhem (R)	34125	1	State territory	21
West Arnhem (R)	42000			4
West Arnhem (R)	42000	0		108
West Arnhem (R)	42000	1	Local	16
West Arnhem (R)	42000	1	National	7
West Arnhem (R)	42000	1	State territory	17
West Arnhem (R)	52500			3
West Arnhem (R)	52500	0		97
West Arnhem (R)	52500	1	Local	9
West Arnhem (R)	52500	1	National	6
West Arnhem (R)	52500	1	State territory	13
West Arnhem (R)	65625	0		134
West Arnhem (R)	65625	1	Local	8
West Arnhem (R)	65625	1	National	8
West Arnhem (R)	65625	1	State territory	19
West Arnhem (R)	78750	0		112
West Arnhem (R)	78750	1	Local	11
West Arnhem (R)	78750	1	National	7
West Arnhem (R)	78750	1	State territory	10
West Arnhem (R)	91875	0		93
West Arnhem (R)	91875	1	Local	11
West Arnhem (R)	91875	1	National	11
West Arnhem (R)	91875	1	State territory	19
West Arnhem (R)	105000	0		83
West Arnhem (R)	105000	1	National	8
West Arnhem (R)	105000	1	State territory	20
West Arnhem (R)	157500	0		209
West Arnhem (R)	157500	1	Local	3
West Arnhem (R)	157500	1	National	4
West Arnhem (R)	157500	1	State territory	24
West Arnhem (R)	Inf	0		53
West Arnhem (R)	Inf	1	National	5
West Arnhem (R)	Inf	1	State territory	5
West Daly (R)		0		6
West Daly (R)	7875	0		18
West Daly (R)	7875	1	Local	3
West Daly (R)	7875	1	State territory	3
West Daly (R)	15750	0		40
West Daly (R)	15750	1	Local	4
West Daly (R)	15750	1	National	3
West Daly (R)	15750	1	State territory	7
West Daly (R)	21000	0		34
West Daly (R)	21000	1	Local	3
West Daly (R)	21000	1	State territory	4
West Daly (R)	26250	0		30
West Daly (R)	26250	1	Local	6
West Daly (R)	26250	1	State territory	12
West Daly (R)	34125	0		51
West Daly (R)	34125	1	Local	17
West Daly (R)	34125	1	National	3
West Daly (R)	34125	1	State territory	11
West Daly (R)	42000	0		13
West Daly (R)	42000	1	Local	6
West Daly (R)	42000	1	State territory	5
West Daly (R)	52500	0		34
West Daly (R)	52500	1	Local	5
West Daly (R)	52500	1	State territory	7
West Daly (R)	65625	0		39
West Daly (R)	65625	1	Local	7
West Daly (R)	65625	1	National	3
West Daly (R)	78750	0		34
West Daly (R)	78750	1	Local	9
West Daly (R)	78750	1	National	4
West Daly (R)	78750	1	State territory	3
West Daly (R)	91875	0		29
West Daly (R)	91875	1	Local	7
West Daly (R)	91875	1	National	3
West Daly (R)	91875	1	State territory	8
West Daly (R)	105000	0		24
West Daly (R)	105000	1	State territory	4
West Daly (R)	157500	0		28
West Daly (R)	157500	1	State territory	9
West Daly (R)	Inf	0		20
West Daly (R)	Inf	1	State territory	3
Unincorporated NT				26
Unincorporated NT		0		83
Unincorporated NT		1	State territory	3
Unincorporated NT	0			7
Unincorporated NT	0	0		27
Unincorporated NT	0	1	National	3
Unincorporated NT	7875			4
Unincorporated NT	7875	0		59
Unincorporated NT	7875	1	Local	5
Unincorporated NT	15750			7
Unincorporated NT	15750	0		93
Unincorporated NT	15750	1	National	3
Unincorporated NT	15750	1	State territory	13
Unincorporated NT	21000			4
Unincorporated NT	21000	0		87
Unincorporated NT	21000	1	State territory	7
Unincorporated NT	26250	0		139
Unincorporated NT	26250	1	State territory	8
Unincorporated NT	34125			4
Unincorporated NT	34125	0		261
Unincorporated NT	34125	1	State territory	5
Unincorporated NT	42000			6
Unincorporated NT	42000	0		520
Unincorporated NT	42000	1	Local	3
Unincorporated NT	42000	1	National	14
Unincorporated NT	42000	1	State territory	19
Unincorporated NT	52500			3
Unincorporated NT	52500	0		613
Unincorporated NT	52500	1	Local	10
Unincorporated NT	52500	1	National	13
Unincorporated NT	52500	1	State territory	33
Unincorporated NT	65625			7
Unincorporated NT	65625	0		832
Unincorporated NT	65625	1	Local	13
Unincorporated NT	65625	1	National	21
Unincorporated NT	65625	1	State territory	84
Unincorporated NT	78750			4
Unincorporated NT	78750	0		650
Unincorporated NT	78750	1	Local	17
Unincorporated NT	78750	1	National	19
Unincorporated NT	78750	1	State territory	72
Unincorporated NT	91875			10
Unincorporated NT	91875	0		525
Unincorporated NT	91875	1	Local	7
Unincorporated NT	91875	1	National	28
Unincorporated NT	91875	1	State territory	93
Unincorporated NT	105000	0		384
Unincorporated NT	105000	1	Local	3
Unincorporated NT	105000	1	National	18
Unincorporated NT	105000	1	State territory	66
Unincorporated NT	157500	0		821
Unincorporated NT	157500	1	Local	18
Unincorporated NT	157500	1	National	35
Unincorporated NT	157500	1	State territory	139
Unincorporated NT	Inf	0		390
Unincorporated NT	Inf	1	Local	3
Unincorporated NT	Inf	1	National	10
Unincorporated NT	Inf	1	State territory	37
No usual address (NT)				22
No usual address (NT)		0		66
No usual address (NT)	0			6
No usual address (NT)	0	0		39
No usual address (NT)	0	1	National	3
No usual address (NT)	7875			3
No usual address (NT)	7875	0		58
No usual address (NT)	15750			5
No usual address (NT)	15750	0		94
No usual address (NT)	15750	1	National	3
No usual address (NT)	15750	1	State territory	5
No usual address (NT)	21000	0		116
No usual address (NT)	21000	1	National	3
No usual address (NT)	26250			3
No usual address (NT)	26250	0		131
No usual address (NT)	26250	1	National	3
No usual address (NT)	26250	1	State territory	4
No usual address (NT)	34125			4
