SA2_MAINCODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
119031369,6,0,0,0,0,9,44,0,3,0,0,43,68,11,10,0,0,82,84,21,17,0,0,119,46,26,13,4,0,91,58,25,22,4,0,112,33,26,17,0,0,76,53,32,22,3,0,108,45,21,13,0,0,80,15,7,16,3,0,48,8,5,5,0,0,20,0,0,3,0,0,3,0,4,0,0,0,5,463,174,139,9,4,794,69,0,0,3,0,68,88,3,6,0,0,94,43,3,5,0,0,50,12,3,9,0,0,30,18,3,10,0,0,35,8,3,4,0,0,22,15,10,10,3,0,29,6,5,7,3,0,19,12,9,13,3,0,40,21,6,13,0,0,48,17,5,10,7,0,46,3,4,7,0,0,18,7,6,4,0,0,14,323,66,95,23,3,507,18,0,6,0,0,25,19,11,3,0,3,39,818,249,245,37,15,1357,11,0,0,0,0,11,56,0,0,0,0,56,82,3
119031370,4,0,0,0,0,4,21,3,3,0,0,29,52,4,3,0,0,61,34,11,8,0,0,60,23,9,7,0,0,46,32,12,12,0,0,62,23,13,8,0,0,47,33,17,21,3,0,79,28,12,15,0,4,54,18,8,11,0,0,27,8,7,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,3,279,105,80,5,6,478,25,0,0,0,0,25,40,0,0,0,0,44,26,3,0,0,0,31,16,3,3,0,0,25,4,5,0,0,0,7,5,0,3,3,0,13,8,5,8,3,0,19,16,3,5,0,0,22,14,3,3,0,0,26,17,10,14,0,0,38,9,3,4,0,0,15,0,3,4,0,0,10,0,3,0,0,0,7,179,40,39,11,5,276,9,0,0,0,0,9,19,3,0,0,3,25,482,146,128,20,18,792,4,0,0,0,0,4,32,0,0,0,0,32,66,0
119031371,4,0,0,0,0,4,39,3,0,0,0,38,62,5,3,0,0,76,63,7,12,3,0,79,79,8,9,0,0,96,64,11,13,0,3,91,77,19,13,0,0,108,72,18,16,0,0,109,69,15,9,0,0,98,23,3,7,0,0,32,6,0,3,0,0,11,0,4,0,0,0,8,0,3,0,0,0,3,557,100,91,6,4,756,26,0,0,0,0,26,33,0,0,0,0,38,22,0,3,0,0,23,7,3,3,0,0,15,11,0,4,0,0,15,3,3,0,0,0,8,3,7,0,0,0,15,9,5,9,0,0,21,7,6,12,0,0,24,13,8,13,0,0,34,8,5,4,0,0,24,5,0,4,0,0,9,0,0,4,6,0,10,146,42,52,7,0,254,30,0,0,0,0,28,10,0,0,0,7,17,747,145,146,18,10,1059,4,0,0,0,0,4,34,0,0,0,0,34,28,0
119031372,63,0,0,0,0,63,206,7,3,0,0,209,237,19,18,0,4,272,248,49,24,0,3,328,181,72,30,3,0,288,197,83,31,3,3,312,196,87,25,0,0,311,197,61,23,6,6,293,153,60,33,3,4,248,105,32,8,7,0,148,50,18,13,4,0,83,3,9,4,0,0,17,4,3,0,0,0,12,1828,489,206,27,24,2581,84,0,0,0,0,91,107,3,3,0,0,115,57,0,10,0,0,71,30,9,7,0,0,46,24,5,5,3,0,38,16,3,7,0,0,31,25,10,9,0,4,46,31,9,7,0,0,51,41,13,12,0,0,68,35,6,9,6,0,58,29,18,15,9,0,64,8,10,7,4,0,26,5,8,7,6,0,24,501,94,99,25,7,722,43,9,3,0,0,56,46,5,8,0,9,69,2425,598,313,60,40,3436,10,0,0,0,0,10,71,0,0,0,0,70,91,4
119031373,12,0,0,0,0,12,35,0,0,0,0,35,49,8,5,0,0,55,52,9,11,0,0,77,62,3,5,0,0,80,68,6,5,3,0,81,60,15,12,0,0,85,63,18,5,0,0,83,50,11,9,0,3,76,28,8,10,0,0,42,16,5,0,0,0,24,0,4,0,0,0,6,0,0,0,0,0,0,489,88,68,3,5,652,38,0,0,3,0,41,66,0,0,0,0,71,22,0,3,0,0,22,11,4,0,5,0,19,11,3,3,0,0,20,4,0,7,0,0,14,4,4,3,0,0,6,14,0,0,0,0,13,12,3,5,0,0,22,12,3,8,0,0,26,11,5,4,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,213,21,43,11,0,286,17,0,0,0,0,27,24,3,7,0,3,39,748,112,113,18,10,995,12,0,0,0,0,12,24,0,3,0,0,32,33,0
119031374,16,0,0,0,0,21,60,0,0,0,0,62,107,16,7,3,0,133,123,24,7,0,0,153,113,36,17,0,0,167,102,34,6,4,0,151,79,58,19,0,0,160,70,29,24,3,0,126,46,25,27,3,0,104,26,12,10,0,0,51,17,8,10,0,0,34,3,7,3,0,0,13,0,3,0,0,0,3,775,256,127,23,6,1188,84,0,0,4,0,82,71,0,3,0,0,77,44,7,0,3,0,53,15,5,6,0,0,30,14,10,8,4,0,32,13,8,7,3,0,31,13,11,12,0,0,30,19,15,16,0,0,49,22,6,10,4,0,43,19,10,10,0,0,37,9,8,12,0,0,29,5,8,3,4,0,18,5,0,6,0,0,12,325,84,91,22,5,522,35,3,5,0,0,41,29,0,4,0,3,40,1158,350,225,45,17,1796,11,0,0,0,0,11,45,0,0,0,0,45,97,3
119041375,37,0,0,0,0,37,143,8,6,0,0,161,195,31,8,0,0,234,181,30,26,3,0,238,164,21,24,0,0,217,147,30,21,0,4,202,158,26,13,0,0,201,137,30,14,3,0,186,124,23,24,0,3,175,78,13,11,0,0,109,31,6,3,0,0,43,9,5,4,0,0,16,0,0,0,0,0,6,1406,231,152,13,18,1814,45,0,0,0,0,43,65,0,0,0,0,70,61,9,11,3,0,78,33,6,12,0,0,55,27,7,13,0,0,43,27,3,7,3,0,38,21,4,3,0,0,33,27,6,7,0,0,42,11,8,7,0,0,26,18,3,15,0,0,40,15,3,6,3,0,30,8,0,3,0,0,16,4,6,0,0,0,12,357,53,94,11,5,523,39,3,6,0,0,45,31,6,5,0,5,50,1833,292,254,27,24,2429,15,0,0,0,0,10,75,0,3,0,0,77,120,7
119041376,13,0,0,0,0,13,46,0,3,0,0,53,76,18,16,0,0,110,67,20,14,0,0,108,56,27,21,0,0,111,74,26,17,3,0,123,60,32,25,0,0,114,66,22,20,3,5,118,61,24,30,3,3,119,25,11,10,0,3,52,13,5,10,0,0,27,3,0,0,0,0,5,0,0,0,0,0,7,563,198,167,18,15,961,48,0,0,0,0,46,51,0,3,0,0,53,41,0,8,0,3,49,27,6,13,0,3,48,18,4,10,3,0,36,21,3,10,0,0,43,8,11,18,0,0,40,18,10,12,0,0,41,16,10,18,3,0,40,22,4,15,9,0,48,11,0,12,0,0,24,3,0,0,0,0,12,3,0,6,0,0,14,285,53,132,21,9,501,18,3,7,0,0,35,25,8,7,0,0,40,894,261,318,42,27,1535,17,0,0,0,0,17,65,0,3,0,0,68,96,0
119041377,3,0,0,0,0,8,27,0,0,0,0,27,53,7,9,0,0,69,43,15,9,0,0,70,48,25,16,0,0,89,44,25,19,0,0,93,28,22,16,0,0,69,34,18,13,0,0,60,20,15,15,0,0,51,16,8,9,0,0,34,16,5,5,0,0,28,3,0,3,0,0,3,0,0,0,0,0,4,337,144,111,6,4,597,22,0,0,0,0,22,40,0,0,0,0,41,33,0,4,0,0,35,14,3,0,0,0,20,14,0,5,4,0,23,13,7,5,0,0,28,12,6,3,0,3,21,10,0,8,0,0,13,6,8,8,0,0,25,11,3,10,0,0,26,4,4,3,3,0,15,3,0,4,0,0,6,0,0,0,0,0,6,172,35,58,7,4,284,15,3,0,0,0,18,13,0,3,0,8,27,541,177,170,17,11,923,4,0,0,0,0,4,36,0,0,0,0,36,70,0
119041378,20,0,0,0,0,21,178,0,0,0,0,180,363,14,10,0,3,388,488,21,13,3,0,519,381,37,23,3,6,449,398,31,25,0,5,462,349,52,30,3,0,430,322,39,30,3,0,396,241,33,23,0,0,304,149,15,13,0,0,183,61,16,14,0,0,88,8,3,0,0,0,14,3,4,0,0,0,10,2960,265,183,13,15,3446,42,0,3,0,0,47,103,0,0,0,0,107,64,3,3,0,0,69,57,4,12,0,3,67,54,9,8,0,0,72,41,9,8,0,0,65,38,7,9,0,0,53,37,10,3,0,0,51,37,8,5,3,0,56,26,3,9,3,0,42,27,4,10,0,0,39,16,4,8,3,0,23,5,3,0,3,0,13,547,58,73,14,5,696,78,4,4,0,4,93,81,4,4,0,8,101,3660,331,274,31,33,4339,8,0,0,0,0,8,303,0,0,0,0,309,545,7
119041379,12,0,0,0,0,12,58,0,0,0,0,54,87,3,9,0,0,100,77,12,6,0,0,92,52,26,9,0,0,88,58,23,19,0,0,102,58,26,9,0,0,89,67,21,15,3,3,110,53,27,14,0,0,95,39,11,7,0,0,60,18,12,3,0,0,34,3,6,0,0,0,7,0,0,0,0,0,3,578,170,91,8,9,859,45,3,0,0,0,44,47,3,0,0,0,53,26,0,3,0,0,30,17,0,6,0,0,26,14,5,3,0,0,19,8,6,6,0,0,24,14,3,10,0,0,30,15,7,5,0,0,29,11,8,4,0,0,25,13,0,3,0,0,18,6,4,5,3,0,16,3,3,8,0,0,14,6,0,0,0,0,4,221,38,54,9,0,330,17,8,3,0,0,26,19,4,3,0,0,34,839,220,158,19,13,1250,9,0,0,0,0,9,51,0,0,0,0,51,58,6
119041380,10,0,0,0,0,10,42,0,3,0,0,48,75,6,5,0,0,88,85,16,9,0,0,108,60,16,9,0,0,82,56,17,15,0,0,86,46,30,21,3,0,97,32,20,14,0,0,68,40,23,13,0,0,74,22,9,4,0,0,37,12,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,487,141,87,3,3,728,26,0,0,0,0,23,57,0,0,0,0,63,23,0,3,0,0,28,20,0,3,0,0,27,17,7,8,0,0,30,10,5,6,0,0,21,12,3,6,0,0,28,14,3,11,0,0,27,10,6,7,0,3,22,7,7,6,0,0,17,4,3,10,0,0,15,0,3,5,0,0,5,3,0,0,0,0,10,196,31,55,10,9,311,10,0,6,3,0,23,12,5,7,0,3,22,712,184,151,22,15,1082,9,0,0,0,0,9,44,0,0,0,0,44,60,0
119041381,50,0,0,0,0,50,161,0,3,0,0,161,224,14,16,5,3,258,252,40,21,3,0,317,206,48,34,3,0,293,179,43,26,5,0,257,195,51,20,0,0,272,141,47,31,3,4,224,125,15,25,3,3,177,88,18,14,3,0,121,41,11,5,5,0,69,12,8,3,0,0,19,0,4,0,0,0,6,1671,304,204,27,19,2223,103,0,0,0,0,103,118,0,5,0,0,122,85,4,12,4,0,101,82,10,12,3,3,102,42,7,14,3,0,57,38,4,9,0,0,56,34,10,5,0,5,49,32,8,5,0,4,52,27,3,4,0,0,42,28,9,11,0,0,56,21,3,3,0,0,33,5,3,0,0,0,6,3,3,6,0,0,16,622,64,88,11,14,799,48,5,3,0,3,55,55,7,5,3,7,77,2396,381,301,40,38,3156,13,0,0,0,0,13,100,0,0,0,6,101,172,5
119041382,11,0,0,0,0,11,45,0,3,0,0,51,58,9,3,0,0,72,60,14,7,3,0,84,39,12,9,0,0,70,37,29,13,3,0,78,30,36,18,3,0,87,28,34,23,0,3,82,20,19,15,3,0,59,13,6,16,0,0,34,9,3,8,0,0,18,3,0,0,0,0,4,0,3,0,0,0,3,353,173,108,15,8,648,78,0,0,0,0,84,79,0,3,0,3,85,21,3,3,0,0,30,14,3,3,0,0,21,18,3,3,0,0,28,11,3,10,0,0,24,5,6,9,0,0,19,13,9,5,0,0,28,9,3,5,0,0,20,19,8,11,0,0,37,4,4,14,0,0,28,6,3,3,0,3,12,3,3,3,0,0,8,281,42,69,3,9,407,17,3,4,0,0,29,30,4,8,0,5,47,678,228,186,19,21,1131,8,0,0,0,0,8,47,0,3,0,0,51,66,4
120011383,20,0,0,0,0,20,109,5,3,0,0,115,158,18,13,0,3,194,144,29,17,4,3,198,124,41,9,0,0,172,88,55,26,3,0,168,91,52,22,3,0,172,84,43,18,4,4,153,67,24,15,3,0,118,45,31,16,0,0,87,17,5,3,0,0,33,0,9,0,0,0,10,0,0,0,0,0,3,950,314,143,24,11,1445,62,0,0,0,0,62,88,3,5,0,4,97,52,0,3,3,3,63,30,3,3,0,0,37,21,7,6,3,0,38,24,8,7,0,0,45,25,12,7,0,0,45,14,15,18,0,0,50,15,6,11,0,4,41,21,5,15,3,0,43,10,13,22,0,0,44,9,4,5,0,0,23,3,12,3,0,0,15,386,91,114,18,6,617,40,3,3,0,0,44,36,12,6,3,4,58,1412,420,264,41,27,2160,8,0,0,0,0,8,81,4,3,0,0,90,99,5
120011384,46,0,0,0,0,47,385,0,5,0,0,397,935,34,28,4,9,1007,1124,70,40,3,6,1242,1201,67,31,3,8,1309,1074,58,34,7,4,1166,849,54,36,3,4,946,819,41,20,3,3,885,601,35,18,0,7,663,295,19,12,0,0,327,113,7,10,0,0,132,15,4,4,0,0,28,3,0,0,0,0,10,7465,396,229,25,39,8155,125,0,0,4,0,127,276,0,7,0,3,294,213,8,19,4,0,247,140,13,20,3,0,175,101,16,26,9,0,148,78,11,17,0,0,101,61,13,19,0,0,101,66,9,10,5,0,93,58,8,10,0,0,80,41,18,4,0,0,69,47,14,8,0,0,70,15,3,12,0,0,31,10,0,0,0,0,10,1234,114,157,25,10,1536,182,3,5,0,3,202,188,18,15,3,25,247,9064,530,408,54,78,10138,49,0,0,0,0,49,476,0,0,0,0,476,966,5
120011385,11,0,0,0,0,11,64,0,7,0,0,69,117,15,7,0,0,131,146,19,16,0,3,178,93,40,21,0,3,155,73,51,21,3,0,149,68,54,20,0,3,138,47,52,27,0,0,133,40,23,11,0,0,79,32,20,11,0,0,69,7,13,8,3,0,37,5,9,3,0,0,19,0,0,3,0,0,4,716,286,148,12,16,1174,93,0,0,3,0,97,120,0,3,0,0,124,71,0,4,0,0,81,54,0,6,0,0,58,16,3,8,0,0,32,16,9,7,3,0,32,15,10,11,0,0,37,14,9,11,0,0,36,16,13,14,0,0,35,27,7,15,3,0,48,14,14,17,0,0,44,12,8,7,3,0,24,3,3,0,3,0,15,459,76,100,21,11,660,24,7,3,0,0,30,33,6,9,0,3,45,1227,373,257,30,29,1916,10,0,0,0,0,10,65,0,3,0,0,68,138,4
120011386,26,0,0,0,0,29,113,3,3,0,3,118,177,17,8,0,0,205,165,41,12,0,0,220,166,53,17,0,3,240,155,65,33,5,0,249,126,60,24,3,8,220,124,57,35,3,0,217,95,49,21,6,0,174,68,31,12,0,0,113,26,16,9,0,0,55,8,8,5,0,0,18,3,3,7,0,0,10,1261,387,194,22,20,1880,135,0,0,0,0,143,137,0,3,3,0,142,68,0,8,0,0,83,38,12,3,0,0,56,29,7,6,0,0,42,26,7,12,0,0,43,21,6,14,0,0,44,25,6,17,0,0,44,21,10,12,5,0,46,34,11,12,3,5,58,14,10,16,5,0,44,6,3,9,0,0,22,3,0,4,3,0,16,562,73,128,25,7,797,36,3,12,0,0,53,50,3,3,0,3,66,1910,472,341,41,36,2799,14,0,0,0,0,14,100,0,0,0,0,102,160,0
120021387,16,0,0,0,0,16,86,0,0,0,0,88,202,17,16,0,0,230,188,38,16,0,0,240,159,35,19,3,0,213,124,48,13,3,0,184,126,60,19,6,4,215,88,49,35,4,4,185,66,51,23,0,0,140,44,31,18,3,0,90,17,19,15,0,0,52,5,8,6,0,0,19,3,6,0,0,0,10,1131,354,170,21,9,1681,43,0,3,0,0,44,113,0,4,0,0,126,69,0,11,0,0,89,30,0,4,0,0,35,13,3,9,0,0,25,18,4,10,0,0,33,13,6,15,3,3,38,13,6,11,0,0,38,19,12,13,3,0,42,26,18,6,6,0,56,10,25,18,0,0,54,8,13,14,3,0,35,8,6,3,3,0,17,388,97,119,25,7,634,45,3,7,3,0,60,33,4,5,3,7,52,1592,466,299,53,26,2431,11,0,0,0,0,11,80,0,0,0,5,86,170,3
120021388,46,0,0,0,0,46,237,3,5,0,0,252,381,30,20,3,0,428,407,52,39,3,3,506,389,76,45,6,3,527,336,103,60,0,5,499,263,102,47,3,5,413,274,90,34,3,0,408,223,75,45,3,3,342,156,45,29,3,0,232,56,42,13,0,0,108,12,15,7,0,0,38,5,9,0,0,0,12,2772,646,341,26,27,3809,103,0,3,0,0,105,246,0,5,0,0,252,159,0,13,0,0,176,71,8,14,0,0,95,62,13,10,0,0,93,51,12,27,3,0,94,63,10,15,4,0,93,27,18,29,0,0,70,37,13,15,0,0,71,42,17,16,3,0,74,35,18,21,4,0,75,19,5,7,3,0,40,11,4,12,7,0,24,932,114,190,24,7,1269,79,8,14,0,7,98,72,5,12,6,14,106,3860,767,556,62,49,5293,25,0,0,0,0,25,197,0,0,0,0,197,343,13
120021389,22,0,0,0,0,24,115,0,3,0,0,118,238,13,15,0,0,262,258,28,12,0,5,301,261,38,17,0,3,322,209,63,30,4,4,305,183,63,31,0,0,275,172,56,31,3,3,266,140,40,18,6,0,209,92,31,14,0,0,138,27,6,6,0,0,36,4,5,0,3,0,16,0,3,3,3,0,11,1720,348,174,19,14,2279,45,0,4,0,0,50,95,0,0,0,0,100,71,3,3,0,0,77,48,4,6,0,0,68,14,10,3,0,0,29,32,3,12,3,0,50,22,0,13,6,0,39,31,8,12,0,0,49,36,3,17,0,0,54,31,11,13,0,0,57,9,5,20,4,0,35,4,3,4,0,0,12,3,0,0,3,0,10,436,54,109,23,7,632,41,7,12,0,0,59,36,0,9,0,0,51,2238,407,299,42,28,3014,9,0,0,0,0,9,133,3,0,0,0,134,215,0
120031390,24,0,0,0,0,24,92,0,0,3,3,101,239,7,15,0,0,269,296,28,23,0,3,349,221,34,13,0,3,272,237,33,19,0,3,289,237,29,27,3,3,297,238,38,35,0,0,313,208,29,26,0,0,265,101,21,18,0,0,140,24,10,5,0,0,46,3,3,3,0,0,12,4,0,0,0,0,9,1934,235,189,12,15,2384,117,0,0,3,0,123,137,0,8,0,4,146,98,3,10,3,0,113,61,0,8,6,0,80,36,9,6,0,0,54,37,3,14,3,0,52,39,3,12,3,3,56,38,4,19,0,0,59,32,5,17,3,0,57,34,7,18,3,0,60,22,3,11,0,3,39,12,0,5,3,0,21,3,0,0,0,0,4,664,50,121,25,13,871,66,6,6,0,0,83,65,5,3,0,12,87,2727,295,322,37,44,3425,7,0,0,0,0,7,102,0,0,0,0,103,292,0
120031391,28,0,0,0,0,32,192,3,0,0,0,198,467,34,14,0,3,525,512,49,29,7,3,603,455,66,31,3,3,555,401,73,28,0,0,504,361,76,34,0,3,474,363,70,59,4,5,508,328,59,48,5,0,436,205,33,31,0,0,270,76,22,10,4,0,110,18,6,8,0,0,27,6,4,4,0,0,11,3406,496,294,37,22,4252,197,0,3,0,3,205,335,4,3,4,7,353,176,10,14,5,0,204,104,8,14,7,3,136,70,9,18,3,0,104,49,11,10,0,3,81,59,16,15,4,0,100,64,12,11,4,0,92,54,16,20,3,0,92,67,10,13,3,0,93,38,18,8,4,0,69,18,8,13,0,3,40,10,3,11,3,0,25,1241,128,161,41,20,1589,110,11,6,3,3,135,118,14,8,3,18,157,4870,638,476,88,65,6136,31,0,0,0,0,31,287,0,3,0,0,294,501,20
120031392,11,0,0,0,0,13,34,0,0,0,0,35,50,10,6,0,0,61,63,11,10,0,0,82,38,9,6,0,0,61,39,16,7,0,0,61,36,17,7,0,0,63,27,16,12,0,0,58,40,16,8,0,0,64,11,10,15,0,0,36,11,3,8,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,354,107,84,6,7,551,18,0,0,0,0,22,38,0,3,0,0,41,31,0,6,0,0,34,19,0,4,0,0,27,13,0,7,0,0,22,5,3,9,0,0,21,11,0,8,0,0,23,15,4,8,0,0,23,10,6,3,0,0,24,12,3,10,0,0,21,6,0,5,0,0,20,5,3,4,0,0,7,0,0,0,0,0,3,197,17,64,8,3,288,10,0,0,0,0,10,11,0,0,3,0,19,572,129,143,14,10,878,0,0,0,0,0,0,19,0,0,0,0,23,47,0
120031393,6,0,0,0,0,6,36,3,4,0,0,43,84,10,8,0,3,99,67,16,7,0,0,93,74,26,18,0,0,120,48,19,25,0,0,96,53,27,26,0,0,105,56,23,20,3,0,109,57,24,18,0,0,100,40,10,13,3,0,65,21,6,3,0,0,30,3,0,4,0,0,9,3,3,0,0,0,3,544,177,146,11,3,882,71,0,0,0,0,77,53,0,3,0,0,60,26,3,8,0,0,32,14,0,3,0,0,21,15,5,6,3,0,27,14,3,4,0,0,26,7,11,8,0,0,22,10,3,8,0,0,24,14,3,11,3,0,33,15,4,7,0,0,27,11,7,3,0,0,20,3,0,0,0,0,3,0,0,0,0,0,5,257,46,62,7,4,381,23,3,4,0,0,31,33,8,0,3,4,40,859,233,213,24,15,1338,4,0,0,0,0,4,33,0,0,0,0,36,68,4
120031394,12,0,0,0,0,10,56,0,3,0,0,58,77,3,12,0,0,91,84,21,9,0,0,112,86,13,9,0,3,118,64,33,24,0,3,121,47,25,26,0,0,102,72,24,23,0,0,115,50,16,22,0,0,89,24,8,19,3,0,52,11,6,8,0,0,28,6,3,0,0,0,10,3,3,0,0,0,9,589,154,150,10,7,906,40,0,3,4,0,50,36,0,0,0,0,42,27,0,7,3,0,41,20,3,8,0,0,37,14,4,4,0,0,17,10,3,3,0,0,26,15,3,6,0,0,24,11,3,8,0,0,23,9,8,10,0,0,24,11,4,3,0,0,24,6,0,3,0,0,12,3,4,0,0,0,9,0,3,3,0,0,7,220,37,60,10,3,337,15,3,0,0,0,22,18,0,0,0,3,25,839,192,220,21,18,1292,0,0,0,0,0,0,37,0,0,0,0,37,72,3
