SA2_MAINCODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
119021367,3,0,0,92,50,3,0,0,0,62,47,9,3,4,0,55,53,5,4,0,0,59,56,10,5,4,0,78,56,7,3,0,3,68,43,6,3,0,0,55,19,3,0,0,0,19,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,487,49,25,7,10,584,145,0,0,0,3,151,154,0,0,0,0,154,65,0,4,0,0,67,63,3,4,3,0,68,72,4,12,0,0,87,67,5,7,4,3,91,68,3,7,0,0,86,71,0,0,0,0,76,62,0,6,4,0,71,48,0,0,0,0,45,22,0,0,0,0,24,3,0,3,0,0,6,3,0,0,0,0,3,835,23,43,14,11,925,48,3,4,3,0,54,37,0,0,0,0,44,1404,83,76,26,21,1602,31,0,0,0,0,32,123,4,0,0,0,130,156,13,11,0,0,182,136,20,7,0,4,165,107,30,16,4
119021573,3,0,0,106,64,8,6,0,0,78,44,7,13,0,0,58,47,10,11,0,0,67,70,5,9,0,0,83,67,6,7,0,0,83,50,5,3,0,0,65,37,0,3,0,0,44,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,535,39,59,5,9,642,24,0,0,0,0,27,54,6,0,0,0,59,41,3,3,3,0,48,58,4,13,0,0,74,65,0,7,3,6,82,53,4,3,7,0,71,51,4,12,0,0,71,56,8,3,0,0,66,62,0,4,0,3,70,35,3,0,0,0,43,20,0,0,0,0,20,5,0,0,0,0,7,5,0,0,0,0,5,540,25,53,12,9,645,36,0,9,0,0,45,23,0,5,0,3,32,1131,64,121,23,23,1364,28,0,0,0,0,26,67,5,7,0,0,81,181,9,9,0,0,194,137,24,35,3,0,199,107,40,59,8
119021574,0,0,0,18,19,0,4,0,0,24,8,4,5,0,0,19,8,0,3,0,0,16,15,0,5,0,0,15,9,0,0,0,0,11,6,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,108,11,23,0,3,144,27,0,0,0,0,27,14,3,3,0,0,19,15,0,0,0,0,14,14,0,3,0,0,20,14,0,0,0,0,15,17,3,3,0,0,27,15,3,0,0,0,18,11,0,3,0,0,14,8,0,0,0,0,8,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,143,13,22,0,0,176,14,0,0,0,0,10,9,0,0,0,0,9,270,17,44,5,3,337,0,0,0,0,0,3,29,0,0,0,0,32,34,3,7,0,0,53,27,12,23,0,0,67,26,3,21,0
119031368,4,3,0,418,293,16,6,3,0,315,222,24,3,0,0,256,238,23,10,3,0,278,282,29,16,4,0,332,278,44,10,3,3,342,224,16,19,3,3,270,101,7,7,0,0,119,30,0,0,0,0,29,3,0,0,0,0,4,3,0,0,0,0,3,2297,176,93,22,12,2608,371,0,3,3,3,377,403,0,0,0,7,415,222,6,14,4,0,245,221,15,21,0,0,264,222,7,16,3,0,242,245,14,15,6,7,289,234,14,21,4,0,271,240,14,6,0,0,268,220,8,14,3,3,242,119,11,10,4,0,142,59,5,3,0,3,69,23,0,3,0,0,30,3,0,0,0,0,10,2586,102,123,38,26,2871,213,5,3,3,4,230,88,0,3,0,11,103,5178,286,220,66,56,5806,60,0,0,0,0,60,351,6,3,5,5,367,675,30,18,7,0,729,533,63,29,9,0,634,435,72,19,3
119031369,0,0,0,87,61,4,8,0,0,68,46,9,9,0,0,66,62,7,15,0,0,87,64,5,20,3,0,87,50,8,18,3,0,76,56,7,9,5,3,81,24,3,9,0,0,33,7,0,4,0,0,10,3,0,0,0,0,3,0,0,0,0,0,3,511,53,78,9,3,665,105,0,0,0,0,110,90,4,4,0,0,95,47,0,4,0,0,51,52,7,15,0,0,77,80,6,24,3,0,108,80,9,18,0,0,109,89,4,21,3,0,120,91,6,11,3,0,107,96,3,11,4,3,114,64,3,11,0,0,87,26,5,7,3,0,39,8,0,7,0,0,13,3,0,3,0,0,4,844,48,122,20,3,1036,45,0,3,3,0,47,13,0,3,3,3,26,1415,104,206,39,9,1779,17,0,0,0,0,19,98,0,3,0,0,100,145,17,8,0,0,174,143,22,22,0,0,187,91,35,18,6
119031370,0,0,0,70,38,5,3,0,0,46,22,5,8,0,0,29,35,9,4,0,0,40,48,3,0,0,0,52,52,9,4,0,0,67,33,0,3,0,0,37,23,4,3,0,0,30,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,352,32,25,0,0,413,39,0,0,0,0,45,48,0,0,0,0,44,40,3,3,0,0,46,34,7,5,4,0,45,41,0,7,0,0,44,38,0,7,0,0,45,41,4,5,4,0,58,38,3,9,3,0,54,46,0,5,0,0,53,27,3,4,0,0,30,11,4,4,0,0,18,3,0,0,0,0,5,4,0,0,0,0,4,401,25,42,11,4,494,31,3,0,0,0,35,20,0,0,0,4,25,805,59,72,16,10,959,7,0,0,0,0,7,57,3,3,0,0,59,118,10,3,0,3,127,75,17,8,0,0,98,48,17,16,0
119031371,0,0,3,26,33,0,3,0,0,32,20,3,0,0,0,25,28,9,6,0,0,42,22,6,8,0,0,32,39,12,11,0,0,58,39,4,8,0,0,46,10,0,3,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,250,35,33,3,8,330,63,0,3,0,0,69,45,0,3,0,0,47,25,0,0,0,0,27,28,3,11,0,0,44,35,3,7,3,0,51,36,8,16,0,0,60,43,10,6,0,0,65,36,3,4,0,0,48,29,6,5,4,0,44,21,4,5,0,0,35,17,3,4,0,0,24,6,3,0,0,0,12,3,0,0,5,0,5,379,44,65,18,4,512,39,3,0,0,0,43,9,4,0,0,4,20,672,89,109,19,15,900,6,0,0,0,0,6,74,3,0,0,0,79,87,5,3,0,3,107,92,7,15,3,0,120,91,14,13,0
119031372,4,0,0,94,72,14,6,0,0,93,57,6,3,0,0,75,83,18,9,0,0,108,84,17,7,0,0,109,89,24,9,4,0,128,80,9,5,0,0,100,42,0,4,0,0,51,11,0,0,0,0,12,0,6,0,0,0,8,3,0,0,0,0,8,693,97,51,4,3,853,82,0,0,0,0,82,89,0,0,3,0,92,54,0,9,3,0,63,70,5,10,3,0,84,82,6,12,5,0,104,106,15,16,3,0,144,103,18,6,3,0,138,84,7,14,3,0,108,78,11,8,5,0,99,49,7,13,6,3,76,18,8,9,9,0,45,16,4,3,3,0,29,7,0,0,0,0,7,835,84,98,43,5,1068,58,3,3,0,0,71,39,0,0,0,3,42,1622,183,155,50,16,2027,73,0,0,0,0,73,268,7,3,0,0,284,324,21,21,0,4,369,323,60,23,0,3,417,244,80,29,3
119031373,3,0,0,34,27,0,0,0,0,29,24,4,5,0,0,35,36,4,3,0,0,38,39,4,3,0,0,50,35,7,8,0,0,46,41,0,3,0,0,47,20,0,3,3,0,22,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,290,19,28,4,4,350,50,0,0,0,0,50,42,0,0,0,0,42,23,3,0,0,0,28,37,0,5,0,0,45,39,0,3,0,0,42,36,0,4,0,0,44,44,3,4,0,0,51,42,3,3,0,0,50,31,3,3,0,0,36,30,0,3,0,0,30,8,0,4,0,0,15,10,0,0,0,0,10,3,0,0,0,0,3,396,14,39,5,5,457,11,0,0,0,0,13,20,0,3,5,6,30,723,39,67,15,11,851,17,0,0,0,0,17,62,0,3,0,0,63,76,8,7,0,0,92,85,16,8,0,0,105,89,13,11,0
119031374,3,0,0,101,80,6,5,0,0,93,61,5,8,0,0,73,65,6,3,0,0,76,97,20,6,0,0,122,83,18,12,3,0,113,71,5,5,0,0,77,38,0,3,0,0,44,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,655,64,52,11,3,779,104,0,0,0,0,110,87,0,6,0,0,90,54,4,10,3,0,70,60,3,8,0,0,79,87,12,6,3,0,115,110,4,9,5,0,132,102,9,15,3,0,130,89,4,9,3,0,108,82,9,10,3,3,106,56,7,7,4,0,69,28,5,8,5,0,45,13,0,4,0,0,18,0,5,7,0,0,6,881,68,95,32,6,1080,77,3,0,4,0,89,25,3,3,0,0,28,1634,135,148,46,10,1972,31,0,0,0,0,32,106,0,3,0,0,112,207,20,11,3,0,241,200,25,9,3,0,247,170,39,22,5
119041375,5,0,0,130,84,3,3,0,0,91,73,6,3,0,0,84,55,7,4,3,0,68,75,8,3,0,0,92,67,8,0,0,0,83,79,3,0,0,0,82,36,0,0,0,0,39,22,3,3,0,0,26,6,0,0,0,0,8,3,0,0,0,3,4,702,42,43,10,4,798,30,0,0,0,0,25,71,0,7,0,0,79,82,3,8,5,0,97,74,3,12,5,0,90,38,0,8,3,0,49,59,6,13,0,0,76,55,9,5,5,0,75,51,3,3,0,0,56,41,4,7,4,0,57,41,3,0,0,0,45,18,0,3,0,0,28,7,0,0,0,0,5,6,0,0,3,0,4,569,40,58,26,4,697,46,0,0,0,3,58,19,3,0,3,5,30,1338,89,105,38,18,1583,50,0,0,0,0,55,220,8,6,0,0,237,313,34,15,0,0,365,265,30,32,4,0,330,240,30,30,0
119041376,4,0,0,103,73,3,3,3,0,84,66,0,0,0,0,72,53,11,11,0,0,68,69,0,7,0,0,78,74,3,12,0,0,97,64,7,12,0,0,82,35,5,3,0,0,43,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,633,25,55,9,3,728,53,0,3,0,0,60,60,0,4,0,0,62,72,0,4,0,0,74,58,5,13,5,0,82,76,3,8,3,0,94,77,3,18,3,3,100,73,6,14,3,0,97,74,8,13,0,3,92,52,3,3,0,0,58,54,5,7,3,0,69,25,3,6,0,0,27,9,0,3,0,0,8,0,0,0,0,0,3,676,35,88,14,4,825,46,0,8,0,0,59,21,0,0,0,3,29,1381,65,148,26,16,1638,29,0,0,0,0,29,114,0,10,0,0,123,173,18,16,0,0,211,140,28,20,3,0,193,123,33,21,0
119041377,0,0,0,80,46,6,10,0,0,57,43,9,9,0,0,53,31,3,10,0,0,45,44,6,10,0,0,63,43,4,9,0,0,52,28,3,14,0,0,42,33,3,4,0,0,40,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,382,38,62,3,4,489,18,0,0,0,0,22,41,0,3,0,0,46,40,0,3,0,0,42,56,3,4,0,0,63,54,3,9,8,0,74,50,3,7,0,0,62,51,0,4,0,0,61,53,8,6,0,0,65,49,0,9,3,0,63,34,0,3,0,0,36,14,0,0,0,0,17,10,0,0,0,0,11,0,0,4,0,0,3,461,29,52,17,9,567,22,0,4,0,0,26,13,3,3,3,0,22,880,65,123,23,10,1101,13,0,0,0,0,10,57,0,0,0,0,61,125,7,6,0,3,146,84,18,15,3,3,130,87,31,21,3
119041378,3,0,0,553,453,3,9,0,0,468,323,7,5,0,0,341,429,5,14,0,5,452,403,14,12,0,0,429,413,15,8,0,0,444,327,6,8,0,0,352,199,3,5,0,0,208,63,3,3,0,0,68,6,0,0,0,0,8,0,0,0,0,0,0,3483,67,76,7,17,3644,87,0,0,0,3,87,158,0,0,0,0,161,167,0,3,0,0,169,267,8,8,3,0,283,286,12,11,0,0,304,379,8,11,3,0,402,323,7,10,3,0,339,286,12,13,6,0,310,265,8,9,0,0,283,208,3,6,3,7,224,102,3,3,0,0,106,21,4,0,0,0,27,6,0,0,0,0,14,2543,59,74,25,11,2707,324,0,3,0,6,332,79,4,4,3,6,100,6427,129,153,32,43,6783,31,0,0,0,0,33,479,0,0,0,0,488,901,21,13,0,0,938,940,23,15,4,0,982,701,48,33,5
119041379,3,0,0,67,54,3,3,0,0,64,47,5,7,0,0,57,39,4,5,0,0,45,47,5,9,0,0,66,45,3,9,0,0,56,45,9,3,0,0,53,31,4,8,0,0,35,14,0,0,0,0,16,3,0,0,0,0,4,0,0,0,0,0,0,432,42,44,3,6,520,46,0,0,0,0,46,50,0,3,0,0,58,32,0,6,3,0,41,37,3,3,3,0,48,58,3,4,3,0,73,36,7,9,4,0,60,74,3,8,0,0,88,55,7,8,4,0,69,66,3,6,0,0,75,46,3,3,0,0,55,21,6,3,0,0,29,5,0,4,0,0,11,3,0,0,0,0,7,537,37,60,21,4,649,45,4,4,0,3,53,13,3,0,0,3,21,1025,81,103,23,12,1250,18,0,0,0,0,18,107,0,0,0,0,104,142,11,8,0,0,163,130,14,10,0,0,156,100,32,15,0
119041380,3,0,0,65,41,8,5,0,0,50,32,3,7,0,0,43,32,11,3,0,0,45,31,9,7,0,0,50,33,7,9,0,0,47,25,3,0,3,0,33,8,0,4,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,325,47,34,6,3,414,39,0,0,0,0,45,47,0,0,0,0,48,31,0,4,0,0,34,45,9,5,0,0,56,52,5,14,0,0,67,43,0,3,4,0,58,35,4,3,0,0,48,34,4,6,0,0,41,21,4,4,0,0,28,20,4,5,3,0,32,12,0,3,0,0,15,5,0,0,0,0,3,0,0,3,0,0,4,376,25,49,14,6,469,26,3,0,3,0,37,19,5,3,4,3,29,746,75,89,25,20,946,16,0,0,0,0,16,85,0,3,0,0,95,135,9,13,0,0,158,127,24,10,0,0,158,90,21,15,0
119041381,8,0,0,187,133,9,3,0,0,141,115,9,8,0,0,132,135,16,5,3,0,155,136,15,8,0,0,159,109,6,6,0,0,121,119,6,12,0,0,135,80,4,3,0,0,93,24,3,4,0,0,28,7,0,0,0,0,7,0,0,0,0,0,3,1130,71,52,10,15,1279,111,0,0,0,0,114,149,0,3,0,0,149,98,3,6,0,0,110,113,9,8,0,0,136,95,3,0,3,3,103,111,8,15,4,0,131,111,9,10,3,0,134,119,4,13,3,0,143,97,3,9,4,0,113,56,3,10,0,0,66,23,3,4,4,0,34,8,3,3,0,0,11,6,0,3,0,0,3,1098,53,84,19,7,1248,67,5,0,0,3,73,31,0,0,4,3,40,2320,123,143,29,29,2642,56,0,0,0,0,56,260,0,3,0,5,266,396,15,25,3,3,439,383,45,28,3,0,462,319,54,46,6
119041382,3,0,0,77,29,3,3,0,0,40,27,10,6,0,0,38,39,11,14,0,0,64,37,13,14,0,0,59,32,12,12,0,0,61,41,7,5,0,0,55,18,7,3,0,0,31,8,0,0,0,0,12,0,3,3,0,0,8,0,0,0,0,0,3,363,67,68,7,8,510,73,0,0,0,0,78,76,0,3,0,0,77,33,0,0,0,0,35,53,4,7,0,0,72,42,12,8,0,0,66,65,13,9,8,0,92,53,5,12,0,0,71,54,4,17,3,0,78,37,7,7,3,0,54,36,7,10,0,0,51,21,3,0,7,0,29,5,0,0,0,0,5,0,0,0,0,0,0,538,50,77,28,3,702,44,3,3,0,0,46,8,0,0,3,3,19,961,119,151,36,18,1276,20,0,0,0,0,27,94,3,6,0,0,104,131,12,7,0,0,148,87,17,12,3,0,127,70,19,18,0
120011383,3,0,0,106,85,5,10,0,0,100,47,15,6,0,0,71,67,9,14,0,0,94,72,19,12,0,0,110,75,15,12,0,0,107,46,12,7,4,0,68,30,6,5,3,0,44,8,3,3,0,0,11,3,0,0,0,0,5,0,0,0,0,0,3,629,100,70,17,3,819,81,0,3,0,0,84,100,3,0,0,0,108,81,0,3,0,0,90,84,4,17,3,0,107,52,18,10,0,0,93,67,15,16,5,3,101,96,3,19,3,0,123,61,19,18,4,0,97,62,12,17,3,3,96,48,12,10,3,0,76,24,6,15,3,0,45,5,3,0,0,0,9,0,3,0,0,0,8,764,111,119,31,14,1037,48,3,0,3,0,50,27,6,4,4,4,46,1467,220,197,51,23,1960,29,0,0,0,0,29,189,3,7,0,0,206,253,28,12,0,3,300,229,33,26,6,4,300,173,54,12,7
120011384,14,0,8,999,945,21,10,3,3,983,745,20,10,0,0,775,717,16,9,0,3,739,644,13,11,0,4,677,610,14,13,0,0,635,469,12,3,0,4,492,237,5,5,0,0,247,78,0,0,0,0,84,17,0,0,0,0,20,4,0,0,0,0,5,5951,106,82,6,30,6182,168,0,3,0,0,177,297,0,6,0,0,306,242,9,20,9,0,270,296,9,22,6,0,333,323,16,15,3,0,356,342,16,21,4,0,380,253,13,25,8,5,299,232,7,6,3,3,254,232,13,11,7,0,257,148,7,6,3,0,157,69,7,5,3,0,85,18,0,3,0,0,30,5,0,0,0,0,9,2635,96,128,45,19,2926,402,0,9,3,6,426,116,12,8,3,21,157,9115,211,227,63,69,9682,98,0,0,0,0,96,864,3,6,0,3,880,1905,38,41,4,12,2006,2068,88,50,5,7,2218,1946,87,42,5
120011385,5,0,0,150,94,9,8,0,3,119,83,10,13,0,0,102,61,11,8,0,0,79,54,23,16,3,3,101,68,15,12,3,3,105,52,17,12,0,0,81,29,8,3,0,0,44,10,0,3,0,0,17,3,3,0,0,0,7,0,0,0,0,0,3,673,98,89,11,11,885,137,0,0,0,0,139,180,0,3,0,0,187,111,0,3,0,0,121,79,3,9,3,0,95,70,9,20,3,3,103,91,10,30,3,0,135,66,14,12,0,0,99,71,9,10,0,0,94,55,12,21,0,0,88,58,11,15,0,3,87,28,4,13,3,0,49,16,0,3,3,0,20,0,3,7,0,0,8,968,78,148,19,4,1223,68,0,10,0,3,82,32,0,3,0,3,44,1743,180,252,32,29,2230,25,0,0,0,0,25,132,3,4,0,0,140,251,13,15,0,0,279,240,23,17,0,3,296,175,53,26,3
120011386,12,0,0,169,134,3,10,0,0,147,90,15,7,0,0,109,96,12,12,0,0,126,69,28,20,0,0,123,99,19,16,0,0,140,66,8,7,3,0,83,45,4,3,3,0,57,11,3,3,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,888,96,95,11,3,1100,154,0,3,0,0,163,148,0,4,0,0,152,96,3,9,3,4,117,85,9,17,5,0,110,111,11,24,4,0,144,105,10,37,4,0,153,92,12,22,10,3,139,105,21,17,3,0,138,71,14,18,4,0,104,51,3,9,0,0,66,23,3,11,3,0,37,13,0,9,0,0,18,0,0,3,3,0,8,1061,90,165,37,9,1358,58,3,10,0,0,70,38,6,6,0,3,51,2048,196,271,51,21,2581,44,0,0,0,0,49,211,3,3,0,3,221,336,23,15,0,3,374,299,41,25,0,0,367,259,67,21,0
120021387,10,0,0,183,127,9,4,0,0,145,102,12,6,0,0,121,87,23,13,7,0,133,81,26,17,3,0,126,74,35,27,6,0,138,46,9,11,0,0,74,39,16,7,0,0,63,18,8,3,0,0,33,0,4,3,0,0,10,0,0,0,0,0,0,833,156,106,19,11,1116,79,0,3,0,0,84,145,0,5,0,0,146,105,0,13,4,0,116,92,10,10,7,0,117,100,14,36,0,0,151,83,11,26,3,0,133,95,18,29,3,0,146,64,20,21,3,0,107,62,7,14,0,0,90,56,9,23,5,0,97,25,14,16,0,0,58,11,8,7,0,0,29,6,0,8,3,0,15,922,105,217,31,13,1281,65,8,15,0,0,90,25,3,3,4,4,37,1834,272,343,53,23,2526,26,0,0,0,0,26,167,3,0,0,5,174,372,19,21,0,0,408,314,42,20,0,0,386,258,49,29,4
120021388,10,3,0,367,293,10,17,3,0,328,202,28,18,0,0,244,199,26,23,0,3,258,246,41,33,6,7,328,193,41,23,4,3,257,177,29,13,3,0,230,93,24,11,0,0,130,28,10,5,0,0,48,3,3,3,0,0,16,0,0,0,0,0,7,2002,221,164,20,16,2424,174,0,3,0,0,178,306,5,9,0,0,324,195,6,13,0,0,217,204,8,41,3,0,261,185,18,37,5,0,244,219,26,46,6,3,296,165,27,43,7,3,237,167,24,31,8,0,219,135,17,26,3,0,178,113,18,29,3,0,159,64,6,9,5,0,84,28,12,3,0,0,38,4,3,3,5,0,13,1948,159,287,36,16,2446,159,9,10,0,0,176,68,3,3,9,11,90,4178,389,469,60,38,5135,73,0,0,0,0,73,436,3,5,0,0,450,719,36,36,3,0,798,704,66,54,7,3,836,591,106,68,8
120021389,8,0,0,227,196,18,10,0,0,227,159,23,17,0,0,202,138,20,18,0,0,179,137,11,23,3,0,174,130,22,19,3,0,173,88,11,16,0,0,115,38,3,6,0,0,58,13,5,5,0,0,21,5,0,0,0,0,6,0,0,0,0,0,4,1264,119,121,11,0,1522,68,0,0,0,0,73,125,0,4,0,0,127,99,0,9,0,0,109,74,7,12,0,0,89,92,14,26,3,0,131,106,15,17,4,0,140,73,6,18,4,0,108,70,12,13,3,0,100,59,13,9,0,0,78,31,7,17,0,0,56,35,4,11,0,0,49,9,0,6,0,0,14,3,0,3,0,0,5,841,68,158,23,3,1088,73,4,6,0,4,87,22,6,3,3,3,39,2201,198,289,40,17,2740,24,0,0,0,0,28,247,3,3,0,0,255,458,10,22,0,0,493,456,45,18,0,7,530,417,59,33,3
120031390,9,0,0,302,298,6,7,3,0,315,243,4,10,0,0,258,262,6,12,0,0,286,254,10,19,0,0,286,286,10,21,4,3,322,257,15,11,3,3,292,113,3,7,0,0,121,48,3,0,0,0,54,12,0,0,0,0,12,0,0,0,0,0,0,2157,75,89,9,10,2346,114,0,0,0,0,113,160,3,5,0,0,167,153,4,12,0,0,166,179,3,20,7,0,203,168,7,11,5,0,187,161,3,20,3,0,184,149,10,16,0,3,180,160,5,9,3,0,182,128,9,12,0,0,147,107,6,10,0,0,127,44,0,7,0,0,50,13,0,5,0,0,23,9,0,0,0,0,6,1548,53,117,19,11,1746,163,3,5,4,3,174,44,8,3,5,3,60,3916,139,221,37,26,4326,30,0,0,0,0,30,194,0,0,3,3,199,531,12,20,5,0,570,595,36,25,4,5,667,460,41,25,0
