SA2_MAINCODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
305031121,0,10,3,12,12,8,4,3,0,60,0,7,6,6,8,8,3,7,16,59,40,305,178,206,206,260,151,278,27,1652
305031122,0,10,7,23,22,18,8,9,0,96,3,13,13,10,12,14,3,7,18,90,50,417,291,310,318,361,161,348,33,2286
305031123,0,5,4,3,10,12,5,7,0,52,3,4,0,3,7,6,3,3,12,31,29,177,133,108,116,144,62,143,22,925
305031124,3,9,7,7,19,11,4,13,0,77,0,18,7,7,13,12,7,18,13,94,55,299,316,249,411,395,228,429,41,2411
305031125,0,14,16,18,48,40,18,23,0,175,3,18,10,9,22,24,11,26,20,142,58,226,203,256,443,493,283,493,43,2489
305031126,6,15,16,21,33,36,27,18,0,164,18,36,24,19,49,58,22,44,106,387,858,1162,1718,2211,3893,3438,1379,1853,218,16734
305031127,3,8,9,11,14,8,3,3,0,63,0,5,8,5,7,9,0,6,10,46,44,367,263,216,199,228,90,177,23,1609
305031128,18,60,75,80,191,155,114,152,4,856,21,63,52,60,110,162,61,126,147,799,691,939,1336,1399,4133,5217,2504,3800,329,20344
305031129,3,16,8,6,10,12,11,10,0,77,0,13,4,7,9,8,0,3,6,47,33,183,118,111,151,171,86,186,11,1050
305031130,0,20,21,13,22,33,21,27,0,166,5,15,11,12,20,39,10,20,19,140,85,445,335,335,554,619,323,589,48,3340
305031131,5,11,13,16,24,21,14,13,0,112,0,7,11,5,19,20,3,13,14,96,138,311,300,414,734,655,396,483,45,3478
305041132,4,34,17,29,40,37,12,28,0,195,3,16,12,17,12,25,4,16,14,115,88,637,450,465,503,522,264,540,48,3514
305041133,7,11,11,14,26,17,5,16,0,111,3,12,13,9,10,21,3,9,24,104,171,342,575,582,764,685,243,406,51,3817
305041134,0,19,12,6,18,14,4,14,0,82,3,15,3,4,10,5,0,3,3,53,41,314,224,238,157,231,119,234,19,1569
305041135,30,79,82,108,208,143,70,95,0,821,11,61,42,42,109,155,52,141,130,752,503,1541,1301,1425,3033,3564,1837,2948,267,16417
305041136,0,18,13,13,27,26,7,21,0,123,0,9,8,7,12,11,7,12,10,88,41,245,197,243,290,328,130,257,28,1763
305041137,3,48,26,34,63,36,25,25,4,266,7,29,19,26,36,44,9,34,42,247,248,976,887,843,1893,1597,890,1389,114,8840
306011138,0,3,0,0,0,0,0,6,0,20,0,11,0,3,3,12,0,0,4,34,22,91,59,68,98,93,38,82,10,547
306011139,0,12,14,15,6,10,5,10,0,74,8,9,4,7,8,11,0,16,8,79,69,268,253,293,320,281,155,309,39,1988
306011140,0,0,6,13,10,9,4,10,0,55,5,8,11,6,26,8,6,8,29,108,155,208,247,492,829,690,391,494,59,3562
306011141,3,10,7,10,7,14,0,20,0,74,5,6,7,6,5,9,0,16,26,81,90,406,300,425,414,364,197,382,55,2634
306011142,3,43,15,26,36,29,18,36,0,198,3,22,14,8,18,20,13,18,32,158,122,735,430,673,871,595,347,561,64,4404
306011143,3,3,0,3,0,3,0,0,0,16,3,3,3,0,6,4,0,5,3,30,24,125,62,108,77,92,51,117,9,656
306021144,0,16,10,5,16,6,6,10,0,68,0,13,7,5,9,10,0,6,13,63,47,162,161,214,290,195,102,152,25,1349
306021145,17,67,68,77,201,130,72,93,10,730,20,62,47,53,72,89,43,75,181,648,843,1701,2090,3159,5325,4034,1916,2525,395,21986
306021146,0,17,6,14,27,12,5,16,0,100,0,3,9,0,10,17,7,14,22,89,67,370,220,324,418,250,160,258,40,2111
306021147,0,10,9,4,22,23,11,16,0,94,7,13,5,6,5,6,0,15,15,79,50,203,154,209,284,261,155,270,43,1641
306021148,0,12,17,8,21,11,3,9,0,84,6,12,9,3,6,19,7,11,16,80,62,268,219,303,397,413,182,397,40,2282
306021149,4,8,6,11,15,6,5,3,0,55,3,6,5,6,3,4,3,8,11,39,26,88,88,146,145,92,60,124,23,797
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,0,10,0,3,4,11,0,3,0,35,3,6,3,7,4,8,5,3,17,54,26,154,90,194,232,165,55,112,24,1046
306021152,3,16,10,24,56,37,16,21,0,177,3,16,6,12,27,23,3,12,41,148,121,341,307,552,887,652,407,530,72,3874
306021153,0,3,10,6,15,11,3,3,0,45,0,5,0,0,3,3,5,7,9,35,29,228,120,162,145,107,65,105,12,969
306021154,17,53,66,89,192,193,130,153,11,901,17,39,27,63,128,127,59,84,118,664,370,694,751,1203,3092,2463,1662,2119,233,12581
306021155,0,0,5,0,0,7,0,4,0,19,0,3,3,0,3,0,0,6,5,19,11,77,72,128,92,73,41,87,9,593
306021156,0,10,9,12,9,8,3,12,0,74,0,10,6,9,8,4,3,6,5,49,34,208,183,245,210,204,114,216,17,1431
306021157,3,9,0,14,18,17,7,14,0,76,3,8,8,6,14,16,5,19,12,84,48,215,182,309,397,335,186,349,26,2041
306031158,0,5,3,4,3,8,0,10,0,37,4,0,3,3,15,11,0,9,18,63,40,131,133,140,143,180,81,308,40,1184
306031159,3,23,15,25,53,35,23,28,0,209,8,16,9,22,29,23,14,9,52,182,163,473,443,658,896,591,370,550,112,4252
306031160,0,3,3,11,4,6,7,7,0,50,3,15,21,25,17,23,5,14,11,139,62,200,240,308,383,423,204,532,52,2411
306031161,4,19,20,12,33,37,12,26,5,165,4,22,19,22,39,24,18,25,58,233,150,464,441,592,892,779,369,805,122,4614
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,3,3,6,0,4,0,12,0,35,0,0,0,0,0,0,0,0,19,23,15,34,26,52,120,67,19,81,26,446
306041164,4,8,4,10,10,19,14,22,0,95,8,12,10,11,23,13,7,24,19,141,88,235,229,341,358,372,191,414,57,2289
306041165,0,13,13,17,22,16,6,16,0,94,0,12,11,13,19,18,9,16,20,118,76,271,301,496,595,474,359,642,78,3296
306051166,4,16,11,22,40,44,26,27,3,204,7,30,14,27,23,30,11,27,45,206,215,631,520,746,980,694,440,701,112,5035
306051167,3,12,8,5,7,8,3,7,0,52,3,15,6,3,7,12,3,16,14,75,63,223,147,201,154,173,89,302,30,1381
306051168,0,9,3,8,4,5,3,8,0,34,3,13,9,12,5,15,3,11,9,74,35,201,137,170,162,126,72,136,22,1068
306051169,3,6,7,3,16,6,7,9,0,67,3,15,11,10,3,12,3,11,28,87,69,350,232,276,248,282,125,525,58,2154
306051170,0,14,19,26,52,34,17,32,3,202,7,11,9,13,27,23,14,15,48,168,164,483,393,660,1030,721,421,684,107,4661
307011171,3,3,7,11,16,19,8,14,0,83,0,6,4,6,13,12,3,21,22,89,70,202,166,235,263,320,149,641,48,2109
307011172,9,20,15,11,21,24,12,19,0,129,8,12,6,16,15,21,11,58,35,186,189,416,258,396,441,495,379,1202,81,3853
307011173,3,12,5,11,39,37,26,33,0,169,8,8,4,11,16,25,12,28,38,145,113,293,269,352,477,492,305,672,71,3033
307011174,0,4,3,3,0,3,3,0,0,17,3,4,3,0,7,15,0,10,15,54,62,132,134,164,160,252,136,656,28,1722
307011175,0,0,3,4,5,13,5,12,0,43,9,6,0,10,16,17,8,64,34,161,163,198,169,222,230,326,208,1839,66,3426
307011176,3,18,11,17,32,35,26,38,0,172,9,23,7,7,26,35,11,35,32,197,213,368,273,356,784,739,418,996,78,4228
307011177,0,3,0,3,5,9,4,17,0,39,6,13,4,12,19,18,7,31,32,143,148,180,147,202,239,339,174,1318,68,2818
307011178,0,3,3,0,0,0,0,3,0,21,4,4,3,0,3,9,5,10,13,50,41,115,103,113,140,149,114,468,40,1279
307021179,0,10,3,6,5,7,6,9,0,46,3,17,4,12,17,12,0,12,27,98,79,294,213,263,344,317,228,791,62,2597
307021180,3,14,7,3,13,12,7,15,0,74,7,17,8,15,24,22,8,30,56,172,158,360,262,404,1281,750,495,953,121,4781
307021181,0,0,0,4,7,3,8,10,0,38,3,5,0,8,5,10,3,21,8,68,51,126,120,170,194,207,151,478,38,1537
307021182,8,12,7,3,16,19,11,13,0,96,3,12,12,12,14,15,4,20,12,101,68,252,213,227,311,276,216,517,47,2124
307021183,7,41,33,37,61,79,37,62,4,361,17,26,14,23,60,39,31,70,59,333,280,837,618,763,1274,1138,820,1801,163,7694
307031184,0,7,0,8,0,10,10,14,0,52,3,4,3,8,4,11,0,15,29,87,46,165,119,167,145,179,118,425,48,1417
307031185,0,5,3,10,7,3,0,4,0,31,3,9,0,5,3,8,0,16,12,57,33,133,88,113,132,138,64,337,38,1086
307031186,0,3,5,3,9,5,3,8,0,35,3,5,5,4,16,17,9,5,17,82,35,143,111,118,150,161,83,349,31,1172
307031187,3,22,8,22,17,27,16,14,0,139,10,7,4,7,10,16,9,12,19,98,125,408,293,373,396,312,196,335,49,2482
307031188,0,3,4,9,8,8,0,10,0,40,0,15,3,8,7,7,7,7,17,73,42,189,156,215,208,238,144,388,40,1629
307031189,5,38,23,36,59,51,28,40,3,286,9,29,12,25,37,29,6,20,75,240,263,891,677,897,1427,1071,567,1013,155,6961
308011190,6,18,12,12,19,15,17,63,9,168,9,7,12,7,12,9,10,39,35,142,315,256,276,305,550,492,733,2519,136,5571
308011191,3,17,11,10,4,9,11,28,0,93,8,13,10,14,10,20,8,28,45,157,243,329,268,300,389,495,695,2466,123,5316
308011192,0,43,24,38,62,57,44,85,3,372,13,22,20,24,34,24,15,27,45,213,230,729,488,591,984,801,554,992,100,5478
308031205,8,30,16,34,52,50,11,42,0,241,4,8,9,7,25,23,7,12,21,115,113,464,331,484,761,493,267,403,49,3364
308031206,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,6,9,5,30,13,37,31,40,54,58,38,155,11,435
308031207,0,3,4,5,3,3,5,9,0,33,3,3,3,4,8,3,0,9,8,37,33,128,89,158,122,63,43,119,25,782
308031208,3,12,8,11,6,8,0,6,0,58,3,4,3,6,8,3,0,0,8,36,52,170,125,171,179,151,60,125,21,1048
308031209,0,9,0,3,0,5,0,4,0,24,0,3,4,3,4,3,0,5,4,31,37,84,59,67,238,112,90,142,11,844
308031210,4,18,10,9,30,10,8,17,0,105,3,7,5,8,11,9,3,15,20,77,72,271,179,251,354,274,171,434,34,2037
308031211,0,10,4,3,16,6,3,0,0,41,4,10,3,0,7,12,0,5,10,54,24,143,71,104,340,270,80,122,38,1193
308031212,0,0,0,0,4,0,0,0,0,9,0,5,0,3,9,3,3,0,3,20,27,67,50,69,80,35,30,66,10,443
308031213,0,14,8,15,9,7,3,8,0,59,3,5,0,4,9,8,4,4,25,67,81,310,226,265,466,285,150,227,36,2044
308031214,4,12,12,20,33,23,8,23,0,138,0,11,4,12,17,19,4,14,10,90,146,402,281,386,694,638,281,362,38,3226
308031215,13,25,15,30,87,77,45,75,0,377,7,20,6,11,54,38,23,29,33,222,188,564,423,574,1312,978,661,958,71,5731
308031216,0,4,0,3,11,12,3,7,0,42,0,3,0,3,8,3,0,9,10,44,54,162,100,172,212,181,104,173,22,1178
308031217,14,43,30,43,126,92,44,69,3,463,17,27,20,24,54,57,15,33,64,319,398,916,848,1065,2673,1859,949,1380,143,10233
308031218,0,7,4,0,5,7,0,3,0,30,0,8,3,0,7,6,0,6,3,38,25,71,52,53,262,155,50,159,18,838
308031219,0,4,0,3,3,4,4,8,0,24,0,5,5,0,6,8,3,12,12,51,24,143,91,105,144,144,80,313,27,1085
308031220,0,4,0,0,0,0,0,7,0,18,6,7,0,0,0,5,0,3,8,36,24,64,59,47,141,154,85,339,29,942
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,14
308031222,3,13,12,12,29,32,15,10,0,128,3,8,5,9,22,13,13,15,27,114,239,386,515,770,1101,835,330,462,69,4703
308031223,5,43,27,34,49,36,21,45,3,268,9,18,18,26,21,27,5,23,47,181,184,853,585,791,952,719,423,718,102,5319
308041528,5,8,10,8,13,13,7,24,0,86,11,14,9,7,14,26,19,37,52,181,224,333,247,333,503,589,608,2270,133,5233
308041529,4,20,16,16,32,30,19,23,8,160,0,14,7,4,14,14,4,7,16,80,123,325,267,312,559,432,305,529,60,2916
308051530,0,13,8,3,3,4,3,9,3,49,5,10,6,11,5,14,4,7,19,74,55,276,193,222,149,205,72,280,36,1484
308051531,3,19,14,11,10,12,8,8,0,89,5,10,4,5,10,14,11,17,19,87,112,376,253,275,290,347,674,446,47,2821
308051532,7,4,0,3,35,23,22,30,0,131,3,9,6,10,17,31,26,34,19,162,140,106,102,145,452,574,601,1172,48,3337
308051533,3,21,10,11,21,20,5,15,0,100,4,15,8,5,14,14,9,12,22,102,144,326,235,292,520,567,518,423,50,3071
308051534,3,49,32,32,83,55,40,45,3,343,20,17,23,28,40,50,15,40,48,285,233,626,553,688,1343,1015,721,1111,110,6396
308051535,3,12,4,4,10,4,4,8,3,58,15,13,11,3,17,26,13,100,39,243,171,272,222,262,474,536,437,1938,80,4396
308051536,4,12,6,6,5,0,8,4,0,50,0,3,0,3,0,0,0,0,8,15,27,194,98,119,102,72,58,79,17,773
308051537,0,0,0,0,0,3,0,6,0,10,0,0,3,3,8,0,3,7,3,18,7,12,11,13,62,87,117,109,3,418
308051538,0,10,9,3,12,10,3,12,0,53,4,3,0,3,7,7,3,15,10,47,30,93,80,107,176,141,94,168,16,907
308051539,3,10,5,8,16,6,7,3,0,64,0,3,8,6,11,7,9,24,22,84,147,438,401,474,371,375,217,527,43,2995
309011224,3,36,33,39,47,26,12,14,0,203,0,22,17,15,8,20,3,19,36,142,112,958,730,784,821,504,230,341,75,4546
309011225,22,50,48,61,144,131,73,101,10,643,13,66,63,75,137,173,74,110,87,802,234,1068,943,1236,2009,2091,1120,1836,207,10743
309011226,0,34,17,14,17,14,7,22,0,126,10,26,13,21,15,23,9,15,28,156,131,716,490,659,710,571,268,459,66,4063
309011227,9,44,53,47,49,62,26,21,7,310,14,41,46,38,44,58,15,31,82,356,229,1142,1202,1360,1633,1581,807,1183,192,9332
309011228,5,18,18,28,19,19,13,7,0,125,0,18,5,15,12,13,3,16,23,108,58,428,275,381,353,320,134,276,44,2270
309011229,3,18,20,23,27,22,16,31,0,162,4,21,4,15,18,13,4,16,24,117,70,348,238,350,375,354,212,303,44,2294
309021230,6,17,20,37,26,35,8,13,0,162,3,12,11,11,11,15,5,8,36,122,112,572,470,627,569,455,239,389,76,3502
309021231,6,27,13,25,18,19,3,12,0,125,4,23,19,20,28,30,12,23,47,202,201,670,768,1184,1104,955,397,677,96,6062
309021232,6,21,8,16,32,45,6,15,3,152,4,19,10,30,42,58,12,26,22,222,76,313,262,349,603,551,293,482,38,2975
309021233,3,14,10,15,5,16,0,9,0,78,3,16,7,12,5,22,5,17,24,121,82,547,326,415,326,298,113,243,50,2399
309021234,3,29,18,10,26,12,5,9,0,116,3,27,11,14,10,15,4,14,20,125,93,513,401,427,495,493,250,378,58,3107
309031235,7,13,25,38,50,56,25,44,0,255,7,25,13,27,74,76,19,50,45,342,100,394,390,606,980,961,521,784,87,4820
309031236,0,14,13,12,13,12,15,12,3,103,11,26,10,24,30,23,4,21,41,181,91,704,470,578,864,514,242,369,78,3904
309031237,8,11,16,20,17,11,3,4,0,82,0,10,8,8,8,4,5,3,8,50,41,136,121,193,214,185,96,150,20,1145
309031238,9,31,17,26,28,36,10,15,0,184,8,32,15,18,34,38,6,31,40,215,104,490,401,592,647,569,287,511,81,3685
309031239,0,10,8,13,16,19,5,8,0,77,0,23,10,6,13,18,4,18,12,107,32,281,181,216,230,310,86,279,34,1658
309031240,3,37,31,20,21,20,3,11,3,144,7,28,12,16,19,23,11,14,32,158,77,631,509,583,489,374,174,355,56,3240
309041241,4,5,0,7,5,9,4,8,0,36,3,9,11,3,4,8,0,3,16,61,30,138,80,103,106,122,38,114,22,761
309041242,0,23,21,19,14,15,8,18,5,137,3,35,15,23,9,23,8,25,22,160,124,640,477,508,452,536,266,657,71,3735
309051243,0,3,8,5,3,3,0,5,0,34,0,11,7,9,8,5,0,9,18,77,54,276,211,246,179,209,77,187,31,1464
309051244,3,31,24,34,41,33,19,25,0,198,3,28,25,12,21,24,8,32,29,180,114,659,440,614,531,584,247,525,58,3784
309051245,3,13,15,4,3,7,9,7,0,66,4,5,3,5,6,9,0,8,12,51,33,201,136,177,199,215,106,216,16,1303
309061246,8,23,14,26,21,19,10,17,4,135,6,29,20,27,32,35,13,38,40,232,112,521,379,471,633,714,447,648,75,3998
309061247,3,21,10,4,7,12,5,9,0,67,0,6,8,7,3,6,4,3,13,48,47,345,158,197,201,156,83,152,30,1377
309061248,12,64,43,67,109,116,81,94,12,595,17,40,37,42,108,82,41,64,87,514,270,938,873,1120,2160,1791,941,1276,173,9533
309061249,3,28,8,6,4,8,5,6,0,79,3,18,9,3,20,18,6,24,17,113,77,383,284,337,398,392,173,383,43,2472
309061250,0,14,9,3,8,14,7,12,0,64,3,12,7,5,6,19,8,11,4,71,28,203,182,180,147,208,76,190,26,1243
309071251,0,13,9,11,12,25,13,17,3,101,9,24,13,21,49,75,26,62,44,327,150,419,397,594,731,943,512,694,75,4522
309071252,3,63,38,54,46,47,39,48,10,345,13,30,21,42,77,65,24,43,64,372,213,1143,852,1060,1442,1198,629,962,136,7642
309071253,0,26,16,28,26,18,8,9,0,130,5,24,19,20,22,30,11,28,27,185,89,525,455,557,607,631,284,535,66,3756
309071254,0,4,8,3,3,7,0,14,0,36,3,10,9,4,17,17,5,17,13,94,21,129,93,127,159,210,123,318,25,1201
309071255,9,39,42,48,120,119,68,97,0,540,30,86,76,95,359,331,144,241,169,1525,454,1019,1033,1447,3841,3754,2385,4170,327,18438
309071256,5,23,28,19,34,27,14,21,0,168,3,29,26,16,13,26,12,30,47,215,124,696,504,705,746,562,264,946,92,4652
309071257,0,7,3,5,4,3,0,3,0,38,0,0,3,10,4,7,3,6,11,47,46,212,159,264,275,247,146,251,29,1627
309071258,3,47,30,28,24,38,18,37,0,215,9,26,26,32,31,50,7,40,57,276,137,776,605,833,947,778,385,820,109,5392
309081259,0,4,3,0,3,8,7,4,0,25,0,4,3,0,3,0,0,5,6,30,17,98,65,97,95,109,33,85,12,611
309081260,0,6,0,4,3,9,0,0,0,28,0,10,3,9,9,4,0,4,16,48,31,189,198,296,279,202,83,202,33,1506
309081261,6,83,66,94,104,73,53,53,8,540,13,62,48,55,84,70,36,58,109,534,500,2043,1729,2253,3229,2472,1110,1687,271,15302
309081262,9,30,33,31,45,37,27,18,6,226,7,20,15,42,60,66,24,40,55,334,156,547,564,848,1521,1139,560,842,93,6264
309091263,6,25,30,44,73,84,42,55,0,359,3,20,23,30,43,55,26,52,39,307,102,620,532,705,1058,971,412,712,76,5190
309091264,3,15,15,23,70,70,46,52,7,305,6,27,36,37,106,132,39,81,56,515,140,437,447,593,1437,1397,857,1228,108,6641
309091265,0,15,8,15,12,10,3,8,0,64,0,9,6,5,6,10,3,11,9,70,28,199,150,199,200,208,82,205,30,1307
309091540,3,64,68,75,105,124,48,100,7,594,19,59,67,82,145,135,40,76,214,845,842,1948,2399,3333,5489,4732,1874,3139,412,24156
309091541,4,37,47,36,94,74,38,94,6,438,12,25,19,33,40,38,20,27,47,263,168,668,652,806,1079,953,512,854,95,5784
309101267,3,19,16,20,32,18,13,16,0,146,8,19,17,21,7,12,11,18,26,137,148,536,569,812,817,516,263,442,63,4172
309101268,3,40,17,28,54,33,14,32,4,224,7,34,17,23,48,69,14,35,63,307,178,528,541,747,1818,1400,601,898,111,6822
309101269,3,13,18,18,18,12,9,9,0,100,3,14,10,13,12,12,4,26,26,125,85,386,371,536,515,355,218,381,73,2914
309101270,13,51,34,62,65,44,25,33,7,332,20,55,58,68,74,76,25,51,98,524,300,1513,1711,1689,2222,1858,900,1553,220,11965
310011271,20,45,42,106,236,148,99,97,4,810,16,38,37,41,154,163,62,121,92,725,187,493,487,745,2085,1904,1123,1571,145,8746
310011272,0,3,7,3,0,12,4,9,0,31,0,5,4,3,6,6,0,3,11,47,31,109,115,171,135,170,79,139,21,973
310011273,0,37,19,23,21,22,10,10,0,146,0,29,9,22,19,21,8,15,28,160,105,674,464,545,592,561,233,426,67,3670
310011274,0,20,10,17,35,22,22,14,3,138,4,41,19,32,107,67,25,44,73,416,183,537,505,662,1575,1236,730,963,128,6516
310011275,0,13,3,12,15,10,9,14,0,79,3,9,9,16,21,21,15,14,27,129,94,331,323,377,737,606,292,398,48,3214
310011276,12,15,21,36,91,127,58,50,3,411,16,20,14,41,158,129,54,68,94,594,342,283,432,600,3096,2204,1414,1620,186,10173
310021277,4,24,19,13,23,15,23,31,8,148,7,14,10,12,27,32,13,34,29,168,103,476,380,483,470,424,307,746,87,3478
310021278,4,6,0,3,9,12,3,8,0,46,7,9,4,0,0,4,8,10,23,62,52,170,133,155,186,188,122,255,39,1309
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
310021280,8,21,20,17,19,10,8,22,3,118,10,20,16,22,31,21,13,22,46,201,151,581,454,572,633,440,321,738,109,4003
310021281,3,24,14,8,19,11,3,13,3,105,3,15,5,9,19,19,7,19,30,131,75,391,277,408,384,343,236,554,85,2758
310021282,4,15,5,23,35,21,19,27,0,151,6,13,9,15,33,52,13,40,61,237,238,457,345,484,1542,1553,999,1199,135,6967
310031283,3,13,16,11,10,3,7,9,0,67,4,4,0,8,8,4,0,3,9,45,54,287,167,224,246,185,108,161,31,1469
310031284,0,7,8,10,33,20,17,11,0,106,6,5,7,18,52,39,22,22,32,206,97,203,298,393,739,643,357,461,58,3249
310031285,0,8,4,12,15,12,4,10,0,71,6,8,8,9,23,25,14,6,21,122,86,325,246,336,521,460,227,295,49,2531
310031286,3,39,29,32,49,59,32,45,3,293,6,29,26,22,78,55,10,36,85,349,532,1069,1215,1677,2852,2179,976,1277,175,11947
310031287,11,49,29,25,32,27,26,20,0,205,5,6,16,5,20,20,5,8,30,123,137,660,535,676,681,419,267,403,71,3848
310031288,0,3,4,3,4,4,3,3,0,23,0,0,0,3,3,7,0,6,3,29,17,100,52,75,117,93,50,108,9,620
310031289,0,7,4,9,0,3,3,3,0,27,0,5,0,6,3,3,0,6,0,25,27,135,83,104,92,87,44,126,7,700
310031290,0,12,3,8,6,3,0,4,0,44,0,3,0,5,3,11,0,9,5,30,18,125,75,98,101,131,58,109,6,736
310031291,0,3,3,5,9,10,0,5,0,26,0,4,3,16,16,9,4,3,20,82,51,103,107,193,465,362,214,276,34,1807
310031292,0,13,21,21,29,17,12,8,0,126,0,5,19,12,18,18,4,19,34,123,86,567,400,426,549,307,178,286,59,2856
310031293,0,32,9,18,33,21,14,14,0,142,3,11,14,6,20,18,3,21,7,105,76,272,215,318,458,301,169,318,30,2156
310031294,0,4,7,0,3,0,0,0,0,17,0,8,3,0,4,5,8,16,6,48,16,39,41,57,103,132,98,196,16,704
310031295,0,3,0,5,5,0,4,0,0,24,3,4,4,21,19,28,5,3,24,113,81,97,144,549,548,638,192,210,49,2502
310041296,0,17,11,8,8,6,5,7,0,56,3,9,6,9,8,15,8,10,13,78,65,294,219,260,286,333,162,351,35,2008
310041297,0,8,7,12,13,0,0,0,0,47,0,8,0,3,10,3,6,3,8,44,17,114,83,112,120,111,63,123,16,764
310041298,3,0,0,0,9,10,3,10,0,34,17,16,10,15,119,76,35,55,44,370,105,136,168,252,1498,1037,811,962,93,5075
310041299,0,8,10,7,15,21,4,6,0,66,3,5,3,11,26,22,0,23,33,132,82,364,259,312,619,420,293,390,69,2819
310041300,3,11,11,12,13,11,6,20,0,93,3,11,8,10,24,14,9,7,31,104,69,317,274,343,420,335,192,260,56,2275
310041301,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,7,4,12,10,31,35,18,27,0,131
310041302,9,9,11,6,11,6,3,5,0,62,3,10,7,12,13,10,0,11,20,72,55,235,159,273,290,280,160,284,49,1774
310041303,3,14,14,9,5,14,7,6,0,74,3,7,5,8,3,8,7,14,8,67,58,293,203,274,323,224,124,235,32,1763
310041304,6,23,24,24,33,13,8,6,0,137,0,13,9,9,9,22,11,18,30,131,119,819,533,635,798,577,332,484,67,4364
311011305,3,35,20,21,27,39,16,37,3,204,4,25,12,13,29,28,16,32,43,213,148,603,549,727,850,782,454,915,118,5154
311021306,7,33,36,40,58,68,29,41,4,313,8,26,14,27,61,47,27,36,66,321,205,674,547,783,1472,1258,605,803,125,6461
311021307,0,10,3,3,4,3,0,5,3,42,4,4,4,3,3,8,0,3,10,49,50,164,132,186,203,171,113,172,41,1225
311021308,0,3,0,9,3,6,0,6,0,33,0,7,3,0,4,10,4,5,18,54,37,144,94,158,156,194,55,104,39,985
311021309,0,7,5,6,4,3,4,6,0,37,0,7,0,7,5,5,5,3,4,31,27,136,138,220,143,110,77,96,8,944
311021310,0,9,6,4,0,3,3,0,0,31,0,3,3,3,3,8,0,0,4,30,17,102,74,94,77,129,47,128,8,679
311031311,0,12,8,13,7,13,6,17,0,82,0,13,8,9,13,23,6,11,26,107,66,332,285,448,363,312,175,334,57,2368
311031312,3,32,24,23,46,32,17,23,6,208,5,22,14,15,35,47,13,27,45,221,179,1028,693,775,1109,728,401,541,119,5570
311031313,0,0,5,3,6,5,0,4,0,20,3,4,4,4,8,4,5,11,10,49,20,63,63,71,85,105,40,114,17,567
311031314,0,13,8,4,8,10,3,4,0,47,6,16,17,26,93,57,29,28,59,325,127,217,224,391,1328,979,601,762,111,4753
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
311031316,9,22,11,5,23,36,22,24,0,151,3,8,5,12,17,19,7,11,19,115,68,216,208,267,420,400,215,374,38,2200
311031317,0,13,8,11,12,6,6,5,0,58,4,6,6,3,6,5,0,7,23,73,41,274,199,235,355,198,91,171,42,1614
311031318,0,7,3,4,3,3,0,5,0,29,0,7,0,6,3,8,0,8,3,31,15,52,28,53,63,79,22,80,12,408
311031319,0,13,3,11,9,12,5,6,0,65,0,5,4,8,14,8,3,9,15,67,50,193,123,199,152,181,82,164,27,1164
311041320,0,24,15,9,3,15,9,10,0,82,4,8,9,12,9,11,0,20,16,106,52,262,184,227,261,220,112,319,28,1668
311041321,9,39,13,27,26,30,13,26,4,181,4,31,16,20,20,40,5,34,33,219,118,628,358,520,523,553,276,653,75,3707
311041322,0,7,4,17,7,10,16,13,0,75,3,12,9,6,17,14,7,11,11,91,51,159,138,224,216,221,130,278,46,1458
311051323,0,11,3,9,9,8,3,13,0,52,0,3,3,6,20,18,3,12,23,93,62,200,225,341,388,270,142,312,42,1974
311051324,0,19,5,12,10,11,4,3,0,64,5,6,12,9,9,22,6,15,11,96,46,249,201,262,254,313,130,309,24,1798
311051325,4,28,27,40,57,64,25,51,0,301,14,30,34,41,105,102,31,72,66,493,157,692,558,695,1255,1256,681,1110,115,6522
311051326,3,16,12,32,41,40,16,16,6,184,8,14,13,23,76,91,29,46,44,356,285,457,705,1027,1666,1389,623,851,105,7101
