SA2_MAINCODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
206041124,0,0,0,4,5,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,5,4,0,5,26,96,368,275,342,306,292,94,139,61,1983,0,3,0,0,0,0,0,0,0,6,11,43,5,5,0,0,0,0,4,64,4,68,22,8,0,6,0,0,10,114,14,56,39,10,3,3,0,0,0,123,4,49,66,25,4,7,0,0,3,165,8,45,134,56,21,8,3,3,0,284,11,19,89,89,62,64,6,14,3,366,17,13,61,101,110,162,14,18,6,512,18,10,34,77,164,177,36,23,3,549,14,8,18,50,156,143,30,22,3,439,10,3,6,35,119,80,34,25,0,322,3,0,3,0,32,44,19,14,0,118,4,0,0,5,31,34,23,15,0,109,0,0,0,3,3,8,4,11,0,32,0,0,5,4,4,8,0,3,3,41,126,327,487,464,725,746,173,159,37,3247
206041125,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,4,14,37,214,149,146,184,122,58,61,24,1000,0,3,0,0,5,3,0,0,0,7,0,13,3,0,0,0,0,0,0,14,3,31,11,3,0,0,0,0,0,43,3,23,34,3,0,0,0,0,0,67,5,22,33,14,0,5,0,0,0,84,3,16,59,40,18,7,0,3,0,147,8,11,37,51,55,38,5,3,3,215,14,5,24,53,154,128,17,20,4,419,20,8,21,44,173,154,27,15,3,468,15,7,4,20,115,102,20,13,3,288,7,0,4,4,53,64,18,16,0,173,0,4,3,6,18,16,20,16,0,86,3,0,3,7,25,39,32,27,0,127,0,0,4,0,3,24,17,37,0,81,0,4,5,0,3,4,4,0,3,31,91,144,241,240,623,584,160,152,22,2256
206041126,9,0,0,3,6,12,10,21,0,70,0,0,0,5,0,5,0,10,0,21,3,5,16,10,4,12,4,0,8,66,224,632,1122,989,898,978,370,318,80,5606,0,3,5,3,0,3,0,5,0,19,0,21,5,0,0,3,0,0,0,27,3,39,21,0,4,3,4,0,3,73,4,29,17,6,4,3,0,0,4,63,0,32,54,6,5,7,0,0,0,113,4,31,76,44,26,8,0,0,5,206,13,11,68,66,136,64,12,8,5,373,17,10,60,75,277,215,58,27,5,746,27,7,31,64,418,325,96,59,10,1039,30,9,19,39,264,217,90,58,3,727,22,5,13,20,142,153,83,41,0,479,9,0,8,6,63,77,48,36,0,230,8,4,4,12,65,121,74,79,0,372,7,4,5,5,18,57,33,88,5,217,0,4,8,6,8,18,8,3,13,66,145,214,387,356,1430,1270,504,400,49,4755
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,14,14,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10,0,3,6,0,0,0,0,0,0,11,0,0,3,0,3,0,3,0,0,13,0,0,3,14,8,6,0,0,0,35,5,0,0,13,24,17,7,6,0,78,3,4,0,3,54,34,13,12,0,115,5,3,0,3,35,29,16,16,0,99,8,4,0,0,22,24,11,17,0,91,3,0,0,0,11,15,13,15,0,61,3,0,0,0,12,12,18,16,0,58,0,0,0,0,0,5,3,8,0,17,0,0,0,0,3,4,0,0,0,17,28,16,18,43,175,155,73,87,10,606
206051128,0,3,0,0,6,6,3,11,0,27,0,0,0,0,0,4,3,12,0,23,0,3,3,0,0,0,0,4,3,18,49,325,234,183,171,151,77,131,18,1340,0,8,3,0,0,0,0,0,0,8,0,22,5,0,0,0,0,0,0,27,3,36,17,0,0,0,0,0,0,56,3,34,29,10,0,4,3,0,0,87,0,36,43,19,5,9,0,0,0,106,3,14,64,43,18,8,0,0,0,160,13,18,37,42,72,51,9,7,0,235,5,11,28,55,162,108,39,11,0,413,10,10,15,49,177,130,45,33,0,463,4,9,12,27,83,106,28,30,0,296,4,5,3,12,54,56,31,36,0,201,3,3,0,8,26,33,18,17,0,108,3,3,3,8,27,31,29,41,0,150,0,4,4,3,10,18,7,28,0,75,0,3,0,0,3,10,3,0,7,24,62,204,265,270,642,550,208,204,20,2417
206051129,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,9,95,52,53,53,30,19,16,0,324,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,0,8,8,7,0,0,0,0,0,16,0,11,3,6,3,0,0,0,0,25,0,7,6,5,5,3,3,0,0,25,0,0,0,7,6,6,0,3,0,24,0,0,0,3,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,12,0,6,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,49,26,33,24,16,10,4,3,165
206051130,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,30,115,133,122,99,77,30,41,6,655,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,19,3,0,0,0,0,0,3,27,0,7,5,0,0,0,0,0,0,18,0,4,14,0,0,0,0,0,0,20,0,6,16,11,9,3,0,0,3,41,0,6,3,15,8,5,0,6,0,51,3,3,9,18,27,22,7,6,0,92,0,4,3,19,20,24,11,5,0,84,0,3,6,8,14,19,10,11,0,65,0,3,3,0,9,11,8,3,0,42,0,0,0,0,4,3,3,4,0,13,0,0,5,0,3,7,8,8,0,30,0,3,0,0,3,0,0,9,0,19,0,0,0,0,0,0,0,0,0,3,13,70,72,76,94,99,42,53,6,520
206051131,0,0,0,0,3,3,9,6,0,29,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,4,10,24,66,46,45,95,75,81,48,18,493,0,3,4,0,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,25,0,33,7,3,3,0,0,0,3,54,0,26,17,8,5,5,0,0,0,63,3,21,44,9,7,9,0,4,0,97,9,11,61,33,31,26,12,15,0,197,0,17,43,58,92,87,32,23,3,355,19,14,34,72,266,204,63,65,4,740,20,10,20,46,290,286,84,93,10,859,9,10,9,20,130,161,90,96,6,530,8,6,6,8,72,91,47,74,4,315,6,0,3,0,27,35,33,52,0,153,4,0,0,0,33,60,49,91,4,247,0,0,6,4,3,10,12,42,3,81,0,3,3,7,9,3,9,11,6,45,88,167,256,261,965,974,427,567,39,3751
206051132,3,0,0,3,4,8,9,6,0,28,0,0,0,3,0,0,0,3,0,7,0,3,4,0,0,3,0,3,3,23,47,255,261,220,232,229,113,124,29,1518,8,4,3,0,3,3,0,0,0,22,3,27,9,0,3,0,0,0,0,45,4,63,22,7,0,0,0,3,4,101,4,37,39,11,5,5,0,0,0,105,13,22,77,22,7,9,0,7,3,152,9,35,128,73,33,23,3,5,0,310,21,19,77,118,139,100,19,13,3,512,25,9,52,109,304,288,57,45,6,897,25,11,27,86,297,375,97,52,4,982,14,6,15,40,153,214,59,53,3,556,10,7,12,23,92,143,50,46,0,381,3,0,7,10,31,46,29,30,0,162,3,9,7,5,33,61,30,55,5,204,5,5,3,3,11,25,16,48,0,124,3,3,3,3,12,14,5,9,3,59,151,254,492,505,1119,1310,372,357,32,4592
206051133,0,0,0,0,5,5,0,6,0,19,0,3,0,0,0,3,0,3,0,7,3,11,0,0,0,5,0,0,7,18,53,340,310,282,274,185,93,93,24,1663,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,3,0,0,3,19,3,31,9,0,0,0,0,3,0,49,3,24,19,4,0,8,0,0,0,64,0,35,35,9,6,3,0,0,0,93,3,17,56,35,15,15,0,4,0,150,7,12,49,56,59,30,7,11,0,222,10,7,33,48,132,114,25,8,3,374,14,13,17,36,156,118,41,19,0,406,12,3,7,12,69,68,28,16,0,222,3,3,7,10,40,46,26,17,0,151,0,3,3,3,13,16,11,10,0,61,3,0,0,4,12,22,17,18,0,81,4,0,3,4,6,15,8,15,0,49,0,6,0,3,5,9,7,6,0,35,59,184,246,238,517,463,161,115,13,1994
206051134,0,0,0,0,0,3,3,6,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,124,95,77,74,71,34,53,9,543,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,8,0,9,5,0,0,0,0,0,0,11,0,13,12,3,0,0,0,0,0,21,0,8,7,7,0,0,0,0,0,26,0,8,7,8,3,3,0,0,0,38,0,3,4,9,12,12,5,0,0,47,3,3,4,3,24,16,5,3,0,57,0,4,0,3,9,9,3,3,0,35,0,0,0,5,0,3,0,6,0,19,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,8,78,41,35,52,47,21,20,5,295
206061135,0,0,3,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,4,6,3,3,0,0,0,0,0,14,41,212,168,160,110,79,62,41,13,882,0,0,0,0,0,0,0,0,0,4,3,17,0,0,0,0,0,0,0,21,0,17,7,0,0,0,0,0,0,23,0,21,8,0,3,0,0,0,0,27,3,11,21,7,0,0,0,0,0,33,3,13,22,11,6,0,0,3,0,61,0,8,13,25,16,8,0,3,4,79,0,7,10,11,56,23,13,7,0,129,6,7,5,18,68,41,10,3,0,161,0,6,3,7,25,18,7,3,0,65,0,0,3,4,19,12,3,0,0,48,0,0,0,0,8,5,3,5,0,25,0,0,4,0,3,8,7,4,0,28,0,3,3,0,0,3,0,3,0,14,0,0,7,4,0,0,0,0,0,13,25,102,99,84,211,122,47,35,4,726
206061136,0,0,0,0,4,12,9,6,0,39,0,0,0,0,0,0,0,0,0,6,0,6,5,6,3,3,0,0,0,21,53,303,275,255,196,200,99,98,25,1498,0,4,0,0,0,0,0,0,0,4,0,20,3,0,0,0,0,0,0,23,3,28,9,3,0,0,0,0,0,35,4,19,16,7,4,0,0,0,0,53,0,23,26,11,0,0,0,0,0,63,4,20,37,30,3,8,3,0,0,115,3,13,28,29,39,21,10,4,0,147,7,9,11,37,73,50,20,9,3,217,3,12,6,16,71,41,21,14,0,183,0,8,4,8,33,35,17,9,3,117,0,5,0,12,12,24,9,6,4,75,0,0,3,0,6,5,0,4,0,24,4,0,0,3,3,14,7,7,0,33,0,3,0,0,0,3,6,7,0,24,0,0,0,0,4,0,0,0,0,4,29,146,156,158,246,220,92,67,15,1124
206061137,0,0,0,3,3,3,3,7,0,21,0,0,0,0,0,3,0,3,0,7,0,5,0,0,0,0,0,0,3,14,48,349,235,198,142,128,55,74,20,1244,0,3,3,0,0,4,0,0,0,10,0,15,3,3,0,0,0,0,3,23,0,40,10,3,0,0,0,0,3,62,0,26,18,4,0,0,0,0,0,54,3,21,20,6,3,3,3,0,0,64,0,19,35,20,15,8,0,0,0,97,0,10,30,32,58,35,12,3,0,186,3,6,12,16,80,52,21,5,0,207,4,6,17,21,98,76,37,11,0,268,6,3,9,13,46,47,28,18,3,171,5,0,8,9,20,36,6,16,0,94,0,4,4,0,16,19,6,4,0,51,0,3,0,5,9,17,8,19,0,62,0,0,3,3,0,14,0,16,0,37,0,4,3,0,4,4,0,3,3,22,34,169,184,139,347,314,123,103,13,1426
206061138,0,3,0,4,4,3,3,6,0,21,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,20,189,99,110,68,53,42,32,12,624,0,3,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,19,0,18,5,0,0,0,0,0,0,30,0,9,3,3,0,0,0,0,0,15,0,10,10,3,0,0,0,3,0,26,0,12,12,9,0,0,0,0,0,35,0,6,15,12,9,5,5,0,0,55,0,6,6,15,19,17,4,0,0,71,0,7,4,8,23,16,0,3,0,72,0,6,4,6,9,13,4,3,0,47,3,0,4,5,10,15,3,6,0,38,0,5,0,0,0,7,0,4,0,20,0,3,3,4,3,4,0,10,0,25,3,8,8,3,0,0,0,4,0,31,0,3,0,0,5,3,0,0,0,10,12,119,75,68,76,83,22,31,3,484
206071139,0,0,0,0,5,7,3,3,0,19,0,0,0,0,0,0,0,3,0,11,0,0,0,3,0,3,0,0,3,6,19,144,99,88,91,76,19,34,15,588,0,4,0,0,0,0,0,0,0,8,0,20,0,3,0,3,0,0,0,23,0,17,5,0,0,0,0,0,0,31,4,22,16,3,0,0,0,0,0,43,0,17,34,5,0,3,0,0,0,63,3,13,32,37,10,7,0,3,3,109,9,10,35,45,83,34,4,3,3,222,5,0,18,31,145,93,27,15,3,330,6,0,10,24,121,88,45,16,0,314,3,3,6,19,65,52,28,13,0,191,4,3,8,8,32,28,24,6,0,116,0,0,0,5,9,16,11,11,0,62,0,0,3,3,14,35,3,19,0,82,0,0,4,0,3,10,3,9,0,30,0,0,0,0,9,11,0,0,0,26,48,99,170,183,499,369,148,106,15,1642
206071140,0,0,0,0,4,4,0,10,0,12,0,0,0,4,0,8,7,4,0,21,0,0,0,0,0,0,0,3,0,6,8,74,46,50,40,28,20,40,8,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,10,0,11,3,0,0,0,0,0,0,12,0,7,6,0,0,0,0,0,0,17,3,7,7,3,0,0,0,0,0,25,0,0,10,6,5,4,0,0,0,28,0,0,3,12,5,3,0,0,0,21,0,3,4,3,7,0,5,3,0,26,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,35,28,29,25,19,13,13,0,173
206071141,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,7,16,21,121,138,93,103,129,44,39,29,731,0,0,0,0,0,0,0,0,0,3,0,16,8,0,0,0,0,0,0,25,4,32,9,0,0,0,0,0,0,40,3,19,19,4,3,0,0,0,0,50,3,21,30,13,7,0,0,0,0,75,0,23,45,25,12,10,0,3,3,116,4,10,32,53,71,39,11,3,0,219,4,11,14,48,130,76,30,12,0,331,9,3,8,22,113,99,29,27,5,312,5,9,8,6,58,46,48,19,0,208,6,3,3,9,36,26,18,24,0,117,3,0,0,3,9,8,11,7,0,39,4,0,3,0,11,19,7,21,0,60,0,3,0,4,3,7,3,7,0,23,0,4,3,3,3,0,3,0,0,18,41,147,187,190,447,326,164,124,9,1647
206071142,3,0,0,0,3,17,3,12,0,32,0,0,0,0,0,0,3,3,0,7,0,3,0,0,0,4,0,3,7,21,45,273,300,266,270,259,87,113,35,1652,0,0,3,0,0,0,0,0,0,3,4,23,0,0,0,0,0,0,0,26,3,25,9,0,0,4,0,0,0,42,0,30,21,6,3,0,0,0,0,60,5,15,50,11,3,4,0,0,0,98,11,14,55,26,13,8,3,0,3,140,3,9,52,60,30,31,8,9,3,207,6,8,37,68,90,71,24,10,3,315,15,8,11,37,99,87,24,12,0,292,6,0,4,22,50,41,12,12,0,157,5,3,4,12,22,27,11,6,0,81,0,3,0,5,23,14,3,0,0,47,0,0,0,9,3,7,6,5,0,32,5,0,0,3,0,0,4,4,3,17,0,3,3,3,6,7,0,0,0,22,63,142,258,264,340,312,95,65,18,1550
206071143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,115,93,93,68,36,8,15,4,451,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,0,0,12,0,6,0,7,0,0,0,0,0,17,0,16,6,3,0,0,0,0,0,28,0,6,10,6,0,0,0,0,0,27,0,7,7,11,13,4,0,0,0,42,0,3,7,9,22,9,3,5,0,67,0,0,6,6,12,18,9,3,0,50,0,3,0,8,14,8,0,4,3,41,0,3,0,3,3,3,0,7,0,25,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,3,11,11,61,47,53,62,62,16,21,14,351
206071144,0,0,0,0,4,23,19,17,0,67,0,3,0,0,0,8,0,16,0,31,0,3,3,0,3,4,0,3,6,31,101,566,468,402,390,326,196,195,55,2692,6,5,0,0,3,0,0,0,0,18,6,37,10,0,3,0,0,0,4,65,10,91,28,8,0,5,0,0,4,150,9,71,54,13,7,0,3,3,3,169,13,65,94,35,10,3,5,3,4,214,13,55,132,97,50,23,8,4,3,378,14,30,89,124,176,79,22,21,4,561,28,20,62,138,407,237,70,56,6,1022,30,19,41,90,444,277,103,70,3,1086,3,9,24,49,206,152,79,57,4,582,18,5,14,13,75,107,56,54,0,339,11,4,7,6,43,53,26,47,3,204,0,7,5,11,48,74,47,68,7,267,3,0,9,3,13,22,18,38,0,112,3,3,3,13,20,14,9,3,7,56,161,421,578,599,1506,1037,438,417,57,5217
206071145,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,23,123,76,82,88,42,14,35,8,495,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,8,3,0,0,0,0,0,0,11,0,6,3,0,0,0,0,0,0,12,0,6,13,0,0,0,0,0,0,27,0,3,18,4,5,3,0,0,4,33,0,8,15,18,11,9,3,0,0,55,0,4,0,17,24,8,3,0,0,53,3,3,8,8,32,5,3,10,0,67,0,0,0,3,21,13,3,6,0,50,3,0,0,4,7,4,6,3,0,23,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,0,0,10,0,0,3,0,0,3,0,5,0,11,0,0,0,0,0,0,0,0,0,7,7,47,61,55,107,49,16,26,3,373
207011146,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,0,0,12,8,145,76,68,51,33,13,12,5,416,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,11,3,0,0,0,0,0,0,11,0,8,3,0,0,0,0,0,0,19,0,6,11,3,0,0,0,0,0,21,0,6,11,8,0,3,0,0,0,30,0,3,11,5,3,3,0,0,0,24,0,3,0,8,13,0,0,0,0,34,0,3,4,10,9,12,3,0,0,39,0,3,0,4,8,3,0,0,0,15,0,5,0,3,0,0,0,3,0,15,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,3,68,49,46,39,29,8,3,3,248
207011147,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,3,14,16,165,115,100,81,48,25,15,10,579,0,5,0,0,0,0,0,0,0,9,0,25,3,0,0,0,0,0,0,31,0,17,0,0,0,0,0,0,0,27,0,21,9,7,0,0,0,0,0,37,3,11,22,3,0,4,0,0,0,39,3,17,19,15,8,0,0,0,0,61,3,9,12,20,20,9,3,3,0,74,0,3,6,20,34,21,10,0,0,99,4,3,7,15,28,22,16,10,3,112,0,4,9,14,20,16,19,3,0,84,0,5,4,3,5,6,3,0,0,33,0,0,0,0,3,0,0,3,0,12,0,3,0,3,0,6,3,0,0,24,0,7,3,4,0,3,0,3,3,17,0,0,3,3,5,0,4,0,3,12,15,129,112,96,126,96,63,29,10,677
207011148,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,0,0,0,4,0,4,3,0,4,0,0,0,0,8,17,211,87,79,51,28,26,24,4,515,0,3,0,0,0,0,0,0,0,5,0,17,3,0,0,0,0,0,0,22,0,19,0,4,0,0,0,0,0,30,0,14,10,3,0,0,0,0,0,32,0,10,18,6,0,0,0,0,0,36,3,11,4,12,0,3,0,0,0,34,0,18,15,18,10,4,0,0,0,68,3,3,8,17,9,8,4,0,0,47,0,3,6,11,12,12,0,0,0,43,0,5,0,6,6,7,3,0,0,29,3,0,4,3,8,3,0,0,0,22,0,0,0,3,0,0,0,0,0,12,0,5,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,5,11,118,70,83,60,45,9,9,4,403
207011149,0,0,0,3,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,10,0,6,3,0,3,4,3,0,4,15,51,283,293,229,216,119,46,67,19,1318,0,3,0,0,0,0,0,0,4,11,0,18,0,0,0,0,0,0,0,21,0,23,14,3,0,0,0,0,0,37,0,31,12,4,0,0,0,0,0,52,3,14,29,5,3,0,0,0,0,57,9,15,50,18,10,5,0,0,0,110,9,16,45,35,19,19,3,0,0,152,3,23,25,33,64,44,6,5,3,214,15,6,20,24,101,46,22,6,3,232,8,7,6,14,65,55,16,8,0,176,0,3,4,9,31,34,13,13,0,107,4,0,0,3,9,10,0,10,0,43,0,3,0,3,6,18,11,12,0,52,0,4,0,0,3,0,0,5,0,17,3,3,4,4,0,4,3,0,0,21,55,169,208,156,314,244,77,61,11,1297
