SA2_MAINCODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
127031599,13,0,0,122,70,14,18,0,0,102,92,6,9,0,0,106,82,8,15,0,0,102,46,0,9,0,0,55,22,3,9,0,0,34,10,3,0,0,0,14,3,0,0,3,0,3,831,79,133,21,12,1084
127031600,71,5,14,1134,845,120,63,11,9,1043,812,113,50,7,11,998,638,90,33,10,13,771,365,48,30,5,3,449,150,33,12,0,3,195,25,9,5,0,0,49,11,9,3,7,3,30,7962,755,403,67,117,9307
127031601,17,4,3,351,312,18,11,0,6,358,330,23,14,0,8,373,256,16,20,3,9,298,152,15,5,3,0,180,43,4,6,3,4,60,17,0,3,4,0,28,3,0,0,0,0,7,3152,158,113,25,42,3496
128011529,56,11,7,314,153,57,48,9,0,270,158,69,54,6,6,288,186,48,45,3,3,278,127,30,29,3,0,191,61,27,18,0,0,108,17,7,19,3,3,43,7,0,4,4,0,17,1949,392,393,55,27,2822
128011530,89,10,3,992,719,120,87,13,8,940,693,92,77,8,7,874,632,109,70,13,7,824,408,81,52,14,5,563,173,51,27,9,4,259,70,21,17,7,3,106,15,14,13,13,3,54,9078,826,623,103,89,10719
128011531,44,3,4,606,468,78,66,22,7,630,473,77,56,9,9,621,398,64,42,8,7,521,219,57,37,10,5,338,103,32,21,15,4,170,31,22,12,12,0,72,14,6,14,11,4,47,4600,602,423,115,58,5787
128011602,81,12,8,1295,1015,162,85,8,8,1273,972,139,65,13,4,1189,889,117,80,9,4,1096,621,75,58,16,7,770,239,56,35,13,3,343,72,25,15,4,4,117,23,11,13,4,4,52,9707,960,616,90,82,11453
128011603,27,6,0,102,32,38,20,4,0,96,23,25,24,4,0,74,38,38,19,3,3,96,22,29,18,3,0,70,16,23,19,3,0,63,5,7,0,3,0,20,4,4,4,6,0,11,390,252,190,45,8,886
128011604,73,9,6,656,424,136,91,13,11,670,349,119,84,10,7,573,329,88,82,6,3,505,185,77,72,18,4,357,105,56,34,10,0,209,42,28,22,8,3,101,10,8,18,5,3,40,4706,832,707,120,73,6434
128011605,7,0,0,41,19,11,5,0,0,34,16,15,5,0,0,39,11,18,6,0,0,39,8,13,6,0,0,33,5,7,8,0,0,21,0,5,0,0,0,5,0,0,0,3,0,7,146,108,51,6,0,312
128011606,23,0,4,175,128,30,32,6,3,202,127,35,19,3,3,179,112,24,31,7,0,181,75,28,13,6,0,124,33,18,13,8,0,77,9,4,4,3,0,22,0,6,8,0,0,14,1178,230,206,40,21,1670
128021533,16,0,3,151,96,12,13,0,3,125,119,24,11,0,0,160,109,13,17,0,0,144,76,6,11,4,0,98,22,12,4,7,5,47,9,3,5,3,0,17,3,0,0,0,0,5,1193,123,121,15,20,1477
128021534,19,0,0,111,73,33,24,0,0,128,103,32,21,8,3,155,107,38,32,9,0,187,75,31,22,7,3,126,19,11,23,5,3,57,3,3,7,0,3,13,3,0,0,0,0,3,868,223,194,38,15,1332
128021535,51,3,10,602,530,60,62,6,3,659,501,66,70,7,8,657,472,56,59,7,6,594,287,40,34,11,0,367,112,31,26,4,0,173,39,5,7,3,0,54,14,8,0,0,0,24,4796,415,436,53,54,5759
128021536,57,11,6,356,172,66,53,5,0,302,188,48,50,6,6,301,179,49,39,8,0,276,126,29,42,4,0,205,55,24,25,3,0,103,20,8,14,4,0,48,3,6,10,0,0,22,1971,380,424,70,23,2857
128021537,0,0,0,11,11,0,0,0,0,11,7,0,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,86
128021538,96,7,4,1187,916,142,84,9,6,1162,963,131,81,14,10,1194,874,117,68,14,13,1086,535,81,62,7,11,690,223,58,44,7,10,342,80,24,13,6,0,123,23,6,8,6,3,47,8753,933,683,96,81,10540
128021607,51,4,7,337,217,40,62,4,3,322,218,43,56,7,3,328,216,43,35,7,5,304,135,27,37,3,0,203,56,17,20,3,0,97,15,3,10,4,0,35,3,3,3,3,4,8,2577,322,387,41,35,3366
128021608,10,0,0,58,51,15,29,0,3,90,47,14,18,0,0,80,41,5,7,0,0,56,24,7,9,0,0,47,6,11,0,4,0,24,3,0,0,0,0,4,0,0,3,0,0,3,428,95,117,9,8,654
128021609,3,0,0,24,15,11,4,0,0,30,14,7,8,0,0,30,11,6,11,0,0,28,0,6,10,3,0,18,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,123,46,55,7,3,227
197979799,0,0,3,9,9,0,0,0,0,11,6,0,4,0,3,14,3,0,0,0,0,10,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,61,7,16,0,3,86
199999499,5361,205,280,16014,7582,2499,5540,232,287,16146,7357,2382,5983,217,285,16224,6528,1911,5248,206,269,14163,4221,1239,3818,184,211,9670,1837,610,1713,152,102,4420,644,172,537,95,61,1508,209,84,226,92,75,690,79636,17188,41954,1997,2587,143365
201011001,28,6,5,415,361,50,24,5,7,459,352,42,27,8,5,440,321,32,26,8,5,385,135,23,22,4,3,196,54,13,13,6,0,83,18,6,4,0,0,27,6,3,3,0,0,14,3429,300,221,56,51,4052
201011002,94,17,12,1822,1649,137,82,19,8,1895,1614,130,91,20,22,1876,1457,130,97,19,16,1718,966,92,69,17,21,1162,338,48,56,19,9,465,79,17,9,5,4,116,20,18,13,6,9,63,15536,897,682,161,170,17453
201011003,51,7,0,394,282,54,52,11,3,402,318,57,63,6,3,456,274,52,65,14,4,410,178,35,45,15,4,278,85,23,18,17,0,142,18,11,16,0,3,48,14,4,3,6,3,31,2772,371,446,98,41,3726
201011004,63,13,8,540,432,35,44,6,8,524,385,41,54,13,8,495,358,50,46,7,10,464,258,24,36,8,10,334,96,9,20,11,6,145,16,5,3,0,7,36,14,4,4,0,0,22,4286,277,423,68,76,5132
201011005,16,0,3,330,269,12,22,3,3,304,254,14,16,0,3,295,225,25,17,5,0,274,145,10,26,7,3,185,35,3,14,3,0,49,13,0,3,0,0,19,3,0,4,0,0,11,2632,99,148,33,35,2940
201011006,24,7,3,322,283,44,26,4,3,357,257,39,28,3,5,335,242,37,26,3,3,325,161,18,28,3,6,214,73,15,14,4,3,107,13,12,3,6,0,28,4,0,0,5,0,13,2363,268,215,46,32,2927
201011007,12,4,0,43,15,14,16,5,0,48,27,5,9,0,0,36,18,9,9,3,0,41,15,3,14,0,0,26,0,3,3,3,0,5,0,3,3,0,0,10,0,0,5,0,0,6,177,56,72,21,7,330
201011008,27,5,14,1097,893,68,35,9,3,1013,959,82,36,9,14,1095,792,50,36,9,14,897,495,35,33,15,9,577,145,23,17,12,6,199,38,8,6,5,0,51,17,4,4,5,3,36,8276,411,290,82,97,9166
201021009,28,5,0,144,109,19,18,4,3,152,120,20,25,9,3,171,89,25,17,7,0,151,70,17,3,14,0,100,24,10,13,9,3,56,3,6,16,19,0,38,3,3,3,7,3,20,1033,148,139,88,20,1431
201021010,40,14,3,227,127,19,19,6,3,177,160,24,46,16,3,244,138,23,56,16,7,236,96,19,44,26,3,185,29,16,27,22,3,97,9,5,16,16,7,54,5,7,5,6,0,29,1273,164,316,136,30,1926
201021011,81,16,5,326,238,45,95,16,6,396,244,40,81,7,3,386,214,53,76,18,13,376,156,48,85,29,5,320,50,31,49,32,4,169,9,11,33,19,0,68,16,4,8,20,4,52,1958,306,596,163,65,3087
201021012,7,4,3,90,45,20,27,9,3,102,47,25,31,11,6,112,31,16,30,6,0,92,22,8,26,11,3,65,9,9,20,8,3,50,9,5,16,4,3,38,3,0,13,13,0,26,443,140,185,76,25,863
201031013,14,11,7,92,56,12,17,17,6,106,57,16,14,5,3,97,49,20,14,16,7,100,60,10,19,23,0,105,17,5,20,21,0,60,0,5,10,16,0,34,0,0,6,7,3,14,504,87,137,142,21,893
201031014,20,8,4,132,103,6,20,6,0,140,111,13,23,15,0,155,125,19,25,12,8,180,62,15,21,11,3,110,33,10,13,14,3,79,7,3,12,4,0,21,3,0,6,7,0,22,838,107,153,92,21,1208
201031015,12,7,0,52,38,3,11,7,0,62,30,6,11,12,0,61,31,5,21,7,0,61,30,7,24,4,3,68,4,10,16,10,0,41,0,8,5,3,0,15,0,3,5,4,0,17,289,48,140,58,9,548
201031016,31,3,9,361,350,24,20,4,4,402,387,20,20,8,4,442,305,19,46,3,3,383,233,19,37,9,8,302,77,10,21,12,3,120,14,9,11,6,0,32,15,3,10,0,0,31,2859,146,230,56,55,3344
201031017,14,6,0,62,54,14,23,5,3,98,54,12,25,3,0,91,61,7,33,9,3,111,40,11,27,10,3,93,14,4,24,13,0,48,3,10,13,5,0,30,0,0,8,17,0,28,472,80,181,76,21,829
202011018,86,7,10,2186,1972,135,76,19,23,2225,1988,108,98,15,25,2235,1787,83,97,6,17,1994,1172,76,70,13,13,1347,357,59,41,14,8,476,89,21,17,11,3,136,37,7,3,4,9,66,18534,809,703,141,195,20384
202011019,25,0,0,202,174,20,21,6,8,220,185,21,23,3,0,234,188,16,34,3,3,241,142,12,23,6,3,186,46,6,10,5,0,68,11,4,4,0,0,15,8,3,0,3,0,9,1674,132,207,45,24,2086
202011020,32,11,11,507,457,77,35,12,8,587,465,63,41,3,5,571,454,64,46,6,6,576,249,40,26,7,5,330,91,35,15,5,3,156,19,11,15,0,0,40,20,6,4,0,4,29,4499,440,320,64,73,5397
202011021,21,3,0,181,150,19,20,0,0,183,147,18,23,3,0,192,137,16,19,5,3,184,89,7,11,0,5,115,31,5,10,0,4,51,4,0,3,0,0,12,5,0,3,0,0,5,1335,103,169,25,33,1669
202011022,39,7,0,643,572,81,45,4,3,704,552,68,57,8,8,693,506,52,53,5,8,621,326,53,51,11,3,443,114,13,28,12,0,171,21,9,9,3,0,46,19,8,4,0,0,33,5514,409,409,66,56,6454
202011023,12,3,0,68,31,14,23,0,0,65,32,10,15,0,0,68,28,8,12,5,3,57,22,5,9,3,0,38,6,3,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,3,373,63,99,26,8,572
202011024,32,0,3,177,98,20,16,3,0,140,86,19,18,4,3,121,102,15,20,0,0,147,57,16,17,4,0,92,18,10,15,10,0,55,6,0,0,3,0,7,7,3,0,5,0,15,960,141,162,37,16,1304
202011025,23,0,0,348,290,18,31,3,0,350,271,26,16,4,4,317,237,31,25,6,0,305,155,13,21,8,6,205,49,11,14,6,3,84,9,3,9,5,0,24,4,3,0,0,0,12,2677,179,217,45,40,3155
202021026,16,3,0,161,98,25,24,8,4,160,104,20,31,5,3,172,94,6,27,5,0,136,62,9,21,6,3,100,11,13,21,5,3,49,3,3,10,8,0,31,0,3,7,9,0,18,1113,142,189,75,18,1536
202021027,75,12,3,542,511,48,71,3,12,647,528,41,75,4,10,667,538,40,69,12,9,663,381,24,72,18,3,497,102,23,39,13,7,186,31,9,15,3,3,59,16,4,7,4,3,40,4521,256,509,90,86,5469
202021028,40,13,0,139,93,19,53,9,4,174,89,20,72,17,3,201,79,33,59,13,0,184,77,28,82,10,0,201,25,15,40,17,0,98,4,9,18,17,0,48,10,4,26,14,3,59,757,164,439,133,17,1516
202021029,12,4,0,105,102,10,9,5,0,131,104,8,27,3,4,148,89,9,23,8,0,138,61,11,10,8,0,99,12,9,7,8,0,39,8,4,10,9,3,23,5,0,10,14,0,31,826,74,135,63,19,1106
202021030,61,10,5,433,376,45,61,9,7,503,360,45,47,10,6,472,353,38,56,9,6,461,220,35,40,15,8,322,102,22,36,14,3,186,19,13,21,19,5,84,8,3,21,11,0,47,3165,292,444,120,66,4090
202021031,30,5,3,193,171,41,27,4,6,249,114,34,38,12,0,200,111,25,25,9,0,176,88,23,30,0,3,145,20,18,23,13,3,75,12,9,10,7,0,35,3,0,3,0,0,18,1204,221,239,66,23,1751
202031032,12,3,0,127,106,15,26,12,5,161,105,17,30,14,3,169,77,16,35,6,0,138,59,20,34,19,0,123,3,9,25,17,0,63,4,6,13,12,0,31,0,3,16,4,0,25,942,120,226,99,20,1405
202031033,40,13,5,237,182,20,55,24,7,285,197,25,47,18,7,289,201,38,83,40,3,363,134,37,67,42,9,287,50,19,43,38,3,157,9,8,26,28,5,79,10,11,29,20,5,69,1502,225,457,263,55,2500
203011034,18,10,0,163,115,21,13,6,3,163,69,22,9,3,5,115,69,9,9,3,0,87,65,3,10,4,0,82,26,4,6,6,0,43,0,0,4,8,0,16,4,0,6,4,0,12,922,130,115,50,15,1238
203011035,17,9,0,124,87,31,25,5,3,153,61,23,33,5,0,123,62,23,26,13,3,125,36,13,28,5,3,85,24,13,26,20,3,80,0,11,20,13,0,50,4,3,6,14,0,20,702,179,203,100,21,1206
203011036,26,6,0,147,82,23,25,4,0,141,78,35,39,16,4,169,60,31,51,14,3,158,61,14,26,19,3,127,20,12,41,22,8,103,4,5,23,14,0,44,3,3,7,20,3,32,784,189,281,127,26,1405
203021037,59,6,3,524,446,36,49,4,4,536,462,33,45,3,8,554,390,54,48,0,3,503,268,32,47,13,3,356,86,14,15,3,0,119,31,8,5,3,3,46,11,0,3,0,5,17,4576,309,403,55,50,5392
203021038,31,13,6,851,729,50,35,4,6,833,783,53,36,10,8,896,681,43,34,12,9,777,415,34,27,8,4,489,140,17,15,9,3,187,29,11,3,3,3,48,12,8,3,0,0,26,6712,338,286,80,89,7509
203021039,142,21,22,3684,3120,201,149,32,27,3520,2935,179,130,22,26,3294,2601,163,140,14,28,2940,1651,140,92,14,22,1921,543,93,43,15,6,693,155,28,27,14,5,221,67,9,10,6,6,104,28255,1315,1076,213,238,31099
203021040,72,14,6,576,392,59,75,13,4,540,390,56,53,7,6,519,367,55,52,8,3,484,233,35,42,9,3,326,82,22,26,3,4,135,27,8,10,3,0,45,4,4,0,3,0,18,4189,436,504,81,39,5250
203021041,44,13,9,564,469,48,54,3,9,583,444,41,46,7,9,548,418,46,44,13,3,517,242,27,38,12,4,330,90,18,23,8,6,132,27,3,17,3,0,53,18,3,4,8,3,32,5013,336,446,92,60,5938
203021042,47,11,8,570,441,52,46,3,4,548,421,46,51,5,4,530,370,45,46,9,0,473,218,42,49,4,3,313,80,33,32,12,0,158,18,10,13,3,0,43,9,6,6,6,3,29,3993,345,413,74,41,4870
203021043,44,15,5,713,596,46,36,7,4,688,548,46,43,8,3,654,398,47,45,5,7,499,258,32,42,11,3,341,84,13,23,7,3,123,20,4,8,5,0,30,9,7,3,0,0,19,4879,311,352,74,52,5667
203021044,26,3,8,129,99,13,19,7,0,143,75,22,13,6,0,120,82,16,23,3,0,136,56,7,19,6,3,83,24,4,10,8,3,43,8,3,3,0,3,13,0,0,3,0,0,8,979,105,194,42,24,1346
203021045,33,8,0,456,384,56,42,12,5,503,420,57,41,12,3,532,351,51,39,7,0,457,238,42,37,9,7,332,85,28,29,0,0,134,28,12,0,4,4,55,4,7,3,4,0,19,3733,389,331,80,51,4585
203021046,49,13,5,518,384,61,44,3,3,490,359,48,37,7,9,455,346,36,41,3,8,438,223,29,31,3,0,288,68,23,15,5,3,111,20,16,15,5,0,51,15,3,8,4,3,31,3478,359,358,47,52,4292
203021047,38,9,8,1223,1048,81,52,11,13,1202,1055,81,56,7,16,1213,929,90,42,10,13,1082,602,56,43,10,3,713,181,29,35,11,4,257,30,15,6,4,3,63,12,8,3,3,5,28,9314,595,424,89,102,10527
203031048,29,3,3,227,186,25,35,4,3,260,202,30,37,6,4,284,177,27,38,7,5,260,120,24,23,14,0,179,35,14,34,10,0,90,9,9,15,4,0,35,3,3,12,5,0,20,1736,201,314,68,39,2354
203031049,31,8,11,179,112,32,43,8,0,195,134,30,33,13,4,206,161,34,34,5,9,243,104,38,32,3,0,177,39,25,22,9,0,93,14,6,4,7,0,28,3,3,3,4,0,11,1344,220,262,67,29,1919
203031050,101,15,9,553,351,105,91,22,3,565,273,79,81,11,3,444,278,74,89,22,4,464,177,68,81,10,0,337,79,25,41,15,3,161,28,12,17,15,0,70,5,6,12,7,0,29,3405,598,694,142,48,4891
203031051,15,3,0,91,60,23,26,6,0,114,68,14,21,9,0,118,79,25,28,10,0,138,44,16,28,8,0,97,23,13,20,8,0,67,14,8,3,0,3,23,0,3,4,9,0,14,691,138,168,58,11,1065
203031052,21,3,0,160,122,23,17,3,0,165,140,22,29,4,4,197,145,28,27,6,7,212,106,22,30,4,3,165,45,19,23,10,3,95,15,5,7,4,0,35,6,3,6,3,0,22,1148,157,190,52,21,1568
203031053,115,24,7,633,361,98,94,14,5,580,329,91,75,12,7,512,262,54,74,20,4,416,162,41,56,15,0,276,81,36,29,14,0,155,19,14,12,9,3,66,7,5,11,7,0,24,3876,569,690,170,55,5348
204011054,30,3,3,221,178,29,37,7,8,266,198,31,39,6,9,288,220,36,51,12,10,321,143,24,46,18,3,230,67,14,39,27,3,155,18,13,15,18,3,63,7,8,25,12,3,55,1768,201,328,121,48,2464
204011055,23,7,3,169,141,21,23,11,0,197,162,23,52,11,3,253,173,26,38,15,0,260,130,28,55,38,7,262,68,20,60,33,0,178,8,8,22,34,3,75,6,4,29,22,0,63,1340,182,372,189,45,2126
204011056,37,10,3,406,378,43,48,4,6,477,344,39,45,11,4,443,338,41,39,15,10,437,189,22,32,12,3,269,78,31,15,11,4,131,23,5,10,4,3,37,10,0,7,3,3,24,3005,286,320,95,60,3766
204011057,51,9,13,364,269,48,67,6,4,394,300,63,61,11,3,440,303,54,67,29,6,457,214,35,71,28,3,353,98,21,39,40,0,206,26,14,22,17,0,83,9,4,9,21,0,49,2938,344,481,194,52,4019
204011058,10,5,3,116,105,13,11,11,3,139,119,13,23,13,3,164,107,20,30,12,4,169,90,19,27,9,3,148,32,7,10,10,3,68,9,0,3,17,3,37,3,5,12,16,3,40,1004,115,171,87,23,1407
204011059,19,4,10,291,255,22,18,6,7,307,263,27,19,0,3,315,278,17,25,4,10,330,189,23,21,4,4,247,70,10,15,3,5,103,18,3,4,0,0,24,4,0,3,8,0,19,2373,139,168,40,72,2788
204011060,15,7,3,221,152,10,3,4,4,178,183,4,9,5,4,204,146,7,14,6,0,179,82,8,24,3,0,129,36,3,19,9,4,73,3,3,17,9,0,37,8,0,4,4,0,20,1712,75,130,66,26,2014
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5
204011062,28,5,0,112,86,16,25,3,0,129,74,19,17,8,3,120,65,17,26,8,4,115,68,14,14,14,0,109,12,11,19,12,3,51,5,0,19,11,0,42,3,4,13,23,3,39,626,112,180,86,14,1020
204021063,25,3,4,410,405,41,35,11,6,498,477,45,48,8,5,577,480,46,46,18,13,598,317,38,46,9,3,414,122,19,33,3,5,183,26,6,10,6,3,50,13,3,9,10,4,47,3624,265,333,80,69,4365
204021064,14,5,0,57,21,10,17,8,0,53,35,19,22,8,3,92,24,11,40,26,0,100,18,17,44,22,0,99,14,10,46,21,0,93,3,0,27,16,3,54,4,0,9,21,0,36,261,86,252,144,13,751
204021065,21,3,0,195,174,8,21,6,3,215,171,7,16,9,6,210,146,17,10,12,5,190,129,9,15,10,3,169,29,13,9,6,0,52,12,3,8,6,0,35,4,8,3,4,0,22,1252,98,132,63,29,1574
204021066,75,17,11,1042,969,82,63,11,16,1133,1043,82,69,4,15,1220,970,86,79,15,17,1171,660,60,74,15,19,823,212,44,26,0,3,284,50,10,12,3,3,86,28,5,13,5,0,55,8464,546,574,101,124,9803
204021067,39,13,7,229,151,30,60,20,6,265,145,43,82,23,7,297,142,39,85,24,3,302,96,34,79,32,9,244,44,30,76,49,8,198,5,6,47,22,6,99,9,11,39,30,11,103,1360,248,575,265,65,2516
204031068,25,6,0,157,121,14,22,4,3,169,156,29,21,7,3,218,159,16,36,4,0,214,137,14,33,4,0,190,56,11,24,15,0,103,10,6,10,5,0,32,6,0,0,4,0,15,1146,134,214,62,19,1574
204031069,62,9,3,419,248,56,57,11,5,371,256,59,59,14,9,393,248,68,77,21,10,427,190,43,50,19,4,310,72,29,45,22,0,162,21,10,16,18,3,64,4,3,9,22,3,46,2894,369,456,167,58,3941
204031070,14,6,0,51,29,8,12,3,0,52,37,3,11,3,3,59,27,11,14,9,6,66,21,6,13,14,3,56,8,4,9,9,3,35,0,0,11,9,0,16,0,0,8,7,3,20,298,47,113,53,18,529
204031071,13,9,5,188,177,23,29,6,8,244,222,24,20,9,3,279,196,19,30,13,3,259,136,16,30,8,0,186,51,7,10,14,5,83,10,3,7,4,0,26,3,0,4,12,4,22,1471,125,179,76,40,1887
204031072,27,6,5,171,132,23,35,12,3,195,143,28,52,18,0,241,164,31,59,22,3,280,105,28,62,29,3,225,40,23,60,41,3,164,7,11,40,19,0,87,3,8,31,21,0,73,1180,182,430,187,36,2013
204031073,23,8,7,498,425,33,21,3,7,490,372,27,36,3,0,443,383,30,36,4,3,454,202,32,29,9,3,272,73,17,26,4,7,124,20,6,3,3,0,33,7,7,6,4,0,25,3834,223,248,49,38,4399
204031074,80,24,10,1528,1386,108,100,7,19,1624,1315,114,74,18,14,1540,1133,99,104,12,17,1354,744,70,85,16,9,924,218,37,25,19,7,302,53,14,24,7,3,107,12,7,7,8,3,37,12695,710,740,133,130,14408
204031075,19,3,0,107,93,21,16,9,0,140,82,15,33,3,3,138,76,13,35,6,3,141,69,16,30,11,3,129,18,9,22,11,3,70,3,4,20,10,0,36,0,0,6,4,3,22,742,122,217,66,18,1162
205011076,38,9,4,363,272,38,50,17,3,376,239,51,71,12,6,380,235,39,60,13,7,363,150,36,59,18,3,269,56,15,35,20,3,127,15,9,18,8,3,61,7,3,13,10,3,41,2608,320,477,129,49,3586
205011077,30,14,4,144,102,28,37,8,0,174,88,19,43,16,7,168,97,25,42,13,0,172,78,23,41,9,0,155,26,14,33,20,6,104,6,11,21,14,4,60,0,3,20,12,0,38,905,177,323,131,43,1569
205011078,39,10,7,164,117,23,27,11,5,187,106,25,37,14,4,188,122,26,45,19,0,212,93,25,47,22,3,185,27,16,34,13,0,89,11,7,17,11,0,44,10,8,20,10,0,42,1224,183,322,125,40,1892
205011079,78,14,15,892,822,84,113,13,11,1052,790,87,84,10,18,990,703,69,95,17,16,903,480,62,84,13,11,658,166,39,51,21,7,283,47,16,40,17,7,124,24,10,32,15,8,87,7133,595,766,164,146,8808
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
205021081,61,6,15,834,863,66,64,6,10,1011,858,79,70,11,16,1031,855,79,85,12,13,1046,576,66,69,13,8,735,218,30,35,15,5,307,53,8,15,8,0,84,33,4,20,9,6,70,7325,476,554,100,123,8575
205021082,24,11,3,144,116,17,39,11,5,189,125,18,44,12,4,200,98,28,60,27,4,220,74,19,76,24,6,200,28,11,59,34,0,133,10,0,30,21,6,72,3,5,26,27,3,70,969,130,415,185,47,1755
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,28,11,5,240,196,32,27,4,7,264,222,29,35,10,10,303,229,21,55,7,4,322,170,38,49,14,7,275,76,25,27,19,9,147,32,12,13,7,0,72,4,4,3,6,0,28,1844,219,321,102,56,2542
205021085,22,6,4,194,159,28,39,5,4,234,196,19,43,24,4,293,189,31,57,27,3,299,133,23,46,38,8,252,48,18,43,26,5,131,9,5,26,12,5,50,3,3,22,18,3,53,1352,158,335,163,55,2072
205021086,23,0,0,76,47,14,22,0,0,77,55,9,18,3,0,85,46,17,25,4,0,95,41,8,17,3,3,72,13,5,15,9,0,47,4,9,12,5,0,34,0,3,8,4,3,20,502,78,156,36,18,787
205031087,57,12,0,245,188,30,61,17,3,294,201,42,107,21,5,370,182,37,101,13,3,340,131,35,93,33,3,290,55,25,85,38,4,207,15,17,42,20,3,90,9,4,29,27,3,67,1665,254,701,213,38,2861
205031088,0,0,0,3,9,0,0,0,0,12,3,0,3,0,0,7,3,0,0,3,0,6,4,0,5,3,0,15,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,25,3,18,12,0,61
205031089,49,15,0,253,195,40,59,17,4,314,185,29,59,14,12,293,200,34,73,26,6,335,163,23,72,27,5,288,49,23,46,14,8,139,8,10,18,6,0,56,5,9,26,11,10,52,1655,239,493,163,57,2608
205031090,66,13,14,558,460,49,79,28,6,623,484,51,94,27,7,653,437,39,99,22,9,611,319,40,73,26,9,464,107,34,58,22,3,227,27,14,38,19,0,102,9,9,27,22,8,67,3938,320,676,211,74,5229
205031091,52,5,9,336,237,46,60,14,0,361,269,46,69,6,7,393,273,52,64,7,11,402,169,31,50,16,5,275,90,17,29,13,0,156,29,10,14,3,3,61,13,0,3,7,3,36,2329,303,429,103,62,3221
205031092,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,32
205031093,113,16,10,753,606,86,112,21,21,847,559,74,105,30,12,778,610,66,95,35,4,817,390,54,106,29,23,602,116,44,87,28,8,273,40,13,41,23,3,121,21,16,39,22,3,97,5232,512,896,225,130,6994
205041094,24,3,0,387,422,19,20,7,8,468,531,17,26,8,9,591,503,17,28,10,13,573,286,8,40,13,8,356,83,19,27,15,0,146,24,0,18,9,3,59,7,3,22,5,3,32,3448,122,253,84,41,3948
205041095,31,5,9,464,436,21,48,3,3,518,449,26,33,3,7,525,456,33,28,6,6,537,327,22,36,7,11,404,134,7,15,3,0,161,21,0,10,3,3,39,12,4,10,0,4,25,4057,187,287,58,67,4661
205041096,36,3,5,974,952,48,34,7,9,1049,1013,53,38,9,5,1124,937,74,42,4,14,1070,558,48,39,8,6,658,181,32,24,9,3,246,55,3,4,3,3,67,19,5,6,11,3,49,8514,381,299,67,96,9358
205041097,67,13,7,1307,1097,112,64,14,13,1289,1101,95,69,16,11,1294,940,70,52,13,13,1096,592,68,43,10,12,730,215,49,18,11,8,300,48,10,20,10,10,95,28,3,9,9,8,53,10744,655,547,108,140,12199
205041098,9,3,0,33,22,5,11,0,0,39,21,3,3,5,0,35,24,9,14,0,3,47,20,9,13,0,0,38,6,0,11,0,0,25,3,3,5,0,0,13,0,0,3,3,0,7,243,56,81,14,6,405
205051099,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,3,3,0,26
