SA2_MAINCODE_2016,UIE_IDNS_OMOE_Nil_em,UIE_IDNS_OMOE_1_19_em,UIE_IDNS_OMOE_20more_em,UIE_IDNS_OMOE_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMOE_Nil_em,UIE_Tot_OMOE_1_19_em,UIE_Tot_OMOE_20more_em,UIE_Tot_OMOE_NE_NS,UIE_Tot_Tot
128011606,3,0,0,0,3,172,32,0,0,206
128021533,4,0,0,0,4,84,26,3,3,121
128021534,10,3,0,0,10,155,31,0,0,194
128021535,8,3,0,3,16,348,84,4,5,436
128021536,15,4,0,0,14,345,69,3,0,424
128021537,0,0,0,0,0,0,0,0,0,0
128021538,23,6,0,0,33,523,149,8,0,683
128021607,6,3,0,0,11,285,103,0,0,387
128021608,4,0,0,0,4,94,19,0,0,117
128021609,0,0,0,0,0,45,3,0,0,55
197979799,0,0,0,0,0,16,3,0,0,16
199999499,1157,129,3,35,1319,36345,4957,45,606,41954
201011001,0,0,0,0,3,173,41,3,3,221
201011002,27,0,0,0,31,434,215,28,9,682
201011003,20,0,0,0,25,361,78,3,10,446
201011004,9,3,0,0,14,310,101,3,5,423
201011005,7,0,0,0,10,116,27,0,3,148
201011006,12,4,0,0,20,158,52,0,4,215
201011007,3,0,0,0,3,60,13,0,0,72
201011008,9,0,0,0,8,208,63,10,3,290
201021009,4,0,0,0,4,102,30,0,3,139
201021010,3,0,0,0,9,223,78,0,6,316
201021011,19,0,0,0,25,461,120,0,14,596
201021012,0,3,0,0,7,127,50,0,3,185
201031013,0,0,0,0,0,96,40,0,3,137
201031014,6,0,0,0,8,99,50,0,3,153
201031015,3,0,0,0,6,96,48,0,3,140
201031016,12,0,0,0,8,151,68,7,3,230
201031017,10,0,0,0,8,131,40,0,14,181
202011018,41,8,0,0,45,441,228,20,15,703
202011019,10,3,0,0,15,152,44,3,6,207
202011020,13,5,0,0,16,224,85,3,4,320
202011021,13,5,0,0,14,138,32,0,3,169
202011022,16,3,0,0,14,296,103,0,9,409
202011023,10,0,0,0,10,75,23,0,3,99
202011024,8,3,0,0,13,116,34,0,6,162
202011025,8,3,0,0,13,161,51,7,3,217
202021026,10,0,0,0,10,145,38,0,5,189
202021027,28,3,0,0,29,394,111,0,10,509
202021028,19,0,0,0,17,327,103,0,11,439
202021029,3,0,0,0,3,98,30,0,4,135
202021030,16,6,0,0,23,340,98,0,7,444
202021031,11,0,0,0,12,205,34,0,0,239
202031032,3,0,0,0,9,159,59,0,12,226
202031033,3,0,0,0,3,305,131,0,13,457
203011034,3,0,0,0,3,94,24,0,0,115
203011035,3,0,0,0,3,145,53,0,4,203
203011036,9,3,0,0,7,214,67,0,5,281
203021037,10,4,0,0,11,297,100,6,4,403
203021038,17,4,0,0,27,213,69,3,4,286
203021039,40,14,0,8,59,707,332,27,16,1076
203021040,14,5,0,0,18,366,115,4,15,504
203021041,15,3,0,0,15,354,78,7,14,446
203021042,18,3,0,0,24,340,68,3,3,413
203021043,19,4,0,0,18,261,84,3,0,352
203021044,4,0,0,0,6,155,35,0,0,194
203021045,10,4,0,0,18,240,90,0,4,331
203021046,15,0,0,0,14,278,66,3,10,358
203021047,21,5,0,0,31,296,117,7,6,424
203031048,14,0,0,0,19,257,49,0,4,314
203031049,16,0,0,0,13,178,76,0,3,262
203031050,20,0,0,0,25,572,115,3,7,694
203031051,12,0,0,0,12,128,35,0,3,168
203031052,10,0,0,0,10,147,41,0,4,190
203031053,25,5,0,0,34,558,126,0,6,690
204011054,6,3,0,0,10,243,77,0,11,328
204011055,15,6,0,0,22,268,89,3,4,372
204011056,15,0,0,0,14,255,55,0,7,320
204011057,19,3,0,0,23,337,132,0,9,481
204011058,10,0,0,0,7,123,44,0,3,171
204011059,5,0,0,0,6,105,57,0,5,168
204011060,0,0,0,0,0,106,20,0,3,130
204011061,0,0,0,0,0,0,0,0,0,0
204011062,9,0,0,0,9,133,36,0,7,180
204021063,17,3,0,0,24,219,102,3,14,333
204021064,5,0,0,0,5,201,45,0,3,252
204021065,3,0,0,0,0,88,38,0,0,132
204021066,21,3,0,0,27,340,215,6,12,574
204021067,22,3,0,0,22,446,115,3,17,575
204031068,4,0,0,0,4,165,40,3,5,214
204031069,15,0,0,0,16,312,129,0,14,456
204031070,3,0,0,0,3,81,20,0,5,113
204031071,4,0,0,0,4,105,65,0,6,179
204031072,12,4,0,0,11,335,86,0,4,430
204031073,0,0,0,0,3,200,49,0,3,248
204031074,21,6,0,3,30,488,226,12,13,740
204031075,3,0,0,0,3,168,39,0,3,217
205011076,16,0,0,0,17,348,117,0,13,477
205011077,14,4,0,0,18,250,69,0,7,323
205011078,10,0,0,0,10,221,97,0,5,322
205011079,15,7,0,0,24,529,207,7,17,766
205021080,0,0,0,0,0,0,0,0,0,0
205021081,12,3,0,0,18,370,176,3,8,554
205021082,21,0,0,0,24,303,107,0,6,415
205021083,0,0,0,0,0,0,0,0,0,0
205021084,15,3,0,0,13,225,87,0,4,321
205021085,6,3,0,3,11,244,86,0,10,335
205021086,16,0,0,0,16,120,41,0,3,156
205031087,20,4,0,0,22,473,214,0,15,701
205031088,3,0,0,0,3,18,0,0,0,18
205031089,16,3,0,0,17,374,105,5,12,493
205031090,22,5,0,0,27,444,212,0,26,676
205031091,13,3,0,0,17,305,112,0,5,429
205031092,0,0,0,0,0,0,0,0,0,0
205031093,34,4,0,3,39,658,205,8,18,896
205041094,3,3,0,0,5,194,53,0,5,253
205041095,3,3,0,0,9,181,93,3,8,287
205041096,16,7,0,0,26,177,113,4,4,299
205041097,17,3,0,0,15,386,153,8,4,547
205041098,7,0,0,0,7,70,9,0,0,81
205051099,0,0,0,0,0,3,0,0,0,3
205051100,9,0,0,0,9,134,47,0,5,190
205051101,16,3,0,0,16,387,184,3,11,590
205051102,6,0,0,0,6,166,80,3,3,253
205051103,15,3,0,0,19,281,153,3,3,443
205051104,14,3,0,0,13,219,110,0,12,338
206011105,55,7,0,0,63,917,171,4,10,1101
206011106,15,9,0,0,22,299,60,0,3,363
206011107,12,0,0,0,15,241,43,0,3,287
206011108,38,8,0,0,45,597,145,3,9,752
206011109,12,0,0,0,12,126,23,3,0,158
206021110,18,4,0,0,24,280,64,3,4,350
206021111,31,3,0,0,32,784,132,8,11,931
206021112,28,3,0,0,28,439,93,3,3,535
206031113,14,0,0,0,14,257,59,0,0,324
206031114,30,3,0,0,39,523,175,3,7,706
206031115,8,0,0,0,8,157,31,0,0,184
206031116,18,3,0,0,24,351,121,3,3,476
206041117,30,3,0,0,31,413,121,6,5,544
206041118,48,8,3,0,59,431,72,12,7,520
206041119,19,3,0,0,27,353,164,16,9,542
206041120,8,0,0,0,3,26,4,0,0,32
206041121,20,0,0,0,19,256,37,3,3,301
206041122,206,47,12,6,261,3783,1262,944,46,6040
206041123,26,9,0,0,36,613,178,12,12,817
206041124,26,6,0,0,29,217,70,14,8,298
206041125,32,3,0,0,36,296,61,5,3,360
206041126,55,6,0,0,62,492,69,92,4,659
206041127,0,0,0,0,3,50,7,0,3,61
206051128,33,4,0,0,41,605,141,17,12,774
206051129,19,0,0,0,21,392,55,0,3,449
206051130,28,0,0,0,27,367,80,3,0,449
206051131,20,5,0,0,33,351,48,13,6,418
206051132,42,13,0,0,56,708,204,15,12,945
206051133,47,7,0,0,56,796,141,19,16,970
206051134,18,4,0,0,20,408,84,4,3,504
206061135,11,3,0,0,16,358,96,6,3,468
206061136,37,9,0,3,50,694,170,12,12,887
206061137,31,8,0,0,43,628,151,23,9,803
206061138,25,3,0,0,31,388,93,0,7,491
206071139,18,6,3,0,27,322,68,9,8,401
206071140,13,4,0,0,15,296,56,0,3,353
206071141,44,7,0,0,53,523,120,21,6,678
206071142,32,7,3,3,37,521,176,14,14,721
206071143,24,0,0,0,26,427,67,3,5,505
206071144,70,20,0,0,91,1272,398,38,17,1724
206071145,16,0,0,0,21,302,31,0,3,332
207011146,9,5,0,0,12,176,54,0,0,230
207011147,19,0,0,0,23,341,111,8,7,459
207011148,23,3,0,0,27,359,78,3,3,447
207011149,24,5,0,0,30,481,119,10,6,621
207011150,20,0,0,0,22,316,71,0,0,395
207011151,26,3,0,3,29,593,147,24,3,776
207011152,25,4,0,0,23,438,116,8,3,562
207011153,37,4,0,0,40,642,148,7,7,808
207011154,5,0,0,0,5,151,43,3,0,191
207011155,14,3,0,3,23,397,106,6,8,517
207021156,15,0,0,0,17,220,45,0,3,266
207021157,26,5,0,0,26,385,75,3,3,463
207021159,7,3,0,0,12,290,51,0,5,342
207021160,17,4,0,0,19,227,41,11,3,285
207021424,15,3,0,0,16,203,34,0,0,243
207021425,8,0,0,0,10,245,78,4,0,326
207031161,26,3,0,0,28,458,90,16,3,567
207031162,8,0,0,0,8,186,40,0,3,228
207031163,30,4,0,0,39,501,162,14,8,676
207031164,24,3,0,0,30,285,50,0,0,337
207031165,12,0,0,0,12,174,34,3,3,218
207031166,14,0,0,0,14,193,42,7,0,240
207031167,13,3,0,0,12,213,39,0,3,252
208011168,14,0,0,0,18,308,68,0,3,379
208011169,55,4,0,0,62,754,191,9,6,959
208011170,18,5,0,0,20,350,61,0,4,415
208011171,17,0,0,0,16,348,53,6,7,412
208011172,19,4,0,0,21,445,103,3,4,550
208011173,26,9,0,0,35,413,98,3,3,512
208021174,30,8,0,0,37,530,156,3,3,694
208021176,11,0,0,0,8,310,57,6,5,382
208021177,39,3,0,3,47,566,116,0,10,689
208021178,26,0,0,0,33,517,70,5,9,592
208021179,14,0,0,4,17,328,80,0,5,425
208021180,4,3,0,0,8,122,16,0,0,147
208021181,11,0,0,0,11,167,24,3,0,199
208021182,12,3,0,0,18,237,71,0,3,315
208021426,15,0,0,0,15,307,61,10,0,373
208021427,12,0,0,0,10,217,35,0,3,255
208031183,8,0,0,0,8,99,18,0,0,122
208031184,22,8,0,0,29,221,70,9,0,293
208031185,10,0,0,0,18,189,49,0,3,237
208031186,9,0,0,0,13,230,40,0,0,270
208031187,4,0,0,0,5,105,19,3,3,130
208031188,38,7,0,0,51,605,173,4,10,792
208031189,10,0,0,0,10,250,37,0,0,286
208031190,16,4,0,0,20,292,56,0,0,351
208031191,35,6,0,0,44,460,125,3,3,588
208031192,3,0,0,0,3,21,11,0,0,31
208031193,21,0,0,0,24,466,126,4,5,595
208041194,28,3,0,0,35,586,210,10,9,812
208041195,25,3,0,0,35,456,103,5,6,572
209011196,3,3,0,0,8,153,39,0,0,192
209011197,13,0,0,0,16,338,67,3,4,417
209011198,21,3,0,0,27,352,116,10,5,482
209011199,17,4,0,0,22,320,82,6,8,417
209011200,11,0,0,0,12,287,86,4,3,375
209011201,5,0,0,0,5,173,36,0,3,209
209011202,23,0,0,0,23,314,61,0,6,383
209011203,14,3,0,0,19,225,34,0,3,262
209011204,0,0,0,0,0,113,43,0,0,158
209021205,14,0,0,0,14,143,38,0,0,178
209021207,15,0,0,0,15,311,56,0,9,373
209021208,18,3,0,3,26,322,72,0,8,404
209021428,38,7,0,0,52,590,146,18,16,762
209021429,9,0,0,0,13,228,24,0,4,248
209031209,25,3,0,0,30,578,127,8,6,721
209031210,8,0,0,0,8,99,25,0,0,121
209031211,4,0,0,0,4,85,19,0,0,102
209031212,18,0,0,0,18,157,31,0,3,185
209031213,10,4,0,0,15,165,32,3,0,198
209031214,9,0,0,0,12,155,34,0,3,191
209031215,6,0,0,0,11,225,54,3,0,284
209041216,7,0,0,0,13,104,22,0,0,128
209041217,14,0,0,0,14,96,35,7,0,134
209041219,12,0,0,0,15,223,82,0,6,316
209041220,14,3,0,0,15,207,60,3,7,273
209041221,5,0,0,0,5,91,16,0,0,115
209041223,35,5,0,0,39,423,142,9,11,579
209041224,12,0,0,0,16,188,38,0,6,234
209041225,11,0,0,0,10,142,34,3,4,180
209041430,8,0,0,0,8,309,43,0,3,352
209041431,7,0,0,0,10,120,12,0,3,131
209041432,16,0,0,0,16,179,58,7,3,241
209041433,5,0,0,0,5,158,20,0,3,176
209041434,7,0,0,0,7,183,28,0,3,213
209041435,6,0,0,0,6,125,9,0,0,136
209041436,9,0,0,0,9,122,31,0,0,158
209041437,4,0,0,0,4,96,20,0,0,112
210011226,6,0,0,0,11,145,58,4,0,209
210011227,4,0,0,0,4,47,8,0,0,60
210011228,19,4,0,3,26,381,130,9,12,526
210011229,14,0,0,0,16,305,69,0,7,381
210011230,4,0,0,0,5,136,42,0,0,178
210011231,5,0,0,0,7,146,39,0,3,188
210021232,17,3,0,0,21,282,75,3,5,368
210021233,11,0,0,0,11,95,12,0,0,106
210021234,3,0,0,0,3,87,17,0,3,103
210021235,11,0,0,0,14,205,76,0,3,289
210031236,19,3,0,0,20,280,60,3,4,344
210031237,5,0,0,0,11,213,52,0,3,264
210031239,7,0,0,0,12,313,54,3,4,377
210031438,15,0,0,0,17,280,75,0,7,364
210031439,4,0,0,0,4,36,4,0,0,35
210031440,6,0,0,0,7,78,19,0,3,101
210041240,14,0,0,0,12,193,38,3,8,243
210041241,15,4,0,0,23,434,94,3,3,541
210051242,15,4,0,0,23,248,33,0,4,288
210051243,60,22,0,0,79,546,180,14,16,757
210051245,17,0,0,0,18,263,52,0,6,330
210051246,12,3,0,0,11,236,42,0,3,283
210051247,0,0,0,0,3,151,27,0,0,171
210051248,13,3,0,0,17,128,16,7,0,151
210051249,16,3,0,0,21,304,55,3,9,372
210051250,16,0,0,0,12,136,32,3,4,175
210051441,4,0,0,3,7,87,17,0,3,108
210051442,4,0,0,0,4,133,10,0,0,142
210051443,11,0,0,0,15,214,45,0,3,262
210051444,6,0,0,0,6,155,19,0,0,175
210051445,3,0,0,0,9,54,10,0,0,68
211011251,26,6,0,3,38,408,124,11,5,544
211011254,22,4,0,0,25,354,75,6,4,433
211011255,3,0,0,0,9,87,14,0,3,110
211011256,16,3,0,0,20,240,41,0,6,292
211011257,10,5,0,0,7,135,29,0,3,169
211011258,9,4,0,0,12,165,31,0,0,196
211011259,18,5,0,0,22,255,58,0,3,317
211011260,19,3,0,0,19,337,78,0,0,421
211011446,14,6,0,0,28,453,115,3,6,574
211011447,7,3,0,0,13,237,68,0,4,314
211011448,14,6,0,0,15,303,104,3,0,412
211011449,3,0,0,0,3,73,12,0,3,88
211021261,19,0,0,0,24,286,36,0,3,328
211021262,9,0,0,0,13,235,44,3,0,285
211031263,22,10,0,0,30,298,82,3,0,377
211031265,22,4,0,0,22,308,64,0,0,371
211031266,35,3,0,0,40,425,136,4,6,575
211031267,22,3,0,0,22,360,93,3,0,456
211031268,12,0,0,0,13,179,31,0,0,212
211031450,10,0,0,0,10,319,97,3,0,414
211031451,10,0,0,0,16,234,57,0,4,291
211031452,5,4,0,0,5,104,33,0,0,140
211041269,9,5,0,0,15,210,34,7,3,251
211041270,13,3,3,0,16,344,75,5,6,423
211041271,11,0,0,0,14,261,63,0,0,323
211041272,14,3,0,0,14,207,46,0,0,256
211041273,16,3,0,0,23,180,46,0,0,233
211051274,18,0,0,0,17,277,64,0,4,345
211051275,13,0,0,0,14,177,30,3,3,211
211051276,17,0,0,3,28,380,74,3,10,471
211051277,10,3,0,0,11,171,49,0,3,229
211051278,19,6,0,0,23,444,127,6,5,580
211051279,11,0,0,0,10,183,70,3,0,260
211051280,10,0,0,0,11,151,39,0,3,197
211051281,18,0,0,0,18,396,77,3,3,484
211051282,26,0,0,0,26,290,63,0,0,357
211051283,17,0,0,0,12,201,54,0,3,256
211051284,11,3,0,0,16,263,42,0,4,311
211051285,4,0,0,0,4,155,69,3,3,235
211051286,20,4,0,3,23,368,74,7,10,460
212011287,11,5,0,0,13,239,68,0,3,309
212011288,19,5,0,0,22,252,69,0,6,328
212011289,28,7,0,0,29,402,78,0,9,495
212011290,7,4,0,0,10,206,80,3,7,295
212011291,15,3,0,0,18,237,60,0,4,297
212011292,28,4,0,3,34,454,130,13,9,601
212021293,20,7,0,0,29,465,141,4,11,621
212021294,27,0,0,0,22,386,53,0,6,444
212021295,0,3,0,0,3,115,30,0,3,146
212021297,25,8,0,0,34,342,82,6,9,443
212021299,4,0,0,0,4,139,31,0,7,167
212021453,10,0,0,0,6,149,24,0,0,172
212021454,5,0,0,0,11,176,38,0,4,217
212021455,6,0,0,0,10,175,24,3,0,207
212021456,13,4,0,0,15,281,91,3,3,379
212031300,23,3,0,0,23,354,96,13,3,469
212031301,13,0,0,0,15,304,75,0,4,387
212031302,10,0,0,0,10,241,30,0,0,268
212031303,11,0,0,0,16,188,44,5,5,234
212031304,0,0,0,0,0,144,17,0,5,167
212031305,7,0,0,0,10,237,36,0,3,282
212031306,5,0,0,0,5,204,33,0,0,234
212031308,3,0,0,0,7,190,40,4,3,241
212031457,15,3,0,0,17,163,19,0,3,186
212031458,5,0,0,0,8,197,21,0,0,224
212041309,14,3,0,3,20,189,29,0,3,223
212041310,25,6,0,0,30,275,81,0,0,357
212041311,103,22,3,4,137,1262,392,33,34,1726
212041312,16,0,0,0,14,233,41,3,5,283
212041313,14,0,0,0,9,164,25,0,3,192
212041314,32,6,0,0,36,393,110,4,3,510
212041316,10,0,0,0,9,119,20,0,0,145
212041317,25,8,0,0,37,401,188,3,5,596
212041318,3,0,0,0,6,99,28,0,0,130
212041459,6,3,0,0,12,153,28,0,0,179
212041460,14,0,0,0,14,210,43,3,0,254
212051319,23,0,0,0,27,320,60,3,0,385
212051320,37,17,0,0,54,537,144,4,4,690
212051321,26,0,0,0,26,310,48,0,0,353
212051322,18,7,0,0,19,356,91,3,4,451
212051323,15,0,0,0,14,243,58,0,0,302
212051324,27,9,0,0,39,443,115,6,7,571
212051325,33,6,0,0,38,421,88,8,5,528
212051326,24,7,0,0,35,498,162,9,14,678
212051327,16,5,0,0,17,265,84,0,4,354
213011328,9,0,0,0,6,88,12,0,0,99
213011329,9,0,0,0,11,113,26,0,0,138
213011330,27,10,0,0,38,378,83,4,3,473
213011331,3,0,0,0,3,65,19,0,0,85
213011332,8,0,0,0,11,136,23,3,4,163
213011333,3,0,0,0,3,101,11,0,0,112
213011334,15,0,0,0,22,202,67,0,3,273
213011335,13,0,0,0,11,169,31,0,5,200
213011336,15,3,0,0,21,234,72,3,6,319
213011337,6,4,0,0,14,190,65,0,7,258
213011338,21,4,0,7,34,245,68,3,6,323
213011339,6,0,0,0,6,132,24,0,0,156
213011340,14,0,0,0,17,219,49,3,3,273
213021341,18,0,0,0,16,274,68,3,3,353
213021342,4,0,0,0,4,192,18,0,3,216
213021343,15,6,0,0,26,299,90,3,3,400
213021344,24,0,0,0,24,417,51,0,3,471
213021345,5,0,0,0,7,66,4,0,0,66
213021346,15,5,0,0,21,410,119,6,12,539
213031347,12,4,0,0,14,242,55,4,4,311
213031348,32,4,0,0,35,488,182,5,8,681
213031349,21,0,0,0,22,200,52,3,3,255
213031350,7,3,0,0,4,206,50,0,0,254
213031351,17,3,0,0,20,252,33,3,7,292
213031352,25,3,0,0,24,375,57,3,3,441
213041353,17,3,0,0,18,298,78,0,4,384
213041355,11,0,0,0,8,218,36,0,0,255
213041356,18,5,0,0,19,330,93,3,3,426
213041357,9,3,0,0,13,227,50,0,6,278
213041358,0,3,0,0,4,153,26,0,3,189
213041359,12,4,0,0,12,134,35,0,3,171
213041360,6,4,0,0,9,178,41,0,3,223
213041461,0,0,0,0,0,47,12,0,0,60
213041462,3,0,0,0,4,58,3,0,0,63
213041463,9,0,0,0,14,209,41,0,3,251
213051361,25,6,0,0,33,323,82,6,4,417
213051362,5,0,0,0,11,238,36,0,3,273
213051363,24,0,0,0,29,278,69,10,4,356
213051365,15,3,0,0,11,459,58,0,10,519
213051366,25,0,0,0,28,364,40,4,3,409
213051368,13,3,0,0,23,295,118,8,6,425
213051369,8,0,0,0,10,225,36,0,0,261
213051464,12,0,0,0,15,164,24,0,0,185
213051465,22,4,0,0,24,384,61,3,4,452
213051466,14,0,0,0,12,202,24,0,0,225
213051467,9,0,0,0,9,257,22,3,0,279
213051468,4,0,0,0,4,115,8,0,0,131
214011370,39,11,3,0,52,409,132,14,6,567
214011371,24,3,0,0,30,534,198,5,10,749
214011372,6,3,0,0,11,249,53,0,3,307
214011373,22,4,0,0,24,341,56,0,7,399
214011374,18,5,0,0,20,402,89,4,6,500
214011375,15,3,0,0,22,407,110,5,3,521
214011376,15,0,0,0,12,194,20,0,7,215
214021377,11,0,0,0,12,249,68,3,10,329
214021378,12,0,0,0,16,295,74,3,8,376
214021379,31,3,0,0,37,438,96,9,11,550
214021380,38,7,0,0,47,738,229,6,12,981
214021381,23,0,0,0,28,460,79,0,3,548
214021382,20,0,0,0,24,436,78,0,9,527
214021383,25,0,0,0,26,534,139,4,13,691
214021384,28,0,0,0,29,475,121,3,11,611
214021385,16,6,0,0,23,452,152,3,6,618
215011386,10,0,0,0,13,109,63,0,10,180
215011387,9,0,0,0,9,142,80,0,7,229
215011388,12,8,0,0,14,294,140,10,7,448
215011389,4,0,0,0,4,167,100,4,7,285
215011390,13,7,0,0,19,278,148,0,10,439
215011391,0,0,0,0,0,122,72,0,9,194
215011392,13,0,0,0,8,186,88,0,6,281
215011393,0,0,0,0,0,161,127,3,8,296
215011394,13,0,0,0,11,234,114,0,5,352
215021395,7,0,0,0,7,115,63,4,4,189
215021396,0,4,0,0,3,80,46,5,3,135
215021398,11,0,0,0,12,191,101,0,10,304
215021399,3,0,0,0,3,89,64,9,5,173
215021469,20,9,0,0,28,340,214,9,9,572
215021470,8,3,0,0,9,149,50,3,7,204
215031400,5,0,0,0,5,189,83,0,8,285
215031401,11,0,0,0,11,281,121,0,11,412
215031402,6,0,0,0,9,103,44,0,4,155
215031403,3,5,0,0,6,47,48,0,3,100
215031404,13,3,0,0,16,209,121,3,8,341
215031405,13,0,0,0,18,198,75,0,15,286
216011406,15,6,0,3,31,337,164,4,12,523
216011407,12,8,0,0,15,305,106,0,13,421
216011408,4,0,0,0,4,162,77,0,9,241
216011409,4,3,0,0,4,108,69,0,5,180
216011410,6,4,0,0,7,196,66,0,5,268
216021411,8,3,0,0,13,136,69,8,0,213
216021412,0,4,0,0,5,93,40,0,8,144
216021413,14,3,0,4,22,420,169,4,16,609
216021414,5,4,0,0,9,110,66,0,5,181
216031415,3,0,0,0,3,71,23,0,3,92
216031416,23,4,0,0,27,352,152,20,3,530
216031417,12,0,0,0,14,355,104,9,5,480
216031418,17,3,0,0,18,195,42,0,10,245
216031419,8,0,0,0,10,298,84,3,14,403
217011420,12,3,0,4,19,338,172,0,22,533
217011421,10,0,0,0,10,265,146,10,7,425
217011422,13,8,0,0,15,185,110,0,5,302
217011423,5,0,0,0,9,334,229,0,24,577
217031471,5,3,0,0,8,82,59,0,4,144
217031472,9,5,0,0,13,219,149,12,3,384
217031473,5,0,0,0,6,267,128,0,6,409
217031474,8,0,0,0,11,246,112,3,12,371
217031475,14,5,0,0,12,473,250,0,12,741
217031476,13,0,0,0,8,202,72,0,5,276
217041477,8,9,0,0,12,329,234,0,13,580
217041478,12,0,0,0,19,391,173,3,5,571
217041479,12,0,0,0,12,300,108,10,3,416
217041480,10,10,0,3,22,383,223,35,12,650
297979799,0,0,0,0,0,4,0,0,0,4
299999499,953,80,4,28,1068,29383,3988,45,569,33984
301011001,19,0,0,0,19,247,38,0,5,286
301011002,6,3,0,0,8,142,34,0,3,186
301011003,13,0,0,0,12,245,29,0,0,280
301011004,23,5,0,0,26,434,176,7,6,627
301011005,9,0,0,0,7,57,10,0,0,63
301011006,3,0,0,0,0,168,42,0,0,216
301021007,20,4,0,0,20,356,128,4,4,495
301021008,9,0,0,0,10,133,32,0,0,165
301021009,13,0,0,0,14,235,53,0,3,295
301021011,4,0,0,0,5,131,42,0,3,180
301021012,17,0,0,0,20,240,46,0,3,285
301021013,15,0,0,0,19,267,78,4,4,358
301021527,7,0,0,0,12,212,47,0,10,263
301031014,6,5,0,0,10,90,34,0,3,129
301031015,6,3,0,0,10,146,24,3,3,179
301031016,8,3,0,0,9,176,45,0,7,227
301031017,16,3,0,0,15,224,40,3,6,264
301031018,6,3,0,0,10,151,35,0,3,195
301031019,13,0,0,0,12,136,32,3,0,172
301031020,21,4,0,0,23,290,108,4,3,405
301031021,14,3,0,0,18,261,63,3,6,341
302011022,5,0,0,0,4,119,24,0,0,140
302011023,4,0,0,0,5,102,19,0,3,121
302011024,5,0,0,0,5,135,28,0,0,165
302011025,5,0,0,0,3,131,35,0,0,168
302011026,12,0,0,0,12,125,35,0,0,156
302021027,10,8,0,0,14,221,66,11,0,299
302021028,3,3,0,0,6,202,77,11,3,291
302021029,3,3,0,0,5,87,20,0,0,109
302021030,13,0,0,0,14,158,51,3,3,210
302021031,10,0,0,0,7,246,48,9,0,303
302021032,17,0,0,0,13,207,60,3,0,272
302021033,9,0,0,0,14,90,16,0,6,111
302021034,5,0,0,0,5,164,33,0,4,202
302031035,9,0,0,0,9,136,25,0,0,165
302031036,11,5,0,0,10,242,35,3,5,285
302031037,9,4,0,0,13,170,36,4,0,216
302031038,8,0,0,0,11,232,69,7,3,312
302031039,5,0,0,0,5,174,54,8,3,246
302031040,8,0,0,0,10,202,72,3,6,276
302041041,8,0,0,0,11,241,41,3,0,284
302041042,5,3,0,0,13,161,28,0,3,191
302041043,3,0,0,0,8,62,19,0,4,87
302041044,12,3,0,0,17,163,79,0,0,244
302041045,4,3,0,0,6,138,18,0,3,162
302041046,13,3,0,0,11,122,34,0,0,154
303011047,15,0,0,0,15,199,55,0,0,253
303011048,8,0,0,0,8,134,36,0,3,169
303011049,3,0,0,0,3,183,40,0,0,229
303011050,3,0,0,0,3,119,31,0,0,150
303011051,18,0,0,0,17,277,64,3,5,348
303021052,15,0,0,0,15,218,49,0,0,264
303021053,20,3,0,0,23,362,78,0,0,444
303021054,7,0,0,0,10,97,16,0,6,115
303021055,18,3,0,0,14,258,121,0,3,381
303021056,8,0,0,0,8,184,33,0,0,221
303021057,4,0,0,0,7,99,23,0,0,125
303021058,20,3,0,0,24,274,69,3,8,357
303021059,10,0,0,0,8,210,52,7,0,264
303031060,20,6,0,0,23,255,60,3,0,324
303031061,9,0,0,0,9,93,26,0,0,114
303031062,9,3,0,0,10,185,36,3,0,226
303031063,11,0,0,0,14,271,65,0,3,342
303031064,6,0,0,0,6,130,26,0,3,158
303031065,7,3,0,0,10,211,74,7,0,288
303031066,3,0,0,0,6,145,29,0,0,174
303041067,7,3,0,0,18,181,56,8,6,249
303041068,3,0,0,0,3,245,57,3,0,307
303041069,8,0,0,0,6,86,28,0,3,114
303041070,15,6,3,0,23,226,49,7,0,278
303041071,9,0,0,0,9,197,50,0,0,244
303051072,13,0,0,0,11,98,16,0,0,115
303051073,16,3,0,0,19,280,46,0,0,328
303051074,10,3,0,0,11,153,37,0,6,197
303051075,7,0,0,0,10,207,36,0,6,249
303051076,33,10,0,0,47,478,151,11,9,648
303061077,6,0,0,0,6,114,16,0,0,129
303061078,11,0,0,0,7,230,32,0,0,270
303061079,14,0,0,0,17,165,39,0,0,201
303061080,15,0,0,0,15,270,43,0,0,312
304011081,5,0,0,0,5,183,52,3,0,237
304011082,6,3,0,0,10,123,20,0,0,145
304011083,6,0,0,0,6,61,9,0,0,80
304011084,12,0,0,0,12,219,55,4,0,274
304011085,4,0,0,0,4,66,4,0,0,74
304021086,13,3,0,0,15,163,19,0,0,184
304021087,14,0,0,0,14,163,21,3,5,195
304021088,12,0,0,0,12,196,27,3,0,221
304021089,4,0,0,0,4,74,4,0,0,76
304021090,14,0,0,0,14,177,43,0,0,227
304021091,5,0,0,0,8,107,18,6,0,133
304031092,12,0,0,0,13,161,40,4,0,208
304031093,3,0,0,0,3,87,33,0,0,121
304031094,16,0,0,0,19,289,56,0,0,342
304031095,3,3,0,0,5,119,34,0,0,152
304031096,14,3,0,0,21,186,38,0,0,224
304031097,12,0,0,0,12,164,42,0,3,205
304041098,9,3,0,0,13,173,34,8,4,222
