SA2_MAINCODE_2016,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000mo_A_15_19,Pro_3000mo_A_20_24,Pro_3000mo_A_25_34,Pro_3000mo_A_35_44,Pro_3000mo_A_45_54,Pro_3000mo_A_55_64,Pro_3000mo_A_65_74,Pro_3000mo_A_75ov,Pro_3000mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44
121041415,30,20,19,20,13,3,114,0,12,37,39,30,35,19,3,180,0,19,74,48,45,31,18,3,233,0,4,81,52,43,45,17,10,250,3,0,78,62,58,39,16,9,264,0,0,40,63,58,41,19,0,219,0,0,37,77,90,80,25,9,319,0,0,13,65,90,88,49,16,314,0,3,5,3,14,5,7,3,29,20,101,425,505,510,420,214,65,2258,0,0,3,0,0,0,0,0,7,4,3,3,3,0,3,0,0,16,5,11,3,13,3,5,0,0,35,3,12,5,3,9,8,0,0,33,6,15,9,11,11,3,0,0,60,12,38,27,13,7,4,5,0,107,0,31,47,30,25,7,0,0,137,0,21,76,42,22,16,4,0,191,0,21,90,53,37,26,4,0,231,0,3,54,35,27,19,3,0,146,0,3,28,38,37,11,3,0,114,0,0,26,17,12,10,4,0,66,0,0,12,15
121041416,28,27,13,14,9,0,107,0,29,65,23,17,19,4,0,158,0,26,96,43,33,18,9,3,240,0,17,115,54,31,22,10,0,254,0,3,88,73,54,39,11,0,265,0,3,57,61,48,31,14,0,220,0,0,104,150,101,74,24,0,460,0,0,20,75,83,73,24,7,287,0,0,6,5,3,0,0,0,18,16,141,649,569,418,322,139,16,2262,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,3,3,3,5,7,0,0,0,22,4,5,5,0,3,0,0,0,21,0,8,13,6,0,4,0,0,34,3,5,16,20,10,5,3,0,61,3,11,26,11,11,4,4,0,79,0,8,46,22,13,12,3,0,101,0,8,54,22,18,5,0,0,109,0,4,24,20,11,10,4,0,75,0,0,12,12,11,12,0,0,47,0,0,12,3,3,0,0,0,18,0,0,9,12
121041417,139,93,48,31,20,0,441,3,261,438,135,65,51,19,0,974,0,308,996,318,143,66,26,3,1870,0,184,1286,511,203,96,25,7,2313,0,74,1324,756,342,128,41,3,2667,0,16,1015,814,369,165,26,0,2413,0,16,1565,2179,1056,457,83,7,5369,0,4,447,1438,1148,500,108,9,3660,0,12,57,54,29,19,8,0,175,59,1194,7456,6420,3496,1558,395,51,20624,0,5,0,3,0,0,0,0,10,4,7,3,0,0,0,0,0,17,3,10,3,7,3,0,0,0,34,6,13,12,4,4,3,0,0,48,11,30,16,14,5,3,3,0,79,13,36,32,16,11,9,8,0,130,4,38,62,35,20,13,4,0,173,5,37,125,50,33,15,4,0,279,3,32,173,106,53,26,7,0,396,0,15,118,107,71,32,8,0,345,0,5,95,81,62,17,4,0,271,0,0,81,75,40,19,3,0,224,0,3,102,137
122011418,16,15,18,12,12,3,91,0,8,27,20,30,23,10,0,112,0,15,63,21,41,18,6,0,173,0,6,47,21,29,21,5,0,136,0,3,35,29,35,31,12,4,139,0,0,8,23,35,14,5,3,91,0,0,13,34,39,28,8,0,119,0,0,5,24,54,41,16,6,139,0,3,4,0,6,3,0,0,15,11,66,242,239,335,230,83,25,1222,0,0,0,0,0,3,0,0,10,10,0,0,0,0,0,0,0,10,0,3,3,0,3,3,3,0,16,3,6,3,0,7,4,0,0,30,3,7,5,11,8,5,4,0,42,0,4,3,17,9,10,5,0,51,0,25,13,15,7,4,6,0,66,0,13,37,18,17,12,3,0,104,0,9,31,29,14,12,8,0,102,0,4,5,24,10,8,3,0,55,0,0,17,23,10,3,0,0,55,0,0,6,9,5,5,0,0,30,0,0,5,14
122011419,40,42,26,19,5,3,155,0,12,60,52,43,32,7,0,214,0,34,139,79,58,66,21,0,393,0,16,124,87,49,34,14,0,333,0,4,99,70,90,62,13,0,338,0,0,58,60,54,38,16,3,235,0,0,69,119,101,47,21,4,362,0,0,22,83,96,53,18,3,274,0,0,4,3,16,3,3,0,36,13,114,668,705,602,396,155,23,2662,0,3,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,12,0,0,10,0,3,3,0,0,14,4,5,15,6,9,5,0,0,42,15,20,11,3,3,3,3,0,52,7,24,20,17,7,8,3,0,88,5,25,32,14,8,9,3,0,109,0,16,55,39,15,14,5,0,140,0,14,78,37,22,13,3,0,169,0,3,30,28,21,4,3,0,90,0,0,24,29,12,8,0,0,69,0,3,17,8,3,0,0,0,36,0,0,7,13
122021420,7,8,12,19,10,0,54,0,4,12,27,11,20,3,7,80,0,4,12,17,22,12,7,0,81,0,0,14,11,15,17,5,0,76,0,0,16,25,32,24,14,0,98,0,0,8,16,25,13,6,3,73,0,0,0,26,41,15,10,0,92,0,0,4,20,32,26,17,0,98,0,0,0,0,3,3,0,0,9,11,36,97,170,221,175,89,17,814,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,4,0,3,3,4,3,3,0,21,3,7,8,3,7,3,3,0,42,5,14,11,10,12,7,3,0,67,3,18,15,9,7,11,0,0,62,0,14,27,12,8,14,0,0,82,0,4,26,24,27,19,0,0,106,0,6,17,20,18,9,0,0,63,0,4,8,15,10,8,0,0,50,0,0,11,5,7,4,0,0,31,0,0,5,6
122021421,5,7,4,4,3,0,33,0,3,6,14,9,16,7,0,52,0,4,13,9,8,13,11,0,64,0,0,5,9,11,7,8,0,47,0,0,8,16,18,10,0,0,56,0,0,4,13,13,11,0,0,46,0,0,5,13,26,17,4,0,58,0,0,0,3,16,16,6,3,55,0,0,0,0,0,0,3,0,8,7,15,54,108,147,118,66,15,529,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,11,4,6,0,4,3,3,0,0,18,3,8,3,0,3,3,0,0,26,4,18,8,12,13,7,4,0,58,0,11,15,15,4,7,3,0,45,0,6,8,9,4,5,0,0,46,0,4,20,16,17,12,3,0,69,0,3,20,12,6,8,5,0,49,0,0,5,5,3,4,0,0,29,0,0,3,0,3,3,0,0,10,0,0,4,8
122021422,9,4,8,10,7,0,47,0,3,5,13,16,17,6,0,50,0,6,19,19,24,11,3,0,82,0,3,15,12,14,10,3,0,56,0,0,6,20,10,24,4,0,64,0,0,3,14,20,8,9,0,54,0,0,0,10,22,17,10,0,65,0,0,0,18,21,17,6,0,70,0,0,0,0,0,0,0,0,7,6,21,76,144,166,155,68,5,640,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,4,3,3,0,3,0,12,5,4,0,0,5,3,0,0,22,8,4,4,5,5,3,0,0,30,7,5,7,6,3,0,0,0,35,4,24,10,10,6,9,0,0,62,3,14,20,17,15,8,0,0,73,0,9,20,8,11,4,3,0,58,0,3,14,16,11,7,0,0,49,0,0,12,17,8,6,0,0,38,0,0,9,4,5,4,0,0,19,0,0,4,5
122021423,38,49,37,26,17,0,187,0,22,60,59,56,43,10,3,255,0,51,127,93,87,66,23,3,449,0,8,150,89,76,60,18,0,397,0,6,94,97,90,65,14,3,375,0,0,58,69,78,53,13,0,279,0,0,67,97,98,59,17,0,333,0,0,16,52,83,48,20,3,223,0,0,6,6,15,6,0,0,45,17,140,697,711,686,479,155,27,2911,0,0,0,0,4,0,0,0,7,13,3,0,0,0,3,3,0,21,5,11,3,5,3,8,4,0,38,8,13,7,4,8,7,3,0,38,35,17,7,16,9,9,3,0,96,27,46,21,21,19,19,3,0,165,3,53,46,30,30,19,8,0,186,0,42,81,48,45,36,4,0,268,0,22,105,73,62,50,3,0,322,0,5,68,62,48,26,0,0,216,0,3,48,49,41,25,6,0,177,0,0,24,24,27,14,0,0,82,0,0,14,17
122031424,3,7,7,9,7,0,37,0,0,5,7,4,10,0,0,24,0,0,14,13,10,10,0,0,49,0,0,17,12,9,12,0,0,44,0,0,4,8,16,8,3,0,35,0,0,0,10,15,3,0,0,32,0,0,0,8,10,5,0,0,24,0,0,0,0,11,9,0,0,19,0,0,0,0,0,0,0,0,3,11,18,55,86,96,77,21,0,368,0,0,0,3,0,0,0,0,3,6,0,0,5,3,0,0,0,11,0,0,0,0,3,3,0,0,6,0,3,0,0,0,3,0,0,6,4,0,0,3,3,3,0,0,11,3,3,0,7,0,4,3,0,19,0,3,4,9,3,0,0,0,22,0,0,4,6,8,5,3,0,23,0,3,6,9,0,6,0,0,28,0,0,8,8,6,3,0,0,31,0,0,4,6,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,7,3
122031425,4,6,7,6,0,0,31,0,3,18,14,8,8,0,0,47,0,3,13,11,11,4,0,0,44,0,0,17,24,17,3,0,0,57,0,0,18,23,20,4,0,0,71,0,0,10,22,12,16,4,0,66,0,0,23,35,42,6,3,0,107,0,0,5,17,19,10,3,0,53,0,0,3,0,0,0,0,0,7,3,16,116,169,141,71,19,6,540,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,13,3,3,0,0,0,0,0,0,7,12,5,4,0,5,3,4,0,32,0,11,5,3,10,6,0,0,25,3,14,13,9,9,9,0,0,55,0,12,13,23,21,16,3,0,85,0,6,34,29,24,19,3,0,111,0,5,16,20,15,16,4,0,71,0,0,13,14,18,10,3,0,58,0,4,12,15,5,4,0,0,42,0,0,5,11
122031426,20,25,21,11,8,3,97,0,10,30,27,24,19,8,0,127,0,13,46,40,46,19,4,3,166,0,3,39,38,42,30,4,0,154,0,3,27,61,45,25,8,0,172,0,0,25,34,53,46,3,0,161,0,0,23,50,41,34,10,0,159,0,0,7,49,56,39,14,0,158,0,0,0,3,5,0,3,0,16,20,58,264,382,369,263,83,10,1442,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,3,0,3,0,0,0,0,0,14,3,7,3,4,3,4,0,0,29,3,4,12,3,9,12,0,0,40,4,14,16,12,4,10,5,0,62,0,15,25,19,22,16,5,0,93,0,7,38,22,24,20,9,0,121,0,4,40,22,17,12,0,0,94,0,0,32,20,13,6,0,0,76,0,3,12,14,3,9,0,0,46,0,0,7,0,6,0,0,0,16,0,0,4,10
122031427,14,15,13,5,0,0,45,0,3,10,11,10,9,0,0,46,0,8,30,31,27,18,3,0,115,0,0,35,31,30,9,4,0,108,0,0,22,21,33,9,4,0,85,0,0,7,25,19,29,3,0,86,0,0,6,14,29,28,3,0,86,0,0,0,13,20,10,0,3,45,0,0,4,3,0,0,0,0,10,10,28,142,195,213,150,31,10,780,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,0,4,0,0,3,0,0,0,6,0,3,0,0,0,4,3,0,11,7,3,0,3,0,4,0,0,18,0,4,7,0,0,0,4,0,25,0,11,8,7,4,11,4,0,43,0,4,10,4,14,0,0,0,41,0,4,5,10,9,4,0,0,29,0,0,13,3,11,3,0,0,32,0,0,3,8,0,6,0,0,20,0,0,3,0,4,0,3,0,13,0,0,0,0
122031428,36,37,48,22,8,0,175,0,25,100,53,45,34,23,3,278,0,59,212,96,73,49,8,3,503,0,24,191,127,81,47,16,3,480,0,6,171,161,118,59,19,0,534,0,4,98,159,115,50,16,0,444,0,4,139,245,189,74,20,3,682,0,0,25,140,103,45,17,0,340,0,5,7,6,5,3,0,0,31,26,196,1043,1110,853,427,153,19,3840,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,15,3,6,6,3,4,0,3,0,22,8,12,10,4,6,0,0,0,41,13,6,8,12,5,5,0,0,54,11,26,6,3,13,4,3,0,72,3,24,36,19,24,8,4,0,123,0,37,82,52,39,30,7,0,245,0,29,98,70,53,22,4,0,276,0,9,55,56,38,23,8,0,180,0,9,49,40,18,15,8,0,133,0,0,14,33,13,15,0,0,79,0,3,26,35
122031429,61,37,37,21,12,0,188,0,35,93,49,35,29,5,3,252,0,28,140,82,57,52,11,3,377,0,15,117,71,45,40,15,3,305,0,5,88,81,89,47,20,4,337,0,0,49,69,73,54,10,0,258,0,0,59,126,96,71,15,0,367,0,0,17,61,75,56,9,3,225,0,0,3,6,4,5,0,0,26,28,151,711,689,593,413,114,28,2727,3,0,0,3,4,4,0,0,18,13,4,7,5,4,0,0,0,35,10,7,7,6,5,8,0,0,44,14,19,13,8,3,5,7,0,70,36,25,12,12,9,7,8,0,112,24,57,33,18,27,17,6,0,194,9,60,79,34,39,29,13,0,260,4,60,124,94,63,46,8,3,404,0,47,167,111,97,61,11,0,494,0,18,109,80,69,38,8,0,334,0,12,75,57,54,33,8,0,236,0,0,31,39,29,15,0,0,114,0,0,19,42
122031430,16,15,16,13,3,0,71,0,6,26,18,25,8,6,0,90,0,14,30,23,11,17,7,0,102,0,3,41,28,23,18,5,0,121,0,3,37,40,30,22,6,0,141,0,0,11,27,31,20,3,0,94,0,0,8,27,31,28,4,0,98,0,0,0,14,27,3,6,0,54,0,0,4,3,7,0,0,0,19,7,37,214,264,234,153,56,10,968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,14,3,4,0,3,0,0,4,0,14,8,10,0,7,7,7,4,0,35,0,7,16,10,8,7,0,0,54,0,3,24,12,10,5,3,0,57,0,7,26,16,18,10,3,0,82,0,3,8,8,12,9,0,0,42,0,0,3,9,12,8,0,0,32,0,0,8,3,5,3,0,0,19,0,0,4,3
122031431,18,26,16,11,3,4,85,0,6,22,24,27,27,6,3,116,0,4,38,24,30,25,11,3,142,0,3,42,29,15,27,5,3,119,0,0,30,28,33,16,6,0,110,0,0,12,34,26,24,4,0,99,0,0,15,39,29,21,16,0,115,0,0,3,24,27,16,4,0,79,0,0,0,6,3,3,0,0,13,6,43,212,269,243,188,63,24,1041,0,0,0,0,3,0,0,0,5,5,0,0,3,0,0,0,0,10,4,0,4,5,3,3,0,0,23,5,9,5,0,4,0,3,0,32,7,5,4,8,8,5,4,0,44,4,9,15,6,5,14,0,0,62,4,12,22,12,20,10,3,0,85,0,12,37,30,33,15,0,0,128,0,8,44,24,25,10,3,0,108,0,3,24,25,8,7,3,0,79,0,0,14,18,13,6,0,0,56,0,0,5,14,9,3,0,0,24,0,0,3,10
122031432,3,10,7,0,0,0,27,0,6,15,13,6,4,0,0,41,0,4,14,9,15,11,4,0,61,0,4,28,13,10,9,5,0,64,0,0,17,18,16,7,0,0,54,0,0,3,15,15,13,3,0,47,0,0,9,11,18,9,0,0,52,0,0,0,7,8,5,3,0,17,0,0,3,0,0,3,0,0,11,6,22,103,109,107,70,13,3,437,0,0,0,0,3,0,0,0,4,11,3,3,0,0,0,0,0,19,4,5,0,0,0,0,0,0,16,6,3,0,0,0,0,0,0,16,9,9,3,0,4,0,0,3,21,7,17,5,6,11,4,7,0,54,0,13,13,8,4,4,0,0,47,0,16,24,18,16,6,0,0,86,3,11,25,21,17,4,3,0,81,0,3,12,14,9,6,0,0,43,0,0,14,7,7,3,0,0,35,0,0,7,7,0,0,0,0,9,0,3,0,0
123011433,37,16,24,11,4,0,97,0,14,39,27,21,21,3,0,124,0,15,38,22,17,23,3,0,124,0,11,42,44,26,20,6,0,142,0,0,33,29,32,16,3,0,120,0,0,22,36,42,28,10,0,135,0,0,23,41,35,27,6,0,130,0,0,5,19,24,10,8,0,65,0,0,4,0,3,7,0,0,12,15,65,269,268,261,183,40,5,1111,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,3,3,0,3,3,3,0,0,0,15,7,3,5,3,9,4,0,0,35,18,10,7,3,8,3,0,0,48,9,19,10,3,14,13,3,0,72,4,21,26,6,10,18,0,0,95,0,22,32,25,17,16,0,0,118,3,12,35,32,25,9,4,0,116,0,3,15,11,10,15,0,0,53,0,0,22,8,6,3,0,0,42,0,0,3,9,0,3,0,0,18,0,0,4,7
123011434,12,9,7,4,0,0,52,0,21,31,18,11,10,3,0,90,0,20,36,20,17,15,3,0,114,0,9,35,28,19,12,0,0,105,0,0,25,33,28,18,5,0,113,0,0,20,24,22,18,0,0,84,0,0,10,33,23,15,3,0,80,0,0,8,17,15,15,0,0,53,3,0,4,0,0,3,0,0,12,15,76,204,200,167,137,33,0,835,0,3,3,0,0,0,0,0,11,4,0,0,3,0,7,0,0,13,7,0,0,0,4,3,0,0,21,15,0,3,9,4,0,0,0,38,33,10,12,4,6,0,0,0,68,27,18,17,14,14,6,3,3,99,9,43,28,22,18,11,3,0,130,3,41,33,27,31,17,0,0,152,0,12,59,39,25,17,0,0,155,0,5,54,40,21,13,3,0,130,0,0,26,18,13,6,4,0,71,0,3,3,15,14,7,0,0,47,0,0,12,16
123011435,21,14,8,7,3,0,66,0,15,41,23,17,18,0,0,110,0,18,57,37,25,16,3,0,151,0,10,59,40,21,9,4,0,143,0,3,51,43,23,18,0,0,136,0,0,31,55,56,17,0,0,170,0,0,15,43,40,25,3,0,127,0,0,6,10,13,9,3,0,36,0,0,10,0,0,3,0,0,13,22,76,331,294,223,134,28,0,1106,0,0,3,0,0,0,0,0,6,7,0,0,4,3,0,0,0,20,6,0,6,3,0,0,0,0,22,18,7,3,4,9,0,3,0,44,51,24,4,6,10,9,0,0,111,49,52,20,16,8,10,0,0,157,25,61,40,24,25,18,0,0,186,8,68,82,42,40,23,4,0,266,4,57,104,79,65,31,10,0,352,0,23,87,67,35,25,0,0,233,0,15,63,64,34,19,3,0,190,0,0,20,38,22,3,3,0,93,0,4,33,23
123021436,6,5,7,7,0,0,26,0,12,17,10,10,7,3,0,52,0,13,13,6,7,5,6,0,52,0,8,35,21,9,8,0,0,76,0,0,26,22,23,14,3,0,90,0,0,7,21,21,12,0,0,66,0,0,4,14,20,0,5,0,41,0,0,0,0,6,3,0,0,14,0,0,0,0,0,3,0,0,7,3,38,117,116,110,72,24,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,0,0,13,5,3,0,0,3,0,0,0,12,0,4,3,9,0,3,0,0,21,0,5,4,8,3,0,3,0,31,0,3,8,8,4,3,0,0,25,0,0,5,5,0,5,0,0,23,0,0,4,6,7,3,0,0,19,0,0,3,8,5,0,0,0,19,0,0,0,3,0,0,0,0,8,0,0,3,0
123021437,64,50,36,25,5,0,199,0,53,100,89,65,44,10,0,354,0,87,214,130,95,85,10,3,632,0,36,244,154,109,78,11,0,639,0,10,188,156,132,82,19,0,586,0,5,102,133,104,83,13,0,445,0,3,111,164,160,87,12,0,538,0,0,36,94,87,60,15,4,298,0,0,15,8,4,7,0,0,40,31,291,1188,1049,847,600,120,16,4148,3,0,0,0,4,0,0,0,12,9,0,4,0,0,5,0,0,20,9,8,8,10,7,3,0,0,53,24,22,21,19,12,10,3,0,99,39,27,16,17,11,4,6,3,123,28,51,51,31,34,21,6,0,226,11,72,57,35,30,25,6,0,236,3,51,80,55,45,41,3,0,278,0,26,95,66,71,35,7,0,302,0,4,45,51,32,27,0,0,163,0,7,23,15,26,20,6,0,97,0,0,18,21,12,3,0,0,53,0,0,20,19
123021438,9,8,3,3,5,0,23,0,3,23,5,10,11,0,0,45,0,17,38,18,10,6,0,0,87,0,4,34,21,16,10,3,0,82,0,0,40,21,18,19,5,0,101,0,0,16,36,37,30,0,0,117,0,0,12,25,18,18,3,0,73,0,0,0,3,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,26,176,146,126,109,23,3,612,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,7,3,0,3,0,0,0,0,0,5,3,0,0,0,3,3,0,0,14,7,0,3,0,3,8,0,0,25,0,3,4,4,3,3,0,0,22,3,10,3,10,5,7,0,0,30,0,3,12,9,6,4,0,0,37,0,0,13,0,3,4,0,0,22,0,0,5,9,6,0,0,0,18,0,0,6,3,3,0,0,0,13,0,0,4,0,0,0,0,0,4,0,0,3,0
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,24,19,6,9,3,0,67,0,21,49,18,17,9,0,4,118,0,12,64,41,23,25,13,0,176,0,8,69,43,32,16,3,0,177,0,0,55,39,32,33,0,0,154,0,0,22,29,42,28,3,0,124,0,0,22,47,34,24,4,0,131,0,0,7,15,19,11,3,0,51,0,0,3,4,3,0,0,0,15,13,81,348,275,207,170,42,4,1138,0,0,7,0,0,0,0,0,8,3,0,0,0,6,3,0,0,13,6,0,3,4,5,3,0,0,28,15,13,7,4,0,10,0,0,49,32,19,12,4,8,12,4,0,98,22,31,28,20,24,16,7,3,150,13,44,43,39,33,41,7,0,234,0,44,86,58,71,51,19,0,336,0,40,117,95,102,70,13,0,437,0,13,91,67,61,49,6,0,281,0,5,45,59,29,26,3,0,177,0,4,29,29,27,19,0,0,112,0,3,18,38
