SA2_MAINCODE_2016,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20more_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20more_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20more_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20more_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20more_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20more_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20more_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20more_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20more_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20more_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20more_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20more_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20more_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20more_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20more_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20more_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20more_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20more_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20more_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20more_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20more_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20more_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20more_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20more_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20more_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20more_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20more_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20more_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20more_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20more_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
101021007,11,26,0,0,38,6,10,0,0,13,3,4,0,0,12,0,0,0,0,0,5,5,0,0,12,3,0,0,0,9,3,6,0,0,10,0,0,0,0,6,0,0,0,0,0,36,54,0,3,88,71,32,0,0,103,45,5,0,0,56,34,7,0,0,36,9,3,0,0,8,6,3,0,0,8,6,4,0,0,15,4,0,0,0,4,17,0,0,3,20,0,0,0,0,0,195,55,0,3,259,83,55,3,0,142,57,14,0,0,69,34,8,0,0,45,9,3,0,0,8,9,9,0,0,15,15,5,0,0,16,13,6,0,0,14,17,7,0,0,25,3,0,0,0,3,230,107,3,7,345
101021008,3,9,0,0,10,3,0,0,0,3,5,6,0,0,15,0,0,0,0,0,4,0,0,0,11,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,23,0,0,51,0,7,0,0,11,10,0,0,0,9,19,4,0,0,24,23,0,0,0,28,3,0,0,0,3,3,0,0,0,3,3,7,0,0,8,4,0,0,0,6,3,0,0,0,3,76,16,0,0,89,4,16,0,0,22,17,0,0,0,14,28,7,0,0,38,23,0,0,0,28,13,0,0,0,13,3,3,0,0,6,3,7,0,0,10,6,3,0,0,11,3,0,0,0,5,97,42,0,0,138
101021009,17,58,12,4,90,18,33,3,0,58,23,39,0,0,67,9,10,0,0,14,4,19,3,0,25,3,15,0,0,24,3,3,0,0,9,5,8,0,0,8,0,4,0,0,3,76,189,20,5,292,7,19,0,0,28,43,14,4,0,57,36,31,0,0,66,24,5,0,0,31,15,3,0,0,19,5,3,0,0,10,13,3,0,0,11,27,8,0,0,28,3,0,0,0,3,168,75,3,0,252,22,78,12,4,120,57,46,6,3,118,58,73,3,0,133,34,13,0,0,43,18,26,3,0,44,8,18,0,0,30,19,4,0,0,24,28,11,0,0,41,3,4,0,0,8,247,270,23,6,551
101021010,6,73,14,0,96,7,4,0,0,9,20,59,4,0,87,0,4,0,0,4,4,26,3,0,32,4,5,0,0,15,0,0,0,0,4,4,6,0,0,13,0,5,0,0,4,45,186,21,0,260,8,8,0,0,16,12,4,0,0,18,34,8,0,0,48,3,0,0,0,3,8,0,0,0,8,4,3,0,0,6,5,0,0,0,6,8,0,0,0,11,0,0,0,0,0,85,27,3,0,119,11,87,11,0,115,21,10,0,0,23,59,68,4,0,129,3,4,0,0,9,14,26,0,0,41,5,8,0,0,15,7,5,0,0,12,12,12,0,0,25,0,5,0,0,8,130,220,19,3,380
101021011,44,74,3,0,115,46,28,0,3,72,30,27,5,0,59,5,3,0,0,7,16,34,0,4,59,3,10,0,0,10,3,14,0,0,19,3,11,0,3,14,0,5,0,0,3,148,198,7,13,369,80,36,0,3,118,72,10,0,0,77,78,24,0,0,103,19,0,0,0,22,15,10,0,0,28,5,0,0,0,12,6,7,0,0,14,22,10,0,0,32,7,0,0,0,10,303,99,0,11,409,125,103,3,3,238,111,34,0,4,151,108,52,5,3,165,24,4,0,0,28,32,49,0,4,83,13,13,0,0,18,11,19,0,0,27,22,14,0,4,43,6,4,0,0,16,455,298,8,19,779
101021012,9,67,24,0,102,21,22,0,0,39,26,41,3,0,72,3,0,0,0,3,24,25,3,0,47,0,5,0,0,5,8,13,0,0,16,3,8,0,0,9,0,0,3,0,5,93,179,37,0,308,11,6,3,0,21,41,0,0,0,46,51,17,0,3,69,11,3,0,0,15,11,13,0,0,23,7,0,0,0,7,4,3,0,0,8,13,4,0,0,10,0,0,0,0,3,146,48,3,5,201,17,70,27,0,118,62,18,0,0,89,72,58,3,3,142,18,3,0,0,24,32,38,4,0,72,7,3,0,0,9,8,14,0,0,23,13,10,0,0,23,3,0,3,0,5,243,222,40,5,504
101031013,3,26,0,0,33,0,0,0,0,3,3,0,0,0,7,0,3,0,0,3,0,3,0,0,9,0,4,0,0,3,3,8,0,0,9,0,0,3,0,3,0,0,0,0,0,16,50,3,0,73,54,38,0,0,100,3,3,0,0,7,11,4,0,0,17,6,0,0,0,6,0,4,0,0,5,3,3,0,0,7,8,0,0,0,7,3,3,0,0,5,5,3,0,0,4,85,58,0,4,144,62,71,0,0,135,3,4,0,0,8,11,5,0,0,17,6,3,0,0,7,5,4,0,0,10,4,8,0,0,13,10,12,0,0,19,3,4,3,0,7,5,3,0,0,4,99,109,3,4,220
101031014,6,45,9,3,68,3,32,0,0,35,6,14,0,0,25,0,0,0,0,6,3,18,0,0,25,3,21,3,0,24,3,0,0,0,4,4,8,0,0,10,0,0,0,0,0,38,134,22,5,199,34,45,0,3,89,26,14,3,0,41,57,30,0,0,89,15,3,0,0,18,3,8,0,0,11,0,3,0,0,5,6,3,0,0,10,16,6,0,0,20,4,0,0,0,4,163,116,6,5,284,48,96,9,5,159,29,40,6,4,74,61,42,0,0,110,11,10,0,0,26,10,18,3,0,31,6,19,6,0,33,14,6,0,0,15,19,15,0,0,36,4,4,0,0,7,198,248,26,14,487
101031015,10,23,0,0,35,5,3,0,0,4,8,3,0,0,13,0,0,0,0,0,3,8,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,37,0,0,76,66,69,0,3,133,9,0,0,0,9,14,7,0,0,26,7,0,0,0,7,5,3,0,0,6,4,0,0,0,4,3,0,0,0,3,10,3,0,0,12,0,0,0,0,0,117,76,0,8,196,73,88,0,3,167,15,3,0,0,18,25,9,0,0,36,9,0,0,0,9,6,10,0,0,17,4,0,0,0,4,5,0,0,0,10,10,3,0,0,15,0,0,0,0,0,148,114,0,8,269
101031016,27,101,15,0,143,11,17,0,0,36,9,27,3,0,38,4,7,0,0,7,6,24,0,0,30,0,15,3,0,20,3,5,3,0,8,0,6,5,0,9,3,4,0,0,9,57,211,32,0,305,72,83,0,3,161,28,10,0,3,40,67,17,0,4,79,25,5,0,0,30,7,3,0,0,12,14,9,0,0,29,19,0,0,0,19,18,6,0,3,31,9,0,0,0,12,259,137,0,12,416,102,188,15,3,306,42,29,0,3,77,71,44,3,4,121,24,11,0,0,37,14,28,0,0,41,14,27,3,0,56,18,5,3,0,28,18,20,5,3,44,10,3,0,0,13,325,347,32,15,722
101041017,11,78,16,0,108,13,23,0,0,37,18,21,3,0,37,0,9,0,0,15,3,28,0,0,39,0,23,3,4,29,3,3,3,0,7,10,4,0,0,9,0,6,0,0,3,55,193,31,3,287,30,42,3,3,77,27,12,3,0,34,76,42,0,0,120,24,8,0,0,33,22,13,0,0,35,8,6,0,0,9,12,4,0,0,16,25,4,0,0,33,8,0,0,0,10,228,133,10,3,374,34,126,21,6,188,38,35,3,0,70,94,61,3,0,162,29,18,0,0,50,23,41,0,0,72,9,27,3,4,42,18,10,3,0,24,33,4,0,0,41,7,3,0,0,9,285,327,36,7,658
101041018,4,24,3,0,29,8,16,0,0,24,12,4,0,0,13,0,4,0,0,6,5,5,0,0,17,3,3,0,0,9,0,0,0,0,0,3,0,0,0,3,3,3,0,0,4,34,57,4,5,100,13,22,0,0,34,46,9,0,0,55,47,19,0,0,67,16,0,0,0,12,7,3,0,0,8,4,0,0,0,4,6,0,0,0,7,30,3,0,0,31,0,0,0,0,0,162,56,5,4,224,19,43,3,0,56,55,19,0,0,74,56,23,0,0,80,14,7,0,0,21,16,12,0,0,26,6,3,0,0,14,6,0,0,0,7,30,5,0,0,36,3,3,0,0,8,202,116,6,8,323
101041019,16,69,0,0,93,6,31,8,0,43,7,30,0,0,38,3,4,0,0,10,7,25,0,0,28,6,20,0,0,30,3,0,0,0,8,6,3,0,0,10,0,0,0,0,0,61,184,8,0,257,26,38,0,0,72,58,21,5,3,83,70,38,0,0,104,23,6,0,0,27,15,4,0,0,20,7,8,0,0,13,10,3,0,0,9,17,4,0,0,23,0,0,0,0,6,218,120,9,9,360,45,110,5,0,159,69,48,9,3,126,80,67,0,0,147,21,14,0,0,37,22,29,0,0,54,18,24,0,0,47,14,6,0,0,20,24,8,0,0,28,0,0,0,0,4,283,302,15,12,614
101041020,23,36,3,0,59,15,6,0,0,18,13,5,0,0,19,0,0,0,0,0,3,9,0,0,9,0,3,0,0,3,3,8,0,0,9,3,0,0,0,3,0,0,0,0,0,54,71,3,0,124,161,85,0,12,252,45,5,0,3,49,60,17,0,0,83,18,0,0,0,19,11,4,0,0,14,3,0,0,0,3,9,5,0,0,10,25,8,0,0,30,0,0,0,0,4,326,127,0,16,467,181,120,3,12,306,57,9,0,3,72,70,25,0,0,97,21,3,0,0,22,10,11,0,0,26,3,3,0,0,9,15,15,0,0,26,28,8,0,0,36,0,0,0,0,6,384,192,3,18,597
101041021,0,10,0,0,16,7,3,0,0,5,4,4,0,0,6,0,0,0,0,0,3,6,0,0,11,0,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,13,34,3,0,48,10,5,0,0,12,12,12,0,0,17,38,6,0,0,46,7,3,0,0,5,7,4,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,81,30,0,0,109,14,14,5,0,28,12,11,0,0,22,39,16,0,0,56,7,3,0,0,5,8,9,0,0,16,0,4,0,0,4,4,0,0,0,4,13,3,0,0,16,0,4,0,0,4,93,58,7,0,156
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
101041023,0,23,3,0,30,3,0,0,0,4,8,8,0,0,13,3,0,0,0,3,4,8,0,0,17,0,3,0,0,3,3,10,0,0,13,0,0,0,0,6,0,0,0,0,0,24,58,4,0,89,5,6,0,0,12,8,3,0,0,10,20,10,0,0,32,0,0,0,0,5,4,0,0,0,3,3,7,0,0,7,3,0,0,0,0,6,7,0,0,18,6,0,0,0,6,63,34,0,3,98,5,30,3,0,43,16,3,0,0,16,29,18,0,0,44,3,0,0,0,4,4,14,0,0,18,3,9,0,0,14,7,10,0,3,16,13,9,0,0,18,6,0,0,0,6,88,94,6,3,190
101041024,8,21,3,0,30,6,0,0,0,12,6,6,3,0,16,0,0,0,0,0,6,7,0,0,9,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,29,35,3,0,77,44,33,0,3,79,9,0,0,0,13,29,4,0,5,35,9,0,0,0,9,8,5,0,0,14,7,3,0,0,14,3,0,0,0,4,13,0,0,0,13,0,0,0,0,0,123,42,0,9,179,54,50,3,3,108,17,3,0,0,23,39,8,3,5,48,6,0,0,0,6,14,9,0,0,24,7,3,0,0,14,6,0,0,0,7,13,7,0,0,15,0,0,0,0,0,149,84,3,10,256
101041025,20,89,12,0,125,16,40,3,0,57,21,38,0,0,55,7,9,0,0,15,5,30,0,0,36,14,19,3,0,37,3,6,0,0,12,7,14,0,0,14,0,4,0,0,7,89,242,24,4,363,41,54,0,4,102,51,16,0,0,62,101,36,3,3,141,15,8,0,4,22,19,14,0,0,37,28,17,0,0,43,4,6,0,0,7,38,13,0,3,50,0,0,0,0,0,293,154,8,12,463,62,143,16,3,226,62,53,3,0,119,120,73,3,3,196,19,16,0,4,40,27,44,0,0,71,43,32,3,0,76,8,11,0,0,21,37,26,0,3,65,3,6,0,0,10,387,401,28,11,829
101041026,5,44,8,0,57,20,12,0,0,34,10,11,0,0,26,5,3,0,0,12,5,9,3,0,23,3,3,0,0,7,3,4,0,0,7,8,4,0,0,7,0,0,0,0,3,61,96,17,3,180,29,39,0,3,71,52,15,0,0,70,74,30,0,4,106,15,3,0,0,17,17,12,0,0,29,6,5,0,0,16,9,0,0,0,8,35,3,0,0,36,3,0,0,0,7,234,115,0,4,357,35,87,11,5,132,70,29,0,0,99,83,47,0,3,132,23,11,0,0,27,24,24,3,0,53,11,11,0,0,27,11,3,0,0,13,35,4,0,0,45,6,4,0,0,6,292,216,16,10,538
101041027,9,59,3,3,69,21,17,0,0,41,11,21,0,0,32,4,3,0,0,10,7,16,0,0,25,0,9,0,0,8,0,7,0,0,3,0,6,0,0,11,3,0,0,0,0,64,136,3,3,206,62,52,0,0,107,45,11,0,3,62,87,34,0,3,122,29,4,0,0,36,20,5,0,0,23,18,7,0,0,33,11,0,0,0,14,43,9,0,4,55,3,0,0,0,4,313,127,0,7,450,65,104,3,3,178,67,27,0,3,98,97,54,0,3,152,34,7,0,0,42,24,18,0,0,47,19,17,0,0,39,7,4,0,0,18,43,15,0,4,62,7,4,0,0,8,376,262,5,14,653
101051539,23,108,20,7,146,17,58,3,0,77,19,50,5,0,78,5,7,0,0,16,11,32,0,3,49,9,30,0,0,43,12,16,0,0,21,4,11,4,0,20,0,3,0,0,6,97,309,37,5,456,39,64,7,4,115,71,39,0,0,108,108,67,0,3,172,45,6,0,0,54,18,4,0,0,25,17,9,0,0,29,20,6,0,0,26,45,8,0,0,50,11,3,4,0,13,377,199,6,16,596,59,166,28,13,266,85,95,3,0,190,125,114,5,3,247,50,17,0,0,67,35,40,0,3,72,30,46,0,0,71,29,17,0,0,52,46,18,4,0,73,10,4,4,0,16,472,516,49,21,1053
101051540,50,85,6,0,132,24,9,3,0,37,16,11,0,0,27,3,0,0,0,4,19,16,0,0,34,3,8,0,3,18,5,7,0,0,16,3,3,0,0,11,0,7,0,0,7,119,149,6,6,286,226,158,0,11,399,45,13,0,4,52,56,32,0,6,92,8,4,0,0,16,23,12,0,0,38,9,0,0,0,8,17,6,0,0,23,35,8,0,0,41,5,0,0,0,5,417,230,0,26,677,277,239,6,15,534,65,22,3,4,92,71,45,0,7,118,11,3,0,0,18,40,31,0,0,76,13,6,0,3,23,26,16,0,0,42,38,13,0,0,50,5,7,0,0,4,538,381,9,32,959
101061541,7,39,0,3,48,8,14,0,0,20,6,17,0,0,21,4,3,0,0,10,8,7,0,0,20,0,3,0,0,10,0,7,0,0,8,3,8,0,0,12,0,3,0,0,7,34,96,3,4,149,21,40,0,0,62,26,11,0,0,42,21,22,0,0,43,20,0,0,0,21,7,9,0,0,12,4,5,0,0,6,9,0,0,0,12,7,3,0,0,9,0,0,0,0,0,117,89,0,3,209,28,76,0,0,108,37,22,0,0,61,25,42,0,0,66,20,3,0,0,23,19,18,0,0,33,3,11,0,0,15,8,9,0,0,19,8,6,0,0,18,0,3,0,0,6,157,182,3,6,352
101061542,34,64,5,0,103,33,30,0,0,57,13,23,0,0,38,3,0,0,0,3,4,16,0,0,18,7,11,0,0,17,3,3,0,0,8,5,3,0,0,5,0,0,0,0,4,97,149,5,3,259,144,128,0,10,285,48,5,0,0,61,61,22,0,0,79,9,3,0,0,13,13,7,0,0,26,11,3,0,0,13,18,0,0,0,18,32,6,0,0,40,9,0,0,0,9,345,178,0,13,533,179,186,8,10,383,81,34,0,0,117,72,48,0,0,118,11,3,0,0,14,21,25,0,0,44,17,9,0,0,25,23,4,0,0,24,33,8,0,0,46,7,3,0,0,16,446,329,6,13,795
101061543,34,73,17,0,117,10,22,0,0,37,8,21,0,0,37,0,8,0,0,8,13,29,3,0,49,5,19,4,0,25,9,8,0,0,21,0,6,0,0,14,0,4,0,0,4,84,183,26,4,294,55,63,0,4,128,18,8,9,0,36,62,39,3,4,103,17,10,0,0,28,13,14,0,0,31,14,15,0,0,26,12,5,0,3,22,21,8,0,0,28,0,3,0,0,3,211,169,10,9,407,89,135,13,4,242,29,32,11,0,75,70,57,3,4,132,17,11,0,0,32,23,44,3,0,78,14,37,4,0,51,25,15,0,3,39,22,11,0,0,43,0,4,0,0,3,295,356,36,15,699
101061544,24,80,8,0,111,4,12,0,0,16,6,8,0,0,17,0,0,0,0,0,0,11,4,0,21,0,3,0,0,3,5,0,0,0,5,3,0,0,0,3,3,0,0,0,3,47,114,16,3,175,164,148,0,19,320,12,3,0,0,16,41,12,0,0,56,6,0,0,0,12,8,7,0,0,11,11,0,0,0,9,10,5,0,0,15,13,4,0,0,18,7,0,0,0,9,267,186,0,15,474,186,222,11,20,438,16,12,0,0,31,45,26,0,0,74,6,0,0,0,10,11,19,4,0,32,9,4,0,0,12,13,6,0,0,23,16,4,0,0,26,9,3,0,0,13,312,299,19,21,646
102011028,25,28,5,0,51,28,20,0,0,42,15,17,0,0,27,0,3,0,0,4,10,12,0,0,17,15,3,3,0,18,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,91,81,13,0,180,18,19,0,0,34,74,10,0,3,81,62,14,0,0,78,25,0,0,0,27,25,9,0,0,28,10,0,0,0,8,0,0,0,0,0,7,6,0,0,18,0,0,0,0,3,218,51,0,3,275,43,39,5,0,90,98,24,0,3,127,76,27,0,0,105,29,3,0,0,29,27,13,0,0,43,16,4,3,0,27,0,0,0,0,6,14,11,0,0,22,0,0,0,0,3,312,134,13,5,452
102011029,25,41,3,0,65,45,19,0,0,59,17,17,0,0,32,0,0,0,0,0,17,15,0,0,36,4,5,0,0,12,0,0,0,0,4,7,0,0,0,9,5,3,0,0,3,117,96,3,3,220,25,12,3,0,43,73,9,0,0,85,87,22,0,3,116,22,0,0,0,22,21,7,0,0,22,17,0,0,0,12,5,0,0,0,7,27,5,0,0,34,3,0,0,0,3,284,58,3,4,346,50,51,4,0,106,120,25,0,0,144,105,44,0,3,148,22,0,0,0,24,35,23,0,0,59,18,4,0,0,24,10,3,0,0,11,34,6,0,0,42,6,3,0,0,7,401,156,4,9,566
102011030,26,119,31,0,179,10,20,0,0,31,10,30,3,0,47,3,4,0,0,6,9,34,3,0,47,6,5,0,0,8,7,13,0,0,19,5,6,0,0,16,0,3,0,0,6,84,234,40,3,363,103,56,0,8,163,23,4,0,0,31,58,13,0,0,75,9,0,0,0,10,20,8,0,0,25,11,0,0,0,11,10,0,0,0,8,30,4,0,0,38,6,0,0,0,3,277,86,0,8,374,135,168,33,7,345,36,24,0,0,61,76,47,4,0,127,19,3,0,0,20,25,37,3,0,72,19,5,0,0,26,12,16,0,3,30,35,11,0,0,52,6,4,0,0,11,359,322,45,12,738
102011031,38,148,30,0,211,58,126,10,0,195,21,51,0,0,79,12,13,0,0,23,25,59,3,0,90,17,22,3,3,46,6,3,0,0,11,8,6,0,0,13,5,6,0,0,12,183,447,51,5,683,29,27,0,0,61,152,48,3,3,197,93,36,0,0,135,35,14,0,0,49,26,20,0,0,45,21,5,0,0,33,8,0,0,0,9,37,13,0,0,52,4,3,0,0,5,416,160,3,3,585,69,174,30,0,275,207,173,10,4,399,120,92,0,0,214,49,27,0,0,72,54,77,3,0,134,37,33,5,3,81,11,7,0,0,15,46,23,3,0,67,7,9,0,0,14,602,604,59,12,1276
102011032,41,225,46,0,306,63,152,10,0,225,48,114,4,0,167,16,7,0,0,18,30,92,0,0,126,22,40,3,0,64,6,10,0,0,20,23,7,3,0,32,7,11,0,0,11,245,665,71,3,982,49,53,8,0,106,186,87,5,0,277,164,56,0,5,230,57,3,0,3,62,38,7,0,0,48,28,12,0,0,39,15,3,0,0,19,76,9,0,0,88,14,3,0,0,16,635,241,9,7,895,90,276,48,0,418,244,240,11,0,499,212,173,4,5,394,69,11,0,3,83,72,100,5,0,180,48,54,3,0,104,26,17,0,0,40,94,21,8,3,127,16,14,0,0,28,876,902,80,11,1876
102011033,4,13,0,0,15,3,3,0,0,8,15,3,0,0,21,0,3,0,0,3,8,11,0,0,19,3,3,0,0,3,3,0,0,0,3,0,0,0,0,3,0,3,0,0,3,34,36,0,0,76,12,3,0,0,11,22,5,0,0,27,25,11,0,0,34,4,0,0,0,5,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,20,3,0,0,22,3,0,0,0,3,89,17,0,0,109,12,15,0,0,29,27,10,0,0,32,34,12,0,0,48,8,3,0,0,10,17,11,0,0,27,3,3,0,0,4,8,0,0,0,8,21,4,0,0,25,3,3,0,0,4,129,61,0,0,189
102011034,12,32,7,0,49,13,18,0,0,34,5,11,0,0,19,4,0,0,0,4,7,8,0,0,20,3,5,0,0,12,0,0,0,0,4,4,9,0,0,7,0,0,0,0,3,51,91,9,0,152,15,10,0,0,28,29,16,0,0,44,36,18,0,3,60,14,3,0,0,18,15,3,0,0,18,3,0,0,0,3,8,3,0,0,7,17,3,0,0,21,3,0,0,0,3,142,61,0,3,204,25,45,7,0,76,40,35,0,0,82,46,29,0,3,77,21,4,0,0,27,20,14,0,0,37,7,9,0,0,13,9,3,0,0,7,20,8,0,0,30,3,3,0,0,8,190,152,13,0,359
102011035,5,3,0,0,9,4,3,0,0,6,4,3,0,0,9,3,0,0,0,3,7,7,0,0,15,0,0,0,0,0,4,0,0,0,6,4,0,0,0,4,0,0,0,0,0,29,24,0,0,52,6,0,0,0,6,24,0,0,0,28,19,3,0,0,28,9,0,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,0,0,0,0,0,85,8,0,0,93,12,3,0,0,14,31,9,0,0,36,32,10,0,0,39,14,0,0,0,14,9,6,0,0,21,0,0,0,0,0,8,0,0,0,8,12,3,0,0,17,0,0,0,0,0,119,30,0,0,149
102011036,10,19,5,0,34,20,10,0,0,25,12,9,0,0,21,3,0,0,0,4,12,13,0,0,16,0,3,3,0,4,4,4,0,0,6,3,3,0,0,6,0,0,0,0,0,55,57,10,0,125,13,12,0,0,20,35,6,0,0,38,35,7,0,0,37,15,0,0,0,16,19,0,0,0,19,7,0,0,0,7,5,0,0,0,4,10,3,0,0,11,3,0,0,0,3,136,27,0,0,164,15,34,5,0,59,55,10,0,0,66,48,16,0,0,56,13,0,0,0,18,31,15,0,0,40,6,3,3,0,10,7,4,0,0,13,17,3,0,0,21,3,3,0,0,7,193,87,10,0,292
102011037,9,7,0,0,16,19,16,0,0,27,7,4,0,0,8,0,0,0,0,0,3,7,0,0,9,3,7,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,41,39,0,0,81,18,3,0,0,18,37,11,0,0,42,31,0,0,0,29,10,0,0,0,10,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,12,4,0,0,16,0,0,0,0,0,113,13,0,0,125,24,9,0,0,36,47,22,0,0,70,33,4,0,0,40,10,0,0,0,12,8,6,0,0,15,12,7,0,0,16,4,3,0,0,5,15,4,0,0,13,0,0,0,0,0,156,55,0,0,211
