SA2_MAINCODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,3,3,8,0,3,0,3,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,11,0,8,0,3,0,3,0,0,0,0,3,0,9,0,3,0,3,0,0,0,0,0,0,5,3,0,0,5,3,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,4,0,7,0,9,3,10,0,13,5,17,46,4,28,0,31,6,14,0,22,21,16,95
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,3,0,0,3,3,0,11,0,7,0,7,6,0,0,5,4,0,19,0,6,0,6,19,0,0,17,0,0,26,0,0,0,0,0,3,0,5,0,0,6,0,3,0,3,6,13,0,19,0,4,27,0,20,0,17,29,18,0,50,33,6,108
101021009,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,11,3,0,16,0,0,14,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,8,0,8,0,5,10,0,3,0,3,15,14,0,26,15,5,43,0,0,0,3,0,0,0,0,52,0,55,0,3,0,4,0,0,0,0,70,0,77,5,10,0,9,21,0,0,25,28,0,67,6,20,0,23,30,3,0,33,0,3,59,16,42,0,58,105,36,0,142,9,3,210,11,27,0,37,22,29,0,55,4,4,95,16,65,3,83,27,103,0,135,28,40,282,55,159,3,214,213,177,0,387,187,55,847
101021010,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,6,3,3,0,3,3,0,0,3,6,3,20,0,0,0,4,0,0,0,0,39,0,47,0,3,0,3,0,0,0,0,46,0,49,0,7,0,7,9,0,0,9,10,0,25,3,11,0,15,15,0,0,15,0,0,29,8,34,0,39,29,4,0,36,5,3,80,0,13,0,14,11,12,0,23,3,0,43,3,26,0,31,11,20,0,29,9,14,89,18,99,0,116,66,33,0,102,112,20,354
101021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,7,0,3,0,3,0,5,0,5,8,0,18,0,0,0,0,0,0,0,0,20,0,27,0,0,0,0,0,0,0,0,28,0,28,0,5,0,5,8,0,0,8,17,0,34,5,11,0,14,8,0,0,8,0,0,23,5,8,0,11,22,8,0,33,0,3,43,0,7,0,14,3,24,0,32,4,3,48,3,25,0,31,7,83,0,93,17,24,170,8,63,0,73,52,123,0,169,91,34,374
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,3,0,0,6,0,3,8,0,0,0,0,0,0,0,0,20,0,22,0,3,0,3,0,0,0,0,20,0,23,0,5,0,5,10,0,0,10,14,0,25,0,9,0,14,18,3,0,19,0,0,32,4,37,0,42,33,12,0,47,0,0,95,3,15,0,19,4,3,0,11,4,0,35,3,24,0,28,3,11,0,14,12,6,64,12,104,0,111,65,36,0,95,68,12,291
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,0,0,0,0,3,0,5,0,4,0,4,0,0,0,0,0,0,3,0,10,0,10,3,3,0,3,3,3,16,0,3,0,3,0,3,0,3,0,0,6,0,8,0,8,0,11,0,11,3,9,41,3,26,0,30,3,19,0,25,23,15,90
101031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,3,0,3,0,0,3,0,3,0,3,0,3,0,3,0,0,10,0,3,0,3,0,8,0,10,5,3,20,0,4,0,4,0,0,0,0,35,0,42,0,5,0,5,0,0,0,0,33,3,40,0,9,0,7,0,0,0,0,18,3,29,0,12,0,12,4,0,0,7,3,0,18,3,19,0,22,16,14,0,30,4,4,55,0,11,0,14,0,10,0,10,3,3,39,5,56,0,64,9,58,0,64,8,41,179,11,111,0,126,27,87,0,115,107,54,406
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,8,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,7,0,3,15,0,6,0,6,3,3,0,5,4,3,22
101031016,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,0,0,5,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,9,3,0,0,4,6,7,0,9,4,7,29,0,0,0,0,0,0,0,0,26,0,28,0,0,0,0,0,0,0,0,22,0,21,0,0,0,3,3,0,0,9,9,0,16,4,10,0,11,13,9,0,20,0,3,29,0,26,0,30,46,26,0,75,7,8,118,4,27,0,29,16,20,0,37,7,6,82,0,54,0,57,3,46,0,54,14,31,158,10,117,0,134,81,101,0,188,88,54,456
101041017,0,0,0,0,0,0,7,3,8,3,0,0,3,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,9,0,7,17,3,6,0,7,10,0,0,11,17,3,42,0,0,0,0,0,0,0,0,60,0,60,0,6,0,7,0,0,0,0,51,3,59,3,9,0,12,3,0,0,6,31,3,51,4,9,0,12,4,0,0,4,0,3,17,3,32,0,35,11,3,0,16,0,0,55,3,9,0,12,5,4,0,13,3,0,32,3,41,0,46,18,55,0,73,16,36,173,14,102,3,119,48,62,0,111,168,47,453
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,8,0,0,8,3,0,7,0,4,0,4,0,0,0,0,7,0,9,0,3,0,3,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,6,0,0,13,0,0,0,0,3,0,0,5,0,0,9,0,10,0,14,5,14,0,24,7,8,52,0,21,0,18,18,19,0,35,30,10,98
101041019,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,0,8,0,5,9,0,3,0,4,6,7,0,12,13,6,33,0,0,0,4,0,0,0,0,39,3,47,3,8,0,12,0,0,0,0,64,0,68,0,3,0,3,0,0,0,0,18,0,29,0,5,0,5,4,0,0,4,4,0,14,0,22,0,20,11,13,0,22,7,3,60,4,12,0,14,4,18,0,26,8,3,47,6,29,0,35,15,90,0,107,27,68,238,12,80,0,99,40,125,0,161,158,82,498
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,6,0,10,3,5,0,9,0,0,0,0,0,0,9,0,5,0,4,0,0,0,4,0,0,11,0,4,0,3,0,0,0,0,0,0,7,0,13,0,13,3,8,0,14,0,13,42,4,29,0,32,4,6,0,18,23,18,85
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,13,0,13,0,0,0,4,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,8,0,0,12,0,0,0,4,0,0,0,0,0,0,3,0,11,0,11,0,10,0,15,0,8,37,5,17,0,23,7,15,0,28,24,10,76
