SA2_MAINCODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
101021007,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,11,0,0,0,0,7,3,0,0,0,14,0,0,0,0,0,4,3,9,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,14,15,11,20,0,68,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,10,0,3,3,0,0,0,0,3,0,8,0,0,5,7,0,3,0,0,0,21,0,0,0,5,3,0,0,0,0,13,0,0,0,3,4,4,0,0,0,16
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,4,6,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9
101021009,0,0,0,5,3,0,0,0,0,11,0,3,3,3,3,5,0,0,3,16,0,0,0,6,16,8,6,0,0,31,0,3,0,3,17,14,9,8,3,69,0,0,0,0,17,16,9,11,0,53,0,0,0,0,7,8,3,6,0,27,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,10,15,65,53,30,49,12,242,0,0,3,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,30,0,15,3,0,3,0,0,0,0,22,0,17,6,3,0,0,0,0,4,34,0,6,26,3,3,0,0,0,0,41,0,9,10,14,6,8,0,4,0,51,0,3,3,20,25,9,3,8,0,69,3,0,5,5,27,12,9,14,3,85
101021010,0,0,0,0,0,0,0,0,0,5,4,3,6,4,3,8,0,0,0,21,3,3,0,4,15,7,3,3,0,50,3,0,3,15,29,19,21,15,0,108,8,3,0,11,16,20,19,16,5,93,3,0,0,0,3,4,5,21,0,46,0,0,0,0,7,3,9,7,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,18,17,44,73,72,63,79,11,390,0,0,0,0,0,0,0,0,0,4,4,32,3,0,0,0,0,0,0,43,0,14,7,3,0,0,0,0,0,20,0,0,3,4,0,3,0,0,0,9,0,0,3,7,0,0,0,0,0,11,3,0,0,4,12,0,0,0,0,25,0,0,6,5,36,3,7,4,3,62,6,0,0,3,18,23,13,3,0,62
101021011,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,0,10,0,0,0,0,9,11,3,0,0,24,0,0,3,0,5,10,3,8,0,28,0,0,3,0,0,3,4,13,0,24,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,5,16,8,21,33,16,53,3,155,0,3,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,24,3,4,7,3,0,0,0,0,0,12,0,8,6,3,0,0,0,0,0,13,0,4,4,7,0,0,0,0,0,25,0,0,3,7,3,3,0,4,0,27,0,3,6,9,8,8,0,4,4,35,0,0,0,10,11,12,0,3,0,38
101021012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,6,0,19,0,0,0,0,7,0,3,0,0,14,0,0,0,0,15,7,7,5,0,36,4,0,0,5,9,13,8,7,0,44,0,0,0,0,3,5,4,13,0,26,0,0,0,0,0,3,7,13,0,17,0,0,0,0,0,0,3,12,0,10,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,10,3,16,40,37,30,62,4,208,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,5,3,0,0,0,0,0,0,12,0,3,3,4,0,0,0,0,0,8,0,0,0,6,0,0,0,0,3,10,0,0,0,4,0,0,0,3,0,8,0,3,0,0,8,4,0,0,0,19,0,0,0,6,8,11,3,3,0,28
101031013,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,9,0,0,0,0,11,5,8,5,0,30,0,0,0,0,8,0,9,19,0,36,0,0,0,0,0,3,0,15,0,17,0,0,0,0,0,3,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,22,12,24,57,4,136,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,3,0,0,9,0,0,3,0,3,0,0,0,0,10,0,3,0,8,6,4,4,0,0,21,0,4,3,0,4,5,0,6,0,21,0,0,0,0,4,8,10,0,3,28
101031014,0,3,0,0,0,0,0,0,0,7,0,0,4,7,3,4,0,0,0,16,0,3,0,3,6,4,3,3,0,24,0,0,0,4,17,8,3,11,0,50,0,0,3,0,4,9,7,13,0,39,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,10,20,38,27,13,34,6,169,0,3,0,0,0,0,0,0,0,3,7,25,0,0,0,0,0,0,0,30,0,22,6,4,0,0,0,0,0,34,0,11,11,9,0,0,0,0,0,29,3,14,11,12,5,0,0,3,0,41,7,5,14,12,6,4,0,3,3,58,3,7,9,18,20,7,0,4,5,72,0,3,6,3,16,10,4,3,0,45
101031015,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,9,16,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,13,0,4,3,0,0,3,0,0,0,10,0,0,3,0,0,3,0,0,0,16,0,4,0,0,3,3,4,0,0,21,0,0,3,4,0,5,0,0,0,10,0,0,0,0,3,8,0,0,0,13
101031016,0,0,0,4,12,3,0,0,0,21,0,0,3,6,32,9,8,7,3,75,0,0,0,4,36,12,12,9,3,76,0,0,0,4,22,13,11,11,0,60,4,0,0,0,9,6,14,13,0,46,0,0,0,3,3,6,0,3,0,21,0,0,0,0,3,8,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,11,34,142,59,51,50,8,370,0,3,0,3,0,0,0,0,0,5,6,12,3,6,0,0,0,0,0,29,0,17,8,10,0,0,3,5,0,40,0,12,18,14,3,0,3,3,0,60,0,8,10,11,11,10,3,3,4,54,0,8,13,49,23,7,4,12,5,127,0,7,9,29,25,18,5,14,3,116,0,0,3,6,19,17,10,12,0,79
