SA2_MAINCODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101041017,10,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,14,3,0,0,0,20,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,116,12,11,0,3,143,12,0,0,0,0,10,0,0,4,0,0,11,3,0,0,0,0,3,39,5,4,3,0,58,68,13,10,0,3,96,3414,287,374,61,60,4188
101041018,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,6,17,5,0,54,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,6,3,0,0,32,10,0,3,0,0,15,780,100,224,29,15,1147
101041019,25,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,167,8,25,0,0,204,24,0,0,0,0,26,3,0,0,0,0,5,3,0,0,0,0,3,54,0,7,0,0,65,105,3,7,0,3,118,4361,257,360,68,57,5093
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,32,14,0,68,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,3,0,17,12,3,21,4,7,39,609,124,467,162,27,1401
101041021,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,3,0,14,512,48,109,13,8,697
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
101041023,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,30,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,3,0,0,18,37,0,0,0,3,48,1071,89,98,28,34,1318
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,3,0,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,15,9,0,3,0,0,14,424,77,179,58,11,745
101041025,21,3,0,0,5,21,3,0,0,0,0,4,6,0,0,0,0,6,6,0,3,0,0,7,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,107,18,30,0,0,154,4,3,5,0,0,13,4,0,0,0,0,4,0,0,3,0,0,3,38,12,14,0,0,62,62,4,10,0,0,81,2613,363,463,69,62,3575
101041026,10,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,134,14,23,5,4,174,11,0,6,0,0,18,0,0,4,3,0,7,3,0,0,0,0,3,33,5,5,0,0,43,66,3,14,6,0,90,2692,180,357,54,38,3322
101041027,13,0,0,0,0,13,0,0,0,0,0,3,3,0,0,0,0,5,6,3,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,80,9,24,6,0,109,8,0,6,0,0,10,4,0,0,0,0,8,3,0,0,3,0,6,28,4,7,4,0,45,48,6,19,3,5,80,1688,206,450,91,43,2471
101051539,56,0,4,3,0,63,4,0,0,0,0,3,0,3,0,0,0,3,13,0,0,0,0,13,13,0,0,0,0,17,19,0,3,0,0,18,0,0,0,0,0,4,185,11,17,0,3,215,19,0,0,0,0,19,17,4,0,0,0,22,13,0,0,0,0,18,157,9,6,3,3,178,169,7,18,0,5,201,8704,456,596,91,113,9960
101051540,8,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,28,21,0,118,7,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,26,5,8,8,0,39,40,5,16,17,4,82,1986,286,677,405,62,3412
101061541,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,49,3,4,0,0,57,4,0,3,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,32,0,4,0,0,40,36,5,4,0,3,48,1770,149,209,69,30,2228
101061542,4,0,0,0,0,3,3,0,5,0,0,6,0,0,0,0,0,0,9,3,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,46,14,23,23,0,104,4,3,3,4,0,21,4,0,0,0,0,4,0,0,0,0,0,0,35,6,8,10,3,56,17,3,17,7,3,48,1145,259,533,307,37,2294
101061543,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,55,10,10,3,3,77,15,0,3,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,26,0,3,0,0,28,103,3,16,5,0,127,3449,294,407,155,64,4377
101061544,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,12,9,0,45,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,4,0,26,42,0,11,7,4,72,1447,175,474,251,45,2395
102011028,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,39,26,34,3,3,99,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,9,10,0,0,34,4,6,3,0,0,12,571,180,275,43,20,1084
102011029,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,26,6,0,92,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,4,0,30,7,5,7,3,0,25,689,220,346,64,21,1341
102011030,42,0,0,0,0,44,4,0,0,0,0,5,0,0,0,0,0,0,26,4,9,0,0,40,5,0,0,0,0,5,6,0,0,0,3,10,3,0,0,0,0,3,218,27,16,3,0,265,18,0,0,0,0,22,18,0,3,0,0,16,3,0,0,0,0,3,130,14,9,0,0,153,64,7,12,0,3,82,4335,363,374,110,48,5234
102011031,58,6,0,0,0,66,9,0,0,0,0,4,4,0,0,0,0,13,61,8,11,0,0,80,4,3,0,0,0,7,21,0,0,3,0,23,8,3,5,0,0,14,408,50,44,5,8,523,35,10,3,0,0,45,28,3,4,0,0,34,9,0,0,0,0,10,156,20,23,6,3,206,86,4,5,0,6,102,7982,683,585,94,103,9450
102011032,123,6,3,5,0,133,18,0,7,0,0,28,9,0,0,0,0,14,127,15,16,0,0,155,34,3,6,0,0,42,25,0,3,3,0,33,4,0,0,0,0,8,935,70,64,14,8,1090,67,3,3,0,0,74,20,4,3,0,0,27,26,0,0,0,0,26,333,31,22,8,4,400,232,16,20,3,12,276,16650,982,895,137,172,18835
102011033,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,4,13,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,0,0,30,18,0,0,0,0,16,1097,76,109,7,13,1306
102011034,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,10,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,13,18,0,0,128,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,28,3,3,0,0,38,15,8,3,0,0,29,1749,152,204,35,29,2168
102011035,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,6,3,0,41,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,21,9,0,0,0,0,7,554,52,93,16,3,728
102011036,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,3,0,0,0,0,3,11,0,0,0,0,12,0,0,0,0,0,0,127,8,15,5,0,151,11,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,36,3,13,4,0,53,28,3,3,0,0,35,2329,125,164,32,26,2679
102011037,6,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,6,3,5,0,0,11,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,37,8,12,0,0,54,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,29,16,0,3,0,0,20,611,81,125,22,3,850
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,4,0,0,5,0,0,0,0,0,0,12,9,19,0,0,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,12,8,3,0,0,0,11,369,117,174,26,14,704
102011039,13,0,0,0,0,12,3,3,0,0,0,9,0,0,0,0,0,0,16,6,10,0,0,29,0,0,3,0,0,8,24,3,3,0,0,30,0,0,0,0,0,0,95,30,41,8,3,177,10,6,0,0,0,21,3,0,0,0,0,3,5,0,0,0,0,5,35,11,14,3,0,66,23,0,3,0,0,30,1932,364,453,73,32,2857
102011040,22,3,0,0,0,27,6,0,0,0,0,10,0,0,0,0,0,3,9,0,3,0,0,8,0,0,0,0,0,0,17,5,5,0,0,24,0,0,0,0,0,3,103,36,51,4,6,193,14,0,3,0,0,15,0,0,0,0,0,4,3,0,0,0,0,3,41,10,16,4,0,68,50,3,11,3,3,73,2602,325,581,98,67,3673
102011041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,15,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,48,19,22,0,3,92,0,0,4,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,25,4,8,0,0,40,8,0,4,0,0,17,956,208,291,39,24,1510
102011042,17,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,15,7,0,0,0,0,7,9,0,3,0,0,14,0,0,0,0,0,0,125,17,22,3,3,172,12,0,0,0,0,14,4,0,4,0,0,5,10,0,0,0,0,10,46,6,9,0,0,60,46,4,3,0,0,57,3197,231,325,43,37,3837
102011043,36,0,0,0,0,34,0,0,0,0,0,4,0,0,3,0,0,3,13,3,5,0,0,20,0,0,0,0,0,0,16,0,0,3,0,15,0,0,0,0,0,0,101,6,17,3,0,127,4,0,0,0,0,4,0,0,3,4,0,8,3,0,0,0,0,8,48,3,10,0,0,60,30,3,4,0,3,42,2112,121,243,31,21,2521
102021044,32,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,13,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,157,19,28,4,5,214,8,3,0,0,0,13,5,0,0,0,0,11,3,0,0,0,0,3,42,8,10,0,0,58,54,0,6,3,6,73,3213,285,423,55,51,4028
102021045,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,32,3,3,0,0,36,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,0,25,18,0,0,0,0,23,886,61,134,18,4,1107
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,27,6,7,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,15,12,0,0,0,3,15,663,89,156,25,18,951
102021047,56,0,0,0,0,56,0,0,0,0,0,0,4,0,4,0,0,4,33,7,3,0,0,44,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,170,28,37,3,4,238,10,0,0,0,0,10,7,0,0,0,0,7,7,0,0,0,0,7,96,13,10,4,0,117,51,0,6,0,4,62,4049,356,418,58,45,4924
102021048,39,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,18,3,0,0,0,0,3,10,0,3,3,0,19,0,0,0,0,0,0,121,6,23,3,0,151,9,0,3,0,0,9,3,0,3,0,0,3,4,0,0,0,0,10,40,5,12,0,0,56,49,3,4,0,3,58,3505,218,339,44,39,4149
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,9,3,3,47,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,6,0,0,0,0,5,524,105,104,40,9,784
102021050,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,48,0,9,0,3,57,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,21,11,4,0,4,3,28,1468,114,158,34,27,1802
102021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,87,17,10,4,0,110,12,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,36,0,4,3,0,42,24,3,9,0,0,34,1667,150,138,34,14,2009
102021052,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,5,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,4,0,0,5,274,70,92,25,4,464
102021053,23,0,0,0,0,25,4,0,3,0,0,5,0,0,0,0,0,0,7,0,3,0,0,11,3,0,0,0,0,3,16,3,5,0,0,26,0,0,0,0,0,0,79,15,22,4,0,124,8,0,0,0,0,7,9,0,0,0,0,8,0,3,0,0,0,7,34,7,6,3,0,55,50,3,5,5,8,69,2395,323,389,80,43,3222
102021054,24,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,3,0,0,0,0,3,12,0,0,0,0,16,0,0,0,0,0,0,64,4,11,0,0,83,4,0,0,0,0,7,0,0,8,3,0,9,0,0,0,0,0,0,15,5,4,3,0,33,24,6,7,5,3,48,1642,160,265,47,33,2149
102021055,40,5,0,0,0,47,3,0,0,0,0,3,3,0,0,0,0,4,32,0,8,0,0,41,3,3,0,0,0,7,18,0,3,0,0,19,0,0,0,0,0,0,361,26,17,3,8,415,22,0,0,0,0,27,14,3,3,0,0,22,21,0,0,0,0,16,122,15,12,3,0,155,119,4,7,0,3,133,8302,526,320,67,83,9298
102021056,38,3,0,0,0,44,0,0,0,0,0,0,5,0,0,0,0,3,26,3,10,0,0,40,13,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,248,13,24,0,0,287,18,3,0,0,0,23,0,0,0,0,0,0,10,0,0,0,0,11,95,13,5,4,0,117,85,7,14,0,5,114,5171,283,365,62,60,5940
102021057,30,4,0,0,0,37,0,0,0,0,0,0,4,0,0,0,0,4,24,0,0,0,0,24,8,0,0,0,0,8,12,0,4,0,0,19,0,0,0,0,0,0,189,10,12,5,3,223,12,0,0,0,0,16,12,5,3,0,0,15,0,0,0,0,0,0,62,10,3,3,0,78,75,4,11,3,0,86,4499,272,241,56,54,5122
103011058,55,0,0,0,0,61,4,0,0,0,0,6,7,0,3,0,0,7,38,4,0,0,0,44,19,0,3,0,0,25,28,3,5,0,0,35,0,0,0,0,0,0,261,15,28,6,10,322,33,3,3,0,0,42,18,3,3,0,0,26,9,0,0,0,0,10,144,8,14,0,0,166,136,13,20,0,13,179,11027,642,784,152,140,12748
103011059,28,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,5,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,63,3,4,0,0,76,8,0,0,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,47,0,3,0,0,46,48,0,6,0,3,56,3007,219,231,61,39,3560
103011060,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,7,5,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,12,3,7,4,3,31,575,129,333,164,20,1226
103011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,3,3,7,0,55,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,22,0,3,3,0,32,40,6,7,3,3,66,1595,108,232,111,33,2079
103021062,16,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,8,3,3,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,49,5,10,10,12,86,1644,164,432,229,56,2530
103021063,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,51,4,3,0,3,57,10,0,0,0,0,11,0,0,0,3,0,4,4,0,0,0,0,4,17,4,6,3,0,22,71,10,5,5,0,96,3003,184,397,74,68,3728
103021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,4,0,32,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,14,3,9,6,0,38,856,99,405,173,43,1567
103021065,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,33,7,14,12,0,61,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,15,0,3,0,0,17,64,6,12,13,3,99,2921,223,573,199,81,3984
103021066,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,16,0,6,3,0,25,662,84,341,119,26,1228
103021067,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,51,12,5,0,0,64,6,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,18,3,3,3,0,28,51,6,12,3,9,82,3420,233,289,57,55,4061
103021068,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,19,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,21,3,16,8,7,52,862,65,301,175,38,1437
