SA2_MAINCODE_2016,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000mo_A_15_19,ClAW_3000mo_A_20_24,ClAW_3000mo_A_25_34,ClAW_3000mo_A_35_44,ClAW_3000mo_A_45_54,ClAW_3000mo_A_55_64,ClAW_3000mo_A_65_74,ClAW_3000mo_A_75ov,ClAW_3000mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov
128021538,3,0,65,5,10,12,28,18,16,3,0,86,9,8,12,29,30,27,4,0,125,4,15,25,34,58,41,7,0,188,0,26,23,60,59,54,12,0,236,0,24,42,75,88,69,5,3,302,0,5,47,75,101,86,14,0,327,0,3,29,35,56,40,9,0,172,0,0,17,27,31,28,3,0,102,0,0,5,11,16,13,4,0,55,0,0,13,15,18,13,0,0,57,0,0,7,4,4,5,3,0,23,0,3,3,7,8,4,4,0,22,58,109,235,416,495,406,83,4,1811,3,0,0,0,0,0,0,0,5,71,11,6,0,0,6,0,0,92,36,13,10,4,3,3,0,0,75,11,11,8,10,10,3,6,0,55,3,15,13,3,8,4,0,0,44,9,28,11,14,17,22,8,0,104,4,18,21,17,20,18,6,0,105,0,15,31,18,37,16,8,0,122,0,10,15,16,16,16,9,0
128021607,3,0,37,0,0,6,8,11,4,4,3,38,0,0,3,5,5,7,0,0,28,0,4,11,15,20,10,4,0,59,0,4,3,19,17,16,3,0,62,0,3,9,13,17,17,8,0,67,0,0,7,10,17,10,3,0,48,0,0,0,0,9,5,0,0,25,0,0,0,7,9,6,0,0,21,0,0,3,0,5,3,0,0,11,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,11,23,48,100,128,93,25,7,432,5,0,0,0,0,0,0,0,5,124,10,0,0,0,3,0,0,133,32,18,3,9,0,3,0,0,70,14,15,3,3,3,6,0,0,48,3,18,6,4,10,10,0,0,54,4,5,7,3,11,8,3,0,48,0,5,3,5,3,11,0,0,38,0,7,10,8,9,11,3,0,41,0,4,3,13,4,6,3,0
128021608,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,11,0,0,0,3,6,0,0,0,8,0,0,0,4,8,0,0,0,18,0,0,3,3,4,7,0,0,11,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,20,26,18,5,0,81,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,7,0,3,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
128021609,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,15,14,12,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,30,0,325,7,50,54,60,79,93,40,6,395,16,34,74,79,79,74,43,3,403,8,52,115,122,125,121,61,5,614,4,65,158,139,160,116,51,3,695,5,56,182,175,163,138,48,3,769,0,41,164,156,192,146,34,4,736,0,20,92,97,98,81,14,3,404,0,3,68,97,97,73,23,3,369,0,3,27,39,50,32,10,0,166,0,3,49,67,53,39,11,0,223,0,0,11,25,24,19,8,4,87,3,6,27,31,21,25,12,0,125,96,448,1117,1200,1253,1074,388,37,5611,15,10,11,10,14,5,4,3,77,149,66,27,40,23,10,5,3,329,87,96,60,74,74,77,18,0,483,28,85,76,66,98,98,25,5,480,23,68,85,71,116,87,35,3,494,26,82,119,110,143,130,62,8,683,5,66,118,121,139,115,22,10,589,6,54,145,141,158,125,16,5,651,0,16,158,178,176,136,25,0
201011001,0,0,13,0,0,6,9,3,8,0,0,27,0,3,5,7,13,9,0,0,32,0,3,5,10,13,4,5,0,45,0,12,20,19,23,9,0,0,82,0,9,17,18,13,15,0,0,72,0,3,19,18,29,15,3,0,84,0,0,7,11,13,13,0,0,43,0,0,3,5,9,4,3,0,25,0,0,3,3,5,0,0,0,7,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,33,77,112,127,90,11,0,465,4,0,0,0,0,0,0,0,4,78,12,3,0,0,0,0,0,91,47,17,8,3,0,0,3,0,79,10,14,8,9,3,4,4,0,50,9,11,12,5,11,3,0,0,53,3,16,6,6,11,6,3,0,62,3,22,25,13,3,9,0,0,68,0,6,12,13,9,5,0,0,42,0,0,12,5,10,3,4,0
201011002,0,0,73,6,6,24,24,24,21,3,0,110,8,20,28,55,21,40,9,0,182,3,32,59,62,81,69,16,3,323,4,68,93,100,95,79,17,0,462,3,50,112,125,131,85,14,0,523,0,25,86,80,123,96,7,0,412,0,3,32,56,75,52,10,4,224,0,0,25,32,41,29,4,0,133,0,0,3,7,22,16,0,0,47,0,0,5,13,26,23,3,0,72,0,0,0,0,8,8,0,0,18,0,0,3,10,8,3,3,0,28,38,227,489,571,677,535,93,9,2632,10,0,0,3,0,0,0,0,16,305,18,9,0,3,3,0,0,340,91,60,34,15,15,20,0,0,243,31,61,35,24,19,20,5,0,193,19,51,38,31,25,32,9,0,206,8,63,41,34,54,44,13,0,256,3,63,80,45,42,38,12,0,283,0,35,68,33,58,41,9,0,248,0,15,25,21,39,26,6,0
201011003,0,0,15,0,0,3,9,3,11,3,0,29,0,3,8,3,10,8,5,0,34,0,0,5,10,10,12,0,0,49,0,8,14,15,13,9,0,0,65,0,4,4,12,22,10,5,0,56,0,0,5,13,9,12,3,0,42,0,0,0,3,9,4,0,0,17,0,0,4,3,4,3,0,0,19,0,0,0,3,0,0,0,0,5,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,16,52,85,93,74,18,4,362,3,0,0,0,0,0,0,0,8,50,8,0,0,0,0,0,0,59,17,5,3,0,7,9,3,0,40,0,6,9,0,0,3,3,0,30,3,6,3,3,9,3,0,0,25,3,5,13,5,3,8,0,0,42,0,4,13,7,15,7,0,0,53,0,4,13,6,3,4,0,0,35,0,0,3,4,5,3,0,0
201011004,0,0,14,0,0,13,8,7,3,0,0,31,0,5,4,11,4,7,5,0,39,0,7,10,10,17,12,3,0,62,0,9,17,13,13,17,0,0,76,0,3,13,17,18,11,7,0,69,0,0,7,6,19,14,5,0,50,0,0,5,8,8,7,0,0,24,0,0,0,0,3,3,3,0,13,0,0,0,0,8,7,0,0,12,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,29,65,94,115,89,26,5,424,7,0,3,0,3,0,0,0,17,132,6,0,0,0,0,0,0,143,44,33,8,4,4,3,0,0,103,18,36,14,3,13,10,0,0,95,8,23,12,13,9,3,0,0,70,8,12,22,13,16,11,9,0,89,0,15,12,16,20,8,5,0,78,0,7,11,3,21,10,0,0,54,0,0,6,9,4,0,3,0
201011005,0,0,18,0,5,5,5,0,0,0,0,20,0,10,4,6,3,6,0,0,29,4,11,21,13,14,3,3,0,75,3,7,19,18,9,9,0,0,73,0,13,33,20,26,21,0,0,117,0,15,46,32,36,34,0,0,166,0,0,29,28,23,13,0,0,99,0,3,24,26,15,13,0,0,70,0,0,17,14,13,4,0,0,44,0,0,21,9,6,3,0,0,43,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,14,73,235,182,151,117,8,0,782,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,32,6,5,0,0,0,0,0,0,10,0,6,0,5,0,0,0,0,10,0,5,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0
201011006,0,0,8,3,0,0,3,6,3,0,0,12,0,0,3,0,5,5,0,0,19,0,4,3,9,5,10,3,0,32,0,3,12,14,13,6,4,0,57,0,3,11,21,15,13,3,0,62,0,0,5,10,17,9,5,0,46,0,0,0,5,6,8,0,0,20,0,0,3,5,7,0,0,0,15,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,45,76,84,62,19,0,313,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,3,3,0,3,0,0,0,10,0,0,3,0,3,3,0,0,13,0,0,3,0,3,3,0,0,10,0,3,0,4,6,9,3,0,27,0,6,8,4,4,8,3,0,29,0,0,7,13,17,7,0,0,47,0,0,7,5,11,8,0,0
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,4,0,0,0,4,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,16,9,0,0,37,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
201011008,0,0,27,3,8,3,8,8,7,0,0,36,0,8,8,15,18,9,3,0,62,0,16,23,29,28,13,4,0,113,0,27,38,36,44,35,4,0,189,0,16,46,49,69,42,7,0,230,0,8,42,47,79,49,4,0,236,0,0,14,33,41,21,4,0,111,0,0,8,12,33,17,0,0,63,0,0,7,11,14,11,0,0,42,0,0,3,12,12,4,0,0,32,0,0,0,0,3,3,0,0,7,0,3,0,3,3,5,0,0,19,16,77,202,273,364,221,29,3,1186,8,0,3,0,0,0,0,0,8,135,11,11,0,3,3,0,0,156,43,33,11,11,5,6,0,0,125,13,38,25,16,9,14,3,0,114,11,34,19,16,17,12,0,0,113,10,38,33,15,26,9,6,0,132,3,30,26,23,26,19,6,0,123,4,23,29,21,27,14,0,0,117,0,9,11,24,20,13,0,0
201021009,0,0,11,0,0,0,3,3,5,0,0,11,0,0,0,4,6,3,0,0,12,0,0,0,3,3,3,3,0,14,0,4,6,0,5,4,5,0,24,0,4,0,7,14,4,0,0,28,0,0,0,3,6,3,0,0,16,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,29,54,32,11,0,154,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,25,10,0,3,0,4,0,0,0,17,4,0,0,4,3,0,3,0,17,0,4,3,0,0,4,0,0,15,0,0,0,3,5,3,0,0,12,0,0,3,4,3,5,0,0,19,0,0,4,4,6,0,0,0,12,0,0,0,3,0,3,0,0
201021010,0,0,9,0,3,3,8,6,4,5,0,25,0,0,4,0,7,4,3,0,17,0,0,3,4,8,3,0,0,17,0,0,3,3,3,10,3,0,29,0,0,3,6,4,10,0,0,35,0,3,0,5,0,8,0,0,14,0,0,0,4,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,15,48,39,45,16,0,178,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,35,0,4,0,0,0,4,0,0,11,0,0,0,3,5,3,0,0,9,0,4,0,3,3,3,0,3,21,0,0,3,3,4,0,4,0,14,0,0,3,7,10,3,0,0,19,0,3,0,0,3,0,0,0,8,0,0,0,3,3,0,0,0
201021011,0,0,19,0,0,0,7,9,4,3,0,22,0,0,3,3,12,3,0,0,29,0,0,3,11,14,12,7,0,45,0,3,6,18,13,13,3,0,54,0,0,3,9,12,16,0,0,44,0,3,7,3,10,3,4,0,35,0,0,0,3,8,6,0,0,14,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,32,63,89,77,17,3,298,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,23,3,3,0,3,3,7,0,0,23,0,3,3,5,3,11,3,0,29,0,6,5,3,9,8,3,0,36,0,3,10,5,7,8,0,0,40,0,3,7,12,18,9,0,0,55,0,3,9,4,3,3,0,0,22,0,0,3,0,4,3,0,0
201021012,0,0,9,0,0,9,3,3,0,0,0,12,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,0,0,3,0,4,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,16,10,20,19,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031013,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,8,0,0,0,7,0,7,0,0,16,0,0,0,3,3,0,4,0,9,0,0,0,0,3,3,0,0,7,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,18,11,7,0,68,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031014,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,0,0,9,0,0,0,4,3,3,0,0,16,0,0,0,5,3,3,0,0,14,0,3,0,3,6,3,0,0,16,0,0,0,3,3,6,0,0,15,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,26,37,28,7,0,117,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,3,0,0,3,3,4,3,0,17,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,14,0,0,0,0,0,4,0,0,8,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0
201031015,0,0,6,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,4,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,14,20,13,0,0,56,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031016,0,0,14,0,0,3,3,5,5,0,0,21,3,3,4,3,7,7,3,0,31,0,3,4,11,15,8,3,0,46,0,0,6,13,17,14,4,0,69,0,3,4,11,30,19,3,0,71,0,0,8,9,13,8,3,0,39,0,0,3,6,13,0,0,0,26,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,40,72,111,69,17,3,336,6,0,0,0,0,0,0,0,6,76,0,0,4,0,0,0,0,81,21,13,0,3,11,3,0,0,55,5,6,10,4,7,7,0,0,40,7,7,4,6,4,9,0,3,45,4,12,11,18,11,13,0,0,74,3,9,15,9,17,11,3,3,69,0,3,4,9,19,3,3,0,39,0,0,4,3,3,3,0,0
201031017,0,0,10,0,0,0,0,0,4,0,0,3,0,0,0,0,3,3,0,0,8,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,18,8,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011018,4,0,65,7,14,21,20,28,20,9,0,113,14,8,33,42,38,30,13,0,172,10,24,67,75,82,60,15,3,330,9,51,97,100,117,96,12,0,479,0,47,149,120,158,114,18,0,606,3,33,118,147,190,109,10,0,618,0,12,58,88,107,74,3,0,341,0,0,29,62,59,46,3,0,195,0,0,6,20,24,12,3,0,65,0,0,9,27,47,21,0,0,102,0,0,0,3,9,5,0,0,21,3,5,4,7,6,9,3,0,44,66,208,615,732,873,617,91,7,3218,8,0,0,0,0,4,0,0,21,315,35,3,6,3,0,0,0,366,96,90,23,15,18,13,3,0,257,39,95,29,29,28,22,7,0,253,16,87,47,24,40,39,4,0,255,18,69,56,35,50,50,13,0,295,12,59,71,55,50,40,12,0,298,0,26,47,29,48,38,8,0,203,0,5,23,22,31,26,4,0
202011019,0,0,11,0,0,5,3,0,0,0,0,9,0,3,3,5,0,5,0,0,21,3,0,7,3,3,17,0,0,31,0,5,14,4,7,8,0,0,42,0,3,7,9,11,10,0,0,49,0,0,6,7,11,10,3,0,32,0,0,4,3,4,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,17,51,43,52,60,11,0,234,0,0,0,0,0,0,0,0,4,36,0,0,0,3,0,0,0,41,3,3,0,3,0,0,0,0,15,3,0,0,0,5,4,0,0,20,0,3,0,0,3,3,0,0,14,0,9,4,3,10,9,0,0,34,0,9,3,12,9,14,3,0,40,0,0,3,3,3,3,0,0,15,0,0,3,0,0,0,0,0
202011020,0,0,16,4,0,5,6,7,3,3,0,29,0,5,11,11,8,11,3,0,48,9,12,13,21,14,17,8,0,83,0,10,23,17,28,24,7,3,121,0,4,20,26,41,34,0,0,127,0,8,20,17,33,19,4,0,99,0,0,5,9,11,19,0,0,49,0,0,3,6,8,9,6,0,38,0,0,3,3,3,0,3,0,13,0,0,0,4,6,0,0,0,14,0,0,0,0,3,0,0,0,6,0,0,0,0,3,3,0,0,4,20,44,107,126,178,146,36,3,660,0,0,0,0,0,0,0,0,6,96,5,0,0,0,0,0,0,104,36,23,7,3,7,5,0,0,68,4,18,3,4,4,10,3,0,51,3,9,9,3,4,6,0,0,34,0,13,11,11,12,3,3,3,56,0,12,20,5,11,11,0,0,54,0,8,14,11,19,4,0,0,54,0,0,5,6,9,0,0,0
202011021,0,0,16,0,3,3,0,3,4,0,0,14,0,0,3,5,4,3,0,0,18,0,0,3,5,8,8,0,0,18,0,0,6,7,3,3,0,0,21,0,5,9,9,5,10,0,0,37,0,0,9,7,5,5,0,0,34,0,0,0,3,10,0,0,0,9,0,0,0,0,4,3,0,0,9,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,16,33,36,48,43,5,0,196,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,4,0,5,0,0,0,0,10,0,4,0,4,0,3,0,0,11,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
