SA2_MAINCODE_2016,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000mo_A_15_19,OIDNS_3000mo_A_20_24,OIDNS_3000mo_A_25_34,OIDNS_3000mo_A_35_44,OIDNS_3000mo_A_45_54,OIDNS_3000mo_A_55_64,OIDNS_3000mo_A_65_74,OIDNS_3000mo_A_75ov,OIDNS_3000mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54,Tot_150_299_A_55_64,Tot_150_299_A_65_74,Tot_150_299_A_75ov,Tot_150_299_Tot,Tot_300_399_A_15_19,Tot_300_399_A_20_24,Tot_300_399_A_25_34,Tot_300_399_A_35_44,Tot_300_399_A_45_54,Tot_300_399_A_55_64,Tot_300_399_A_65_74,Tot_300_399_A_75ov,Tot_300_399_Tot,Tot_400_499_A_15_19,Tot_400_499_A_20_24,Tot_400_499_A_25_34,Tot_400_499_A_35_44,Tot_400_499_A_45_54,Tot_400_499_A_55_64,Tot_400_499_A_65_74,Tot_400_499_A_75ov,Tot_400_499_Tot,Tot_500_649_A_15_19,Tot_500_649_A_20_24,Tot_500_649_A_25_34,Tot_500_649_A_35_44,Tot_500_649_A_45_54,Tot_500_649_A_55_64,Tot_500_649_A_65_74,Tot_500_649_A_75ov,Tot_500_649_Tot,Tot_650_799_A_15_19,Tot_650_799_A_20_24,Tot_650_799_A_25_34,Tot_650_799_A_35_44,Tot_650_799_A_45_54,Tot_650_799_A_55_64,Tot_650_799_A_65_74,Tot_650_799_A_75ov,Tot_650_799_Tot,Tot_800_999_A_15_19,Tot_800_999_A_20_24,Tot_800_999_A_25_34,Tot_800_999_A_35_44,Tot_800_999_A_45_54,Tot_800_999_A_55_64,Tot_800_999_A_65_74,Tot_800_999_A_75ov,Tot_800_999_Tot,Tot_1000_1249_A_15_19,Tot_1000_1249_A_20_24,Tot_1000_1249_A_25_34,Tot_1000_1249_A_35_44,Tot_1000_1249_A_45_54,Tot_1000_1249_A_55_64,Tot_1000_1249_A_65_74,Tot_1000_1249_A_75ov,Tot_1000_1249_Tot,Tot_1250_1499_A_15_19,Tot_1250_1499_A_20_24,Tot_1250_1499_A_25_34,Tot_1250_1499_A_35_44,Tot_1250_1499_A_45_54,Tot_1250_1499_A_55_64,Tot_1250_1499_A_65_74,Tot_1250_1499_A_75ov,Tot_1250_1499_Tot,Tot_1500_1749_A_15_19,Tot_1500_1749_A_20_24,Tot_1500_1749_A_25_34,Tot_1500_1749_A_35_44,Tot_1500_1749_A_45_54,Tot_1500_1749_A_55_64,Tot_1500_1749_A_65_74,Tot_1500_1749_A_75ov,Tot_1500_1749_Tot,Tot_1750_1999_A_15_19,Tot_1750_1999_A_20_24,Tot_1750_1999_A_25_34,Tot_1750_1999_A_35_44,Tot_1750_1999_A_45_54
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,3,5,5,3,0,3,25,3,0,0,0,11,14,8,0,27,22,0,4,4,8,10,5,0,42,5,3,5,14,9,16,11,4,59,3,3,9,11,15,16,15,3,71,10,4,8,11,20,32,14,3,89,3,10,9,23,24,24,19,14,119,0,4,8,18,34,32,17,3,113,0,3,18,18,41,28,8,0,113,0,5,22,23,33,27,12,3,127,0,0,13,10,16,12,13,3,72,0,0,3,16,19,17,7,4,62,0,0,0,14,11
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,27,0,0,3,7,5,0,0,41,16,7,5,0,3,4,0,0,38,6,6,8,5,13,7,3,0,42,3,10,9,4,8,10,3,0,48,5,11,14,11,18,10,0,0,68,6,18,14,12,26,19,3,0,88,0,6,18,21,22,18,0,0,88,0,7,23,15,24,20,7,0,93,0,3,33,16,16,20,4,0,86,0,3,12,14,17,10,0,0,58,0,0,9,13,23
101021009,0,0,0,0,0,6,0,3,4,0,0,0,0,0,8,0,0,3,3,3,0,0,0,10,0,3,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,5,3,6,6,0,0,0,0,0,16,3,12,30,17,24,8,4,0,104,11,0,7,4,3,10,0,0,25,157,22,10,14,6,11,3,0,222,58,49,27,23,20,25,6,0,196,26,44,43,28,30,33,10,0,205,35,39,46,54,43,28,23,0,278,39,75,97,60,67,58,15,8,416,27,114,159,117,92,77,24,3,602,17,106,206,158,160,100,21,3,768,3,71,218,172,158,108,20,0,745,6,27,152,130,97,76,13,0,511,3,8,92,126,105,87,25,0,443,0,6,52,90,84
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,7,5,10,3,3,0,35,3,0,0,3,3,4,0,0,15,108,3,8,0,4,3,3,0,132,28,16,4,9,7,6,3,0,67,13,11,15,10,14,10,3,0,76,14,14,19,16,11,13,8,0,94,24,34,35,21,17,17,3,0,153,18,53,80,53,40,46,8,0,305,16,55,114,80,86,71,17,3,443,3,44,161,100,94,64,18,5,500,0,28,99,74,75,46,9,0,327,0,8,58,53,55,32,8,0,204,0,4,37,32,43
101021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,5,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,9,7,24,7,5,3,61,12,0,3,3,9,0,11,0,45,69,10,11,8,10,16,0,0,122,18,13,14,19,14,23,5,0,101,17,12,22,10,38,18,10,4,127,17,16,12,13,27,20,18,4,118,13,10,28,26,40,37,29,5,189,10,22,31,29,40,34,18,3,186,3,21,67,60,75,52,16,7,292,0,26,76,62,80,57,22,0,330,0,17,75,58,59,44,16,5,266,0,3,71,69,75,41,7,3,268,0,3,39,56,50
101021012,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,3,3,3,11,7,7,6,0,0,33,3,3,0,0,0,0,0,0,12,58,0,5,3,4,0,3,0,71,24,15,8,9,3,7,3,0,72,13,14,4,17,6,11,0,0,69,22,24,9,16,12,8,5,0,91,19,39,26,16,26,14,10,0,148,6,37,51,28,27,25,3,0,182,5,58,80,39,51,45,8,0,281,0,23,89,80,65,44,10,0,322,0,19,82,63,51,34,3,0,250,0,12,57,55,62,26,6,0,214,0,5,38,36,46
101031013,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,4,0,0,9,9,7,3,27,0,3,0,0,8,3,4,0,20,18,0,0,0,3,3,3,3,31,3,5,9,4,4,19,4,0,47,4,3,3,10,10,12,5,0,48,4,3,10,18,12,15,5,0,64,12,6,11,16,23,24,5,3,101,3,8,16,14,39,26,15,0,124,7,12,25,16,30,33,23,0,154,0,9,35,23,30,37,9,0,144,0,4,9,19,21,22,13,3,97,0,0,14,16,19,17,9,0,74,0,0,0,3,18
101031014,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,12,9,8,3,5,0,3,47,3,3,3,3,6,10,0,0,23,101,3,15,11,9,8,0,0,141,35,12,18,23,27,14,12,0,144,27,18,14,24,20,25,17,3,152,27,23,30,34,40,46,23,3,234,29,49,61,54,79,82,22,5,383,13,78,77,91,100,85,26,3,467,3,38,107,91,108,112,30,3,495,0,18,93,68,121,77,23,3,399,0,5,48,45,99,49,8,0,259,0,3,35,40,58,48,8,0,195,0,0,18,38,65
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,6,0,7,3,7,0,16,8,0,0,3,4,3,0,0,18,5,0,3,5,12,13,8,0,43,0,0,3,7,9,12,15,6,58,6,3,3,6,19,12,12,5,57,5,3,6,10,22,22,17,10,90,0,9,9,3,13,12,10,6,60,0,3,10,16,23,20,6,3,84,0,0,10,20,16,14,4,6,70,0,0,9,12,12,12,6,3,50,0,3,4,8,12,5,0,0,39,0,0,0,4,8
101031016,0,0,0,0,0,7,0,4,3,3,4,0,0,0,10,0,7,3,3,4,0,0,0,17,0,0,0,4,0,3,0,0,6,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,18,15,12,10,12,3,0,75,13,0,3,10,10,7,3,0,42,83,10,14,14,13,6,8,0,149,27,43,26,13,17,26,8,0,157,29,58,47,37,21,28,10,0,239,34,87,53,38,34,41,16,3,302,54,177,160,75,101,52,30,3,658,41,188,207,97,119,73,18,3,751,12,144,215,98,101,80,23,0,681,4,56,147,122,118,96,21,7,567,0,12,59,82,85,49,12,0,302,0,6,34,60,70,37,8,0,227,0,4,21,44,47
