SA2_MAINCODE_2016,HQ_NNI_Mng,HQ_NNI_Pro,HQ_NNI_TecTW,HQ_NNI_CoPSW,HQ_NNI_ClAW,HQ_NNI_SWks,HQ_NNI_MaOpDv,HQ_NNI_Lab,HQ_NNI_IDNS,HQ_NNI_Tot,HQ_1_149_Mng,HQ_1_149_Pro,HQ_1_149_TecTW,HQ_1_149_CoPSW,HQ_1_149_ClAW,HQ_1_149_SWks,HQ_1_149_MaOpDv,HQ_1_149_Lab,HQ_1_149_IDNS,HQ_1_149_Tot,HQ_150_299_Mng,HQ_150_299_Pro,HQ_150_299_TecTW,HQ_150_299_CoPSW,HQ_150_299_ClAW,HQ_150_299_SWks,HQ_150_299_MaOpDv,HQ_150_299_Lab,HQ_150_299_IDNS,HQ_150_299_Tot,HQ_300_399_Mng,HQ_300_399_Pro,HQ_300_399_TecTW,HQ_300_399_CoPSW,HQ_300_399_ClAW,HQ_300_399_SWks,HQ_300_399_MaOpDv,HQ_300_399_Lab,HQ_300_399_IDNS,HQ_300_399_Tot,HQ_400_499_Mng,HQ_400_499_Pro,HQ_400_499_TecTW,HQ_400_499_CoPSW,HQ_400_499_ClAW,HQ_400_499_SWks,HQ_400_499_MaOpDv,HQ_400_499_Lab,HQ_400_499_IDNS,HQ_400_499_Tot,HQ_500_649_Mng,HQ_500_649_Pro,HQ_500_649_TecTW,HQ_500_649_CoPSW,HQ_500_649_ClAW,HQ_500_649_SWks,HQ_500_649_MaOpDv,HQ_500_649_Lab,HQ_500_649_IDNS,HQ_500_649_Tot,HQ_650_799_Mng,HQ_650_799_Pro,HQ_650_799_TecTW,HQ_650_799_CoPSW,HQ_650_799_ClAW,HQ_650_799_SWks,HQ_650_799_MaOpDv,HQ_650_799_Lab,HQ_650_799_IDNS,HQ_650_799_Tot,HQ_800_999_Mng,HQ_800_999_Pro,HQ_800_999_TecTW,HQ_800_999_CoPSW,HQ_800_999_ClAW,HQ_800_999_SWks,HQ_800_999_MaOpDv,HQ_800_999_Lab,HQ_800_999_IDNS,HQ_800_999_Tot,HQ_1000_1249_Mng,HQ_1000_1249_Pro,HQ_1000_1249_TecTW,HQ_1000_1249_CoPSW,HQ_1000_1249_ClAW,HQ_1000_1249_SWks,HQ_1000_1249_MaOpDv,HQ_1000_1249_Lab,HQ_1000_1249_IDNS,HQ_1000_1249_Tot,HQ_1250_1499_Mng,HQ_1250_1499_Pro,HQ_1250_1499_TecTW,HQ_1250_1499_CoPSW,HQ_1250_1499_ClAW,HQ_1250_1499_SWks,HQ_1250_1499_MaOpDv,HQ_1250_1499_Lab,HQ_1250_1499_IDNS,HQ_1250_1499_Tot,HQ_1500_1749_Mng,HQ_1500_1749_Pro,HQ_1500_1749_TecTW,HQ_1500_1749_CoPSW,HQ_1500_1749_ClAW,HQ_1500_1749_SWks,HQ_1500_1749_MaOpDv,HQ_1500_1749_Lab,HQ_1500_1749_IDNS,HQ_1500_1749_Tot,HQ_1750_1999_Mng,HQ_1750_1999_Pro,HQ_1750_1999_TecTW,HQ_1750_1999_CoPSW,HQ_1750_1999_ClAW,HQ_1750_1999_SWks,HQ_1750_1999_MaOpDv,HQ_1750_1999_Lab,HQ_1750_1999_IDNS,HQ_1750_1999_Tot,HQ_2000_2999_Mng,HQ_2000_2999_Pro,HQ_2000_2999_TecTW,HQ_2000_2999_CoPSW,HQ_2000_2999_ClAW,HQ_2000_2999_SWks,HQ_2000_2999_MaOpDv,HQ_2000_2999_Lab,HQ_2000_2999_IDNS,HQ_2000_2999_Tot,HQ_3000mo_Mng,HQ_3000mo_Pro,HQ_3000mo_TecTW,HQ_3000mo_CoPSW,HQ_3000mo_ClAW,HQ_3000mo_SWks,HQ_3000mo_MaOpDv,HQ_3000mo_Lab,HQ_3000mo_IDNS,HQ_3000mo_Tot,HQ_PINS_Mng,HQ_PINS_Pro,HQ_PINS_TecTW,HQ_PINS_CoPSW,HQ_PINS_ClAW,HQ_PINS_SWks,HQ_PINS_MaOpDv,HQ_PINS_Lab,HQ_PINS_IDNS,HQ_PINS_Tot,HQ_Tot_Mng,HQ_Tot_Pro,HQ_Tot_TecTW,HQ_Tot_CoPSW,HQ_Tot_ClAW,HQ_Tot_SWks,HQ_Tot_MaOpDv,HQ_Tot_Lab,HQ_Tot_IDNS,HQ_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot
101021007,5,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,6,10,0,5,0,3,0,0,0,19,4,4,9,0,0,3,0,3,0,24,4,3,7,0,3,4,0,3,0,23,12,9,0,3,0,4,3,0,0,38,4,5,0,5,3,3,0,0,0,24,5,18,5,6,4,0,0,0,0,38,11,25,3,0,9,0,0,0,0,47,10,19,0,0,8,0,0,0,0,30,5,13,3,0,3,0,0,0,0,32,3,14,0,0,3,0,0,0,0,23,12,17,0,4,0,0,0,0,0,35,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,100,146,28,28,27,17,3,14,6,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,12,0,6,0,5,0,0,0,0,0,16,0,4,0,3,0,3,0,0,0,14,0,10,5,5,6,0,0,0,0,26,7,8,0,6,7,0,0,0,0,29,0,19,0,3,3,0,0,0,0,41,3,33,0,3,0,0,0,0,0,45,0,31,0,4,0,0,0,0,0,38,0,46,0,3,0,0,0,0,0,51,11,29,0,0,0,0,0,0,0,38,0,3,0,3,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,5,23,207,11,49,25,9,3,4,3,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101021009,0,3,3,0,0,0,0,0,0,10,0,3,0,3,3,3,0,3,0,19,0,10,3,16,3,3,0,3,0,34,0,12,3,15,6,10,0,3,0,53,3,6,3,28,11,13,3,9,0,80,3,27,10,22,17,15,3,4,0,107,10,46,12,44,24,26,3,11,0,181,17,70,15,52,40,17,6,11,4,226,23,103,21,40,56,16,3,10,3,274,15,139,7,21,35,8,0,3,3,231,20,143,10,31,27,5,3,0,4,240,25,129,3,29,22,5,0,0,3,219,103,140,13,45,26,8,0,0,4,336,43,56,5,0,0,0,0,0,0,107,0,9,0,3,4,0,0,0,3,19,260,898,113,354,279,112,24,62,26,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,3,0,0,3,0,5,0,0,0,3,0,7,4,5,0,17,3,5,3,0,0,6,3,0,0,23,0,9,0,0,9,3,4,4,0,31,6,11,5,4,9,10,7,3,0,56,4,14,8,0,11,9,6,6,0,62,11,30,20,4,11,5,11,0,0,95,13,25,17,0,14,5,3,3,0,73,6,20,8,0,0,3,0,0,0,45,12,16,3,3,6,0,0,0,0,37,34,12,4,0,5,0,4,0,0,57,16,4,0,0,0,3,0,0,0,30,3,0,0,0,0,0,0,0,0,6,122,146,68,20,69,56,39,26,10,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0
101021011,8,0,0,0,3,0,0,0,0,13,7,12,0,0,0,0,0,3,0,21,4,10,4,8,0,0,0,0,0,27,11,7,3,9,7,0,0,3,0,41,7,7,0,0,3,5,0,3,3,34,7,12,4,8,12,7,0,3,0,60,6,15,11,11,4,3,0,10,0,53,25,26,5,12,16,3,0,3,0,91,25,36,12,8,9,0,3,5,0,89,20,41,7,9,9,0,5,3,0,93,25,41,10,7,14,0,0,0,4,109,35,34,3,5,3,0,0,0,0,85,153,76,12,13,7,0,0,0,7,277,97,48,0,3,4,0,0,0,0,159,0,0,0,0,0,0,0,3,0,12,442,362,81,100,95,30,8,32,24,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,6,3,3,0,3,0,21,0,8,0,0,3,6,0,0,0,18,4,8,3,4,4,0,0,0,0,19,0,6,0,8,3,3,0,3,0,27,3,5,0,13,7,9,3,3,0,39,3,13,5,15,7,4,3,3,0,57,9,27,15,9,11,0,0,0,0,69,0,21,3,0,11,0,0,0,0,42,18,29,8,0,4,0,0,0,0,62,6,24,0,0,4,0,0,0,0,38,21,26,7,0,3,0,0,0,0,55,13,21,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,4,80,190,50,59,59,21,7,13,13,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
101031013,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,3,3,0,3,0,0,0,0,0,11,3,9,0,4,5,0,0,0,0,27,11,9,0,3,3,0,0,0,0,27,8,17,0,4,3,0,0,0,0,33,12,19,0,0,3,0,0,3,0,34,8,9,0,3,0,0,0,0,0,19,9,15,0,0,0,0,0,0,0,28,17,6,0,0,0,0,0,0,0,25,9,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,85,94,3,28,17,6,3,9,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101031014,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,10,7,6,0,3,4,0,0,3,0,25,3,5,0,4,7,4,0,0,3,20,8,7,3,9,7,3,0,3,0,37,4,28,3,16,11,5,0,8,0,69,7,25,10,19,20,9,0,3,0,92,12,47,6,18,19,15,0,4,0,122,13,66,3,12,18,4,4,0,3,117,14,78,7,4,12,0,0,0,0,112,13,74,0,15,4,0,0,0,0,115,9,85,4,11,4,3,0,0,0,121,42,70,12,10,5,0,0,0,0,139,30,31,3,4,3,3,0,0,0,75,5,5,0,0,0,0,0,0,0,11,164,543,51,125,120,42,11,24,10,1085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
101031015,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,8,3,4,0,3,0,0,0,4,0,17,3,3,0,0,0,0,0,0,0,9,11,4,0,0,0,0,0,3,0,18,8,0,0,0,3,0,0,0,0,19,9,0,0,0,3,0,0,0,0,11,13,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,10,8,3,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,81,30,7,7,14,4,0,14,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
101031016,5,0,0,6,0,0,0,0,0,10,3,3,0,4,0,4,0,4,0,17,3,3,0,8,4,0,0,5,0,33,11,3,7,15,4,10,3,13,0,59,15,13,8,18,5,9,3,14,3,93,17,20,9,54,18,11,8,33,0,160,18,24,9,57,16,22,8,29,0,181,29,35,6,52,25,19,7,11,5,186,33,44,10,34,26,6,0,9,0,173,23,47,6,20,13,0,0,0,0,111,22,35,3,10,6,8,0,3,0,85,22,44,0,9,3,3,0,0,3,87,36,32,4,10,7,3,0,0,0,96,24,11,3,0,0,4,0,0,0,41,3,5,0,4,0,4,5,0,0,14,268,319,66,303,126,95,38,121,18,1357,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,5,0,0,0,3,0,0,0,7,0,12
