SA2_MAINCODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,4,0,0,0,3,15,300,27,104,69,8,513,470,73,211,119,20,891,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,4,7,0,0,21,0,0,0,0,0,0
101021008,0,0,5,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,8,0,0,0,0,10,373,12,46,3,3,438,525,40,67,9,5,649,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,7,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0
101021009,0,13,7,0,3,0,0,18,0,0,0,0,0,0,70,0,3,0,0,78,16,0,0,0,0,16,13,3,4,0,0,19,7,0,0,0,0,7,136,8,0,0,0,144,39,3,0,0,5,44,2677,78,97,22,25,2890,3612,201,185,28,24,4051,11,0,0,0,0,16,36,16,9,0,0,63,8,3,0,0,0,11,3,0,0,0,0,3,23,3,0,0,0,24,25,4,0,0,0,31,22,0,0,3,0,25,5,3,3,0,0,12,7,0,0,0,0,6,185,9,7,0,6,214,9,0,0,0,0,9,7,0,0,0,0,10,3,0,0,0,0,5,6,3,0,0,0,12,12,0,0,0,0,13,4,0,0,0,0,3,10,0,0,0,0,12,3,0,0,0,0,3,18,6,3,0,0,23,3,0,0,0,0,6,7,0,0,0,0,8,83,5,0,0,0,92,25,0,3,0,0,21
101021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,19,3,0,0,0,20,7,0,0,0,0,7,585,53,26,17,8,689,1798,209,87,25,21,2139,0,0,0,0,0,0,28,5,3,0,0,33,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,15,3,0,0,0,13,5,4,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,3,63,4,0,0,0,72,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,13,12,3,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,3,49,11,0,0,0,53,14,0,0,0,0,14
101021011,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,7,12,4,0,57,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,24,14,3,3,5,0,21,698,126,169,76,7,1071,1572,303,327,108,27,2337,4,0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,9,4,0,3,0,0,14,0,0,0,0,0,0,6,0,0,0,0,4,18,9,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,11,8,4,5,0,0,12,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,9,0,0,4,0,13,39,6,11,4,0,55,7,0,0,0,0,7
101021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,0,0,26,4,0,0,0,0,3,519,67,85,12,4,679,1261,245,159,18,12,1687,3,0,0,0,0,3,11,3,3,0,0,15,5,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,9,0,5,0,0,11,7,0,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,34,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,4,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,4,6,0,0,42,9,0,0,0,0,5
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,3,3,3,0,17,336,31,48,36,7,463,641,59,132,74,18,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0
101031014,0,0,5,0,3,0,0,7,0,0,0,0,0,0,60,0,3,0,3,62,3,0,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,35,0,3,0,0,37,42,3,6,0,0,51,1592,80,107,33,19,1827,2400,173,233,49,24,2879,3,0,0,0,0,3,7,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,10,4,3,0,0,19,0,0,0,0,0,0,6,0,0,0,0,5,13,0,0,0,0,13,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,15,56,5,0,0,0,66,0,0,0,0,0,4
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,7,0,0,0,3,0,12,116,32,61,46,5,255,247,65,170,88,17,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,5,3,0,11,0,0,0,0,0,0
101031016,0,0,15,0,0,3,0,17,0,0,0,0,0,3,69,3,18,3,0,91,9,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,74,7,8,3,0,88,38,3,7,3,0,53,1748,122,177,60,19,2128,3019,243,339,99,36,3732,28,0,3,0,0,29,16,0,0,0,0,16,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,16,0,0,0,0,0,0,23,0,0,0,0,21,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,13,3,0,0,0,0,11,6,3,0,0,0,9,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,11,69,3,6,0,0,82,0,0,0,0,0,0
101041017,0,0,3,0,0,0,0,3,0,0,0,0,0,0,60,3,9,0,0,72,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,3,23,0,4,0,0,28,27,3,3,0,3,39,1908,96,139,31,34,2206,3001,238,308,50,46,3644,7,0,0,0,0,8,7,0,3,0,0,11,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,11,5,0,0,0,13,3,0,3,0,0,4,4,0,0,0,0,7,13,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,6,56,3,11,0,0,73,0,0,0,0,0,0
101041018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,5,0,25,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,8,0,3,0,0,10,533,36,83,17,8,679,671,77,183,21,12,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,4,0,0,3,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,12,4,4,0,0,18,0,0,0,0,0,0
101041019,0,0,8,0,0,0,0,10,0,0,0,0,0,0,77,4,7,0,0,91,17,0,0,0,0,20,3,0,0,0,0,4,3,0,0,0,0,3,32,0,5,0,0,36,65,0,4,0,3,69,2391,95,146,35,27,2692,3798,227,299,60,51,4427,13,0,0,0,0,13,3,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,19,3,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,3,12,0,3,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,11,0,4,0,0,9,0,0,0,0,0,0,12,0,0,0,0,16,69,3,0,0,0,76,0,0,0,0,0,0
101041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,5,0,25,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,7,3,0,8,3,4,17,259,29,165,91,12,551,540,116,391,131,22,1198,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,7,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,17,0,5,0,0,22,0,0,0,0,0,0
