SA2_MAINCODE_2016,Tot_65_69_HW_0,Tot_65_69_HW_1_15,Tot_65_69_HW_16_24,Tot_65_69_HW_25_34,Tot_65_69_HW_35_39,Tot_65_69_HW_40,Tot_65_69_HW_41_48,Tot_65_69_HW_49mor,Tot_65_69_HW_NS,Tot_65_69_Tot,Tot_70_74_HW_0,Tot_70_74_HW_1_15,Tot_70_74_HW_16_24,Tot_70_74_HW_25_34,Tot_70_74_HW_35_39,Tot_70_74_HW_40,Tot_70_74_HW_41_48,Tot_70_74_HW_49mor,Tot_70_74_HW_NS,Tot_70_74_Tot,Tot_75ov_HW_0,Tot_75ov_HW_1_15,Tot_75ov_HW_16_24,Tot_75ov_HW_25_34,Tot_75ov_HW_35_39,Tot_75ov_HW_40,Tot_75ov_HW_41_48,Tot_75ov_HW_49mor,Tot_75ov_HW_NS,Tot_75ov_Tot,Tot_Tot_HW_0,Tot_Tot_HW_1_15,Tot_Tot_HW_16_24,Tot_Tot_HW_25_34,Tot_Tot_HW_35_39,Tot_Tot_HW_40,Tot_Tot_HW_41_48,Tot_Tot_HW_49mor,Tot_Tot_HW_NS,Tot_Tot_Tot
102011042,8,32,24,15,10,11,0,10,3,122,3,12,12,7,3,6,0,6,4,46,0,9,4,0,0,0,0,0,3,22,148,652,629,590,588,541,221,375,87,3837
102011043,0,27,19,22,14,8,8,9,0,102,0,8,12,3,8,0,0,6,0,42,0,4,4,0,0,0,0,0,0,12,82,431,368,444,422,351,121,259,47,2521
102021044,7,33,37,20,17,14,8,10,4,140,0,14,4,3,3,4,3,0,0,37,6,9,11,3,0,0,0,0,0,26,163,800,606,651,621,513,238,352,97,4028
102021045,0,4,6,7,3,0,0,0,0,24,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,34,149,139,186,204,151,83,132,30,1107
102021046,3,3,6,6,0,3,0,3,0,25,0,3,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,26,200,150,147,137,141,49,85,18,951
102021047,3,19,14,12,13,19,4,14,3,98,0,3,10,9,3,3,3,3,0,35,0,8,0,4,0,6,0,0,0,16,148,501,514,575,1005,971,519,636,59,4924
102021048,4,23,16,12,11,11,0,5,4,83,0,15,12,4,0,0,0,4,0,35,0,7,0,3,0,0,0,0,0,12,178,827,600,691,734,491,205,336,89,4149
102021049,3,8,5,5,0,4,3,3,0,31,0,0,3,4,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,11,31,140,115,113,116,118,42,94,17,784
102021050,0,18,8,9,7,3,4,5,0,59,0,14,3,4,3,0,0,0,0,24,0,3,0,0,0,0,0,0,0,5,78,213,205,215,405,306,142,219,24,1802
102021051,4,17,5,8,14,13,3,15,0,74,0,5,8,3,0,0,0,0,3,23,0,3,0,0,0,0,0,0,0,6,63,216,189,216,463,416,163,246,36,2009
102021052,0,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,80,70,68,47,94,30,54,19,464
102021053,0,25,24,17,3,11,3,13,3,106,3,25,6,5,3,5,5,3,0,52,0,7,4,0,0,4,0,3,3,23,95,558,472,472,505,487,203,385,58,3222
102021054,3,14,9,11,8,6,3,3,0,59,0,6,3,0,8,0,0,0,0,18,0,4,0,5,0,0,0,3,0,14,84,310,305,374,369,266,157,236,50,2149
102021055,12,29,22,19,31,25,8,13,0,159,5,13,13,7,8,3,5,11,3,69,0,3,0,0,0,0,0,0,3,11,306,1241,1054,1172,1956,1562,741,1083,178,9298
102021056,15,21,34,22,22,27,3,18,6,173,0,13,10,7,3,3,0,0,0,40,0,3,4,0,0,0,0,0,0,13,257,540,735,779,1165,1160,468,734,101,5940
102021057,6,28,23,18,26,15,3,21,6,134,0,18,5,9,0,3,0,0,0,41,0,3,7,0,0,0,0,0,5,13,176,513,523,554,1264,956,454,583,93,5122
103011058,18,73,53,35,37,50,18,57,5,345,8,47,16,14,9,8,7,7,0,121,5,28,10,5,7,7,0,5,0,77,505,1716,1311,1499,2797,2097,1016,1550,257,12748
103011059,8,18,10,11,18,18,7,20,0,100,3,12,5,3,4,3,0,3,0,32,0,8,0,0,0,3,0,3,0,18,137,376,305,353,743,617,349,629,60,3560
103011060,3,26,13,15,3,16,11,36,3,124,3,6,8,14,3,9,4,22,4,78,3,12,4,11,0,8,3,11,5,58,40,173,122,134,133,223,84,293,29,1226
103011061,4,12,26,11,10,21,13,30,5,133,3,27,12,7,7,3,0,18,3,78,4,4,0,3,0,4,0,5,7,32,64,198,178,167,424,331,208,459,54,2079
103021062,3,13,12,15,9,21,9,49,4,143,3,7,12,13,5,10,0,20,0,69,3,9,7,8,3,10,5,23,8,78,100,247,205,290,251,478,217,649,83,2530
103021063,0,15,26,19,23,20,13,21,4,136,3,16,13,6,0,3,5,14,0,58,0,7,3,6,0,6,0,10,3,29,125,424,424,484,773,589,308,532,67,3728
103021064,0,16,7,10,6,11,10,38,3,101,0,13,3,11,3,13,3,15,6,62,4,10,10,7,0,4,10,9,7,67,57,180,152,176,149,253,142,409,50,1567
103021065,3,22,20,17,13,25,15,45,0,163,6,23,7,8,0,6,3,18,4,79,8,7,6,10,4,8,3,21,16,86,163,377,361,482,666,709,346,786,104,3984
103021066,3,13,12,9,3,17,6,30,7,91,5,7,3,4,3,4,3,3,5,48,3,4,3,11,3,12,0,8,0,37,35,137,123,118,145,205,113,309,35,1228
103021067,14,23,17,12,17,17,8,17,0,129,3,9,4,6,0,7,0,3,3,47,0,4,3,0,0,0,0,3,3,17,178,483,381,502,830,595,394,596,90,4061
103021068,5,7,3,4,7,5,6,27,0,73,9,10,0,7,3,3,3,20,0,50,4,8,10,7,0,3,5,10,5,54,60,108,102,122,134,181,259,431,36,1437
103021069,10,15,18,6,9,13,4,38,9,120,4,6,12,4,3,3,0,20,5,60,8,13,3,7,4,12,0,17,6,69,93,265,223,261,304,384,203,770,80,2584
103031070,7,38,25,15,30,12,6,15,4,151,7,30,7,6,11,8,0,8,0,68,0,12,4,3,0,0,0,3,5,25,209,633,612,651,1065,811,357,578,95,5013
103031071,9,14,9,9,5,5,3,20,0,71,0,14,13,9,0,4,3,10,0,50,0,3,13,3,0,8,0,8,3,37,89,204,168,180,442,507,316,475,54,2430
103031072,7,32,20,20,15,18,3,20,4,147,3,13,8,12,4,0,4,10,4,59,0,3,3,4,3,4,7,7,3,36,182,637,642,735,947,779,428,808,87,5246
103031073,3,9,4,6,0,5,8,8,0,50,0,7,0,12,4,0,0,12,5,38,0,4,7,0,9,5,0,9,0,29,32,133,101,124,105,129,74,154,16,872
103031074,13,24,19,29,10,23,3,55,4,183,3,20,14,9,3,14,7,22,4,108,9,14,15,14,6,14,3,11,6,90,150,321,280,333,389,490,546,1202,99,3805
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,12,19,11,14,9,12,5,30,3,101,5,19,9,8,3,5,3,20,10,84,3,13,5,5,3,9,7,16,12,65,129,284,218,250,351,344,358,926,69,2927
103041077,25,83,60,47,51,56,16,36,16,395,10,31,28,18,12,8,13,16,6,142,3,17,12,6,3,5,0,7,11,76,575,1616,1535,1788,3168,2785,1425,2060,245,15198
103041078,9,32,18,8,13,14,3,13,3,105,3,11,6,8,3,3,0,3,0,35,4,3,3,5,0,0,0,0,0,15,121,375,284,333,613,561,343,668,58,3346
103041079,12,33,33,29,23,28,19,54,7,245,3,22,16,15,11,15,17,35,5,141,3,14,17,13,10,11,4,21,5,107,137,337,308,332,461,587,408,962,86,3612
104011080,14,53,46,39,34,32,14,32,12,270,3,27,21,6,8,13,3,10,11,98,0,22,13,7,3,4,3,9,10,64,381,1144,1030,1325,2096,1372,769,1148,171,9434
104011081,3,33,17,17,6,20,3,27,3,142,4,11,14,8,3,7,9,13,0,69,0,10,9,6,0,4,3,18,7,65,60,264,228,264,229,256,147,430,70,1951
104011082,10,46,37,23,14,13,10,24,6,189,5,21,17,9,0,8,0,14,0,72,3,15,3,4,6,3,0,6,4,49,201,749,660,773,787,601,312,657,106,4842
104021083,3,15,11,13,4,7,5,7,0,68,0,5,3,4,0,3,0,7,0,29,0,9,3,3,3,0,0,5,3,26,55,317,238,296,259,198,115,199,34,1708
104021084,10,58,22,14,31,13,7,21,3,176,0,23,6,6,0,5,4,6,0,59,0,3,5,4,3,3,0,0,4,25,252,1067,776,942,1295,851,479,588,127,6379
104021085,19,70,70,56,67,46,16,45,9,387,7,25,22,19,10,3,6,9,5,102,0,12,10,0,3,3,0,0,6,43,471,1361,1453,1906,2973,2232,988,1528,209,13115
104021086,0,9,3,3,0,0,0,0,0,25,4,4,3,0,0,0,0,3,0,18,0,0,0,0,0,3,0,0,0,7,16,85,66,90,81,75,38,94,19,560
104021087,3,14,12,9,0,8,3,20,4,64,4,8,5,7,4,5,0,7,0,49,5,5,0,5,3,4,0,9,7,29,44,146,116,165,111,94,57,196,26,948
104021088,0,19,8,7,4,8,0,9,0,63,0,3,3,4,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,3,26,262,151,185,151,150,65,178,29,1200
104021089,7,47,20,13,15,12,4,11,8,139,0,11,9,4,3,0,0,3,0,39,0,6,6,3,0,0,0,0,0,23,132,768,515,640,748,577,318,539,82,4314
104021090,3,19,9,6,6,3,0,8,0,54,0,5,4,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,9,45,159,141,163,190,160,88,175,23,1145
104021091,7,33,16,10,6,15,0,13,0,92,0,11,3,3,0,0,0,0,0,24,4,8,0,0,0,0,0,0,3,19,110,458,378,508,568,470,210,468,65,3230
105011092,6,15,8,10,6,8,0,21,0,78,0,4,3,5,0,3,0,12,0,28,0,3,0,0,0,7,0,3,4,22,51,81,81,156,318,269,116,363,43,1482
105011093,0,4,4,7,6,13,0,19,0,64,0,0,0,4,6,5,0,4,3,23,0,4,3,0,0,3,0,11,0,21,110,132,154,178,263,286,268,812,61,2265
105011094,0,14,11,5,3,12,0,29,4,76,0,9,4,0,3,6,7,14,3,46,4,7,0,3,4,6,5,4,3,32,64,130,118,145,227,235,119,407,61,1503
105011095,10,13,7,8,9,20,3,25,4,97,0,7,6,5,3,7,0,9,7,45,7,5,4,16,0,8,3,21,6,70,73,179,158,206,307,364,228,682,50,2252
105011096,3,20,10,3,10,26,4,28,6,112,7,14,12,4,4,5,0,15,3,71,0,4,4,4,0,6,0,17,3,38,73,203,178,245,332,319,128,582,72,2134
105021097,13,48,34,18,20,27,13,37,3,213,4,20,7,10,8,7,5,5,6,71,8,8,4,0,0,4,4,3,8,48,315,750,559,800,1432,1091,561,1179,163,6845
105021098,3,9,0,0,11,10,4,20,0,57,0,3,0,0,0,5,0,15,0,29,0,0,3,3,0,3,0,5,3,16,34,43,70,74,138,176,59,389,42,1013
105031099,8,20,11,15,12,21,7,48,3,146,3,15,11,4,4,13,3,26,3,83,3,9,8,14,0,17,9,23,3,83,94,285,266,341,390,367,214,603,65,2623
105031100,9,35,34,18,37,36,9,34,3,219,5,14,10,3,3,10,3,16,5,71,0,5,9,3,0,7,0,0,9,32,209,399,488,586,1476,1508,628,1057,130,6487
105031101,13,39,33,34,46,37,16,36,11,266,0,17,12,11,9,6,4,10,3,80,3,16,11,0,3,7,0,0,4,56,376,1130,897,1138,2514,1581,880,1214,179,9924
105031102,0,11,9,8,7,0,6,17,0,52,0,10,3,8,0,0,0,4,0,30,0,12,3,6,0,0,0,3,0,21,61,261,197,238,419,358,205,338,35,2108
105031103,0,3,12,16,6,8,8,26,3,77,0,9,3,4,3,9,3,12,0,46,0,10,7,3,8,11,0,13,3,53,37,89,93,98,120,176,93,323,19,1036
105031104,3,8,11,7,8,10,5,28,6,84,0,5,9,3,3,6,0,23,4,55,0,4,5,4,3,10,0,24,0,57,57,178,157,164,228,217,103,453,48,1605
105031105,11,28,8,11,12,20,7,35,6,134,0,13,3,5,3,5,8,14,7,57,3,8,7,7,5,6,4,10,8,53,77,216,165,215,332,370,219,624,61,2286
105031106,9,23,13,13,7,13,5,34,3,120,0,10,7,8,0,11,3,15,0,66,3,12,6,10,0,8,0,18,7,62,84,253,210,299,382,435,165,439,59,2334
106011107,5,41,19,10,15,18,6,25,0,141,0,4,11,15,0,9,3,12,0,52,0,7,6,0,0,5,0,11,3,31,114,658,555,502,600,600,337,553,69,3993
106011108,6,43,31,16,19,19,3,12,7,157,3,12,7,7,0,4,3,8,0,51,0,6,5,0,0,0,0,0,6,21,272,927,905,832,1255,933,489,626,119,6353
106011109,7,20,17,15,3,4,3,11,3,75,0,8,6,0,0,3,0,3,0,28,3,0,10,3,0,3,0,0,4,23,72,178,144,142,283,314,169,306,30,1642
106011110,5,26,26,8,8,16,5,26,0,117,3,11,6,9,6,4,4,11,3,66,3,9,14,10,0,9,8,6,0,59,90,361,288,253,311,287,130,391,52,2155
106011111,0,18,13,11,8,5,6,9,0,78,0,3,3,0,0,0,0,0,0,14,0,0,5,0,3,0,0,3,3,12,101,552,465,454,557,546,223,386,55,3336
106011112,7,35,21,18,17,25,12,33,4,174,3,9,10,10,3,5,0,8,0,42,4,9,3,3,3,0,3,7,3,37,287,924,814,849,1255,1272,958,1614,161,8149
106011113,7,12,20,7,10,7,17,23,0,109,0,10,9,11,5,10,4,13,6,62,0,0,0,0,0,3,4,7,5,27,301,209,272,316,882,1025,1499,2240,151,6893
106021114,8,32,22,11,22,16,4,18,3,143,0,6,5,5,3,4,4,3,3,40,0,5,3,0,0,0,0,0,0,9,266,708,791,947,1551,1022,461,599,107,6459
106021115,9,49,35,22,17,15,6,12,3,166,6,28,13,3,4,6,0,4,0,69,0,8,3,4,3,3,0,0,6,31,277,1332,1036,1034,1217,1146,599,870,123,7637
106021116,6,22,4,8,8,0,0,10,0,52,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,8,21,170,139,143,152,136,70,133,20,993
106021117,3,32,19,18,25,21,8,22,0,158,3,20,5,9,6,8,4,3,0,59,0,13,5,0,4,4,0,10,4,42,223,925,725,812,1374,1367,778,1161,127,7495
106021118,4,7,26,16,8,15,5,12,0,95,0,8,4,6,5,0,0,3,0,30,0,4,3,5,0,0,0,0,4,19,116,392,359,404,729,752,384,659,59,3850
106031119,0,6,0,3,0,3,0,0,3,23,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,9,29,148,94,117,112,128,47,112,15,802
106031120,0,7,4,0,3,7,0,3,0,30,0,8,0,3,0,0,0,7,0,16,0,3,0,0,0,0,0,0,0,3,28,179,117,130,123,81,38,86,9,789
106031121,13,69,39,44,19,22,9,21,0,247,5,42,18,10,5,4,3,8,4,114,0,18,6,13,0,3,0,3,6,44,266,1222,982,1017,1082,930,448,689,122,6764
106031122,8,26,22,14,24,26,12,32,4,177,3,17,7,9,8,3,0,6,0,55,3,6,4,0,3,4,0,6,0,28,323,899,725,862,2111,1875,1345,1581,170,9897
106031123,3,6,3,5,8,3,0,6,0,39,0,0,3,3,0,0,0,3,0,9,0,5,4,0,0,0,0,3,0,15,29,107,75,81,67,99,55,207,15,736
106031124,4,28,15,7,8,6,3,6,3,74,3,10,3,0,0,3,0,0,0,29,0,6,4,0,0,0,3,0,0,18,45,184,135,165,180,161,86,130,21,1106
106031125,3,30,11,14,12,6,7,17,7,111,0,16,3,4,3,0,3,4,3,39,3,15,9,3,0,3,0,3,0,39,228,537,448,534,1477,1398,895,906,107,6525
106041126,3,26,21,9,14,16,7,21,7,124,4,3,6,3,0,0,0,10,3,38,3,4,4,3,0,6,0,3,3,27,331,582,592,696,1437,1127,1089,1471,144,7464
106041127,5,11,9,3,5,12,6,16,0,60,0,9,4,3,8,0,3,14,0,42,0,4,0,3,0,0,0,6,3,17,74,156,138,158,291,309,302,533,57,2034
106041128,3,21,10,10,10,13,7,7,0,85,0,7,8,0,3,3,0,6,0,31,0,6,4,3,0,3,3,3,3,34,83,363,296,355,603,416,228,392,58,2792
106041129,8,25,16,14,5,11,3,46,7,131,0,12,8,8,3,10,4,16,3,69,3,12,10,12,4,18,0,8,3,74,88,261,221,240,263,375,202,541,49,2247
107011131,3,27,25,18,6,16,3,14,0,115,0,19,11,7,6,0,3,6,0,49,4,4,0,0,0,3,0,4,0,16,174,861,653,701,747,627,288,495,81,4628
107011132,0,4,0,5,4,0,0,3,0,19,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,3,21,92,74,129,156,148,68,134,11,849
107011133,5,5,5,5,13,16,6,8,0,65,0,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,6,126,109,154,185,710,646,628,635,71,3263
107011134,4,42,37,19,24,29,12,25,4,195,3,13,11,3,9,5,3,11,0,57,0,5,3,6,7,3,0,0,3,31,262,733,746,785,1784,2032,950,1428,138,8862
107011545,5,12,3,7,6,8,0,6,0,44,0,6,0,3,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,13,60,228,196,242,290,227,120,184,27,1582
107011546,8,22,29,16,25,17,9,22,0,150,0,10,3,3,4,0,0,0,6,28,4,3,0,3,0,3,0,0,4,16,289,756,800,871,1632,1481,923,1022,123,7901
107011547,0,3,4,5,0,0,0,3,0,26,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,11,58,64,54,61,69,27,61,13,418
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,16,12,7,13,5,63
107031136,0,16,7,8,8,3,0,7,0,60,0,9,0,5,0,3,0,3,3,24,0,3,0,0,0,0,0,0,0,5,76,458,337,370,370,343,171,288,44,2459
107031137,0,7,7,4,4,4,0,6,3,39,0,7,0,3,4,3,0,0,3,16,0,0,0,0,0,3,0,0,0,9,80,266,255,301,381,423,247,371,31,2355
107031138,3,25,16,17,7,14,9,13,3,98,7,21,7,7,3,8,0,0,0,43,0,5,5,3,0,0,0,0,0,17,92,562,440,425,424,400,193,296,34,2872
107031139,4,11,0,0,6,3,0,3,0,20,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,23,147,85,76,56,106,30,58,3,580
107031140,8,26,18,11,3,3,0,17,0,97,3,12,7,8,4,0,0,8,0,44,0,17,3,3,3,5,0,8,3,33,78,403,278,228,205,258,99,263,41,1860
107031141,0,15,3,3,0,6,0,3,0,36,0,4,3,0,0,5,3,0,3,14,0,3,0,0,0,0,0,0,3,10,84,417,290,334,377,457,225,454,37,2678
107031142,5,19,16,10,18,11,5,4,3,91,3,10,3,10,0,0,4,0,3,25,0,3,0,0,0,0,0,0,0,13,227,1058,868,790,1278,821,413,495,110,6067
107031143,6,16,12,13,14,9,4,3,4,92,3,8,3,5,0,5,0,0,3,34,0,4,3,3,0,0,0,3,3,21,177,521,545,595,708,668,270,391,60,3933
107041144,6,39,25,17,20,15,5,8,7,128,6,13,13,6,7,3,0,3,3,58,0,6,0,4,3,0,0,6,0,18,220,971,782,678,1052,908,397,658,99,5769
107041145,9,15,20,10,6,8,6,6,3,77,0,14,0,3,3,0,0,3,0,31,0,9,0,0,0,0,0,0,3,13,124,552,432,497,559,508,212,369,77,3335
107041146,10,36,39,16,18,16,4,19,4,163,3,20,3,8,4,5,0,6,6,58,0,10,8,3,0,0,0,5,0,27,233,1429,891,772,1287,935,384,661,100,6691
107041147,6,12,5,10,12,3,0,6,0,49,0,3,5,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,11,69,313,261,265,346,344,155,229,44,2033
