SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
119041378,159,18,0,862,0,3,277,431,390,199,32,0,1333,0,0,44,240,289,146,40,8,767,0,15,39,27,37,28,10,0,160,179,789,2733,2683,2558,1741,404,39,11123
119041379,19,8,0,95,0,0,29,47,37,20,6,0,139,0,0,9,19,24,21,7,0,83,0,5,3,11,6,5,3,0,38,118,233,509,492,554,435,144,19,2497
119041380,13,3,0,72,0,0,27,39,39,20,9,0,139,0,0,9,18,35,24,3,0,94,5,6,9,10,3,0,3,3,38,96,211,488,456,423,266,75,14,2028
119041381,26,4,0,236,0,3,57,77,90,65,10,0,299,0,0,8,36,58,14,8,4,129,3,8,31,24,15,14,3,0,100,299,569,1420,1238,1199,822,226,27,5801
119041382,22,6,0,102,0,0,16,27,39,23,8,0,121,0,0,5,14,24,15,3,0,59,3,0,6,11,5,3,3,0,41,200,282,453,476,500,351,121,14,2410
120011383,33,9,0,171,0,5,63,78,87,54,13,5,309,0,5,30,55,56,33,11,7,199,3,15,10,16,13,6,3,3,66,183,441,956,822,895,599,192,29,4120
120011384,195,34,0,1394,0,3,522,1060,681,345,46,4,2669,0,4,159,686,651,254,46,4,1807,10,29,59,49,59,42,8,0,251,432,1578,5590,5224,4041,2427,504,36,19822
120011385,28,12,0,205,0,0,35,71,55,53,15,3,230,0,0,15,74,81,57,25,3,253,11,7,17,21,4,8,11,0,82,285,484,976,829,754,551,230,37,4141
120011386,45,5,4,233,0,0,53,117,92,55,16,0,343,0,0,21,73,64,42,17,3,227,5,17,14,17,14,14,3,3,83,373,556,1172,1161,1098,744,229,41,5380
120021387,54,20,3,307,0,6,61,149,145,75,32,4,469,0,3,29,95,152,84,42,7,409,4,8,17,9,14,10,3,0,63,158,460,1214,1042,1024,684,313,44,4956
120021388,84,27,4,542,0,0,120,237,238,149,43,0,793,0,5,39,123,143,99,45,3,450,5,20,34,33,23,19,12,0,162,376,1073,2515,2350,2097,1489,470,57,10426
120021389,51,8,4,388,0,3,103,208,206,116,21,7,659,0,0,30,120,101,71,23,3,352,0,8,21,23,18,4,3,0,75,157,502,1421,1414,1231,798,209,32,5760
120031390,89,10,0,526,0,0,155,269,312,175,21,0,932,3,0,33,90,116,90,11,0,346,4,6,16,24,14,12,5,0,85,298,554,1909,1671,1745,1272,274,31,7755
120031391,127,26,3,742,0,7,198,363,376,260,48,7,1260,0,0,48,178,194,154,70,8,659,14,27,32,27,32,30,3,0,173,748,1460,3300,2673,2644,1909,499,74,13313
120031392,20,0,0,88,0,0,16,29,27,17,5,0,93,0,0,7,16,13,8,0,0,40,3,7,0,7,7,3,0,0,25,62,143,353,326,358,252,78,12,1579
120031393,27,5,0,134,0,0,26,30,36,34,5,0,141,0,0,0,14,18,16,0,3,60,3,3,16,3,9,12,0,0,44,169,225,571,595,601,470,117,21,2764
120031394,28,7,0,169,0,0,25,56,60,25,4,0,173,0,0,5,22,30,16,6,0,80,0,6,6,7,5,0,0,0,26,103,199,607,584,604,406,114,20,2631
120031395,40,10,0,181,0,0,36,56,66,47,9,0,208,0,0,15,39,55,35,12,0,151,0,5,9,7,10,10,3,0,48,152,301,713,679,771,577,144,23,3363
120031396,98,18,3,572,0,6,191,338,297,153,30,7,1029,0,3,49,202,202,79,27,6,562,5,21,49,36,49,25,8,0,194,313,1158,2713,2486,2329,1439,322,47,10816
120031575,148,26,4,535,0,0,83,127,181,138,35,3,576,0,3,14,54,58,63,14,4,214,0,3,19,21,20,28,9,0,99,189,596,1623,1524,1801,1544,388,63,7732
120031576,25,11,0,137,0,0,26,53,44,37,10,0,162,0,0,4,13,29,20,4,0,73,0,0,6,10,11,0,3,0,36,52,192,591,609,675,458,82,8,2675
121011398,190,45,7,1588,0,13,742,1271,787,443,93,10,3356,0,5,223,881,899,507,130,17,2657,23,41,83,82,75,48,9,9,378,1317,3124,7434,6446,5040,3275,895,115,27653
121011399,39,10,0,205,0,0,51,79,62,49,12,0,253,0,0,13,69,75,34,11,0,199,0,4,3,3,14,7,4,0,37,78,239,660,659,646,525,167,26,2993
121011400,122,43,3,816,0,4,283,472,389,232,58,3,1442,0,3,81,315,419,217,76,15,1133,0,14,32,41,43,22,12,5,169,394,1055,3057,2901,2625,1750,584,88,12447
121011401,266,61,12,2287,0,15,1072,1550,993,575,103,8,4324,0,5,279,1180,1260,580,110,14,3423,13,23,129,90,77,45,13,3,408,401,2311,8738,7508,5800,3624,925,109,29424
121011402,79,27,3,418,0,0,116,177,166,114,33,7,610,0,0,42,139,184,116,49,12,538,8,10,20,21,21,10,8,3,102,332,708,1508,1432,1521,1130,414,76,7118
121021403,62,12,0,343,0,0,48,112,135,68,11,0,368,0,0,7,36,45,31,6,5,130,3,7,11,15,19,12,3,0,68,300,348,773,1002,1092,809,198,30,4565
121021404,9,0,0,71,0,0,16,22,30,18,3,0,93,0,0,0,14,5,10,4,0,32,0,0,3,4,9,3,5,0,23,129,178,240,358,407,264,83,4,1668
121021406,45,13,0,262,0,0,69,137,111,85,9,0,419,0,0,34,80,77,53,12,3,258,10,12,15,17,10,8,7,0,79,483,524,972,1064,1133,802,243,49,5265
121021577,98,20,0,494,0,3,120,196,219,166,27,3,738,0,4,29,87,129,76,36,4,364,10,14,30,29,28,18,8,0,134,768,1204,2123,1941,2058,1596,420,47,10163
121021578,39,13,0,189,0,0,25,68,51,39,7,0,184,0,0,5,22,42,31,4,3,103,0,4,4,4,7,7,3,0,35,110,254,519,665,673,517,140,15,2888
121021579,33,7,0,138,0,0,37,46,51,39,7,0,185,0,0,8,22,35,15,5,0,82,3,8,3,4,4,4,0,0,23,177,276,492,495,499,371,101,20,2434
121031407,82,21,3,350,0,5,56,135,161,105,30,6,490,0,3,17,92,166,103,56,5,443,6,8,14,11,20,11,5,7,78,298,465,1017,1008,1330,904,374,77,5481
121031408,78,27,4,264,0,0,47,106,134,90,35,3,417,0,0,14,60,135,88,45,8,358,3,14,10,10,20,7,7,3,69,275,405,804,842,1148,847,344,62,4727
121031409,67,20,3,400,0,4,110,186,229,101,33,4,670,0,0,39,131,192,137,40,11,553,8,11,16,16,15,13,8,0,85,210,501,1121,1149,1347,907,313,48,5598
121031410,53,19,7,245,0,0,31,77,92,81,25,4,312,0,0,10,39,76,50,12,4,190,3,7,12,15,11,17,7,3,67,391,410,665,757,947,725,311,81,4288
121031411,38,14,0,185,0,0,30,60,74,63,33,7,269,0,0,10,31,76,38,18,6,183,3,3,14,17,16,10,0,4,59,315,369,652,679,902,651,324,73,3969
121031412,91,31,4,447,0,0,79,144,192,167,40,5,631,0,0,12,87,159,116,37,11,417,3,16,7,14,22,17,3,0,95,238,521,1022,1182,1570,1200,424,67,6231
121041413,57,9,3,207,0,3,40,75,84,43,26,0,263,0,0,27,62,79,64,34,12,286,3,4,10,13,8,5,3,0,51,256,375,776,676,677,503,255,54,3574
121041414,82,27,4,572,0,0,231,333,263,151,38,4,1024,0,0,41,218,236,150,50,14,709,3,7,32,17,24,15,13,0,110,302,844,2351,1934,1620,1179,483,60,8771
121041415,83,37,3,497,0,3,98,192,192,157,61,16,716,0,0,30,144,234,166,98,31,705,4,9,17,26,30,24,17,5,130,368,923,1945,1698,1740,1312,613,142,8738
121041416,51,19,0,378,0,3,159,238,172,131,44,6,759,0,0,46,170,202,148,51,11,630,4,7,19,10,15,14,11,0,70,226,680,1790,1471,1202,863,384,54,6676
121041417,344,65,9,4239,0,35,2748,4049,2151,907,151,14,10049,3,8,972,3618,3301,1333,223,26,9487,14,61,168,152,96,61,19,7,585,600,3570,15399,14414,9386,4452,1031,128,48972
122011418,44,15,3,221,0,0,33,88,106,65,16,4,312,0,0,13,80,117,85,28,8,336,3,7,16,14,24,8,4,9,97,242,527,921,1006,1158,812,307,69,5048
122011419,61,22,4,445,0,0,119,215,200,114,35,8,698,0,3,40,165,179,116,41,6,556,8,11,24,30,32,16,5,3,129,548,932,2194,1810,1602,1120,413,68,8689
122021420,30,10,5,149,0,0,25,53,85,54,19,7,238,4,0,12,50,59,61,39,7,221,4,7,6,10,15,14,4,3,69,286,347,538,616,762,605,285,46,3489
122021421,20,7,0,100,0,3,19,44,55,37,21,6,184,0,0,0,17,44,38,19,10,127,3,3,3,7,11,7,3,0,38,103,169,293,396,509,405,188,41,2102
122021422,23,15,0,125,0,0,13,40,60,44,19,0,181,0,0,3,37,55,41,17,0,155,0,3,6,7,7,13,4,0,41,192,249,382,507,608,480,194,19,2626
122021423,134,22,4,655,0,0,138,255,261,155,38,5,862,4,3,48,167,211,125,46,8,612,19,14,50,41,45,38,8,3,221,877,1187,2525,2701,2852,2068,624,99,12936
122031424,3,3,0,52,0,0,7,32,34,15,0,0,88,0,0,0,11,21,8,0,0,41,4,0,0,0,6,4,0,0,23,129,107,210,301,332,246,76,8,1406
122031425,42,7,0,209,0,7,53,97,91,43,6,3,301,0,0,22,53,59,31,3,0,169,0,3,6,6,15,5,3,0,41,88,186,497,704,737,499,110,19,2843
122031426,64,6,3,307,0,0,59,118,98,81,17,0,370,0,0,27,89,95,64,15,0,286,5,4,14,13,17,6,11,0,76,370,505,1193,1211,1184,892,244,37,5646
122031427,37,5,3,143,0,0,8,40,38,45,11,3,149,0,0,0,30,40,28,4,3,110,0,0,9,9,15,3,3,0,37,180,189,340,513,587,401,127,52,2388
122031428,144,37,0,905,0,8,298,581,461,197,54,4,1602,0,3,79,367,414,193,43,0,1109,8,16,35,37,44,38,6,3,184,645,1065,3076,3390,3272,1966,657,78,14153
122031429,130,32,0,754,0,6,182,393,333,198,43,3,1155,0,8,56,206,253,139,38,13,715,15,25,51,45,50,42,12,0,244,1049,1695,3594,3350,3403,2339,661,97,16179
122031430,37,9,0,191,0,0,23,64,77,53,14,0,231,0,4,0,40,63,27,11,0,137,4,3,14,13,18,12,3,0,61,211,249,638,758,837,605,194,24,3511
122031431,50,5,0,242,0,0,36,95,90,60,21,0,296,0,0,13,52,66,40,14,3,192,8,6,14,11,18,15,7,6,87,343,411,922,1011,1051,749,275,57,4821
122031432,17,6,3,99,0,3,20,29,51,29,5,0,139,0,0,3,18,35,15,5,3,81,0,4,9,5,5,9,0,0,39,164,254,437,478,553,343,129,27,2389
123011433,42,11,0,226,0,0,34,79,62,43,8,0,229,0,0,16,35,38,34,8,0,130,4,10,12,6,10,19,3,3,68,389,491,922,996,1064,811,168,22,4867
123011434,40,7,0,260,0,0,52,101,75,32,8,0,273,0,0,7,46,50,32,7,0,139,24,13,21,16,27,11,0,0,107,722,781,1193,1231,1135,734,155,14,5965
123011435,58,12,0,533,0,4,109,183,152,89,24,0,555,0,0,19,69,68,30,9,0,193,16,24,42,37,31,27,6,0,169,786,1024,2149,2206,1920,1179,250,16,9526
123021436,23,3,0,107,0,0,15,29,31,21,3,0,106,0,0,0,4,13,6,0,0,23,0,5,4,4,8,7,0,0,31,73,173,347,427,378,310,74,9,1788
123021437,149,18,3,862,0,12,202,331,311,196,24,0,1082,0,3,49,155,142,97,22,4,482,36,40,75,59,49,27,8,0,295,1681,2312,3974,3831,3418,2552,517,39,18328
123021438,35,0,0,159,0,0,23,49,33,26,3,0,125,0,3,3,5,8,11,0,0,31,3,0,5,4,11,0,0,0,28,208,166,451,424,426,349,76,3,2093
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,110,18,0,550,0,4,89,219,209,153,30,3,709,3,6,29,85,95,55,12,0,290,4,17,40,38,42,22,17,0,180,364,927,2339,2504,2818,1931,388,36,11316
123021441,16,4,0,66,0,0,5,21,8,7,3,0,46,0,0,0,3,10,4,4,0,20,3,0,4,3,3,3,0,0,19,97,174,309,307,285,200,75,3,1453
123021442,49,0,0,212,0,0,39,74,82,44,3,3,243,0,0,7,13,14,14,3,0,46,8,11,18,3,13,10,3,0,60,145,262,699,721,791,551,90,8,3269
123021443,56,8,0,339,0,7,63,114,129,89,13,0,401,0,3,10,44,61,45,10,3,174,3,15,23,24,30,18,5,0,119,420,643,1551,1759,1851,1260,220,15,7727
123021444,36,6,0,129,0,0,12,42,42,25,7,0,130,0,0,3,10,16,11,0,3,44,6,6,15,11,10,9,3,0,55,165,214,469,444,477,375,94,14,2246
123031445,14,0,0,75,0,9,33,56,45,36,0,0,175,0,4,10,23,13,14,0,0,66,0,3,0,4,9,3,3,0,22,76,103,254,290,253,196,39,3,1221
123031446,53,3,0,291,0,3,137,180,141,94,6,0,551,0,3,74,95,64,48,10,3,296,4,3,6,7,10,6,0,6,45,142,219,707,765,660,470,80,20,3068
123031447,35,10,0,212,0,4,29,67,64,54,3,0,222,0,0,7,26,31,17,5,0,86,10,3,16,26,24,17,3,0,101,414,424,780,902,952,718,165,20,4371
123031448,9,0,0,59,0,0,7,13,15,15,3,0,57,0,0,3,9,8,6,3,0,31,0,4,0,7,9,5,0,3,28,79,104,229,326,303,246,103,25,1414
124011449,15,3,0,61,0,0,4,14,19,15,7,3,65,0,0,0,3,5,4,0,0,14,3,3,3,5,4,7,3,3,31,86,71,161,220,296,256,102,24,1213
124011450,40,9,0,176,0,0,20,57,67,54,14,0,220,0,0,5,34,41,15,3,0,104,8,0,3,3,4,8,3,0,35,367,326,494,596,657,545,178,18,3181
124011451,0,0,0,5,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,10,3,0,45
124011452,54,7,0,222,0,0,22,69,73,73,14,4,256,0,0,5,25,42,34,10,0,127,7,18,15,20,16,21,15,0,105,432,632,1038,1197,1498,1276,389,48,6518
124011453,14,4,0,86,0,0,16,18,20,19,3,0,70,0,0,6,6,5,3,0,0,22,0,0,0,3,7,7,0,0,19,67,110,237,311,392,324,98,14,1548
124011454,75,15,0,243,0,0,17,64,89,71,8,0,258,0,0,10,12,20,16,4,0,68,11,0,10,12,18,10,3,0,71,408,428,666,888,1099,952,264,31,4735
124011455,19,5,0,52,0,0,3,10,29,15,0,0,63,0,0,0,10,13,9,5,0,30,0,0,3,6,6,4,0,0,23,53,67,138,205,281,269,108,12,1131
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,17
124031457,13,4,0,57,0,0,9,9,7,15,3,0,43,0,3,0,3,4,4,0,0,17,4,0,7,3,4,0,0,0,15,224,141,256,236,215,196,54,3,1323
124031458,28,11,0,161,0,3,20,57,64,29,5,0,183,0,3,11,23,25,12,0,0,71,5,5,5,12,14,8,3,0,55,154,309,657,670,638,414,108,20,2979
124031459,46,9,0,227,0,0,40,77,62,52,11,0,245,0,0,10,30,30,13,8,0,88,6,9,17,21,20,10,0,0,85,338,468,872,910,853,730,164,18,4355
124031460,21,0,0,108,0,0,18,33,34,26,6,0,115,0,0,6,3,20,4,3,0,36,7,6,10,7,4,3,0,0,29,248,211,419,422,450,271,69,6,2105
124031461,40,13,0,178,0,3,21,87,52,42,17,0,222,4,3,0,16,24,20,8,0,74,19,15,21,19,13,9,3,0,99,656,679,1213,1098,973,761,184,15,5582
124031462,119,21,4,672,0,6,128,223,223,184,29,0,799,0,0,33,117,108,86,9,0,354,6,14,22,20,28,14,0,0,107,229,582,1992,2016,1900,1545,296,27,8591
124031463,34,9,0,195,0,3,19,58,56,40,6,0,189,0,0,6,18,25,16,7,0,68,3,0,5,8,16,13,0,0,45,155,223,495,553,584,437,114,13,2575
124031464,173,25,0,1029,0,10,200,358,387,245,42,3,1244,0,12,55,161,181,129,42,6,582,32,41,75,65,61,52,14,8,346,1829,2416,4137,4096,4078,2926,618,51,20148
124031465,8,4,0,39,0,0,3,7,7,3,0,0,26,0,0,0,3,7,6,0,0,19,0,0,7,7,6,8,0,0,21,51,82,174,200,206,150,37,6,908
124041466,93,10,0,538,0,3,124,197,229,137,27,0,716,0,3,10,67,102,44,15,0,242,8,12,26,26,31,21,9,3,134,624,887,1779,1683,1794,1194,279,33,8282
124041467,60,10,4,309,0,3,39,114,126,88,12,5,393,0,0,9,39,48,43,7,4,146,13,15,27,17,29,15,9,0,123,519,708,1233,1313,1535,1178,259,30,6787
124041468,35,3,0,161,0,0,15,31,72,32,7,0,161,0,0,3,4,18,6,3,0,34,0,4,10,12,9,10,0,0,50,65,149,358,468,498,349,93,10,1997
124051469,63,6,0,321,0,3,51,117,102,75,10,0,356,0,0,13,40,56,28,4,0,138,5,8,23,13,15,14,0,0,81,141,442,1340,1435,1379,822,115,3,5682
124051470,19,3,0,85,0,0,10,19,24,18,0,0,67,0,0,9,9,8,3,3,0,26,0,4,6,3,9,3,3,0,40,236,191,360,344,349,300,58,7,1848
124051580,11,0,0,63,0,0,8,7,12,10,4,0,45,0,0,0,7,4,4,0,3,22,0,0,4,4,4,7,0,0,17,29,103,223,242,237,170,35,9,1046
124051581,109,23,3,498,0,3,61,147,160,99,19,3,494,0,3,15,46,74,52,10,0,204,12,20,38,35,39,27,10,0,170,553,879,2017,2084,2153,1596,342,45,9678
125011473,269,33,3,2045,0,18,657,1288,926,509,62,5,3457,0,24,167,549,574,328,49,3,1697,17,34,99,61,84,33,8,3,345,536,2101,7498,6919,5477,3366,574,50,26521
125011475,4,0,0,3,0,0,0,3,0,3,0,0,12,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,3,0,21,44,30,34,36,0,0,167
125011582,81,8,3,437,0,4,103,133,143,74,13,0,466,0,0,18,58,61,41,17,3,188,4,8,18,9,15,8,3,0,75,103,449,1448,1259,1211,831,160,15,5474
125011583,28,11,0,191,0,3,49,68,80,39,9,0,245,0,0,12,28,33,21,12,0,109,8,3,14,18,16,11,6,3,76,178,498,1138,958,845,521,140,8,4299
125011584,11,0,0,81,0,0,14,44,50,40,14,0,157,0,0,5,21,31,22,4,0,80,0,4,5,7,6,3,3,0,32,33,181,604,587,574,379,71,10,2436
125011585,9,0,0,29,0,0,0,6,8,3,0,0,22,0,0,3,0,0,3,3,0,12,0,0,3,0,3,0,0,0,12,22,68,145,155,142,100,32,3,660
125011586,112,23,0,703,0,4,132,291,304,180,25,0,942,4,6,28,107,134,85,25,0,392,12,20,50,35,46,27,3,0,190,404,1034,2922,2724,2806,1799,382,31,12092
125011587,29,3,0,141,0,0,23,72,62,32,12,0,200,0,0,11,20,25,23,7,0,97,0,3,4,9,15,3,0,0,36,42,192,699,627,637,426,82,6,2718
125021476,69,17,0,227,0,0,32,71,75,42,10,6,240,0,0,12,32,37,32,3,0,123,3,8,9,7,4,12,0,0,53,365,459,893,856,1035,786,238,31,4655
125021477,150,35,0,888,0,9,222,475,449,278,50,6,1489,0,0,62,229,276,177,22,3,769,5,25,50,39,51,32,12,5,213,331,989,2943,3226,3176,2230,418,49,13357
125021478,19,10,0,89,0,0,7,26,20,16,7,0,81,0,0,0,14,21,8,3,5,53,0,3,4,3,0,8,0,0,16,63,142,357,415,401,305,87,23,1789
125031479,80,9,0,359,0,4,50,136,153,87,12,0,438,0,0,15,52,53,40,14,0,173,3,11,24,22,25,14,3,0,105,155,598,1752,1811,1880,1334,262,23,7811
125031480,54,11,0,273,0,3,45,93,112,70,15,0,337,0,0,9,47,54,32,17,0,168,8,8,18,17,26,13,5,0,95,216,424,1177,1238,1323,943,231,15,5561
125031481,75,13,0,337,0,0,59,133,111,98,20,0,431,0,0,18,42,46,39,6,0,151,8,18,23,23,14,18,6,0,111,245,548,1506,1408,1426,1166,257,22,6570
125031482,65,8,0,347,0,0,71,126,128,67,8,0,399,0,0,13,31,47,31,5,0,133,5,9,17,23,8,6,5,0,74,168,407,1281,1422,1277,900,200,14,5674
125031483,23,3,0,125,0,0,37,59,47,36,0,0,177,0,3,9,34,26,7,3,0,75,3,9,22,20,13,20,3,0,81,152,361,1064,861,801,518,91,9,3846
125031484,25,0,0,115,0,0,12,31,33,23,8,0,110,0,0,3,6,11,12,3,0,39,0,6,0,9,5,3,0,0,37,126,239,571,540,510,409,94,15,2497
125031485,31,3,3,232,0,4,59,85,60,40,11,3,256,0,0,14,33,36,34,4,0,126,11,10,27,6,29,13,3,0,97,440,734,1426,1217,1048,699,151,19,5747
125031486,98,18,0,558,0,3,103,237,237,139,20,0,747,0,3,21,92,111,62,19,0,304,8,16,36,33,46,21,0,0,163,192,698,1987,2326,2450,1743,348,21,9769
125031487,14,3,0,128,0,6,23,61,56,25,5,0,169,0,0,8,23,25,16,3,0,76,0,3,6,9,14,8,3,0,45,53,219,702,738,704,418,75,3,2910
125041489,108,21,0,521,0,0,111,246,245,157,27,0,801,0,3,38,90,95,92,21,0,338,4,18,34,25,24,15,3,0,119,316,855,2176,1932,1821,1354,364,31,8854
125041490,47,9,0,207,0,0,40,80,63,44,16,0,241,0,0,6,26,37,29,10,6,115,3,0,4,5,12,3,3,0,47,207,314,751,753,842,624,197,20,3708
125041491,239,29,3,1359,0,4,442,557,413,258,49,3,1723,3,0,63,300,320,196,68,7,952,12,17,76,47,47,34,11,3,236,388,1079,4327,4108,3701,2818,616,45,17076
125041492,596,92,3,3943,0,17,1074,1993,1835,1120,143,10,6194,0,7,219,847,949,573,83,7,2686,31,83,170,164,137,74,18,3,677,1544,4897,13317,12288,10281,6610,1201,94,50228
125041493,42,9,0,192,0,0,36,75,63,38,8,3,225,0,0,14,38,53,17,3,0,121,3,3,8,18,10,6,5,0,54,89,263,722,783,765,511,127,13,3278
125041494,11,3,0,117,0,0,9,41,36,24,0,0,118,0,0,12,27,18,15,3,0,78,3,8,11,12,7,9,0,0,39,181,263,494,517,477,355,133,19,2438
125041588,40,9,0,236,0,0,47,104,113,66,8,0,339,5,0,13,46,49,34,8,0,159,8,16,28,18,18,11,0,0,96,204,463,1309,1265,1226,775,196,22,5446
125041589,20,3,0,102,0,0,18,30,19,15,4,0,91,0,0,9,18,24,18,11,0,81,0,3,9,11,14,5,3,0,47,167,325,693,608,517,337,108,17,2774
126011495,37,14,4,228,0,3,51,109,94,101,21,0,383,0,0,19,42,68,59,12,10,205,0,6,16,16,9,6,3,0,55,238,518,1033,1000,977,779,250,47,4831
126011496,98,21,0,424,0,3,104,161,187,126,27,3,617,0,0,25,92,93,74,27,0,317,3,11,13,9,15,21,4,3,79,320,507,1091,1146,1275,1029,305,48,5728
126021497,63,12,3,314,0,0,55,94,110,71,20,4,362,0,0,21,45,75,52,11,3,207,3,8,16,22,14,16,8,0,81,168,506,1315,1172,1313,1007,259,44,5784
126021498,56,14,3,399,0,4,106,202,198,102,31,0,640,0,0,25,113,108,86,13,7,360,7,9,26,13,23,14,3,3,98,282,552,1393,1400,1423,930,275,42,6290
126021499,35,12,3,152,0,0,35,57,68,55,13,0,229,0,0,11,31,48,49,23,7,171,9,8,0,6,3,3,0,0,30,121,236,556,543,681,561,224,40,2954
126021500,464,79,3,4302,0,27,1945,3824,2445,1068,140,10,9458,0,3,552,2508,2418,1034,127,14,6663,31,72,126,146,124,75,19,0,591,1200,3854,12494,14090,10269,5364,1010,108,48391
126021501,113,26,0,935,0,5,465,841,549,276,40,3,2181,0,3,169,676,706,267,31,3,1857,8,13,37,31,39,23,4,0,153,228,893,2964,3313,2677,1547,332,30,11976
126021503,83,10,0,320,0,0,55,117,93,65,21,0,356,0,4,12,42,63,53,7,3,191,4,7,16,11,24,9,4,0,84,300,533,1295,1104,1155,880,223,39,5534
126021590,0,0,0,23,0,0,7,6,17,12,0,0,44,0,0,0,7,10,6,3,0,24,0,0,0,3,3,0,0,0,7,33,58,87,114,141,110,27,7,573
126021591,76,13,0,377,0,3,72,130,126,70,12,3,409,0,0,25,60,72,57,8,5,226,8,14,27,16,31,11,5,0,114,556,862,1726,1532,1504,1087,244,34,7548
127011504,25,0,0,128,0,0,17,28,29,24,4,0,100,0,0,3,6,12,4,0,0,28,0,3,12,3,3,3,0,0,27,48,143,320,366,378,283,49,3,1585
127011505,17,3,0,110,0,3,23,49,37,29,5,0,149,0,0,5,16,17,9,3,0,54,4,0,11,16,20,14,3,0,65,133,278,612,749,773,516,162,22,3241
127011506,31,3,0,227,0,0,49,91,77,40,9,0,269,0,0,6,39,36,13,3,0,105,5,8,15,16,13,13,3,3,77,326,442,1011,960,909,537,145,30,4354
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,13
127011593,5,0,0,49,0,0,3,14,8,11,0,0,36,0,0,0,0,6,6,0,0,15,0,0,3,0,3,0,3,0,13,47,81,197,139,162,118,16,0,761
127011594,7,0,0,81,0,0,16,27,31,7,0,0,84,0,0,3,0,15,9,3,0,29,0,3,0,12,0,3,3,0,24,105,180,330,309,312,171,26,0,1443
127011595,12,0,0,89,0,0,22,34,25,12,0,0,95,0,0,6,3,9,6,0,0,28,0,0,5,3,9,3,0,0,16,24,113,266,269,272,152,23,3,1117
127011596,19,0,0,94,0,0,11,28,24,9,0,0,77,0,0,3,14,13,4,0,0,37,0,6,4,7,6,3,0,0,34,266,237,424,425,401,223,34,3,2011
127011597,11,0,0,93,0,0,16,30,19,13,0,0,79,0,0,0,7,8,10,0,0,24,0,0,0,6,0,6,0,0,18,82,152,357,342,315,168,32,3,1452
127021509,12,11,0,100,0,0,15,19,19,19,3,0,81,0,0,0,3,17,4,0,0,28,9,7,12,4,3,3,0,0,38,206,258,458,451,449,337,65,3,2223
127021510,16,3,0,88,0,0,15,20,28,12,4,0,77,0,0,0,3,11,9,0,0,28,0,6,3,4,7,5,0,0,36,68,191,403,375,411,305,65,9,1832
127021511,48,9,0,274,0,3,42,72,73,51,11,0,247,0,0,8,32,46,36,19,0,147,5,19,24,24,27,16,5,0,113,229,609,1358,1499,1716,1159,213,25,6812
127021512,10,0,0,49,0,0,9,9,12,7,0,0,46,0,0,6,3,9,9,0,0,21,0,12,3,5,8,3,0,0,29,78,173,364,348,353,264,63,4,1648
127021513,22,5,0,97,0,0,12,22,19,15,0,0,66,0,0,3,4,20,4,0,0,35,3,3,3,9,8,4,3,0,36,73,238,531,531,572,382,86,10,2428
127021514,11,0,0,48,0,0,7,4,11,6,3,0,33,0,0,8,6,5,5,6,0,28,0,3,4,3,3,4,0,0,20,85,116,205,197,210,131,41,3,989
127021515,34,12,0,230,0,0,42,81,72,37,13,0,239,0,0,8,18,35,32,15,0,112,13,8,25,21,22,13,5,0,105,394,635,1297,1114,1099,795,188,21,5541
127021516,24,0,0,116,0,0,12,31,17,23,4,0,82,0,0,8,3,8,3,10,0,33,3,7,9,8,5,6,0,0,34,80,181,434,387,400,269,51,13,1820
