SA2_MAINCODE_2016,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000mo_A_15_19,TaTW_3000mo_A_20_24,TaTW_3000mo_A_25_34,TaTW_3000mo_A_35_44,TaTW_3000mo_A_45_54,TaTW_3000mo_A_55_64,TaTW_3000mo_A_65_74,TaTW_3000mo_A_75ov,TaTW_3000mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000mo_A_15_19,CoPSW_3000mo_A_20_24,CoPSW_3000mo_A_25_34,CoPSW_3000mo_A_35_44,CoPSW_3000mo_A_45_54,CoPSW_3000mo_A_55_64,CoPSW_3000mo_A_65_74,CoPSW_3000mo_A_75ov,CoPSW_3000mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64
101021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,5,18,29,23,23,10,0,123,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,4,0,3,0,0,0,10,0,0,0,3,0,3,0,0,14,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,14,15,14,0,0,76,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
101021008,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,34,13,20,10,0,0,102,0,0,0,0,0,0,0,0,0,13,0,0,0,3,3,0,0,12,4,4,0,0,0,0,0,0,13,3,0,4,4,3,0,0,0,12,0,0,5,3,3,0,0,0,13,0,4,0,7,3,0,0,0,22,0,0,3,4,10,3,0,0,18,0,0,5,5,9,7,0,0,24,0,0,4,3,5,0,0,0,14,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,14,23,31,37,14,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0
101021009,17,8,0,0,50,0,0,3,3,0,0,0,0,8,0,3,3,0,0,0,0,0,7,45,105,185,160,116,70,16,3,699,3,0,0,0,0,0,0,0,5,40,4,4,7,3,0,0,0,54,11,17,5,3,8,6,0,0,55,5,14,12,3,7,5,0,0,53,10,8,12,14,12,11,3,0,65,4,21,24,13,13,13,3,0,93,3,20,40,24,19,9,3,0,126,3,15,44,25,26,11,0,0,131,0,3,22,22,19,5,3,0,80,0,3,11,11,13,7,0,0,45,0,3,11,15,12,3,0,0,45,0,0,3,12,7,3,0,0,37,0,0,9,19,18,7,0,0,57,0,0,0,0,3,0,0,0,4,3,0,3,0,0,0,5,0,10,82,115,209,174,165,85,23,0,857,0,0,0,0,0,0,0,0,4,5,4,0,3,4,3,0,0,18,7,3,5,5,6,8
101021010,7,7,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,38,104,230,137,118,75,14,0,720,3,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,10,8,0,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,3,5,7,5,0,0,0,19,0,3,4,3,0,0,0,0,9,0,0,6,3,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,22,13,11,7,3,0,82,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0
101021011,16,3,0,0,39,0,0,3,5,4,0,0,0,9,0,0,0,0,0,0,0,0,5,27,38,113,92,96,57,26,3,457,5,0,0,0,0,0,0,0,5,28,3,0,0,0,0,0,0,34,3,3,3,3,3,3,0,0,20,5,3,4,0,11,0,0,0,31,3,3,3,3,0,0,0,0,10,0,0,3,3,6,3,3,0,20,0,3,0,8,0,0,0,0,16,0,4,9,3,5,0,0,0,23,0,5,9,3,3,3,0,0,24,0,4,18,10,5,0,0,0,34,0,0,10,8,6,0,0,0,30,0,0,4,9,4,0,0,0,21,0,0,11,8,9,0,0,0,22,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,4,49,34,70,63,58,19,3,0,297,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,7,0,0,3,0,0,3
101021012,5,3,0,0,34,0,0,0,0,0,4,0,0,9,0,0,0,3,0,3,0,0,7,29,106,167,113,107,54,8,0,589,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,14,7,4,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,9,3,5,3,0,0,3,0,0,19,0,3,12,3,5,0,0,0,22,3,9,10,3,3,0,0,0,29,0,3,0,6,5,0,0,0,21,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,29,23,22,6,8,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0
101031013,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,8,20,20,19,19,8,0,111,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,3,0,0,3,0,5,3,0,0,8,0,0,0,3,0,0,0,0,10,0,0,3,3,3,8,0,0,18,0,0,0,3,4,5,0,0,15,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,15,15,21,20,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
101031014,9,0,0,0,19,0,0,3,3,0,0,0,0,12,0,0,0,8,0,0,0,0,9,26,46,93,72,93,55,19,4,404,3,3,0,0,0,0,0,0,3,20,0,3,0,0,0,0,0,32,6,0,7,8,0,0,0,0,22,4,8,3,3,7,3,4,0,29,0,3,7,8,6,4,0,0,29,5,10,11,11,12,10,0,0,63,4,10,6,20,10,12,4,0,65,0,3,11,8,15,23,6,0,67,0,0,8,10,6,6,0,0,32,0,0,3,0,3,4,3,0,19,0,0,4,0,9,7,0,0,21,0,0,4,9,10,3,0,0,25,0,0,0,3,3,6,0,0,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,4,45,36,71,83,91,86,18,4,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,0,0,4,3
101031015,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,18,26,12,10,0,80,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,3,4,0,0,0,4,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,5,10,5,3,0,41,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101031016,6,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,3,0,17,25,108,187,124,98,61,8,3,616,3,0,0,0,0,0,0,0,10,26,9,0,0,3,0,0,0,33,10,23,9,3,0,3,0,0,47,8,20,13,7,6,4,0,0,51,8,30,14,4,5,9,0,0,74,17,63,52,20,14,7,3,0,179,15,68,60,23,21,11,0,0,197,3,45,59,19,10,13,0,0,141,0,12,27,8,7,13,4,0,75,0,4,9,6,8,5,0,0,39,0,0,5,9,3,7,0,0,19,0,0,0,8,5,0,0,0,19,0,0,3,3,4,4,0,0,19,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,6,90,280,248,108,97,79,12,0,909,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0
