SA2_MAINCODE_2016,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_M,Mnf_Food_pdt_F,Mnf_Food_pdt_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_lther_clthing_footw_M,Mnf_Tex_lther_clthing_footw_F,Mnf_Tex_lther_clthing_footw_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pulp_paper_cvertd_paper_M,Mnf_Pulp_paper_cvertd_paper_F,Mnf_Pulp_paper_cvertd_paper_P,Mnf_Print_inc_repdtn_RM_M,Mnf_Print_inc_repdtn_RM_F,Mnf_Print_inc_repdtn_RM_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Basic_chem_and_chem_p_m_M,Mnf_Basic_chem_and_chem_p_m_F,Mnf_Basic_chem_and_chem_p_m_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Prim_met_and_met_p_m_M,Mnf_Prim_met_and_met_p_m_F,Mnf_Prim_met_and_met_p_m_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
108041165,0,0,0,254,117,371,18,6,24,12,0,12,3,0,3,5,4,8,297,125,419,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,6,3,0,3,4,3,3,0,0,0,0,3,3,36,3,44,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,3,58,14,68,0,0,0,4,0,4,0,0,0,3,0,3,17,0,17,22,0,19,7,0,5,72,12,82,50,8,56,59,9,67,178,32,214,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,4,0,4,3,0,0,3,7,8,5,6,5,0,0,0,13,12,22,0,0,0,5,13,19,9,22,27,20,32,46,0,0,4,18,7,25,0,0,0,3,0,3,0,0,0,0,0
108041166,0,0,0,56,38,90,12,6,12,36,14,49,0,0,0,14,7,16,118,56,168,4,0,4,5,0,5,0,0,0,0,0,0,7,0,12,0,0,0,23,0,19,17,7,24,39,21,64,10,3,7,4,7,11,20,3,22,0,0,0,3,4,11,0,0,0,0,0,0,3,0,3,9,0,9,22,3,27,10,0,11,38,4,45,4,5,5,5,0,5,186,58,244,0,0,0,3,0,3,0,0,0,5,0,5,0,0,0,8,0,8,29,4,32,79,20,94,57,8,65,151,28,182,313,66,377,5,0,5,20,12,32,91,16,105,4,0,4,14,8,15,0,0,0,0,0,3,132,39,167,3,8,16,8,0,6,15,7,20,60,100,160,42,97,140,0,3,3,128,211,344,0,3,5,6,14,14,70,105,173,74,116,192,4,0,9,104,15,120,3,5,7,3,0,3,0,0,3,0,0
108051167,3,0,3,197,99,298,3,3,7,9,0,9,0,0,0,3,3,3,215,107,320,0,0,0,36,3,41,4,0,4,0,0,0,4,0,4,0,0,0,45,3,52,8,0,13,16,6,26,0,0,0,0,0,0,20,7,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,16,4,16,20,5,18,7,0,11,94,29,124,0,0,0,12,4,12,4,0,4,5,0,5,3,0,3,21,4,26,3,0,3,14,3,17,10,3,14,52,11,58,79,15,96,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,15,4,24,0,7,6,3,3,7,7,6,14,38,62,101,12,39,58,0,0,0,66,119,184,0,0,0,10,21,33,24,59,89,37,84,122,3,0,3,31,9,36,0,0,0,0,0,0,0,0,0,0,0
108051168,0,0,0,46,22,66,7,0,10,0,0,0,3,0,3,3,0,3,58,18,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,19,8,12,29,0,0,0,0,0,3,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,3,0,3,3,4,6,41,32,74,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,6,3,5,9,0,4,52,9,64,4,0,4,102,19,122,166,27,195,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,4,7,0,0,0,4,3,13,3,3,7,0,0,0,0,3,4,50,73,124,11,24,28,0,0,0,63,96,162,0,0,0,32,40,73,47,56,110,83,99,180,3,0,3,17,0,17,0,0,0,0,0,3,0,0,0,0,0
108051169,0,0,0,82,41,123,0,0,0,9,0,9,0,0,0,4,7,14,95,48,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,56,59,72,124,18,4,19,0,3,3,36,4,42,0,0,0,10,3,8,0,0,0,5,3,13,15,6,21,43,3,44,18,4,24,88,14,106,79,6,82,10,0,13,41,4,42,462,139,601,0,0,0,57,0,63,3,0,3,73,16,97,23,5,24,158,31,188,34,9,36,92,19,107,48,0,50,286,34,319,449,55,511,3,0,4,46,15,55,44,13,55,13,3,17,21,9,25,15,26,36,0,0,3,147,56,208,17,15,35,137,42,182,16,20,35,194,235,426,309,548,863,0,4,3,688,860,1546,3,0,3,36,50,80,298,397,695,334,445,778,6,3,14,187,28,214,60,10,65,0,0,3,3,0,3,0,0
108051170,0,4,4,292,153,445,5,0,7,3,0,6,8,0,8,7,0,7,324,154,483,5,0,3,0,0,0,0,0,0,0,0,0,42,3,40,0,0,0,44,6,53,3,0,3,5,7,19,0,0,0,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,3,0,3,0,0,3,0,0,0,3,0,3,37,14,47,0,0,0,3,0,3,0,0,0,13,4,11,3,0,3,17,4,17,9,0,10,42,12,56,11,0,11,74,9,88,133,23,156,0,0,0,9,6,12,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,12,9,24,0,0,4,0,0,0,6,6,11,11,29,41,16,37,46,0,0,0,34,67,101,0,0,0,19,39,56,49,65,119,67,106,174,3,0,5,20,3,23,0,0,0,0,0,0,0,0,0,0,0
108051171,0,0,0,29,9,40,0,0,0,0,0,0,0,0,0,3,0,4,33,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,237,30,266,0,0,0,0,0,0,14,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,264,36,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,26,3,0,3,35,5,44,64,12,70,0,0,0,3,0,4,16,0,21,0,0,0,23,4,24,0,0,0,0,0,0,44,8,48,4,3,4,0,0,0,0,0,5,28,48,75,17,53,75,0,0,0,58,103,159,0,0,0,3,15,19,26,67,92,32,75,103,3,0,3,37,3,43,0,0,0,0,0,0,0,0,0,0,0
109011172,3,0,3,38,16,51,0,0,0,0,0,0,0,0,0,16,8,23,58,21,82,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,95,24,123,15,11,21,82,10,95,0,0,3,11,0,16,16,0,22,0,0,0,0,0,0,3,0,6,38,3,46,10,0,14,78,12,93,54,7,59,80,19,97,74,22,96,18,4,24,591,125,714,0,0,0,67,3,71,0,0,0,22,0,19,10,0,10,92,4,100,36,5,39,151,52,208,15,0,14,232,46,275,436,103,543,11,4,10,46,16,60,20,12,26,11,0,11,18,9,24,6,8,7,19,3,20,117,44,165,4,3,12,12,0,12,0,5,4,91,132,219,106,125,235,0,0,0,218,272,486,0,0,0,14,32,48,65,126,187,77,156,232,11,13,20,150,29,182,4,0,4,0,0,0,34,19,55,0,0
109011173,0,0,0,11,6,15,0,0,0,4,0,4,0,0,0,0,0,3,10,8,17,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,4,30,4,4,10,0,0,0,37,4,44,6,3,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,6,3,13,19,3,18,9,3,8,25,9,30,10,0,12,157,33,191,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,10,3,0,3,36,5,39,8,0,8,146,27,173,190,30,225,3,0,4,17,4,20,0,3,4,3,0,3,15,3,17,0,3,0,0,0,0,36,10,46,0,3,3,4,0,5,11,16,25,11,11,22,25,40,66,0,0,0,62,71,127,0,0,0,0,5,5,28,23,52,33,32,61,3,0,3,45,9,56,0,0,0,0,0,0,0,0,0,0,0
109011174,3,0,3,32,19,47,0,0,0,0,0,0,4,0,4,9,3,10,43,22,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,29,14,42,48,73,118,3,0,3,8,19,25,12,3,14,5,0,5,30,18,46,0,0,0,0,0,0,4,3,3,9,0,9,31,0,28,42,21,58,18,0,18,24,7,34,13,0,13,273,152,423,0,0,0,5,0,5,3,0,3,21,7,34,8,3,13,37,12,55,12,0,15,90,29,119,41,6,51,327,28,359,475,68,541,3,3,4,45,17,58,29,12,42,20,3,23,13,3,18,15,21,39,9,4,17,136,62,194,19,21,44,117,38,158,19,13,32,116,195,312,345,926,1265,0,0,0,619,1193,1813,0,0,0,60,163,224,546,742,1285,603,903,1512,17,3,14,206,45,255,22,11,35,3,0,3,9,0,6,7,3
109011175,6,4,6,666,273,941,0,0,0,3,0,3,0,0,0,28,11,43,702,290,997,0,0,0,7,0,7,0,0,0,0,0,0,17,0,17,0,0,0,32,0,31,53,8,61,19,28,52,0,0,0,37,3,37,10,0,16,141,16,153,0,3,5,0,0,0,5,0,6,0,0,0,28,0,28,64,9,74,33,4,42,17,3,15,13,4,14,3,0,7,416,88,501,0,0,0,5,0,5,0,0,0,3,0,3,3,0,3,14,0,14,9,0,9,61,12,67,23,0,27,132,21,149,222,33,255,0,0,0,10,4,15,3,0,4,0,0,0,0,3,7,4,0,6,3,0,4,30,11,38,0,8,7,23,13,31,4,10,17,37,64,101,21,31,47,3,0,5,89,130,214,0,0,0,14,34,52,29,85,114,42,120,168,7,0,9,97,43,140,0,0,3,0,0,0,3,0,4,0,0
109011176,0,0,0,10,8,18,0,0,0,3,0,3,0,0,0,5,0,8,21,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,31,6,43,19,29,49,0,0,0,0,3,3,3,0,6,3,3,6,13,5,20,0,0,0,3,0,3,7,0,10,15,3,17,10,6,15,14,4,18,19,5,27,3,4,10,6,0,7,152,80,229,0,0,0,0,0,0,0,0,0,3,0,3,45,11,56,54,11,57,22,0,22,83,25,106,7,3,8,242,34,277,357,58,419,7,3,11,30,13,47,73,7,79,21,14,31,36,10,43,4,4,8,3,0,3,174,49,222,19,9,25,43,11,58,15,21,33,108,200,310,103,229,335,0,0,0,289,467,761,0,0,0,17,37,56,158,197,347,174,231,407,7,5,10,71,9,81,3,0,3,0,0,0,4,0,4,0,0
109021177,3,3,9,181,82,265,0,0,0,0,0,3,0,0,0,50,30,79,236,116,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21,0,0,0,3,0,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,5,0,5,0,0,0,0,0,0,0,0,0,29,19,45,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,13,0,9,3,0,5,16,0,20,40,4,40,46,9,50,100,10,111,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,18,0,18,3,3,5,7,7,18,5,10,18,29,36,68,12,18,27,0,0,0,57,78,133,0,0,0,14,33,43,18,35,50,32,67,95,3,0,3,19,9,22,0,0,0,0,0,0,0,0,0,0,0
109021178,0,0,3,287,100,385,0,0,0,0,0,0,0,0,0,7,6,9,293,102,398,4,3,10,0,0,0,0,0,0,5,0,5,12,7,19,0,0,0,21,15,38,0,0,0,21,14,33,64,17,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,4,4,0,4,0,0,0,0,0,0,0,0,0,103,40,141,0,0,0,26,0,31,0,0,0,15,4,20,0,0,5,46,5,50,0,0,3,25,3,24,10,0,10,52,10,63,90,12,106,0,0,0,17,3,17,0,0,0,0,0,0,11,11,23,0,0,0,0,0,0,28,20,46,0,6,6,7,0,7,10,9,26,24,49,69,9,19,29,0,0,0,51,85,129,0,0,0,18,34,55,33,80,115,56,119,172,3,0,3,114,13,124,0,0,0,0,3,4,0,0,3,4,3
109021179,0,0,0,464,162,627,3,0,3,10,0,10,0,0,0,21,7,30,501,171,670,20,0,15,0,0,0,0,0,0,96,7,103,12,0,7,0,0,5,125,8,132,5,0,3,6,4,11,3,4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,48,3,54,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,74,17,92,0,0,0,17,0,18,0,0,0,11,0,11,0,0,0,26,0,33,4,0,4,5,3,9,3,0,10,33,0,37,51,8,55,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,0,0,0,0,0,13,3,19,0,0,0,0,0,0,12,12,21,9,16,21,12,15,29,0,0,0,36,39,71,0,0,0,11,28,43,37,52,87,46,80,133,3,0,0,26,9,33,0,0,0,0,0,0,0,0,0,0,0
109031180,6,0,9,218,74,289,0,0,0,0,0,0,0,0,0,10,3,7,228,74,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,137,68,211,0,5,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,3,0,3,3,0,3,4,0,4,172,82,253,0,0,0,9,0,9,0,0,0,5,0,5,3,0,3,16,0,16,9,0,9,20,3,25,7,3,15,50,7,55,91,9,99,0,0,0,18,3,17,9,4,10,0,0,0,5,3,9,0,0,3,3,0,3,30,12,40,9,9,12,12,3,17,3,7,10,49,84,132,46,65,112,0,0,0,116,167,283,0,0,0,14,29,43,56,120,172,68,148,212,3,0,3,101,16,122,0,0,0,0,0,0,0,0,0,0,0
109031181,7,0,10,478,170,645,0,0,0,0,0,0,0,0,0,12,0,14,492,179,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,11,3,11,141,66,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,49,264,0,0,0,3,0,3,7,0,7,52,10,61,0,0,0,6,0,9,3,0,3,429,132,559,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,10,0,9,47,14,62,4,0,4,85,14,100,152,27,176,0,0,4,14,12,20,5,0,7,0,0,0,3,3,4,3,4,9,0,0,0,23,20,51,0,0,0,4,0,4,3,5,5,19,43,66,17,21,35,0,0,0,45,73,119,0,0,0,34,86,114,95,167,258,128,250,378,12,4,16,63,9,73,0,0,0,0,0,0,0,0,0,0,0
109031182,0,0,0,55,30,83,0,0,0,3,0,3,0,0,0,26,5,32,92,39,123,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,15,6,15,116,63,174,0,0,0,0,0,0,10,3,14,0,0,0,0,0,3,0,0,0,7,0,6,0,0,0,3,0,3,14,0,14,8,0,8,9,0,9,8,0,8,3,0,9,197,72,267,0,0,0,25,0,25,0,0,0,75,34,107,4,0,4,101,36,133,11,3,12,33,4,34,50,6,60,117,19,136,210,28,240,4,0,4,35,16,48,7,0,13,3,0,5,0,0,3,0,0,0,11,3,7,57,16,75,4,5,6,21,13,35,8,10,22,48,101,147,43,96,137,0,0,0,129,225,354,0,0,0,24,44,69,79,119,196,103,163,264,13,10,20,82,15,97,0,0,0,0,0,0,0,0,0,0,0
109031183,7,4,16,882,318,1199,4,0,4,17,0,17,0,0,0,25,5,38,931,330,1265,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,9,0,9,36,11,50,8,3,6,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,3,0,3,8,0,5,3,0,6,9,0,9,0,0,0,89,20,105,0,0,0,14,0,14,0,0,0,8,0,14,0,0,3,23,3,29,3,0,3,16,3,28,20,5,24,43,0,42,87,8,94,0,0,0,11,4,16,0,0,0,0,0,0,4,0,5,3,0,3,3,3,10,28,7,37,0,0,3,0,0,0,0,11,9,21,47,65,29,29,58,0,0,0,54,86,138,0,0,0,27,51,76,78,137,214,105,192,293,8,0,10,60,8,70,0,0,0,3,0,3,0,0,0,0,0
109031184,0,0,0,30,10,38,0,0,0,0,0,0,0,0,0,4,3,6,37,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,14,0,15,28,27,50,14,5,21,3,3,8,8,0,8,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,4,0,4,44,7,51,13,0,16,14,0,14,7,3,13,3,0,3,160,45,202,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,4,0,7,7,0,6,19,0,16,9,0,9,69,11,83,102,17,118,0,0,3,6,0,6,3,3,7,0,0,0,3,0,3,4,3,3,4,0,4,18,5,26,7,4,11,0,0,0,7,11,15,38,50,85,8,20,28,0,0,0,60,81,138,0,0,0,53,123,177,125,177,304,180,298,479,6,3,9,50,14,61,0,0,0,0,0,0,0,0,0,0,0
109031185,7,3,10,559,187,745,0,0,0,0,0,0,0,0,0,55,10,64,625,199,823,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,7,0,10,30,34,61,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,6,0,7,4,3,7,6,0,9,3,4,12,17,4,20,0,0,0,89,45,137,0,0,0,14,0,14,3,0,4,20,0,24,3,0,3,39,0,41,3,0,6,26,6,28,18,4,25,83,19,101,138,28,167,0,0,0,17,7,30,34,7,38,0,0,0,13,0,15,0,0,0,11,4,16,74,26,96,3,5,14,8,3,11,14,19,34,43,99,139,24,58,77,3,0,4,88,182,274,0,0,0,26,55,84,92,162,253,114,214,334,22,10,33,95,14,107,3,0,3,0,0,0,0,0,0,0,0
110011186,0,0,7,139,86,225,0,0,0,3,0,3,0,0,0,32,9,42,172,100,273,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,19,3,18,24,21,41,7,0,5,8,4,12,17,3,16,0,0,0,3,0,10,0,0,0,8,3,8,0,0,0,4,0,4,10,0,13,7,0,7,15,0,20,10,0,13,40,9,47,171,55,222,0,0,0,35,3,37,0,0,0,16,0,19,25,3,25,76,6,81,14,6,20,150,16,168,27,7,39,286,32,319,478,62,542,8,0,8,54,22,70,19,9,33,4,3,5,19,9,26,17,7,23,14,0,16,133,49,183,15,27,41,99,17,114,29,10,31,197,220,415,273,469,739,0,3,3,605,742,1347,5,0,5,74,124,192,365,396,760,438,517,957,7,3,12,106,13,119,4,0,4,0,0,0,16,0,21,0,0
110011187,3,6,7,610,262,875,3,0,3,0,0,0,0,0,0,24,3,24,641,271,911,0,0,0,0,0,0,0,0,0,20,3,22,5,0,5,3,3,6,32,4,31,3,0,4,21,15,39,0,0,0,0,3,4,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,37,25,59,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,11,0,11,16,0,15,46,9,53,75,8,81,0,0,0,6,0,5,0,0,0,0,0,0,4,4,13,0,0,0,3,0,8,22,13,29,0,0,4,0,0,3,13,12,25,21,38,60,12,28,40,0,0,0,48,78,127,0,0,0,7,7,13,16,41,59,25,47,68,3,3,4,20,4,17,0,0,0,0,0,0,4,0,4,0,0
110011188,3,0,3,285,100,385,0,0,0,0,0,0,0,0,0,11,10,24,303,106,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,10,7,15,6,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,11,6,17,3,3,5,4,0,4,0,0,0,10,5,14,51,24,72,0,0,0,0,0,3,0,0,0,0,0,3,6,0,13,8,7,14,0,0,0,21,6,23,5,0,5,62,7,73,91,9,104,0,0,0,3,0,4,0,0,0,0,0,0,8,7,16,0,0,3,0,0,6,16,8,26,0,4,6,3,0,3,5,3,7,12,17,30,4,28,35,0,0,0,29,56,81,0,0,0,5,14,19,30,46,74,37,55,89,0,0,0,16,5,17,3,0,3,0,0,0,0,0,0,0,0
110011189,6,3,11,406,149,559,0,0,0,21,4,25,0,0,0,20,3,20,458,164,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,9,20,0,0,0,4,0,4,0,0,0,3,0,5,0,0,0,8,0,10,0,0,3,13,3,16,3,0,3,29,3,32,45,8,50,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,3,5,4,0,10,18,8,18,0,0,0,9,6,14,3,0,3,15,25,43,6,18,24,0,0,0,31,51,78,0,0,0,3,12,14,9,38,49,14,52,66,3,3,3,49,15,64,3,0,3,0,0,0,0,0,0,0,0
110021190,6,0,7,399,167,571,0,0,0,0,0,0,0,0,0,9,4,15,419,176,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,7,20,10,16,29,0,0,0,0,0,0,7,0,7,0,0,0,7,9,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,3,4,10,0,13,0,0,0,54,34,93,0,0,0,14,4,13,0,0,3,10,0,7,8,0,8,33,4,34,8,0,12,26,3,33,29,5,34,71,8,88,141,18,162,3,0,4,26,8,32,0,0,3,0,0,0,0,4,3,6,0,5,10,9,10,39,24,68,9,15,23,17,3,27,7,11,9,37,79,116,34,89,121,3,3,3,108,197,302,0,0,0,24,40,66,80,110,191,101,150,260,9,4,13,63,8,76,0,0,0,0,0,0,3,0,3,0,0
