SA2_MAINCODE_2016,P_1_149_OM_UIE,P_1_149_CFW,P_1_149_ES_NS,P_1_149_Tot,P_150_299_E,P_150_299_OM_IE,P_150_299_OM_UIE,P_150_299_CFW,P_150_299_ES_NS,P_150_299_Tot,P_300_399_E,P_300_399_OM_IE,P_300_399_OM_UIE,P_300_399_CFW,P_300_399_ES_NS,P_300_399_Tot,P_400_499_E,P_400_499_OM_IE,P_400_499_OM_UIE,P_400_499_CFW,P_400_499_ES_NS,P_400_499_Tot,P_500_649_E,P_500_649_OM_IE,P_500_649_OM_UIE,P_500_649_CFW,P_500_649_ES_NS,P_500_649_Tot,P_650_799_E,P_650_799_OM_IE,P_650_799_OM_UIE,P_650_799_CFW,P_650_799_ES_NS,P_650_799_Tot,P_800_999_E,P_800_999_OM_IE,P_800_999_OM_UIE,P_800_999_CFW,P_800_999_ES_NS,P_800_999_Tot,P_1000_1249_E,P_1000_1249_OM_IE,P_1000_1249_OM_UIE,P_1000_1249_CFW,P_1000_1249_ES_NS,P_1000_1249_Tot,P_1250_1499_E,P_1250_1499_OM_IE,P_1250_1499_OM_UIE,P_1250_1499_CFW,P_1250_1499_ES_NS,P_1250_1499_Tot,P_1500_1749_E,P_1500_1749_OM_IE,P_1500_1749_OM_UIE,P_1500_1749_CFW,P_1500_1749_ES_NS,P_1500_1749_Tot,P_1750_1999_E,P_1750_1999_OM_IE,P_1750_1999_OM_UIE,P_1750_1999_CFW,P_1750_1999_ES_NS,P_1750_1999_Tot,P_2000_2999_E,P_2000_2999_OM_IE,P_2000_2999_OM_UIE,P_2000_2999_CFW,P_2000_2999_ES_NS,P_2000_2999_Tot,P_3000mor_E,P_3000mor_OM_IE,P_3000mor_OM_UIE,P_3000mor_CFW,P_3000mor_ES_NS,P_3000mor_Tot,P_PersInc_NS_E,P_PersInc_NS_OM_IE,P_PersInc_NS_OM_UIE,P_PersInc_NS_CFW,P_PersInc_NS_ES_NS,P_PersInc_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
116031319,18,4,0,228,249,11,28,11,11,308,285,13,26,8,4,334,374,18,37,4,3,436,637,55,44,6,12,750,1026,45,46,3,11,1130,1387,71,52,4,18,1525,1577,57,36,3,9,1685,1109,46,22,0,8,1190,960,39,17,3,5,1027,578,28,7,0,3,614,591,36,6,3,0,641,209,32,13,0,0,253,163,10,6,3,14,194,9374,464,370,59,103,10369
117011320,0,6,0,38,41,0,5,0,3,57,68,5,11,3,3,91,104,8,5,3,4,115,174,13,13,0,4,206,422,20,13,4,3,465,702,19,18,3,5,751,830,38,16,0,6,896,609,37,7,0,0,660,536,48,9,0,3,604,385,25,3,0,5,418,820,40,4,3,3,869,375,67,4,0,3,452,63,3,4,0,10,75,5167,340,121,30,52,5710
117011321,10,3,0,57,109,12,12,0,4,139,131,10,23,0,0,161,213,6,22,3,3,251,375,35,24,8,6,449,567,53,26,4,10,659,858,63,43,6,14,981,1076,68,45,3,10,1205,776,64,36,3,9,888,601,77,23,0,3,703,352,52,21,0,4,429,539,97,21,0,0,653,246,113,7,0,3,379,103,8,9,4,13,130,5995,667,336,49,78,7125
117011322,16,4,8,287,343,6,30,7,7,400,461,20,39,6,10,535,649,27,63,9,17,760,1055,61,86,10,16,1220,1554,86,84,16,19,1751,2434,84,87,12,28,2638,2718,95,77,4,22,2920,2166,74,56,0,11,2309,1942,88,40,0,4,2073,1624,55,18,3,8,1706,2710,95,26,3,8,2846,2362,115,26,0,11,2513,302,10,15,3,21,351,20627,834,663,95,192,22409
117011323,4,3,0,306,301,3,6,4,7,316,299,9,26,4,3,337,278,10,13,8,0,316,396,23,20,3,7,452,415,24,32,4,5,479,412,36,33,4,6,488,403,32,22,3,0,463,213,26,11,0,3,260,189,33,14,0,0,230,115,27,9,0,0,147,187,26,13,3,3,231,85,28,12,0,0,121,39,5,7,0,3,56,3649,292,216,39,45,4245
117011324,0,0,0,20,25,0,4,0,0,34,34,3,4,0,4,46,51,5,4,0,0,62,124,3,10,0,3,143,269,8,11,0,3,290,497,12,6,0,4,525,660,13,9,0,0,689,528,15,7,0,4,561,506,13,3,0,3,524,373,14,6,0,6,392,791,22,3,0,0,819,173,24,6,0,0,202,55,0,3,0,0,61,4115,138,82,6,33,4383
117011325,0,0,5,184,225,0,8,0,7,239,398,4,13,0,8,418,523,0,17,0,13,561,1088,15,17,0,12,1132,1706,16,10,3,15,1759,2286,21,14,3,18,2339,2274,8,21,3,5,2316,1664,18,12,0,8,1693,1348,11,9,0,12,1377,935,11,5,0,4,949,1240,32,17,0,3,1286,862,41,4,0,0,908,206,3,0,3,10,231,14984,174,145,25,118,15444
117021326,21,10,3,311,435,8,53,11,13,526,595,33,82,16,8,726,692,29,110,15,8,857,1143,72,164,15,12,1404,1551,106,131,21,16,1821,1633,143,137,11,23,1953,1538,158,130,10,18,1849,906,128,77,4,7,1127,636,123,65,8,3,830,395,93,34,0,5,529,456,156,47,5,4,665,142,148,26,5,0,318,128,22,15,3,12,182,10573,1230,1111,147,133,13196
117021327,22,9,4,176,150,8,27,9,4,199,194,10,35,8,0,247,211,21,44,7,3,289,278,25,82,7,4,402,375,25,57,7,8,471,468,50,97,5,5,624,528,56,87,3,7,679,363,39,47,0,4,456,296,52,40,3,0,392,263,43,29,0,0,340,320,74,48,3,0,435,95,77,34,0,0,208,37,0,7,3,0,49,3752,483,654,95,43,5022
117021328,11,0,6,129,136,4,18,5,0,164,206,9,36,8,4,257,218,12,58,7,5,299,389,30,52,10,3,483,576,35,53,4,10,668,734,65,54,0,13,864,731,72,40,0,13,860,534,53,32,0,9,623,394,59,33,3,0,489,243,48,25,0,3,318,290,64,20,3,0,378,101,51,16,0,0,166,66,14,3,0,4,94,4747,522,447,57,62,5836
117031329,14,3,0,161,225,5,32,9,3,266,266,12,27,5,7,308,361,8,27,0,5,404,586,33,63,3,5,685,804,37,54,4,4,903,1192,49,65,3,5,1315,1591,98,74,3,13,1774,1333,57,62,0,3,1453,1184,78,44,3,5,1316,837,65,41,5,11,957,1153,125,53,3,3,1337,645,193,111,4,3,956,128,17,10,0,20,172,10460,778,673,60,83,12058
117031330,25,5,4,287,391,12,50,17,3,476,565,33,87,9,14,706,730,45,107,11,9,907,1165,79,139,15,15,1406,2012,93,129,8,16,2261,3100,137,144,7,25,3421,3402,203,148,9,24,3776,2391,128,111,8,13,2645,1891,184,79,4,14,2169,1295,127,54,3,12,1488,2032,227,60,3,7,2342,947,300,39,10,5,1306,252,43,13,5,19,339,20474,1624,1218,132,184,23631
117031331,25,0,3,204,231,5,30,10,7,279,297,14,50,8,0,370,336,17,35,5,0,401,400,25,69,4,6,495,483,39,48,6,0,585,606,58,61,8,11,734,722,74,65,4,3,877,647,57,62,5,3,769,549,61,46,0,0,658,400,33,27,0,4,466,604,72,62,0,3,741,340,121,31,3,3,491,73,6,10,4,4,100,5877,589,625,75,48,7213
117031332,28,11,5,450,630,17,48,12,5,709,653,15,60,7,4,740,747,21,62,11,15,850,1184,38,84,10,9,1328,1311,64,99,8,7,1487,1853,63,95,6,12,2033,2352,119,116,3,12,2611,2024,68,81,0,3,2182,2063,64,71,3,9,2202,1503,60,56,0,8,1630,2327,98,82,3,3,2517,1211,168,107,0,9,1498,214,13,11,0,10,249,18538,818,1027,102,117,20610
117031333,11,0,0,142,243,8,30,5,5,281,371,15,28,7,7,426,425,19,34,3,10,487,672,41,62,3,9,782,887,56,66,3,13,1030,1344,73,71,3,11,1507,1894,93,100,6,13,2101,1627,85,78,4,19,1809,1590,81,78,3,8,1758,1194,59,56,4,3,1315,1772,139,67,6,7,1989,742,247,67,12,3,1073,126,16,20,0,9,167,13041,938,767,95,117,14953
117031334,23,14,4,497,779,27,44,14,6,868,889,25,39,11,24,987,1030,39,56,7,11,1150,1615,64,70,7,20,1780,2222,89,78,13,21,2419,3439,110,95,3,15,3666,4509,185,84,12,30,4819,3732,129,63,5,17,3951,3498,154,57,4,22,3729,2751,105,48,3,14,2918,5219,190,94,3,18,5528,3437,370,77,12,11,3906,393,21,8,5,27,454,34054,1545,835,150,250,36837
117031335,8,3,3,167,312,13,28,5,3,358,381,24,46,9,7,464,446,19,34,9,9,518,607,35,61,13,14,729,950,45,71,6,9,1090,1330,71,75,11,12,1490,1726,108,88,6,17,1946,1437,74,67,4,3,1583,1411,94,53,4,10,1573,991,65,56,4,0,1120,2001,155,65,7,3,2232,812,178,47,8,4,1047,167,7,10,4,9,200,12747,899,718,100,108,14583
117031336,22,7,10,322,479,12,37,12,5,545,696,34,53,13,6,797,878,39,72,12,10,1009,1316,59,99,13,19,1506,1856,98,89,8,16,2060,2849,127,134,13,25,3151,3755,153,120,5,27,4062,3316,122,114,3,17,3572,2943,215,89,3,19,3266,2127,144,67,11,7,2361,3713,377,114,0,16,4221,1836,535,101,7,17,2489,265,22,19,3,22,331,26355,1957,1131,144,229,29817
117031337,81,63,42,2723,4872,90,200,73,89,5324,6180,194,253,86,94,6810,7709,212,291,75,121,8409,10601,447,473,69,150,11734,15037,548,490,68,147,16289,22871,772,576,64,170,24442,32818,949,600,63,160,34586,29439,824,459,27,124,30876,29944,1014,459,38,113,31566,23840,771,360,31,75,25077,54803,1766,746,36,158,57516,51577,4719,3528,58,225,60099,3528,169,134,38,231,4108,296554,12632,8721,979,1943,320828
117031338,13,4,3,185,296,7,33,13,4,356,424,30,45,13,3,515,530,38,61,3,3,640,791,52,86,8,13,944,1145,70,79,8,8,1310,1639,108,78,3,14,1840,1863,146,92,3,22,2125,1441,105,70,4,9,1624,1130,120,64,7,3,1327,824,91,40,3,9,957,1200,172,65,3,9,1447,603,227,51,5,3,892,147,13,8,3,11,185,12239,1193,805,100,116,14447
118011339,22,3,0,106,107,14,20,3,0,140,142,12,38,3,4,204,152,9,35,0,3,210,205,28,58,3,3,303,216,27,73,3,3,316,253,43,81,9,0,381,240,68,67,3,3,382,164,51,56,0,3,278,134,47,76,0,4,260,95,51,33,4,0,178,91,85,51,5,0,232,62,68,37,4,0,173,23,3,8,0,3,45,1981,516,658,61,38,3253
118011340,19,0,0,173,159,8,24,3,3,201,190,25,35,3,5,256,271,25,37,9,0,343,316,30,49,7,3,404,355,42,75,3,0,469,366,52,80,9,9,520,390,86,109,5,5,595,203,81,58,8,0,345,134,81,50,10,3,271,99,43,37,0,0,180,112,78,57,0,0,247,50,98,39,11,0,204,39,10,9,3,6,64,2829,664,691,85,44,4309
118011341,28,3,3,546,578,14,28,14,7,647,673,23,51,11,10,763,862,22,41,14,16,949,1209,40,117,14,12,1387,1500,78,92,8,7,1690,1681,75,120,11,12,1900,1704,108,122,9,19,1965,1136,96,73,3,7,1312,912,116,80,4,3,1117,592,85,45,7,4,736,802,171,108,3,9,1091,419,301,152,11,6,890,164,19,23,0,12,219,12785,1168,1092,133,128,15305
118011342,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,8,0,0,14,9,0,0,0,0,15,3,0,0,0,0,3,10,0,3,0,0,10,14,0,0,0,0,10,11,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,94,3,14,0,0,106
118011343,17,3,4,218,283,9,37,12,3,350,299,19,60,7,9,394,356,31,49,11,3,448,525,43,75,5,7,656,610,68,98,14,11,797,774,96,99,8,10,993,951,146,100,22,12,1226,652,107,103,9,10,876,481,113,97,14,7,700,390,105,69,8,4,572,645,199,116,17,3,979,327,446,137,60,6,979,92,26,24,4,10,156,6595,1426,1088,219,93,9423
118011344,9,0,3,42,44,9,10,6,0,67,42,5,18,0,0,64,55,6,17,4,0,81,66,16,23,0,0,110,87,23,33,4,3,146,90,17,26,9,0,149,84,34,39,3,0,162,66,32,24,4,0,126,70,39,25,0,0,133,39,21,13,0,0,78,50,47,27,0,0,131,25,67,21,4,0,120,18,15,10,4,0,39,754,338,307,49,15,1464
118011345,6,8,3,305,324,10,32,9,5,388,316,16,36,6,7,390,364,7,39,5,5,421,469,44,45,9,4,568,596,49,61,0,8,710,760,45,74,6,10,893,959,85,85,7,10,1150,797,62,88,11,4,958,682,101,65,5,7,860,532,43,48,3,8,630,945,110,68,8,10,1141,528,217,61,13,3,824,91,12,18,4,6,131,7686,816,734,116,87,9443
118011346,14,10,0,130,137,5,15,4,3,161,150,10,14,10,0,180,152,14,24,3,8,205,286,20,45,12,0,361,308,32,44,3,3,393,342,43,39,6,3,430,427,45,54,7,3,542,311,43,31,4,0,400,267,46,32,3,3,343,215,24,26,5,4,265,310,59,41,9,0,425,83,128,47,23,0,287,47,7,17,7,3,85,3140,488,453,126,41,4242
118011347,8,6,0,61,90,3,20,3,0,110,96,3,6,6,0,112,116,4,18,3,0,147,168,18,31,3,0,213,211,21,24,3,0,259,278,20,45,3,0,348,315,35,37,9,7,405,193,29,31,0,0,255,142,45,24,0,3,211,112,28,27,0,0,176,112,50,33,3,0,198,63,114,42,14,0,235,34,9,6,3,0,50,1979,387,360,73,19,2815
118021348,23,4,3,173,157,0,33,10,0,196,182,19,37,6,0,233,195,17,21,0,6,239,252,48,60,6,0,364,294,45,65,4,4,404,308,43,86,4,7,456,269,56,87,9,9,425,181,63,64,7,5,316,90,74,51,8,0,225,73,53,33,3,0,172,106,94,50,4,3,262,54,102,39,11,0,207,44,10,10,3,8,71,2368,636,665,79,42,3793
118021350,19,0,3,116,116,11,24,4,3,167,110,14,21,7,8,158,237,15,27,6,3,283,271,21,44,7,7,350,339,53,35,6,7,444,452,43,53,8,5,563,556,61,58,9,5,690,416,49,28,7,3,506,431,63,28,0,7,522,323,25,21,0,0,370,499,45,15,0,0,567,109,63,21,0,0,195,60,3,9,3,7,84,4023,477,415,69,62,5047
118021564,14,3,0,306,389,6,14,3,8,424,346,7,15,0,8,377,356,8,22,3,8,393,609,9,29,4,0,652,557,16,24,3,6,602,593,22,31,0,7,657,767,39,33,0,3,842,735,15,27,0,5,782,942,21,27,0,0,989,830,14,6,4,4,860,1376,20,14,3,0,1421,736,39,21,0,3,799,93,6,7,0,6,111,8654,220,296,44,48,9264
118021565,9,4,0,119,133,3,12,0,0,156,137,4,15,10,0,165,157,14,20,4,0,189,159,16,26,3,0,207,159,22,35,3,0,225,186,28,23,9,0,250,189,28,24,0,5,258,88,20,20,6,0,132,63,36,24,0,0,132,35,11,8,0,0,62,43,27,15,0,0,88,29,34,23,0,0,83,22,0,5,0,4,39,1514,258,271,49,17,2114
118021566,15,3,0,66,51,4,14,0,0,70,64,4,9,4,0,81,91,4,10,0,0,108,126,5,22,3,0,157,163,15,25,0,3,206,217,26,19,6,0,270,215,30,30,0,0,270,128,28,32,0,3,191,103,33,19,5,0,161,59,24,10,0,0,93,57,32,18,3,3,114,29,37,17,0,0,87,20,3,4,0,3,34,1375,254,244,32,21,1923
118021567,5,0,0,50,50,0,12,3,0,68,66,4,14,3,0,84,53,6,14,0,0,79,91,13,28,3,0,132,89,14,16,0,0,120,94,27,22,0,0,143,117,24,24,0,3,167,62,14,20,0,0,97,58,18,16,0,0,93,40,16,11,0,0,64,52,17,15,0,0,80,20,22,14,0,0,55,11,5,4,0,3,20,842,181,214,18,15,1264
118021568,6,3,0,102,106,0,7,3,0,117,109,6,14,3,3,126,107,7,7,3,0,129,164,8,19,3,0,193,182,14,23,3,0,229,173,17,31,0,0,221,157,25,26,0,0,213,147,24,23,3,0,196,119,12,16,0,0,147,86,11,6,0,0,104,94,6,15,0,0,116,32,21,19,0,0,69,22,0,4,0,0,34,1597,167,213,35,10,2028
118021569,17,4,0,64,110,10,17,3,0,133,129,9,20,3,0,161,126,7,39,0,3,181,209,10,46,3,3,272,306,14,41,3,4,367,372,30,66,11,0,482,422,41,61,4,3,539,371,40,40,0,0,456,353,43,43,0,4,445,236,28,19,0,0,283,258,42,24,5,0,328,93,45,19,0,0,166,47,3,14,0,6,61,3093,345,458,45,24,3962
118021570,17,3,6,242,283,0,18,6,0,310,280,7,23,4,6,323,365,12,17,3,0,399,594,23,35,7,7,664,805,29,41,3,0,877,1227,24,50,5,11,1325,1658,62,45,6,20,1787,1398,48,37,4,9,1489,1337,52,47,0,14,1440,997,28,17,3,4,1048,1148,37,34,4,3,1233,523,101,128,3,4,753,137,10,9,3,13,169,10966,441,528,57,100,12098
119011354,10,4,0,153,175,6,28,9,0,218,172,7,24,8,3,213,183,12,28,7,0,240,271,29,43,0,6,356,325,26,41,7,5,412,254,34,47,0,3,345,256,46,40,4,5,344,139,35,29,0,4,203,137,15,18,0,0,169,119,13,6,0,0,137,86,11,11,0,0,118,16,14,7,0,0,37,44,5,4,0,3,53,2338,259,346,55,35,3027
119011355,3,3,3,50,81,6,3,3,0,95,131,9,12,8,0,163,178,16,8,5,3,212,476,26,21,5,5,538,916,37,38,3,7,1000,1152,35,31,3,10,1229,1130,41,28,5,11,1207,769,41,18,0,5,833,653,36,25,0,3,719,507,24,9,0,3,544,746,20,9,0,0,774,285,30,9,3,4,330,102,6,7,3,7,122,7186,326,220,48,68,7854
119011356,4,6,3,192,225,12,18,5,12,270,343,23,26,7,9,411,428,33,43,9,0,517,784,63,66,13,19,949,1341,93,54,11,23,1516,1896,131,72,6,22,2138,1869,135,68,4,21,2104,1267,106,42,3,12,1426,936,103,29,4,12,1085,600,76,22,3,3,699,815,116,20,3,3,958,353,116,10,0,3,486,158,20,12,4,9,200,11235,1038,498,106,161,13039
119011357,17,4,3,182,250,13,36,6,5,305,271,15,42,9,13,345,328,30,46,5,10,419,477,53,78,8,16,639,603,73,62,4,7,752,762,73,64,4,5,909,609,93,68,3,8,774,397,66,44,3,4,518,342,47,26,0,8,424,245,22,17,0,0,287,331,44,15,0,3,387,76,31,6,0,0,117,91,14,10,0,11,130,4956,581,536,74,95,6246
119011358,7,4,5,147,117,6,24,9,0,155,125,15,28,8,6,185,166,15,28,8,0,212,261,40,44,8,3,365,357,33,55,3,4,451,438,51,39,3,4,538,394,51,43,4,4,493,224,39,15,0,0,288,146,45,18,0,0,214,120,26,18,0,0,159,136,29,15,3,0,179,49,39,11,0,0,96,44,9,8,0,4,61,2712,405,361,58,42,3575
119011359,8,0,0,104,112,6,30,14,0,167,116,10,40,4,0,163,155,8,35,5,3,208,212,32,68,5,3,317,265,38,65,0,3,365,306,49,69,7,7,430,303,60,47,4,9,423,221,46,33,0,0,301,195,31,21,0,0,250,185,17,18,0,0,222,194,28,19,0,3,241,57,19,16,0,0,90,35,7,11,0,3,61,2447,364,465,65,31,3371
119011360,11,8,3,237,179,7,16,9,0,210,205,4,17,3,3,235,199,10,29,4,0,236,315,25,25,11,3,372,340,30,39,7,6,415,318,29,33,3,4,381,264,54,37,3,4,360,159,31,15,3,0,215,109,24,12,0,0,147,108,19,8,0,3,140,118,23,8,0,0,143,29,23,5,0,0,59,48,0,4,0,7,56,2612,278,253,60,33,3237
119011361,9,4,0,62,100,5,19,9,3,137,119,5,35,7,0,169,130,28,22,4,4,183,177,38,29,3,3,253,198,42,33,7,4,286,208,37,40,5,0,293,179,32,43,0,0,263,110,16,20,3,3,147,85,13,8,3,0,103,79,7,4,0,0,97,69,14,14,0,0,94,25,9,4,0,0,38,27,3,3,0,4,40,1552,258,291,54,30,2185
119011571,16,0,0,325,365,7,24,8,13,411,374,8,42,0,0,424,409,35,48,3,3,499,564,25,58,4,7,661,667,50,59,6,9,788,748,52,51,3,9,861,823,51,50,3,7,940,594,31,26,3,6,657,504,36,16,0,5,569,337,24,15,0,0,379,369,51,19,0,0,445,109,68,30,0,0,209,96,5,7,4,5,112,6302,455,464,50,67,7333
119011572,18,7,3,202,310,3,23,13,7,358,377,22,35,4,9,450,463,28,57,8,8,569,779,76,75,11,19,962,1062,79,49,21,21,1227,1240,93,54,4,10,1400,1191,97,54,4,9,1364,823,74,23,3,8,931,691,70,19,5,9,787,403,42,8,0,3,460,460,63,19,0,3,548,202,67,26,4,3,297,147,7,10,5,17,177,8376,724,478,111,122,9803
119021362,4,5,5,82,125,7,19,11,3,162,161,12,37,10,3,222,182,18,33,6,3,240,295,39,59,4,5,402,383,51,60,7,9,505,407,57,66,7,11,545,388,62,53,3,4,513,226,54,19,4,7,306,156,45,15,0,3,220,102,26,6,0,3,134,104,25,19,0,0,153,52,24,11,0,3,92,51,8,6,4,6,78,2717,423,408,69,69,3684
119021363,10,11,0,196,297,10,38,21,10,377,307,23,63,16,3,412,370,38,86,13,9,509,529,74,98,14,13,727,685,61,106,14,17,889,774,95,74,6,5,959,765,82,74,13,12,945,525,37,33,3,5,605,410,64,28,0,3,500,230,23,12,0,3,269,287,46,27,0,3,356,110,52,28,0,3,203,84,6,8,3,11,112,5583,621,692,144,96,7130
119021364,11,9,3,134,157,10,48,14,3,230,183,16,30,9,4,243,225,13,51,3,5,309,392,43,54,10,10,510,649,64,75,7,7,804,885,89,55,10,14,1044,916,104,61,8,8,1097,618,65,34,3,4,725,469,65,36,0,0,582,250,42,20,3,3,320,331,67,20,3,0,423,138,71,19,6,5,233,87,11,9,0,11,118,5420,662,529,103,77,6799
119021366,4,7,0,90,133,6,17,5,3,164,176,15,35,7,4,237,207,21,56,7,5,299,364,49,62,10,11,495,570,44,67,13,11,702,484,69,44,8,6,617,460,75,55,8,4,605,281,42,18,3,4,343,179,43,15,0,3,238,127,23,6,0,0,150,126,33,6,4,0,179,53,36,9,0,0,98,45,13,10,3,5,77,3285,475,421,98,74,4349
119021367,4,3,5,195,215,7,16,7,3,240,206,11,23,0,0,234,228,11,26,3,6,277,299,37,24,0,10,362,290,41,35,3,4,375,319,27,30,6,4,382,274,26,25,3,3,333,115,26,9,0,3,160,75,29,11,3,0,119,51,10,6,0,0,64,46,22,5,0,3,74,19,9,5,0,0,31,42,9,0,3,0,58,2371,262,225,42,36,2948
119021573,10,0,4,73,117,8,25,3,4,154,148,12,55,9,5,232,150,22,82,3,8,261,223,35,87,9,7,364,289,36,50,4,10,392,275,40,54,5,4,380,241,36,37,0,0,327,147,30,9,0,0,191,123,14,9,0,3,150,80,17,4,0,0,109,69,19,7,0,0,87,21,16,4,0,0,40,41,4,4,0,0,50,1997,304,445,57,49,2844
119021574,5,0,0,35,38,0,10,0,3,58,22,8,31,3,0,63,32,11,33,0,4,79,44,15,22,0,0,83,61,6,30,3,0,102,64,4,14,0,0,89,46,13,14,0,3,80,28,7,5,0,0,39,23,4,3,0,0,30,16,0,3,0,0,18,10,0,3,0,0,13,0,5,0,0,0,6,14,0,0,0,0,17,449,73,175,11,11,726
119031368,12,18,7,543,548,18,33,11,11,623,571,28,28,18,10,651,556,44,36,13,8,653,758,63,69,12,11,909,866,81,57,6,9,1014,977,98,80,14,7,1179,958,88,59,5,6,1119,632,71,49,0,0,756,495,59,23,3,0,582,361,39,16,0,0,414,451,59,26,4,4,547,157,82,49,3,0,297,100,12,6,3,4,129,7966,761,549,143,85,9503
119031369,16,3,0,191,148,3,27,6,0,188,151,11,31,6,4,204,173,26,28,3,4,229,263,34,48,14,4,363,291,21,65,4,3,389,260,39,49,8,3,358,249,48,50,7,0,355,151,31,30,0,5,223,102,32,21,3,0,160,107,29,18,0,0,149,102,33,24,3,0,160,29,33,21,0,0,86,32,0,9,0,3,50,2231,355,449,75,21,3132
119031370,6,3,3,71,83,9,13,6,0,107,84,6,19,0,3,112,108,14,20,3,0,148,145,23,30,5,6,208,175,26,23,3,0,227,151,24,33,3,6,210,164,31,17,0,0,208,93,7,15,0,0,123,75,19,8,3,0,106,59,9,5,0,0,78,57,19,12,0,0,83,18,10,12,0,0,40,19,0,0,4,4,27,1285,207,202,37,30,1754
119031371,9,3,0,109,77,8,11,3,0,97,58,11,14,0,0,88,67,4,22,8,0,103,104,13,22,5,7,150,106,22,34,3,3,167,122,24,29,6,3,187,134,29,26,0,7,197,144,20,22,5,0,186,139,28,13,0,0,182,152,14,13,0,0,176,156,19,14,0,0,187,35,38,15,0,0,92,31,0,0,0,0,34,1423,231,248,35,19,1957
119031372,11,5,3,189,157,13,19,10,0,204,182,26,36,8,0,253,243,23,28,11,3,302,411,54,57,15,3,536,493,77,45,3,12,631,601,83,49,6,0,744,651,113,74,3,3,853,400,78,51,3,5,531,275,101,31,10,8,413,162,51,22,0,3,238,169,76,24,3,5,278,56,67,13,5,0,135,71,19,15,0,7,107,4047,780,464,104,53,5458
119031373,8,3,0,97,76,6,10,3,0,94,92,7,12,9,0,114,106,11,20,0,0,141,161,10,26,0,3,204,162,20,21,3,3,215,195,20,20,5,3,236,188,8,21,0,3,221,114,20,13,0,0,146,102,14,8,0,0,125,63,8,3,0,0,76,71,7,5,0,0,86,17,13,13,0,0,46,19,0,8,0,0,31,1466,146,181,27,22,1847
119031374,20,4,0,186,164,7,21,7,0,194,147,10,22,19,3,193,162,33,42,9,3,249,250,44,42,4,8,350,262,36,42,9,3,355,310,42,49,3,0,404,327,65,47,12,4,455,247,46,17,3,0,314,233,49,15,3,0,304,201,31,11,3,0,243,218,50,22,0,0,290,55,62,14,3,0,133,35,8,8,3,3,56,2794,487,373,94,29,3766
119041375,10,3,3,75,119,6,22,3,0,149,168,13,25,10,0,212,192,20,38,6,3,257,274,30,49,4,7,364,384,35,36,0,8,465,491,46,38,3,8,584,500,60,45,3,3,610,301,32,28,3,3,365,230,44,21,3,3,300,129,20,14,0,3,160,201,30,17,4,0,247,90,34,10,4,0,144,35,6,3,0,3,49,3173,377,354,67,42,4015
119041376,14,4,0,113,110,7,36,11,5,170,125,12,44,8,3,194,165,11,49,11,6,235,267,43,75,4,3,396,302,36,66,6,4,409,324,35,63,3,0,436,292,57,49,4,3,405,149,28,17,0,3,203,152,29,12,0,3,198,117,14,6,4,0,145,109,24,7,0,4,151,23,15,7,0,0,52,31,3,7,0,0,41,2275,322,468,63,38,3177
119041377,4,0,0,56,59,4,9,3,0,81,88,9,26,7,4,134,115,17,29,7,0,167,151,10,40,3,0,206,181,27,29,3,3,238,199,48,41,3,5,301,169,27,34,0,5,228,90,21,26,3,0,142,104,31,15,3,3,152,93,14,6,0,0,112,77,25,15,0,0,114,21,27,6,0,0,56,22,0,3,0,0,30,1421,248,289,44,23,2025
119041378,5,3,5,127,242,12,15,4,0,272,235,5,33,7,10,287,302,21,26,10,3,366,573,23,36,8,6,645,783,38,46,7,9,877,1137,41,53,4,12,1246,1482,44,35,3,5,1572,1265,30,25,6,3,1328,1190,27,17,0,7,1241,802,26,24,0,8,862,1244,64,29,6,0,1333,553,114,85,7,4,767,134,13,0,3,12,160,10091,461,428,68,81,11123
119041379,5,3,0,85,109,11,13,3,3,137,103,14,26,10,0,155,117,7,21,7,3,147,186,17,38,0,0,240,208,27,40,3,3,275,280,30,24,3,9,344,270,39,27,0,5,339,142,29,23,0,0,191,144,40,14,0,0,198,67,27,7,0,0,95,92,32,10,0,0,139,38,28,14,3,0,83,26,4,0,0,0,38,1870,302,255,47,26,2497
119041380,7,5,0,57,72,0,7,5,0,90,113,8,12,3,3,137,124,20,14,3,0,160,142,22,31,3,3,207,153,28,32,0,7,221,185,36,36,3,3,266,181,32,27,0,3,248,104,22,10,3,0,136,94,19,12,0,0,129,50,16,10,0,0,72,98,21,17,0,0,139,60,26,10,0,0,94,27,0,6,3,3,38,1450,254,241,49,32,2028
119041381,12,3,3,208,224,14,23,9,4,260,259,18,38,8,6,334,356,25,43,5,7,437,451,35,45,8,6,546,647,44,60,7,0,758,634,69,59,4,11,781,661,70,61,3,11,808,390,52,27,0,4,474,286,57,26,4,0,377,206,19,9,0,3,236,242,44,9,0,0,299,72,40,15,0,7,129,78,8,9,0,7,100,4711,504,442,75,64,5801
