SA2_MAINCODE_2016,P_75ov_EWFT,P_75ov_EWPT,P_75ov_EAFW,P_75ov_EHW_NS,P_75ov_Tot,P_Tot_EWFT,P_Tot_EWPT,P_Tot_EAFW,P_Tot_EHW_NS,P_Tot_Tot
126021499,3,26,0,3,40,1492,1325,92,47,2954
126021500,30,56,3,11,108,37110,9248,1266,771,48391
126021501,8,18,0,3,30,9138,2278,321,232,11976
126021503,4,28,0,0,39,3300,1994,134,100,5534
126021590,0,7,0,0,7,297,258,11,12,573
126021591,5,26,3,3,34,4032,3128,228,161,7548
127011504,0,3,0,0,3,885,606,45,46,1585
127011505,8,7,3,0,22,2023,1049,77,86,3241
127011506,11,17,0,0,30,2748,1393,113,96,4354
127011592,0,0,0,0,0,6,4,0,0,13
127011593,0,0,0,0,0,413,301,18,22,761
127011594,4,0,0,0,0,736,606,58,43,1443
127011595,0,0,0,0,3,738,328,25,26,1117
127011596,0,0,0,0,3,1036,854,79,54,2011
127011597,0,3,0,0,3,839,543,36,33,1452
127021509,0,0,0,0,3,1068,1044,65,46,2223
127021510,3,0,0,0,9,949,783,54,52,1832
127021511,13,8,0,0,25,3875,2577,134,227,6812
127021512,0,4,0,0,4,813,717,48,66,1648
127021513,3,3,0,0,10,1269,1020,61,84,2428
127021514,0,4,0,0,3,460,483,28,23,989
127021515,10,10,0,5,21,2927,2296,148,165,5541
127021516,0,5,0,3,13,916,787,52,69,1820
127021517,3,0,0,0,4,1597,1684,137,91,3501
127021518,6,4,0,0,11,2214,717,80,66,3075
127021519,0,8,0,0,8,2360,1140,69,86,3655
127021520,3,0,0,3,3,896,521,47,49,1511
127021521,10,22,3,3,46,13996,2820,300,458,17569
127031522,0,3,0,0,4,1337,1581,83,99,3104
127031523,17,24,4,3,40,9549,2848,269,289,12953
127031524,0,6,0,3,13,4717,1366,230,97,6405
127031598,21,40,5,3,68,12064,6296,693,473,19523
127031599,4,3,0,0,3,608,395,35,44,1084
127031600,12,15,0,4,30,6478,2390,187,254,9307
127031601,0,0,0,0,7,2330,986,73,104,3496
128011529,0,15,0,0,17,1292,1405,90,35,2822
128011530,12,30,6,6,54,5194,4997,327,198,10719
128011531,7,33,3,3,47,3335,2203,125,125,5787
128011602,21,31,0,3,52,6851,4087,334,178,11453
128011603,0,13,3,0,11,423,416,35,14,886
128011604,11,25,3,4,40,3557,2607,165,113,6434
128011605,0,5,0,0,7,145,157,8,3,312
128011606,3,12,0,0,14,888,712,44,28,1670
128021533,3,3,0,0,5,768,633,51,19,1477
128021534,0,0,0,0,3,658,611,39,18,1332
128021535,4,13,0,0,24,3158,2316,179,95,5759
128021536,5,13,0,0,22,1260,1477,74,48,2857
128021537,0,0,0,0,0,49,33,0,3,86
128021538,16,29,0,3,47,6450,3635,298,157,10540
128021607,4,4,0,0,8,1415,1778,105,68,3366
128021608,0,3,0,0,3,344,281,19,9,654
128021609,0,0,0,0,0,110,114,3,0,227
197979799,0,0,0,0,0,52,18,9,0,86
199999499,128,389,76,98,690,81623,51874,6077,3799,143365
201011001,3,4,3,3,14,2192,1626,169,62,4052
201011002,13,38,4,5,63,8946,7448,748,313,17453
201011003,10,12,3,3,31,1886,1636,140,66,3726
201011004,8,13,0,3,22,2574,2257,219,85,5132
201011005,4,3,0,3,11,1730,1010,128,70,2940
201011006,4,5,0,0,13,2027,755,83,57,2927
201011007,0,4,0,0,6,188,119,11,4,330
201011008,5,19,0,6,36,5992,2656,339,177,9166
201021009,10,10,3,0,20,733,605,48,41,1431
201021010,10,16,0,0,29,985,796,95,49,1926
201021011,14,25,3,3,52,1368,1509,144,70,3087
201021012,8,16,3,0,26,489,304,46,23,863
201031013,5,10,4,0,14,543,290,33,21,893
201031014,8,9,3,3,22,673,430,75,30,1208
201031015,10,3,0,0,17,311,207,19,14,548
201031016,3,19,3,3,31,1675,1458,139,77,3344
201031017,10,11,3,0,28,478,302,27,24,829
202011018,22,29,3,17,66,11014,8056,958,352,20384
202011019,3,9,0,3,9,1080,865,89,53,2086
202011020,10,22,0,3,29,3123,2004,172,97,5397
202011021,0,4,0,0,5,904,689,57,20,1669
202011022,5,18,0,0,33,3650,2461,265,80,6454
202011023,0,0,0,0,3,320,222,21,6,572
202011024,4,4,3,0,15,641,597,52,23,1304
202011025,5,4,0,0,12,1904,1070,135,42,3155
202021026,11,10,3,0,18,1054,405,39,38,1536
202021027,14,29,3,4,40,3017,2131,224,98,5469
202021028,22,31,3,3,59,746,686,50,29,1516
202021029,13,11,3,3,31,623,410,53,25,1106
202021030,18,28,0,0,47,2055,1779,180,79,4090
202021031,6,4,3,3,18,859,800,69,29,1751
202031032,6,14,0,0,25,985,324,59,32,1405
202031033,29,31,6,0,69,1516,802,110,83,2500
203011034,6,5,0,0,12,617,535,62,29,1238
203011035,4,13,0,3,20,685,448,44,31,1206
203011036,14,18,0,0,32,736,589,54,28,1405
203021037,5,13,0,3,17,2506,2563,236,93,5392
203021038,4,13,0,4,26,4434,2666,249,159,7509
203021039,30,56,3,8,104,18062,11256,1283,499,31099
203021040,9,6,0,0,18,2558,2403,199,84,5250
203021041,3,15,3,5,32,2578,3033,225,103,5938
203021042,4,20,3,0,29,2625,2012,157,67,4870
203021043,7,9,0,0,19,3544,1778,242,107,5667
203021044,0,8,0,0,8,562,713,51,24,1346
203021045,8,14,0,0,19,2597,1738,154,95,4585
203021046,5,21,0,0,31,2286,1796,143,68,4292
203021047,6,12,0,11,28,7223,2780,343,182,10527
203031048,0,17,0,0,20,1134,1091,83,47,2354
203031049,0,6,0,4,11,844,957,83,37,1919
203031050,9,17,0,7,29,2156,2448,193,92,4891
203031051,3,8,0,0,14,466,529,49,20,1065
203031052,5,13,0,6,22,688,753,91,32,1568
203031053,4,7,4,0,24,2589,2471,193,94,5348
204011054,28,19,4,3,55,1332,957,124,46,2464
204011055,28,33,3,0,63,1140,834,94,56,2126
204011056,3,10,0,0,24,2002,1526,154,84,3766
204011057,25,24,5,0,49,2305,1488,138,89,4019
204011058,12,17,0,3,40,836,474,55,41,1407
204011059,3,10,3,4,19,1415,1179,121,70,2788
204011060,8,10,0,0,20,1559,331,88,36,2014
204011061,0,0,0,0,0,5,0,0,0,5
204011062,18,14,3,4,39,517,431,48,30,1020
204021063,21,27,3,3,47,2444,1621,212,81,4365
204021064,14,15,4,3,36,465,238,23,29,751
204021065,10,6,0,0,22,1005,454,76,36,1574
204021066,22,26,12,4,55,5379,3775,463,188,9803
204021067,48,43,10,4,103,1513,840,110,50,2516
204031068,3,12,0,0,15,770,687,70,39,1574
204031069,18,22,6,0,46,2271,1469,128,77,3941
204031070,4,8,3,3,20,231,245,36,5,529
204031071,9,3,3,3,22,1073,672,89,51,1887
204031072,36,23,3,9,73,1123,745,95,55,2013
204031073,3,20,0,0,25,2629,1529,170,76,4399
204031074,9,21,8,0,37,9429,4166,552,258,14408
204031075,14,8,0,0,22,670,429,47,16,1162
205011076,20,23,0,3,41,1854,1531,125,73,3586
205011077,15,24,0,0,38,842,627,63,34,1569
205011078,14,22,0,0,42,983,802,74,35,1892
205011079,35,43,10,4,87,4810,3435,369,196,8808
205021080,0,0,0,0,0,0,0,0,0,3
205021081,16,39,3,10,70,4644,3347,424,161,8575
205021082,28,30,3,9,70,987,624,89,51,1755
205021083,0,0,0,0,0,0,0,0,0,0
205021084,10,15,4,0,28,1102,1216,156,75,2542
205021085,26,13,3,5,53,1044,861,99,64,2072
205021086,6,7,3,0,20,398,338,39,13,787
205031087,24,26,5,13,67,1506,1160,123,75,2861
205031088,0,0,0,0,3,31,27,0,0,61
205031089,24,22,8,4,52,1414,1004,109,85,2608
205031090,22,31,3,8,67,2882,2020,229,97,5229
205031091,9,26,0,3,36,1474,1483,195,67,3221
205031092,0,0,0,0,0,19,10,8,0,32
205031093,30,59,10,3,97,3353,3102,392,145,6994
205041094,7,18,4,3,32,2684,994,207,63,3948
205041095,9,19,3,0,25,2385,1950,223,100,4661
205041096,16,26,3,9,49,5748,3002,411,187,9358
205041097,15,27,7,5,53,6504,4912,540,241,12199
205041098,3,0,0,0,7,216,169,13,7,405
205051099,0,0,0,0,0,21,5,0,0,26
205051100,18,3,0,0,25,2158,408,97,57,2718
205051101,25,26,0,5,55,2249,1422,179,86,3940
205051102,15,10,0,3,24,904,329,47,28,1300
205051103,11,23,4,0,36,3825,2903,355,145,7225
205051104,10,23,0,3,43,976,713,70,52,1814
206011105,25,26,0,3,54,6334,4484,306,228,11353
206011106,5,7,0,0,19,1490,1082,46,45,2668
206011107,3,0,0,0,7,694,693,33,36,1460
206011108,10,29,0,8,39,3978,3298,233,164,7677
206011109,3,0,0,0,7,476,471,39,30,1018
206021110,7,9,0,0,13,2327,1301,86,80,3794
206021111,13,18,0,0,29,3226,2602,166,130,6130
206021112,13,8,0,3,28,2395,1742,111,89,4332
206031113,10,6,0,0,15,1121,1077,71,39,2312
206031114,10,28,0,3,44,3973,3447,187,142,7750
206031115,6,4,0,0,11,1455,936,76,60,2523
206031116,15,25,0,3,41,4407,3054,279,129,7866
206041117,17,43,0,7,66,9688,5205,509,257,15656
206041118,30,21,0,9,66,45946,8603,2055,946,57550
206041119,13,66,0,3,84,13144,5683,790,290,19909
206041120,5,18,0,0,19,869,529,43,28,1467
206041121,3,8,0,0,9,2832,1307,119,78,4334
206041122,194,247,15,55,519,164242,46446,6966,3484,221142
206041123,30,26,4,3,69,10455,4094,407,303,15259
206041124,20,44,10,8,86,16540,9832,1297,542,28210
206041125,16,46,3,3,67,11377,3878,613,265,16132
206041126,19,28,12,15,65,27591,9294,1220,675,38774
206041127,3,7,5,4,15,3199,545,183,93,4023
206051128,25,37,8,3,75,11873,3967,420,263,16520
206051129,3,12,3,0,20,1164,1015,63,34,2269
206051130,5,17,3,0,26,2766,1547,164,87,4569
206051131,21,8,4,10,45,18781,3022,571,414,22784
206051132,18,39,7,3,65,19312,5641,652,411,26019
206051133,13,31,3,0,52,9537,4636,408,247,14832
206051134,4,27,0,0,29,1592,1339,79,69,3084
206061135,8,30,4,0,43,3375,2402,171,107,6059
206061136,12,27,0,0,41,6081,3745,244,151,10219
206061137,23,38,0,8,69,8008,4201,324,211,12741
206061138,13,74,9,4,91,2484,1948,113,93,4638
206071139,3,14,0,9,26,7143,2318,266,151,9866
206071140,0,16,0,0,14,1170,791,44,33,2047
206071141,10,14,3,0,27,8121,2999,270,195,11592
206071142,18,32,8,3,63,8283,5175,515,229,14207
206071143,0,12,0,0,12,2028,1440,91,69,3630
206071144,39,57,6,10,115,25151,10061,1012,623,36842
206071145,6,13,0,0,18,1800,1253,103,56,3206
207011146,4,14,0,0,18,865,1150,54,35,2103
207011147,10,35,3,0,47,2532,2195,121,100,4942
207011148,8,32,0,0,39,1518,1575,87,59,3234
207011149,15,43,3,4,64,4767,3434,260,138,8596
207011150,7,20,3,0,34,4434,1895,181,106,6621
207011151,17,65,10,5,101,9510,5213,475,259,15458
207011152,6,33,3,0,45,6564,3124,259,166,10110
207011153,26,58,3,7,95,7014,4858,416,204,12491
207011154,7,10,0,0,16,1160,857,58,37,2113
207011155,11,35,4,6,46,3122,2360,141,91,5718
207021156,5,17,0,0,26,1427,1181,62,43,2709
207021157,9,50,0,0,67,4618,4581,237,172,9615
207021159,0,22,3,0,28,1175,1321,72,39,2599
207021160,9,24,4,0,34,1309,1469,154,65,2997
207021424,7,10,3,0,19,1044,1184,63,47,2329
207021425,10,20,0,0,31,1988,1902,101,73,4074
207031161,0,37,0,3,45,4813,3175,238,113,8340
207031162,3,10,0,0,10,714,800,53,14,1587
207031163,7,46,0,4,63,10778,7188,686,307,18958
207031164,0,15,0,0,13,1108,986,45,33,2173
207031165,7,18,0,3,26,4662,2395,212,119,7388
207031166,4,11,3,0,13,3552,1771,210,105,5633
207031167,5,17,0,0,25,1349,1062,73,53,2536
208011168,0,30,0,3,31,1031,1108,69,47,2256
208011169,11,62,3,4,82,4729,4338,276,166,9511
208011170,5,22,4,3,37,1476,1372,84,50,2982
208011171,12,14,0,3,26,3721,1620,117,89,5541
208011172,3,22,0,0,27,1971,1922,112,58,4066
208011173,3,33,3,0,42,2457,2469,171,81,5179
208021174,7,25,0,4,38,2945,2548,164,91,5747
208021176,3,11,0,0,16,1675,1559,80,59,3371
208021177,24,59,5,3,87,3813,3038,158,120,7133
208021178,5,26,3,0,39,3073,2422,221,92,5804
208021179,12,20,0,3,34,2345,2119,119,74,4666
208021180,0,3,0,0,9,770,599,37,28,1436
208021181,0,5,0,0,9,648,631,35,29,1355
208021182,3,9,0,0,15,1206,1202,70,38,2520
208021426,3,8,0,3,20,2771,1720,133,68,4688
208021427,4,15,0,0,13,971,834,56,25,1888
208031183,0,0,0,0,6,525,435,34,22,1006
208031184,14,25,3,7,39,9461,2239,241,215,12166
208031185,4,8,0,0,13,856,879,70,47,1855
208031186,0,10,0,3,12,1035,978,80,46,2144
208031187,0,0,0,0,3,886,611,39,27,1560
208031188,19,47,3,9,74,7173,5827,366,224,13590
208031189,8,6,0,0,15,914,835,55,27,1825
208031190,8,33,0,3,39,2615,2098,165,90,4959
208031191,30,35,4,0,63,10751,3922,389,269,15331
208031192,4,3,0,0,9,1677,711,69,34,2496
208031193,8,28,0,0,34,3541,2387,130,123,6181
208041194,25,44,4,5,82,5659,4343,323,183,10502
208041195,4,43,3,5,55,4902,5385,321,207,10811
209011196,3,12,0,0,14,1284,745,50,41,2117
209011197,4,14,0,0,22,2624,3233,203,99,6160
209011198,6,25,4,0,41,7202,5467,659,240,13566
209011199,12,26,3,3,44,4498,1889,178,123,6684
209011200,8,18,0,6,34,1870,1789,112,72,3848
209011201,0,7,0,4,13,602,675,43,17,1340
209011202,4,14,0,0,13,1199,1318,80,50,2646
209011203,0,17,0,0,19,1615,991,87,31,2719
209011204,0,6,0,0,6,607,606,37,24,1273
209021205,3,14,0,4,21,3528,2335,223,128,6210
209021207,3,8,0,0,13,1436,1463,111,73,3086
209021208,8,10,4,3,25,3147,1736,170,122,5173
209021428,27,41,5,3,68,9930,6154,481,352,16922
209021429,3,3,0,3,10,1049,881,65,47,2039
209031209,4,21,0,0,29,2832,3100,168,110,6211
209031210,0,3,0,0,3,269,288,14,7,580
209031211,6,3,0,0,13,358,290,32,17,699
209031212,3,11,0,0,11,509,419,26,20,977
209031213,3,12,0,0,15,963,866,68,33,1930
209031214,3,6,0,0,10,624,536,36,22,1215
209031215,0,4,0,0,5,1052,1227,73,46,2403
209041216,4,0,0,0,4,2300,1222,124,76,3720
209041217,0,3,0,0,6,812,1068,65,58,2008
209041219,5,4,0,0,9,1630,1071,71,69,2844
209041220,4,0,0,0,3,1966,2433,180,90,4666
209041221,0,0,0,0,0,391,363,29,17,798
209041223,7,28,3,0,45,10573,3559,344,319,14790
209041224,3,4,0,0,14,1049,1072,89,56,2269
209041225,8,17,3,0,24,878,847,63,48,1838
209041430,3,3,0,0,3,1316,1153,80,60,2612
209041431,0,3,0,0,4,647,469,46,24,1184
209041432,5,13,3,3,26,6570,4178,390,246,11392
209041433,0,0,0,0,0,989,621,44,35,1686
209041434,3,3,0,0,10,743,588,28,32,1395
209041435,0,0,0,0,0,387,356,28,22,788
209041436,0,3,0,0,9,1354,1239,101,46,2742
209041437,3,5,0,0,9,425,226,16,14,677
210011226,3,13,0,0,17,2572,1719,110,113,4515
210011227,4,6,0,0,5,3057,1094,144,86,4384
210011228,23,22,0,4,50,13001,3734,418,396,17548
210011229,10,15,0,0,20,1534,1472,77,62,3150
210011230,0,0,0,0,0,1170,789,72,41,2074
210011231,3,7,0,0,9,674,622,56,29,1376
210021232,3,12,0,0,13,1783,1756,133,62,3739
210021233,0,7,0,0,8,375,292,20,15,700
210021234,0,3,0,0,6,272,262,31,9,575
210021235,9,20,3,3,34,925,772,78,35,1811
210031236,11,9,0,6,21,3010,1516,121,101,4745
210031237,0,4,0,0,11,1396,920,67,86,2467
210031239,0,7,0,0,8,1466,1228,92,68,2851
210031438,6,7,0,0,16,1752,1367,93,108,3324
210031439,0,0,0,0,0,64,60,5,8,130
210031440,0,0,0,0,0,648,346,42,21,1055
210041240,4,3,0,0,10,824,692,43,25,1587
210041241,6,18,0,0,30,2960,2960,206,116,6243
210051242,5,12,3,0,21,6836,3578,370,247,11022
210051243,33,19,0,5,66,17590,4499,442,510,23053
210051245,0,0,0,0,5,2073,1326,126,89,3618
210051246,0,3,0,0,4,1091,720,68,44,1929
210051247,0,0,0,0,3,448,401,36,39,930
210051248,10,7,3,5,23,10220,4631,713,354,15917
210051249,5,7,3,3,16,4483,1989,177,179,6835
210051250,3,7,0,0,14,3013,1015,108,93,4229
210051441,0,0,0,0,0,571,680,52,43,1340
210051442,0,0,0,0,0,620,575,35,30,1262
210051443,0,3,0,0,3,2494,818,100,75,3485
210051444,0,3,0,0,3,855,891,60,58,1860
210051445,0,0,0,0,3,422,238,21,5,690
211011251,13,33,0,4,58,8886,2956,280,208,12337
211011254,9,29,0,4,53,9687,2895,344,194,13120
211011255,3,3,0,0,3,367,275,9,19,676
211011256,3,4,0,0,11,2694,1862,138,69,4763
211011257,0,9,0,0,12,2157,695,71,52,2981
211011258,0,4,0,0,9,1422,757,66,37,2289
211011259,0,11,0,3,15,1931,2109,185,73,4299
211011260,13,26,0,0,39,3963,4394,277,166,8797
211011446,11,26,5,0,37,3559,2569,205,106,6433
211011447,8,13,0,0,14,1252,1113,81,44,2490
211011448,8,7,4,0,18,2957,2294,215,105,5570
211011449,0,0,0,0,0,232,217,13,12,474
211021261,4,30,0,0,37,1152,1176,79,30,2436
211021262,4,22,4,5,37,984,1064,78,50,2172
211031263,11,16,0,0,30,6477,2288,197,154,9116
211031265,3,11,0,0,17,1005,977,62,38,2083
211031266,17,25,3,3,41,7883,6345,459,240,14924
211031267,0,34,0,4,41,2484,2635,217,80,5420
211031268,3,6,0,0,10,653,731,35,31,1443
211031450,7,10,0,3,20,2276,1687,103,61,4121
211031451,0,17,0,0,22,1248,1407,103,47,2804
211031452,0,0,0,0,3,1721,514,54,38,2331
211041269,4,17,3,6,26,2315,2331,143,99,4885
211041270,3,27,0,5,34,3661,2114,147,100,6018
211041271,10,22,3,3,35,3871,2312,163,127,6480
211041272,3,13,0,0,23,1617,975,73,40,2701
211041273,3,6,0,0,13,1164,1256,85,43,2549
211051274,7,14,3,0,20,971,976,66,36,2048
211051275,3,12,0,3,19,1488,1787,102,54,3432
211051276,13,28,4,0,43,1957,1930,171,97,4149
211051277,3,11,0,0,10,2622,948,91,69,3737
211051278,17,35,3,3,56,5322,3376,335,145,9173
211051279,3,7,3,0,12,1134,857,87,40,2114
211051280,0,7,3,0,10,712,596,54,20,1386
211051281,6,13,0,0,17,1618,1641,128,59,3446
211051282,3,8,0,0,17,801,1154,102,34,2080
211051283,4,3,0,0,4,876,882,51,32,1852
211051284,0,7,0,0,9,571,757,54,15,1397
211051285,8,14,3,0,27,772,681,58,34,1542
211051286,7,22,8,3,33,1451,1385,159,99,3088
212011287,9,12,0,4,23,2074,1685,115,77,3952
212011288,19,14,0,4,44,1142,846,69,47,2104
212011289,11,19,0,3,36,1420,1384,94,66,2966
212011290,15,26,0,8,53,1222,878,86,68,2255
212011291,3,10,4,0,15,1876,1350,114,83,3429
212011292,11,8,3,0,19,4936,3138,227,161,8463
212021293,10,15,0,0,31,4224,3570,267,142,8200
212021294,4,9,0,0,11,1389,1502,112,59,3063
212021295,0,5,0,0,11,1009,713,57,42,1824
212021297,8,11,0,0,20,7924,2257,246,217,10642
212021299,4,14,0,3,18,709,582,40,27,1358
212021453,0,4,0,0,7,637,518,33,22,1216
212021454,0,13,0,0,8,628,959,68,34,1693
212021455,0,0,0,0,0,464,438,43,27,977
212021456,6,18,0,0,27,4560,5234,343,210,10341
212031300,3,13,0,3,17,3568,3115,222,134,7041
212031301,0,6,0,0,7,1887,1353,94,70,3411
212031302,0,0,0,0,0,861,777,50,18,1714
212031303,0,10,0,0,13,1349,741,67,43,2203
212031304,0,0,0,0,3,537,444,33,26,1036
212031305,0,6,0,0,11,1170,1137,56,66,2425
212031306,0,3,0,3,6,1581,1033,80,62,2753
212031308,9,5,0,0,16,1010,653,69,46,1782
212031457,0,3,0,0,3,546,592,42,25,1203
212031458,0,3,0,0,8,670,631,38,33,1380
212041309,3,11,0,3,12,1807,981,85,50,2931
212041310,0,16,0,0,22,4264,1301,115,110,5787
212041311,69,77,5,29,171,48631,14053,1646,1358,65689
212041312,0,8,0,0,12,1065,899,62,60,2082
212041313,3,11,3,0,20,1199,706,49,40,1994
212041314,12,18,3,4,41,6724,3084,234,194,10236
212041316,4,8,0,0,7,3025,880,112,78,4097
212041317,17,25,0,0,46,5858,3376,236,241,9710
212041318,0,3,0,0,3,563,520,33,15,1129
212041459,0,11,0,0,12,753,796,47,48,1637
212041460,3,8,0,0,13,1137,862,59,57,2117
212051319,8,8,0,0,22,2782,1912,138,72,4901
212051320,29,59,4,13,99,22997,9470,1138,597,34203
212051321,10,10,5,3,30,2635,1446,134,81,4302
212051322,10,46,3,5,64,4463,4181,274,154,9072
212051323,0,16,0,4,20,1087,981,63,35,2173
212051324,9,35,0,6,55,9099,3611,324,241,13280
212051325,11,34,0,10,57,15537,4741,555,380,21214
212051326,17,27,0,8,52,6969,3733,278,235,11211
212051327,5,28,0,3,34,1906,1927,109,65,4011
213011328,0,3,0,0,4,993,371,44,33,1441
213011329,0,0,0,0,0,351,317,31,15,716
213011330,8,12,0,0,26,9124,3203,304,301,12934
213011331,0,0,0,0,4,326,381,18,20,738
213011332,0,3,0,0,5,850,980,58,50,1930
213011333,0,0,0,0,0,340,328,23,20,713
213011334,0,7,0,0,8,1330,1014,51,79,2469
213011335,3,8,0,0,6,2781,2114,238,116,5247
213011336,12,13,0,3,26,4376,2771,247,193,7583
213011337,0,6,0,0,6,2881,1237,110,122,4349
213011338,9,4,0,3,16,7332,2222,211,278,10045
213011339,0,0,0,0,0,805,801,62,43,1702
213011340,3,8,0,0,8,1885,2621,139,123,4767
213021341,9,10,3,4,22,4890,1809,206,145,7057
213021342,0,0,0,0,0,712,983,59,39,1796
213021343,7,16,0,3,32,10085,2774,390,293,13540
213021344,3,10,0,0,15,2432,1240,97,76,3839
213021345,0,0,0,0,0,155,159,7,11,330
213021346,7,21,0,0,30,3971,2451,162,110,6692
213031347,6,14,0,0,21,3303,1960,142,119,5525
213031348,4,19,6,7,36,8426,4856,519,282,14087
213031349,0,10,0,0,10,2406,3641,167,141,6357
213031350,0,0,0,0,0,819,534,42,41,1429
213031351,8,9,0,0,11,3438,1150,122,119,4833
213031352,7,6,0,0,15,3019,1780,140,93,5034
213041353,7,12,0,0,15,2681,2220,166,103,5165
213041355,0,3,0,0,3,759,557,42,37,1390
213041356,8,4,0,0,16,3355,2274,191,144,5961
213041357,0,3,0,0,5,1452,909,73,56,2491
213041358,4,0,0,0,9,1309,1704,118,61,3192
213041359,0,3,0,0,3,4232,1232,164,117,5745
213041360,0,0,0,0,3,783,850,43,40,1713
213041461,0,0,0,0,0,211,302,10,19,542
213041462,0,0,0,0,0,209,155,13,7,383
213041463,0,0,0,0,3,1498,1414,100,64,3080
213051361,7,9,0,0,11,4465,2196,182,156,7002
213051362,0,3,3,0,5,1821,2676,141,114,4760
213051363,14,6,4,0,24,15075,3367,454,423,19320
213051365,0,0,0,0,3,1941,1613,104,99,3758
213051366,7,4,0,0,8,5132,1700,198,172,7202
213051368,10,20,4,3,38,5135,3481,342,169,9127
213051369,3,0,0,0,3,956,890,64,51,1957
213051464,0,0,0,0,3,601,507,29,19,1160
213051465,0,3,0,0,7,2391,2273,155,131,4957
213051466,0,0,0,0,0,631,490,13,23,1148
213051467,0,6,0,0,3,1123,981,58,43,2205
213051468,0,4,0,0,4,586,400,35,23,1041
214011370,8,18,3,3,40,6641,3214,246,205,10307
214011371,18,43,0,4,64,7680,6530,663,252,15131
214011372,8,3,0,0,14,1632,2018,138,80,3871
214011373,3,14,0,0,19,1157,1233,103,42,2531
214011374,3,9,0,0,14,2009,1760,118,81,3974
214011375,9,23,0,4,37,3696,1957,162,132,5945
214011376,4,4,0,0,11,613,482,39,24,1161
214021377,7,15,4,3,25,1415,1258,98,61,2827
214021378,15,36,3,0,51,1421,1217,117,59,2812
214021379,6,23,3,3,35,4882,2475,272,133,7753
214021380,14,45,7,3,73,6117,5713,412,223,12463
214021381,9,27,0,0,38,1990,2104,121,76,4284
214021382,3,15,0,0,22,1242,1246,82,42,2614
214021383,6,28,3,3,41,1910,1955,169,99,4132
214021384,9,32,5,5,49,2880,2894,266,136,6180
214021385,17,15,0,0,34,3508,2561,207,135,6410
215011386,15,17,3,0,34,2255,1336,180,69,3847
215011387,21,16,0,3,44,633,289,47,22,985
215011388,18,32,0,9,53,4421,2925,348,156,7842
215011389,19,17,7,3,45,672,305,38,33,1039
215011390,29,24,4,8,66,1642,885,110,59,2693
215011391,16,8,0,9,32,772,490,64,36,1367
215011392,9,15,3,0,27,1923,1232,159,75,3387
215011393,25,24,0,0,50,717,367,52,28,1164
215011394,26,29,3,5,71,1477,895,102,66,2539
215021395,3,3,0,0,8,1146,555,57,42,1798
215021396,8,8,0,0,14,632,369,39,26,1072
215021398,6,19,4,5,34,1316,510,64,49,1941
215021399,3,3,0,4,6,870,473,67,48,1461
215021469,23,24,3,9,55,6948,3892,434,255,11537
215021470,14,9,3,3,30,1791,1551,141,68,3548
215031400,22,24,7,8,60,1420,853,112,53,2446
215031401,14,31,4,5,56,1373,669,85,55,2186
215031402,6,3,3,4,21,937,699,82,34,1747
215031403,3,3,3,0,8,728,373,50,71,1224
215031404,9,20,0,9,31,3371,1993,246,138,5744
215031405,26,13,3,3,44,1290,430,75,46,1835
216011406,9,23,0,8,47,4489,2919,350,166,7919
216011407,18,20,0,8,46,2300,1385,156,71,3917
216011408,5,16,0,0,27,566,248,35,37,884
216011409,7,4,3,3,22,912,438,70,32,1458
216011410,14,26,4,4,40,723,367,44,39,1169
216021411,6,8,0,7,22,2071,1022,199,97,3389
216021412,16,12,3,0,33,391,179,33,19,624
216021413,24,27,0,3,62,2582,1301,164,97,4153
216021414,0,11,4,0,14,1156,1030,134,54,2371
216031415,3,5,0,0,11,753,715,55,40,1571
216031416,17,34,4,11,73,8148,4227,524,285,13182
216031417,16,18,4,13,48,4234,2822,297,152,7506
216031418,19,14,3,3,41,937,305,66,36,1341
216031419,23,23,0,0,50,2782,1175,262,119,4334
217011420,39,33,8,6,82,1503,893,105,70,2575
217011421,14,10,3,7,36,2725,1993,230,96,5047
217011422,14,20,0,3,38,2837,1960,265,132,5192
217011423,42,23,4,3,77,1367,654,88,48,2157
217031471,3,21,0,0,26,780,640,68,40,1527
217031472,12,21,6,13,53,3711,2529,293,140,6675
217031473,24,28,4,3,58,831,443,56,21,1351
217031474,23,11,7,4,41,1277,709,92,51,2127
217031475,22,23,5,8,56,2200,985,159,88,3429
217031476,9,11,0,0,25,655,602,78,30,1364
217041477,35,32,4,6,70,1443,568,79,49,2137
217041478,27,29,3,8,64,1851,1125,169,84,3231
217041479,3,10,3,4,19,2172,1924,201,82,4382
217041480,15,33,3,8,59,6820,4590,514,221,12147
297979799,0,0,0,0,0,107,24,22,9,157
299999499,139,351,60,61,612,68402,42343,5166,3122,119032
301011001,0,3,0,0,6,1087,1104,59,37,2289
301011002,5,17,0,0,24,928,657,40,30,1651
301011003,3,7,0,0,12,1003,1034,66,34,2132
301011004,11,9,3,3,24,6177,3928,276,168,10554
301011005,3,0,0,0,0,248,128,13,7,395
301011006,3,0,0,0,3,821,921,63,19,1822
301021007,12,16,3,3,34,5316,3630,359,137,9449
301021008,6,8,0,0,14,833,668,58,25,1583
301021009,8,15,0,0,18,1283,907,57,52,2295
301021011,3,3,0,0,9,1294,618,60,38,2012
301021012,4,4,0,0,8,1157,982,54,34,2224
