SA3_NAME16	EmploymentStatus	Sex	workers
Whittlesea - Wallan	Owner managers of incorporated enterprises	F	1168
Whittlesea - Wallan	Owner managers of incorporated enterprises	M	3364
Whittlesea - Wallan	Owner managers of unincorporated enterprises	F	1299
Whittlesea - Wallan	Owner managers of unincorporated enterprises	M	2185
Keilor		F	136
Keilor		M	234
Keilor	Contributing family workers	F	183
Keilor	Contributing family workers	M	194
Keilor	Employee	F	11561
Keilor	Employee	M	16523
Keilor	Owner managers of incorporated enterprises	F	642
Keilor	Owner managers of incorporated enterprises	M	2029
Keilor	Owner managers of unincorporated enterprises	F	512
Keilor	Owner managers of unincorporated enterprises	M	1029
Macedon Ranges		F	34
Macedon Ranges		M	40
Macedon Ranges	Contributing family workers	F	122
Macedon Ranges	Contributing family workers	M	107
Macedon Ranges	Employee	F	2895
Macedon Ranges	Employee	M	1951
Macedon Ranges	Owner managers of incorporated enterprises	F	268
Macedon Ranges	Owner managers of incorporated enterprises	M	538
Macedon Ranges	Owner managers of unincorporated enterprises	F	402
Macedon Ranges	Owner managers of unincorporated enterprises	M	471
Moreland - North		F	88
Moreland - North		M	130
Moreland - North	Contributing family workers	F	113
Moreland - North	Contributing family workers	M	101
Moreland - North	Employee	F	5742
Moreland - North	Employee	M	5546
Moreland - North	Owner managers of incorporated enterprises	F	325
Moreland - North	Owner managers of incorporated enterprises	M	1032
Moreland - North	Owner managers of unincorporated enterprises	F	546
Moreland - North	Owner managers of unincorporated enterprises	M	936
Sunbury		F	48
Sunbury		M	39
Sunbury	Contributing family workers	F	97
Sunbury	Contributing family workers	M	66
Sunbury	Employee	F	3833
Sunbury	Employee	M	2254
Sunbury	Owner managers of incorporated enterprises	F	216
Sunbury	Owner managers of incorporated enterprises	M	486
Sunbury	Owner managers of unincorporated enterprises	F	368
Sunbury	Owner managers of unincorporated enterprises	M	412
Tullamarine - Broadmeadows		F	330
Tullamarine - Broadmeadows		M	615
Tullamarine - Broadmeadows	Contributing family workers	F	314
Tullamarine - Broadmeadows	Contributing family workers	M	359
Tullamarine - Broadmeadows	Employee	F	25722
Tullamarine - Broadmeadows	Employee	M	40911
Tullamarine - Broadmeadows	Owner managers of incorporated enterprises	F	1028
Tullamarine - Broadmeadows	Owner managers of incorporated enterprises	M	3613
Tullamarine - Broadmeadows	Owner managers of unincorporated enterprises	F	1058
Tullamarine - Broadmeadows	Owner managers of unincorporated enterprises	M	2219
Knox		F	212
Knox		M	303
Knox	Contributing family workers	F	426
Knox	Contributing family workers	M	361
Knox	Employee	F	26746
Knox	Employee	M	27402
Knox	Owner managers of incorporated enterprises	F	1371
Knox	Owner managers of incorporated enterprises	M	3539
Knox	Owner managers of unincorporated enterprises	F	1482
Knox	Owner managers of unincorporated enterprises	M	2388
Manningham - East		F	17
Manningham - East		M	24
Manningham - East	Contributing family workers	F	81
Manningham - East	Contributing family workers	M	72
Manningham - East	Employee	F	1849
Manningham - East	Employee	M	1156
Manningham - East	Owner managers of incorporated enterprises	F	266
Manningham - East	Owner managers of incorporated enterprises	M	529
Manningham - East	Owner managers of unincorporated enterprises	F	283
Manningham - East	Owner managers of unincorporated enterprises	M	327
Maroondah		F	149
Maroondah		M	197
Maroondah	Contributing family workers	F	299
Maroondah	Contributing family workers	M	259
Maroondah	Employee	F	18496
Maroondah	Employee	M	16623
Maroondah	Owner managers of incorporated enterprises	F	930
Maroondah	Owner managers of incorporated enterprises	M	2443
Maroondah	Owner managers of unincorporated enterprises	F	1137
Maroondah	Owner managers of unincorporated enterprises	M	1699
Whitehorse - East		F	76
Whitehorse - East		M	90
Whitehorse - East	Contributing family workers	F	169
Whitehorse - East	Contributing family workers	M	147
Whitehorse - East	Employee	F	9628
Whitehorse - East	Employee	M	9191
Whitehorse - East	Owner managers of incorporated enterprises	F	541
Whitehorse - East	Owner managers of incorporated enterprises	M	1302
Whitehorse - East	Owner managers of unincorporated enterprises	F	636
Whitehorse - East	Owner managers of unincorporated enterprises	M	853
Yarra Ranges		F	202
Yarra Ranges		M	257
Yarra Ranges	Contributing family workers	F	569
Yarra Ranges	Contributing family workers	M	423
Yarra Ranges	Employee	F	16507
Yarra Ranges	Employee	M	13326
Yarra Ranges	Owner managers of incorporated enterprises	F	1246
Yarra Ranges	Owner managers of incorporated enterprises	M	2536
Yarra Ranges	Owner managers of unincorporated enterprises	F	1839
Yarra Ranges	Owner managers of unincorporated enterprises	M	2548
Cardinia		F	131
Cardinia		M	172
Cardinia	Contributing family workers	F	333
Cardinia	Contributing family workers	M	240
Cardinia	Employee	F	9616
Cardinia	Employee	M	8036
Cardinia	Owner managers of incorporated enterprises	F	739
Cardinia	Owner managers of incorporated enterprises	M	1568
Cardinia	Owner managers of unincorporated enterprises	F	987
Cardinia	Owner managers of unincorporated enterprises	M	1337
Casey - North		F	170
Casey - North		M	189
Casey - North	Contributing family workers	F	281
Casey - North	Contributing family workers	M	261
Casey - North	Employee	F	18221
Casey - North	Employee	M	14164
Casey - North	Owner managers of incorporated enterprises	F	918
Casey - North	Owner managers of incorporated enterprises	M	2292
Casey - North	Owner managers of unincorporated enterprises	F	1119
Casey - North	Owner managers of unincorporated enterprises	M	1675
Casey - South		F	119
Casey - South		M	153
Casey - South	Contributing family workers	F	288
Casey - South	Contributing family workers	M	247
Casey - South	Employee	F	11303
Casey - South	Employee	M	7949
Casey - South	Owner managers of incorporated enterprises	F	658
Casey - South	Owner managers of incorporated enterprises	M	1528
Casey - South	Owner managers of unincorporated enterprises	F	1153
Casey - South	Owner managers of unincorporated enterprises	M	1544
Dandenong		F	414
Dandenong		M	715
Dandenong	Contributing family workers	F	472
Dandenong	Contributing family workers	M	567
Dandenong	Employee	F	37179
Dandenong	Employee	M	56673
Dandenong	Owner managers of incorporated enterprises	F	1578
Dandenong	Owner managers of incorporated enterprises	M	5221
Dandenong	Owner managers of unincorporated enterprises	F	1398
Dandenong	Owner managers of unincorporated enterprises	M	3200
Monash		F	292
Monash		M	450
Monash	Contributing family workers	F	517
Monash	Contributing family workers	M	492
Monash	Employee	F	44732
Monash	Employee	M	47540
Monash	Owner managers of incorporated enterprises	F	1637
Monash	Owner managers of incorporated enterprises	M	4380
Monash	Owner managers of unincorporated enterprises	F	1529
Monash	Owner managers of unincorporated enterprises	M	2780
Brimbank		F	276
Brimbank		M	408
Brimbank	Contributing family workers	F	308
Brimbank	Contributing family workers	M	340
Brimbank	Employee	F	21970
Brimbank	Employee	M	25049
Brimbank	Owner managers of incorporated enterprises	F	866
Brimbank	Owner managers of incorporated enterprises	M	2562
Brimbank	Owner managers of unincorporated enterprises	F	956
Brimbank	Owner managers of unincorporated enterprises	M	1901
Hobsons Bay		F	128
Hobsons Bay		M	226
Hobsons Bay	Contributing family workers	F	210
Hobsons Bay	Contributing family workers	M	160
Hobsons Bay	Employee	F	10684
Hobsons Bay	Employee	M	17493
Hobsons Bay	Owner managers of incorporated enterprises	F	618
Hobsons Bay	Owner managers of incorporated enterprises	M	1678
Hobsons Bay	Owner managers of unincorporated enterprises	F	832
Hobsons Bay	Owner managers of unincorporated enterprises	M	1212
Maribyrnong		F	174
Maribyrnong		M	222
Maribyrnong	Contributing family workers	F	194
Maribyrnong	Contributing family workers	M	190
Maribyrnong	Employee	F	17102
Maribyrnong	Employee	M	14885
Maribyrnong	Owner managers of incorporated enterprises	F	618
Maribyrnong	Owner managers of incorporated enterprises	M	1636
Maribyrnong	Owner managers of unincorporated enterprises	F	923
Maribyrnong	Owner managers of unincorporated enterprises	M	1318
Melton - Bacchus Marsh		F	150
Melton - Bacchus Marsh		M	209
Melton - Bacchus Marsh	Contributing family workers	F	322
Melton - Bacchus Marsh	Contributing family workers	M	225
Melton - Bacchus Marsh	Employee	F	13296
Melton - Bacchus Marsh	Employee	M	10672
Melton - Bacchus Marsh	Owner managers of incorporated enterprises	F	667
Melton - Bacchus Marsh	Owner managers of incorporated enterprises	M	1823
Melton - Bacchus Marsh	Owner managers of unincorporated enterprises	F	914
Melton - Bacchus Marsh	Owner managers of unincorporated enterprises	M	1392
Wyndham		F	270
Wyndham		M	437
Wyndham	Contributing family workers	F	439
Wyndham	Contributing family workers	M	369
Wyndham	Employee	F	24589
Wyndham	Employee	M	29392
Wyndham	Owner managers of incorporated enterprises	F	1145
Wyndham	Owner managers of incorporated enterprises	M	3059
Wyndham	Owner managers of unincorporated enterprises	F	1777
Wyndham	Owner managers of unincorporated enterprises	M	2157
Frankston		F	207
Frankston		M	241
Frankston	Contributing family workers	F	343
Frankston	Contributing family workers	M	302
Frankston	Employee	F	20296
Frankston	Employee	M	14708
Frankston	Owner managers of incorporated enterprises	F	1026
Frankston	Owner managers of incorporated enterprises	M	2535
Frankston	Owner managers of unincorporated enterprises	F	1282
Frankston	Owner managers of unincorporated enterprises	M	1979
Mornington Peninsula		F	262
Mornington Peninsula		M	313
Mornington Peninsula	Contributing family workers	F	652
Mornington Peninsula	Contributing family workers	M	430
Mornington Peninsula	Employee	F	21451
Mornington Peninsula	Employee	M	16087
Mornington Peninsula	Owner managers of incorporated enterprises	F	1703
Mornington Peninsula	Owner managers of incorporated enterprises	M	3361
Mornington Peninsula	Owner managers of unincorporated enterprises	F	2173
Mornington Peninsula	Owner managers of unincorporated enterprises	M	3056
Grampians		F	149
Grampians		M	190
Grampians	Contributing family workers	F	549
Grampians	Contributing family workers	M	923
Grampians	Employee	F	9702
Grampians	Employee	M	8836
Grampians	Owner managers of incorporated enterprises	F	564
Grampians	Owner managers of incorporated enterprises	M	1256
Grampians	Owner managers of unincorporated enterprises	F	925
Grampians	Owner managers of unincorporated enterprises	M	1770
Mildura		F	142
Mildura		M	187
Mildura	Contributing family workers	F	295
Mildura	Contributing family workers	M	410
Mildura	Employee	F	9334
Mildura	Employee	M	8002
Mildura	Owner managers of incorporated enterprises	F	442
Mildura	Owner managers of incorporated enterprises	M	967
Mildura	Owner managers of unincorporated enterprises	F	575
Mildura	Owner managers of unincorporated enterprises	M	993
Murray River - Swan Hill		F	133
Murray River - Swan Hill		M	170
Murray River - Swan Hill	Contributing family workers	F	359
Murray River - Swan Hill	Contributing family workers	M	590
Murray River - Swan Hill	Employee	F	5592
Murray River - Swan Hill	Employee	M	5340
Murray River - Swan Hill	Owner managers of incorporated enterprises	F	432
Murray River - Swan Hill	Owner managers of incorporated enterprises	M	993
Murray River - Swan Hill	Owner managers of unincorporated enterprises	F	554
Murray River - Swan Hill	Owner managers of unincorporated enterprises	M	1017
Campaspe		F	111
Campaspe		M	150
Campaspe	Contributing family workers	F	272
Campaspe	Contributing family workers	M	332
Campaspe	Employee	F	6121
Campaspe	Employee	M	5565
Campaspe	Owner managers of incorporated enterprises	F	376
Campaspe	Owner managers of incorporated enterprises	M	799
Campaspe	Owner managers of unincorporated enterprises	F	642
Campaspe	Owner managers of unincorporated enterprises	M	990
Moira		F	67
Moira		M	103
Moira	Contributing family workers	F	240
Moira	Contributing family workers	M	277
Moira	Employee	F	4032
Moira	Employee	M	3753
Moira	Owner managers of incorporated enterprises	F	289
Moira	Owner managers of incorporated enterprises	M	612
Moira	Owner managers of unincorporated enterprises	F	389
Moira	Owner managers of unincorporated enterprises	M	768
Shepparton		F	164
Shepparton		M	199
Shepparton	Contributing family workers	F	293
Shepparton	Contributing family workers	M	321
Shepparton	Employee	F	12132
Shepparton	Employee	M	11088
Shepparton	Owner managers of incorporated enterprises	F	614
Shepparton	Owner managers of incorporated enterprises	M	1366
Shepparton	Owner managers of unincorporated enterprises	F	631
Shepparton	Owner managers of unincorporated enterprises	M	1127
Glenelg - Southern Grampians		F	115
Glenelg - Southern Grampians		M	126
Glenelg - Southern Grampians	Contributing family workers	F	326
Glenelg - Southern Grampians	Contributing family workers	M	406
Glenelg - Southern Grampians	Employee	F	5840
Glenelg - Southern Grampians	Employee	M	5492
Glenelg - Southern Grampians	Owner managers of incorporated enterprises	F	266
Glenelg - Southern Grampians	Owner managers of incorporated enterprises	M	557
Glenelg - Southern Grampians	Owner managers of unincorporated enterprises	F	669
Glenelg - Southern Grampians	Owner managers of unincorporated enterprises	M	1171
Colac - Corangamite		F	124
Colac - Corangamite		M	179
Colac - Corangamite	Contributing family workers	F	372
Colac - Corangamite	Contributing family workers	M	382
Colac - Corangamite	Employee	F	6022
Colac - Corangamite	Employee	M	5967
Colac - Corangamite	Owner managers of incorporated enterprises	F	359
Colac - Corangamite	Owner managers of incorporated enterprises	M	738
Colac - Corangamite	Owner managers of unincorporated enterprises	F	856
Colac - Corangamite	Owner managers of unincorporated enterprises	M	1466
Warrnambool		F	143
Warrnambool		M	170
Warrnambool	Contributing family workers	F	300
Warrnambool	Contributing family workers	M	309
Warrnambool	Employee	F	9220
Warrnambool	Employee	M	8238
Warrnambool	Owner managers of incorporated enterprises	F	410
Warrnambool	Owner managers of incorporated enterprises	M	883
Warrnambool	Owner managers of unincorporated enterprises	F	801
Warrnambool	Owner managers of unincorporated enterprises	M	1418
Migratory - Offshore - Shipping (Vic.)		M	3
Migratory - Offshore - Shipping (Vic.)	Contributing family workers	M	3
Migratory - Offshore - Shipping (Vic.)	Employee	F	8
Migratory - Offshore - Shipping (Vic.)	Employee	M	131
Migratory - Offshore - Shipping (Vic.)	Owner managers of incorporated enterprises	M	4
Migratory - Offshore - Shipping (Vic.)	Owner managers of unincorporated enterprises	M	4
No usual address (Vic.)		F	530
No usual address (Vic.)		M	1711
No usual address (Vic.)	Contributing family workers	F	569
No usual address (Vic.)	Contributing family workers	M	1043
No usual address (Vic.)	Employee	F	19561
No usual address (Vic.)	Employee	M	46461
No usual address (Vic.)	Owner managers of incorporated enterprises	F	1319
No usual address (Vic.)	Owner managers of incorporated enterprises	M	13848
No usual address (Vic.)	Owner managers of unincorporated enterprises	F	6522
No usual address (Vic.)	Owner managers of unincorporated enterprises	M	27461
Capalaba		F	81
Capalaba		M	80
Capalaba	Contributing family workers	F	197
Capalaba	Contributing family workers	M	151
Capalaba	Employee	F	8156
Capalaba	Employee	M	6474
Capalaba	Owner managers of incorporated enterprises	F	718
Capalaba	Owner managers of incorporated enterprises	M	1347
Capalaba	Owner managers of unincorporated enterprises	F	699
Capalaba	Owner managers of unincorporated enterprises	M	951
Cleveland - Stradbroke		F	106
Cleveland - Stradbroke		M	104
Cleveland - Stradbroke	Contributing family workers	F	263
Cleveland - Stradbroke	Contributing family workers	M	230
Cleveland - Stradbroke	Employee	F	11151
Cleveland - Stradbroke	Employee	M	7357
Cleveland - Stradbroke	Owner managers of incorporated enterprises	F	790
Cleveland - Stradbroke	Owner managers of incorporated enterprises	M	1327
Cleveland - Stradbroke	Owner managers of unincorporated enterprises	F	915
Cleveland - Stradbroke	Owner managers of unincorporated enterprises	M	1128
Wynnum - Manly		F	105
Wynnum - Manly		M	183
Wynnum - Manly	Contributing family workers	F	158
Wynnum - Manly	Contributing family workers	M	155
Wynnum - Manly	Employee	F	13115
Wynnum - Manly	Employee	M	20286
Wynnum - Manly	Owner managers of incorporated enterprises	F	678
Wynnum - Manly	Owner managers of incorporated enterprises	M	1728
Wynnum - Manly	Owner managers of unincorporated enterprises	F	798
Wynnum - Manly	Owner managers of unincorporated enterprises	M	1124
Bald Hills - Everton Park		F	30
Bald Hills - Everton Park		M	34
Bald Hills - Everton Park	Contributing family workers	F	74
Bald Hills - Everton Park	Contributing family workers	M	56
Bald Hills - Everton Park	Employee	F	3789
Bald Hills - Everton Park	Employee	M	2183
Bald Hills - Everton Park	Owner managers of incorporated enterprises	F	261
Bald Hills - Everton Park	Owner managers of incorporated enterprises	M	455
Bald Hills - Everton Park	Owner managers of unincorporated enterprises	F	343
Bald Hills - Everton Park	Owner managers of unincorporated enterprises	M	408
Chermside		F	108
Chermside		M	107
Chermside	Contributing family workers	F	146
Chermside	Contributing family workers	M	116
Chermside	Employee	F	17659
Chermside	Employee	M	14196
Chermside	Owner managers of incorporated enterprises	F	632
Chermside	Owner managers of incorporated enterprises	M	1397
Chermside	Owner managers of unincorporated enterprises	F	770
Chermside	Owner managers of unincorporated enterprises	M	1037
Nundah		F	146
Nundah		M	239
Nundah	Contributing family workers	F	129
Nundah	Contributing family workers	M	115
Nundah	Employee	F	19021
Nundah	Employee	M	34185
Nundah	Owner managers of incorporated enterprises	F	457
Nundah	Owner managers of incorporated enterprises	M	1587
Nundah	Owner managers of unincorporated enterprises	F	453
Nundah	Owner managers of unincorporated enterprises	M	1049
Sandgate		F	54
Sandgate		M	46
Sandgate	Contributing family workers	F	94
Sandgate	Contributing family workers	M	51
Sandgate	Employee	F	5550
Sandgate	Employee	M	3601
Sandgate	Owner managers of incorporated enterprises	F	265
Sandgate	Owner managers of incorporated enterprises	M	535
Sandgate	Owner managers of unincorporated enterprises	F	531
Sandgate	Owner managers of unincorporated enterprises	M	600
Carindale		F	47
Carindale		M	48
Carindale	Contributing family workers	F	110
Carindale	Contributing family workers	M	62
Carindale	Employee	F	7671
Carindale	Employee	M	5529
Carindale	Owner managers of incorporated enterprises	F	414
Carindale	Owner managers of incorporated enterprises	M	746
Carindale	Owner managers of unincorporated enterprises	F	540
Carindale	Owner managers of unincorporated enterprises	M	602
Holland Park - Yeronga		F	118
Holland Park - Yeronga		M	123
Holland Park - Yeronga	Contributing family workers	F	162
Holland Park - Yeronga	Contributing family workers	M	172
Holland Park - Yeronga	Employee	F	20261
Holland Park - Yeronga	Employee	M	14079
Holland Park - Yeronga	Owner managers of incorporated enterprises	F	748
Holland Park - Yeronga	Owner managers of incorporated enterprises	M	1614
Holland Park - Yeronga	Owner managers of unincorporated enterprises	F	912
Holland Park - Yeronga	Owner managers of unincorporated enterprises	M	1252
Mt Gravatt		F	119
Mt Gravatt		M	120
Mt Gravatt	Contributing family workers	F	209
Mt Gravatt	Contributing family workers	M	212
Mt Gravatt	Employee	F	16626
Mt Gravatt	Employee	M	12731
Mt Gravatt	Owner managers of incorporated enterprises	F	568
Mt Gravatt	Owner managers of incorporated enterprises	M	1352
Mt Gravatt	Owner managers of unincorporated enterprises	F	665
Mt Gravatt	Owner managers of unincorporated enterprises	M	964
Nathan		F	63
Nathan		M	88
Nathan	Contributing family workers	F	102
Nathan	Contributing family workers	M	137
Nathan	Employee	F	8000
Nathan	Employee	M	9888
Nathan	Owner managers of incorporated enterprises	F	407
Nathan	Owner managers of incorporated enterprises	M	1151
Nathan	Owner managers of unincorporated enterprises	F	472
Nathan	Owner managers of unincorporated enterprises	M	719
Rocklea - Acacia Ridge		F	106
Rocklea - Acacia Ridge		M	213
Rocklea - Acacia Ridge	Contributing family workers	F	156
Rocklea - Acacia Ridge	Contributing family workers	M	205
Rocklea - Acacia Ridge	Employee	F	10059
Rocklea - Acacia Ridge	Employee	M	23279
Rocklea - Acacia Ridge	Owner managers of incorporated enterprises	F	568
Rocklea - Acacia Ridge	Owner managers of incorporated enterprises	M	1608
Rocklea - Acacia Ridge	Owner managers of unincorporated enterprises	F	499
Rocklea - Acacia Ridge	Owner managers of unincorporated enterprises	M	1031
Sunnybank		F	32
Sunnybank		M	31
Sunnybank	Contributing family workers	F	104
Sunnybank	Contributing family workers	M	110
Sunnybank	Employee	F	3901
Sunnybank	Employee	M	2254
Sunnybank	Owner managers of incorporated enterprises	F	285
Sunnybank	Owner managers of incorporated enterprises	M	544
Sunnybank	Owner managers of unincorporated enterprises	F	352
Sunnybank	Owner managers of unincorporated enterprises	M	559
Centenary		F	27
Centenary		M	30
Centenary	Contributing family workers	F	88
Centenary	Contributing family workers	M	70
Centenary	Employee	F	4049
Centenary	Employee	M	2827
Centenary	Owner managers of incorporated enterprises	F	259
Centenary	Owner managers of incorporated enterprises	M	580
Centenary	Owner managers of unincorporated enterprises	F	350
Centenary	Owner managers of unincorporated enterprises	M	458
Kenmore - Brookfield - Moggill		F	35
Kenmore - Brookfield - Moggill		M	32
Kenmore - Brookfield - Moggill	Contributing family workers	F	134
Kenmore - Brookfield - Moggill	Contributing family workers	M	99
Kenmore - Brookfield - Moggill	Employee	F	3663
Kenmore - Brookfield - Moggill	Employee	M	2183
Kenmore - Brookfield - Moggill	Owner managers of incorporated enterprises	F	443
Kenmore - Brookfield - Moggill	Owner managers of incorporated enterprises	M	766
Kenmore - Brookfield - Moggill	Owner managers of unincorporated enterprises	F	486
Kenmore - Brookfield - Moggill	Owner managers of unincorporated enterprises	M	551
Sherwood - Indooroopilly		F	82
Sherwood - Indooroopilly		M	49
Sherwood - Indooroopilly	Contributing family workers	F	114
Sherwood - Indooroopilly	Contributing family workers	M	110
Sherwood - Indooroopilly	Employee	F	13043
Sherwood - Indooroopilly	Employee	M	9162
Sherwood - Indooroopilly	Owner managers of incorporated enterprises	F	423
Sherwood - Indooroopilly	Owner managers of incorporated enterprises	M	777
Sherwood - Indooroopilly	Owner managers of unincorporated enterprises	F	571
Sherwood - Indooroopilly	Owner managers of unincorporated enterprises	M	681
The Gap - Enoggera		F	40
The Gap - Enoggera		M	45
The Gap - Enoggera	Contributing family workers	F	77
The Gap - Enoggera	Contributing family workers	M	69
The Gap - Enoggera	Employee	F	6628
The Gap - Enoggera	Employee	M	8588
The Gap - Enoggera	Owner managers of incorporated enterprises	F	318
The Gap - Enoggera	Owner managers of incorporated enterprises	M	638
The Gap - Enoggera	Owner managers of unincorporated enterprises	F	511
The Gap - Enoggera	Owner managers of unincorporated enterprises	M	606
Brisbane Inner		F	501
Brisbane Inner		M	530
Brisbane Inner	Contributing family workers	F	353
Brisbane Inner	Contributing family workers	M	365
Brisbane Inner	Employee	F	97649
Brisbane Inner	Employee	M	87727
Brisbane Inner	Owner managers of incorporated enterprises	F	1849
Brisbane Inner	Owner managers of incorporated enterprises	M	5112
Brisbane Inner	Owner managers of unincorporated enterprises	F	1758
Brisbane Inner	Owner managers of unincorporated enterprises	M	3332
Brisbane Inner - East		F	29
Brisbane Inner - East		M	50
Brisbane Inner - East	Contributing family workers	F	122
Brisbane Inner - East	Contributing family workers	M	90
Brisbane Inner - East	Employee	F	5185
Brisbane Inner - East	Employee	M	6204
Brisbane Inner - East	Owner managers of incorporated enterprises	F	490
Brisbane Inner - East	Owner managers of incorporated enterprises	M	1031
Brisbane Inner - East	Owner managers of unincorporated enterprises	F	504
Brisbane Inner - East	Owner managers of unincorporated enterprises	M	571
Brisbane Inner - North		F	158
Brisbane Inner - North		M	181
Brisbane Inner - North	Contributing family workers	F	287
Brisbane Inner - North	Contributing family workers	M	262
Brisbane Inner - North	Employee	F	28414
Brisbane Inner - North	Employee	M	26858
Brisbane Inner - North	Owner managers of incorporated enterprises	F	1129
Brisbane Inner - North	Owner managers of incorporated enterprises	M	2513
Brisbane Inner - North	Owner managers of unincorporated enterprises	F	1198
Brisbane Inner - North	Owner managers of unincorporated enterprises	M	1682
Brisbane Inner - West		F	92
Brisbane Inner - West		M	97
Brisbane Inner - West	Contributing family workers	F	173
Brisbane Inner - West	Contributing family workers	M	146
Brisbane Inner - West	Employee	F	16130
Brisbane Inner - West	Employee	M	14347
Brisbane Inner - West	Owner managers of incorporated enterprises	F	904
Brisbane Inner - West	Owner managers of incorporated enterprises	M	1838
Brisbane Inner - West	Owner managers of unincorporated enterprises	F	1034
Brisbane Inner - West	Owner managers of unincorporated enterprises	M	1145
Cairns - North		F	66
Cairns - North		M	69
Cairns - North	Contributing family workers	F	138
Cairns - North	Contributing family workers	M	101
Cairns - North	Employee	F	5796
Cairns - North	Employee	M	5239
Cairns - North	Owner managers of incorporated enterprises	F	330
Cairns - North	Owner managers of incorporated enterprises	M	580
Cairns - North	Owner managers of unincorporated enterprises	F	654
Cairns - North	Owner managers of unincorporated enterprises	M	830
Cairns - South		F	242
Cairns - South		M	262
Cairns - South	Contributing family workers	F	310
Cairns - South	Contributing family workers	M	307
Cairns - South	Employee	F	24723
Cairns - South	Employee	M	20593
Cairns - South	Owner managers of incorporated enterprises	F	1038
Cairns - South	Owner managers of incorporated enterprises	M	2041
Cairns - South	Owner managers of unincorporated enterprises	F	1276
Cairns - South	Owner managers of unincorporated enterprises	M	1914
Innisfail - Cassowary Coast		F	84
Innisfail - Cassowary Coast		M	134
Innisfail - Cassowary Coast	Contributing family workers	F	253
Innisfail - Cassowary Coast	Contributing family workers	M	298
Innisfail - Cassowary Coast	Employee	F	5102
Innisfail - Cassowary Coast	Employee	M	4930
Innisfail - Cassowary Coast	Owner managers of incorporated enterprises	F	294
Innisfail - Cassowary Coast	Owner managers of incorporated enterprises	M	555
Innisfail - Cassowary Coast	Owner managers of unincorporated enterprises	F	475
Innisfail - Cassowary Coast	Owner managers of unincorporated enterprises	M	786
Port Douglas - Daintree		F	35
Port Douglas - Daintree		M	39
Port Douglas - Daintree	Contributing family workers	F	81
Port Douglas - Daintree	Contributing family workers	M	86
Port Douglas - Daintree	Employee	F	2200
Port Douglas - Daintree	Employee	M	2090
Port Douglas - Daintree	Owner managers of incorporated enterprises	F	184
Port Douglas - Daintree	Owner managers of incorporated enterprises	M	243
Port Douglas - Daintree	Owner managers of unincorporated enterprises	F	286
Port Douglas - Daintree	Owner managers of unincorporated enterprises	M	339
Tablelands (East) - Kuranda		F	112
Tablelands (East) - Kuranda		M	123
Tablelands (East) - Kuranda	Contributing family workers	F	300
Tablelands (East) - Kuranda	Contributing family workers	M	307
Tablelands (East) - Kuranda	Employee	F	5978
Tablelands (East) - Kuranda	Employee	M	4802
Tablelands (East) - Kuranda	Owner managers of incorporated enterprises	F	361
Tablelands (East) - Kuranda	Owner managers of incorporated enterprises	M	579
Tablelands (East) - Kuranda	Owner managers of unincorporated enterprises	F	738
Tablelands (East) - Kuranda	Owner managers of unincorporated enterprises	M	996
Darling Downs (West) - Maranoa		F	155
Darling Downs (West) - Maranoa		M	178
Darling Downs (West) - Maranoa	Contributing family workers	F	694
Darling Downs (West) - Maranoa	Contributing family workers	M	854
Darling Downs (West) - Maranoa	Employee	F	7193
Darling Downs (West) - Maranoa	Employee	M	9417
Darling Downs (West) - Maranoa	Owner managers of incorporated enterprises	F	545
Darling Downs (West) - Maranoa	Owner managers of incorporated enterprises	M	1083
Darling Downs (West) - Maranoa	Owner managers of unincorporated enterprises	F	867
Darling Downs (West) - Maranoa	Owner managers of unincorporated enterprises	M	1476
Darling Downs - East		F	101
Darling Downs - East		M	163
Darling Downs - East	Contributing family workers	F	461
Darling Downs - East	Contributing family workers	M	540
Darling Downs - East	Employee	F	6060
Darling Downs - East	Employee	M	8291
Darling Downs - East	Owner managers of incorporated enterprises	F	384
Darling Downs - East	Owner managers of incorporated enterprises	M	781
Darling Downs - East	Owner managers of unincorporated enterprises	F	677
Darling Downs - East	Owner managers of unincorporated enterprises	M	1290
Granite Belt		F	87
Granite Belt		M	146
Granite Belt	Contributing family workers	F	356
Granite Belt	Contributing family workers	M	447
Granite Belt	Employee	F	5705
Granite Belt	Employee	M	5259
Granite Belt	Owner managers of incorporated enterprises	F	352
Granite Belt	Owner managers of incorporated enterprises	M	654
Granite Belt	Owner managers of unincorporated enterprises	F	631
Granite Belt	Owner managers of unincorporated enterprises	M	1107
Central Highlands (Qld)		F	87
Central Highlands (Qld)		M	125
Central Highlands (Qld)	Contributing family workers	F	242
Central Highlands (Qld)	Contributing family workers	M	220
Central Highlands (Qld)	Employee	F	5034
Central Highlands (Qld)	Employee	M	8852
Central Highlands (Qld)	Owner managers of incorporated enterprises	F	294
Central Highlands (Qld)	Owner managers of incorporated enterprises	M	562
Central Highlands (Qld)	Owner managers of unincorporated enterprises	F	419
Central Highlands (Qld)	Owner managers of unincorporated enterprises	M	529
Rockhampton		F	215
Rockhampton		M	229
Rockhampton	Contributing family workers	F	478
Rockhampton	Contributing family workers	M	388
Rockhampton	Employee	F	21053
Rockhampton	Employee	M	17997
Rockhampton	Owner managers of incorporated enterprises	F	769
Rockhampton	Owner managers of incorporated enterprises	M	1348
Rockhampton	Owner managers of unincorporated enterprises	F	1214
