SA3_NAME16	LabourForceStatus	Sex	workers
Bringelly - Green Valley		F	156
Bringelly - Green Valley		M	249
Bringelly - Green Valley	Employed (away from work)	F	289
Bringelly - Green Valley	Employed (away from work)	M	177
Bringelly - Green Valley	Employed (full-time)	F	3790
Bringelly - Green Valley	Employed (full-time)	M	5637
Bringelly - Green Valley	Employed (part-time)	F	3782
Bringelly - Green Valley	Employed (part-time)	M	1910
Fairfield		F	574
Fairfield		M	897
Fairfield	Employed (away from work)	F	725
Fairfield	Employed (away from work)	M	496
Fairfield	Employed (full-time)	F	11484
Fairfield	Employed (full-time)	M	21849
Fairfield	Employed (part-time)	F	10389
Fairfield	Employed (part-time)	M	6201
Liverpool		F	558
Liverpool		M	808
Liverpool	Employed (away from work)	F	964
Liverpool	Employed (away from work)	M	608
Liverpool	Employed (full-time)	F	14062
Liverpool	Employed (full-time)	M	23023
Liverpool	Employed (part-time)	F	10392
Liverpool	Employed (part-time)	M	5472
Cronulla - Miranda - Caringbah		F	309
Cronulla - Miranda - Caringbah		M	381
Cronulla - Miranda - Caringbah	Employed (away from work)	F	733
Cronulla - Miranda - Caringbah	Employed (away from work)	M	398
Cronulla - Miranda - Caringbah	Employed (full-time)	F	8517
Cronulla - Miranda - Caringbah	Employed (full-time)	M	13170
Cronulla - Miranda - Caringbah	Employed (part-time)	F	11645
Cronulla - Miranda - Caringbah	Employed (part-time)	M	4930
Sutherland - Menai - Heathcote		F	199
Sutherland - Menai - Heathcote		M	222
Sutherland - Menai - Heathcote	Employed (away from work)	F	483
Sutherland - Menai - Heathcote	Employed (away from work)	M	291
Sutherland - Menai - Heathcote	Employed (full-time)	F	5376
Sutherland - Menai - Heathcote	Employed (full-time)	M	8844
Sutherland - Menai - Heathcote	Employed (part-time)	F	7630
Sutherland - Menai - Heathcote	Employed (part-time)	M	3264
Migratory - Offshore - Shipping (NSW)	Employed (away from work)	F	3
Migratory - Offshore - Shipping (NSW)	Employed (away from work)	M	13
Migratory - Offshore - Shipping (NSW)	Employed (full-time)	F	3
Migratory - Offshore - Shipping (NSW)	Employed (full-time)	M	49
Migratory - Offshore - Shipping (NSW)	Employed (part-time)	F	3
Migratory - Offshore - Shipping (NSW)	Employed (part-time)	M	12
No usual address (NSW)		F	1126
No usual address (NSW)		M	2674
No usual address (NSW)	Employed (away from work)	F	2149
No usual address (NSW)	Employed (away from work)	M	3931
No usual address (NSW)	Employed (full-time)	F	9445
No usual address (NSW)	Employed (full-time)	M	72177
No usual address (NSW)	Employed (part-time)	F	21410
No usual address (NSW)	Employed (part-time)	M	30461
Ballarat		F	386
Ballarat		M	446
Ballarat	Employed (away from work)	F	1212
Ballarat	Employed (away from work)	M	631
Ballarat	Employed (full-time)	F	9628
Ballarat	Employed (full-time)	M	15912
Ballarat	Employed (part-time)	F	12583
Ballarat	Employed (part-time)	M	4937
Creswick - Daylesford - Ballan		F	80
Creswick - Daylesford - Ballan		M	101
Creswick - Daylesford - Ballan	Employed (away from work)	F	197
Creswick - Daylesford - Ballan	Employed (away from work)	M	133
Creswick - Daylesford - Ballan	Employed (full-time)	F	1229
Creswick - Daylesford - Ballan	Employed (full-time)	M	2357
Creswick - Daylesford - Ballan	Employed (part-time)	F	2188
Creswick - Daylesford - Ballan	Employed (part-time)	M	1029
Maryborough - Pyrenees		F	71
Maryborough - Pyrenees		M	92
Maryborough - Pyrenees	Employed (away from work)	F	172
Maryborough - Pyrenees	Employed (away from work)	M	123
Maryborough - Pyrenees	Employed (full-time)	F	1191
Maryborough - Pyrenees	Employed (full-time)	M	2487
Maryborough - Pyrenees	Employed (part-time)	F	1826
Maryborough - Pyrenees	Employed (part-time)	M	865
Bendigo		F	307
Bendigo		M	355
Bendigo	Employed (away from work)	F	1117
Bendigo	Employed (away from work)	M	629
Bendigo	Employed (full-time)	F	8728
Bendigo	Employed (full-time)	M	13913
Bendigo	Employed (part-time)	F	11444
Bendigo	Employed (part-time)	M	4517
Heathcote - Castlemaine - Kyneton		F	137
Heathcote - Castlemaine - Kyneton		M	155
Heathcote - Castlemaine - Kyneton	Employed (away from work)	F	373
Heathcote - Castlemaine - Kyneton	Employed (away from work)	M	242
Heathcote - Castlemaine - Kyneton	Employed (full-time)	F	2826
Heathcote - Castlemaine - Kyneton	Employed (full-time)	M	5526
Heathcote - Castlemaine - Kyneton	Employed (part-time)	F	4117
Heathcote - Castlemaine - Kyneton	Employed (part-time)	M	2095
Loddon - Elmore		F	50
Loddon - Elmore		M	67
Loddon - Elmore	Employed (away from work)	F	71
Loddon - Elmore	Employed (away from work)	M	98
Loddon - Elmore	Employed (full-time)	F	588
Loddon - Elmore	Employed (full-time)	M	1917
Loddon - Elmore	Employed (part-time)	F	737
Loddon - Elmore	Employed (part-time)	M	388
Barwon - West		F	41
Barwon - West		M	52
Barwon - West	Employed (away from work)	F	101
Barwon - West	Employed (away from work)	M	51
Barwon - West	Employed (full-time)	F	622
Barwon - West	Employed (full-time)	M	1414
Barwon - West	Employed (part-time)	F	1071
Barwon - West	Employed (part-time)	M	507
Geelong		F	681
Geelong		M	805
Geelong	Employed (away from work)	F	2150
Geelong	Employed (away from work)	M	1127
Geelong	Employed (full-time)	F	18697
Geelong	Employed (full-time)	M	30266
Geelong	Employed (part-time)	F	23464
Geelong	Employed (part-time)	M	9277
Surf Coast - Bellarine Peninsula		F	151
Surf Coast - Bellarine Peninsula		M	169
Surf Coast - Bellarine Peninsula	Employed (away from work)	F	411
Surf Coast - Bellarine Peninsula	Employed (away from work)	M	279
Surf Coast - Bellarine Peninsula	Employed (full-time)	F	2872
Surf Coast - Bellarine Peninsula	Employed (full-time)	M	5006
Surf Coast - Bellarine Peninsula	Employed (part-time)	F	5664
Surf Coast - Bellarine Peninsula	Employed (part-time)	M	2596
Upper Goulburn Valley		F	191
Upper Goulburn Valley		M	258
Upper Goulburn Valley	Employed (away from work)	F	447
Upper Goulburn Valley	Employed (away from work)	M	370
Upper Goulburn Valley	Employed (full-time)	F	3949
Upper Goulburn Valley	Employed (full-time)	M	7162
Upper Goulburn Valley	Employed (part-time)	F	5027
Upper Goulburn Valley	Employed (part-time)	M	2196
Wangaratta - Benalla		F	185
Wangaratta - Benalla		M	197
Wangaratta - Benalla	Employed (away from work)	F	536
Wangaratta - Benalla	Employed (away from work)	M	345
Wangaratta - Benalla	Employed (full-time)	F	3903
Wangaratta - Benalla	Employed (full-time)	M	6907
Wangaratta - Benalla	Employed (part-time)	F	4998
Wangaratta - Benalla	Employed (part-time)	M	1925
Wodonga - Alpine		F	249
Wodonga - Alpine		M	327
Wodonga - Alpine	Employed (away from work)	F	658
Wodonga - Alpine	Employed (away from work)	M	533
Wodonga - Alpine	Employed (full-time)	F	6090
Wodonga - Alpine	Employed (full-time)	M	12109
Wodonga - Alpine	Employed (part-time)	F	6828
Wodonga - Alpine	Employed (part-time)	M	3120
Baw Baw		F	160
Baw Baw		M	187
Baw Baw	Employed (away from work)	F	410
Baw Baw	Employed (away from work)	M	222
Baw Baw	Employed (full-time)	F	3146
Baw Baw	Employed (full-time)	M	5343
Baw Baw	Employed (part-time)	F	4579
Baw Baw	Employed (part-time)	M	1823
Gippsland - East		F	169
Gippsland - East		M	196
Gippsland - East	Employed (away from work)	F	479
Gippsland - East	Employed (away from work)	M	324
Gippsland - East	Employed (full-time)	F	3014
Gippsland - East	Employed (full-time)	M	5164
Gippsland - East	Employed (part-time)	F	4403
Gippsland - East	Employed (part-time)	M	1983
Gippsland - South West		F	213
Gippsland - South West		M	259
Gippsland - South West	Employed (away from work)	F	626
Gippsland - South West	Employed (away from work)	M	434
Gippsland - South West	Employed (full-time)	F	3699
Gippsland - South West	Employed (full-time)	M	6984
Gippsland - South West	Employed (part-time)	F	6102
Gippsland - South West	Employed (part-time)	M	2694
Latrobe Valley		F	270
Latrobe Valley		M	330
Latrobe Valley	Employed (away from work)	F	805
Latrobe Valley	Employed (away from work)	M	594
Latrobe Valley	Employed (full-time)	F	5980
Latrobe Valley	Employed (full-time)	M	11558
Latrobe Valley	Employed (part-time)	F	8171
Latrobe Valley	Employed (part-time)	M	2859
Wellington		F	168
Wellington		M	200
Wellington	Employed (away from work)	F	399
Wellington	Employed (away from work)	M	346
Wellington	Employed (full-time)	F	3241
Wellington	Employed (full-time)	M	6893
Wellington	Employed (part-time)	F	4173
Wellington	Employed (part-time)	M	1609
Brunswick - Coburg		F	229
Brunswick - Coburg		M	276
Brunswick - Coburg	Employed (away from work)	F	421
Brunswick - Coburg	Employed (away from work)	M	242
Brunswick - Coburg	Employed (full-time)	F	5243
Brunswick - Coburg	Employed (full-time)	M	7743
Brunswick - Coburg	Employed (part-time)	F	6356
Brunswick - Coburg	Employed (part-time)	M	3673
Darebin - South		F	127
Darebin - South		M	169
Darebin - South	Employed (away from work)	F	233
Darebin - South	Employed (away from work)	M	133
Darebin - South	Employed (full-time)	F	3004
Darebin - South	Employed (full-time)	M	4942
Darebin - South	Employed (part-time)	F	3721
Darebin - South	Employed (part-time)	M	1926
Essendon		F	180
Essendon		M	192
Essendon	Employed (away from work)	F	398
Essendon	Employed (away from work)	M	215
Essendon	Employed (full-time)	F	4849
Essendon	Employed (full-time)	M	6104
Essendon	Employed (part-time)	F	5912
Essendon	Employed (part-time)	M	2602
Melbourne City		F	3085
Melbourne City		M	3870
Melbourne City	Employed (away from work)	F	9526
Melbourne City	Employed (away from work)	M	4676
Melbourne City	Employed (full-time)	F	125767
Melbourne City	Employed (full-time)	M	180112
Melbourne City	Employed (part-time)	F	62565
Melbourne City	Employed (part-time)	M	32851
Port Phillip		F	583
Port Phillip		M	944
Port Phillip	Employed (away from work)	F	1345
Port Phillip	Employed (away from work)	M	1019
Port Phillip	Employed (full-time)	F	22713
Port Phillip	Employed (full-time)	M	42309
Port Phillip	Employed (part-time)	F	12942
Port Phillip	Employed (part-time)	M	8220
Stonnington - West		F	278
Stonnington - West		M	288
Stonnington - West	Employed (away from work)	F	553
Stonnington - West	Employed (away from work)	M	293
Stonnington - West	Employed (full-time)	F	8843
Stonnington - West	Employed (full-time)	M	11100
Stonnington - West	Employed (part-time)	F	8098
Stonnington - West	Employed (part-time)	M	4196
Yarra		F	598
Yarra		M	754
Yarra	Employed (away from work)	F	1575
Yarra	Employed (away from work)	M	727
Yarra	Employed (full-time)	F	22851
Yarra	Employed (full-time)	M	30840
Yarra	Employed (part-time)	F	15504
Yarra	Employed (part-time)	M	8539
Boroondara		F	557
Boroondara		M	631
Boroondara	Employed (away from work)	F	1385
Boroondara	Employed (away from work)	M	666
Boroondara	Employed (full-time)	F	18215
Boroondara	Employed (full-time)	M	23265
Boroondara	Employed (part-time)	F	18255
Boroondara	Employed (part-time)	M	8406
Manningham - West		F	198
Manningham - West		M	240
Manningham - West	Employed (away from work)	F	460
Manningham - West	Employed (away from work)	M	233
Manningham - West	Employed (full-time)	F	4614
Manningham - West	Employed (full-time)	M	6943
Manningham - West	Employed (part-time)	F	7932
Manningham - West	Employed (part-time)	M	3710
Whitehorse - West		F	332
Whitehorse - West		M	402
Whitehorse - West	Employed (away from work)	F	1071
Whitehorse - West	Employed (away from work)	M	459
Whitehorse - West	Employed (full-time)	F	12007
Whitehorse - West	Employed (full-time)	M	14968
Whitehorse - West	Employed (part-time)	F	12182
Whitehorse - West	Employed (part-time)	M	5193
Bayside		F	227
Bayside		M	263
Bayside	Employed (away from work)	F	561
Bayside	Employed (away from work)	M	267
Bayside	Employed (full-time)	F	6360
Bayside	Employed (full-time)	M	9030
Bayside	Employed (part-time)	F	8825
Bayside	Employed (part-time)	M	4011
Glen Eira		F	302
Glen Eira		M	332
Glen Eira	Employed (away from work)	F	756
Glen Eira	Employed (away from work)	M	320
Glen Eira	Employed (full-time)	F	8914
Glen Eira	Employed (full-time)	M	11301
Glen Eira	Employed (part-time)	F	11380
Glen Eira	Employed (part-time)	M	5301
Kingston		F	491
Kingston		M	636
Kingston	Employed (away from work)	F	932
Kingston	Employed (away from work)	M	700
Kingston	Employed (full-time)	F	12807
Kingston	Employed (full-time)	M	26628
Kingston	Employed (part-time)	F	13709
Kingston	Employed (part-time)	M	7208
Stonnington - East		F	186
Stonnington - East		M	197
Stonnington - East	Employed (away from work)	F	476
Stonnington - East	Employed (away from work)	M	169
Stonnington - East	Employed (full-time)	F	4997
Stonnington - East	Employed (full-time)	M	5558
Stonnington - East	Employed (part-time)	F	7077
Stonnington - East	Employed (part-time)	M	2640
Banyule		F	328
Banyule		M	355
Banyule	Employed (away from work)	F	1044
Banyule	Employed (away from work)	M	405
Banyule	Employed (full-time)	F	9417
Banyule	Employed (full-time)	M	12080
Banyule	Employed (part-time)	F	12276
Banyule	Employed (part-time)	M	4439
Darebin - North		F	324
Darebin - North		M	395
Darebin - North	Employed (away from work)	F	708
Darebin - North	Employed (away from work)	M	332
Darebin - North	Employed (full-time)	F	7473
Darebin - North	Employed (full-time)	M	11612
Darebin - North	Employed (part-time)	F	8444
Darebin - North	Employed (part-time)	M	4129
Nillumbik - Kinglake		F	107
Nillumbik - Kinglake		M	148
Nillumbik - Kinglake	Employed (away from work)	F	251
Nillumbik - Kinglake	Employed (away from work)	M	171
Nillumbik - Kinglake	Employed (full-time)	F	2384
Nillumbik - Kinglake	Employed (full-time)	M	4218
Nillumbik - Kinglake	Employed (part-time)	F	4660
Nillumbik - Kinglake	Employed (part-time)	M	2069
Whittlesea - Wallan		F	500
Whittlesea - Wallan		M	719
Whittlesea - Wallan	Employed (away from work)	F	1102
Whittlesea - Wallan	Employed (away from work)	M	599
Whittlesea - Wallan	Employed (full-time)	F	11507
Whittlesea - Wallan	Employed (full-time)	M	20523
Whittlesea - Wallan	Employed (part-time)	F	13960
Whittlesea - Wallan	Employed (part-time)	M	6508
Keilor		F	241
Keilor		M	478
Keilor	Employed (away from work)	F	454
Keilor	Employed (away from work)	M	421
Keilor	Employed (full-time)	F	6356
Keilor	Employed (full-time)	M	15658
Keilor	Employed (part-time)	F	5978
Keilor	Employed (part-time)	M	3448
Macedon Ranges		F	62
Macedon Ranges		M	67
Macedon Ranges	Employed (away from work)	F	154
Macedon Ranges	Employed (away from work)	M	105
Macedon Ranges	Employed (full-time)	F	1284
Macedon Ranges	Employed (full-time)	M	2078
Macedon Ranges	Employed (part-time)	F	2225
Macedon Ranges	Employed (part-time)	M	853
Moreland - North		F	159
Moreland - North		M	228
Moreland - North	Employed (away from work)	F	237
Moreland - North	Employed (away from work)	M	181
Moreland - North	Employed (full-time)	F	2971
Moreland - North	Employed (full-time)	M	5377
Moreland - North	Employed (part-time)	F	3465
Moreland - North	Employed (part-time)	M	1969
Sunbury		F	75
Sunbury		M	60
Sunbury	Employed (away from work)	F	178
Sunbury	Employed (away from work)	M	72
Sunbury	Employed (full-time)	F	1652
Sunbury	Employed (full-time)	M	2132
Sunbury	Employed (part-time)	F	2664
Sunbury	Employed (part-time)	M	986
Tullamarine - Broadmeadows		F	650
Tullamarine - Broadmeadows		M	1121
Tullamarine - Broadmeadows	Employed (away from work)	F	1230
Tullamarine - Broadmeadows	Employed (away from work)	M	1079
Tullamarine - Broadmeadows	Employed (full-time)	F	13950
Tullamarine - Broadmeadows	Employed (full-time)	M	36776
Tullamarine - Broadmeadows	Employed (part-time)	F	12625
Tullamarine - Broadmeadows	Employed (part-time)	M	8740
Knox		F	465
Knox		M	613
Knox	Employed (away from work)	F	1146
Knox	Employed (away from work)	M	739
Knox	Employed (full-time)	F	13387
Knox	Employed (full-time)	M	25727
Knox	Employed (part-time)	F	15235
Knox	Employed (part-time)	M	6908
Manningham - East		F	36
Manningham - East		M	44
Manningham - East	Employed (away from work)	F	98
Manningham - East	Employed (away from work)	M	54
Manningham - East	Employed (full-time)	F	805
Manningham - East	Employed (full-time)	M	1336
Manningham - East	Employed (part-time)	F	1564
Manningham - East	Employed (part-time)	M	672
Maroondah		F	308
Maroondah		M	383
Maroondah	Employed (away from work)	F	787
Maroondah	Employed (away from work)	M	440
Maroondah	Employed (full-time)	F	8210
Maroondah	Employed (full-time)	M	15528
Maroondah	Employed (part-time)	F	11702
Maroondah	Employed (part-time)	M	4867
Whitehorse - East		F	192
Whitehorse - East		M	217
Whitehorse - East	Employed (away from work)	F	363
Whitehorse - East	Employed (away from work)	M	252
Whitehorse - East	Employed (full-time)	F	4463
Whitehorse - East	Employed (full-time)	M	8158
Whitehorse - East	Employed (part-time)	F	6026
Whitehorse - East	Employed (part-time)	M	2959
Yarra Ranges		F	339
Yarra Ranges		M	386
Yarra Ranges	Employed (away from work)	F	866
Yarra Ranges	Employed (away from work)	M	580
Yarra Ranges	Employed (full-time)	F	7137
Yarra Ranges	Employed (full-time)	M	13160
Yarra Ranges	Employed (part-time)	F	12014
Yarra Ranges	Employed (part-time)	M	4965
Cardinia		F	216
Cardinia		M	292
Cardinia	Employed (away from work)	F	435
Cardinia	Employed (away from work)	M	261
Cardinia	Employed (full-time)	F	4526
Cardinia	Employed (full-time)	M	8143
Cardinia	Employed (part-time)	F	6628
Cardinia	Employed (part-time)	M	2661
Casey - North		F	321
Casey - North		M	467
Casey - North	Employed (away from work)	F	800
Casey - North	Employed (away from work)	M	393
Casey - North	Employed (full-time)	F	8253
Casey - North	Employed (full-time)	M	13292
Casey - North	Employed (part-time)	F	11335
Casey - North	Employed (part-time)	M	4442
Casey - South		F	239
Casey - South		M	286
Casey - South	Employed (away from work)	F	494
Casey - South	Employed (away from work)	M	254
Casey - South	Employed (full-time)	F	5521
Casey - South	Employed (full-time)	M	7666
Casey - South	Employed (part-time)	F	7261
Casey - South	Employed (part-time)	M	3219
Dandenong		F	857
Dandenong		M	1386
Dandenong	Employed (away from work)	F	1483
Dandenong	Employed (away from work)	M	1203
Dandenong	Employed (full-time)	F	22044
Dandenong	Employed (full-time)	M	52979
Dandenong	Employed (part-time)	F	16656
Dandenong	Employed (part-time)	M	10801
Monash		F	799
Monash		M	1071
Monash	Employed (away from work)	F	1948
Monash	Employed (away from work)	M	1056
Monash	Employed (full-time)	F	24742
Monash	Employed (full-time)	M	42732
Monash	Employed (part-time)	F	21212
Monash	Employed (part-time)	M	10790
Brimbank		F	575
Brimbank		M	819
Brimbank	Employed (away from work)	F	902
Brimbank	Employed (away from work)	M	629
Brimbank	Employed (full-time)	F	11205
Brimbank	Employed (full-time)	M	22166
Brimbank	Employed (part-time)	F	11703
Brimbank	Employed (part-time)	M	6641
Hobsons Bay		F	238
Hobsons Bay		M	439
Hobsons Bay	Employed (away from work)	F	427
Hobsons Bay	Employed (away from work)	M	490
Hobsons Bay	Employed (full-time)	F	5869
Hobsons Bay	Employed (full-time)	M	16371
Hobsons Bay	Employed (part-time)	F	5945
Hobsons Bay	Employed (part-time)	M	3475
Maribyrnong		F	360
Maribyrnong		M	437
Maribyrnong	Employed (away from work)	F	736
Maribyrnong	Employed (away from work)	M	399
Maribyrnong	Employed (full-time)	F	8641
Maribyrnong	Employed (full-time)	M	12765
Maribyrnong	Employed (part-time)	F	9274
Maribyrnong	Employed (part-time)	M	4651
Melton - Bacchus Marsh		F	250
Melton - Bacchus Marsh		M	391
Melton - Bacchus Marsh	Employed (away from work)	F	586
Melton - Bacchus Marsh	Employed (away from work)	M	337
Melton - Bacchus Marsh	Employed (full-time)	F	6368
Melton - Bacchus Marsh	Employed (full-time)	M	10128
Melton - Bacchus Marsh	Employed (part-time)	F	8136
Melton - Bacchus Marsh	Employed (part-time)	M	3472
Wyndham		F	546
Wyndham		M	874
Wyndham	Employed (away from work)	F	1019
Wyndham	Employed (away from work)	M	758
Wyndham	Employed (full-time)	F	13274
Wyndham	Employed (full-time)	M	26592
Wyndham	Employed (part-time)	F	13379
Wyndham	Employed (part-time)	M	7200
Frankston		F	363
Frankston		M	449
Frankston	Employed (away from work)	F	1022
Frankston	Employed (away from work)	M	444
Frankston	Employed (full-time)	F	9261
Frankston	Employed (full-time)	M	14178
Frankston	Employed (part-time)	F	12507
Frankston	Employed (part-time)	M	4690
Mornington Peninsula		F	493
Mornington Peninsula		M	474
Mornington Peninsula	Employed (away from work)	F	1050
Mornington Peninsula	Employed (away from work)	M	682
Mornington Peninsula	Employed (full-time)	F	9473
Mornington Peninsula	Employed (full-time)	M	15883
Mornington Peninsula	Employed (part-time)	F	15218
Mornington Peninsula	Employed (part-time)	M	6201
Grampians		F	225
Grampians		M	321
Grampians	Employed (away from work)	F	659
Grampians	Employed (away from work)	M	442
Grampians	Employed (full-time)	F	4891
Grampians	Employed (full-time)	M	9613
Grampians	Employed (part-time)	F	6110
Grampians	Employed (part-time)	M	2607
Mildura		F	209
Mildura		M	285
Mildura	Employed (away from work)	F	503
Mildura	Employed (away from work)	M	298
Mildura	Employed (full-time)	F	4784
Mildura	Employed (full-time)	M	7923
Mildura	Employed (part-time)	F	5295
Mildura	Employed (part-time)	M	2054
Murray River - Swan Hill		F	171
Murray River - Swan Hill		M	232
Murray River - Swan Hill	Employed (away from work)	F	342
Murray River - Swan Hill	Employed (away from work)	M	308
Murray River - Swan Hill	Employed (full-time)	F	2963
Murray River - Swan Hill	Employed (full-time)	M	6155
Murray River - Swan Hill	Employed (part-time)	F	3593
Murray River - Swan Hill	Employed (part-time)	M	1418
Campaspe		F	150
Campaspe		M	191
Campaspe	Employed (away from work)	F	379
Campaspe	Employed (away from work)	M	274
Campaspe	Employed (full-time)	F	3118
Campaspe	Employed (full-time)	M	5873
Campaspe	Employed (part-time)	F	3868
Campaspe	Employed (part-time)	M	1490
Moira		F	123
Moira		M	143
Moira	Employed (away from work)	F	296
Moira	Employed (away from work)	M	238
Moira	Employed (full-time)	F	2044
Moira	Employed (full-time)	M	4154
Moira	Employed (part-time)	F	2553
Moira	Employed (part-time)	M	974
Shepparton		F	261
Shepparton		M	370
Shepparton	Employed (away from work)	F	708
Shepparton	Employed (away from work)	M	497
Shepparton	Employed (full-time)	F	6232
Shepparton	Employed (full-time)	M	10624
Shepparton	Employed (part-time)	F	6635
Shepparton	Employed (part-time)	M	2610
Glenelg - Southern Grampians		F	156
Glenelg - Southern Grampians		M	188
Glenelg - Southern Grampians	Employed (away from work)	F	388
Glenelg - Southern Grampians	Employed (away from work)	M	301
Glenelg - Southern Grampians	Employed (full-time)	F	2753
Glenelg - Southern Grampians	Employed (full-time)	M	5675
Glenelg - Southern Grampians	Employed (part-time)	F	3914
Glenelg - Southern Grampians	Employed (part-time)	M	1594
Colac - Corangamite		F	160
Colac - Corangamite		M	209
Colac - Corangamite	Employed (away from work)	F	430
Colac - Corangamite	Employed (away from work)	M	313
Colac - Corangamite	Employed (full-time)	F	3046
Colac - Corangamite	Employed (full-time)	M	6403
Colac - Corangamite	Employed (part-time)	F	4100
Colac - Corangamite	Employed (part-time)	M	1809
Warrnambool		F	192
Warrnambool		M	244
Warrnambool	Employed (away from work)	F	566
Warrnambool	Employed (away from work)	M	398
Warrnambool	Employed (full-time)	F	4309
Warrnambool	Employed (full-time)	M	7974
Warrnambool	Employed (part-time)	F	5798
Warrnambool	Employed (part-time)	M	2407
Migratory - Offshore - Shipping (Vic.)		M	7
Migratory - Offshore - Shipping (Vic.)	Employed (away from work)	M	22
Migratory - Offshore - Shipping (Vic.)	Employed (full-time)	F	3
Migratory - Offshore - Shipping (Vic.)	Employed (full-time)	M	102
Migratory - Offshore - Shipping (Vic.)	Employed (part-time)	F	5
Migratory - Offshore - Shipping (Vic.)	Employed (part-time)	M	16
No usual address (Vic.)		F	957
No usual address (Vic.)		M	2167
No usual address (Vic.)	Employed (away from work)	F	1876
No usual address (Vic.)	Employed (away from work)	M	3291
No usual address (Vic.)	Employed (full-time)	F	7233
No usual address (Vic.)	Employed (full-time)	M	61169
No usual address (Vic.)	Employed (part-time)	F	18437
No usual address (Vic.)	Employed (part-time)	M	23903
Capalaba		F	140
Capalaba		M	157
Capalaba	Employed (away from work)	F	333
Capalaba	Employed (away from work)	M	184
Capalaba	Employed (full-time)	F	4008
Capalaba	Employed (full-time)	M	6262
Capalaba	Employed (part-time)	F	5365
Capalaba	Employed (part-time)	M	2406
Cleveland - Stradbroke		F	189
Cleveland - Stradbroke		M	197
Cleveland - Stradbroke	Employed (away from work)	F	521
Cleveland - Stradbroke	Employed (away from work)	M	268
Cleveland - Stradbroke	Employed (full-time)	F	5504
Cleveland - Stradbroke	Employed (full-time)	M	6860
Cleveland - Stradbroke	Employed (part-time)	F	7009
Cleveland - Stradbroke	Employed (part-time)	M	2822
Wynnum - Manly		F	250
Wynnum - Manly		M	416
Wynnum - Manly	Employed (away from work)	F	501
Wynnum - Manly	Employed (away from work)	M	556
Wynnum - Manly	Employed (full-time)	F	8075
Wynnum - Manly	Employed (full-time)	M	18812
Wynnum - Manly	Employed (part-time)	F	6033
Wynnum - Manly	Employed (part-time)	M	3679
Bald Hills - Everton Park		F	57
Bald Hills - Everton Park		M	71
Bald Hills - Everton Park	Employed (away from work)	F	176
Bald Hills - Everton Park	Employed (away from work)	M	56
Bald Hills - Everton Park	Employed (full-time)	F	1810
Bald Hills - Everton Park	Employed (full-time)	M	2014
Bald Hills - Everton Park	Employed (part-time)	F	2457
Bald Hills - Everton Park	Employed (part-time)	M	982
Chermside		F	251
Chermside		M	270
Chermside	Employed (away from work)	F	748
Chermside	Employed (away from work)	M	381
Chermside	Employed (full-time)	F	8967
Chermside	Employed (full-time)	M	12569
Chermside	Employed (part-time)	F	9349
Chermside	Employed (part-time)	M	3635
Nundah		F	349
Nundah		M	590
Nundah	Employed (away from work)	F	833
Nundah	Employed (away from work)	M	1012
Nundah	Employed (full-time)	F	11786
Nundah	Employed (full-time)	M	30077
Nundah	Employed (part-time)	F	7229
Nundah	Employed (part-time)	M	5499
Sandgate		F	82
Sandgate		M	98
Sandgate	Employed (away from work)	F	304
Sandgate	Employed (away from work)	M	115
Sandgate	Employed (full-time)	F	2716
Sandgate	Employed (full-time)	M	3172
Sandgate	Employed (part-time)	F	3398
Sandgate	Employed (part-time)	M	1452
Carindale		F	129
Carindale		M	135
Carindale	Employed (away from work)	F	287
Carindale	Employed (away from work)	M	169
Carindale	Employed (full-time)	F	3554
Carindale	Employed (full-time)	M	4514
Carindale	Employed (part-time)	F	4815
Carindale	Employed (part-time)	M	2165
Holland Park - Yeronga		F	246
Holland Park - Yeronga		M	323
Holland Park - Yeronga	Employed (away from work)	F	1055
Holland Park - Yeronga	Employed (away from work)	M	469
Holland Park - Yeronga	Employed (full-time)	F	11582
Holland Park - Yeronga	Employed (full-time)	M	12483
Holland Park - Yeronga	Employed (part-time)	F	9323
Holland Park - Yeronga	Employed (part-time)	M	3971
Mt Gravatt		F	244
Mt Gravatt		M	279
Mt Gravatt	Employed (away from work)	F	669
Mt Gravatt	Employed (away from work)	M	348
Mt Gravatt	Employed (full-time)	F	9103
Mt Gravatt	Employed (full-time)	M	11097
Mt Gravatt	Employed (part-time)	F	8163
Mt Gravatt	Employed (part-time)	M	3655
Nathan		F	163
Nathan		M	212
Nathan	Employed (away from work)	F	350
Nathan	Employed (away from work)	M	210
Nathan	Employed (full-time)	F	4705
Nathan	Employed (full-time)	M	9350
Nathan	Employed (part-time)	F	3824
Nathan	Employed (part-time)	M	2215
Rocklea - Acacia Ridge		F	231
Rocklea - Acacia Ridge		M	479
Rocklea - Acacia Ridge	Employed (away from work)	F	388
Rocklea - Acacia Ridge	Employed (away from work)	M	572
Rocklea - Acacia Ridge	Employed (full-time)	F	6332
Rocklea - Acacia Ridge	Employed (full-time)	M	21438
Rocklea - Acacia Ridge	Employed (part-time)	F	4432
Rocklea - Acacia Ridge	Employed (part-time)	M	3846
Sunnybank		F	77
Sunnybank		M	84
Sunnybank	Employed (away from work)	F	164
Sunnybank	Employed (away from work)	M	61
Sunnybank	Employed (full-time)	F	1874
Sunnybank	Employed (full-time)	M	2021
Sunnybank	Employed (part-time)	F	2568
