SA3_NAME16	Occupation	OccupationSubtype	workers
Brimbank	Community and personal service workers	Hospitality workers	711
Brimbank	Community and personal service workers	Protective service workers	666
Brimbank	Community and personal service workers	Sports and personal service workers	574
Brimbank	Labourers	Cleaners and laundry workers	1026
Brimbank	Labourers	Construction and mining labourers	669
Brimbank	Labourers	Factory process workers	1938
Brimbank	Labourers	Farm forestry and garden workers	89
Brimbank	Labourers	Food preparation assistants	844
Brimbank	Labourers	Labourers nfd	151
Brimbank	Labourers	Other labourers	1191
Brimbank	Machinery operators and drivers	Machine and stationary plant operators	1202
Brimbank	Machinery operators and drivers	Machinery operators and drivers nfd	65
Brimbank	Machinery operators and drivers	Mobile plant operators	1175
Brimbank	Machinery operators and drivers	Road and rail drivers	2834
Brimbank	Machinery operators and drivers	Storepersons	1657
Brimbank	Managers	Chief executives general managers and legislators	438
Brimbank	Managers	Farmers and farm managers	27
Brimbank	Managers	Hospitality retail and service managers	1949
Brimbank	Managers	Managers nfd	204
Brimbank	Managers	Specialist managers	2993
Brimbank	Professionals	Arts and media professionals	108
Brimbank	Professionals	Business human resource and marketing professionals	1458
Brimbank	Professionals	Design engineering science and transport professionals	842
Brimbank	Professionals	Education professionals	3204
Brimbank	Professionals	Health professionals	3065
Brimbank	Professionals	Information and Communication Technology ICT professionals	213
Brimbank	Professionals	Legal social and welfare professionals	809
Brimbank	Professionals	Professionals nfd	57
Brimbank	Sales workers	Sales assistants and salespersons	4144
Brimbank	Sales workers	Sales representatives and agents	924
Brimbank	Sales workers	Sales support workers	927
Brimbank	Sales workers	Sales workers nfd	6
Brimbank	Technicians and trades workers	Automotive and engineering trades workers	1911
Brimbank	Technicians and trades workers	Construction trades workers	1166
Brimbank	Technicians and trades workers	Electrotechnology and telecommunications trades workers	749
Brimbank	Technicians and trades workers	Engineering ICT and science technicians	757
Brimbank	Technicians and trades workers	Food trades workers	748
Brimbank	Technicians and trades workers	Other technicians and trades workers	1029
Brimbank	Technicians and trades workers	Skilled animal and horticultural workers	233
Brimbank	Technicians and trades workers	Technicians and trades workers nfd	98
Hobsons Bay			647
Hobsons Bay	Clerical and administrative workers	Clerical and administrative workers nfd	9
Hobsons Bay	Clerical and administrative workers	Clerical and office support workers	154
Hobsons Bay	Clerical and administrative workers	General clerical workers	685
Hobsons Bay	Clerical and administrative workers	Inquiry clerks and receptionists	546
Hobsons Bay	Clerical and administrative workers	Numerical clerks	762
Hobsons Bay	Clerical and administrative workers	Office managers and program administrators	605
Hobsons Bay	Clerical and administrative workers	Other clerical and administrative workers	903
Hobsons Bay	Clerical and administrative workers	Personal assistants and secretaries	156
Hobsons Bay	Community and personal service workers	Carers and aides	1395
Hobsons Bay	Community and personal service workers	Community and personal service workers nfd	3
Hobsons Bay	Community and personal service workers	Health and welfare support workers	256
Hobsons Bay	Community and personal service workers	Hospitality workers	542
Hobsons Bay	Community and personal service workers	Protective service workers	404
Hobsons Bay	Community and personal service workers	Sports and personal service workers	476
Hobsons Bay	Labourers	Cleaners and laundry workers	584
Hobsons Bay	Labourers	Construction and mining labourers	475
Hobsons Bay	Labourers	Factory process workers	1738
Hobsons Bay	Labourers	Farm forestry and garden workers	39
Hobsons Bay	Labourers	Food preparation assistants	409
Hobsons Bay	Labourers	Labourers nfd	114
Hobsons Bay	Labourers	Other labourers	606
Hobsons Bay	Machinery operators and drivers	Machine and stationary plant operators	682
Hobsons Bay	Machinery operators and drivers	Machinery operators and drivers nfd	54
Hobsons Bay	Machinery operators and drivers	Mobile plant operators	952
Hobsons Bay	Machinery operators and drivers	Road and rail drivers	1834
Hobsons Bay	Machinery operators and drivers	Storepersons	1274
Hobsons Bay	Managers	Chief executives general managers and legislators	321
Hobsons Bay	Managers	Farmers and farm managers	3
Hobsons Bay	Managers	Hospitality retail and service managers	1174
Hobsons Bay	Managers	Managers nfd	160
Hobsons Bay	Managers	Specialist managers	2331
Hobsons Bay	Professionals	Arts and media professionals	222
Hobsons Bay	Professionals	Business human resource and marketing professionals	1075
Hobsons Bay	Professionals	Design engineering science and transport professionals	943
Hobsons Bay	Professionals	Education professionals	1209
Hobsons Bay	Professionals	Health professionals	889
Hobsons Bay	Professionals	Information and Communication Technology ICT professionals	230
Hobsons Bay	Professionals	Legal social and welfare professionals	303
Hobsons Bay	Professionals	Professionals nfd	54
Hobsons Bay	Sales workers	Sales assistants and salespersons	1768
Hobsons Bay	Sales workers	Sales representatives and agents	486
Hobsons Bay	Sales workers	Sales support workers	428
Hobsons Bay	Technicians and trades workers	Automotive and engineering trades workers	1507
Hobsons Bay	Technicians and trades workers	Construction trades workers	978
Hobsons Bay	Technicians and trades workers	Electrotechnology and telecommunications trades workers	666
Hobsons Bay	Technicians and trades workers	Engineering ICT and science technicians	687
Hobsons Bay	Technicians and trades workers	Food trades workers	443
Hobsons Bay	Technicians and trades workers	Other technicians and trades workers	773
Hobsons Bay	Technicians and trades workers	Skilled animal and horticultural workers	210
Hobsons Bay	Technicians and trades workers	Technicians and trades workers nfd	83
Maribyrnong			701
Maribyrnong	Clerical and administrative workers	Clerical and administrative workers nfd	8
Maribyrnong	Clerical and administrative workers	Clerical and office support workers	209
Maribyrnong	Clerical and administrative workers	General clerical workers	805
Maribyrnong	Clerical and administrative workers	Inquiry clerks and receptionists	819
Maribyrnong	Clerical and administrative workers	Numerical clerks	839
Maribyrnong	Clerical and administrative workers	Office managers and program administrators	606
Maribyrnong	Clerical and administrative workers	Other clerical and administrative workers	871
Maribyrnong	Clerical and administrative workers	Personal assistants and secretaries	182
Maribyrnong	Community and personal service workers	Carers and aides	1897
Maribyrnong	Community and personal service workers	Community and personal service workers nfd	4
Maribyrnong	Community and personal service workers	Health and welfare support workers	599
Maribyrnong	Community and personal service workers	Hospitality workers	880
Maribyrnong	Community and personal service workers	Protective service workers	445
Maribyrnong	Community and personal service workers	Sports and personal service workers	642
Maribyrnong	Labourers	Cleaners and laundry workers	641
Maribyrnong	Labourers	Construction and mining labourers	216
Maribyrnong	Labourers	Factory process workers	1004
Maribyrnong	Labourers	Farm forestry and garden workers	68
Maribyrnong	Labourers	Food preparation assistants	589
Maribyrnong	Labourers	Labourers nfd	80
Maribyrnong	Labourers	Other labourers	517
Maribyrnong	Machinery operators and drivers	Machine and stationary plant operators	411
Maribyrnong	Machinery operators and drivers	Machinery operators and drivers nfd	28
Maribyrnong	Machinery operators and drivers	Mobile plant operators	448
Maribyrnong	Machinery operators and drivers	Road and rail drivers	1361
Maribyrnong	Machinery operators and drivers	Storepersons	630
Maribyrnong	Managers	Chief executives general managers and legislators	353
Maribyrnong	Managers	Farmers and farm managers	14
Maribyrnong	Managers	Hospitality retail and service managers	1751
Maribyrnong	Managers	Managers nfd	170
Maribyrnong	Managers	Specialist managers	2059
Maribyrnong	Professionals	Arts and media professionals	303
Maribyrnong	Professionals	Business human resource and marketing professionals	1473
Maribyrnong	Professionals	Design engineering science and transport professionals	849
Maribyrnong	Professionals	Education professionals	1984
Maribyrnong	Professionals	Health professionals	2311
Maribyrnong	Professionals	Information and Communication Technology ICT professionals	334
Maribyrnong	Professionals	Legal social and welfare professionals	1036
Maribyrnong	Professionals	Professionals nfd	122
Maribyrnong	Sales workers	Sales assistants and salespersons	4032
Maribyrnong	Sales workers	Sales representatives and agents	523
Maribyrnong	Sales workers	Sales support workers	653
Maribyrnong	Sales workers	Sales workers nfd	12
Maribyrnong	Technicians and trades workers	Automotive and engineering trades workers	733
Maribyrnong	Technicians and trades workers	Construction trades workers	626
Maribyrnong	Technicians and trades workers	Electrotechnology and telecommunications trades workers	330
Maribyrnong	Technicians and trades workers	Engineering ICT and science technicians	490
Maribyrnong	Technicians and trades workers	Food trades workers	681
Maribyrnong	Technicians and trades workers	Other technicians and trades workers	697
Maribyrnong	Technicians and trades workers	Skilled animal and horticultural workers	180
Maribyrnong	Technicians and trades workers	Technicians and trades workers nfd	39
Melton - Bacchus Marsh			500
Melton - Bacchus Marsh	Clerical and administrative workers	Clerical and administrative workers nfd	7
Melton - Bacchus Marsh	Clerical and administrative workers	Clerical and office support workers	201
Melton - Bacchus Marsh	Clerical and administrative workers	General clerical workers	738
Melton - Bacchus Marsh	Clerical and administrative workers	Inquiry clerks and receptionists	619
Melton - Bacchus Marsh	Clerical and administrative workers	Numerical clerks	797
Melton - Bacchus Marsh	Clerical and administrative workers	Office managers and program administrators	494
Melton - Bacchus Marsh	Clerical and administrative workers	Other clerical and administrative workers	441
Melton - Bacchus Marsh	Clerical and administrative workers	Personal assistants and secretaries	184
Melton - Bacchus Marsh	Community and personal service workers	Carers and aides	2048
Melton - Bacchus Marsh	Community and personal service workers	Community and personal service workers nfd	4
Melton - Bacchus Marsh	Community and personal service workers	Health and welfare support workers	351
Melton - Bacchus Marsh	Community and personal service workers	Hospitality workers	582
Melton - Bacchus Marsh	Community and personal service workers	Protective service workers	1047
Melton - Bacchus Marsh	Community and personal service workers	Sports and personal service workers	585
Melton - Bacchus Marsh	Labourers	Cleaners and laundry workers	557
Melton - Bacchus Marsh	Labourers	Construction and mining labourers	487
Melton - Bacchus Marsh	Labourers	Factory process workers	362
Melton - Bacchus Marsh	Labourers	Farm forestry and garden workers	149
Melton - Bacchus Marsh	Labourers	Food preparation assistants	644
Melton - Bacchus Marsh	Labourers	Labourers nfd	70
Melton - Bacchus Marsh	Labourers	Other labourers	604
Melton - Bacchus Marsh	Machinery operators and drivers	Machine and stationary plant operators	343
Melton - Bacchus Marsh	Machinery operators and drivers	Machinery operators and drivers nfd	37
Melton - Bacchus Marsh	Machinery operators and drivers	Mobile plant operators	411
Melton - Bacchus Marsh	Machinery operators and drivers	Road and rail drivers	1067
Melton - Bacchus Marsh	Machinery operators and drivers	Storepersons	432
Melton - Bacchus Marsh	Managers	Chief executives general managers and legislators	186
Melton - Bacchus Marsh	Managers	Farmers and farm managers	105
Melton - Bacchus Marsh	Managers	Hospitality retail and service managers	1213
Melton - Bacchus Marsh	Managers	Managers nfd	122
Melton - Bacchus Marsh	Managers	Specialist managers	1249
Melton - Bacchus Marsh	Professionals	Arts and media professionals	86
Melton - Bacchus Marsh	Professionals	Business human resource and marketing professionals	677
Melton - Bacchus Marsh	Professionals	Design engineering science and transport professionals	330
Melton - Bacchus Marsh	Professionals	Education professionals	2483
Melton - Bacchus Marsh	Professionals	Health professionals	984
Melton - Bacchus Marsh	Professionals	Information and Communication Technology ICT professionals	188
Melton - Bacchus Marsh	Professionals	Legal social and welfare professionals	321
Melton - Bacchus Marsh	Professionals	Professionals nfd	19
Melton - Bacchus Marsh	Sales workers	Sales assistants and salespersons	2789
Melton - Bacchus Marsh	Sales workers	Sales representatives and agents	454
Melton - Bacchus Marsh	Sales workers	Sales support workers	585
Melton - Bacchus Marsh	Sales workers	Sales workers nfd	11
Melton - Bacchus Marsh	Technicians and trades workers	Automotive and engineering trades workers	754
Melton - Bacchus Marsh	Technicians and trades workers	Construction trades workers	1222
Melton - Bacchus Marsh	Technicians and trades workers	Electrotechnology and telecommunications trades workers	446
Melton - Bacchus Marsh	Technicians and trades workers	Engineering ICT and science technicians	387
Melton - Bacchus Marsh	Technicians and trades workers	Food trades workers	436
Melton - Bacchus Marsh	Technicians and trades workers	Other technicians and trades workers	496
Melton - Bacchus Marsh	Technicians and trades workers	Skilled animal and horticultural workers	333
Melton - Bacchus Marsh	Technicians and trades workers	Technicians and trades workers nfd	37
Wyndham			1184
Wyndham	Clerical and administrative workers	Clerical and administrative workers nfd	18
Wyndham	Clerical and administrative workers	Clerical and office support workers	358
Wyndham	Clerical and administrative workers	General clerical workers	1360
Wyndham	Clerical and administrative workers	Inquiry clerks and receptionists	1273
Wyndham	Clerical and administrative workers	Numerical clerks	1408
Wyndham	Clerical and administrative workers	Office managers and program administrators	980
Wyndham	Clerical and administrative workers	Other clerical and administrative workers	1676
Wyndham	Clerical and administrative workers	Personal assistants and secretaries	281
Wyndham	Community and personal service workers	Carers and aides	3837
Wyndham	Community and personal service workers	Health and welfare support workers	479
Wyndham	Community and personal service workers	Hospitality workers	873
Wyndham	Community and personal service workers	Protective service workers	1067
Wyndham	Community and personal service workers	Sports and personal service workers	902
Wyndham	Labourers	Cleaners and laundry workers	1046
Wyndham	Labourers	Construction and mining labourers	669
Wyndham	Labourers	Factory process workers	2148
Wyndham	Labourers	Farm forestry and garden workers	191
Wyndham	Labourers	Food preparation assistants	902
Wyndham	Labourers	Labourers nfd	173
Wyndham	Labourers	Other labourers	1190
Wyndham	Machinery operators and drivers	Machine and stationary plant operators	1223
Wyndham	Machinery operators and drivers	Machinery operators and drivers nfd	51
Wyndham	Machinery operators and drivers	Mobile plant operators	2261
Wyndham	Machinery operators and drivers	Road and rail drivers	3407
Wyndham	Machinery operators and drivers	Storepersons	3289
Wyndham	Managers	Chief executives general managers and legislators	521
Wyndham	Managers	Farmers and farm managers	266
Wyndham	Managers	Hospitality retail and service managers	2235
Wyndham	Managers	Managers nfd	278
Wyndham	Managers	Specialist managers	3532
Wyndham	Professionals	Arts and media professionals	162
Wyndham	Professionals	Business human resource and marketing professionals	1783
Wyndham	Professionals	Design engineering science and transport professionals	1063
Wyndham	Professionals	Education professionals	4050
Wyndham	Professionals	Health professionals	1976
Wyndham	Professionals	Information and Communication Technology ICT professionals	485
Wyndham	Professionals	Legal social and welfare professionals	549
Wyndham	Professionals	Professionals nfd	82
Wyndham	Sales workers	Sales assistants and salespersons	5006
Wyndham	Sales workers	Sales representatives and agents	1080
Wyndham	Sales workers	Sales support workers	921
Wyndham	Sales workers	Sales workers nfd	15
Wyndham	Technicians and trades workers	Automotive and engineering trades workers	1871
Wyndham	Technicians and trades workers	Construction trades workers	1568
Wyndham	Technicians and trades workers	Electrotechnology and telecommunications trades workers	821
Wyndham	Technicians and trades workers	Engineering ICT and science technicians	880
Wyndham	Technicians and trades workers	Food trades workers	784
Wyndham	Technicians and trades workers	Other technicians and trades workers	882
Wyndham	Technicians and trades workers	Skilled animal and horticultural workers	482
Wyndham	Technicians and trades workers	Technicians and trades workers nfd	91
Frankston			646
Frankston	Clerical and administrative workers	Clerical and administrative workers nfd	3
Frankston	Clerical and administrative workers	Clerical and office support workers	277
Frankston	Clerical and administrative workers	General clerical workers	960
Frankston	Clerical and administrative workers	Inquiry clerks and receptionists	1195
Frankston	Clerical and administrative workers	Numerical clerks	1312
Frankston	Clerical and administrative workers	Office managers and program administrators	891
Frankston	Clerical and administrative workers	Other clerical and administrative workers	586
Frankston	Clerical and administrative workers	Personal assistants and secretaries	297
Frankston	Community and personal service workers	Carers and aides	2525
Frankston	Community and personal service workers	Health and welfare support workers	841
Frankston	Community and personal service workers	Hospitality workers	756
Frankston	Community and personal service workers	Protective service workers	508
Frankston	Community and personal service workers	Sports and personal service workers	834
Frankston	Labourers	Cleaners and laundry workers	777
Frankston	Labourers	Construction and mining labourers	634
Frankston	Labourers	Factory process workers	790
Frankston	Labourers	Farm forestry and garden workers	188
Frankston	Labourers	Food preparation assistants	838
Frankston	Labourers	Labourers nfd	69
Frankston	Labourers	Other labourers	772
Frankston	Machinery operators and drivers	Machine and stationary plant operators	570
Frankston	Machinery operators and drivers	Machinery operators and drivers nfd	24
Frankston	Machinery operators and drivers	Mobile plant operators	235
Frankston	Machinery operators and drivers	Road and rail drivers	899
Frankston	Machinery operators and drivers	Storepersons	342
Frankston	Managers	Chief executives general managers and legislators	451
Frankston	Managers	Farmers and farm managers	43
Frankston	Managers	Hospitality retail and service managers	1766
Frankston	Managers	Managers nfd	197
Frankston	Managers	Specialist managers	2299
Frankston	Professionals	Arts and media professionals	182
Frankston	Professionals	Business human resource and marketing professionals	1333
Frankston	Professionals	Design engineering science and transport professionals	682
Frankston	Professionals	Education professionals	2307
Frankston	Professionals	Health professionals	3660
Frankston	Professionals	Information and Communication Technology ICT professionals	279
Frankston	Professionals	Legal social and welfare professionals	777
Frankston	Professionals	Professionals nfd	67
Frankston	Sales workers	Sales assistants and salespersons	3792
Frankston	Sales workers	Sales representatives and agents	684
Frankston	Sales workers	Sales support workers	813
Frankston	Sales workers	Sales workers nfd	17
Frankston	Technicians and trades workers	Automotive and engineering trades workers	1125
Frankston	Technicians and trades workers	Construction trades workers	1446
Frankston	Technicians and trades workers	Electrotechnology and telecommunications trades workers	618
Frankston	Technicians and trades workers	Engineering ICT and science technicians	661
Frankston	Technicians and trades workers	Food trades workers	546
Frankston	Technicians and trades workers	Other technicians and trades workers	898
Frankston	Technicians and trades workers	Skilled animal and horticultural workers	462
Frankston	Technicians and trades workers	Technicians and trades workers nfd	56
Mornington Peninsula			751
Mornington Peninsula	Clerical and administrative workers	Clerical and administrative workers nfd	6
Mornington Peninsula	Clerical and administrative workers	Clerical and office support workers	257
Mornington Peninsula	Clerical and administrative workers	General clerical workers	960
Mornington Peninsula	Clerical and administrative workers	Inquiry clerks and receptionists	1101
Mornington Peninsula	Clerical and administrative workers	Numerical clerks	1324
Mornington Peninsula	Clerical and administrative workers	Office managers and program administrators	964
Mornington Peninsula	Clerical and administrative workers	Other clerical and administrative workers	520
Mornington Peninsula	Clerical and administrative workers	Personal assistants and secretaries	347
Mornington Peninsula	Community and personal service workers	Carers and aides	2885
Mornington Peninsula	Community and personal service workers	Community and personal service workers nfd	5
Mornington Peninsula	Community and personal service workers	Health and welfare support workers	751
Mornington Peninsula	Community and personal service workers	Hospitality workers	1731
Mornington Peninsula	Community and personal service workers	Protective service workers	893
Mornington Peninsula	Community and personal service workers	Sports and personal service workers	1146
Mornington Peninsula	Labourers	Cleaners and laundry workers	1037
Mornington Peninsula	Labourers	Construction and mining labourers	647
Mornington Peninsula	Labourers	Factory process workers	921
Mornington Peninsula	Labourers	Farm forestry and garden workers	658
Mornington Peninsula	Labourers	Food preparation assistants	1064
Mornington Peninsula	Labourers	Labourers nfd	73
Mornington Peninsula	Labourers	Other labourers	996
Mornington Peninsula	Machinery operators and drivers	Machine and stationary plant operators	467
Mornington Peninsula	Machinery operators and drivers	Machinery operators and drivers nfd	26
Mornington Peninsula	Machinery operators and drivers	Mobile plant operators	280
Mornington Peninsula	Machinery operators and drivers	Road and rail drivers	783
Mornington Peninsula	Machinery operators and drivers	Storepersons	186
Mornington Peninsula	Managers	Chief executives general managers and legislators	429
Mornington Peninsula	Managers	Farmers and farm managers	522
Mornington Peninsula	Managers	Hospitality retail and service managers	2454
Mornington Peninsula	Managers	Managers nfd	181
Mornington Peninsula	Managers	Specialist managers	2307
Mornington Peninsula	Professionals	Arts and media professionals	353
Mornington Peninsula	Professionals	Business human resource and marketing professionals	1449
Mornington Peninsula	Professionals	Design engineering science and transport professionals	993
Mornington Peninsula	Professionals	Education professionals	2627
Mornington Peninsula	Professionals	Health professionals	2131
Mornington Peninsula	Professionals	Information and Communication Technology ICT professionals	197
Mornington Peninsula	Professionals	Legal social and welfare professionals	511
Mornington Peninsula	Professionals	Professionals nfd	63
Mornington Peninsula	Sales workers	Sales assistants and salespersons	4454
Mornington Peninsula	Sales workers	Sales representatives and agents	817
Mornington Peninsula	Sales workers	Sales support workers	917
Mornington Peninsula	Sales workers	Sales workers nfd	9
Mornington Peninsula	Technicians and trades workers	Automotive and engineering trades workers	1086
Mornington Peninsula	Technicians and trades workers	Construction trades workers	2103
Mornington Peninsula	Technicians and trades workers	Electrotechnology and telecommunications trades workers	921
Mornington Peninsula	Technicians and trades workers	Engineering ICT and science technicians	725
Mornington Peninsula	Technicians and trades workers	Food trades workers	1166
Mornington Peninsula	Technicians and trades workers	Other technicians and trades workers	924
Mornington Peninsula	Technicians and trades workers	Skilled animal and horticultural workers	1128
Mornington Peninsula	Technicians and trades workers	Technicians and trades workers nfd	240
Grampians			381
Grampians	Clerical and administrative workers	Clerical and administrative workers nfd	6
Grampians	Clerical and administrative workers	Clerical and office support workers	162
Grampians	Clerical and administrative workers	General clerical workers	485
Grampians	Clerical and administrative workers	Inquiry clerks and receptionists	450
Grampians	Clerical and administrative workers	Numerical clerks	581
Grampians	Clerical and administrative workers	Office managers and program administrators	339
Grampians	Clerical and administrative workers	Other clerical and administrative workers	243
Grampians	Clerical and administrative workers	Personal assistants and secretaries	162
Grampians	Community and personal service workers	Carers and aides	1464
Grampians	Community and personal service workers	Community and personal service workers nfd	7
Grampians	Community and personal service workers	Health and welfare support workers	612
Grampians	Community and personal service workers	Hospitality workers	377
Grampians	Community and personal service workers	Protective service workers	514
Grampians	Community and personal service workers	Sports and personal service workers	240
Grampians	Labourers	Cleaners and laundry workers	730
Grampians	Labourers	Construction and mining labourers	247
Grampians	Labourers	Factory process workers	808
Grampians	Labourers	Farm forestry and garden workers	728
Grampians	Labourers	Food preparation assistants	475
Grampians	Labourers	Labourers nfd	80
Grampians	Labourers	Other labourers	387
Grampians	Machinery operators and drivers	Machine and stationary plant operators	371
Grampians	Machinery operators and drivers	Machinery operators and drivers nfd	28
Grampians	Machinery operators and drivers	Mobile plant operators	307
Grampians	Machinery operators and drivers	Road and rail drivers	660
Grampians	Machinery operators and drivers	Storepersons	60
Grampians	Managers	Chief executives general managers and legislators	133
Grampians	Managers	Farmers and farm managers	3113
Grampians	Managers	Hospitality retail and service managers	1045
Grampians	Managers	Managers nfd	49
Grampians	Managers	Specialist managers	925
Grampians	Professionals	Arts and media professionals	84
Grampians	Professionals	Business human resource and marketing professionals	480
Grampians	Professionals	Design engineering science and transport professionals	371
Grampians	Professionals	Education professionals	1059
Grampians	Professionals	Health professionals	1293
Grampians	Professionals	Information and Communication Technology ICT professionals	61
Grampians	Professionals	Legal social and welfare professionals	319
Grampians	Professionals	Professionals nfd	13
Grampians	Sales workers	Sales assistants and salespersons	1668
Grampians	Sales workers	Sales representatives and agents	225
Grampians	Sales workers	Sales support workers	308
Grampians	Sales workers	Sales workers nfd	4
Grampians	Technicians and trades workers	Automotive and engineering trades workers	824
Grampians	Technicians and trades workers	Construction trades workers	388
Grampians	Technicians and trades workers	Electrotechnology and telecommunications trades workers	269
Grampians	Technicians and trades workers	Engineering ICT and science technicians	287
Grampians	Technicians and trades workers	Food trades workers	402
Grampians	Technicians and trades workers	Other technicians and trades workers	281
Grampians	Technicians and trades workers	Skilled animal and horticultural workers	337
Grampians	Technicians and trades workers	Technicians and trades workers nfd	28
Mildura			349
Mildura	Clerical and administrative workers	Clerical and office support workers	120
Mildura	Clerical and administrative workers	General clerical workers	526
Mildura	Clerical and administrative workers	Inquiry clerks and receptionists	492
Mildura	Clerical and administrative workers	Numerical clerks	565
Mildura	Clerical and administrative workers	Office managers and program administrators	387
Mildura	Clerical and administrative workers	Other clerical and administrative workers	311
Mildura	Clerical and administrative workers	Personal assistants and secretaries	134
Mildura	Community and personal service workers	Carers and aides	1182
Mildura	Community and personal service workers	Health and welfare support workers	366
Mildura	Community and personal service workers	Hospitality workers	422
Mildura	Community and personal service workers	Protective service workers	292
Mildura	Community and personal service workers	Sports and personal service workers	220
Mildura	Labourers	Cleaners and laundry workers	527
Mildura	Labourers	Construction and mining labourers	183
Mildura	Labourers	Factory process workers	531
Mildura	Labourers	Farm forestry and garden workers	626
Mildura	Labourers	Food preparation assistants	349
Mildura	Labourers	Labourers nfd	56
Mildura	Labourers	Other labourers	403
Mildura	Machinery operators and drivers	Machine and stationary plant operators	233
Mildura	Machinery operators and drivers	Machinery operators and drivers nfd	21
Mildura	Machinery operators and drivers	Mobile plant operators	328
Mildura	Machinery operators and drivers	Road and rail drivers	624
Mildura	Machinery operators and drivers	Storepersons	122
Mildura	Managers	Chief executives general managers and legislators	145
Mildura	Managers	Farmers and farm managers	1221
Mildura	Managers	Hospitality retail and service managers	875
Mildura	Managers	Managers nfd	73
Mildura	Managers	Specialist managers	851
Mildura	Professionals	Arts and media professionals	67
Mildura	Professionals	Business human resource and marketing professionals	601
Mildura	Professionals	Design engineering science and transport professionals	333
Mildura	Professionals	Education professionals	1095
Mildura	Professionals	Health professionals	1057
Mildura	Professionals	Information and Communication Technology ICT professionals	69
Mildura	Professionals	Legal social and welfare professionals	351
Mildura	Professionals	Professionals nfd	12
Mildura	Sales workers	Sales assistants and salespersons	1998
Mildura	Sales workers	Sales representatives and agents	262
Mildura	Sales workers	Sales support workers	330
Mildura	Technicians and trades workers	Automotive and engineering trades workers	704
Mildura	Technicians and trades workers	Construction trades workers	396
Mildura	Technicians and trades workers	Electrotechnology and telecommunications trades workers	331
Mildura	Technicians and trades workers	Engineering ICT and science technicians	315
Mildura	Technicians and trades workers	Food trades workers	314
Mildura	Technicians and trades workers	Other technicians and trades workers	315
Mildura	Technicians and trades workers	Skilled animal and horticultural workers	240
Mildura	Technicians and trades workers	Technicians and trades workers nfd	37
Murray River - Swan Hill			271
Murray River - Swan Hill	Clerical and administrative workers	Clerical and administrative workers nfd	4
Murray River - Swan Hill	Clerical and administrative workers	Clerical and office support workers	103
Murray River - Swan Hill	Clerical and administrative workers	General clerical workers	342
Murray River - Swan Hill	Clerical and administrative workers	Inquiry clerks and receptionists	268
Murray River - Swan Hill	Clerical and administrative workers	Numerical clerks	407
Murray River - Swan Hill	Clerical and administrative workers	Office managers and program administrators	211
Murray River - Swan Hill	Clerical and administrative workers	Other clerical and administrative workers	175
Murray River - Swan Hill	Clerical and administrative workers	Personal assistants and secretaries	97
Murray River - Swan Hill	Community and personal service workers	Carers and aides	679
Murray River - Swan Hill	Community and personal service workers	Health and welfare support workers	275
Murray River - Swan Hill	Community and personal service workers	Hospitality workers	248
Murray River - Swan Hill	Community and personal service workers	Protective service workers	113
Murray River - Swan Hill	Community and personal service workers	Sports and personal service workers	115
Murray River - Swan Hill	Labourers	Cleaners and laundry workers	375
Murray River - Swan Hill	Labourers	Construction and mining labourers	113
Murray River - Swan Hill	Labourers	Factory process workers	322
Murray River - Swan Hill	Labourers	Farm forestry and garden workers	759
Murray River - Swan Hill	Labourers	Food preparation assistants	208
Murray River - Swan Hill	Labourers	Labourers nfd	55
Murray River - Swan Hill	Labourers	Other labourers	254
Murray River - Swan Hill	Machinery operators and drivers	Machine and stationary plant operators	178
Murray River - Swan Hill	Machinery operators and drivers	Machinery operators and drivers nfd	14
Murray River - Swan Hill	Machinery operators and drivers	Mobile plant operators	272
Murray River - Swan Hill	Machinery operators and drivers	Road and rail drivers	464
Murray River - Swan Hill	Machinery operators and drivers	Storepersons	36
Murray River - Swan Hill	Managers	Chief executives general managers and legislators	80
Murray River - Swan Hill	Managers	Farmers and farm managers	2159
Murray River - Swan Hill	Managers	Hospitality retail and service managers	572
Murray River - Swan Hill	Managers	Managers nfd	41
Murray River - Swan Hill	Managers	Specialist managers	604
Murray River - Swan Hill	Professionals	Arts and media professionals	37
Murray River - Swan Hill	Professionals	Business human resource and marketing professionals	375
Murray River - Swan Hill	Professionals	Design engineering science and transport professionals	202
Murray River - Swan Hill	Professionals	Education professionals	712
Murray River - Swan Hill	Professionals	Health professionals	666
Murray River - Swan Hill	Professionals	Information and Communication Technology ICT professionals	10
Murray River - Swan Hill	Professionals	Legal social and welfare professionals	135
Murray River - Swan Hill	Professionals	Professionals nfd	7
Murray River - Swan Hill	Sales workers	Sales assistants and salespersons	1074
Murray River - Swan Hill	Sales workers	Sales representatives and agents	124
Murray River - Swan Hill	Sales workers	Sales support workers	197
Murray River - Swan Hill	Sales workers	Sales workers nfd	4
Murray River - Swan Hill	Technicians and trades workers	Automotive and engineering trades workers	606
Murray River - Swan Hill	Technicians and trades workers	Construction trades workers	259
Murray River - Swan Hill	Technicians and trades workers	Electrotechnology and telecommunications trades workers	191
Murray River - Swan Hill	Technicians and trades workers	Engineering ICT and science technicians	157
Murray River - Swan Hill	Technicians and trades workers	Food trades workers	219
Murray River - Swan Hill	Technicians and trades workers	Other technicians and trades workers	175
Murray River - Swan Hill	Technicians and trades workers	Skilled animal and horticultural workers	163
Murray River - Swan Hill	Technicians and trades workers	Technicians and trades workers nfd	23
Campaspe			220
