SA3_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Glenelg - Southern Grampians	78750	1	State territory	246
Glenelg - Southern Grampians	91875	0		717
Glenelg - Southern Grampians	91875	1	Local	32
Glenelg - Southern Grampians	91875	1	National	8
Glenelg - Southern Grampians	91875	1	State territory	192
Glenelg - Southern Grampians	105000			4
Glenelg - Southern Grampians	105000	0		512
Glenelg - Southern Grampians	105000	1	Local	25
Glenelg - Southern Grampians	105000	1	National	6
Glenelg - Southern Grampians	105000	1	State territory	140
Glenelg - Southern Grampians	157500			3
Glenelg - Southern Grampians	157500	0		665
Glenelg - Southern Grampians	157500	1	Local	20
Glenelg - Southern Grampians	157500	1	National	6
Glenelg - Southern Grampians	157500	1	State territory	109
Glenelg - Southern Grampians	Inf	0		298
Glenelg - Southern Grampians	Inf	1	Local	9
Glenelg - Southern Grampians	Inf	1	State territory	26
Colac - Corangamite				61
Colac - Corangamite		0		305
Colac - Corangamite		1	Local	7
Colac - Corangamite		1	State territory	19
Colac - Corangamite	0			6
Colac - Corangamite	0	0		322
Colac - Corangamite	0	1	National	3
Colac - Corangamite	7875			20
Colac - Corangamite	7875	0		791
Colac - Corangamite	7875	1	Local	3
Colac - Corangamite	7875	1	National	6
Colac - Corangamite	7875	1	State territory	20
Colac - Corangamite	15750			19
Colac - Corangamite	15750	0		737
Colac - Corangamite	15750	1	Local	7
Colac - Corangamite	15750	1	National	5
Colac - Corangamite	15750	1	State territory	26
Colac - Corangamite	21000			14
Colac - Corangamite	21000	0		880
Colac - Corangamite	21000	1	Local	15
Colac - Corangamite	21000	1	National	3
Colac - Corangamite	21000	1	State territory	36
Colac - Corangamite	26250			14
Colac - Corangamite	26250	0		1091
Colac - Corangamite	26250	1	Local	26
Colac - Corangamite	26250	1	National	6
Colac - Corangamite	26250	1	State territory	45
Colac - Corangamite	34125			24
Colac - Corangamite	34125	0		1613
Colac - Corangamite	34125	1	Local	34
Colac - Corangamite	34125	1	National	14
Colac - Corangamite	34125	1	State territory	92
Colac - Corangamite	42000			26
Colac - Corangamite	42000	0		1756
Colac - Corangamite	42000	1	Local	36
Colac - Corangamite	42000	1	National	18
Colac - Corangamite	42000	1	State territory	89
Colac - Corangamite	52500			21
Colac - Corangamite	52500	0		2132
Colac - Corangamite	52500	1	Local	51
Colac - Corangamite	52500	1	National	20
Colac - Corangamite	52500	1	State territory	124
Colac - Corangamite	65625			11
Colac - Corangamite	65625	0		1853
Colac - Corangamite	65625	1	Local	86
Colac - Corangamite	65625	1	National	27
Colac - Corangamite	65625	1	State territory	167
Colac - Corangamite	78750			7
Colac - Corangamite	78750	0		1062
Colac - Corangamite	78750	1	Local	54
Colac - Corangamite	78750	1	National	6
Colac - Corangamite	78750	1	State territory	146
Colac - Corangamite	91875			9
Colac - Corangamite	91875	0		719
Colac - Corangamite	91875	1	Local	45
Colac - Corangamite	91875	1	National	15
Colac - Corangamite	91875	1	State territory	139
Colac - Corangamite	105000			3
Colac - Corangamite	105000	0		447
Colac - Corangamite	105000	1	Local	11
Colac - Corangamite	105000	1	National	3
Colac - Corangamite	105000	1	State territory	108
Colac - Corangamite	157500			4
Colac - Corangamite	157500	0		449
Colac - Corangamite	157500	1	Local	27
Colac - Corangamite	157500	1	National	8
Colac - Corangamite	157500	1	State territory	86
Colac - Corangamite	Inf			4
Colac - Corangamite	Inf	0		399
Colac - Corangamite	Inf	1	Local	6
Colac - Corangamite	Inf	1	State territory	11
Warrnambool				65
Warrnambool		0		297
Warrnambool		1	Local	4
Warrnambool		1	State territory	17
Warrnambool	0			10
Warrnambool	0	0		212
Warrnambool	0	1	State territory	3
Warrnambool	7875			11
Warrnambool	7875	0		1024
Warrnambool	7875	1	Local	10
Warrnambool	7875	1	National	8
Warrnambool	7875	1	State territory	11
Warrnambool	15750			19
Warrnambool	15750	0		909
Warrnambool	15750	1	Local	19
Warrnambool	15750	1	National	15
Warrnambool	15750	1	State territory	35
Warrnambool	21000			16
Warrnambool	21000	0		1039
Warrnambool	21000	1	Local	29
Warrnambool	21000	1	National	14
Warrnambool	21000	1	State territory	51
Warrnambool	26250			26
Warrnambool	26250	0		1307
Warrnambool	26250	1	Local	44
Warrnambool	26250	1	National	8
Warrnambool	26250	1	State territory	93
Warrnambool	34125			24
Warrnambool	34125	0		1950
Warrnambool	34125	1	Local	56
Warrnambool	34125	1	National	24
Warrnambool	34125	1	State territory	202
Warrnambool	42000			36
Warrnambool	42000	0		2404
Warrnambool	42000	1	Local	58
Warrnambool	42000	1	National	23
Warrnambool	42000	1	State territory	224
Warrnambool	52500			25
Warrnambool	52500	0		2697
Warrnambool	52500	1	Local	98
Warrnambool	52500	1	National	34
Warrnambool	52500	1	State territory	325
Warrnambool	65625			12
Warrnambool	65625	0		2349
Warrnambool	65625	1	Local	131
Warrnambool	65625	1	National	56
Warrnambool	65625	1	State territory	400
Warrnambool	78750			19
Warrnambool	78750	0		1323
Warrnambool	78750	1	Local	57
Warrnambool	78750	1	National	53
Warrnambool	78750	1	State territory	325
Warrnambool	91875			3
Warrnambool	91875	0		978
Warrnambool	91875	1	Local	47
Warrnambool	91875	1	National	38
Warrnambool	91875	1	State territory	281
Warrnambool	105000			3
Warrnambool	105000	0		642
Warrnambool	105000	1	Local	22
Warrnambool	105000	1	National	16
Warrnambool	105000	1	State territory	214
Warrnambool	157500			5
Warrnambool	157500	0		727
Warrnambool	157500	1	Local	32
Warrnambool	157500	1	National	36
Warrnambool	157500	1	State territory	139
Warrnambool	Inf			3
Warrnambool	Inf	0		439
Warrnambool	Inf	1	Local	7
Warrnambool	Inf	1	National	10
Warrnambool	Inf	1	State territory	49
Migratory - Offshore - Shipping (Vic.)		0		5
Migratory - Offshore - Shipping (Vic.)	26250	0		3
Migratory - Offshore - Shipping (Vic.)	34125	0		5
Migratory - Offshore - Shipping (Vic.)	42000	0		10
Migratory - Offshore - Shipping (Vic.)	52500	0		5
Migratory - Offshore - Shipping (Vic.)	65625	0		9
Migratory - Offshore - Shipping (Vic.)	78750	0		6
Migratory - Offshore - Shipping (Vic.)	78750	1	State territory	3
Migratory - Offshore - Shipping (Vic.)	91875	0		8
Migratory - Offshore - Shipping (Vic.)	105000	0		11
Migratory - Offshore - Shipping (Vic.)	157500	0		29
Migratory - Offshore - Shipping (Vic.)	Inf	0		60
No usual address (Vic.)				461
No usual address (Vic.)		0		2405
No usual address (Vic.)		1	Local	34
No usual address (Vic.)		1	National	10
No usual address (Vic.)		1	State territory	19
No usual address (Vic.)	0			91
No usual address (Vic.)	0	0		987
No usual address (Vic.)	0	1	National	31
No usual address (Vic.)	0	1	State territory	13
No usual address (Vic.)	7875			100
No usual address (Vic.)	7875	0		3258
No usual address (Vic.)	7875	1	Local	55
No usual address (Vic.)	7875	1	National	87
No usual address (Vic.)	7875	1	State territory	24
No usual address (Vic.)	15750			138
No usual address (Vic.)	15750	0		5539
No usual address (Vic.)	15750	1	Local	95
No usual address (Vic.)	15750	1	National	94
No usual address (Vic.)	15750	1	State territory	52
No usual address (Vic.)	21000			151
No usual address (Vic.)	21000	0		6431
No usual address (Vic.)	21000	1	Local	120
No usual address (Vic.)	21000	1	National	62
No usual address (Vic.)	21000	1	State territory	63
No usual address (Vic.)	26250			168
No usual address (Vic.)	26250	0		8519
No usual address (Vic.)	26250	1	Local	167
No usual address (Vic.)	26250	1	National	84
No usual address (Vic.)	26250	1	State territory	75
No usual address (Vic.)	34125			192
No usual address (Vic.)	34125	0		11786
No usual address (Vic.)	34125	1	Local	290
No usual address (Vic.)	34125	1	National	85
No usual address (Vic.)	34125	1	State territory	126
No usual address (Vic.)	42000			202
No usual address (Vic.)	42000	0		12549
No usual address (Vic.)	42000	1	Local	249
No usual address (Vic.)	42000	1	National	68
No usual address (Vic.)	42000	1	State territory	139
No usual address (Vic.)	52500			217
No usual address (Vic.)	52500	0		14763
No usual address (Vic.)	52500	1	Local	204
No usual address (Vic.)	52500	1	National	94
No usual address (Vic.)	52500	1	State territory	223
No usual address (Vic.)	65625			186
No usual address (Vic.)	65625	0		15457
No usual address (Vic.)	65625	1	Local	155
No usual address (Vic.)	65625	1	National	109
No usual address (Vic.)	65625	1	State territory	240
No usual address (Vic.)	78750			86
No usual address (Vic.)	78750	0		10921
No usual address (Vic.)	78750	1	Local	49
No usual address (Vic.)	78750	1	National	62
No usual address (Vic.)	78750	1	State territory	188
No usual address (Vic.)	91875			52
No usual address (Vic.)	91875	0		8095
No usual address (Vic.)	91875	1	Local	19
No usual address (Vic.)	91875	1	National	56
No usual address (Vic.)	91875	1	State territory	189
No usual address (Vic.)	105000			37
No usual address (Vic.)	105000	0		4700
No usual address (Vic.)	105000	1	Local	8
No usual address (Vic.)	105000	1	National	43
No usual address (Vic.)	105000	1	State territory	119
No usual address (Vic.)	157500			33
No usual address (Vic.)	157500	0		5145
No usual address (Vic.)	157500	1	Local	6
No usual address (Vic.)	157500	1	National	43
No usual address (Vic.)	157500	1	State territory	142
No usual address (Vic.)	Inf			31
No usual address (Vic.)	Inf	0		2267
No usual address (Vic.)	Inf	1	Local	3
No usual address (Vic.)	Inf	1	National	14
No usual address (Vic.)	Inf	1	State territory	38
Capalaba				59
Capalaba		0		218
Capalaba		1	State territory	13
Capalaba	0			8
Capalaba	0	0		152
Capalaba	7875			3
Capalaba	7875	0		1087
Capalaba	7875	1	State territory	13
Capalaba	15750			12
Capalaba	15750	0		977
Capalaba	15750	1	Local	4
Capalaba	15750	1	National	4
Capalaba	15750	1	State territory	40
Capalaba	21000			11
Capalaba	21000	0		1020
Capalaba	21000	1	State territory	33
Capalaba	26250			15
Capalaba	26250	0		1200
Capalaba	26250	1	National	11
Capalaba	26250	1	State territory	59
Capalaba	34125			11
Capalaba	34125	0		1720
Capalaba	34125	1	Local	3
Capalaba	34125	1	National	7
Capalaba	34125	1	State territory	105
Capalaba	42000			26
Capalaba	42000	0		2284
Capalaba	42000	1	Local	9
Capalaba	42000	1	National	15
Capalaba	42000	1	State territory	118
Capalaba	52500			28
Capalaba	52500	0		2424
Capalaba	52500	1	Local	4
Capalaba	52500	1	National	28
Capalaba	52500	1	State territory	144
Capalaba	65625			20
Capalaba	65625	0		2199
Capalaba	65625	1	Local	10
Capalaba	65625	1	National	38
Capalaba	65625	1	State territory	153
Capalaba	78750			7
Capalaba	78750	0		1223
Capalaba	78750	1	Local	14
Capalaba	78750	1	National	35
Capalaba	78750	1	State territory	139
Capalaba	91875			4
Capalaba	91875	0		979
Capalaba	91875	1	Local	4
Capalaba	91875	1	National	12
Capalaba	91875	1	State territory	208
Capalaba	105000			3
Capalaba	105000	0		575
Capalaba	105000	1	National	5
Capalaba	105000	1	State territory	130
Capalaba	157500			3
Capalaba	157500	0		698
Capalaba	157500	1	National	9
Capalaba	157500	1	State territory	83
Capalaba	Inf			3
Capalaba	Inf	0		416
Capalaba	Inf	1	National	3
Capalaba	Inf	1	State territory	8
Cleveland - Stradbroke				58
Cleveland - Stradbroke		0		300
Cleveland - Stradbroke		1	Local	7
Cleveland - Stradbroke		1	State territory	38
Cleveland - Stradbroke	0			11
Cleveland - Stradbroke	0	0		212
Cleveland - Stradbroke	7875			10
Cleveland - Stradbroke	7875	0		1347
Cleveland - Stradbroke	7875	1	National	3
Cleveland - Stradbroke	7875	1	State territory	15
Cleveland - Stradbroke	15750			15
Cleveland - Stradbroke	15750	0		1187
Cleveland - Stradbroke	15750	1	Local	7
Cleveland - Stradbroke	15750	1	State territory	43
Cleveland - Stradbroke	21000			19
Cleveland - Stradbroke	21000	0		1161
Cleveland - Stradbroke	21000	1	Local	3
Cleveland - Stradbroke	21000	1	National	11
Cleveland - Stradbroke	21000	1	State territory	40
Cleveland - Stradbroke	26250			20
Cleveland - Stradbroke	26250	0		1318
Cleveland - Stradbroke	26250	1	Local	9
Cleveland - Stradbroke	26250	1	National	8
Cleveland - Stradbroke	26250	1	State territory	75
Cleveland - Stradbroke	34125			35
Cleveland - Stradbroke	34125	0		2079
Cleveland - Stradbroke	34125	1	Local	26
Cleveland - Stradbroke	34125	1	National	8
Cleveland - Stradbroke	34125	1	State territory	163
Cleveland - Stradbroke	42000			28
Cleveland - Stradbroke	42000	0		2386
Cleveland - Stradbroke	42000	1	Local	51
Cleveland - Stradbroke	42000	1	National	9
Cleveland - Stradbroke	42000	1	State territory	234
Cleveland - Stradbroke	52500			23
Cleveland - Stradbroke	52500	0		2537
Cleveland - Stradbroke	52500	1	Local	115
Cleveland - Stradbroke	52500	1	National	12
Cleveland - Stradbroke	52500	1	State territory	263
Cleveland - Stradbroke	65625			14
Cleveland - Stradbroke	65625	0		2374
Cleveland - Stradbroke	65625	1	Local	223
Cleveland - Stradbroke	65625	1	National	16
Cleveland - Stradbroke	65625	1	State territory	424
Cleveland - Stradbroke	78750			10
Cleveland - Stradbroke	78750	0		1374
Cleveland - Stradbroke	78750	1	Local	164
Cleveland - Stradbroke	78750	1	National	24
Cleveland - Stradbroke	78750	1	State territory	350
Cleveland - Stradbroke	91875			11
Cleveland - Stradbroke	91875	0		1149
Cleveland - Stradbroke	91875	1	Local	124
Cleveland - Stradbroke	91875	1	National	18
Cleveland - Stradbroke	91875	1	State territory	429
Cleveland - Stradbroke	105000			9
Cleveland - Stradbroke	105000	0		684
Cleveland - Stradbroke	105000	1	Local	60
Cleveland - Stradbroke	105000	1	National	4
Cleveland - Stradbroke	105000	1	State territory	270
Cleveland - Stradbroke	157500			6
Cleveland - Stradbroke	157500	0		839
Cleveland - Stradbroke	157500	1	Local	49
Cleveland - Stradbroke	157500	1	National	5
Cleveland - Stradbroke	157500	1	State territory	251
Cleveland - Stradbroke	Inf			4
Cleveland - Stradbroke	Inf	0		528
Cleveland - Stradbroke	Inf	1	Local	24
Cleveland - Stradbroke	Inf	1	National	3
Cleveland - Stradbroke	Inf	1	State territory	68
Wynnum - Manly				117
Wynnum - Manly		0		471
Wynnum - Manly		1	National	4
Wynnum - Manly		1	State territory	17
Wynnum - Manly	0			11
Wynnum - Manly	0	0		175
Wynnum - Manly	0	1	National	4
Wynnum - Manly	7875			19
Wynnum - Manly	7875	0		1047
Wynnum - Manly	7875	1	National	3
Wynnum - Manly	7875	1	State territory	10
Wynnum - Manly	15750			13
Wynnum - Manly	15750	0		1129
Wynnum - Manly	15750	1	Local	3
Wynnum - Manly	15750	1	National	5
Wynnum - Manly	15750	1	State territory	27
Wynnum - Manly	21000			12
Wynnum - Manly	21000	0		1079
Wynnum - Manly	21000	1	National	8
Wynnum - Manly	21000	1	State territory	41
Wynnum - Manly	26250			27
Wynnum - Manly	26250	0		1305
Wynnum - Manly	26250	1	Local	3
Wynnum - Manly	26250	1	National	5
Wynnum - Manly	26250	1	State territory	61
Wynnum - Manly	34125			40
Wynnum - Manly	34125	0		2370
Wynnum - Manly	34125	1	National	16
Wynnum - Manly	34125	1	State territory	96
Wynnum - Manly	42000			56
Wynnum - Manly	42000	0		3928
Wynnum - Manly	42000	1	Local	5
Wynnum - Manly	42000	1	National	17
Wynnum - Manly	42000	1	State territory	115
Wynnum - Manly	52500			40
Wynnum - Manly	52500	0		5456
Wynnum - Manly	52500	1	Local	12
Wynnum - Manly	52500	1	National	28
Wynnum - Manly	52500	1	State territory	140
Wynnum - Manly	65625			46
Wynnum - Manly	65625	0		5566
Wynnum - Manly	65625	1	Local	10
Wynnum - Manly	65625	1	National	51
Wynnum - Manly	65625	1	State territory	253
Wynnum - Manly	78750			20
Wynnum - Manly	78750	0		3661
Wynnum - Manly	78750	1	Local	11
Wynnum - Manly	78750	1	National	41
Wynnum - Manly	78750	1	State territory	226
Wynnum - Manly	91875			18
Wynnum - Manly	91875	0		3065
Wynnum - Manly	91875	1	Local	7
Wynnum - Manly	91875	1	National	29
Wynnum - Manly	91875	1	State territory	258
Wynnum - Manly	105000			7
Wynnum - Manly	105000	0		2088
Wynnum - Manly	105000	1	National	14
Wynnum - Manly	105000	1	State territory	191
Wynnum - Manly	157500			11
Wynnum - Manly	157500	0		3015
Wynnum - Manly	157500	1	National	24
Wynnum - Manly	157500	1	State territory	202
Wynnum - Manly	Inf			3
Wynnum - Manly	Inf	0		1551
Wynnum - Manly	Inf	1	Local	3
Wynnum - Manly	Inf	1	National	8
Wynnum - Manly	Inf	1	State territory	42
Bald Hills - Everton Park				23
Bald Hills - Everton Park		0		83
Bald Hills - Everton Park		1	State territory	3
Bald Hills - Everton Park	0			8
Bald Hills - Everton Park	0	0		52
Bald Hills - Everton Park	7875	0		416
Bald Hills - Everton Park	7875	1	State territory	5
Bald Hills - Everton Park	15750	0		424
Bald Hills - Everton Park	15750	1	State territory	17
Bald Hills - Everton Park	21000	0		396
Bald Hills - Everton Park	21000	1	National	3
Bald Hills - Everton Park	21000	1	State territory	15
Bald Hills - Everton Park	26250			3
Bald Hills - Everton Park	26250	0		501
Bald Hills - Everton Park	26250	1	State territory	34
Bald Hills - Everton Park	34125			7
Bald Hills - Everton Park	34125	0		696
Bald Hills - Everton Park	34125	1	State territory	62
Bald Hills - Everton Park	42000			6
Bald Hills - Everton Park	42000	0		790
Bald Hills - Everton Park	42000	1	State territory	61
Bald Hills - Everton Park	52500			4
Bald Hills - Everton Park	52500	0		814
Bald Hills - Everton Park	52500	1	Local	3
Bald Hills - Everton Park	52500	1	State territory	79
Bald Hills - Everton Park	65625			11
Bald Hills - Everton Park	65625	0		744
Bald Hills - Everton Park	65625	1	Local	9
Bald Hills - Everton Park	65625	1	National	3
Bald Hills - Everton Park	65625	1	State territory	170
Bald Hills - Everton Park	78750			4
Bald Hills - Everton Park	78750	0		424
Bald Hills - Everton Park	78750	1	Local	7
Bald Hills - Everton Park	78750	1	National	3
Bald Hills - Everton Park	78750	1	State territory	144
Bald Hills - Everton Park	91875			3
Bald Hills - Everton Park	91875	0		374
Bald Hills - Everton Park	91875	1	State territory	178
Bald Hills - Everton Park	105000			3
Bald Hills - Everton Park	105000	0		246
Bald Hills - Everton Park	105000	1	National	3
Bald Hills - Everton Park	105000	1	State territory	129
Bald Hills - Everton Park	157500			4
Bald Hills - Everton Park	157500	0		295
Bald Hills - Everton Park	157500	1	State territory	134
Bald Hills - Everton Park	Inf	0		191
Bald Hills - Everton Park	Inf	1	State territory	29
Chermside				89
Chermside		0		348
Chermside		1	Local	3
Chermside		1	National	9
Chermside		1	State territory	45
Chermside	0			11
Chermside	0	0		138
Chermside	0	1	State territory	9
Chermside	7875			8
Chermside	7875	0		1478
Chermside	7875	1	National	3
Chermside	7875	1	State territory	20
Chermside	15750			15
Chermside	15750	0		1431
Chermside	15750	1	National	7
Chermside	15750	1	State territory	49
Chermside	21000			16
Chermside	21000	0		1433
Chermside	21000	1	National	7
Chermside	21000	1	State territory	83
Chermside	26250			16
Chermside	26250	0		1663
Chermside	26250	1	National	21
Chermside	26250	1	State territory	109
Chermside	34125			34
Chermside	34125	0		2641
Chermside	34125	1	Local	11
Chermside	34125	1	National	28
Chermside	34125	1	State territory	245
Chermside	42000			37
Chermside	42000	0		3590
Chermside	42000	1	Local	28
Chermside	42000	1	National	46
Chermside	42000	1	State territory	361
Chermside	52500			38
Chermside	52500	0		4145
Chermside	52500	1	Local	97
Chermside	52500	1	National	88
Chermside	52500	1	State territory	542
Chermside	65625			25
Chermside	65625	0		3818
Chermside	65625	1	Local	151
Chermside	65625	1	National	170
Chermside	65625	1	State territory	918
Chermside	78750			17
Chermside	78750	0		2404
Chermside	78750	1	Local	78
Chermside	78750	1	National	200
Chermside	78750	1	State territory	867
Chermside	91875			12
Chermside	91875	0		1942
Chermside	91875	1	Local	68
Chermside	91875	1	National	182
Chermside	91875	1	State territory	912
Chermside	105000			9
Chermside	105000	0		1176
Chermside	105000	1	Local	42
Chermside	105000	1	National	72
Chermside	105000	1	State territory	581
Chermside	157500			10
Chermside	157500	0		1512
Chermside	157500	1	Local	31
Chermside	157500	1	National	163
Chermside	157500	1	State territory	758
Chermside	Inf			6
Chermside	Inf	0		823
Chermside	Inf	1	Local	10
Chermside	Inf	1	National	16
Chermside	Inf	1	State territory	221
Nundah				124
Nundah		0		598
Nundah		1	Local	9
Nundah		1	National	20
Nundah		1	State territory	22
Nundah	0			16
Nundah	0	0		184
Nundah	7875			8
Nundah	7875	0		965
Nundah	7875	1	National	6
Nundah	7875	1	State territory	22
Nundah	15750			24
Nundah	15750	0		1104
Nundah	15750	1	National	16
Nundah	15750	1	State territory	18
Nundah	21000			29
Nundah	21000	0		1275
Nundah	21000	1	National	16
Nundah	21000	1	State territory	33
Nundah	26250			44
Nundah	26250	0		1638
Nundah	26250	1	Local	4
Nundah	26250	1	National	33
Nundah	26250	1	State territory	46
Nundah	34125			65
Nundah	34125	0		3254
Nundah	34125	1	Local	11
Nundah	34125	1	National	58
Nundah	34125	1	State territory	78
Nundah	42000			61
Nundah	42000	0		5989
Nundah	42000	1	Local	25
Nundah	42000	1	National	123
Nundah	42000	1	State territory	131
Nundah	52500			77
Nundah	52500	0		8041
Nundah	52500	1	Local	75
Nundah	52500	1	National	217
Nundah	52500	1	State territory	226
Nundah	65625			48
Nundah	65625	0		8354
Nundah	65625	1	Local	143
Nundah	65625	1	National	321
Nundah	65625	1	State territory	358
Nundah	78750			24
Nundah	78750	0		5372
Nundah	78750	1	Local	93
Nundah	78750	1	National	337
Nundah	78750	1	State territory	365
Nundah	91875			25
Nundah	91875	0		4354
Nundah	91875	1	Local	46
Nundah	91875	1	National	368
Nundah	91875	1	State territory	448
Nundah	105000			13
Nundah	105000	0		2885
Nundah	105000	1	Local	41
Nundah	105000	1	National	263
Nundah	105000	1	State territory	339
Nundah	157500			6
Nundah	157500	0		4414
Nundah	157500	1	Local	23
Nundah	157500	1	National	549
Nundah	157500	1	State territory	562
Nundah	Inf			3
Nundah	Inf	0		2374
Nundah	Inf	1	Local	6
Nundah	Inf	1	National	336
Nundah	Inf	1	State territory	202
Sandgate				29
Sandgate		0		125
Sandgate		1	State territory	16
Sandgate	0	0		82
Sandgate	0	1	State territory	3
Sandgate	7875			5
Sandgate	7875	0		568
Sandgate	7875	1	State territory	18
Sandgate	15750			9
Sandgate	15750	0		565
Sandgate	15750	1	National	4
Sandgate	15750	1	State territory	18
Sandgate	21000			8
Sandgate	21000	0		573
Sandgate	21000	1	Local	3
Sandgate	21000	1	National	5
Sandgate	21000	1	State territory	36
Sandgate	26250			7
Sandgate	26250	0		650
Sandgate	26250	1	Local	3
Sandgate	26250	1	National	7
Sandgate	26250	1	State territory	44
Sandgate	34125			12
Sandgate	34125	0		1016
Sandgate	34125	1	Local	3
Sandgate	34125	1	National	10
Sandgate	34125	1	State territory	100
Sandgate	42000			15
Sandgate	42000	0		1253
Sandgate	42000	1	Local	4
Sandgate	42000	1	National	3
Sandgate	42000	1	State territory	130
Sandgate	52500			15
Sandgate	52500	0		1266
Sandgate	52500	1	Local	26
Sandgate	52500	1	National	4
Sandgate	52500	1	State territory	197
Sandgate	65625			3
Sandgate	65625	0		1109
Sandgate	65625	1	Local	24
Sandgate	65625	1	National	8
Sandgate	65625	1	State territory	354
Sandgate	78750			6
Sandgate	78750	0		617
Sandgate	78750	1	Local	9
Sandgate	78750	1	National	8
Sandgate	78750	1	State territory	284
Sandgate	91875			3
Sandgate	91875	0		521
Sandgate	91875	1	Local	6
Sandgate	91875	1	National	3
Sandgate	91875	1	State territory	311
Sandgate	105000			4
Sandgate	105000	0		323
Sandgate	105000	1	Local	5
Sandgate	105000	1	National	3
Sandgate	105000	1	State territory	162
Sandgate	157500	0		352
Sandgate	157500	1	Local	4
Sandgate	157500	1	National	6
Sandgate	157500	1	State territory	141
Sandgate	Inf			3
Sandgate	Inf	0		210
Sandgate	Inf	1	State territory	7
Carindale				26
Carindale		0		172
Carindale		1	Local	3
Carindale		1	National	3
Carindale		1	State territory	12
Carindale	0			8
Carindale	0	0		90
Carindale	0	1	State territory	3
Carindale	7875			8
Carindale	7875	0		1080
Carindale	7875	1	State territory	3
Carindale	15750			8
Carindale	15750	0		1037
Carindale	15750	1	National	3
Carindale	15750	1	State territory	16
Carindale	21000			13
Carindale	21000	0		946
Carindale	21000	1	National	5
Carindale	21000	1	State territory	23
Carindale	26250			12
Carindale	26250	0		1047
Carindale	26250	1	Local	4
Carindale	26250	1	National	3
Carindale	26250	1	State territory	43
Carindale	34125			14
Carindale	34125	0		1403
Carindale	34125	1	Local	7
Carindale	34125	1	National	5
Carindale	34125	1	State territory	62
Carindale	42000			15
Carindale	42000	0		1585
Carindale	42000	1	Local	24
Carindale	42000	1	National	5
Carindale	42000	1	State territory	57
Carindale	52500			15
Carindale	52500	0		1716
Carindale	52500	1	Local	41
Carindale	52500	1	National	15
Carindale	52500	1	State territory	111
Carindale	65625			12
Carindale	65625	0		1524
Carindale	65625	1	Local	57
Carindale	65625	1	National	28
Carindale	65625	1	State territory	164
Carindale	78750			3
Carindale	78750	0		1039
Carindale	78750	1	Local	40
Carindale	78750	1	National	24
Carindale	78750	1	State territory	143
Carindale	91875			5
Carindale	91875	0		840
Carindale	91875	1	Local	16
Carindale	91875	1	National	21
Carindale	91875	1	State territory	160
Carindale	105000			3
Carindale	105000	0		490
Carindale	105000	1	Local	8
Carindale	105000	1	National	23
Carindale	105000	1	State territory	79
Carindale	157500	0		808
Carindale	157500	1	Local	9
Carindale	157500	1	National	70
Carindale	157500	1	State territory	85
Carindale	Inf	0		430
Carindale	Inf	1	Local	4
Carindale	Inf	1	National	30
Carindale	Inf	1	State territory	6
Holland Park - Yeronga				90
Holland Park - Yeronga		0		298
Holland Park - Yeronga		1	Local	3
Holland Park - Yeronga		1	National	3
Holland Park - Yeronga		1	State territory	71
Holland Park - Yeronga	0			10
Holland Park - Yeronga	0	0		185
Holland Park - Yeronga	0	1	State territory	7
Holland Park - Yeronga	7875			22
Holland Park - Yeronga	7875	0		947
Holland Park - Yeronga	7875	1	National	14
Holland Park - Yeronga	7875	1	State territory	31
Holland Park - Yeronga	15750			18
Holland Park - Yeronga	15750	0		1147
Holland Park - Yeronga	15750	1	National	19
Holland Park - Yeronga	15750	1	State territory	68
Holland Park - Yeronga	21000			12
Holland Park - Yeronga	21000	0		1344
Holland Park - Yeronga	21000	1	Local	3
Holland Park - Yeronga	21000	1	National	19
Holland Park - Yeronga	21000	1	State territory	100
Holland Park - Yeronga	26250			28
Holland Park - Yeronga	26250	0		1532
Holland Park - Yeronga	26250	1	Local	6
Holland Park - Yeronga	26250	1	National	20
Holland Park - Yeronga	26250	1	State territory	149
Holland Park - Yeronga	34125			30
Holland Park - Yeronga	34125	0		2400
Holland Park - Yeronga	34125	1	Local	5
Holland Park - Yeronga	34125	1	National	46
Holland Park - Yeronga	34125	1	State territory	378
Holland Park - Yeronga	42000			42
Holland Park - Yeronga	42000	0		3049
Holland Park - Yeronga	42000	1	Local	15
Holland Park - Yeronga	42000	1	National	36
Holland Park - Yeronga	42000	1	State territory	541
Holland Park - Yeronga	52500			33
Holland Park - Yeronga	52500	0		3743
Holland Park - Yeronga	52500	1	Local	24
Holland Park - Yeronga	52500	1	National	67
Holland Park - Yeronga	52500	1	State territory	965
Holland Park - Yeronga	65625			33
Holland Park - Yeronga	65625	0		3936
Holland Park - Yeronga	65625	1	Local	76
Holland Park - Yeronga	65625	1	National	136
Holland Park - Yeronga	65625	1	State territory	1683
Holland Park - Yeronga	78750			20
Holland Park - Yeronga	78750	0		2600
Holland Park - Yeronga	78750	1	Local	69
Holland Park - Yeronga	78750	1	National	153
Holland Park - Yeronga	78750	1	State territory	1542
Holland Park - Yeronga	91875			10
Holland Park - Yeronga	91875	0		2222
Holland Park - Yeronga	91875	1	Local	37
Holland Park - Yeronga	91875	1	National	172
Holland Park - Yeronga	91875	1	State territory	1612
Holland Park - Yeronga	105000			5
Holland Park - Yeronga	105000	0		1404
