SA3_NAME16	IncomeTotPersonal.max	workers
Canada Bay	105000	1994
Canada Bay	157500	3548
Canada Bay	Inf	2488
Leichhardt		302
Leichhardt	0	169
Leichhardt	7875	550
Leichhardt	15750	833
Leichhardt	21000	945
Leichhardt	26250	1104
Leichhardt	34125	1604
Leichhardt	42000	1986
Leichhardt	52500	2523
Leichhardt	65625	2881
Leichhardt	78750	2117
Leichhardt	91875	1761
Leichhardt	105000	1238
Leichhardt	157500	1920
Leichhardt	Inf	1211
Strathfield - Burwood - Ashfield		735
Strathfield - Burwood - Ashfield	0	368
Strathfield - Burwood - Ashfield	7875	1616
Strathfield - Burwood - Ashfield	15750	2157
Strathfield - Burwood - Ashfield	21000	2692
Strathfield - Burwood - Ashfield	26250	2727
Strathfield - Burwood - Ashfield	34125	4301
Strathfield - Burwood - Ashfield	42000	5502
Strathfield - Burwood - Ashfield	52500	6641
Strathfield - Burwood - Ashfield	65625	7025
Strathfield - Burwood - Ashfield	78750	4994
Strathfield - Burwood - Ashfield	91875	4024
Strathfield - Burwood - Ashfield	105000	3086
Strathfield - Burwood - Ashfield	157500	4571
Strathfield - Burwood - Ashfield	Inf	2187
Chatswood - Lane Cove		1089
Chatswood - Lane Cove	0	465
Chatswood - Lane Cove	7875	1915
Chatswood - Lane Cove	15750	2578
Chatswood - Lane Cove	21000	2665
Chatswood - Lane Cove	26250	3090
Chatswood - Lane Cove	34125	4460
Chatswood - Lane Cove	42000	5822
Chatswood - Lane Cove	52500	8466
Chatswood - Lane Cove	65625	10237
Chatswood - Lane Cove	78750	8178
Chatswood - Lane Cove	91875	7420
Chatswood - Lane Cove	105000	5319
Chatswood - Lane Cove	157500	9989
Chatswood - Lane Cove	Inf	7947
Hornsby		358
Hornsby	0	220
Hornsby	7875	1435
Hornsby	15750	1470
Hornsby	21000	1358
Hornsby	26250	1551
Hornsby	34125	2219
Hornsby	42000	2758
Hornsby	52500	3318
Hornsby	65625	3455
Hornsby	78750	2360
Hornsby	91875	2018
Hornsby	105000	1503
Hornsby	157500	1983
Hornsby	Inf	976
Ku-ring-gai		451
Ku-ring-gai	0	280
Ku-ring-gai	7875	1602
Ku-ring-gai	15750	1559
Ku-ring-gai	21000	1477
Ku-ring-gai	26250	1642
Ku-ring-gai	34125	2249
Ku-ring-gai	42000	2583
Ku-ring-gai	52500	3241
Ku-ring-gai	65625	3501
Ku-ring-gai	78750	2508
Ku-ring-gai	91875	2359
Ku-ring-gai	105000	1890
Ku-ring-gai	157500	2792
Ku-ring-gai	Inf	2151
North Sydney - Mosman		944
North Sydney - Mosman	0	434
North Sydney - Mosman	7875	1342
North Sydney - Mosman	15750	1768
North Sydney - Mosman	21000	2076
North Sydney - Mosman	26250	2362
North Sydney - Mosman	34125	3225
North Sydney - Mosman	42000	4252
North Sydney - Mosman	52500	6379
North Sydney - Mosman	65625	8595
North Sydney - Mosman	78750	7423
North Sydney - Mosman	91875	7416
North Sydney - Mosman	105000	5889
North Sydney - Mosman	157500	12808
North Sydney - Mosman	Inf	11825
Manly		227
Manly	0	120
Manly	7875	604
Manly	15750	650
Manly	21000	715
Manly	26250	821
Manly	34125	1186
Manly	42000	1289
Manly	52500	1572
Manly	65625	1794
Manly	78750	1148
Manly	91875	1062
Manly	105000	659
Manly	157500	1004
Manly	Inf	892
Pittwater		368
Pittwater	0	187
Pittwater	7875	1066
Pittwater	15750	998
Pittwater	21000	965
Pittwater	26250	1179
Pittwater	34125	1812
Pittwater	42000	2168
Pittwater	52500	2431
Pittwater	65625	2702
Pittwater	78750	2022
Pittwater	91875	1649
Pittwater	105000	1032
Pittwater	157500	1462
Pittwater	Inf	1111
Warringah		788
Warringah	0	391
Warringah	7875	2433
Warringah	15750	2211
Warringah	21000	2257
Warringah	26250	2756
Warringah	34125	4223
Warringah	42000	5410
Warringah	52500	6579
Warringah	65625	6924
Warringah	78750	5039
Warringah	91875	4263
Warringah	105000	2893
Warringah	157500	4320
Warringah	Inf	2843
Camden		347
Camden	0	139
Camden	7875	1035
Camden	15750	971
Camden	21000	989
Camden	26250	1166
Camden	34125	1790
Camden	42000	2415
Camden	52500	2759
Camden	65625	2879
Camden	78750	1863
Camden	91875	1480
Camden	105000	1018
Camden	157500	1057
Camden	Inf	456
Campbelltown (NSW)		793
Campbelltown (NSW)	0	325
Campbelltown (NSW)	7875	1877
Campbelltown (NSW)	15750	2068
Campbelltown (NSW)	21000	2344
Campbelltown (NSW)	26250	2586
Campbelltown (NSW)	34125	4335
Campbelltown (NSW)	42000	5888
Campbelltown (NSW)	52500	6975
Campbelltown (NSW)	65625	6735
Campbelltown (NSW)	78750	4394
Campbelltown (NSW)	91875	3511
Campbelltown (NSW)	105000	2439
Campbelltown (NSW)	157500	2841
Campbelltown (NSW)	Inf	1101
Wollondilly		197
Wollondilly	0	102
Wollondilly	7875	458
Wollondilly	15750	432
Wollondilly	21000	473
Wollondilly	26250	581
Wollondilly	34125	816
Wollondilly	42000	1050
Wollondilly	52500	1144
Wollondilly	65625	1173
Wollondilly	78750	843
Wollondilly	91875	688
Wollondilly	105000	634
Wollondilly	157500	1008
Wollondilly	Inf	479
Blue Mountains		293
Blue Mountains	0	152
Blue Mountains	7875	1014
Blue Mountains	15750	1125
Blue Mountains	21000	1187
Blue Mountains	26250	1425
Blue Mountains	34125	2103
Blue Mountains	42000	2230
Blue Mountains	52500	2262
Blue Mountains	65625	2046
Blue Mountains	78750	1306
Blue Mountains	91875	1090
Blue Mountains	105000	836
Blue Mountains	157500	928
Blue Mountains	Inf	361
Blue Mountains - South	34125	3
Blue Mountains - South	42000	8
Penrith		809
Penrith	0	336
Penrith	7875	2138
Penrith	15750	2126
Penrith	21000	2323
Penrith	26250	2769
Penrith	34125	4370
Penrith	42000	5294
Penrith	52500	6435
Penrith	65625	6539
Penrith	78750	4576
Penrith	91875	3781
Penrith	105000	2669
Penrith	157500	3067
Penrith	Inf	1319
Richmond - Windsor		305
Richmond - Windsor	0	128
Richmond - Windsor	7875	652
Richmond - Windsor	15750	714
Richmond - Windsor	21000	773
Richmond - Windsor	26250	946
Richmond - Windsor	34125	1542
Richmond - Windsor	42000	1837
Richmond - Windsor	52500	2089
Richmond - Windsor	65625	2211
Richmond - Windsor	78750	1697
Richmond - Windsor	91875	1488
Richmond - Windsor	105000	1007
Richmond - Windsor	157500	1267
Richmond - Windsor	Inf	420
St Marys		307
St Marys	0	115
St Marys	7875	521
St Marys	15750	621
St Marys	21000	642
St Marys	26250	859
St Marys	34125	1422
St Marys	42000	2261
St Marys	52500	3066
St Marys	65625	2938
St Marys	78750	1853
St Marys	91875	1329
St Marys	105000	964
St Marys	157500	961
St Marys	Inf	385
Auburn		761
Auburn	0	301
Auburn	7875	872
Auburn	15750	1385
Auburn	21000	1752
Auburn	26250	2147
Auburn	34125	3571
Auburn	42000	5563
Auburn	52500	7360
Auburn	65625	8208
Auburn	78750	5772
Auburn	91875	4957
Auburn	105000	3633
Auburn	157500	5493
Auburn	Inf	2578
Carlingford		291
Carlingford	0	131
Carlingford	7875	583
Carlingford	15750	740
Carlingford	21000	818
Carlingford	26250	925
Carlingford	34125	1441
Carlingford	42000	1912
Carlingford	52500	2514
Carlingford	65625	2885
Carlingford	78750	1988
Carlingford	91875	1617
Carlingford	105000	1198
Carlingford	157500	1810
Carlingford	Inf	953
Merrylands - Guildford		802
Merrylands - Guildford	0	353
Merrylands - Guildford	7875	974
Merrylands - Guildford	15750	1644
Merrylands - Guildford	21000	2117
Merrylands - Guildford	26250	2515
Merrylands - Guildford	34125	4081
Merrylands - Guildford	42000	6501
Merrylands - Guildford	52500	7924
Merrylands - Guildford	65625	7918
Merrylands - Guildford	78750	5045
Merrylands - Guildford	91875	3730
Merrylands - Guildford	105000	2479
Merrylands - Guildford	157500	3075
Merrylands - Guildford	Inf	1239
Parramatta		1318
Parramatta	0	528
Parramatta	7875	1929
Parramatta	15750	2684
Parramatta	21000	3039
Parramatta	26250	3625
Parramatta	34125	6018
Parramatta	42000	8485
Parramatta	52500	11783
Parramatta	65625	14066
Parramatta	78750	10506
Parramatta	91875	8875
Parramatta	105000	6679
Parramatta	157500	9730
Parramatta	Inf	4531
Pennant Hills - Epping		134
Pennant Hills - Epping	0	85
Pennant Hills - Epping	7875	533
Pennant Hills - Epping	15750	605
Pennant Hills - Epping	21000	512
Pennant Hills - Epping	26250	591
Pennant Hills - Epping	34125	822
Pennant Hills - Epping	42000	958
Pennant Hills - Epping	52500	1113
Pennant Hills - Epping	65625	1215
Pennant Hills - Epping	78750	933
Pennant Hills - Epping	91875	873
Pennant Hills - Epping	105000	652
Pennant Hills - Epping	157500	1003
Pennant Hills - Epping	Inf	524
Ryde - Hunters Hill		1158
Ryde - Hunters Hill	0	447
Ryde - Hunters Hill	7875	2262
Ryde - Hunters Hill	15750	2891
Ryde - Hunters Hill	21000	2860
Ryde - Hunters Hill	26250	3332
Ryde - Hunters Hill	34125	4817
Ryde - Hunters Hill	42000	6143
Ryde - Hunters Hill	52500	8065
Ryde - Hunters Hill	65625	10369
Ryde - Hunters Hill	78750	8453
Ryde - Hunters Hill	91875	8060
Ryde - Hunters Hill	105000	6822
Ryde - Hunters Hill	157500	13665
Ryde - Hunters Hill	Inf	9703
Bringelly - Green Valley		271
Bringelly - Green Valley	0	158
Bringelly - Green Valley	7875	592
Bringelly - Green Valley	15750	769
Bringelly - Green Valley	21000	926
Bringelly - Green Valley	26250	1075
Bringelly - Green Valley	34125	1592
Bringelly - Green Valley	42000	1791
Bringelly - Green Valley	52500	2064
Bringelly - Green Valley	65625	2086
Bringelly - Green Valley	78750	1442
Bringelly - Green Valley	91875	1140
Bringelly - Green Valley	105000	868
Bringelly - Green Valley	157500	895
Bringelly - Green Valley	Inf	310
Fairfield		891
Fairfield	0	448
Fairfield	7875	1466
Fairfield	15750	2535
Fairfield	21000	2790
Fairfield	26250	3059
Fairfield	34125	4788
Fairfield	42000	6516
Fairfield	52500	7787
Fairfield	65625	7458
Fairfield	78750	4794
Fairfield	91875	3649
Fairfield	105000	2576
Fairfield	157500	2721
Fairfield	Inf	1137
Liverpool		906
Liverpool	0	405
Liverpool	7875	1519
Liverpool	15750	2161
Liverpool	21000	2260
Liverpool	26250	2651
Liverpool	34125	4449
Liverpool	42000	6339
Liverpool	52500	8002
Liverpool	65625	8156
Liverpool	78750	5831
Liverpool	91875	4615
Liverpool	105000	3098
Liverpool	157500	3773
Liverpool	Inf	1719
Cronulla - Miranda - Caringbah		651
Cronulla - Miranda - Caringbah	0	289
Cronulla - Miranda - Caringbah	7875	2239
Cronulla - Miranda - Caringbah	15750	2130
Cronulla - Miranda - Caringbah	21000	2147
Cronulla - Miranda - Caringbah	26250	2428
Cronulla - Miranda - Caringbah	34125	3663
Cronulla - Miranda - Caringbah	42000	4401
Cronulla - Miranda - Caringbah	52500	5038
Cronulla - Miranda - Caringbah	65625	5097
Cronulla - Miranda - Caringbah	78750	3373
Cronulla - Miranda - Caringbah	91875	2767
Cronulla - Miranda - Caringbah	105000	1863
Cronulla - Miranda - Caringbah	157500	2501
Cronulla - Miranda - Caringbah	Inf	1498
Sutherland - Menai - Heathcote		412
Sutherland - Menai - Heathcote	0	167
Sutherland - Menai - Heathcote	7875	1585
Sutherland - Menai - Heathcote	15750	1413
Sutherland - Menai - Heathcote	21000	1382
Sutherland - Menai - Heathcote	26250	1620
Sutherland - Menai - Heathcote	34125	2316
Sutherland - Menai - Heathcote	42000	2761
Sutherland - Menai - Heathcote	52500	3045
Sutherland - Menai - Heathcote	65625	3168
Sutherland - Menai - Heathcote	78750	2206
Sutherland - Menai - Heathcote	91875	2099
Sutherland - Menai - Heathcote	105000	1487
Sutherland - Menai - Heathcote	157500	1847
Sutherland - Menai - Heathcote	Inf	795
Migratory - Offshore - Shipping (NSW)	15750	3
Migratory - Offshore - Shipping (NSW)	21000	3
Migratory - Offshore - Shipping (NSW)	26250	3
Migratory - Offshore - Shipping (NSW)	34125	3
Migratory - Offshore - Shipping (NSW)	42000	12
Migratory - Offshore - Shipping (NSW)	52500	10
Migratory - Offshore - Shipping (NSW)	65625	14
Migratory - Offshore - Shipping (NSW)	78750	4
Migratory - Offshore - Shipping (NSW)	91875	9
Migratory - Offshore - Shipping (NSW)	105000	4
Migratory - Offshore - Shipping (NSW)	157500	11
Migratory - Offshore - Shipping (NSW)	Inf	16
No usual address (NSW)		2919
No usual address (NSW)	0	1318
No usual address (NSW)	7875	3845
No usual address (NSW)	15750	6585
No usual address (NSW)	21000	8519
No usual address (NSW)	26250	10804
No usual address (NSW)	34125	15471
No usual address (NSW)	42000	16390
No usual address (NSW)	52500	19084
No usual address (NSW)	65625	19957
No usual address (NSW)	78750	13081
No usual address (NSW)	91875	10074
No usual address (NSW)	105000	5734
No usual address (NSW)	157500	6656
No usual address (NSW)	Inf	2935
Ballarat		715
Ballarat	0	316
Ballarat	7875	2030
Ballarat	15750	2129
Ballarat	21000	2247
Ballarat	26250	2886
Ballarat	34125	4442
Ballarat	42000	5578
Ballarat	52500	6418
Ballarat	65625	6174
Ballarat	78750	4066
Ballarat	91875	3208
Ballarat	105000	2089
Ballarat	157500	2308
Ballarat	Inf	1111
Creswick - Daylesford - Ballan		134
Creswick - Daylesford - Ballan	0	146
Creswick - Daylesford - Ballan	7875	387
Creswick - Daylesford - Ballan	15750	493
Creswick - Daylesford - Ballan	21000	571
Creswick - Daylesford - Ballan	26250	634
Creswick - Daylesford - Ballan	34125	858
Creswick - Daylesford - Ballan	42000	963
Creswick - Daylesford - Ballan	52500	968
Creswick - Daylesford - Ballan	65625	791
Creswick - Daylesford - Ballan	78750	472
Creswick - Daylesford - Ballan	91875	326
Creswick - Daylesford - Ballan	105000	211
Creswick - Daylesford - Ballan	157500	228
Creswick - Daylesford - Ballan	Inf	126
Maryborough - Pyrenees		135
Maryborough - Pyrenees	0	122
Maryborough - Pyrenees	7875	319
Maryborough - Pyrenees	15750	443
Maryborough - Pyrenees	21000	462
Maryborough - Pyrenees	26250	513
Maryborough - Pyrenees	34125	846
Maryborough - Pyrenees	42000	965
Maryborough - Pyrenees	52500	927
Maryborough - Pyrenees	65625	840
Maryborough - Pyrenees	78750	438
Maryborough - Pyrenees	91875	339
Maryborough - Pyrenees	105000	194
Maryborough - Pyrenees	157500	200
Maryborough - Pyrenees	Inf	86
Bendigo		645
Bendigo	0	238
Bendigo	7875	1944
Bendigo	15750	1799
Bendigo	21000	2001
Bendigo	26250	2528
Bendigo	34125	4082
Bendigo	42000	5260
Bendigo	52500	5741
Bendigo	65625	5319
Bendigo	78750	3805
Bendigo	91875	2868
Bendigo	105000	1801
Bendigo	157500	2053
Bendigo	Inf	929
Heathcote - Castlemaine - Kyneton		301
Heathcote - Castlemaine - Kyneton	0	166
Heathcote - Castlemaine - Kyneton	7875	662
Heathcote - Castlemaine - Kyneton	15750	756
Heathcote - Castlemaine - Kyneton	21000	907
Heathcote - Castlemaine - Kyneton	26250	1055
Heathcote - Castlemaine - Kyneton	34125	1690
Heathcote - Castlemaine - Kyneton	42000	2222
Heathcote - Castlemaine - Kyneton	52500	2309
Heathcote - Castlemaine - Kyneton	65625	1905
Heathcote - Castlemaine - Kyneton	78750	1215
Heathcote - Castlemaine - Kyneton	91875	907
Heathcote - Castlemaine - Kyneton	105000	493
Heathcote - Castlemaine - Kyneton	157500	581
Heathcote - Castlemaine - Kyneton	Inf	296
Loddon - Elmore		90
Loddon - Elmore	0	109
Loddon - Elmore	7875	151
Loddon - Elmore	15750	200
Loddon - Elmore	21000	234
Loddon - Elmore	26250	244
Loddon - Elmore	34125	442
Loddon - Elmore	42000	470
Loddon - Elmore	52500	513
Loddon - Elmore	65625	473
Loddon - Elmore	78750	259
Loddon - Elmore	91875	242
Loddon - Elmore	105000	157
Loddon - Elmore	157500	257
Loddon - Elmore	Inf	70
Barwon - West		72
Barwon - West	0	61
Barwon - West	7875	167
Barwon - West	15750	257
Barwon - West	21000	252
Barwon - West	26250	307
Barwon - West	34125	472
Barwon - West	42000	468
Barwon - West	52500	466
Barwon - West	65625	458
Barwon - West	78750	282
Barwon - West	91875	230
Barwon - West	105000	117
Barwon - West	157500	136
Barwon - West	Inf	106
Geelong		1456
Geelong	0	537
Geelong	7875	3897
Geelong	15750	3886
Geelong	21000	4296
Geelong	26250	5096
Geelong	34125	7927
Geelong	42000	9684
Geelong	52500	11368
Geelong	65625	11601
Geelong	78750	8006
Geelong	91875	6540
Geelong	105000	4328
Geelong	157500	5314
Geelong	Inf	2531
Surf Coast - Bellarine Peninsula		291
Surf Coast - Bellarine Peninsula	0	219
Surf Coast - Bellarine Peninsula	7875	1169
Surf Coast - Bellarine Peninsula	15750	1144
Surf Coast - Bellarine Peninsula	21000	1181
Surf Coast - Bellarine Peninsula	26250	1312
Surf Coast - Bellarine Peninsula	34125	1871
Surf Coast - Bellarine Peninsula	42000	1977
Surf Coast - Bellarine Peninsula	52500	2004
Surf Coast - Bellarine Peninsula	65625	1901
Surf Coast - Bellarine Peninsula	78750	1274
Surf Coast - Bellarine Peninsula	91875	1029
Surf Coast - Bellarine Peninsula	105000	666
Surf Coast - Bellarine Peninsula	157500	680
Surf Coast - Bellarine Peninsula	Inf	434
Upper Goulburn Valley		432
Upper Goulburn Valley	0	268
Upper Goulburn Valley	7875	905
Upper Goulburn Valley	15750	977
Upper Goulburn Valley	21000	1133
Upper Goulburn Valley	26250	1363
Upper Goulburn Valley	34125	2174
Upper Goulburn Valley	42000	2513
Upper Goulburn Valley	52500	2614
Upper Goulburn Valley	65625	2482
Upper Goulburn Valley	78750	1642
Upper Goulburn Valley	91875	1155
Upper Goulburn Valley	105000	807
Upper Goulburn Valley	157500	786
Upper Goulburn Valley	Inf	345
Wangaratta - Benalla		338
Wangaratta - Benalla	0	207
Wangaratta - Benalla	7875	833
Wangaratta - Benalla	15750	834
Wangaratta - Benalla	21000	995
Wangaratta - Benalla	26250	1309
Wangaratta - Benalla	34125	1949
Wangaratta - Benalla	42000	2536
Wangaratta - Benalla	52500	2791
Wangaratta - Benalla	65625	2468
Wangaratta - Benalla	78750	1631
Wangaratta - Benalla	91875	1247
Wangaratta - Benalla	105000	739
Wangaratta - Benalla	157500	761
Wangaratta - Benalla	Inf	371
Wodonga - Alpine		553
Wodonga - Alpine	0	247
Wodonga - Alpine	7875	1126
Wodonga - Alpine	15750	1170
Wodonga - Alpine	21000	1434
Wodonga - Alpine	26250	1809
Wodonga - Alpine	34125	2994
Wodonga - Alpine	42000	3703
Wodonga - Alpine	52500	4446
Wodonga - Alpine	65625	4266
Wodonga - Alpine	78750	2886
Wodonga - Alpine	91875	2124
Wodonga - Alpine	105000	1341
Wodonga - Alpine	157500	1290
Wodonga - Alpine	Inf	523
Baw Baw		374
Baw Baw	0	226
Baw Baw	7875	837
Baw Baw	15750	888
Baw Baw	21000	938
Baw Baw	26250	1218
Baw Baw	34125	1752
Baw Baw	42000	2051
Baw Baw	52500	2128
Baw Baw	65625	1808
Baw Baw	78750	1201
Baw Baw	91875	895
Baw Baw	105000	618
Baw Baw	157500	600
Baw Baw	Inf	330
Gippsland - East		323
Gippsland - East	0	179
Gippsland - East	7875	696
Gippsland - East	15750	740
Gippsland - East	21000	984
Gippsland - East	26250	1252
Gippsland - East	34125	1935
Gippsland - East	42000	2178
Gippsland - East	52500	2199
Gippsland - East	65625	2002
Gippsland - East	78750	1135
Gippsland - East	91875	885
Gippsland - East	105000	477
Gippsland - East	157500	498
Gippsland - East	Inf	234
Gippsland - South West		465
Gippsland - South West	0	301
Gippsland - South West	7875	1029
Gippsland - South West	15750	1147
Gippsland - South West	21000	1466
Gippsland - South West	26250	1700
Gippsland - South West	34125	2499
Gippsland - South West	42000	2645
Gippsland - South West	52500	2654
Gippsland - South West	65625	2428
Gippsland - South West	78750	1513
Gippsland - South West	91875	1170
Gippsland - South West	105000	751
Gippsland - South West	157500	824
Gippsland - South West	Inf	431
Latrobe Valley		551
Latrobe Valley	0	236
Latrobe Valley	7875	1331
Latrobe Valley	15750	1325
Latrobe Valley	21000	1452
Latrobe Valley	26250	1740
Latrobe Valley	34125	2854
Latrobe Valley	42000	3366
Latrobe Valley	52500	3751
Latrobe Valley	65625	3700
Latrobe Valley	78750	2656
Latrobe Valley	91875	2225
Latrobe Valley	105000	1694
Latrobe Valley	157500	2508
Latrobe Valley	Inf	1174
Wellington		344
Wellington	0	212
Wellington	7875	737
Wellington	15750	835
Wellington	21000	903
Wellington	26250	1152
Wellington	34125	1625
Wellington	42000	1882
Wellington	52500	2094
Wellington	65625	2160
Wellington	78750	1417
Wellington	91875	1058
Wellington	105000	783
Wellington	157500	1092
Wellington	Inf	739
Brunswick - Coburg		388
Brunswick - Coburg	0	210
Brunswick - Coburg	7875	900
Brunswick - Coburg	15750	1291
Brunswick - Coburg	21000	1538
Brunswick - Coburg	26250	1708
Brunswick - Coburg	34125	2441
Brunswick - Coburg	42000	2968
Brunswick - Coburg	52500	3200
Brunswick - Coburg	65625	3066
Brunswick - Coburg	78750	2087
Brunswick - Coburg	91875	1652
Brunswick - Coburg	105000	984
Brunswick - Coburg	157500	1094
Brunswick - Coburg	Inf	646
Darebin - South		228
Darebin - South	0	131
Darebin - South	7875	574
Darebin - South	15750	759
Darebin - South	21000	782
Darebin - South	26250	958
Darebin - South	34125	1387
Darebin - South	42000	1686
Darebin - South	52500	1923
Darebin - South	65625	1888
Darebin - South	78750	1213
Darebin - South	91875	905
Darebin - South	105000	640
Darebin - South	157500	725
Darebin - South	Inf	442
Essendon		383
Essendon	0	190
Essendon	7875	1050
Essendon	15750	1108
Essendon	21000	1217
Essendon	26250	1243
Essendon	34125	1834
Essendon	42000	2148
Essendon	52500	2392
Essendon	65625	2499
Essendon	78750	1817
Essendon	91875	1579
Essendon	105000	1045
Essendon	157500	1264
Essendon	Inf	688
Melbourne City		5637
Melbourne City	0	1848
Melbourne City	7875	5854
Melbourne City	15750	9503
Melbourne City	21000	10735
Melbourne City	26250	12600
Melbourne City	34125	19049
Melbourne City	42000	25774
Melbourne City	52500	39239
Melbourne City	65625	52815
Melbourne City	78750	45841
Melbourne City	91875	44260
Melbourne City	105000	33530
Melbourne City	157500	65887
Melbourne City	Inf	49877
Port Phillip		1382
Port Phillip	0	543
Port Phillip	7875	1397
Port Phillip	15750	2239
Port Phillip	21000	2628
Port Phillip	26250	3106
Port Phillip	34125	4593
Port Phillip	42000	6625
Port Phillip	52500	10426
Port Phillip	65625	12518
Port Phillip	78750	9698
Port Phillip	91875	8735
Port Phillip	105000	6326
Port Phillip	157500	11780
Port Phillip	Inf	8081
Stonnington - West		534
Stonnington - West	0	300
Stonnington - West	7875	976
Stonnington - West	15750	1542
Stonnington - West	21000	1753
Stonnington - West	26250	1860
Stonnington - West	34125	2617
Stonnington - West	42000	3156
Stonnington - West	52500	3977
Stonnington - West	65625	4416
Stonnington - West	78750	3146
Stonnington - West	91875	2626
Stonnington - West	105000	1732
Stonnington - West	157500	2735
Stonnington - West	Inf	2291
Yarra		1221
Yarra	0	450
Yarra	7875	1604
Yarra	15750	2628
Yarra	21000	2935
Yarra	26250	3470
Yarra	34125	5268
Yarra	42000	7108
Yarra	52500	10036
Yarra	65625	11527
Yarra	78750	8812
Yarra	91875	7517
Yarra	105000	4940
Yarra	157500	8173
Yarra	Inf	5699
Boroondara		1149
Boroondara	0	575
Boroondara	7875	2931
Boroondara	15750	3242
Boroondara	21000	3175
Boroondara	26250	3452
Boroondara	34125	4989
Boroondara	42000	5910
Boroondara	52500	7539
Boroondara	65625	8724
Boroondara	78750	6703
Boroondara	91875	6204
Boroondara	105000	4356
Boroondara	157500	7196
Boroondara	Inf	5231
Manningham - West		438
Manningham - West	0	236
Manningham - West	7875	1708
Manningham - West	15750	1834
Manningham - West	21000	1650
Manningham - West	26250	1761
Manningham - West	34125	2353
Manningham - West	42000	2528
Manningham - West	52500	2835
Manningham - West	65625	2773
Manningham - West	78750	1716
Manningham - West	91875	1448
Manningham - West	105000	1025
Manningham - West	157500	1248
Manningham - West	Inf	774
Whitehorse - West		700
Whitehorse - West	0	332
Whitehorse - West	7875	1897
Whitehorse - West	15750	2078
Whitehorse - West	21000	2127
Whitehorse - West	26250	2287
Whitehorse - West	34125	3560
Whitehorse - West	42000	4468
Whitehorse - West	52500	5612
Whitehorse - West	65625	6110
Whitehorse - West	78750	4607
Whitehorse - West	91875	4008
Whitehorse - West	105000	2861
Whitehorse - West	157500	3977
Whitehorse - West	Inf	1980
Bayside		486
Bayside	0	272
Bayside	7875	1552
Bayside	15750	1559
Bayside	21000	1512
Bayside	26250	1663
Bayside	34125	2404
Bayside	42000	2878
Bayside	52500	3499
Bayside	65625	3733
Bayside	78750	2537
Bayside	91875	2259
Bayside	105000	1464
Bayside	157500	2070
Bayside	Inf	1645
Glen Eira		723
Glen Eira	0	368
Glen Eira	7875	1817
Glen Eira	15750	2111
Glen Eira	21000	2038
Glen Eira	26250	2316
Glen Eira	34125	3257
Glen Eira	42000	4014
Glen Eira	52500	4627
Glen Eira	65625	4951
Glen Eira	78750	3488
Glen Eira	91875	2925
Glen Eira	105000	1884
Glen Eira	157500	2507
Glen Eira	Inf	1575
Kingston		1113
Kingston	0	477
Kingston	7875	2836
Kingston	15750	2883
Kingston	21000	2754
Kingston	26250	3322
Kingston	34125	5264
Kingston	42000	7470
Kingston	52500	8943
Kingston	65625	8917
Kingston	78750	5837
Kingston	91875	4555
Kingston	105000	2959
Kingston	157500	3788
Kingston	Inf	2002
Stonnington - East		374
Stonnington - East	0	183
Stonnington - East	7875	1136
Stonnington - East	15750	1354
Stonnington - East	21000	1313
Stonnington - East	26250	1398
Stonnington - East	34125	1812
Stonnington - East	42000	2088
Stonnington - East	52500	2446
Stonnington - East	65625	2499
Stonnington - East	78750	1683
Stonnington - East	91875	1436
Stonnington - East	105000	1007
Stonnington - East	157500	1399
Stonnington - East	Inf	1176
Banyule		704
Banyule	0	288
Banyule	7875	1896
Banyule	15750	2030
Banyule	21000	1905
Banyule	26250	2253
Banyule	34125	3471
Banyule	42000	4412
Banyule	52500	5105
Banyule	65625	5546
Banyule	78750	3955
Banyule	91875	3227
Banyule	105000	2078
Banyule	157500	2126
Banyule	Inf	1359
Darebin - North		563
Darebin - North	0	277
Darebin - North	7875	1447
Darebin - North	15750	1780
Darebin - North	21000	1808
Darebin - North	26250	2023
Darebin - North	34125	3000
Darebin - North	42000	3801
Darebin - North	52500	4370
Darebin - North	65625	4390
Darebin - North	78750	3044
Darebin - North	91875	2546
Darebin - North	105000	1611
Darebin - North	157500	1880
Darebin - North	Inf	868
Nillumbik - Kinglake		273
Nillumbik - Kinglake	0	139
Nillumbik - Kinglake	7875	1135
Nillumbik - Kinglake	15750	924
Nillumbik - Kinglake	21000	842
Nillumbik - Kinglake	26250	970
Nillumbik - Kinglake	34125	1316
Nillumbik - Kinglake	42000	1468
Nillumbik - Kinglake	52500	1639
Nillumbik - Kinglake	65625	1599
Nillumbik - Kinglake	78750	1105
Nillumbik - Kinglake	91875	921
Nillumbik - Kinglake	105000	604
Nillumbik - Kinglake	157500	644
Nillumbik - Kinglake	Inf	425
Whittlesea - Wallan		1079
Whittlesea - Wallan	0	449
Whittlesea - Wallan	7875	2787
Whittlesea - Wallan	15750	2851
Whittlesea - Wallan	21000	2961
Whittlesea - Wallan	26250	3331
Whittlesea - Wallan	34125	5207
Whittlesea - Wallan	42000	6702
Whittlesea - Wallan	52500	7986
Whittlesea - Wallan	65625	7446
Whittlesea - Wallan	78750	4850
Whittlesea - Wallan	91875	3583
Whittlesea - Wallan	105000	2381
Whittlesea - Wallan	157500	2581
Whittlesea - Wallan	Inf	1220
Keilor		623
Keilor	0	235
Keilor	7875	1158
Keilor	15750	1251
Keilor	21000	1220
Keilor	26250	1521
