SA3_NAME16	Age	Sex	workers
Queanbeyan	15-19	F	503
Queanbeyan	15-19	M	543
Queanbeyan	20-24	F	526
Queanbeyan	20-24	M	840
Queanbeyan	25-29	F	583
Queanbeyan	25-29	M	1013
Queanbeyan	30-34	F	563
Queanbeyan	30-34	M	967
Queanbeyan	35-39	F	581
Queanbeyan	35-39	M	814
Queanbeyan	40-44	F	701
Queanbeyan	40-44	M	910
Queanbeyan	45-49	F	766
Queanbeyan	45-49	M	928
Queanbeyan	50-54	F	715
Queanbeyan	50-54	M	834
Queanbeyan	55-59	F	620
Queanbeyan	55-59	M	735
Queanbeyan	60-64	F	435
Queanbeyan	60-64	M	538
Queanbeyan	65-69	F	185
Queanbeyan	65-69	M	309
Queanbeyan	70-74	F	82
Queanbeyan	70-74	M	128
Queanbeyan	75+	F	36
Queanbeyan	75+	M	100
Snowy Mountains	15-19	F	321
Snowy Mountains	15-19	M	319
Snowy Mountains	20-24	F	544
Snowy Mountains	20-24	M	601
Snowy Mountains	25-29	F	479
Snowy Mountains	25-29	M	541
Snowy Mountains	30-34	F	382
Snowy Mountains	30-34	M	408
Snowy Mountains	35-39	F	370
Snowy Mountains	35-39	M	336
Snowy Mountains	40-44	F	458
Snowy Mountains	40-44	M	477
Snowy Mountains	45-49	F	526
Snowy Mountains	45-49	M	485
Snowy Mountains	50-54	F	555
Snowy Mountains	50-54	M	512
Snowy Mountains	55-59	F	446
Snowy Mountains	55-59	M	515
Snowy Mountains	60-64	F	294
Snowy Mountains	60-64	M	388
Snowy Mountains	65-69	F	169
Snowy Mountains	65-69	M	199
Snowy Mountains	70-74	F	90
Snowy Mountains	70-74	M	123
Snowy Mountains	75+	F	40
Snowy Mountains	75+	M	89
South Coast	15-19	F	844
South Coast	15-19	M	684
South Coast	20-24	F	708
South Coast	20-24	M	753
South Coast	25-29	F	749
South Coast	25-29	M	720
South Coast	30-34	F	891
South Coast	30-34	M	863
South Coast	35-39	F	1020
South Coast	35-39	M	909
South Coast	40-44	F	1302
South Coast	40-44	M	1103
South Coast	45-49	F	1534
South Coast	45-49	M	1291
South Coast	50-54	F	1765
South Coast	50-54	M	1431
South Coast	55-59	F	1778
South Coast	55-59	M	1548
South Coast	60-64	F	1221
South Coast	60-64	M	1220
South Coast	65-69	F	454
South Coast	65-69	M	592
South Coast	70-74	F	152
South Coast	70-74	M	222
South Coast	75+	F	57
South Coast	75+	M	157
Goulburn - Mulwaree	15-19	F	447
Goulburn - Mulwaree	15-19	M	429
Goulburn - Mulwaree	20-24	F	486
Goulburn - Mulwaree	20-24	M	589
Goulburn - Mulwaree	25-29	F	595
Goulburn - Mulwaree	25-29	M	577
Goulburn - Mulwaree	30-34	F	622
Goulburn - Mulwaree	30-34	M	604
Goulburn - Mulwaree	35-39	F	580
Goulburn - Mulwaree	35-39	M	586
Goulburn - Mulwaree	40-44	F	699
Goulburn - Mulwaree	40-44	M	653
Goulburn - Mulwaree	45-49	F	762
Goulburn - Mulwaree	45-49	M	698
Goulburn - Mulwaree	50-54	F	839
Goulburn - Mulwaree	50-54	M	768
Goulburn - Mulwaree	55-59	F	717
Goulburn - Mulwaree	55-59	M	731
Goulburn - Mulwaree	60-64	F	489
Goulburn - Mulwaree	60-64	M	532
Goulburn - Mulwaree	65-69	F	215
Goulburn - Mulwaree	65-69	M	328
Goulburn - Mulwaree	70-74	F	88
Goulburn - Mulwaree	70-74	M	160
Goulburn - Mulwaree	75+	F	55
Goulburn - Mulwaree	75+	M	121
Young - Yass	15-19	F	379
Young - Yass	15-19	M	368
Young - Yass	20-24	F	479
Young - Yass	20-24	M	444
Young - Yass	25-29	F	395
Young - Yass	25-29	M	442
Young - Yass	30-34	F	421
Young - Yass	30-34	M	452
Young - Yass	35-39	F	508
Young - Yass	35-39	M	466
Young - Yass	40-44	F	562
Young - Yass	40-44	M	568
Young - Yass	45-49	F	672
Young - Yass	45-49	M	534
Young - Yass	50-54	F	629
Young - Yass	50-54	M	666
Young - Yass	55-59	F	599
Young - Yass	55-59	M	596
Young - Yass	60-64	F	418
Young - Yass	60-64	M	525
Young - Yass	65-69	F	244
Young - Yass	65-69	M	364
Young - Yass	70-74	F	117
Young - Yass	70-74	M	185
Young - Yass	75+	F	81
Young - Yass	75+	M	173
Gosford	15-19	F	2353
Gosford	15-19	M	1751
Gosford	20-24	F	2751
Gosford	20-24	M	2611
Gosford	25-29	F	2694
Gosford	25-29	M	2496
Gosford	30-34	F	2790
Gosford	30-34	M	2557
Gosford	35-39	F	3007
Gosford	35-39	M	2530
Gosford	40-44	F	3695
Gosford	40-44	M	2710
Gosford	45-49	F	4078
Gosford	45-49	M	2852
Gosford	50-54	F	3838
Gosford	50-54	M	2907
Gosford	55-59	F	3627
Gosford	55-59	M	2749
Gosford	60-64	F	2207
Gosford	60-64	M	1890
Gosford	65-69	F	846
Gosford	65-69	M	936
Gosford	70-74	F	270
Gosford	70-74	M	377
Gosford	75+	F	89
Gosford	75+	M	190
Wyong	15-19	F	2014
Wyong	15-19	M	1588
Wyong	20-24	F	2307
Wyong	20-24	M	2166
Wyong	25-29	F	2145
Wyong	25-29	M	2021
Wyong	30-34	F	2272
Wyong	30-34	M	2140
Wyong	35-39	F	2357
Wyong	35-39	M	2031
Wyong	40-44	F	2808
Wyong	40-44	M	2286
Wyong	45-49	F	2919
Wyong	45-49	M	2327
Wyong	50-54	F	2839
Wyong	50-54	M	2354
Wyong	55-59	F	2475
Wyong	55-59	M	2118
Wyong	60-64	F	1526
Wyong	60-64	M	1495
Wyong	65-69	F	506
Wyong	65-69	M	674
Wyong	70-74	F	178
Wyong	70-74	M	232
Wyong	75+	F	50
Wyong	75+	M	121
Bathurst	15-19	F	698
Bathurst	15-19	M	564
Bathurst	20-24	F	1005
Bathurst	20-24	M	987
Bathurst	25-29	F	915
Bathurst	25-29	M	1024
Bathurst	30-34	F	890
Bathurst	30-34	M	947
Bathurst	35-39	F	906
Bathurst	35-39	M	886
Bathurst	40-44	F	1078
Bathurst	40-44	M	966
Bathurst	45-49	F	1122
Bathurst	45-49	M	1029
Bathurst	50-54	F	1080
