SA3_NAME16	Age	workers
Port Stephens	15-19	1729
Port Stephens	20-24	2408
Port Stephens	25-29	2713
Port Stephens	30-34	2659
Port Stephens	35-39	2584
Port Stephens	40-44	3015
Port Stephens	45-49	3040
Port Stephens	50-54	3016
Port Stephens	55-59	2633
Port Stephens	60-64	1682
Port Stephens	65-69	697
Port Stephens	70-74	270
Port Stephens	75+	151
Upper Hunter	15-19	761
Upper Hunter	20-24	1180
Upper Hunter	25-29	1522
Upper Hunter	30-34	1615
Upper Hunter	35-39	1507
Upper Hunter	40-44	1648
Upper Hunter	45-49	1629
Upper Hunter	50-54	1644
Upper Hunter	55-59	1392
Upper Hunter	60-64	912
Upper Hunter	65-69	397
Upper Hunter	70-74	182
Upper Hunter	75+	151
Dapto - Port Kembla	15-19	1438
Dapto - Port Kembla	20-24	2484
Dapto - Port Kembla	25-29	2466
Dapto - Port Kembla	30-34	2600
Dapto - Port Kembla	35-39	2662
Dapto - Port Kembla	40-44	3255
Dapto - Port Kembla	45-49	3304
Dapto - Port Kembla	50-54	3605
Dapto - Port Kembla	55-59	3115
Dapto - Port Kembla	60-64	1696
Dapto - Port Kembla	65-69	618
Dapto - Port Kembla	70-74	171
Dapto - Port Kembla	75+	85
Illawarra Catchment Reserve	20-24	9
Illawarra Catchment Reserve	25-29	9
Illawarra Catchment Reserve	30-34	12
Illawarra Catchment Reserve	35-39	9
Illawarra Catchment Reserve	40-44	3
Illawarra Catchment Reserve	45-49	7
Illawarra Catchment Reserve	50-54	3
Illawarra Catchment Reserve	55-59	3
Illawarra Catchment Reserve	60-64	3
Kiama - Shellharbour	15-19	2047
Kiama - Shellharbour	20-24	2556
Kiama - Shellharbour	25-29	2028
Kiama - Shellharbour	30-34	2153
Kiama - Shellharbour	35-39	2213
Kiama - Shellharbour	40-44	2483
Kiama - Shellharbour	45-49	2489
Kiama - Shellharbour	50-54	2427
Kiama - Shellharbour	55-59	2151
Kiama - Shellharbour	60-64	1409
Kiama - Shellharbour	65-69	523
Kiama - Shellharbour	70-74	212
Kiama - Shellharbour	75+	105
Wollongong	15-19	3205
Wollongong	20-24	5879
Wollongong	25-29	5274
Wollongong	30-34	5397
Wollongong	35-39	5345
Wollongong	40-44	5887
Wollongong	45-49	5696
Wollongong	50-54	5622
Wollongong	55-59	4822
Wollongong	60-64	2865
Wollongong	65-69	1133
Wollongong	70-74	350
Wollongong	75+	180
Great Lakes	15-19	623
Great Lakes	20-24	590
Great Lakes	25-29	604
Great Lakes	30-34	659
Great Lakes	35-39	731
Great Lakes	40-44	954
Great Lakes	45-49	1047
Great Lakes	50-54	1151
Great Lakes	55-59	1141
Great Lakes	60-64	865
Great Lakes	65-69	401
Great Lakes	70-74	142
Great Lakes	75+	85
Kempsey - Nambucca	15-19	916
Kempsey - Nambucca	20-24	1054
Kempsey - Nambucca	25-29	1100
Kempsey - Nambucca	30-34	1125
Kempsey - Nambucca	35-39	1274
Kempsey - Nambucca	40-44	1554
Kempsey - Nambucca	45-49	1655
Kempsey - Nambucca	50-54	1889
Kempsey - Nambucca	55-59	1957
Kempsey - Nambucca	60-64	1321
Kempsey - Nambucca	65-69	643
Kempsey - Nambucca	70-74	222
Kempsey - Nambucca	75+	159
Lord Howe Island	15-19	6
Lord Howe Island	20-24	14
Lord Howe Island	25-29	22
Lord Howe Island	30-34	23
Lord Howe Island	35-39	30
Lord Howe Island	40-44	27
Lord Howe Island	45-49	20
Lord Howe Island	50-54	25
Lord Howe Island	55-59	20
Lord Howe Island	60-64	19
Lord Howe Island	65-69	14
Lord Howe Island	70-74	5
Lord Howe Island	75+	7
Port Macquarie	15-19	1794
Port Macquarie	20-24	1904
Port Macquarie	25-29	2177
Port Macquarie	30-34	2285
Port Macquarie	35-39	2493
Port Macquarie	40-44	3137
Port Macquarie	45-49	3412
Port Macquarie	50-54	3427
Port Macquarie	55-59	3294
Port Macquarie	60-64	2131
Port Macquarie	65-69	897
Port Macquarie	70-74	366
Port Macquarie	75+	187
Taree - Gloucester	15-19	1036
Taree - Gloucester	20-24	1190
Taree - Gloucester	25-29	1224
Taree - Gloucester	30-34	1265
Taree - Gloucester	35-39	1313
Taree - Gloucester	40-44	1699
Taree - Gloucester	45-49	1980
Taree - Gloucester	50-54	2169
Taree - Gloucester	55-59	2181
Taree - Gloucester	60-64	1533
Taree - Gloucester	65-69	694
Taree - Gloucester	70-74	309
Taree - Gloucester	75+	185
Albury	15-19	1900
Albury	20-24	2600
Albury	25-29	2658
Albury	30-34	2840
Albury	35-39	2672
Albury	40-44	2852
Albury	45-49	3111
Albury	50-54	3117
Albury	55-59	2896
Albury	60-64	2012
Albury	65-69	912
Albury	70-74	297
Albury	75+	193
Lower Murray	15-19	215
Lower Murray	20-24	388
Lower Murray	25-29	404
Lower Murray	30-34	393
Lower Murray	35-39	418
Lower Murray	40-44	536
Lower Murray	45-49	558
Lower Murray	50-54	675
Lower Murray	55-59	656
Lower Murray	60-64	498
Lower Murray	65-69	234
Lower Murray	70-74	82
Lower Murray	75+	70
Upper Murray exc. Albury	15-19	906
Upper Murray exc. Albury	20-24	1215
Upper Murray exc. Albury	25-29	1266
Upper Murray exc. Albury	30-34	1279
Upper Murray exc. Albury	35-39	1271
Upper Murray exc. Albury	40-44	1579
Upper Murray exc. Albury	45-49	1738
Upper Murray exc. Albury	50-54	1839
Upper Murray exc. Albury	55-59	1982
Upper Murray exc. Albury	60-64	1525
Upper Murray exc. Albury	65-69	737
Upper Murray exc. Albury	70-74	365
Upper Murray exc. Albury	75+	249
Armidale	15-19	997
Armidale	20-24	1506
Armidale	25-29	1346
Armidale	30-34	1365
Armidale	35-39	1296
Armidale	40-44	1518
Armidale	45-49	1645
Armidale	50-54	1829
Armidale	55-59	1670
Armidale	60-64	1197
Armidale	65-69	647
Armidale	70-74	328
Armidale	75+	227
Inverell - Tenterfield	15-19	756
Inverell - Tenterfield	20-24	960
Inverell - Tenterfield	25-29	972
Inverell - Tenterfield	30-34	1001
Inverell - Tenterfield	35-39	1124
Inverell - Tenterfield	40-44	1317
Inverell - Tenterfield	45-49	1496
Inverell - Tenterfield	50-54	1524
Inverell - Tenterfield	55-59	1630
Inverell - Tenterfield	60-64	1162
Inverell - Tenterfield	65-69	674
Inverell - Tenterfield	70-74	407
Inverell - Tenterfield	75+	318
Moree - Narrabri	15-19	552
Moree - Narrabri	20-24	841
Moree - Narrabri	25-29	1078
Moree - Narrabri	30-34	1059
Moree - Narrabri	35-39	1043
Moree - Narrabri	40-44	1134
Moree - Narrabri	45-49	1141
Moree - Narrabri	50-54	1272
Moree - Narrabri	55-59	1196
Moree - Narrabri	60-64	872
Moree - Narrabri	65-69	477
Moree - Narrabri	70-74	201
Moree - Narrabri	75+	160
Tamworth - Gunnedah	15-19	2067
Tamworth - Gunnedah	20-24	2730
Tamworth - Gunnedah	25-29	3342
Tamworth - Gunnedah	30-34	3422
Tamworth - Gunnedah	35-39	3193
Tamworth - Gunnedah	40-44	3493
Tamworth - Gunnedah	45-49	3695
Tamworth - Gunnedah	50-54	3691
Tamworth - Gunnedah	55-59	3490
Tamworth - Gunnedah	60-64	2575
Tamworth - Gunnedah	65-69	1191
Tamworth - Gunnedah	70-74	513
Tamworth - Gunnedah	75+	363
Lake Macquarie - East	15-19	3471
Lake Macquarie - East	20-24	4744
Lake Macquarie - East	25-29	4105
Lake Macquarie - East	30-34	4061
Lake Macquarie - East	35-39	3803
Lake Macquarie - East	40-44	4253
Lake Macquarie - East	45-49	4358
Lake Macquarie - East	50-54	4081
Lake Macquarie - East	55-59	3559
Lake Macquarie - East	60-64	2292
Lake Macquarie - East	65-69	872
Lake Macquarie - East	70-74	318
Lake Macquarie - East	75+	151
Lake Macquarie - West	15-19	1037
Lake Macquarie - West	20-24	1598
Lake Macquarie - West	25-29	1640
Lake Macquarie - West	30-34	1688
Lake Macquarie - West	35-39	1670
Lake Macquarie - West	40-44	1928
Lake Macquarie - West	45-49	1916
Lake Macquarie - West	50-54	2015
Lake Macquarie - West	55-59	1942
Lake Macquarie - West	60-64	1322
Lake Macquarie - West	65-69	556
Lake Macquarie - West	70-74	203
Lake Macquarie - West	75+	86
Newcastle	15-19	4612
Newcastle	20-24	9756
Newcastle	25-29	10792
Newcastle	30-34	10939
Newcastle	35-39	10507
Newcastle	40-44	11104
Newcastle	45-49	11274
Newcastle	50-54	10813
Newcastle	55-59	9565
Newcastle	60-64	5617
Newcastle	65-69	2003
Newcastle	70-74	615
Newcastle	75+	332
Richmond Valley - Coastal	15-19	1719
Richmond Valley - Coastal	20-24	1953
Richmond Valley - Coastal	25-29	2225
Richmond Valley - Coastal	30-34	2481
Richmond Valley - Coastal	35-39	2768
Richmond Valley - Coastal	40-44	3325
Richmond Valley - Coastal	45-49	3438
Richmond Valley - Coastal	50-54	3422
Richmond Valley - Coastal	55-59	3414
Richmond Valley - Coastal	60-64	2487
Richmond Valley - Coastal	65-69	1114
Richmond Valley - Coastal	70-74	403
Richmond Valley - Coastal	75+	254
Richmond Valley - Hinterland	15-19	1755
Richmond Valley - Hinterland	20-24	2047
Richmond Valley - Hinterland	25-29	2059
Richmond Valley - Hinterland	30-34	2256
Richmond Valley - Hinterland	35-39	2554
Richmond Valley - Hinterland	40-44	2984
Richmond Valley - Hinterland	45-49	3321
Richmond Valley - Hinterland	50-54	3586
Richmond Valley - Hinterland	55-59	3550
Richmond Valley - Hinterland	60-64	2628
Richmond Valley - Hinterland	65-69	1159
Richmond Valley - Hinterland	70-74	415
Richmond Valley - Hinterland	75+	301
Tweed Valley	15-19	1815
Tweed Valley	20-24	2131
Tweed Valley	25-29	2110
Tweed Valley	30-34	2455
Tweed Valley	35-39	2606
Tweed Valley	40-44	3052
Tweed Valley	45-49	3280
Tweed Valley	50-54	3373
Tweed Valley	55-59	3414
Tweed Valley	60-64	2350
Tweed Valley	65-69	1014
Tweed Valley	70-74	336
Tweed Valley	75+	225
Griffith - Murrumbidgee (West)	15-19	1283
Griffith - Murrumbidgee (West)	20-24	1811
Griffith - Murrumbidgee (West)	25-29	2185
Griffith - Murrumbidgee (West)	30-34	2016
Griffith - Murrumbidgee (West)	35-39	1909
Griffith - Murrumbidgee (West)	40-44	2188
Griffith - Murrumbidgee (West)	45-49	2325
Griffith - Murrumbidgee (West)	50-54	2419
Griffith - Murrumbidgee (West)	55-59	2223
Griffith - Murrumbidgee (West)	60-64	1540
Griffith - Murrumbidgee (West)	65-69	755
Griffith - Murrumbidgee (West)	70-74	303
Griffith - Murrumbidgee (West)	75+	244
Tumut - Tumbarumba	15-19	300
Tumut - Tumbarumba	20-24	392
Tumut - Tumbarumba	25-29	446
Tumut - Tumbarumba	30-34	526
Tumut - Tumbarumba	35-39	513
Tumut - Tumbarumba	40-44	633
Tumut - Tumbarumba	45-49	640
Tumut - Tumbarumba	50-54	729
Tumut - Tumbarumba	55-59	736
Tumut - Tumbarumba	60-64	522
Tumut - Tumbarumba	65-69	261
Tumut - Tumbarumba	70-74	121
Tumut - Tumbarumba	75+	93
Wagga Wagga	15-19	2819
Wagga Wagga	20-24	4444
Wagga Wagga	25-29	4223
Wagga Wagga	30-34	4079
Wagga Wagga	35-39	3834
Wagga Wagga	40-44	4104
Wagga Wagga	45-49	4197
Wagga Wagga	50-54	4205
Wagga Wagga	55-59	3991
Wagga Wagga	60-64	2764
Wagga Wagga	65-69	1300
Wagga Wagga	70-74	542
Wagga Wagga	75+	389
Shoalhaven	15-19	2223
Shoalhaven	20-24	2901
Shoalhaven	25-29	3002
Shoalhaven	30-34	3037
Shoalhaven	35-39	3025
Shoalhaven	40-44	3539
Shoalhaven	45-49	3739
Shoalhaven	50-54	3994
Shoalhaven	55-59	3916
Shoalhaven	60-64	2546
Shoalhaven	65-69	1095
Shoalhaven	70-74	391
Shoalhaven	75+	204
Southern Highlands	15-19	1328
Southern Highlands	20-24	1498
Southern Highlands	25-29	1498
Southern Highlands	30-34	1388
Southern Highlands	35-39	1429
Southern Highlands	40-44	1803
Southern Highlands	45-49	2025
Southern Highlands	50-54	2104
Southern Highlands	55-59	1933
Southern Highlands	60-64	1408
Southern Highlands	65-69	860
Southern Highlands	70-74	418
Southern Highlands	75+	257
Baulkham Hills	15-19	3411
Baulkham Hills	20-24	5560
Baulkham Hills	25-29	5693
Baulkham Hills	30-34	6140
Baulkham Hills	35-39	6280
Baulkham Hills	40-44	6671
Baulkham Hills	45-49	6109
Baulkham Hills	50-54	5600
Baulkham Hills	55-59	4540
Baulkham Hills	60-64	3065
Baulkham Hills	65-69	1611
Baulkham Hills	70-74	538
Baulkham Hills	75+	210
Dural - Wisemans Ferry	15-19	824
Dural - Wisemans Ferry	20-24	989
Dural - Wisemans Ferry	25-29	823
Dural - Wisemans Ferry	30-34	812
Dural - Wisemans Ferry	35-39	836
Dural - Wisemans Ferry	40-44	1043
Dural - Wisemans Ferry	45-49	1154
Dural - Wisemans Ferry	50-54	1192
Dural - Wisemans Ferry	55-59	989
Dural - Wisemans Ferry	60-64	714
Dural - Wisemans Ferry	65-69	424
Dural - Wisemans Ferry	70-74	200
Dural - Wisemans Ferry	75+	128
Hawkesbury	15-19	281
Hawkesbury	20-24	366
Hawkesbury	25-29	343
Hawkesbury	30-34	296
Hawkesbury	35-39	337
Hawkesbury	40-44	445
Hawkesbury	45-49	497
Hawkesbury	50-54	471
Hawkesbury	55-59	404
Hawkesbury	60-64	305
Hawkesbury	65-69	205
Hawkesbury	70-74	90
Hawkesbury	75+	63
Rouse Hill - McGraths Hill	15-19	1282
Rouse Hill - McGraths Hill	20-24	1407
Rouse Hill - McGraths Hill	25-29	1094
Rouse Hill - McGraths Hill	30-34	1051
Rouse Hill - McGraths Hill	35-39	1023
Rouse Hill - McGraths Hill	40-44	1195
Rouse Hill - McGraths Hill	45-49	1100
Rouse Hill - McGraths Hill	50-54	929
Rouse Hill - McGraths Hill	55-59	811
Rouse Hill - McGraths Hill	60-64	531
Rouse Hill - McGraths Hill	65-69	240
Rouse Hill - McGraths Hill	70-74	99
Rouse Hill - McGraths Hill	75+	49
Blacktown	15-19	2618
Blacktown	20-24	4458
Blacktown	25-29	4911
Blacktown	30-34	5338
Blacktown	35-39	5177
Blacktown	40-44	5261
Blacktown	45-49	5065
Blacktown	50-54	4964
Blacktown	55-59	4207
Blacktown	60-64	2914
Blacktown	65-69	1155
Blacktown	70-74	348
Blacktown	75+	132
Blacktown - North	15-19	1223
Blacktown - North	20-24	1533
Blacktown - North	25-29	1521
Blacktown - North	30-34	1660
Blacktown - North	35-39	1726
Blacktown - North	40-44	1727
Blacktown - North	45-49	1644
Blacktown - North	50-54	1426
Blacktown - North	55-59	1113
Blacktown - North	60-64	719
Blacktown - North	65-69	351
Blacktown - North	70-74	122
Blacktown - North	75+	37
Mount Druitt	15-19	2215
Mount Druitt	20-24	4036
Mount Druitt	25-29	4869
Mount Druitt	30-34	5382
Mount Druitt	35-39	5344
Mount Druitt	40-44	5419
Mount Druitt	45-49	5210
Mount Druitt	50-54	4875
Mount Druitt	55-59	4010
Mount Druitt	60-64	2430
Mount Druitt	65-69	922
Mount Druitt	70-74	250
Mount Druitt	75+	72
Botany	15-19	1515
Botany	20-24	4921
Botany	25-29	6815
Botany	30-34	7595
Botany	35-39	7254
Botany	40-44	7497
Botany	45-49	7284
Botany	50-54	6565
Botany	55-59	5259
Botany	60-64	2897
Botany	65-69	1217
Botany	70-74	346
Botany	75+	156
Marrickville - Sydenham - Petersham	15-19	789
Marrickville - Sydenham - Petersham	20-24	2246
Marrickville - Sydenham - Petersham	25-29	3164
Marrickville - Sydenham - Petersham	30-34	3140
Marrickville - Sydenham - Petersham	35-39	2663
Marrickville - Sydenham - Petersham	40-44	2581
Marrickville - Sydenham - Petersham	45-49	2504
Marrickville - Sydenham - Petersham	50-54	2481
Marrickville - Sydenham - Petersham	55-59	2055
Marrickville - Sydenham - Petersham	60-64	1373
Marrickville - Sydenham - Petersham	65-69	714
Marrickville - Sydenham - Petersham	70-74	239
Marrickville - Sydenham - Petersham	75+	109
Sydney Inner City	15-19	7721
Sydney Inner City	20-24	46283
Sydney Inner City	25-29	80403
Sydney Inner City	30-34	85373
Sydney Inner City	35-39	71219
Sydney Inner City	40-44	58539
Sydney Inner City	45-49	47705
Sydney Inner City	50-54	38620
Sydney Inner City	55-59	29139
Sydney Inner City	60-64	17683
Sydney Inner City	65-69	8129
Sydney Inner City	70-74	2852
Sydney Inner City	75+	1312
Eastern Suburbs - North	15-19	2015
Eastern Suburbs - North	20-24	6015
Eastern Suburbs - North	25-29	7315
Eastern Suburbs - North	30-34	6763
Eastern Suburbs - North	35-39	5398
Eastern Suburbs - North	40-44	4956
Eastern Suburbs - North	45-49	4598
Eastern Suburbs - North	50-54	4091
Eastern Suburbs - North	55-59	3446
Eastern Suburbs - North	60-64	2593
Eastern Suburbs - North	65-69	1793
Eastern Suburbs - North	70-74	833
Eastern Suburbs - North	75+	556
Eastern Suburbs - South	15-19	1240
Eastern Suburbs - South	20-24	3943
Eastern Suburbs - South	25-29	5385
Eastern Suburbs - South	30-34	5416
Eastern Suburbs - South	35-39	4831
Eastern Suburbs - South	40-44	4414
Eastern Suburbs - South	45-49	4192
Eastern Suburbs - South	50-54	3998
Eastern Suburbs - South	55-59	3499
Eastern Suburbs - South	60-64	2518
Eastern Suburbs - South	65-69	1295
Eastern Suburbs - South	70-74	529
Eastern Suburbs - South	75+	237
Bankstown	15-19	2671
Bankstown	20-24	5396
Bankstown	25-29	6329
Bankstown	30-34	6759
Bankstown	35-39	6402
Bankstown	40-44	6894
Bankstown	45-49	6827
Bankstown	50-54	6688
Bankstown	55-59	5691
Bankstown	60-64	3702
Bankstown	65-69	1576
Bankstown	70-74	525
Bankstown	75+	215
Canterbury	15-19	1093
Canterbury	20-24	2587
Canterbury	25-29	3198
Canterbury	30-34	3328
Canterbury	35-39	3172
Canterbury	40-44	3135
Canterbury	45-49	3290
Canterbury	50-54	3125
Canterbury	55-59	2669
Canterbury	60-64	1714
Canterbury	65-69	774
Canterbury	70-74	233
Canterbury	75+	137
Hurstville	15-19	1754
Hurstville	20-24	2722
Hurstville	25-29	2968
Hurstville	30-34	2881
Hurstville	35-39	2650
Hurstville	40-44	2837
Hurstville	45-49	2990
Hurstville	50-54	3016
Hurstville	55-59	2672
Hurstville	60-64	1622
Hurstville	65-69	825
Hurstville	70-74	328
Hurstville	75+	162
Kogarah - Rockdale	15-19	1223
Kogarah - Rockdale	20-24	2890
Kogarah - Rockdale	25-29	3827
Kogarah - Rockdale	30-34	4007
Kogarah - Rockdale	35-39	3542
Kogarah - Rockdale	40-44	3777
Kogarah - Rockdale	45-49	3675
Kogarah - Rockdale	50-54	3476
Kogarah - Rockdale	55-59	2963
Kogarah - Rockdale	60-64	2108
Kogarah - Rockdale	65-69	1075
Kogarah - Rockdale	70-74	335
Kogarah - Rockdale	75+	172
Canada Bay	15-19	1270
Canada Bay	20-24	3055
Canada Bay	25-29	4246
Canada Bay	30-34	4445
Canada Bay	35-39	4123
Canada Bay	40-44	3907
Canada Bay	45-49	3495
Canada Bay	50-54	3295
Canada Bay	55-59	2634
Canada Bay	60-64	1694
Canada Bay	65-69	838
Canada Bay	70-74	319
Canada Bay	75+	143
Leichhardt	15-19	691
Leichhardt	20-24	2039
Leichhardt	25-29	2608
Leichhardt	30-34	2544
Leichhardt	35-39	2409
Leichhardt	40-44	2398
Leichhardt	45-49	2266
Leichhardt	50-54	2086
Leichhardt	55-59	1699
Leichhardt	60-64	1280
Leichhardt	65-69	702
Leichhardt	70-74	294
Leichhardt	75+	139
Strathfield - Burwood - Ashfield	15-19	2086
Strathfield - Burwood - Ashfield	20-24	4830
Strathfield - Burwood - Ashfield	25-29	6101
Strathfield - Burwood - Ashfield	30-34	6267
Strathfield - Burwood - Ashfield	35-39	5516
Strathfield - Burwood - Ashfield	40-44	5639
Strathfield - Burwood - Ashfield	45-49	5707
Strathfield - Burwood - Ashfield	50-54	5819
Strathfield - Burwood - Ashfield	55-59	5044
Strathfield - Burwood - Ashfield	60-64	3284
Strathfield - Burwood - Ashfield	65-69	1488
Strathfield - Burwood - Ashfield	70-74	535
Strathfield - Burwood - Ashfield	75+	293
Chatswood - Lane Cove	15-19	2525
Chatswood - Lane Cove	20-24	7438
Chatswood - Lane Cove	25-29	10269
Chatswood - Lane Cove	30-34	11120
Chatswood - Lane Cove	35-39	9821
Chatswood - Lane Cove	40-44	9130
Chatswood - Lane Cove	45-49	8130
Chatswood - Lane Cove	50-54	7507
Chatswood - Lane Cove	55-59	6267
Chatswood - Lane Cove	60-64	4040
Chatswood - Lane Cove	65-69	2166
Chatswood - Lane Cove	70-74	808
Chatswood - Lane Cove	75+	412
Hornsby	15-19	1968
Hornsby	20-24	2781
Hornsby	25-29	2541
Hornsby	30-34	2588
Hornsby	35-39	2528
Hornsby	40-44	2995
Hornsby	45-49	3062
Hornsby	50-54	2798
Hornsby	55-59	2579
