SA3_NAME16	Occupation	OccupationSubtype	Sex	workers
Taree - Gloucester	Managers	Farmers and farm managers	M	501
Taree - Gloucester	Managers	Hospitality retail and service managers	F	365
Taree - Gloucester	Managers	Hospitality retail and service managers	M	346
Taree - Gloucester	Managers	Managers nfd	F	8
Taree - Gloucester	Managers	Managers nfd	M	20
Taree - Gloucester	Managers	Specialist managers	F	214
Taree - Gloucester	Managers	Specialist managers	M	394
Taree - Gloucester	Professionals	Arts and media professionals	F	48
Taree - Gloucester	Professionals	Arts and media professionals	M	29
Taree - Gloucester	Professionals	Business human resource and marketing professionals	F	180
Taree - Gloucester	Professionals	Business human resource and marketing professionals	M	143
Taree - Gloucester	Professionals	Design engineering science and transport professionals	F	65
Taree - Gloucester	Professionals	Design engineering science and transport professionals	M	141
Taree - Gloucester	Professionals	Education professionals	F	641
Taree - Gloucester	Professionals	Education professionals	M	256
Taree - Gloucester	Professionals	Health professionals	F	871
Taree - Gloucester	Professionals	Health professionals	M	303
Taree - Gloucester	Professionals	Information and Communication Technology ICT professionals	F	9
Taree - Gloucester	Professionals	Information and Communication Technology ICT professionals	M	36
Taree - Gloucester	Professionals	Legal social and welfare professionals	F	184
Taree - Gloucester	Professionals	Legal social and welfare professionals	M	115
Taree - Gloucester	Professionals	Professionals nfd	F	4
Taree - Gloucester	Professionals	Professionals nfd	M	3
Taree - Gloucester	Sales workers	Sales assistants and salespersons	F	959
Taree - Gloucester	Sales workers	Sales assistants and salespersons	M	560
Taree - Gloucester	Sales workers	Sales representatives and agents	F	88
Taree - Gloucester	Sales workers	Sales representatives and agents	M	104
Taree - Gloucester	Sales workers	Sales support workers	F	176
Taree - Gloucester	Sales workers	Sales support workers	M	67
Taree - Gloucester	Technicians and trades workers	Automotive and engineering trades workers	F	10
Taree - Gloucester	Technicians and trades workers	Automotive and engineering trades workers	M	502
Taree - Gloucester	Technicians and trades workers	Construction trades workers	F	9
Taree - Gloucester	Technicians and trades workers	Construction trades workers	M	344
Taree - Gloucester	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	258
Taree - Gloucester	Technicians and trades workers	Engineering ICT and science technicians	F	81
Taree - Gloucester	Technicians and trades workers	Engineering ICT and science technicians	M	128
Taree - Gloucester	Technicians and trades workers	Food trades workers	F	103
Taree - Gloucester	Technicians and trades workers	Food trades workers	M	186
Taree - Gloucester	Technicians and trades workers	Other technicians and trades workers	F	123
Taree - Gloucester	Technicians and trades workers	Other technicians and trades workers	M	121
Taree - Gloucester	Technicians and trades workers	Skilled animal and horticultural workers	F	66
Taree - Gloucester	Technicians and trades workers	Skilled animal and horticultural workers	M	136
Taree - Gloucester	Technicians and trades workers	Technicians and trades workers nfd	F	3
Taree - Gloucester	Technicians and trades workers	Technicians and trades workers nfd	M	27
Albury			F	170
Albury			M	258
Albury	Clerical and administrative workers	Clerical and administrative workers nfd	F	11
Albury	Clerical and administrative workers	Clerical and office support workers	F	76
Albury	Clerical and administrative workers	Clerical and office support workers	M	94
Albury	Clerical and administrative workers	General clerical workers	F	872
Albury	Clerical and administrative workers	General clerical workers	M	126
Albury	Clerical and administrative workers	Inquiry clerks and receptionists	F	684
Albury	Clerical and administrative workers	Inquiry clerks and receptionists	M	80
Albury	Clerical and administrative workers	Numerical clerks	F	667
Albury	Clerical and administrative workers	Numerical clerks	M	131
Albury	Clerical and administrative workers	Office managers and program administrators	F	527
Albury	Clerical and administrative workers	Office managers and program administrators	M	126
Albury	Clerical and administrative workers	Other clerical and administrative workers	F	278
Albury	Clerical and administrative workers	Other clerical and administrative workers	M	203
Albury	Clerical and administrative workers	Personal assistants and secretaries	F	195
Albury	Community and personal service workers	Carers and aides	F	1286
Albury	Community and personal service workers	Carers and aides	M	212
Albury	Community and personal service workers	Health and welfare support workers	F	379
Albury	Community and personal service workers	Health and welfare support workers	M	90
Albury	Community and personal service workers	Hospitality workers	F	616
Albury	Community and personal service workers	Hospitality workers	M	207
Albury	Community and personal service workers	Protective service workers	F	65
Albury	Community and personal service workers	Protective service workers	M	211
Albury	Community and personal service workers	Sports and personal service workers	F	261
Albury	Community and personal service workers	Sports and personal service workers	M	97
Albury	Labourers	Cleaners and laundry workers	F	558
Albury	Labourers	Cleaners and laundry workers	M	248
Albury	Labourers	Construction and mining labourers	F	3
Albury	Labourers	Construction and mining labourers	M	263
Albury	Labourers	Factory process workers	F	70
Albury	Labourers	Factory process workers	M	272
Albury	Labourers	Farm forestry and garden workers	F	50
Albury	Labourers	Farm forestry and garden workers	M	211
Albury	Labourers	Food preparation assistants	F	283
Albury	Labourers	Food preparation assistants	M	195
Albury	Labourers	Labourers nfd	F	8
Albury	Labourers	Labourers nfd	M	47
Albury	Labourers	Other labourers	F	104
Albury	Labourers	Other labourers	M	278
Albury	Machinery operators and drivers	Machine and stationary plant operators	F	41
Albury	Machinery operators and drivers	Machine and stationary plant operators	M	316
Albury	Machinery operators and drivers	Machinery operators and drivers nfd	M	34
Albury	Machinery operators and drivers	Mobile plant operators	F	7
Albury	Machinery operators and drivers	Mobile plant operators	M	245
Albury	Machinery operators and drivers	Road and rail drivers	F	62
Albury	Machinery operators and drivers	Road and rail drivers	M	772
Albury	Machinery operators and drivers	Storepersons	F	33
Albury	Machinery operators and drivers	Storepersons	M	179
Albury	Managers	Chief executives general managers and legislators	F	49
Albury	Managers	Chief executives general managers and legislators	M	153
Albury	Managers	Farmers and farm managers	F	228
Albury	Managers	Farmers and farm managers	M	562
Albury	Managers	Hospitality retail and service managers	F	608
Albury	Managers	Hospitality retail and service managers	M	630
Albury	Managers	Managers nfd	F	22
Albury	Managers	Managers nfd	M	41
Albury	Managers	Specialist managers	F	448
Albury	Managers	Specialist managers	M	819
Albury	Professionals	Arts and media professionals	F	79
Albury	Professionals	Arts and media professionals	M	74
Albury	Professionals	Business human resource and marketing professionals	F	551
Albury	Professionals	Business human resource and marketing professionals	M	554
Albury	Professionals	Design engineering science and transport professionals	F	136
Albury	Professionals	Design engineering science and transport professionals	M	345
Albury	Professionals	Education professionals	F	1006
Albury	Professionals	Education professionals	M	372
Albury	Professionals	Health professionals	F	1260
Albury	Professionals	Health professionals	M	370
Albury	Professionals	Information and Communication Technology ICT professionals	F	34
Albury	Professionals	Information and Communication Technology ICT professionals	M	130
Albury	Professionals	Legal social and welfare professionals	F	267
Albury	Professionals	Legal social and welfare professionals	M	144
Albury	Professionals	Professionals nfd	F	23
Albury	Professionals	Professionals nfd	M	18
Albury	Sales workers	Sales assistants and salespersons	F	1629
Albury	Sales workers	Sales assistants and salespersons	M	786
Albury	Sales workers	Sales representatives and agents	F	159
Albury	Sales workers	Sales representatives and agents	M	256
Albury	Sales workers	Sales support workers	F	324
Albury	Sales workers	Sales support workers	M	100
Albury	Sales workers	Sales workers nfd	M	3
Albury	Technicians and trades workers	Automotive and engineering trades workers	F	22
Albury	Technicians and trades workers	Automotive and engineering trades workers	M	947
Albury	Technicians and trades workers	Construction trades workers	F	5
Albury	Technicians and trades workers	Construction trades workers	M	586
Albury	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	12
Albury	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	458
Albury	Technicians and trades workers	Engineering ICT and science technicians	F	106
Albury	Technicians and trades workers	Engineering ICT and science technicians	M	295
Albury	Technicians and trades workers	Food trades workers	F	202
Albury	Technicians and trades workers	Food trades workers	M	289
Albury	Technicians and trades workers	Other technicians and trades workers	F	247
Albury	Technicians and trades workers	Other technicians and trades workers	M	219
Albury	Technicians and trades workers	Skilled animal and horticultural workers	F	79
Albury	Technicians and trades workers	Skilled animal and horticultural workers	M	160
Albury	Technicians and trades workers	Technicians and trades workers nfd	F	3
Albury	Technicians and trades workers	Technicians and trades workers nfd	M	40
Lower Murray			F	49
Lower Murray			M	68
Lower Murray	Clerical and administrative workers	Clerical and office support workers	F	10
Lower Murray	Clerical and administrative workers	Clerical and office support workers	M	14
Lower Murray	Clerical and administrative workers	General clerical workers	F	108
Lower Murray	Clerical and administrative workers	General clerical workers	M	17
Lower Murray	Clerical and administrative workers	Inquiry clerks and receptionists	F	55
Lower Murray	Clerical and administrative workers	Inquiry clerks and receptionists	M	3
Lower Murray	Clerical and administrative workers	Numerical clerks	F	97
Lower Murray	Clerical and administrative workers	Numerical clerks	M	3
Lower Murray	Clerical and administrative workers	Office managers and program administrators	F	55
Lower Murray	Clerical and administrative workers	Office managers and program administrators	M	16
Lower Murray	Clerical and administrative workers	Other clerical and administrative workers	F	26
Lower Murray	Clerical and administrative workers	Other clerical and administrative workers	M	36
Lower Murray	Clerical and administrative workers	Personal assistants and secretaries	F	45
Lower Murray	Community and personal service workers	Carers and aides	F	182
Lower Murray	Community and personal service workers	Carers and aides	M	21
Lower Murray	Community and personal service workers	Health and welfare support workers	F	56
Lower Murray	Community and personal service workers	Health and welfare support workers	M	20
Lower Murray	Community and personal service workers	Hospitality workers	F	105
Lower Murray	Community and personal service workers	Hospitality workers	M	36
Lower Murray	Community and personal service workers	Protective service workers	F	5
Lower Murray	Community and personal service workers	Protective service workers	M	33
Lower Murray	Community and personal service workers	Sports and personal service workers	F	16
Lower Murray	Community and personal service workers	Sports and personal service workers	M	5
Lower Murray	Labourers	Cleaners and laundry workers	F	139
Lower Murray	Labourers	Cleaners and laundry workers	M	20
Lower Murray	Labourers	Construction and mining labourers	F	3
Lower Murray	Labourers	Construction and mining labourers	M	55
Lower Murray	Labourers	Factory process workers	F	66
Lower Murray	Labourers	Factory process workers	M	84
Lower Murray	Labourers	Farm forestry and garden workers	F	90
Lower Murray	Labourers	Farm forestry and garden workers	M	288
Lower Murray	Labourers	Food preparation assistants	F	50
Lower Murray	Labourers	Food preparation assistants	M	12
Lower Murray	Labourers	Labourers nfd	M	20
Lower Murray	Labourers	Other labourers	F	13
Lower Murray	Labourers	Other labourers	M	77
Lower Murray	Machinery operators and drivers	Machine and stationary plant operators	F	5
Lower Murray	Machinery operators and drivers	Machine and stationary plant operators	M	123
Lower Murray	Machinery operators and drivers	Machinery operators and drivers nfd	M	9
Lower Murray	Machinery operators and drivers	Mobile plant operators	F	8
Lower Murray	Machinery operators and drivers	Mobile plant operators	M	162
Lower Murray	Machinery operators and drivers	Road and rail drivers	F	18
Lower Murray	Machinery operators and drivers	Road and rail drivers	M	200
Lower Murray	Machinery operators and drivers	Storepersons	M	19
Lower Murray	Managers	Chief executives general managers and legislators	F	8
Lower Murray	Managers	Chief executives general managers and legislators	M	16
Lower Murray	Managers	Farmers and farm managers	F	181
Lower Murray	Managers	Farmers and farm managers	M	564
Lower Murray	Managers	Hospitality retail and service managers	F	93
Lower Murray	Managers	Hospitality retail and service managers	M	108
Lower Murray	Managers	Managers nfd	F	4
Lower Murray	Managers	Managers nfd	M	13
Lower Murray	Managers	Specialist managers	F	63
Lower Murray	Managers	Specialist managers	M	112
Lower Murray	Professionals	Arts and media professionals	F	10
Lower Murray	Professionals	Arts and media professionals	M	3
Lower Murray	Professionals	Business human resource and marketing professionals	F	22
Lower Murray	Professionals	Business human resource and marketing professionals	M	25
Lower Murray	Professionals	Design engineering science and transport professionals	F	27
Lower Murray	Professionals	Design engineering science and transport professionals	M	60
Lower Murray	Professionals	Education professionals	F	177
Lower Murray	Professionals	Education professionals	M	37
Lower Murray	Professionals	Health professionals	F	85
Lower Murray	Professionals	Health professionals	M	26
Lower Murray	Professionals	Information and Communication Technology ICT professionals	F	3
Lower Murray	Professionals	Information and Communication Technology ICT professionals	M	4
Lower Murray	Professionals	Legal social and welfare professionals	F	22
Lower Murray	Professionals	Legal social and welfare professionals	M	15
Lower Murray	Professionals	Professionals nfd	F	5
Lower Murray	Sales workers	Sales assistants and salespersons	F	126
Lower Murray	Sales workers	Sales assistants and salespersons	M	68
Lower Murray	Sales workers	Sales representatives and agents	F	8
Lower Murray	Sales workers	Sales representatives and agents	M	19
Lower Murray	Sales workers	Sales support workers	F	25
Lower Murray	Sales workers	Sales support workers	M	7
Lower Murray	Technicians and trades workers	Automotive and engineering trades workers	M	181
Lower Murray	Technicians and trades workers	Construction trades workers	M	62
Lower Murray	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	75
Lower Murray	Technicians and trades workers	Engineering ICT and science technicians	F	23
Lower Murray	Technicians and trades workers	Engineering ICT and science technicians	M	43
Lower Murray	Technicians and trades workers	Food trades workers	F	54
Lower Murray	Technicians and trades workers	Food trades workers	M	50
Lower Murray	Technicians and trades workers	Other technicians and trades workers	F	33
Lower Murray	Technicians and trades workers	Other technicians and trades workers	M	10
Lower Murray	Technicians and trades workers	Skilled animal and horticultural workers	F	9
Lower Murray	Technicians and trades workers	Skilled animal and horticultural workers	M	102
Lower Murray	Technicians and trades workers	Technicians and trades workers nfd	M	4
Upper Murray exc. Albury			F	102
Upper Murray exc. Albury			M	164
Upper Murray exc. Albury	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Upper Murray exc. Albury	Clerical and administrative workers	Clerical and office support workers	F	36
Upper Murray exc. Albury	Clerical and administrative workers	Clerical and office support workers	M	46
Upper Murray exc. Albury	Clerical and administrative workers	General clerical workers	F	313
Upper Murray exc. Albury	Clerical and administrative workers	General clerical workers	M	29
Upper Murray exc. Albury	Clerical and administrative workers	Inquiry clerks and receptionists	F	238
Upper Murray exc. Albury	Clerical and administrative workers	Inquiry clerks and receptionists	M	11
Upper Murray exc. Albury	Clerical and administrative workers	Numerical clerks	F	328
Upper Murray exc. Albury	Clerical and administrative workers	Numerical clerks	M	23
Upper Murray exc. Albury	Clerical and administrative workers	Office managers and program administrators	F	231
Upper Murray exc. Albury	Clerical and administrative workers	Office managers and program administrators	M	35
Upper Murray exc. Albury	Clerical and administrative workers	Other clerical and administrative workers	F	67
Upper Murray exc. Albury	Clerical and administrative workers	Other clerical and administrative workers	M	82
Upper Murray exc. Albury	Clerical and administrative workers	Personal assistants and secretaries	F	107
Upper Murray exc. Albury	Clerical and administrative workers	Personal assistants and secretaries	M	3
Upper Murray exc. Albury	Community and personal service workers	Carers and aides	F	655
Upper Murray exc. Albury	Community and personal service workers	Carers and aides	M	39
Upper Murray exc. Albury	Community and personal service workers	Health and welfare support workers	F	168
Upper Murray exc. Albury	Community and personal service workers	Health and welfare support workers	M	41
Upper Murray exc. Albury	Community and personal service workers	Hospitality workers	F	485
Upper Murray exc. Albury	Community and personal service workers	Hospitality workers	M	129
Upper Murray exc. Albury	Community and personal service workers	Protective service workers	F	23
Upper Murray exc. Albury	Community and personal service workers	Protective service workers	M	99
Upper Murray exc. Albury	Community and personal service workers	Sports and personal service workers	F	76
Upper Murray exc. Albury	Community and personal service workers	Sports and personal service workers	M	42
Upper Murray exc. Albury	Labourers	Cleaners and laundry workers	F	453
Upper Murray exc. Albury	Labourers	Cleaners and laundry workers	M	124
Upper Murray exc. Albury	Labourers	Construction and mining labourers	F	3
Upper Murray exc. Albury	Labourers	Construction and mining labourers	M	137
Upper Murray exc. Albury	Labourers	Factory process workers	F	148
Upper Murray exc. Albury	Labourers	Factory process workers	M	434
Upper Murray exc. Albury	Labourers	Farm forestry and garden workers	F	167
Upper Murray exc. Albury	Labourers	Farm forestry and garden workers	M	578
Upper Murray exc. Albury	Labourers	Food preparation assistants	F	157
Upper Murray exc. Albury	Labourers	Food preparation assistants	M	70
Upper Murray exc. Albury	Labourers	Labourers nfd	F	8
Upper Murray exc. Albury	Labourers	Labourers nfd	M	38
Upper Murray exc. Albury	Labourers	Other labourers	F	50
Upper Murray exc. Albury	Labourers	Other labourers	M	206
Upper Murray exc. Albury	Machinery operators and drivers	Machine and stationary plant operators	F	19
Upper Murray exc. Albury	Machinery operators and drivers	Machine and stationary plant operators	M	214
Upper Murray exc. Albury	Machinery operators and drivers	Machinery operators and drivers nfd	M	27
Upper Murray exc. Albury	Machinery operators and drivers	Mobile plant operators	F	15
Upper Murray exc. Albury	Machinery operators and drivers	Mobile plant operators	M	305
Upper Murray exc. Albury	Machinery operators and drivers	Road and rail drivers	F	18
Upper Murray exc. Albury	Machinery operators and drivers	Road and rail drivers	M	574
Upper Murray exc. Albury	Machinery operators and drivers	Storepersons	F	10
Upper Murray exc. Albury	Machinery operators and drivers	Storepersons	M	61
Upper Murray exc. Albury	Managers	Chief executives general managers and legislators	F	20
Upper Murray exc. Albury	Managers	Chief executives general managers and legislators	M	77
Upper Murray exc. Albury	Managers	Farmers and farm managers	F	478
Upper Murray exc. Albury	Managers	Farmers and farm managers	M	1500
Upper Murray exc. Albury	Managers	Hospitality retail and service managers	F	356
Upper Murray exc. Albury	Managers	Hospitality retail and service managers	M	414
Upper Murray exc. Albury	Managers	Managers nfd	F	11
Upper Murray exc. Albury	Managers	Managers nfd	M	23
Upper Murray exc. Albury	Managers	Specialist managers	F	205
Upper Murray exc. Albury	Managers	Specialist managers	M	416
Upper Murray exc. Albury	Professionals	Arts and media professionals	F	23
Upper Murray exc. Albury	Professionals	Arts and media professionals	M	16
Upper Murray exc. Albury	Professionals	Business human resource and marketing professionals	F	158
Upper Murray exc. Albury	Professionals	Business human resource and marketing professionals	M	150
Upper Murray exc. Albury	Professionals	Design engineering science and transport professionals	F	78
Upper Murray exc. Albury	Professionals	Design engineering science and transport professionals	M	167
Upper Murray exc. Albury	Professionals	Education professionals	F	450
Upper Murray exc. Albury	Professionals	Education professionals	M	110
Upper Murray exc. Albury	Professionals	Health professionals	F	364
Upper Murray exc. Albury	Professionals	Health professionals	M	93
Upper Murray exc. Albury	Professionals	Information and Communication Technology ICT professionals	F	3
Upper Murray exc. Albury	Professionals	Information and Communication Technology ICT professionals	M	28
Upper Murray exc. Albury	Professionals	Legal social and welfare professionals	F	71
Upper Murray exc. Albury	Professionals	Legal social and welfare professionals	M	48
Upper Murray exc. Albury	Professionals	Professionals nfd	F	3
Upper Murray exc. Albury	Sales workers	Sales assistants and salespersons	F	631
Upper Murray exc. Albury	Sales workers	Sales assistants and salespersons	M	274
Upper Murray exc. Albury	Sales workers	Sales representatives and agents	F	44
Upper Murray exc. Albury	Sales workers	Sales representatives and agents	M	82
Upper Murray exc. Albury	Sales workers	Sales support workers	F	137
Upper Murray exc. Albury	Sales workers	Sales support workers	M	42
Upper Murray exc. Albury	Technicians and trades workers	Automotive and engineering trades workers	F	4
Upper Murray exc. Albury	Technicians and trades workers	Automotive and engineering trades workers	M	590
Upper Murray exc. Albury	Technicians and trades workers	Construction trades workers	F	3
Upper Murray exc. Albury	Technicians and trades workers	Construction trades workers	M	241
Upper Murray exc. Albury	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	222
Upper Murray exc. Albury	Technicians and trades workers	Engineering ICT and science technicians	F	62
Upper Murray exc. Albury	Technicians and trades workers	Engineering ICT and science technicians	M	131
Upper Murray exc. Albury	Technicians and trades workers	Food trades workers	F	173
Upper Murray exc. Albury	Technicians and trades workers	Food trades workers	M	194
Upper Murray exc. Albury	Technicians and trades workers	Other technicians and trades workers	F	86
Upper Murray exc. Albury	Technicians and trades workers	Other technicians and trades workers	M	91
Upper Murray exc. Albury	Technicians and trades workers	Skilled animal and horticultural workers	F	57
Upper Murray exc. Albury	Technicians and trades workers	Skilled animal and horticultural workers	M	235
Upper Murray exc. Albury	Technicians and trades workers	Technicians and trades workers nfd	M	30
Armidale			F	89
Armidale			M	118
Armidale	Clerical and administrative workers	Clerical and administrative workers nfd	F	3
Armidale	Clerical and administrative workers	Clerical and office support workers	F	42
Armidale	Clerical and administrative workers	Clerical and office support workers	M	50
Armidale	Clerical and administrative workers	General clerical workers	F	399
Armidale	Clerical and administrative workers	General clerical workers	M	51
Armidale	Clerical and administrative workers	Inquiry clerks and receptionists	F	251
Armidale	Clerical and administrative workers	Inquiry clerks and receptionists	M	21
Armidale	Clerical and administrative workers	Numerical clerks	F	340
Armidale	Clerical and administrative workers	Numerical clerks	M	67
Armidale	Clerical and administrative workers	Office managers and program administrators	F	287
Armidale	Clerical and administrative workers	Office managers and program administrators	M	62
Armidale	Clerical and administrative workers	Other clerical and administrative workers	F	113
Armidale	Clerical and administrative workers	Other clerical and administrative workers	M	83
Armidale	Clerical and administrative workers	Personal assistants and secretaries	F	171
Armidale	Clerical and administrative workers	Personal assistants and secretaries	M	4
Armidale	Community and personal service workers	Carers and aides	F	610
Armidale	Community and personal service workers	Carers and aides	M	154
Armidale	Community and personal service workers	Health and welfare support workers	F	164
Armidale	Community and personal service workers	Health and welfare support workers	M	84
Armidale	Community and personal service workers	Hospitality workers	F	276
Armidale	Community and personal service workers	Hospitality workers	M	122
Armidale	Community and personal service workers	Protective service workers	F	23
Armidale	Community and personal service workers	Protective service workers	M	113
Armidale	Community and personal service workers	Sports and personal service workers	F	97
Armidale	Community and personal service workers	Sports and personal service workers	M	50
Armidale	Labourers	Cleaners and laundry workers	F	264
Armidale	Labourers	Cleaners and laundry workers	M	180
Armidale	Labourers	Construction and mining labourers	M	134
Armidale	Labourers	Factory process workers	F	61
Armidale	Labourers	Factory process workers	M	93
Armidale	Labourers	Farm forestry and garden workers	F	113
Armidale	Labourers	Farm forestry and garden workers	M	424
Armidale	Labourers	Food preparation assistants	F	141
Armidale	Labourers	Food preparation assistants	M	102
Armidale	Labourers	Labourers nfd	F	10
Armidale	Labourers	Labourers nfd	M	30
Armidale	Labourers	Other labourers	F	45
Armidale	Labourers	Other labourers	M	183
Armidale	Machinery operators and drivers	Machine and stationary plant operators	F	9
Armidale	Machinery operators and drivers	Machine and stationary plant operators	M	75
Armidale	Machinery operators and drivers	Machinery operators and drivers nfd	M	10
Armidale	Machinery operators and drivers	Mobile plant operators	F	6
Armidale	Machinery operators and drivers	Mobile plant operators	M	123
Armidale	Machinery operators and drivers	Road and rail drivers	F	33
Armidale	Machinery operators and drivers	Road and rail drivers	M	322
Armidale	Machinery operators and drivers	Storepersons	F	9
Armidale	Machinery operators and drivers	Storepersons	M	44
Armidale	Managers	Chief executives general managers and legislators	F	19
Armidale	Managers	Chief executives general managers and legislators	M	68
Armidale	Managers	Farmers and farm managers	F	394
Armidale	Managers	Farmers and farm managers	M	973
Armidale	Managers	Hospitality retail and service managers	F	275
Armidale	Managers	Hospitality retail and service managers	M	319
Armidale	Managers	Managers nfd	F	8
Armidale	Managers	Managers nfd	M	20
Armidale	Managers	Specialist managers	F	250
Armidale	Managers	Specialist managers	M	392
Armidale	Professionals	Arts and media professionals	F	36
Armidale	Professionals	Arts and media professionals	M	34
Armidale	Professionals	Business human resource and marketing professionals	F	263
Armidale	Professionals	Business human resource and marketing professionals	M	249
Armidale	Professionals	Design engineering science and transport professionals	F	108
Armidale	Professionals	Design engineering science and transport professionals	M	218
Armidale	Professionals	Education professionals	F	859
Armidale	Professionals	Education professionals	M	478
Armidale	Professionals	Health professionals	F	492
Armidale	Professionals	Health professionals	M	154
Armidale	Professionals	Information and Communication Technology ICT professionals	F	20
Armidale	Professionals	Information and Communication Technology ICT professionals	M	113
Armidale	Professionals	Legal social and welfare professionals	F	175
Armidale	Professionals	Legal social and welfare professionals	M	112
Armidale	Professionals	Professionals nfd	F	45
Armidale	Professionals	Professionals nfd	M	29
Armidale	Sales workers	Sales assistants and salespersons	F	687
Armidale	Sales workers	Sales assistants and salespersons	M	405
Armidale	Sales workers	Sales representatives and agents	F	76
Armidale	Sales workers	Sales representatives and agents	M	100
Armidale	Sales workers	Sales support workers	F	141
Armidale	Sales workers	Sales support workers	M	68
Armidale	Sales workers	Sales workers nfd	M	4
Armidale	Technicians and trades workers	Automotive and engineering trades workers	M	320
Armidale	Technicians and trades workers	Construction trades workers	F	3
Armidale	Technicians and trades workers	Construction trades workers	M	279
Armidale	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	3
Armidale	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	165
Armidale	Technicians and trades workers	Engineering ICT and science technicians	F	92
Armidale	Technicians and trades workers	Engineering ICT and science technicians	M	163
Armidale	Technicians and trades workers	Food trades workers	F	81
Armidale	Technicians and trades workers	Food trades workers	M	163
Armidale	Technicians and trades workers	Other technicians and trades workers	F	103
Armidale	Technicians and trades workers	Other technicians and trades workers	M	87
Armidale	Technicians and trades workers	Skilled animal and horticultural workers	F	73
Armidale	Technicians and trades workers	Skilled animal and horticultural workers	M	145
Armidale	Technicians and trades workers	Technicians and trades workers nfd	M	14
Inverell - Tenterfield			F	135
Inverell - Tenterfield			M	174
Inverell - Tenterfield	Clerical and administrative workers	Clerical and office support workers	F	46
Inverell - Tenterfield	Clerical and administrative workers	Clerical and office support workers	M	45
Inverell - Tenterfield	Clerical and administrative workers	General clerical workers	F	277
Inverell - Tenterfield	Clerical and administrative workers	General clerical workers	M	21
Inverell - Tenterfield	Clerical and administrative workers	Inquiry clerks and receptionists	F	137
Inverell - Tenterfield	Clerical and administrative workers	Inquiry clerks and receptionists	M	7
Inverell - Tenterfield	Clerical and administrative workers	Numerical clerks	F	241
Inverell - Tenterfield	Clerical and administrative workers	Numerical clerks	M	21
Inverell - Tenterfield	Clerical and administrative workers	Office managers and program administrators	F	188
Inverell - Tenterfield	Clerical and administrative workers	Office managers and program administrators	M	33
Inverell - Tenterfield	Clerical and administrative workers	Other clerical and administrative workers	F	82
Inverell - Tenterfield	Clerical and administrative workers	Other clerical and administrative workers	M	73
Inverell - Tenterfield	Clerical and administrative workers	Personal assistants and secretaries	F	109
Inverell - Tenterfield	Clerical and administrative workers	Personal assistants and secretaries	M	4
Inverell - Tenterfield	Community and personal service workers	Carers and aides	F	680
Inverell - Tenterfield	Community and personal service workers	Carers and aides	M	101
Inverell - Tenterfield	Community and personal service workers	Community and personal service workers nfd	F	3
Inverell - Tenterfield	Community and personal service workers	Health and welfare support workers	F	192
Inverell - Tenterfield	Community and personal service workers	Health and welfare support workers	M	57
Inverell - Tenterfield	Community and personal service workers	Hospitality workers	F	217
Inverell - Tenterfield	Community and personal service workers	Hospitality workers	M	59
Inverell - Tenterfield	Community and personal service workers	Protective service workers	F	17
Inverell - Tenterfield	Community and personal service workers	Protective service workers	M	118
Inverell - Tenterfield	Community and personal service workers	Sports and personal service workers	F	64
Inverell - Tenterfield	Community and personal service workers	Sports and personal service workers	M	24
Inverell - Tenterfield	Labourers	Cleaners and laundry workers	F	264
Inverell - Tenterfield	Labourers	Cleaners and laundry workers	M	122
Inverell - Tenterfield	Labourers	Construction and mining labourers	M	136
Inverell - Tenterfield	Labourers	Factory process workers	F	133
Inverell - Tenterfield	Labourers	Factory process workers	M	355
Inverell - Tenterfield	Labourers	Farm forestry and garden workers	F	124
Inverell - Tenterfield	Labourers	Farm forestry and garden workers	M	397
Inverell - Tenterfield	Labourers	Food preparation assistants	F	126
Inverell - Tenterfield	Labourers	Food preparation assistants	M	71
Inverell - Tenterfield	Labourers	Labourers nfd	F	19
Inverell - Tenterfield	Labourers	Labourers nfd	M	40
Inverell - Tenterfield	Labourers	Other labourers	F	65
Inverell - Tenterfield	Labourers	Other labourers	M	200
Inverell - Tenterfield	Machinery operators and drivers	Machine and stationary plant operators	F	19
Inverell - Tenterfield	Machinery operators and drivers	Machine and stationary plant operators	M	108
Inverell - Tenterfield	Machinery operators and drivers	Machinery operators and drivers nfd	M	19
Inverell - Tenterfield	Machinery operators and drivers	Mobile plant operators	M	221
Inverell - Tenterfield	Machinery operators and drivers	Road and rail drivers	F	32
Inverell - Tenterfield	Machinery operators and drivers	Road and rail drivers	M	340
Inverell - Tenterfield	Machinery operators and drivers	Storepersons	F	7
Inverell - Tenterfield	Machinery operators and drivers	Storepersons	M	65
Inverell - Tenterfield	Managers	Chief executives general managers and legislators	F	24
Inverell - Tenterfield	Managers	Chief executives general managers and legislators	M	41
Inverell - Tenterfield	Managers	Farmers and farm managers	F	587
Inverell - Tenterfield	Managers	Farmers and farm managers	M	1304
Inverell - Tenterfield	Managers	Hospitality retail and service managers	F	246
