SA3_NAME16	Age	LabourForceStatus	Sex	workers
Murray River - Swan Hill	55-59	Employed (part-time)	M	116
Murray River - Swan Hill	60-64		F	16
Murray River - Swan Hill	60-64		M	20
Murray River - Swan Hill	60-64	Employed (away from work)	F	45
Murray River - Swan Hill	60-64	Employed (away from work)	M	44
Murray River - Swan Hill	60-64	Employed (full-time)	F	215
Murray River - Swan Hill	60-64	Employed (full-time)	M	564
Murray River - Swan Hill	60-64	Employed (part-time)	F	327
Murray River - Swan Hill	60-64	Employed (part-time)	M	172
Murray River - Swan Hill	65-69		F	10
Murray River - Swan Hill	65-69		M	15
Murray River - Swan Hill	65-69	Employed (away from work)	F	22
Murray River - Swan Hill	65-69	Employed (away from work)	M	32
Murray River - Swan Hill	65-69	Employed (full-time)	F	88
Murray River - Swan Hill	65-69	Employed (full-time)	M	233
Murray River - Swan Hill	65-69	Employed (part-time)	F	161
Murray River - Swan Hill	65-69	Employed (part-time)	M	151
Murray River - Swan Hill	70-74		F	4
Murray River - Swan Hill	70-74		M	7
Murray River - Swan Hill	70-74	Employed (away from work)	F	8
Murray River - Swan Hill	70-74	Employed (away from work)	M	15
Murray River - Swan Hill	70-74	Employed (full-time)	F	29
Murray River - Swan Hill	70-74	Employed (full-time)	M	77
Murray River - Swan Hill	70-74	Employed (part-time)	F	67
Murray River - Swan Hill	70-74	Employed (part-time)	M	71
Murray River - Swan Hill	75+		F	13
Murray River - Swan Hill	75+		M	13
Murray River - Swan Hill	75+	Employed (away from work)	F	4
Murray River - Swan Hill	75+	Employed (away from work)	M	13
Murray River - Swan Hill	75+	Employed (full-time)	F	11
Murray River - Swan Hill	75+	Employed (full-time)	M	71
Murray River - Swan Hill	75+	Employed (part-time)	F	27
Murray River - Swan Hill	75+	Employed (part-time)	M	69
Campaspe	15-19		F	19
Campaspe	15-19		M	23
Campaspe	15-19	Employed (away from work)	F	24
Campaspe	15-19	Employed (away from work)	M	22
Campaspe	15-19	Employed (full-time)	F	69
Campaspe	15-19	Employed (full-time)	M	185
Campaspe	15-19	Employed (part-time)	F	382
Campaspe	15-19	Employed (part-time)	M	314
Campaspe	20-24		F	16
Campaspe	20-24		M	23
Campaspe	20-24	Employed (away from work)	F	20
Campaspe	20-24	Employed (away from work)	M	22
Campaspe	20-24	Employed (full-time)	F	276
Campaspe	20-24	Employed (full-time)	M	465
Campaspe	20-24	Employed (part-time)	F	256
Campaspe	20-24	Employed (part-time)	M	126
Campaspe	25-29		F	8
Campaspe	25-29		M	8
Campaspe	25-29	Employed (away from work)	F	44
Campaspe	25-29	Employed (away from work)	M	14
Campaspe	25-29	Employed (full-time)	F	336
Campaspe	25-29	Employed (full-time)	M	508
Campaspe	25-29	Employed (part-time)	F	235
Campaspe	25-29	Employed (part-time)	M	81
Campaspe	30-34		F	9
Campaspe	30-34		M	12
Campaspe	30-34	Employed (away from work)	F	43
Campaspe	30-34	Employed (away from work)	M	15
Campaspe	30-34	Employed (full-time)	F	236
Campaspe	30-34	Employed (full-time)	M	559
Campaspe	30-34	Employed (part-time)	F	319
Campaspe	30-34	Employed (part-time)	M	64
Campaspe	35-39		F	8
Campaspe	35-39		M	17
Campaspe	35-39	Employed (away from work)	F	35
Campaspe	35-39	Employed (away from work)	M	18
Campaspe	35-39	Employed (full-time)	F	241
Campaspe	35-39	Employed (full-time)	M	487
Campaspe	35-39	Employed (part-time)	F	353
Campaspe	35-39	Employed (part-time)	M	68
Campaspe	40-44		F	10
Campaspe	40-44		M	13
Campaspe	40-44	Employed (away from work)	F	28
Campaspe	40-44	Employed (away from work)	M	21
Campaspe	40-44	Employed (full-time)	F	367
Campaspe	40-44	Employed (full-time)	M	683
Campaspe	40-44	Employed (part-time)	F	438
Campaspe	40-44	Employed (part-time)	M	73
Campaspe	45-49		F	13
Campaspe	45-49		M	19
Campaspe	45-49	Employed (away from work)	F	33
Campaspe	45-49	Employed (away from work)	M	20
Campaspe	45-49	Employed (full-time)	F	436
Campaspe	45-49	Employed (full-time)	M	732
Campaspe	45-49	Employed (part-time)	F	431
Campaspe	45-49	Employed (part-time)	M	88
Campaspe	50-54		F	19
Campaspe	50-54		M	18
Campaspe	50-54	Employed (away from work)	F	33
Campaspe	50-54	Employed (away from work)	M	26
Campaspe	50-54	Employed (full-time)	F	476
Campaspe	50-54	Employed (full-time)	M	737
Campaspe	50-54	Employed (part-time)	F	459
Campaspe	50-54	Employed (part-time)	M	117
Campaspe	55-59		F	15
Campaspe	55-59		M	14
Campaspe	55-59	Employed (away from work)	F	50
Campaspe	55-59	Employed (away from work)	M	43
Campaspe	55-59	Employed (full-time)	F	398
Campaspe	55-59	Employed (full-time)	M	723
Campaspe	55-59	Employed (part-time)	F	422
Campaspe	55-59	Employed (part-time)	M	148
Campaspe	60-64		F	14
Campaspe	60-64		M	20
Campaspe	60-64	Employed (away from work)	F	36
Campaspe	60-64	Employed (away from work)	M	39
Campaspe	60-64	Employed (full-time)	F	197
Campaspe	60-64	Employed (full-time)	M	476
Campaspe	60-64	Employed (part-time)	F	341
Campaspe	60-64	Employed (part-time)	M	175
Campaspe	65-69		F	9
Campaspe	65-69		M	3
Campaspe	65-69	Employed (away from work)	F	21
Campaspe	65-69	Employed (away from work)	M	27
Campaspe	65-69	Employed (full-time)	F	58
Campaspe	65-69	Employed (full-time)	M	197
Campaspe	65-69	Employed (part-time)	F	145
Campaspe	65-69	Employed (part-time)	M	123
Campaspe	70-74		F	6
Campaspe	70-74		M	6
Campaspe	70-74	Employed (away from work)	F	3
Campaspe	70-74	Employed (away from work)	M	5
Campaspe	70-74	Employed (full-time)	F	11
Campaspe	70-74	Employed (full-time)	M	72
Campaspe	70-74	Employed (part-time)	F	51
Campaspe	70-74	Employed (part-time)	M	65
Campaspe	75+		F	6
Campaspe	75+		M	12
Campaspe	75+	Employed (away from work)	F	6
Campaspe	75+	Employed (away from work)	M	3
Campaspe	75+	Employed (full-time)	F	10
Campaspe	75+	Employed (full-time)	M	41
Campaspe	75+	Employed (part-time)	F	43
Campaspe	75+	Employed (part-time)	M	52
Moira	15-19		F	13
Moira	15-19		M	13
Moira	15-19	Employed (away from work)	F	21
Moira	15-19	Employed (away from work)	M	18
Moira	15-19	Employed (full-time)	F	45
Moira	15-19	Employed (full-time)	M	130
Moira	15-19	Employed (part-time)	F	288
Moira	15-19	Employed (part-time)	M	216
Moira	20-24		F	15
Moira	20-24		M	22
Moira	20-24	Employed (away from work)	F	29
Moira	20-24	Employed (away from work)	M	27
Moira	20-24	Employed (full-time)	F	157
Moira	20-24	Employed (full-time)	M	329
Moira	20-24	Employed (part-time)	F	165
Moira	20-24	Employed (part-time)	M	78
Moira	25-29		F	7
Moira	25-29		M	10
Moira	25-29	Employed (away from work)	F	28
Moira	25-29	Employed (away from work)	M	17
Moira	25-29	Employed (full-time)	F	197
Moira	25-29	Employed (full-time)	M	384
Moira	25-29	Employed (part-time)	F	171
Moira	25-29	Employed (part-time)	M	57
Moira	30-34		F	9
Moira	30-34		M	15
Moira	30-34	Employed (away from work)	F	40
Moira	30-34	Employed (away from work)	M	8
Moira	30-34	Employed (full-time)	F	158
Moira	30-34	Employed (full-time)	M	399
Moira	30-34	Employed (part-time)	F	208
Moira	30-34	Employed (part-time)	M	52
Moira	35-39		F	6
Moira	35-39		M	7
Moira	35-39	Employed (away from work)	F	25
Moira	35-39	Employed (away from work)	M	20
Moira	35-39	Employed (full-time)	F	182
Moira	35-39	Employed (full-time)	M	412
Moira	35-39	Employed (part-time)	F	255
Moira	35-39	Employed (part-time)	M	39
Moira	40-44		F	7
Moira	40-44		M	16
Moira	40-44	Employed (away from work)	F	20
Moira	40-44	Employed (away from work)	M	20
Moira	40-44	Employed (full-time)	F	219
Moira	40-44	Employed (full-time)	M	458
Moira	40-44	Employed (part-time)	F	272
Moira	40-44	Employed (part-time)	M	52
Moira	45-49		F	14
Moira	45-49		M	13
Moira	45-49	Employed (away from work)	F	23
Moira	45-49	Employed (away from work)	M	24
Moira	45-49	Employed (full-time)	F	296
Moira	45-49	Employed (full-time)	M	516
Moira	45-49	Employed (part-time)	F	257
Moira	45-49	Employed (part-time)	M	53
Moira	50-54		F	10
Moira	50-54		M	15
Moira	50-54	Employed (away from work)	F	22
Moira	50-54	Employed (away from work)	M	21
Moira	50-54	Employed (full-time)	F	294
Moira	50-54	Employed (full-time)	M	493
Moira	50-54	Employed (part-time)	F	290
Moira	50-54	Employed (part-time)	M	66
Moira	55-59		F	18
Moira	55-59		M	9
Moira	55-59	Employed (away from work)	F	38
Moira	55-59	Employed (away from work)	M	23
Moira	55-59	Employed (full-time)	F	248
Moira	55-59	Employed (full-time)	M	480
Moira	55-59	Employed (part-time)	F	276
Moira	55-59	Employed (part-time)	M	73
Moira	60-64		F	10
Moira	60-64		M	15
Moira	60-64	Employed (away from work)	F	34
Moira	60-64	Employed (away from work)	M	41
Moira	60-64	Employed (full-time)	F	147
Moira	60-64	Employed (full-time)	M	316
Moira	60-64	Employed (part-time)	F	223
Moira	60-64	Employed (part-time)	M	115
Moira	65-69		F	11
Moira	65-69	Employed (away from work)	F	17
Moira	65-69	Employed (away from work)	M	16
Moira	65-69	Employed (full-time)	F	60
Moira	65-69	Employed (full-time)	M	144
Moira	65-69	Employed (part-time)	F	110
Moira	65-69	Employed (part-time)	M	98
Moira	70-74		F	3
Moira	70-74		M	7
Moira	70-74	Employed (away from work)	F	5
Moira	70-74	Employed (away from work)	M	5
Moira	70-74	Employed (full-time)	F	16
Moira	70-74	Employed (full-time)	M	49
Moira	70-74	Employed (part-time)	F	35
Moira	70-74	Employed (part-time)	M	35
Moira	75+		F	3
Moira	75+		M	9
Moira	75+	Employed (away from work)	F	3
Moira	75+	Employed (away from work)	M	10
Moira	75+	Employed (full-time)	F	18
Moira	75+	Employed (full-time)	M	35
Moira	75+	Employed (part-time)	F	22
Moira	75+	Employed (part-time)	M	38
Shepparton	15-19		F	35
Shepparton	15-19		M	40
Shepparton	15-19	Employed (away from work)	F	30
Shepparton	15-19	Employed (away from work)	M	31
Shepparton	15-19	Employed (full-time)	F	117
Shepparton	15-19	Employed (full-time)	M	278
Shepparton	15-19	Employed (part-time)	F	754
Shepparton	15-19	Employed (part-time)	M	490
Shepparton	20-24		F	33
Shepparton	20-24		M	48
Shepparton	20-24	Employed (away from work)	F	61
Shepparton	20-24	Employed (away from work)	M	33
Shepparton	20-24	Employed (full-time)	F	603
Shepparton	20-24	Employed (full-time)	M	872
Shepparton	20-24	Employed (part-time)	F	499
Shepparton	20-24	Employed (part-time)	M	266
Shepparton	25-29		F	23
Shepparton	25-29		M	29
Shepparton	25-29	Employed (away from work)	F	89
Shepparton	25-29	Employed (away from work)	M	28
Shepparton	25-29	Employed (full-time)	F	811
Shepparton	25-29	Employed (full-time)	M	1090
Shepparton	25-29	Employed (part-time)	F	485
Shepparton	25-29	Employed (part-time)	M	177
Shepparton	30-34		F	19
Shepparton	30-34		M	34
Shepparton	30-34	Employed (away from work)	F	108
Shepparton	30-34	Employed (away from work)	M	43
Shepparton	30-34	Employed (full-time)	F	591
Shepparton	30-34	Employed (full-time)	M	1123
Shepparton	30-34	Employed (part-time)	F	588
Shepparton	30-34	Employed (part-time)	M	178
Shepparton	35-39		F	13
Shepparton	35-39		M	27
Shepparton	35-39	Employed (away from work)	F	78
Shepparton	35-39	Employed (away from work)	M	36
Shepparton	35-39	Employed (full-time)	F	539
Shepparton	35-39	Employed (full-time)	M	1067
Shepparton	35-39	Employed (part-time)	F	634
Shepparton	35-39	Employed (part-time)	M	180
Shepparton	40-44		F	30
Shepparton	40-44		M	38
Shepparton	40-44	Employed (away from work)	F	46
Shepparton	40-44	Employed (away from work)	M	48
Shepparton	40-44	Employed (full-time)	F	663
Shepparton	40-44	Employed (full-time)	M	1232
Shepparton	40-44	Employed (part-time)	F	748
Shepparton	40-44	Employed (part-time)	M	172
Shepparton	45-49		F	28
Shepparton	45-49		M	31
Shepparton	45-49	Employed (away from work)	F	60
Shepparton	45-49	Employed (away from work)	M	30
Shepparton	45-49	Employed (full-time)	F	841
Shepparton	45-49	Employed (full-time)	M	1315
Shepparton	45-49	Employed (part-time)	F	736
Shepparton	45-49	Employed (part-time)	M	157
Shepparton	50-54		F	20
Shepparton	50-54		M	30
Shepparton	50-54	Employed (away from work)	F	63
Shepparton	50-54	Employed (away from work)	M	57
Shepparton	50-54	Employed (full-time)	F	850
Shepparton	50-54	Employed (full-time)	M	1246
Shepparton	50-54	Employed (part-time)	F	730
Shepparton	50-54	Employed (part-time)	M	193
Shepparton	55-59		F	19
Shepparton	55-59		M	20
Shepparton	55-59	Employed (away from work)	F	77
Shepparton	55-59	Employed (away from work)	M	65
Shepparton	55-59	Employed (full-time)	F	658
Shepparton	55-59	Employed (full-time)	M	1187
Shepparton	55-59	Employed (part-time)	F	654
Shepparton	55-59	Employed (part-time)	M	213
Shepparton	60-64		F	11
Shepparton	60-64		M	21
Shepparton	60-64	Employed (away from work)	F	58
Shepparton	60-64	Employed (away from work)	M	71
Shepparton	60-64	Employed (full-time)	F	405
Shepparton	60-64	Employed (full-time)	M	755
Shepparton	60-64	Employed (part-time)	F	498
Shepparton	60-64	Employed (part-time)	M	239
Shepparton	65-69		F	10
Shepparton	65-69		M	18
Shepparton	65-69	Employed (away from work)	F	25
Shepparton	65-69	Employed (away from work)	M	31
Shepparton	65-69	Employed (full-time)	F	98
Shepparton	65-69	Employed (full-time)	M	302
Shepparton	65-69	Employed (part-time)	F	229
Shepparton	65-69	Employed (part-time)	M	189
Shepparton	70-74		F	7
Shepparton	70-74		M	6
Shepparton	70-74	Employed (away from work)	F	9
Shepparton	70-74	Employed (away from work)	M	14
Shepparton	70-74	Employed (full-time)	F	31
Shepparton	70-74	Employed (full-time)	M	81
Shepparton	70-74	Employed (part-time)	F	59
Shepparton	70-74	Employed (part-time)	M	98
Shepparton	75+		F	9
Shepparton	75+		M	19
Shepparton	75+	Employed (away from work)	F	9
Shepparton	75+	Employed (away from work)	M	4
Shepparton	75+	Employed (full-time)	F	17
Shepparton	75+	Employed (full-time)	M	73
Shepparton	75+	Employed (part-time)	F	30
Shepparton	75+	Employed (part-time)	M	67
Glenelg - Southern Grampians	15-19		F	27
Glenelg - Southern Grampians	15-19		M	18
Glenelg - Southern Grampians	15-19	Employed (away from work)	F	25
Glenelg - Southern Grampians	15-19	Employed (away from work)	M	18
Glenelg - Southern Grampians	15-19	Employed (full-time)	F	59
Glenelg - Southern Grampians	15-19	Employed (full-time)	M	142
Glenelg - Southern Grampians	15-19	Employed (part-time)	F	350
Glenelg - Southern Grampians	15-19	Employed (part-time)	M	274
Glenelg - Southern Grampians	20-24		F	14
Glenelg - Southern Grampians	20-24		M	18
Glenelg - Southern Grampians	20-24	Employed (away from work)	F	29
Glenelg - Southern Grampians	20-24	Employed (away from work)	M	22
Glenelg - Southern Grampians	20-24	Employed (full-time)	F	184
Glenelg - Southern Grampians	20-24	Employed (full-time)	M	381
Glenelg - Southern Grampians	20-24	Employed (part-time)	F	247
Glenelg - Southern Grampians	20-24	Employed (part-time)	M	137
Glenelg - Southern Grampians	25-29		F	11
Glenelg - Southern Grampians	25-29		M	15
Glenelg - Southern Grampians	25-29	Employed (away from work)	F	31
Glenelg - Southern Grampians	25-29	Employed (away from work)	M	20
Glenelg - Southern Grampians	25-29	Employed (full-time)	F	237
Glenelg - Southern Grampians	25-29	Employed (full-time)	M	421
Glenelg - Southern Grampians	25-29	Employed (part-time)	F	219
Glenelg - Southern Grampians	25-29	Employed (part-time)	M	80
Glenelg - Southern Grampians	30-34		F	3
Glenelg - Southern Grampians	30-34		M	13
Glenelg - Southern Grampians	30-34	Employed (away from work)	F	63
Glenelg - Southern Grampians	30-34	Employed (away from work)	M	14
Glenelg - Southern Grampians	30-34	Employed (full-time)	F	204
Glenelg - Southern Grampians	30-34	Employed (full-time)	M	473
Glenelg - Southern Grampians	30-34	Employed (part-time)	F	278
Glenelg - Southern Grampians	30-34	Employed (part-time)	M	75
Glenelg - Southern Grampians	35-39		F	11
Glenelg - Southern Grampians	35-39		M	11
Glenelg - Southern Grampians	35-39	Employed (away from work)	F	27
Glenelg - Southern Grampians	35-39	Employed (away from work)	M	19
Glenelg - Southern Grampians	35-39	Employed (full-time)	F	198
Glenelg - Southern Grampians	35-39	Employed (full-time)	M	530
Glenelg - Southern Grampians	35-39	Employed (part-time)	F	359
Glenelg - Southern Grampians	35-39	Employed (part-time)	M	73
Glenelg - Southern Grampians	40-44		F	15
Glenelg - Southern Grampians	40-44		M	15
Glenelg - Southern Grampians	40-44	Employed (away from work)	F	27
Glenelg - Southern Grampians	40-44	Employed (away from work)	M	20
Glenelg - Southern Grampians	40-44	Employed (full-time)	F	305
Glenelg - Southern Grampians	40-44	Employed (full-time)	M	598
Glenelg - Southern Grampians	40-44	Employed (part-time)	F	452
Glenelg - Southern Grampians	40-44	Employed (part-time)	M	93
Glenelg - Southern Grampians	45-49		F	11
Glenelg - Southern Grampians	45-49		M	14
Glenelg - Southern Grampians	45-49	Employed (away from work)	F	34
Glenelg - Southern Grampians	45-49	Employed (away from work)	M	25
Glenelg - Southern Grampians	45-49	Employed (full-time)	F	386
Glenelg - Southern Grampians	45-49	Employed (full-time)	M	689
Glenelg - Southern Grampians	45-49	Employed (part-time)	F	479
Glenelg - Southern Grampians	45-49	Employed (part-time)	M	93
Glenelg - Southern Grampians	50-54		F	7
Glenelg - Southern Grampians	50-54		M	14
Glenelg - Southern Grampians	50-54	Employed (away from work)	F	39
Glenelg - Southern Grampians	50-54	Employed (away from work)	M	34
Glenelg - Southern Grampians	50-54	Employed (full-time)	F	417
Glenelg - Southern Grampians	50-54	Employed (full-time)	M	807
Glenelg - Southern Grampians	50-54	Employed (part-time)	F	478
Glenelg - Southern Grampians	50-54	Employed (part-time)	M	137
Glenelg - Southern Grampians	55-59		F	7
Glenelg - Southern Grampians	55-59		M	14
Glenelg - Southern Grampians	55-59	Employed (away from work)	F	36
Glenelg - Southern Grampians	55-59	Employed (away from work)	M	43
Glenelg - Southern Grampians	55-59	Employed (full-time)	F	391
Glenelg - Southern Grampians	55-59	Employed (full-time)	M	695
Glenelg - Southern Grampians	55-59	Employed (part-time)	F	462
Glenelg - Southern Grampians	55-59	Employed (part-time)	M	158
Glenelg - Southern Grampians	60-64		F	14
Glenelg - Southern Grampians	60-64		M	21
Glenelg - Southern Grampians	60-64	Employed (away from work)	F	45
Glenelg - Southern Grampians	60-64	Employed (away from work)	M	52
Glenelg - Southern Grampians	60-64	Employed (full-time)	F	226
Glenelg - Southern Grampians	60-64	Employed (full-time)	M	540
Glenelg - Southern Grampians	60-64	Employed (part-time)	F	357
Glenelg - Southern Grampians	60-64	Employed (part-time)	M	180
Glenelg - Southern Grampians	65-69		F	8
Glenelg - Southern Grampians	65-69		M	8
Glenelg - Southern Grampians	65-69	Employed (away from work)	F	28
Glenelg - Southern Grampians	65-69	Employed (away from work)	M	24
Glenelg - Southern Grampians	65-69	Employed (full-time)	F	101
Glenelg - Southern Grampians	65-69	Employed (full-time)	M	223
Glenelg - Southern Grampians	65-69	Employed (part-time)	F	145
Glenelg - Southern Grampians	65-69	Employed (part-time)	M	145
Glenelg - Southern Grampians	70-74		F	13
Glenelg - Southern Grampians	70-74		M	9
Glenelg - Southern Grampians	70-74	Employed (away from work)	M	8
Glenelg - Southern Grampians	70-74	Employed (full-time)	F	37
Glenelg - Southern Grampians	70-74	Employed (full-time)	M	95
Glenelg - Southern Grampians	70-74	Employed (part-time)	F	59
Glenelg - Southern Grampians	70-74	Employed (part-time)	M	81
Glenelg - Southern Grampians	75+		F	12
Glenelg - Southern Grampians	75+		M	9
Glenelg - Southern Grampians	75+	Employed (away from work)	F	5
Glenelg - Southern Grampians	75+	Employed (away from work)	M	5
Glenelg - Southern Grampians	75+	Employed (full-time)	F	21
Glenelg - Southern Grampians	75+	Employed (full-time)	M	80
Glenelg - Southern Grampians	75+	Employed (part-time)	F	28
Glenelg - Southern Grampians	75+	Employed (part-time)	M	62
Colac - Corangamite	15-19		F	19
Colac - Corangamite	15-19		M	23
Colac - Corangamite	15-19	Employed (away from work)	F	21
Colac - Corangamite	15-19	Employed (away from work)	M	16
Colac - Corangamite	15-19	Employed (full-time)	F	79
Colac - Corangamite	15-19	Employed (full-time)	M	170
Colac - Corangamite	15-19	Employed (part-time)	F	414
Colac - Corangamite	15-19	Employed (part-time)	M	303
Colac - Corangamite	20-24		F	16
Colac - Corangamite	20-24		M	25
Colac - Corangamite	20-24	Employed (away from work)	F	27
Colac - Corangamite	20-24	Employed (away from work)	M	16
Colac - Corangamite	20-24	Employed (full-time)	F	242
Colac - Corangamite	20-24	Employed (full-time)	M	528
Colac - Corangamite	20-24	Employed (part-time)	F	298
Colac - Corangamite	20-24	Employed (part-time)	M	170
Colac - Corangamite	25-29		F	14
Colac - Corangamite	25-29		M	18
Colac - Corangamite	25-29	Employed (away from work)	F	50
Colac - Corangamite	25-29	Employed (away from work)	M	22
Colac - Corangamite	25-29	Employed (full-time)	F	302
Colac - Corangamite	25-29	Employed (full-time)	M	607
Colac - Corangamite	25-29	Employed (part-time)	F	240
Colac - Corangamite	25-29	Employed (part-time)	M	124
Colac - Corangamite	30-34		F	3
Colac - Corangamite	30-34		M	17
Colac - Corangamite	30-34	Employed (away from work)	F	64
Colac - Corangamite	30-34	Employed (away from work)	M	17
Colac - Corangamite	30-34	Employed (full-time)	F	198
Colac - Corangamite	30-34	Employed (full-time)	M	604
Colac - Corangamite	30-34	Employed (part-time)	F	328
Colac - Corangamite	30-34	Employed (part-time)	M	90
Colac - Corangamite	35-39		F	13
Colac - Corangamite	35-39		M	15
Colac - Corangamite	35-39	Employed (away from work)	F	28
Colac - Corangamite	35-39	Employed (away from work)	M	17
Colac - Corangamite	35-39	Employed (full-time)	F	239
Colac - Corangamite	35-39	Employed (full-time)	M	613
Colac - Corangamite	35-39	Employed (part-time)	F	373
Colac - Corangamite	35-39	Employed (part-time)	M	100
Colac - Corangamite	40-44		F	6
Colac - Corangamite	40-44		M	25
Colac - Corangamite	40-44	Employed (away from work)	F	25
Colac - Corangamite	40-44	Employed (away from work)	M	19
Colac - Corangamite	40-44	Employed (full-time)	F	297
Colac - Corangamite	40-44	Employed (full-time)	M	687
Colac - Corangamite	40-44	Employed (part-time)	F	428
Colac - Corangamite	40-44	Employed (part-time)	M	113
Colac - Corangamite	45-49		F	14
Colac - Corangamite	45-49		M	12
Colac - Corangamite	45-49	Employed (away from work)	F	33
Colac - Corangamite	45-49	Employed (away from work)	M	23
Colac - Corangamite	45-49	Employed (full-time)	F	448
Colac - Corangamite	45-49	Employed (full-time)	M	732
Colac - Corangamite	45-49	Employed (part-time)	F	447
Colac - Corangamite	45-49	Employed (part-time)	M	105
Colac - Corangamite	50-54		F	15
Colac - Corangamite	50-54		M	18
Colac - Corangamite	50-54	Employed (away from work)	F	46
Colac - Corangamite	50-54	Employed (away from work)	M	37
Colac - Corangamite	50-54	Employed (full-time)	F	456
Colac - Corangamite	50-54	Employed (full-time)	M	814
Colac - Corangamite	50-54	Employed (part-time)	F	463
Colac - Corangamite	50-54	Employed (part-time)	M	121
Colac - Corangamite	55-59		F	15
Colac - Corangamite	55-59		M	20
Colac - Corangamite	55-59	Employed (away from work)	F	55
Colac - Corangamite	55-59	Employed (away from work)	M	39
Colac - Corangamite	55-59	Employed (full-time)	F	383
Colac - Corangamite	55-59	Employed (full-time)	M	701
Colac - Corangamite	55-59	Employed (part-time)	F	449
Colac - Corangamite	55-59	Employed (part-time)	M	181
Colac - Corangamite	60-64		F	18
Colac - Corangamite	60-64		M	13
Colac - Corangamite	60-64	Employed (away from work)	F	39
Colac - Corangamite	60-64	Employed (away from work)	M	38
Colac - Corangamite	60-64	Employed (full-time)	F	243
Colac - Corangamite	60-64	Employed (full-time)	M	521
Colac - Corangamite	60-64	Employed (part-time)	F	361
Colac - Corangamite	60-64	Employed (part-time)	M	190
Colac - Corangamite	65-69		F	8
Colac - Corangamite	65-69		M	7
Colac - Corangamite	65-69	Employed (away from work)	F	24
Colac - Corangamite	65-69	Employed (away from work)	M	21
Colac - Corangamite	65-69	Employed (full-time)	F	98
Colac - Corangamite	65-69	Employed (full-time)	M	236
Colac - Corangamite	65-69	Employed (part-time)	F	178
Colac - Corangamite	65-69	Employed (part-time)	M	155
Colac - Corangamite	70-74		M	3
Colac - Corangamite	70-74	Employed (away from work)	F	13
Colac - Corangamite	70-74	Employed (away from work)	M	19
Colac - Corangamite	70-74	Employed (full-time)	F	34
Colac - Corangamite	70-74	Employed (full-time)	M	128
Colac - Corangamite	70-74	Employed (part-time)	F	81
Colac - Corangamite	70-74	Employed (part-time)	M	77
Colac - Corangamite	75+		F	12
Colac - Corangamite	75+		M	16
Colac - Corangamite	75+	Employed (away from work)	F	8
Colac - Corangamite	75+	Employed (away from work)	M	14
Colac - Corangamite	75+	Employed (full-time)	F	25
Colac - Corangamite	75+	Employed (full-time)	M	72
Colac - Corangamite	75+	Employed (part-time)	F	41
Colac - Corangamite	75+	Employed (part-time)	M	79
Warrnambool	15-19		F	23
Warrnambool	15-19		M	25
Warrnambool	15-19	Employed (away from work)	F	30
Warrnambool	15-19	Employed (away from work)	M	15
Warrnambool	15-19	Employed (full-time)	F	105
Warrnambool	15-19	Employed (full-time)	M	208
Warrnambool	15-19	Employed (part-time)	F	635
Warrnambool	15-19	Employed (part-time)	M	512
Warrnambool	20-24		F	25
Warrnambool	20-24		M	31
Warrnambool	20-24	Employed (away from work)	F	45
Warrnambool	20-24	Employed (away from work)	M	27
Warrnambool	20-24	Employed (full-time)	F	429
Warrnambool	20-24	Employed (full-time)	M	668
Warrnambool	20-24	Employed (part-time)	F	468
Warrnambool	20-24	Employed (part-time)	M	290
Warrnambool	25-29		F	10
Warrnambool	25-29		M	21
Warrnambool	25-29	Employed (away from work)	F	71
Warrnambool	25-29	Employed (away from work)	M	25
Warrnambool	25-29	Employed (full-time)	F	536
Warrnambool	25-29	Employed (full-time)	M	882
Warrnambool	25-29	Employed (part-time)	F	351
Warrnambool	25-29	Employed (part-time)	M	172
Warrnambool	30-34		F	8
Warrnambool	30-34		M	18
Warrnambool	30-34	Employed (away from work)	F	99
Warrnambool	30-34	Employed (away from work)	M	24
Warrnambool	30-34	Employed (full-time)	F	368
Warrnambool	30-34	Employed (full-time)	M	760
Warrnambool	30-34	Employed (part-time)	F	494
Warrnambool	30-34	Employed (part-time)	M	123
Warrnambool	35-39		F	11
Warrnambool	35-39		M	18
Warrnambool	35-39	Employed (away from work)	F	53
Warrnambool	35-39	Employed (away from work)	M	36
Warrnambool	35-39	Employed (full-time)	F	351
Warrnambool	35-39	Employed (full-time)	M	803
Warrnambool	35-39	Employed (part-time)	F	607
Warrnambool	35-39	Employed (part-time)	M	118
Warrnambool	40-44		F	24
Warrnambool	40-44		M	22
Warrnambool	40-44	Employed (away from work)	F	30
Warrnambool	40-44	Employed (away from work)	M	32
Warrnambool	40-44	Employed (full-time)	F	423
Warrnambool	40-44	Employed (full-time)	M	936
Warrnambool	40-44	Employed (part-time)	F	636
Warrnambool	40-44	Employed (part-time)	M	142
Warrnambool	45-49		F	11
Warrnambool	45-49		M	32
Warrnambool	45-49	Employed (away from work)	F	42
Warrnambool	45-49	Employed (away from work)	M	29
Warrnambool	45-49	Employed (full-time)	F	595
Warrnambool	45-49	Employed (full-time)	M	945
Warrnambool	45-49	Employed (part-time)	F	682
Warrnambool	45-49	Employed (part-time)	M	172
Warrnambool	50-54		F	10
Warrnambool	50-54		M	21
Warrnambool	50-54	Employed (away from work)	F	60
Warrnambool	50-54	Employed (away from work)	M	53
Warrnambool	50-54	Employed (full-time)	F	615
Warrnambool	50-54	Employed (full-time)	M	975
