SA3_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Hobsons Bay	Labourers	1	State territory	46
Hobsons Bay	Machinery operators and drivers			38
Hobsons Bay	Machinery operators and drivers	0		4707
Hobsons Bay	Machinery operators and drivers	0		62
Hobsons Bay	Machinery operators and drivers	1	Local	13
Hobsons Bay	Machinery operators and drivers	1	National	4
Hobsons Bay	Machinery operators and drivers	1	State territory	40
Hobsons Bay	Managers			11
Hobsons Bay	Managers	0		3838
Hobsons Bay	Managers	0		63
Hobsons Bay	Managers	1	Local	52
Hobsons Bay	Managers	1	National	20
Hobsons Bay	Managers	1	State territory	77
Hobsons Bay	Professionals			24
Hobsons Bay	Professionals	0		3957
Hobsons Bay	Professionals	0		57
Hobsons Bay	Professionals	1	Local	149
Hobsons Bay	Professionals	1	National	22
Hobsons Bay	Professionals	1	State territory	758
Hobsons Bay	Sales workers			12
Hobsons Bay	Sales workers	0		2620
Hobsons Bay	Sales workers	0		55
Hobsons Bay	Sales workers	1	Local	3
Hobsons Bay	Sales workers	1	National	11
Hobsons Bay	Sales workers	1	State territory	31
Hobsons Bay	Technicians and trades workers			48
Hobsons Bay	Technicians and trades workers	0		5160
Hobsons Bay	Technicians and trades workers	0		102
Hobsons Bay	Technicians and trades workers	1	Local	54
Hobsons Bay	Technicians and trades workers	1	National	12
Hobsons Bay	Technicians and trades workers	1	State territory	68
Maribyrnong				295
Maribyrnong		0		347
Maribyrnong		0		99
Maribyrnong		1	Local	8
Maribyrnong		1	National	16
Maribyrnong		1	State territory	39
Maribyrnong	Clerical and administrative workers			24
Maribyrnong	Clerical and administrative workers	0		3210
Maribyrnong	Clerical and administrative workers	0		54
Maribyrnong	Clerical and administrative workers	1	Local	143
Maribyrnong	Clerical and administrative workers	1	National	358
Maribyrnong	Clerical and administrative workers	1	State territory	613
Maribyrnong	Community and personal service workers			45
Maribyrnong	Community and personal service workers	0		3657
Maribyrnong	Community and personal service workers	0		70
Maribyrnong	Community and personal service workers	1	Local	89
Maribyrnong	Community and personal service workers	1	National	78
Maribyrnong	Community and personal service workers	1	State territory	598
Maribyrnong	Labourers			54
Maribyrnong	Labourers	0		2917
Maribyrnong	Labourers	0		68
Maribyrnong	Labourers	1	Local	49
Maribyrnong	Labourers	1	National	3
Maribyrnong	Labourers	1	State territory	92
Maribyrnong	Machinery operators and drivers			40
Maribyrnong	Machinery operators and drivers	0		2789
Maribyrnong	Machinery operators and drivers	0		47
Maribyrnong	Machinery operators and drivers	1	Local	10
Maribyrnong	Machinery operators and drivers	1	State territory	35
Maribyrnong	Managers			14
Maribyrnong	Managers	0		3740
Maribyrnong	Managers	0		56
Maribyrnong	Managers	1	Local	54
Maribyrnong	Managers	1	National	172
Maribyrnong	Managers	1	State territory	360
Maribyrnong	Professionals			36
Maribyrnong	Professionals	0		4552
Maribyrnong	Professionals	0		84
Maribyrnong	Professionals	1	Local	150
Maribyrnong	Professionals	1	National	944
Maribyrnong	Professionals	1	State territory	2726
Maribyrnong	Sales workers			23
Maribyrnong	Sales workers	0		5165
Maribyrnong	Sales workers	0		60
Maribyrnong	Sales workers	1	Local	3
Maribyrnong	Sales workers	1	National	7
Maribyrnong	Sales workers	1	State territory	20
Maribyrnong	Technicians and trades workers			35
Maribyrnong	Technicians and trades workers	0		3510
Maribyrnong	Technicians and trades workers	0		44
Maribyrnong	Technicians and trades workers	1	Local	51
Maribyrnong	Technicians and trades workers	1	National	52
Maribyrnong	Technicians and trades workers	1	State territory	131
Melton - Bacchus Marsh				205
Melton - Bacchus Marsh		0		261
Melton - Bacchus Marsh		0		75
Melton - Bacchus Marsh		1	Local	8
Melton - Bacchus Marsh		1	National	6
Melton - Bacchus Marsh		1	State territory	23
Melton - Bacchus Marsh	Clerical and administrative workers			19
Melton - Bacchus Marsh	Clerical and administrative workers	0		2945
Melton - Bacchus Marsh	Clerical and administrative workers	0		61
Melton - Bacchus Marsh	Clerical and administrative workers	1	Local	139
Melton - Bacchus Marsh	Clerical and administrative workers	1	National	89
Melton - Bacchus Marsh	Clerical and administrative workers	1	State territory	273
Melton - Bacchus Marsh	Community and personal service workers			35
Melton - Bacchus Marsh	Community and personal service workers	0		3138
Melton - Bacchus Marsh	Community and personal service workers	0		74
Melton - Bacchus Marsh	Community and personal service workers	1	Local	111
Melton - Bacchus Marsh	Community and personal service workers	1	National	16
Melton - Bacchus Marsh	Community and personal service workers	1	State territory	1319
Melton - Bacchus Marsh	Labourers			41
Melton - Bacchus Marsh	Labourers	0		2691
Melton - Bacchus Marsh	Labourers	0		61
Melton - Bacchus Marsh	Labourers	1	Local	84
Melton - Bacchus Marsh	Labourers	1	National	3
Melton - Bacchus Marsh	Labourers	1	State territory	53
Melton - Bacchus Marsh	Machinery operators and drivers			34
Melton - Bacchus Marsh	Machinery operators and drivers	0		2211
Melton - Bacchus Marsh	Machinery operators and drivers	0		50
Melton - Bacchus Marsh	Machinery operators and drivers	1	Local	8
Melton - Bacchus Marsh	Machinery operators and drivers	1	National	6
Melton - Bacchus Marsh	Machinery operators and drivers	1	State territory	24
Melton - Bacchus Marsh	Managers			13
Melton - Bacchus Marsh	Managers	0		2610
Melton - Bacchus Marsh	Managers	0		34
Melton - Bacchus Marsh	Managers	1	Local	67
Melton - Bacchus Marsh	Managers	1	National	11
Melton - Bacchus Marsh	Managers	1	State territory	177
Melton - Bacchus Marsh	Professionals			16
Melton - Bacchus Marsh	Professionals	0		3323
Melton - Bacchus Marsh	Professionals	0		55
Melton - Bacchus Marsh	Professionals	1	Local	166
Melton - Bacchus Marsh	Professionals	1	National	31
Melton - Bacchus Marsh	Professionals	1	State territory	1561
Melton - Bacchus Marsh	Sales workers			20
Melton - Bacchus Marsh	Sales workers	0		3803
Melton - Bacchus Marsh	Sales workers	0		94
Melton - Bacchus Marsh	Sales workers	1	Local	3
Melton - Bacchus Marsh	Sales workers	1	National	16
Melton - Bacchus Marsh	Sales workers	1	State territory	4
Melton - Bacchus Marsh	Technicians and trades workers			46
Melton - Bacchus Marsh	Technicians and trades workers	0		3944
Melton - Bacchus Marsh	Technicians and trades workers	0		83
Melton - Bacchus Marsh	Technicians and trades workers	1	Local	33
Melton - Bacchus Marsh	Technicians and trades workers	1	National	6
Melton - Bacchus Marsh	Technicians and trades workers	1	State territory	78
Wyndham				472
Wyndham		0		632
Wyndham		0		166
Wyndham		1	Local	14
Wyndham		1	National	36
Wyndham		1	State territory	28
Wyndham	Clerical and administrative workers			38
Wyndham	Clerical and administrative workers	0		6360
Wyndham	Clerical and administrative workers	0		90
Wyndham	Clerical and administrative workers	1	Local	250
Wyndham	Clerical and administrative workers	1	National	392
Wyndham	Clerical and administrative workers	1	State territory	314
Wyndham	Community and personal service workers			63
Wyndham	Community and personal service workers	0		5765
Wyndham	Community and personal service workers	0		127
Wyndham	Community and personal service workers	1	Local	215
Wyndham	Community and personal service workers	1	National	111
Wyndham	Community and personal service workers	1	State territory	1009
Wyndham	Labourers			84
Wyndham	Labourers	0		6031
Wyndham	Labourers	0		134
Wyndham	Labourers	1	Local	133
Wyndham	Labourers	1	National	13
Wyndham	Labourers	1	State territory	57
Wyndham	Machinery operators and drivers			91
Wyndham	Machinery operators and drivers	0		10038
Wyndham	Machinery operators and drivers	0		147
Wyndham	Machinery operators and drivers	1	Local	30
Wyndham	Machinery operators and drivers	1	National	18
Wyndham	Machinery operators and drivers	1	State territory	51
Wyndham	Managers			39
Wyndham	Managers	0		6240
Wyndham	Managers	0		92
Wyndham	Managers	1	Local	99
Wyndham	Managers	1	National	313
Wyndham	Managers	1	State territory	150
Wyndham	Professionals			57
Wyndham	Professionals	0		7175
Wyndham	Professionals	0		104
Wyndham	Professionals	1	Local	405
Wyndham	Professionals	1	National	598
Wyndham	Professionals	1	State territory	1921
Wyndham	Sales workers			39
Wyndham	Sales workers	0		6942
Wyndham	Sales workers	0		113
Wyndham	Sales workers	1	Local	4
Wyndham	Sales workers	1	National	29
Wyndham	Sales workers	1	State territory	10
Wyndham	Technicians and trades workers			80
Wyndham	Technicians and trades workers	0		6939
Wyndham	Technicians and trades workers	0		153
Wyndham	Technicians and trades workers	1	Local	85
Wyndham	Technicians and trades workers	1	National	166
Wyndham	Technicians and trades workers	1	State territory	106
Frankston				300
Frankston		0		311
Frankston		0		123
Frankston		1	Local	15
Frankston		1	National	10
Frankston		1	State territory	20
Frankston	Clerical and administrative workers			26
Frankston	Clerical and administrative workers	0		4509
Frankston	Clerical and administrative workers	0		89
Frankston	Clerical and administrative workers	1	Local	166
Frankston	Clerical and administrative workers	1	National	151
Frankston	Clerical and administrative workers	1	State territory	671
Frankston	Community and personal service workers			39
Frankston	Community and personal service workers	0		4170
Frankston	Community and personal service workers	0		95
Frankston	Community and personal service workers	1	Local	123
Frankston	Community and personal service workers	1	National	30
Frankston	Community and personal service workers	1	State territory	1101
Frankston	Labourers			61
Frankston	Labourers	0		3800
Frankston	Labourers	0		75
Frankston	Labourers	1	Local	92
Frankston	Labourers	1	National	3
Frankston	Labourers	1	State territory	104
Frankston	Machinery operators and drivers			21
Frankston	Machinery operators and drivers	0		1950
Frankston	Machinery operators and drivers	0		44
Frankston	Machinery operators and drivers	1	Local	21
Frankston	Machinery operators and drivers	1	National	18
Frankston	Machinery operators and drivers	1	State territory	66
Frankston	Managers			16
Frankston	Managers	0		4309
Frankston	Managers	0		93
Frankston	Managers	1	Local	60
Frankston	Managers	1	National	46
Frankston	Managers	1	State territory	318
Frankston	Professionals			31
Frankston	Professionals	0		5174
Frankston	Professionals	0		123
Frankston	Professionals	1	Local	161
Frankston	Professionals	1	National	246
Frankston	Professionals	1	State territory	3672
Frankston	Sales workers			36
Frankston	Sales workers	0		5210
Frankston	Sales workers	0		94
Frankston	Sales workers	1	Local	5
Frankston	Sales workers	1	National	21
Frankston	Sales workers	1	State territory	31
Frankston	Technicians and trades workers			71
Frankston	Technicians and trades workers	0		5499
Frankston	Technicians and trades workers	0		120
Frankston	Technicians and trades workers	1	Local	63
Frankston	Technicians and trades workers	1	National	9
Frankston	Technicians and trades workers	1	State territory	166
Mornington Peninsula				288
Mornington Peninsula		0		396
Mornington Peninsula		0		120
Mornington Peninsula		1	Local	12
Mornington Peninsula		1	National	40
Mornington Peninsula		1	State territory	8
Mornington Peninsula	Clerical and administrative workers			31
Mornington Peninsula	Clerical and administrative workers	0		4745
Mornington Peninsula	Clerical and administrative workers	0		79
Mornington Peninsula	Clerical and administrative workers	1	Local	200
Mornington Peninsula	Clerical and administrative workers	1	National	238
Mornington Peninsula	Clerical and administrative workers	1	State territory	258
Mornington Peninsula	Community and personal service workers			39
Mornington Peninsula	Community and personal service workers	0		5880
Mornington Peninsula	Community and personal service workers	0		134
Mornington Peninsula	Community and personal service workers	1	Local	150
Mornington Peninsula	Community and personal service workers	1	National	566
Mornington Peninsula	Community and personal service workers	1	State territory	772
Mornington Peninsula	Labourers			46
Mornington Peninsula	Labourers	0		5215
Mornington Peninsula	Labourers	0		107
Mornington Peninsula	Labourers	1	Local	86
Mornington Peninsula	Labourers	1	National	13
Mornington Peninsula	Labourers	1	State territory	48
Mornington Peninsula	Machinery operators and drivers			19
Mornington Peninsula	Machinery operators and drivers	0		1675
Mornington Peninsula	Machinery operators and drivers	0		33
Mornington Peninsula	Machinery operators and drivers	1	Local	12
Mornington Peninsula	Machinery operators and drivers	1	National	19
Mornington Peninsula	Machinery operators and drivers	1	State territory	15
Mornington Peninsula	Managers			22
Mornington Peninsula	Managers	0		5384
Mornington Peninsula	Managers	0		104
Mornington Peninsula	Managers	1	Local	71
Mornington Peninsula	Managers	1	National	276
Mornington Peninsula	Managers	1	State territory	138
Mornington Peninsula	Professionals			39
Mornington Peninsula	Professionals	0		6222
Mornington Peninsula	Professionals	0		133
Mornington Peninsula	Professionals	1	Local	200
Mornington Peninsula	Professionals	1	National	238
Mornington Peninsula	Professionals	1	State territory	1623
Mornington Peninsula	Sales workers			29
Mornington Peninsula	Sales workers	0		6118
Mornington Peninsula	Sales workers	0		136
Mornington Peninsula	Sales workers	1	Local	7
Mornington Peninsula	Sales workers	1	National	37
Mornington Peninsula	Sales workers	1	State territory	15
Mornington Peninsula	Technicians and trades workers			66
Mornington Peninsula	Technicians and trades workers	0		7592
Mornington Peninsula	Technicians and trades workers	0		203
Mornington Peninsula	Technicians and trades workers	1	Local	44
Mornington Peninsula	Technicians and trades workers	1	National	532
Mornington Peninsula	Technicians and trades workers	1	State territory	50
Grampians				150
Grampians		0		176
Grampians		0		55
Grampians		1	Local	17
Grampians		1	National	4
Grampians		1	State territory	32
Grampians	Clerical and administrative workers			15
Grampians	Clerical and administrative workers	0		1745
Grampians	Clerical and administrative workers	0		30
Grampians	Clerical and administrative workers	1	Local	156
Grampians	Clerical and administrative workers	1	National	82
Grampians	Clerical and administrative workers	1	State territory	419
Grampians	Community and personal service workers			17
Grampians	Community and personal service workers	0		1843
Grampians	Community and personal service workers	0		49
Grampians	Community and personal service workers	1	Local	106
Grampians	Community and personal service workers	1	National	54
Grampians	Community and personal service workers	1	State territory	1200
Grampians	Labourers			33
Grampians	Labourers	0		3079
Grampians	Labourers	0		74
Grampians	Labourers	1	Local	90
Grampians	Labourers	1	National	4
Grampians	Labourers	1	State territory	250
Grampians	Machinery operators and drivers			17
Grampians	Machinery operators and drivers	0		1240
Grampians	Machinery operators and drivers	0		30
Grampians	Machinery operators and drivers	1	Local	100
Grampians	Machinery operators and drivers	1	National	6
Grampians	Machinery operators and drivers	1	State territory	59
Grampians	Managers			33
Grampians	Managers	0		4910
Grampians	Managers	0		111
Grampians	Managers	1	Local	85
Grampians	Managers	1	National	10
Grampians	Managers	1	State territory	223
Grampians	Professionals			4
Grampians	Professionals	0		2039
Grampians	Professionals	0		48
Grampians	Professionals	1	Local	106
Grampians	Professionals	1	National	48
Grampians	Professionals	1	State territory	1482
Grampians	Sales workers			10
Grampians	Sales workers	0		2170
Grampians	Sales workers	0		44
Grampians	Sales workers	1	Local	6
Grampians	Sales workers	1	National	12
Grampians	Sales workers	1	State territory	11
Grampians	Technicians and trades workers			21
Grampians	Technicians and trades workers	0		2584
Grampians	Technicians and trades workers	0		49
Grampians	Technicians and trades workers	1	Local	78
Grampians	Technicians and trades workers	1	National	11
Grampians	Technicians and trades workers	1	State territory	117
Mildura				157
Mildura		0		172
Mildura		0		61
Mildura		1	Local	5
Mildura		1	National	5
Mildura		1	State territory	10
Mildura	Clerical and administrative workers			14
Mildura	Clerical and administrative workers	0		2114
Mildura	Clerical and administrative workers	0		43
Mildura	Clerical and administrative workers	1	Local	103
Mildura	Clerical and administrative workers	1	National	91
Mildura	Clerical and administrative workers	1	State territory	210
Mildura	Community and personal service workers			11
Mildura	Community and personal service workers	0		1856
Mildura	Community and personal service workers	0		42
Mildura	Community and personal service workers	1	Local	86
Mildura	Community and personal service workers	1	National	14
Mildura	Community and personal service workers	1	State territory	515
Mildura	Labourers			32
Mildura	Labourers	0		2527
Mildura	Labourers	0		61
Mildura	Labourers	1	Local	65
Mildura	Labourers	1	State territory	40
Mildura	Machinery operators and drivers			9
Mildura	Machinery operators and drivers	0		1235
Mildura	Machinery operators and drivers	0		22
Mildura	Machinery operators and drivers	1	Local	48
Mildura	Machinery operators and drivers	1	National	4
Mildura	Machinery operators and drivers	1	State territory	31
Mildura	Managers			21
Mildura	Managers	0		2934
Mildura	Managers	0		82
Mildura	Managers	1	Local	46
Mildura	Managers	1	National	19
Mildura	Managers	1	State territory	144
Mildura	Professionals			6
Mildura	Professionals	0		2625
Mildura	Professionals	0		49
Mildura	Professionals	1	Local	83
Mildura	Professionals	1	National	63
Mildura	Professionals	1	State territory	806
Mildura	Sales workers			9
Mildura	Sales workers	0		2562
Mildura	Sales workers	0		55
Mildura	Sales workers	1	Local	8
Mildura	Sales workers	1	National	8
Mildura	Sales workers	1	State territory	10
Mildura	Technicians and trades workers			27
Mildura	Technicians and trades workers	0		2485
Mildura	Technicians and trades workers	0		57
Mildura	Technicians and trades workers	1	Local	66
Mildura	Technicians and trades workers	1	National	7
Mildura	Technicians and trades workers	1	State territory	71
Murray River - Swan Hill				125
Murray River - Swan Hill		0		132
Murray River - Swan Hill		0		17
Murray River - Swan Hill		1	Local	3
Murray River - Swan Hill		1	National	3
Murray River - Swan Hill		1	State territory	6
Murray River - Swan Hill	Clerical and administrative workers			4
Murray River - Swan Hill	Clerical and administrative workers	0		1265
Murray River - Swan Hill	Clerical and administrative workers	0		26
Murray River - Swan Hill	Clerical and administrative workers	1	Local	99
Murray River - Swan Hill	Clerical and administrative workers	1	National	34
Murray River - Swan Hill	Clerical and administrative workers	1	State territory	199
Murray River - Swan Hill	Community and personal service workers			15
Murray River - Swan Hill	Community and personal service workers	0		942
Murray River - Swan Hill	Community and personal service workers	0		30
Murray River - Swan Hill	Community and personal service workers	1	Local	61
Murray River - Swan Hill	Community and personal service workers	1	National	10
Murray River - Swan Hill	Community and personal service workers	1	State territory	406
Murray River - Swan Hill	Labourers			39
Murray River - Swan Hill	Labourers	0		1855
Murray River - Swan Hill	Labourers	0		48
Murray River - Swan Hill	Labourers	1	Local	63
Murray River - Swan Hill	Labourers	1	State territory	130
Murray River - Swan Hill	Machinery operators and drivers			11
Murray River - Swan Hill	Machinery operators and drivers	0		898
Murray River - Swan Hill	Machinery operators and drivers	0		17
Murray River - Swan Hill	Machinery operators and drivers	1	Local	35
Murray River - Swan Hill	Machinery operators and drivers	1	State territory	26
Murray River - Swan Hill	Managers			29
Murray River - Swan Hill	Managers	0		3275
Murray River - Swan Hill	Managers	0		85
Murray River - Swan Hill	Managers	1	Local	53
Murray River - Swan Hill	Managers	1	National	7
Murray River - Swan Hill	Managers	1	State territory	87
Murray River - Swan Hill	Professionals			7
Murray River - Swan Hill	Professionals	0		1235
Murray River - Swan Hill	Professionals	0		19
Murray River - Swan Hill	Professionals	1	Local	66
Murray River - Swan Hill	Professionals	1	National	10
Murray River - Swan Hill	Professionals	1	State territory	848
Murray River - Swan Hill	Sales workers			11
Murray River - Swan Hill	Sales workers	0		1382
Murray River - Swan Hill	Sales workers	0		33
Murray River - Swan Hill	Sales workers	1	National	3
Murray River - Swan Hill	Sales workers	1	State territory	3
Murray River - Swan Hill	Technicians and trades workers			12
Murray River - Swan Hill	Technicians and trades workers	0		1663
Murray River - Swan Hill	Technicians and trades workers	0		31
Murray River - Swan Hill	Technicians and trades workers	1	Local	47
Murray River - Swan Hill	Technicians and trades workers	1	National	5
Murray River - Swan Hill	Technicians and trades workers	1	State territory	72
Campaspe				110
Campaspe		0		95
Campaspe		0		14
Campaspe		1	Local	3
Campaspe		1	National	7
Campaspe		1	State territory	8
Campaspe	Clerical and administrative workers			6
Campaspe	Clerical and administrative workers	0		1265
Campaspe	Clerical and administrative workers	0		18
Campaspe	Clerical and administrative workers	1	Local	73
Campaspe	Clerical and administrative workers	1	National	46
Campaspe	Clerical and administrative workers	1	State territory	145
Campaspe	Community and personal service workers			15
Campaspe	Community and personal service workers	0		1193
Campaspe	Community and personal service workers	0		31
Campaspe	Community and personal service workers	1	Local	81
Campaspe	Community and personal service workers	1	National	7
Campaspe	Community and personal service workers	1	State territory	318
Campaspe	Labourers			19
Campaspe	Labourers	0		2111
Campaspe	Labourers	0		47
Campaspe	Labourers	1	Local	36
Campaspe	Labourers	1	State territory	68
Campaspe	Machinery operators and drivers			13
Campaspe	Machinery operators and drivers	0		944
Campaspe	Machinery operators and drivers	0		36
Campaspe	Machinery operators and drivers	1	Local	18
Campaspe	Machinery operators and drivers	1	State territory	30
Campaspe	Managers			19
Campaspe	Managers	0		2694
Campaspe	Managers	0		78
Campaspe	Managers	1	Local	40
Campaspe	Managers	1	National	4
Campaspe	Managers	1	State territory	78
Campaspe	Professionals			9
Campaspe	Professionals	0		1426
Campaspe	Professionals	0		27
Campaspe	Professionals	1	Local	55
Campaspe	Professionals	1	National	15
Campaspe	Professionals	1	State territory	719
Campaspe	Sales workers			9
Campaspe	Sales workers	0		1637
Campaspe	Sales workers	0		30
Campaspe	Sales workers	1	Local	5
Campaspe	Sales workers	1	National	4
Campaspe	Sales workers	1	State territory	10
Campaspe	Technicians and trades workers			17
Campaspe	Technicians and trades workers	0		1924
Campaspe	Technicians and trades workers	0		22
Campaspe	Technicians and trades workers	1	Local	36
Campaspe	Technicians and trades workers	1	National	3
Campaspe	Technicians and trades workers	1	State territory	41
Moira				96
Moira		0		96
Moira		0		23
Moira		1	State territory	3
Moira	Clerical and administrative workers			5
Moira	Clerical and administrative workers	0		898
Moira	Clerical and administrative workers	0		25
Moira	Clerical and administrative workers	1	Local	56
Moira	Clerical and administrative workers	1	National	21
Moira	Clerical and administrative workers	1	State territory	55
Moira	Community and personal service workers			11
Moira	Community and personal service workers	0		824
Moira	Community and personal service workers	0		28
Moira	Community and personal service workers	1	Local	15
Moira	Community and personal service workers	1	National	3
Moira	Community and personal service workers	1	State territory	138
Moira	Labourers			17
Moira	Labourers	0		1815
Moira	Labourers	0		61
Moira	Labourers	1	Local	25
Moira	Labourers	1	National	5
Moira	Labourers	1	State territory	44
Moira	Machinery operators and drivers			3
Moira	Machinery operators and drivers	0		687
Moira	Machinery operators and drivers	0		23
Moira	Machinery operators and drivers	1	Local	12
Moira	Machinery operators and drivers	1	State territory	26
Moira	Managers			25
Moira	Managers	0		2018
Moira	Managers	0		66
Moira	Managers	1	Local	22
Moira	Managers	1	National	3
Moira	Managers	1	State territory	41
Moira	Professionals			3
Moira	Professionals	0		962
Moira	Professionals	0		25
Moira	Professionals	1	Local	38
Moira	Professionals	1	State territory	255
Moira	Sales workers			8
Moira	Sales workers	0		957
Moira	Sales workers	0		27
Moira	Sales workers	1	National	11
Moira	Technicians and trades workers			9
Moira	Technicians and trades workers	0		1264
Moira	Technicians and trades workers	0		27
Moira	Technicians and trades workers	1	Local	17
Moira	Technicians and trades workers	1	National	3
Moira	Technicians and trades workers	1	State territory	28
Shepparton				223
Shepparton		0		196
Shepparton		0		87
Shepparton		1	Local	7
Shepparton		1	National	3
Shepparton		1	State territory	19
Shepparton	Clerical and administrative workers			17
Shepparton	Clerical and administrative workers	0		2588
Shepparton	Clerical and administrative workers	0		45
Shepparton	Clerical and administrative workers	1	Local	125
Shepparton	Clerical and administrative workers	1	National	133
Shepparton	Clerical and administrative workers	1	State territory	538
Shepparton	Community and personal service workers			29
Shepparton	Community and personal service workers	0		2218
Shepparton	Community and personal service workers	0		46
Shepparton	Community and personal service workers	1	Local	79
Shepparton	Community and personal service workers	1	National	27
Shepparton	Community and personal service workers	1	State territory	710
Shepparton	Labourers			49
Shepparton	Labourers	0		3313
Shepparton	Labourers	0		74
Shepparton	Labourers	1	Local	56
Shepparton	Labourers	1	National	17
Shepparton	Labourers	1	State territory	104
Shepparton	Machinery operators and drivers			21
Shepparton	Machinery operators and drivers	0		1714
Shepparton	Machinery operators and drivers	0		54
Shepparton	Machinery operators and drivers	1	Local	17
Shepparton	Machinery operators and drivers	1	National	4
Shepparton	Machinery operators and drivers	1	State territory	91
Shepparton	Managers			30
Shepparton	Managers	0		3478
Shepparton	Managers	0		73
Shepparton	Managers	1	Local	66
Shepparton	Managers	1	National	31
Shepparton	Managers	1	State territory	309
Shepparton	Professionals			13
Shepparton	Professionals	0		3057
Shepparton	Professionals	0		67
Shepparton	Professionals	1	Local	111
Shepparton	Professionals	1	National	98
Shepparton	Professionals	1	State territory	1891
Shepparton	Sales workers			17
Shepparton	Sales workers	0		2872
Shepparton	Sales workers	0		57
Shepparton	Sales workers	1	National	13
Shepparton	Sales workers	1	State territory	13
Shepparton	Technicians and trades workers			26
Shepparton	Technicians and trades workers	0		3367
Shepparton	Technicians and trades workers	0		57
Shepparton	Technicians and trades workers	1	Local	45
Shepparton	Technicians and trades workers	1	National	5
Shepparton	Technicians and trades workers	1	State territory	168
Glenelg - Southern Grampians				104
Glenelg - Southern Grampians		0		109
Glenelg - Southern Grampians		0		39
Glenelg - Southern Grampians		1	Local	7
Glenelg - Southern Grampians		1	National	7
Glenelg - Southern Grampians		1	State territory	3
Glenelg - Southern Grampians	Clerical and administrative workers			6
Glenelg - Southern Grampians	Clerical and administrative workers	0		1144
Glenelg - Southern Grampians	Clerical and administrative workers	0		16
Glenelg - Southern Grampians	Clerical and administrative workers	1	Local	95
Glenelg - Southern Grampians	Clerical and administrative workers	1	National	75
Glenelg - Southern Grampians	Clerical and administrative workers	1	State territory	208
Glenelg - Southern Grampians	Community and personal service workers			7
Glenelg - Southern Grampians	Community and personal service workers	0		1061
Glenelg - Southern Grampians	Community and personal service workers	0		21
Glenelg - Southern Grampians	Community and personal service workers	1	Local	76
Glenelg - Southern Grampians	Community and personal service workers	1	National	9
Glenelg - Southern Grampians	Community and personal service workers	1	State territory	426
Glenelg - Southern Grampians	Labourers			16
Glenelg - Southern Grampians	Labourers	0		1624
Glenelg - Southern Grampians	Labourers	0		51
Glenelg - Southern Grampians	Labourers	1	Local	70
Glenelg - Southern Grampians	Labourers	1	State territory	102
Glenelg - Southern Grampians	Machinery operators and drivers			7
Glenelg - Southern Grampians	Machinery operators and drivers	0		1250
Glenelg - Southern Grampians	Machinery operators and drivers	0		25
Glenelg - Southern Grampians	Machinery operators and drivers	1	Local	51
Glenelg - Southern Grampians	Machinery operators and drivers	1	State territory	16
Glenelg - Southern Grampians	Managers			16
Glenelg - Southern Grampians	Managers	0		2708
Glenelg - Southern Grampians	Managers	0		62
Glenelg - Southern Grampians	Managers	1	Local	54
Glenelg - Southern Grampians	Managers	1	National	12
Glenelg - Southern Grampians	Managers	1	State territory	121
Glenelg - Southern Grampians	Professionals			6
Glenelg - Southern Grampians	Professionals	0		1321
Glenelg - Southern Grampians	Professionals	0		32
Glenelg - Southern Grampians	Professionals	1	Local	72
Glenelg - Southern Grampians	Professionals	1	National	22
Glenelg - Southern Grampians	Professionals	1	State territory	865
Glenelg - Southern Grampians	Sales workers			6
Glenelg - Southern Grampians	Sales workers	0		1328
Glenelg - Southern Grampians	Sales workers	0		26
Glenelg - Southern Grampians	Sales workers	1	National	13
Glenelg - Southern Grampians	Sales workers	1	State territory	3
Glenelg - Southern Grampians	Technicians and trades workers			19
Glenelg - Southern Grampians	Technicians and trades workers	0		1823
Glenelg - Southern Grampians	Technicians and trades workers	0		41
Glenelg - Southern Grampians	Technicians and trades workers	1	Local	30
Glenelg - Southern Grampians	Technicians and trades workers	1	National	4
Glenelg - Southern Grampians	Technicians and trades workers	1	State territory	75
Colac - Corangamite				130
Colac - Corangamite		0		152
Colac - Corangamite		0		56
Colac - Corangamite		1	Local	9
Colac - Corangamite		1	State territory	11
Colac - Corangamite	Clerical and administrative workers			9
Colac - Corangamite	Clerical and administrative workers	0		1130
Colac - Corangamite	Clerical and administrative workers	0		27
Colac - Corangamite	Clerical and administrative workers	1	Local	68
Colac - Corangamite	Clerical and administrative workers	1	National	62
Colac - Corangamite	Clerical and administrative workers	1	State territory	98
Colac - Corangamite	Community and personal service workers			14
Colac - Corangamite	Community and personal service workers	0		1315
Colac - Corangamite	Community and personal service workers	0		20
Colac - Corangamite	Community and personal service workers	1	Local	79
Colac - Corangamite	Community and personal service workers	1	National	29
Colac - Corangamite	Community and personal service workers	1	State territory	319
Colac - Corangamite	Labourers			30
Colac - Corangamite	Labourers	0		2668
Colac - Corangamite	Labourers	0		75
Colac - Corangamite	Labourers	1	Local	40
Colac - Corangamite	Labourers	1	National	3
Colac - Corangamite	Labourers	1	State territory	50
Colac - Corangamite	Machinery operators and drivers			6
Colac - Corangamite	Machinery operators and drivers	0		1035
Colac - Corangamite	Machinery operators and drivers	0		31
Colac - Corangamite	Machinery operators and drivers	1	Local	51
Colac - Corangamite	Machinery operators and drivers	1	State territory	7
Colac - Corangamite	Managers			28
Colac - Corangamite	Managers	0		3524
