SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	34125	1097
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	42000	1126
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	52500	1304
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	65625	1431
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	78750	1024
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	91875	918
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	105000	625
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	157500	1036
Sydney - North Sydney and Hornsby	Owner managers of unincorporated enterprises	Inf	1392
Sydney - North Sydney and Hornsby	Status in employment not stated	0	26
Sydney - North Sydney and Hornsby	Status in employment not stated	7875	34
Sydney - North Sydney and Hornsby	Status in employment not stated	15750	56
Sydney - North Sydney and Hornsby	Status in employment not stated	21000	87
Sydney - North Sydney and Hornsby	Status in employment not stated	26250	93
Sydney - North Sydney and Hornsby	Status in employment not stated	34125	133
Sydney - North Sydney and Hornsby	Status in employment not stated	42000	112
Sydney - North Sydney and Hornsby	Status in employment not stated	52500	154
Sydney - North Sydney and Hornsby	Status in employment not stated	65625	146
Sydney - North Sydney and Hornsby	Status in employment not stated	78750	103
Sydney - North Sydney and Hornsby	Status in employment not stated	91875	76
Sydney - North Sydney and Hornsby	Status in employment not stated	105000	63
Sydney - North Sydney and Hornsby	Status in employment not stated	157500	102
Sydney - North Sydney and Hornsby	Status in employment not stated	Inf	95
Sydney - Northern Beaches	Contributing family workers	0	257
Sydney - Northern Beaches	Contributing family workers	7875	91
Sydney - Northern Beaches	Contributing family workers	15750	139
Sydney - Northern Beaches	Contributing family workers	21000	114
Sydney - Northern Beaches	Contributing family workers	26250	93
Sydney - Northern Beaches	Contributing family workers	34125	126
Sydney - Northern Beaches	Contributing family workers	42000	81
Sydney - Northern Beaches	Contributing family workers	52500	96
Sydney - Northern Beaches	Contributing family workers	65625	94
Sydney - Northern Beaches	Contributing family workers	78750	62
Sydney - Northern Beaches	Contributing family workers	91875	58
Sydney - Northern Beaches	Contributing family workers	105000	40
Sydney - Northern Beaches	Contributing family workers	157500	59
Sydney - Northern Beaches	Contributing family workers	Inf	87
Sydney - Northern Beaches	Employee	0	277
Sydney - Northern Beaches	Employee	7875	3581
Sydney - Northern Beaches	Employee	15750	3090
Sydney - Northern Beaches	Employee	21000	3061
Sydney - Northern Beaches	Employee	26250	3727
Sydney - Northern Beaches	Employee	34125	5594
Sydney - Northern Beaches	Employee	42000	7067
Sydney - Northern Beaches	Employee	52500	8407
Sydney - Northern Beaches	Employee	65625	9020
Sydney - Northern Beaches	Employee	78750	6158
Sydney - Northern Beaches	Employee	91875	4912
Sydney - Northern Beaches	Employee	105000	3308
Sydney - Northern Beaches	Employee	157500	4516
Sydney - Northern Beaches	Employee	Inf	2393
Sydney - Northern Beaches	Owner managers of incorporated enterprises	0	74
Sydney - Northern Beaches	Owner managers of incorporated enterprises	7875	78
Sydney - Northern Beaches	Owner managers of incorporated enterprises	15750	151
Sydney - Northern Beaches	Owner managers of incorporated enterprises	21000	243
Sydney - Northern Beaches	Owner managers of incorporated enterprises	26250	315
Sydney - Northern Beaches	Owner managers of incorporated enterprises	34125	547
Sydney - Northern Beaches	Owner managers of incorporated enterprises	42000	735
Sydney - Northern Beaches	Owner managers of incorporated enterprises	52500	967
Sydney - Northern Beaches	Owner managers of incorporated enterprises	65625	1179
Sydney - Northern Beaches	Owner managers of incorporated enterprises	78750	1087
Sydney - Northern Beaches	Owner managers of incorporated enterprises	91875	1293
Sydney - Northern Beaches	Owner managers of incorporated enterprises	105000	769
Sydney - Northern Beaches	Owner managers of incorporated enterprises	157500	1507
Sydney - Northern Beaches	Owner managers of incorporated enterprises	Inf	1822
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	0	74
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	7875	317
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	15750	454
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	21000	469
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	26250	571
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	34125	883
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	42000	916
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	52500	1023
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	65625	1054
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	78750	853
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	91875	681
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	105000	442
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	157500	673
Sydney - Northern Beaches	Owner managers of unincorporated enterprises	Inf	511
Sydney - Northern Beaches	Status in employment not stated	0	12
Sydney - Northern Beaches	Status in employment not stated	7875	23
Sydney - Northern Beaches	Status in employment not stated	15750	20
Sydney - Northern Beaches	Status in employment not stated	21000	42
Sydney - Northern Beaches	Status in employment not stated	26250	49
Sydney - Northern Beaches	Status in employment not stated	34125	71
Sydney - Northern Beaches	Status in employment not stated	42000	75
Sydney - Northern Beaches	Status in employment not stated	52500	86
Sydney - Northern Beaches	Status in employment not stated	65625	77
Sydney - Northern Beaches	Status in employment not stated	78750	48
Sydney - Northern Beaches	Status in employment not stated	91875	40
Sydney - Northern Beaches	Status in employment not stated	105000	31
Sydney - Northern Beaches	Status in employment not stated	157500	30
Sydney - Northern Beaches	Status in employment not stated	Inf	28
Sydney - Outer South West	Contributing family workers	0	188
Sydney - Outer South West	Contributing family workers	7875	98
Sydney - Outer South West	Contributing family workers	15750	102
Sydney - Outer South West	Contributing family workers	21000	111
Sydney - Outer South West	Contributing family workers	26250	79
Sydney - Outer South West	Contributing family workers	34125	81
Sydney - Outer South West	Contributing family workers	42000	67
Sydney - Outer South West	Contributing family workers	52500	57
Sydney - Outer South West	Contributing family workers	65625	46
Sydney - Outer South West	Contributing family workers	78750	19
Sydney - Outer South West	Contributing family workers	91875	16
Sydney - Outer South West	Contributing family workers	105000	13
Sydney - Outer South West	Contributing family workers	157500	13
Sydney - Outer South West	Contributing family workers	Inf	23
Sydney - Outer South West	Employee	0	285
Sydney - Outer South West	Employee	7875	3015
Sydney - Outer South West	Employee	15750	2902
Sydney - Outer South West	Employee	21000	3103
Sydney - Outer South West	Employee	26250	3502
Sydney - Outer South West	Employee	34125	5727
Sydney - Outer South West	Employee	42000	8070
Sydney - Outer South West	Employee	52500	9382
Sydney - Outer South West	Employee	65625	9264
Sydney - Outer South West	Employee	78750	6050
Sydney - Outer South West	Employee	91875	4741
Sydney - Outer South West	Employee	105000	3528
Sydney - Outer South West	Employee	157500	4119
Sydney - Outer South West	Employee	Inf	1308
Sydney - Outer South West	Owner managers of incorporated enterprises	0	28
Sydney - Outer South West	Owner managers of incorporated enterprises	7875	50
Sydney - Outer South West	Owner managers of incorporated enterprises	15750	120
Sydney - Outer South West	Owner managers of incorporated enterprises	21000	175
Sydney - Outer South West	Owner managers of incorporated enterprises	26250	239
Sydney - Outer South West	Owner managers of incorporated enterprises	34125	432
Sydney - Outer South West	Owner managers of incorporated enterprises	42000	493
Sydney - Outer South West	Owner managers of incorporated enterprises	52500	661
Sydney - Outer South West	Owner managers of incorporated enterprises	65625	828
Sydney - Outer South West	Owner managers of incorporated enterprises	78750	613
Sydney - Outer South West	Owner managers of incorporated enterprises	91875	632
Sydney - Outer South West	Owner managers of incorporated enterprises	105000	354
Sydney - Outer South West	Owner managers of incorporated enterprises	157500	540
Sydney - Outer South West	Owner managers of incorporated enterprises	Inf	499
Sydney - Outer South West	Owner managers of unincorporated enterprises	0	43
Sydney - Outer South West	Owner managers of unincorporated enterprises	7875	178
Sydney - Outer South West	Owner managers of unincorporated enterprises	15750	304
Sydney - Outer South West	Owner managers of unincorporated enterprises	21000	355
Sydney - Outer South West	Owner managers of unincorporated enterprises	26250	432
Sydney - Outer South West	Owner managers of unincorporated enterprises	34125	611
Sydney - Outer South West	Owner managers of unincorporated enterprises	42000	612
Sydney - Outer South West	Owner managers of unincorporated enterprises	52500	672
Sydney - Outer South West	Owner managers of unincorporated enterprises	65625	569
Sydney - Outer South West	Owner managers of unincorporated enterprises	78750	367
Sydney - Outer South West	Owner managers of unincorporated enterprises	91875	254
Sydney - Outer South West	Owner managers of unincorporated enterprises	105000	174
Sydney - Outer South West	Owner managers of unincorporated enterprises	157500	208
Sydney - Outer South West	Owner managers of unincorporated enterprises	Inf	183
Sydney - Outer South West	Status in employment not stated	0	17
Sydney - Outer South West	Status in employment not stated	7875	33
Sydney - Outer South West	Status in employment not stated	15750	44
Sydney - Outer South West	Status in employment not stated	21000	59
Sydney - Outer South West	Status in employment not stated	26250	76
Sydney - Outer South West	Status in employment not stated	34125	93
Sydney - Outer South West	Status in employment not stated	42000	116
Sydney - Outer South West	Status in employment not stated	52500	102
Sydney - Outer South West	Status in employment not stated	65625	84
Sydney - Outer South West	Status in employment not stated	78750	56
Sydney - Outer South West	Status in employment not stated	91875	35
Sydney - Outer South West	Status in employment not stated	105000	23
Sydney - Outer South West	Status in employment not stated	157500	29
Sydney - Outer South West	Status in employment not stated	Inf	24
Sydney - Outer West and Blue Mountains	Contributing family workers	0	254
Sydney - Outer West and Blue Mountains	Contributing family workers	7875	95
Sydney - Outer West and Blue Mountains	Contributing family workers	15750	132
Sydney - Outer West and Blue Mountains	Contributing family workers	21000	145
Sydney - Outer West and Blue Mountains	Contributing family workers	26250	113
Sydney - Outer West and Blue Mountains	Contributing family workers	34125	106
Sydney - Outer West and Blue Mountains	Contributing family workers	42000	97
Sydney - Outer West and Blue Mountains	Contributing family workers	52500	81
Sydney - Outer West and Blue Mountains	Contributing family workers	65625	59
Sydney - Outer West and Blue Mountains	Contributing family workers	78750	38
Sydney - Outer West and Blue Mountains	Contributing family workers	91875	26
Sydney - Outer West and Blue Mountains	Contributing family workers	105000	18
Sydney - Outer West and Blue Mountains	Contributing family workers	157500	20
Sydney - Outer West and Blue Mountains	Contributing family workers	Inf	23
Sydney - Outer West and Blue Mountains	Employee	0	346
Sydney - Outer West and Blue Mountains	Employee	7875	3906
Sydney - Outer West and Blue Mountains	Employee	15750	3787
Sydney - Outer West and Blue Mountains	Employee	21000	3890
Sydney - Outer West and Blue Mountains	Employee	26250	4928
Sydney - Outer West and Blue Mountains	Employee	34125	7839
Sydney - Outer West and Blue Mountains	Employee	42000	9889
Sydney - Outer West and Blue Mountains	Employee	52500	11904
Sydney - Outer West and Blue Mountains	Employee	65625	11681
Sydney - Outer West and Blue Mountains	Employee	78750	7962
Sydney - Outer West and Blue Mountains	Employee	91875	6457
Sydney - Outer West and Blue Mountains	Employee	105000	4708
Sydney - Outer West and Blue Mountains	Employee	157500	5142
Sydney - Outer West and Blue Mountains	Employee	Inf	1506
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	0	33
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	7875	55
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	15750	127
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	21000	226
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	26250	252
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	34125	468
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	42000	607
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	52500	805
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	65625	1032
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	78750	756
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	91875	706
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	105000	459
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	157500	702
Sydney - Outer West and Blue Mountains	Owner managers of incorporated enterprises	Inf	611
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	0	84
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	7875	237
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	15750	502
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	21000	591
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	26250	633
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	34125	926
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	42000	914
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	52500	955
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	65625	878
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	78750	600
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	91875	467
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	105000	278
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	157500	336
Sydney - Outer West and Blue Mountains	Owner managers of unincorporated enterprises	Inf	331
Sydney - Outer West and Blue Mountains	Status in employment not stated	0	18
Sydney - Outer West and Blue Mountains	Status in employment not stated	7875	35
Sydney - Outer West and Blue Mountains	Status in employment not stated	15750	43
Sydney - Outer West and Blue Mountains	Status in employment not stated	21000	72
Sydney - Outer West and Blue Mountains	Status in employment not stated	26250	72
Sydney - Outer West and Blue Mountains	Status in employment not stated	34125	95
Sydney - Outer West and Blue Mountains	Status in employment not stated	42000	115
Sydney - Outer West and Blue Mountains	Status in employment not stated	52500	118
Sydney - Outer West and Blue Mountains	Status in employment not stated	65625	83
Sydney - Outer West and Blue Mountains	Status in employment not stated	78750	65
Sydney - Outer West and Blue Mountains	Status in employment not stated	91875	29
Sydney - Outer West and Blue Mountains	Status in employment not stated	105000	19
Sydney - Outer West and Blue Mountains	Status in employment not stated	157500	14
Sydney - Outer West and Blue Mountains	Status in employment not stated	Inf	17
Sydney - Parramatta	Contributing family workers	0	336
Sydney - Parramatta	Contributing family workers	7875	104
Sydney - Parramatta	Contributing family workers	15750	181
Sydney - Parramatta	Contributing family workers	21000	193
Sydney - Parramatta	Contributing family workers	26250	155
Sydney - Parramatta	Contributing family workers	34125	220
Sydney - Parramatta	Contributing family workers	42000	134
Sydney - Parramatta	Contributing family workers	52500	129
Sydney - Parramatta	Contributing family workers	65625	95
Sydney - Parramatta	Contributing family workers	78750	54
Sydney - Parramatta	Contributing family workers	91875	39
Sydney - Parramatta	Contributing family workers	105000	24
Sydney - Parramatta	Contributing family workers	157500	26
Sydney - Parramatta	Contributing family workers	Inf	29
Sydney - Parramatta	Employee	0	726
Sydney - Parramatta	Employee	7875	3851
Sydney - Parramatta	Employee	15750	5433
Sydney - Parramatta	Employee	21000	6295
Sydney - Parramatta	Employee	26250	7524
Sydney - Parramatta	Employee	34125	12509
Sydney - Parramatta	Employee	42000	19742
Sydney - Parramatta	Employee	52500	26466
Sydney - Parramatta	Employee	65625	29815
Sydney - Parramatta	Employee	78750	21197
Sydney - Parramatta	Employee	91875	17255
Sydney - Parramatta	Employee	105000	12890
Sydney - Parramatta	Employee	157500	18353
Sydney - Parramatta	Employee	Inf	7443
Sydney - Parramatta	Owner managers of incorporated enterprises	0	112
Sydney - Parramatta	Owner managers of incorporated enterprises	7875	100
Sydney - Parramatta	Owner managers of incorporated enterprises	15750	213
Sydney - Parramatta	Owner managers of incorporated enterprises	21000	366
Sydney - Parramatta	Owner managers of incorporated enterprises	26250	503
Sydney - Parramatta	Owner managers of incorporated enterprises	34125	943
Sydney - Parramatta	Owner managers of incorporated enterprises	42000	1237
Sydney - Parramatta	Owner managers of incorporated enterprises	52500	1527
Sydney - Parramatta	Owner managers of incorporated enterprises	65625	1791
Sydney - Parramatta	Owner managers of incorporated enterprises	78750	1282
Sydney - Parramatta	Owner managers of incorporated enterprises	91875	1265
Sydney - Parramatta	Owner managers of incorporated enterprises	105000	693
Sydney - Parramatta	Owner managers of incorporated enterprises	157500	1210
Sydney - Parramatta	Owner managers of incorporated enterprises	Inf	1370
Sydney - Parramatta	Owner managers of unincorporated enterprises	0	100
Sydney - Parramatta	Owner managers of unincorporated enterprises	7875	241
Sydney - Parramatta	Owner managers of unincorporated enterprises	15750	528
Sydney - Parramatta	Owner managers of unincorporated enterprises	21000	741
Sydney - Parramatta	Owner managers of unincorporated enterprises	26250	886
Sydney - Parramatta	Owner managers of unincorporated enterprises	34125	1237
Sydney - Parramatta	Owner managers of unincorporated enterprises	42000	1116
Sydney - Parramatta	Owner managers of unincorporated enterprises	52500	1197
Sydney - Parramatta	Owner managers of unincorporated enterprises	65625	1147
Sydney - Parramatta	Owner managers of unincorporated enterprises	78750	652
Sydney - Parramatta	Owner managers of unincorporated enterprises	91875	527
Sydney - Parramatta	Owner managers of unincorporated enterprises	105000	313
Sydney - Parramatta	Owner managers of unincorporated enterprises	157500	448
Sydney - Parramatta	Owner managers of unincorporated enterprises	Inf	409
Sydney - Parramatta	Status in employment not stated	0	39
Sydney - Parramatta	Status in employment not stated	7875	56
Sydney - Parramatta	Status in employment not stated	15750	108
Sydney - Parramatta	Status in employment not stated	21000	122
Sydney - Parramatta	Status in employment not stated	26250	148
Sydney - Parramatta	Status in employment not stated	34125	208
Sydney - Parramatta	Status in employment not stated	42000	242
Sydney - Parramatta	Status in employment not stated	52500	261
Sydney - Parramatta	Status in employment not stated	65625	224
Sydney - Parramatta	Status in employment not stated	78750	134
Sydney - Parramatta	Status in employment not stated	91875	88
Sydney - Parramatta	Status in employment not stated	105000	71
Sydney - Parramatta	Status in employment not stated	157500	68
Sydney - Parramatta	Status in employment not stated	Inf	53
Sydney - Ryde	Contributing family workers	0	143
Sydney - Ryde	Contributing family workers	7875	76
Sydney - Ryde	Contributing family workers	15750	63
Sydney - Ryde	Contributing family workers	21000	76
Sydney - Ryde	Contributing family workers	26250	77
Sydney - Ryde	Contributing family workers	34125	76
Sydney - Ryde	Contributing family workers	42000	57
Sydney - Ryde	Contributing family workers	52500	60
Sydney - Ryde	Contributing family workers	65625	49
Sydney - Ryde	Contributing family workers	78750	22
Sydney - Ryde	Contributing family workers	91875	28
Sydney - Ryde	Contributing family workers	105000	21
Sydney - Ryde	Contributing family workers	157500	25
Sydney - Ryde	Contributing family workers	Inf	30
Sydney - Ryde	Employee	0	271
Sydney - Ryde	Employee	7875	2480
Sydney - Ryde	Employee	15750	3037
Sydney - Ryde	Employee	21000	2800
Sydney - Ryde	Employee	26250	3252
Sydney - Ryde	Employee	34125	4729
Sydney - Ryde	Employee	42000	6130
Sydney - Ryde	Employee	52500	8078
Sydney - Ryde	Employee	65625	10291
Sydney - Ryde	Employee	78750	8452
Sydney - Ryde	Employee	91875	8096
Sydney - Ryde	Employee	105000	6886
Sydney - Ryde	Employee	157500	13666
Sydney - Ryde	Employee	Inf	9030
Sydney - Ryde	Owner managers of incorporated enterprises	0	64
Sydney - Ryde	Owner managers of incorporated enterprises	7875	43
Sydney - Ryde	Owner managers of incorporated enterprises	15750	104
Sydney - Ryde	Owner managers of incorporated enterprises	21000	169
Sydney - Ryde	Owner managers of incorporated enterprises	26250	186
Sydney - Ryde	Owner managers of incorporated enterprises	34125	326
Sydney - Ryde	Owner managers of incorporated enterprises	42000	403
Sydney - Ryde	Owner managers of incorporated enterprises	52500	509
Sydney - Ryde	Owner managers of incorporated enterprises	65625	659
Sydney - Ryde	Owner managers of incorporated enterprises	78750	518
Sydney - Ryde	Owner managers of incorporated enterprises	91875	548
Sydney - Ryde	Owner managers of incorporated enterprises	105000	343
Sydney - Ryde	Owner managers of incorporated enterprises	157500	634
Sydney - Ryde	Owner managers of incorporated enterprises	Inf	857
Sydney - Ryde	Owner managers of unincorporated enterprises	0	45
Sydney - Ryde	Owner managers of unincorporated enterprises	7875	164
Sydney - Ryde	Owner managers of unincorporated enterprises	15750	268
Sydney - Ryde	Owner managers of unincorporated enterprises	21000	295
Sydney - Ryde	Owner managers of unincorporated enterprises	26250	364
Sydney - Ryde	Owner managers of unincorporated enterprises	34125	465
Sydney - Ryde	Owner managers of unincorporated enterprises	42000	465
Sydney - Ryde	Owner managers of unincorporated enterprises	52500	480
Sydney - Ryde	Owner managers of unincorporated enterprises	65625	517
Sydney - Ryde	Owner managers of unincorporated enterprises	78750	342
Sydney - Ryde	Owner managers of unincorporated enterprises	91875	238
Sydney - Ryde	Owner managers of unincorporated enterprises	105000	203
Sydney - Ryde	Owner managers of unincorporated enterprises	157500	300
Sydney - Ryde	Owner managers of unincorporated enterprises	Inf	276
Sydney - Ryde	Status in employment not stated	0	11
Sydney - Ryde	Status in employment not stated	7875	27
Sydney - Ryde	Status in employment not stated	15750	29
Sydney - Ryde	Status in employment not stated	21000	30
Sydney - Ryde	Status in employment not stated	26250	44
Sydney - Ryde	Status in employment not stated	34125	46
Sydney - Ryde	Status in employment not stated	42000	57
Sydney - Ryde	Status in employment not stated	52500	56
Sydney - Ryde	Status in employment not stated	65625	63
Sydney - Ryde	Status in employment not stated	78750	50
Sydney - Ryde	Status in employment not stated	91875	25
Sydney - Ryde	Status in employment not stated	105000	18
Sydney - Ryde	Status in employment not stated	157500	35
Sydney - Ryde	Status in employment not stated	Inf	37
Sydney - South West	Contributing family workers	0	350
Sydney - South West	Contributing family workers	7875	118
Sydney - South West	Contributing family workers	15750	163
Sydney - South West	Contributing family workers	21000	146
Sydney - South West	Contributing family workers	26250	150
Sydney - South West	Contributing family workers	34125	147
Sydney - South West	Contributing family workers	42000	100
Sydney - South West	Contributing family workers	52500	95
Sydney - South West	Contributing family workers	65625	81
Sydney - South West	Contributing family workers	78750	45
Sydney - South West	Contributing family workers	91875	32
Sydney - South West	Contributing family workers	105000	19
Sydney - South West	Contributing family workers	157500	19
Sydney - South West	Contributing family workers	Inf	26
Sydney - South West	Employee	0	476
Sydney - South West	Employee	7875	3160
Sydney - South West	Employee	15750	4641
Sydney - South West	Employee	21000	4805
Sydney - South West	Employee	26250	5390
Sydney - South West	Employee	34125	8805
Sydney - South West	Employee	42000	12410
Sydney - South West	Employee	52500	15386
Sydney - South West	Employee	65625	15107
Sydney - South West	Employee	78750	10450
Sydney - South West	Employee	91875	8031
Sydney - South West	Employee	105000	5745
Sydney - South West	Employee	157500	6272
Sydney - South West	Employee	Inf	2025
Sydney - South West	Owner managers of incorporated enterprises	0	61
Sydney - South West	Owner managers of incorporated enterprises	7875	61
Sydney - South West	Owner managers of incorporated enterprises	15750	161
Sydney - South West	Owner managers of incorporated enterprises	21000	338
Sydney - South West	Owner managers of incorporated enterprises	26250	401
Sydney - South West	Owner managers of incorporated enterprises	34125	739
Sydney - South West	Owner managers of incorporated enterprises	42000	956
Sydney - South West	Owner managers of incorporated enterprises	52500	1191
Sydney - South West	Owner managers of incorporated enterprises	65625	1412
Sydney - South West	Owner managers of incorporated enterprises	78750	969
Sydney - South West	Owner managers of incorporated enterprises	91875	888
Sydney - South West	Owner managers of incorporated enterprises	105000	525
Sydney - South West	Owner managers of incorporated enterprises	157500	781
Sydney - South West	Owner managers of incorporated enterprises	Inf	824
Sydney - South West	Owner managers of unincorporated enterprises	0	101
Sydney - South West	Owner managers of unincorporated enterprises	7875	168
Sydney - South West	Owner managers of unincorporated enterprises	15750	416
Sydney - South West	Owner managers of unincorporated enterprises	21000	573
Sydney - South West	Owner managers of unincorporated enterprises	26250	716
Sydney - South West	Owner managers of unincorporated enterprises	34125	964
Sydney - South West	Owner managers of unincorporated enterprises	42000	1011
Sydney - South West	Owner managers of unincorporated enterprises	52500	982
Sydney - South West	Owner managers of unincorporated enterprises	65625	926
Sydney - South West	Owner managers of unincorporated enterprises	78750	513
Sydney - South West	Owner managers of unincorporated enterprises	91875	392
Sydney - South West	Owner managers of unincorporated enterprises	105000	218
Sydney - South West	Owner managers of unincorporated enterprises	157500	271
Sydney - South West	Owner managers of unincorporated enterprises	Inf	270
Sydney - South West	Status in employment not stated	0	35
Sydney - South West	Status in employment not stated	7875	63
Sydney - South West	Status in employment not stated	15750	82
Sydney - South West	Status in employment not stated	21000	108
Sydney - South West	Status in employment not stated	26250	128
Sydney - South West	Status in employment not stated	34125	178
Sydney - South West	Status in employment not stated	42000	172
Sydney - South West	Status in employment not stated	52500	200
Sydney - South West	Status in employment not stated	65625	167
Sydney - South West	Status in employment not stated	78750	86
Sydney - South West	Status in employment not stated	91875	59
Sydney - South West	Status in employment not stated	105000	42
Sydney - South West	Status in employment not stated	157500	50
Sydney - South West	Status in employment not stated	Inf	35
Sydney - Sutherland	Contributing family workers	0	170
Sydney - Sutherland	Contributing family workers	7875	67
Sydney - Sutherland	Contributing family workers	15750	92
Sydney - Sutherland	Contributing family workers	21000	92
Sydney - Sutherland	Contributing family workers	26250	66
Sydney - Sutherland	Contributing family workers	34125	76
Sydney - Sutherland	Contributing family workers	42000	65
Sydney - Sutherland	Contributing family workers	52500	59
Sydney - Sutherland	Contributing family workers	65625	61
Sydney - Sutherland	Contributing family workers	78750	30
Sydney - Sutherland	Contributing family workers	91875	25
Sydney - Sutherland	Contributing family workers	105000	14
Sydney - Sutherland	Contributing family workers	157500	27
Sydney - Sutherland	Contributing family workers	Inf	29
Sydney - Sutherland	Employee	0	195
Sydney - Sutherland	Employee	7875	3464
Sydney - Sutherland	Employee	15750	3063
Sydney - Sutherland	Employee	21000	2871
Sydney - Sutherland	Employee	26250	3390
Sydney - Sutherland	Employee	34125	4910
Sydney - Sutherland	Employee	42000	5885
Sydney - Sutherland	Employee	52500	6622
Sydney - Sutherland	Employee	65625	6556
Sydney - Sutherland	Employee	78750	4434
Sydney - Sutherland	Employee	91875	3572
Sydney - Sutherland	Employee	105000	2580
Sydney - Sutherland	Employee	157500	3130
Sydney - Sutherland	Employee	Inf	1089
Sydney - Sutherland	Owner managers of incorporated enterprises	0	42
Sydney - Sutherland	Owner managers of incorporated enterprises	7875	44
Sydney - Sutherland	Owner managers of incorporated enterprises	15750	95
Sydney - Sutherland	Owner managers of incorporated enterprises	21000	157
Sydney - Sutherland	Owner managers of incorporated enterprises	26250	169
Sydney - Sutherland	Owner managers of incorporated enterprises	34125	384
Sydney - Sutherland	Owner managers of incorporated enterprises	42000	551
Sydney - Sutherland	Owner managers of incorporated enterprises	52500	678
Sydney - Sutherland	Owner managers of incorporated enterprises	65625	869
Sydney - Sutherland	Owner managers of incorporated enterprises	78750	654
Sydney - Sutherland	Owner managers of incorporated enterprises	91875	806
Sydney - Sutherland	Owner managers of incorporated enterprises	105000	493
Sydney - Sutherland	Owner managers of incorporated enterprises	157500	812
Sydney - Sutherland	Owner managers of incorporated enterprises	Inf	864
Sydney - Sutherland	Owner managers of unincorporated enterprises	0	46
Sydney - Sutherland	Owner managers of unincorporated enterprises	7875	210
Sydney - Sutherland	Owner managers of unincorporated enterprises	15750	278
Sydney - Sutherland	Owner managers of unincorporated enterprises	21000	364
Sydney - Sutherland	Owner managers of unincorporated enterprises	26250	375
Sydney - Sutherland	Owner managers of unincorporated enterprises	34125	568
Sydney - Sutherland	Owner managers of unincorporated enterprises	42000	596
Sydney - Sutherland	Owner managers of unincorporated enterprises	52500	655
Sydney - Sutherland	Owner managers of unincorporated enterprises	65625	707
Sydney - Sutherland	Owner managers of unincorporated enterprises	78750	432
Sydney - Sutherland	Owner managers of unincorporated enterprises	91875	422
Sydney - Sutherland	Owner managers of unincorporated enterprises	105000	244
Sydney - Sutherland	Owner managers of unincorporated enterprises	157500	355
Sydney - Sutherland	Owner managers of unincorporated enterprises	Inf	295
Sydney - Sutherland	Status in employment not stated	0	6
Sydney - Sutherland	Status in employment not stated	7875	35
Sydney - Sutherland	Status in employment not stated	15750	28
Sydney - Sutherland	Status in employment not stated	21000	40
Sydney - Sutherland	Status in employment not stated	26250	47
