SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
Darling Downs - Maranoa	Professionals	Design engineering science and transport professionals	M	882
Darling Downs - Maranoa	Professionals	Education professionals	F	1754
Darling Downs - Maranoa	Professionals	Education professionals	M	481
Darling Downs - Maranoa	Professionals	Health professionals	F	1299
Darling Downs - Maranoa	Professionals	Health professionals	M	385
Darling Downs - Maranoa	Professionals	Information and Communication Technology ICT professionals	F	16
Darling Downs - Maranoa	Professionals	Information and Communication Technology ICT professionals	M	74
Darling Downs - Maranoa	Professionals	Legal social and welfare professionals	F	223
Darling Downs - Maranoa	Professionals	Legal social and welfare professionals	M	148
Darling Downs - Maranoa	Professionals	Professionals nfd	F	11
Darling Downs - Maranoa	Professionals	Professionals nfd	M	19
Darling Downs - Maranoa	Sales workers	Sales assistants and salespersons	F	1989
Darling Downs - Maranoa	Sales workers	Sales assistants and salespersons	M	1031
Darling Downs - Maranoa	Sales workers	Sales representatives and agents	F	211
Darling Downs - Maranoa	Sales workers	Sales representatives and agents	M	287
Darling Downs - Maranoa	Sales workers	Sales support workers	F	425
Darling Downs - Maranoa	Sales workers	Sales support workers	M	122
Darling Downs - Maranoa	Sales workers	Sales workers nfd	M	4
Darling Downs - Maranoa	Technicians and trades workers	Automotive and engineering trades workers	F	55
Darling Downs - Maranoa	Technicians and trades workers	Automotive and engineering trades workers	M	3009
Darling Downs - Maranoa	Technicians and trades workers	Construction trades workers	F	18
Darling Downs - Maranoa	Technicians and trades workers	Construction trades workers	M	885
Darling Downs - Maranoa	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	14
Darling Downs - Maranoa	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	874
Darling Downs - Maranoa	Technicians and trades workers	Engineering ICT and science technicians	F	180
Darling Downs - Maranoa	Technicians and trades workers	Engineering ICT and science technicians	M	767
Darling Downs - Maranoa	Technicians and trades workers	Food trades workers	F	359
Darling Downs - Maranoa	Technicians and trades workers	Food trades workers	M	492
Darling Downs - Maranoa	Technicians and trades workers	Other technicians and trades workers	F	345
Darling Downs - Maranoa	Technicians and trades workers	Other technicians and trades workers	M	644
Darling Downs - Maranoa	Technicians and trades workers	Skilled animal and horticultural workers	F	188
Darling Downs - Maranoa	Technicians and trades workers	Skilled animal and horticultural workers	M	348
Darling Downs - Maranoa	Technicians and trades workers	Technicians and trades workers nfd	F	3
Darling Downs - Maranoa	Technicians and trades workers	Technicians and trades workers nfd	M	115
Central Queensland			F	511
Central Queensland			M	936
Central Queensland	Clerical and administrative workers	Clerical and administrative workers nfd	F	12
Central Queensland	Clerical and administrative workers	Clerical and administrative workers nfd	M	10
Central Queensland	Clerical and administrative workers	Clerical and office support workers	F	384
Central Queensland	Clerical and administrative workers	Clerical and office support workers	M	232
Central Queensland	Clerical and administrative workers	General clerical workers	F	2479
Central Queensland	Clerical and administrative workers	General clerical workers	M	171
Central Queensland	Clerical and administrative workers	Inquiry clerks and receptionists	F	1669
Central Queensland	Clerical and administrative workers	Inquiry clerks and receptionists	M	135
Central Queensland	Clerical and administrative workers	Numerical clerks	F	1855
Central Queensland	Clerical and administrative workers	Numerical clerks	M	190
Central Queensland	Clerical and administrative workers	Office managers and program administrators	F	1677
Central Queensland	Clerical and administrative workers	Office managers and program administrators	M	404
Central Queensland	Clerical and administrative workers	Other clerical and administrative workers	F	938
Central Queensland	Clerical and administrative workers	Other clerical and administrative workers	M	715
Central Queensland	Clerical and administrative workers	Personal assistants and secretaries	F	590
Central Queensland	Clerical and administrative workers	Personal assistants and secretaries	M	12
Central Queensland	Community and personal service workers	Carers and aides	F	4006
Central Queensland	Community and personal service workers	Carers and aides	M	451
Central Queensland	Community and personal service workers	Community and personal service workers nfd	F	3
Central Queensland	Community and personal service workers	Health and welfare support workers	F	970
Central Queensland	Community and personal service workers	Health and welfare support workers	M	284
Central Queensland	Community and personal service workers	Hospitality workers	F	1459
Central Queensland	Community and personal service workers	Hospitality workers	M	338
Central Queensland	Community and personal service workers	Protective service workers	F	289
Central Queensland	Community and personal service workers	Protective service workers	M	1010
Central Queensland	Community and personal service workers	Sports and personal service workers	F	682
Central Queensland	Community and personal service workers	Sports and personal service workers	M	281
Central Queensland	Labourers	Cleaners and laundry workers	F	2152
Central Queensland	Labourers	Cleaners and laundry workers	M	791
Central Queensland	Labourers	Construction and mining labourers	F	64
Central Queensland	Labourers	Construction and mining labourers	M	1711
Central Queensland	Labourers	Factory process workers	F	416
Central Queensland	Labourers	Factory process workers	M	1121
Central Queensland	Labourers	Farm forestry and garden workers	F	339
Central Queensland	Labourers	Farm forestry and garden workers	M	1004
Central Queensland	Labourers	Food preparation assistants	F	821
Central Queensland	Labourers	Food preparation assistants	M	649
Central Queensland	Labourers	Labourers nfd	F	51
Central Queensland	Labourers	Labourers nfd	M	330
Central Queensland	Labourers	Other labourers	F	685
Central Queensland	Labourers	Other labourers	M	1458
Central Queensland	Machinery operators and drivers	Machine and stationary plant operators	F	407
Central Queensland	Machinery operators and drivers	Machine and stationary plant operators	M	5223
Central Queensland	Machinery operators and drivers	Machinery operators and drivers nfd	F	13
Central Queensland	Machinery operators and drivers	Machinery operators and drivers nfd	M	286
Central Queensland	Machinery operators and drivers	Mobile plant operators	F	54
Central Queensland	Machinery operators and drivers	Mobile plant operators	M	1250
Central Queensland	Machinery operators and drivers	Road and rail drivers	F	430
Central Queensland	Machinery operators and drivers	Road and rail drivers	M	3124
Central Queensland	Machinery operators and drivers	Storepersons	F	116
Central Queensland	Machinery operators and drivers	Storepersons	M	552
Central Queensland	Managers	Chief executives general managers and legislators	F	160
Central Queensland	Managers	Chief executives general managers and legislators	M	364
Central Queensland	Managers	Farmers and farm managers	F	1029
Central Queensland	Managers	Farmers and farm managers	M	2019
Central Queensland	Managers	Hospitality retail and service managers	F	1956
Central Queensland	Managers	Hospitality retail and service managers	M	1605
Central Queensland	Managers	Managers nfd	F	58
Central Queensland	Managers	Managers nfd	M	149
Central Queensland	Managers	Specialist managers	F	1202
Central Queensland	Managers	Specialist managers	M	2432
Central Queensland	Professionals	Arts and media professionals	F	147
Central Queensland	Professionals	Arts and media professionals	M	99
Central Queensland	Professionals	Business human resource and marketing professionals	F	1346
Central Queensland	Professionals	Business human resource and marketing professionals	M	905
Central Queensland	Professionals	Design engineering science and transport professionals	F	536
Central Queensland	Professionals	Design engineering science and transport professionals	M	1760
Central Queensland	Professionals	Education professionals	F	3339
Central Queensland	Professionals	Education professionals	M	971
Central Queensland	Professionals	Health professionals	F	2625
Central Queensland	Professionals	Health professionals	M	928
Central Queensland	Professionals	Information and Communication Technology ICT professionals	F	74
Central Queensland	Professionals	Information and Communication Technology ICT professionals	M	275
Central Queensland	Professionals	Legal social and welfare professionals	F	674
Central Queensland	Professionals	Legal social and welfare professionals	M	325
Central Queensland	Professionals	Professionals nfd	F	67
Central Queensland	Professionals	Professionals nfd	M	48
Central Queensland	Sales workers	Sales assistants and salespersons	F	4424
Central Queensland	Sales workers	Sales assistants and salespersons	M	1792
Central Queensland	Sales workers	Sales representatives and agents	F	522
Central Queensland	Sales workers	Sales representatives and agents	M	467
Central Queensland	Sales workers	Sales support workers	F	1062
Central Queensland	Sales workers	Sales support workers	M	317
Central Queensland	Sales workers	Sales workers nfd	F	5
Central Queensland	Sales workers	Sales workers nfd	M	4
Central Queensland	Technicians and trades workers	Automotive and engineering trades workers	F	110
Central Queensland	Technicians and trades workers	Automotive and engineering trades workers	M	6072
Central Queensland	Technicians and trades workers	Construction trades workers	F	35
Central Queensland	Technicians and trades workers	Construction trades workers	M	1525
Central Queensland	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	92
Central Queensland	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	2740
Central Queensland	Technicians and trades workers	Engineering ICT and science technicians	F	468
Central Queensland	Technicians and trades workers	Engineering ICT and science technicians	M	2182
Central Queensland	Technicians and trades workers	Food trades workers	F	590
Central Queensland	Technicians and trades workers	Food trades workers	M	749
Central Queensland	Technicians and trades workers	Other technicians and trades workers	F	681
Central Queensland	Technicians and trades workers	Other technicians and trades workers	M	860
Central Queensland	Technicians and trades workers	Skilled animal and horticultural workers	F	261
Central Queensland	Technicians and trades workers	Skilled animal and horticultural workers	M	517
Central Queensland	Technicians and trades workers	Technicians and trades workers nfd	F	11
Central Queensland	Technicians and trades workers	Technicians and trades workers nfd	M	219
Gold Coast			F	1682
Gold Coast			M	2324
Gold Coast	Clerical and administrative workers	Clerical and administrative workers nfd	F	56
Gold Coast	Clerical and administrative workers	Clerical and administrative workers nfd	M	15
Gold Coast	Clerical and administrative workers	Clerical and office support workers	F	628
Gold Coast	Clerical and administrative workers	Clerical and office support workers	M	760
Gold Coast	Clerical and administrative workers	General clerical workers	F	5488
Gold Coast	Clerical and administrative workers	General clerical workers	M	655
Gold Coast	Clerical and administrative workers	Inquiry clerks and receptionists	F	5819
Gold Coast	Clerical and administrative workers	Inquiry clerks and receptionists	M	792
Gold Coast	Clerical and administrative workers	Numerical clerks	F	6130
Gold Coast	Clerical and administrative workers	Numerical clerks	M	1018
Gold Coast	Clerical and administrative workers	Office managers and program administrators	F	4715
Gold Coast	Clerical and administrative workers	Office managers and program administrators	M	1110
Gold Coast	Clerical and administrative workers	Other clerical and administrative workers	F	2422
Gold Coast	Clerical and administrative workers	Other clerical and administrative workers	M	1728
Gold Coast	Clerical and administrative workers	Personal assistants and secretaries	F	2177
Gold Coast	Clerical and administrative workers	Personal assistants and secretaries	M	63
Gold Coast	Community and personal service workers	Carers and aides	F	9261
Gold Coast	Community and personal service workers	Carers and aides	M	1262
Gold Coast	Community and personal service workers	Community and personal service workers nfd	F	13
Gold Coast	Community and personal service workers	Community and personal service workers nfd	M	10
Gold Coast	Community and personal service workers	Health and welfare support workers	F	2080
Gold Coast	Community and personal service workers	Health and welfare support workers	M	668
Gold Coast	Community and personal service workers	Hospitality workers	F	6276
Gold Coast	Community and personal service workers	Hospitality workers	M	2553
Gold Coast	Community and personal service workers	Protective service workers	F	481
Gold Coast	Community and personal service workers	Protective service workers	M	2088
Gold Coast	Community and personal service workers	Sports and personal service workers	F	3096
Gold Coast	Community and personal service workers	Sports and personal service workers	M	1882
Gold Coast	Labourers	Cleaners and laundry workers	F	4163
Gold Coast	Labourers	Cleaners and laundry workers	M	2904
Gold Coast	Labourers	Construction and mining labourers	F	60
Gold Coast	Labourers	Construction and mining labourers	M	3399
Gold Coast	Labourers	Factory process workers	F	936
Gold Coast	Labourers	Factory process workers	M	1988
Gold Coast	Labourers	Farm forestry and garden workers	F	303
Gold Coast	Labourers	Farm forestry and garden workers	M	867
Gold Coast	Labourers	Food preparation assistants	F	1808
Gold Coast	Labourers	Food preparation assistants	M	2337
Gold Coast	Labourers	Labourers nfd	F	67
Gold Coast	Labourers	Labourers nfd	M	612
Gold Coast	Labourers	Other labourers	F	1039
Gold Coast	Labourers	Other labourers	M	3029
Gold Coast	Machinery operators and drivers	Machine and stationary plant operators	F	610
Gold Coast	Machinery operators and drivers	Machine and stationary plant operators	M	2102
Gold Coast	Machinery operators and drivers	Machinery operators and drivers nfd	F	16
Gold Coast	Machinery operators and drivers	Machinery operators and drivers nfd	M	167
Gold Coast	Machinery operators and drivers	Mobile plant operators	F	84
Gold Coast	Machinery operators and drivers	Mobile plant operators	M	1611
Gold Coast	Machinery operators and drivers	Road and rail drivers	F	368
Gold Coast	Machinery operators and drivers	Road and rail drivers	M	5600
Gold Coast	Machinery operators and drivers	Storepersons	F	449
Gold Coast	Machinery operators and drivers	Storepersons	M	1703
Gold Coast	Managers	Chief executives general managers and legislators	F	690
Gold Coast	Managers	Chief executives general managers and legislators	M	2029
Gold Coast	Managers	Farmers and farm managers	F	137
Gold Coast	Managers	Farmers and farm managers	M	274
Gold Coast	Managers	Hospitality retail and service managers	F	5986
Gold Coast	Managers	Hospitality retail and service managers	M	6104
Gold Coast	Managers	Managers nfd	F	315
Gold Coast	Managers	Managers nfd	M	669
Gold Coast	Managers	Specialist managers	F	4545
Gold Coast	Managers	Specialist managers	M	8370
Gold Coast	Professionals	Arts and media professionals	F	905
Gold Coast	Professionals	Arts and media professionals	M	969
Gold Coast	Professionals	Business human resource and marketing professionals	F	4854
Gold Coast	Professionals	Business human resource and marketing professionals	M	4598
Gold Coast	Professionals	Design engineering science and transport professionals	F	1613
Gold Coast	Professionals	Design engineering science and transport professionals	M	3386
Gold Coast	Professionals	Education professionals	F	7630
Gold Coast	Professionals	Education professionals	M	3055
Gold Coast	Professionals	Health professionals	F	8357
Gold Coast	Professionals	Health professionals	M	3288
Gold Coast	Professionals	Information and Communication Technology ICT professionals	F	290
Gold Coast	Professionals	Information and Communication Technology ICT professionals	M	1621
Gold Coast	Professionals	Legal social and welfare professionals	F	1838
Gold Coast	Professionals	Legal social and welfare professionals	M	1124
Gold Coast	Professionals	Professionals nfd	F	284
Gold Coast	Professionals	Professionals nfd	M	219
Gold Coast	Sales workers	Sales assistants and salespersons	F	12209
Gold Coast	Sales workers	Sales assistants and salespersons	M	6567
Gold Coast	Sales workers	Sales representatives and agents	F	2979
Gold Coast	Sales workers	Sales representatives and agents	M	3611
Gold Coast	Sales workers	Sales support workers	F	3365
Gold Coast	Sales workers	Sales support workers	M	1251
Gold Coast	Sales workers	Sales workers nfd	F	37
Gold Coast	Sales workers	Sales workers nfd	M	24
Gold Coast	Technicians and trades workers	Automotive and engineering trades workers	F	80
Gold Coast	Technicians and trades workers	Automotive and engineering trades workers	M	5401
Gold Coast	Technicians and trades workers	Construction trades workers	F	118
Gold Coast	Technicians and trades workers	Construction trades workers	M	6547
Gold Coast	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	74
Gold Coast	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	3694
Gold Coast	Technicians and trades workers	Engineering ICT and science technicians	F	1047
Gold Coast	Technicians and trades workers	Engineering ICT and science technicians	M	2974
Gold Coast	Technicians and trades workers	Food trades workers	F	1351
Gold Coast	Technicians and trades workers	Food trades workers	M	3717
Gold Coast	Technicians and trades workers	Other technicians and trades workers	F	2079
Gold Coast	Technicians and trades workers	Other technicians and trades workers	M	2672
Gold Coast	Technicians and trades workers	Skilled animal and horticultural workers	F	783
Gold Coast	Technicians and trades workers	Skilled animal and horticultural workers	M	1680
Gold Coast	Technicians and trades workers	Technicians and trades workers nfd	F	13
Gold Coast	Technicians and trades workers	Technicians and trades workers nfd	M	359
Ipswich			F	673
Ipswich			M	1196
Ipswich	Clerical and administrative workers	Clerical and administrative workers nfd	F	16
Ipswich	Clerical and administrative workers	Clerical and administrative workers nfd	M	13
Ipswich	Clerical and administrative workers	Clerical and office support workers	F	277
Ipswich	Clerical and administrative workers	Clerical and office support workers	M	330
Ipswich	Clerical and administrative workers	General clerical workers	F	2294
Ipswich	Clerical and administrative workers	General clerical workers	M	312
Ipswich	Clerical and administrative workers	Inquiry clerks and receptionists	F	1791
Ipswich	Clerical and administrative workers	Inquiry clerks and receptionists	M	190
Ipswich	Clerical and administrative workers	Numerical clerks	F	2213
Ipswich	Clerical and administrative workers	Numerical clerks	M	412
Ipswich	Clerical and administrative workers	Office managers and program administrators	F	1571
Ipswich	Clerical and administrative workers	Office managers and program administrators	M	467
Ipswich	Clerical and administrative workers	Other clerical and administrative workers	F	1173
Ipswich	Clerical and administrative workers	Other clerical and administrative workers	M	1183
Ipswich	Clerical and administrative workers	Personal assistants and secretaries	F	558
Ipswich	Clerical and administrative workers	Personal assistants and secretaries	M	16
Ipswich	Community and personal service workers	Carers and aides	F	5677
Ipswich	Community and personal service workers	Carers and aides	M	752
Ipswich	Community and personal service workers	Community and personal service workers nfd	F	5
Ipswich	Community and personal service workers	Health and welfare support workers	F	1266
Ipswich	Community and personal service workers	Health and welfare support workers	M	626
Ipswich	Community and personal service workers	Hospitality workers	F	1396
Ipswich	Community and personal service workers	Hospitality workers	M	357
Ipswich	Community and personal service workers	Protective service workers	F	808
Ipswich	Community and personal service workers	Protective service workers	M	2310
Ipswich	Community and personal service workers	Sports and personal service workers	F	734
Ipswich	Community and personal service workers	Sports and personal service workers	M	389
Ipswich	Labourers	Cleaners and laundry workers	F	1617
Ipswich	Labourers	Cleaners and laundry workers	M	1005
Ipswich	Labourers	Construction and mining labourers	F	30
Ipswich	Labourers	Construction and mining labourers	M	1163
Ipswich	Labourers	Factory process workers	F	1880
Ipswich	Labourers	Factory process workers	M	3277
Ipswich	Labourers	Farm forestry and garden workers	F	306
Ipswich	Labourers	Farm forestry and garden workers	M	735
Ipswich	Labourers	Food preparation assistants	F	813
Ipswich	Labourers	Food preparation assistants	M	775
Ipswich	Labourers	Labourers nfd	F	60
Ipswich	Labourers	Labourers nfd	M	390
Ipswich	Labourers	Other labourers	F	500
Ipswich	Labourers	Other labourers	M	1506
Ipswich	Machinery operators and drivers	Machine and stationary plant operators	F	252
Ipswich	Machinery operators and drivers	Machine and stationary plant operators	M	1787
Ipswich	Machinery operators and drivers	Machinery operators and drivers nfd	F	13
Ipswich	Machinery operators and drivers	Machinery operators and drivers nfd	M	159
Ipswich	Machinery operators and drivers	Mobile plant operators	F	77
Ipswich	Machinery operators and drivers	Mobile plant operators	M	1897
Ipswich	Machinery operators and drivers	Road and rail drivers	F	270
Ipswich	Machinery operators and drivers	Road and rail drivers	M	3732
Ipswich	Machinery operators and drivers	Storepersons	F	433
Ipswich	Machinery operators and drivers	Storepersons	M	1482
Ipswich	Managers	Chief executives general managers and legislators	F	176
Ipswich	Managers	Chief executives general managers and legislators	M	677
Ipswich	Managers	Farmers and farm managers	F	431
Ipswich	Managers	Farmers and farm managers	M	968
Ipswich	Managers	Hospitality retail and service managers	F	1796
Ipswich	Managers	Hospitality retail and service managers	M	2022
Ipswich	Managers	Managers nfd	F	89
Ipswich	Managers	Managers nfd	M	230
Ipswich	Managers	Specialist managers	F	1838
Ipswich	Managers	Specialist managers	M	4109
Ipswich	Professionals	Arts and media professionals	F	179
Ipswich	Professionals	Arts and media professionals	M	172
Ipswich	Professionals	Business human resource and marketing professionals	F	1477
Ipswich	Professionals	Business human resource and marketing professionals	M	1456
Ipswich	Professionals	Design engineering science and transport professionals	F	481
Ipswich	Professionals	Design engineering science and transport professionals	M	1485
Ipswich	Professionals	Education professionals	F	4071
Ipswich	Professionals	Education professionals	M	1308
Ipswich	Professionals	Health professionals	F	3187
Ipswich	Professionals	Health professionals	M	1319
Ipswich	Professionals	Information and Communication Technology ICT professionals	F	86
Ipswich	Professionals	Information and Communication Technology ICT professionals	M	492
Ipswich	Professionals	Legal social and welfare professionals	F	1030
Ipswich	Professionals	Legal social and welfare professionals	M	490
Ipswich	Professionals	Professionals nfd	F	72
Ipswich	Professionals	Professionals nfd	M	72
Ipswich	Sales workers	Sales assistants and salespersons	F	4434
Ipswich	Sales workers	Sales assistants and salespersons	M	2536
Ipswich	Sales workers	Sales representatives and agents	F	742
Ipswich	Sales workers	Sales representatives and agents	M	936
Ipswich	Sales workers	Sales support workers	F	1180
Ipswich	Sales workers	Sales support workers	M	441
Ipswich	Sales workers	Sales workers nfd	F	13
Ipswich	Sales workers	Sales workers nfd	M	17
Ipswich	Technicians and trades workers	Automotive and engineering trades workers	F	72
Ipswich	Technicians and trades workers	Automotive and engineering trades workers	M	4883
Ipswich	Technicians and trades workers	Construction trades workers	F	57
Ipswich	Technicians and trades workers	Construction trades workers	M	1989
Ipswich	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	47
Ipswich	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1776
Ipswich	Technicians and trades workers	Engineering ICT and science technicians	F	367
Ipswich	Technicians and trades workers	Engineering ICT and science technicians	M	1306
Ipswich	Technicians and trades workers	Food trades workers	F	492
Ipswich	Technicians and trades workers	Food trades workers	M	977
Ipswich	Technicians and trades workers	Other technicians and trades workers	F	706
Ipswich	Technicians and trades workers	Other technicians and trades workers	M	690
Ipswich	Technicians and trades workers	Skilled animal and horticultural workers	F	404
Ipswich	Technicians and trades workers	Skilled animal and horticultural workers	M	748
Ipswich	Technicians and trades workers	Technicians and trades workers nfd	F	8
Ipswich	Technicians and trades workers	Technicians and trades workers nfd	M	191
Logan - Beaudesert			F	655
Logan - Beaudesert			M	929
Logan - Beaudesert	Clerical and administrative workers	Clerical and administrative workers nfd	F	21
Logan - Beaudesert	Clerical and administrative workers	Clerical and administrative workers nfd	M	6
Logan - Beaudesert	Clerical and administrative workers	Clerical and office support workers	F	380
Logan - Beaudesert	Clerical and administrative workers	Clerical and office support workers	M	450
Logan - Beaudesert	Clerical and administrative workers	General clerical workers	F	2282
Logan - Beaudesert	Clerical and administrative workers	General clerical workers	M	287
Logan - Beaudesert	Clerical and administrative workers	Inquiry clerks and receptionists	F	1862
Logan - Beaudesert	Clerical and administrative workers	Inquiry clerks and receptionists	M	153
Logan - Beaudesert	Clerical and administrative workers	Numerical clerks	F	2397
Logan - Beaudesert	Clerical and administrative workers	Numerical clerks	M	410
Logan - Beaudesert	Clerical and administrative workers	Office managers and program administrators	F	1837
Logan - Beaudesert	Clerical and administrative workers	Office managers and program administrators	M	424
Logan - Beaudesert	Clerical and administrative workers	Other clerical and administrative workers	F	906
Logan - Beaudesert	Clerical and administrative workers	Other clerical and administrative workers	M	793
Logan - Beaudesert	Clerical and administrative workers	Personal assistants and secretaries	F	627
Logan - Beaudesert	Clerical and administrative workers	Personal assistants and secretaries	M	16
Logan - Beaudesert	Community and personal service workers	Carers and aides	F	5669
Logan - Beaudesert	Community and personal service workers	Carers and aides	M	679
Logan - Beaudesert	Community and personal service workers	Community and personal service workers nfd	F	3
Logan - Beaudesert	Community and personal service workers	Health and welfare support workers	F	978
Logan - Beaudesert	Community and personal service workers	Health and welfare support workers	M	367
Logan - Beaudesert	Community and personal service workers	Hospitality workers	F	1143
Logan - Beaudesert	Community and personal service workers	Hospitality workers	M	285
Logan - Beaudesert	Community and personal service workers	Protective service workers	F	263
Logan - Beaudesert	Community and personal service workers	Protective service workers	M	783
Logan - Beaudesert	Community and personal service workers	Sports and personal service workers	F	820
Logan - Beaudesert	Community and personal service workers	Sports and personal service workers	M	411
Logan - Beaudesert	Labourers	Cleaners and laundry workers	F	1332
Logan - Beaudesert	Labourers	Cleaners and laundry workers	M	870
Logan - Beaudesert	Labourers	Construction and mining labourers	F	34
Logan - Beaudesert	Labourers	Construction and mining labourers	M	1555
Logan - Beaudesert	Labourers	Factory process workers	F	700
Logan - Beaudesert	Labourers	Factory process workers	M	1245
Logan - Beaudesert	Labourers	Farm forestry and garden workers	F	315
Logan - Beaudesert	Labourers	Farm forestry and garden workers	M	510
Logan - Beaudesert	Labourers	Food preparation assistants	F	831
Logan - Beaudesert	Labourers	Food preparation assistants	M	804
Logan - Beaudesert	Labourers	Labourers nfd	F	36
Logan - Beaudesert	Labourers	Labourers nfd	M	326
Logan - Beaudesert	Labourers	Other labourers	F	614
Logan - Beaudesert	Labourers	Other labourers	M	1462
Logan - Beaudesert	Machinery operators and drivers	Machine and stationary plant operators	F	232
Logan - Beaudesert	Machinery operators and drivers	Machine and stationary plant operators	M	1012
Logan - Beaudesert	Machinery operators and drivers	Machinery operators and drivers nfd	F	4
Logan - Beaudesert	Machinery operators and drivers	Machinery operators and drivers nfd	M	110
Logan - Beaudesert	Machinery operators and drivers	Mobile plant operators	F	39
Logan - Beaudesert	Machinery operators and drivers	Mobile plant operators	M	987
Logan - Beaudesert	Machinery operators and drivers	Road and rail drivers	F	250
Logan - Beaudesert	Machinery operators and drivers	Road and rail drivers	M	3118
Logan - Beaudesert	Machinery operators and drivers	Storepersons	F	258
Logan - Beaudesert	Machinery operators and drivers	Storepersons	M	1105
Logan - Beaudesert	Managers	Chief executives general managers and legislators	F	202
Logan - Beaudesert	Managers	Chief executives general managers and legislators	M	662
Logan - Beaudesert	Managers	Farmers and farm managers	F	187
Logan - Beaudesert	Managers	Farmers and farm managers	M	444
Logan - Beaudesert	Managers	Hospitality retail and service managers	F	1839
Logan - Beaudesert	Managers	Hospitality retail and service managers	M	2103
Logan - Beaudesert	Managers	Managers nfd	F	100
Logan - Beaudesert	Managers	Managers nfd	M	236
Logan - Beaudesert	Managers	Specialist managers	F	1526
Logan - Beaudesert	Managers	Specialist managers	M	3304
Logan - Beaudesert	Professionals	Arts and media professionals	F	184
Logan - Beaudesert	Professionals	Arts and media professionals	M	163
Logan - Beaudesert	Professionals	Business human resource and marketing professionals	F	1418
Logan - Beaudesert	Professionals	Business human resource and marketing professionals	M	1297
Logan - Beaudesert	Professionals	Design engineering science and transport professionals	F	481
Logan - Beaudesert	Professionals	Design engineering science and transport professionals	M	874
Logan - Beaudesert	Professionals	Education professionals	F	3981
Logan - Beaudesert	Professionals	Education professionals	M	1197
Logan - Beaudesert	Professionals	Health professionals	F	2863
Logan - Beaudesert	Professionals	Health professionals	M	1081
Logan - Beaudesert	Professionals	Information and Communication Technology ICT professionals	F	76
Logan - Beaudesert	Professionals	Information and Communication Technology ICT professionals	M	487
Logan - Beaudesert	Professionals	Legal social and welfare professionals	F	1030
Logan - Beaudesert	Professionals	Legal social and welfare professionals	M	434
Logan - Beaudesert	Professionals	Professionals nfd	F	53
Logan - Beaudesert	Professionals	Professionals nfd	M	40
Logan - Beaudesert	Sales workers	Sales assistants and salespersons	F	4949
Logan - Beaudesert	Sales workers	Sales assistants and salespersons	M	2846
Logan - Beaudesert	Sales workers	Sales representatives and agents	F	895
Logan - Beaudesert	Sales workers	Sales representatives and agents	M	1160
Logan - Beaudesert	Sales workers	Sales support workers	F	1299
Logan - Beaudesert	Sales workers	Sales support workers	M	436
Logan - Beaudesert	Sales workers	Sales workers nfd	F	16
Logan - Beaudesert	Sales workers	Sales workers nfd	M	11
Logan - Beaudesert	Technicians and trades workers	Automotive and engineering trades workers	F	43
Logan - Beaudesert	Technicians and trades workers	Automotive and engineering trades workers	M	2933
Logan - Beaudesert	Technicians and trades workers	Construction trades workers	F	73
Logan - Beaudesert	Technicians and trades workers	Construction trades workers	M	2596
Logan - Beaudesert	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	50
Logan - Beaudesert	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	1689
Logan - Beaudesert	Technicians and trades workers	Engineering ICT and science technicians	F	343
Logan - Beaudesert	Technicians and trades workers	Engineering ICT and science technicians	M	1133
Logan - Beaudesert	Technicians and trades workers	Food trades workers	F	403
Logan - Beaudesert	Technicians and trades workers	Food trades workers	M	739
Logan - Beaudesert	Technicians and trades workers	Other technicians and trades workers	F	711
Logan - Beaudesert	Technicians and trades workers	Other technicians and trades workers	M	972
Logan - Beaudesert	Technicians and trades workers	Skilled animal and horticultural workers	F	378
Logan - Beaudesert	Technicians and trades workers	Skilled animal and horticultural workers	M	571
Logan - Beaudesert	Technicians and trades workers	Technicians and trades workers nfd	F	13
Logan - Beaudesert	Technicians and trades workers	Technicians and trades workers nfd	M	163
Mackay - Isaac - Whitsunday			F	445
Mackay - Isaac - Whitsunday			M	831
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Clerical and administrative workers nfd	F	12
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Clerical and office support workers	F	294
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Clerical and office support workers	M	184
Mackay - Isaac - Whitsunday	Clerical and administrative workers	General clerical workers	F	1923
Mackay - Isaac - Whitsunday	Clerical and administrative workers	General clerical workers	M	90
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Inquiry clerks and receptionists	F	1244
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Inquiry clerks and receptionists	M	80
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Numerical clerks	F	1598
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Numerical clerks	M	135
