SA4_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
North West	157500	0		1564
North West	157500	1	Local	89
North West	157500	1	National	22
North West	157500	1	State territory	480
North West	Inf			18
North West	Inf	0		998
North West	Inf	1	Local	28
North West	Inf	1	National	3
North West	Inf	1	State territory	76
Shepparton				191
Shepparton		0		914
Shepparton		1	Local	14
Shepparton		1	National	3
Shepparton		1	State territory	56
Shepparton	0			47
Shepparton	0	0		634
Shepparton	0	1	Local	3
Shepparton	0	1	National	3
Shepparton	0	1	State territory	10
Shepparton	7875			48
Shepparton	7875	0		2284
Shepparton	7875	1	Local	15
Shepparton	7875	1	National	17
Shepparton	7875	1	State territory	33
Shepparton	15750			45
Shepparton	15750	0		1945
Shepparton	15750	1	Local	29
Shepparton	15750	1	National	17
Shepparton	15750	1	State territory	65
Shepparton	21000			74
Shepparton	21000	0		2529
Shepparton	21000	1	Local	34
Shepparton	21000	1	National	29
Shepparton	21000	1	State territory	126
Shepparton	26250			63
Shepparton	26250	0		3229
Shepparton	26250	1	Local	38
Shepparton	26250	1	National	23
Shepparton	26250	1	State territory	173
Shepparton	34125			95
Shepparton	34125	0		5071
Shepparton	34125	1	Local	70
Shepparton	34125	1	National	38
Shepparton	34125	1	State territory	372
Shepparton	42000			94
Shepparton	42000	0		6264
Shepparton	42000	1	Local	73
Shepparton	42000	1	National	36
Shepparton	42000	1	State territory	526
Shepparton	52500			68
Shepparton	52500	0		6860
Shepparton	52500	1	Local	109
Shepparton	52500	1	National	59
Shepparton	52500	1	State territory	694
Shepparton	65625			46
Shepparton	65625	0		6061
Shepparton	65625	1	Local	272
Shepparton	65625	1	National	80
Shepparton	65625	1	State territory	990
Shepparton	78750			23
Shepparton	78750	0		3332
Shepparton	78750	1	Local	137
Shepparton	78750	1	National	66
Shepparton	78750	1	State territory	923
Shepparton	91875			8
Shepparton	91875	0		2449
Shepparton	91875	1	Local	109
Shepparton	91875	1	National	36
Shepparton	91875	1	State territory	753
Shepparton	105000			3
Shepparton	105000	0		1498
Shepparton	105000	1	Local	62
Shepparton	105000	1	National	31
Shepparton	105000	1	State territory	526
Shepparton	157500			10
Shepparton	157500	0		1633
Shepparton	157500	1	Local	64
Shepparton	157500	1	National	20
Shepparton	157500	1	State territory	466
Shepparton	Inf			14
Shepparton	Inf	0		922
Shepparton	Inf	1	Local	16
Shepparton	Inf	1	National	13
Shepparton	Inf	1	State territory	134
Warrnambool and South West				167
Warrnambool and South West		0		859
Warrnambool and South West		1	Local	17
Warrnambool and South West		1	National	4
Warrnambool and South West		1	State territory	50
Warrnambool and South West	0			26
Warrnambool and South West	0	0		682
Warrnambool and South West	0	1	Local	3
Warrnambool and South West	0	1	National	4
Warrnambool and South West	0	1	State territory	3
Warrnambool and South West	7875			45
Warrnambool and South West	7875	0		2465
Warrnambool and South West	7875	1	Local	22
Warrnambool and South West	7875	1	National	11
Warrnambool and South West	7875	1	State territory	49
Warrnambool and South West	15750			50
Warrnambool and South West	15750	0		2286
Warrnambool and South West	15750	1	Local	40
Warrnambool and South West	15750	1	National	28
Warrnambool and South West	15750	1	State territory	107
Warrnambool and South West	21000			34
Warrnambool and South West	21000	0		2718
Warrnambool and South West	21000	1	Local	57
Warrnambool and South West	21000	1	National	25
Warrnambool and South West	21000	1	State territory	137
Warrnambool and South West	26250			60
Warrnambool and South West	26250	0		3290
Warrnambool and South West	26250	1	Local	85
Warrnambool and South West	26250	1	National	28
Warrnambool and South West	26250	1	State territory	201
Warrnambool and South West	34125			79
Warrnambool and South West	34125	0		4878
Warrnambool and South West	34125	1	Local	122
Warrnambool and South West	34125	1	National	54
Warrnambool and South West	34125	1	State territory	470
Warrnambool and South West	42000			88
Warrnambool and South West	42000	0		5723
Warrnambool and South West	42000	1	Local	135
Warrnambool and South West	42000	1	National	66
Warrnambool and South West	42000	1	State territory	507
Warrnambool and South West	52500			63
Warrnambool and South West	52500	0		6420
Warrnambool and South West	52500	1	Local	229
Warrnambool and South West	52500	1	National	67
Warrnambool and South West	52500	1	State territory	697
Warrnambool and South West	65625			29
Warrnambool and South West	65625	0		5688
Warrnambool and South West	65625	1	Local	312
Warrnambool and South West	65625	1	National	97
Warrnambool and South West	65625	1	State territory	861
Warrnambool and South West	78750			28
Warrnambool and South West	78750	0		3213
Warrnambool and South West	78750	1	Local	175
Warrnambool and South West	78750	1	National	83
Warrnambool and South West	78750	1	State territory	718
Warrnambool and South West	91875			9
Warrnambool and South West	91875	0		2408
Warrnambool and South West	91875	1	Local	127
Warrnambool and South West	91875	1	National	61
Warrnambool and South West	91875	1	State territory	619
Warrnambool and South West	105000			13
Warrnambool and South West	105000	0		1596
Warrnambool and South West	105000	1	Local	59
Warrnambool and South West	105000	1	National	30
Warrnambool and South West	105000	1	State territory	462
Warrnambool and South West	157500			17
Warrnambool and South West	157500	0		1840
Warrnambool and South West	157500	1	Local	83
Warrnambool and South West	157500	1	National	48
Warrnambool and South West	157500	1	State territory	332
Warrnambool and South West	Inf			13
Warrnambool and South West	Inf	0		1135
Warrnambool and South West	Inf	1	Local	22
Warrnambool and South West	Inf	1	National	15
Warrnambool and South West	Inf	1	State territory	83
Migratory - Offshore - Shipping (Vic.)		0		5
Migratory - Offshore - Shipping (Vic.)	26250	0		3
Migratory - Offshore - Shipping (Vic.)	34125	0		5
Migratory - Offshore - Shipping (Vic.)	42000	0		10
Migratory - Offshore - Shipping (Vic.)	52500	0		5
Migratory - Offshore - Shipping (Vic.)	65625	0		9
Migratory - Offshore - Shipping (Vic.)	78750	0		6
Migratory - Offshore - Shipping (Vic.)	78750	1	State territory	3
Migratory - Offshore - Shipping (Vic.)	91875	0		8
Migratory - Offshore - Shipping (Vic.)	105000	0		11
Migratory - Offshore - Shipping (Vic.)	157500	0		29
Migratory - Offshore - Shipping (Vic.)	Inf	0		60
No usual address (Vic.)				461
No usual address (Vic.)		0		2405
No usual address (Vic.)		1	Local	34
No usual address (Vic.)		1	National	10
No usual address (Vic.)		1	State territory	19
No usual address (Vic.)	0			91
No usual address (Vic.)	0	0		987
No usual address (Vic.)	0	1	National	31
No usual address (Vic.)	0	1	State territory	13
No usual address (Vic.)	7875			100
No usual address (Vic.)	7875	0		3258
No usual address (Vic.)	7875	1	Local	55
No usual address (Vic.)	7875	1	National	87
No usual address (Vic.)	7875	1	State territory	24
No usual address (Vic.)	15750			138
No usual address (Vic.)	15750	0		5539
No usual address (Vic.)	15750	1	Local	95
No usual address (Vic.)	15750	1	National	94
No usual address (Vic.)	15750	1	State territory	52
No usual address (Vic.)	21000			151
No usual address (Vic.)	21000	0		6431
No usual address (Vic.)	21000	1	Local	120
No usual address (Vic.)	21000	1	National	62
No usual address (Vic.)	21000	1	State territory	63
No usual address (Vic.)	26250			168
No usual address (Vic.)	26250	0		8519
No usual address (Vic.)	26250	1	Local	167
No usual address (Vic.)	26250	1	National	84
No usual address (Vic.)	26250	1	State territory	75
No usual address (Vic.)	34125			192
No usual address (Vic.)	34125	0		11786
No usual address (Vic.)	34125	1	Local	290
No usual address (Vic.)	34125	1	National	85
No usual address (Vic.)	34125	1	State territory	126
No usual address (Vic.)	42000			202
No usual address (Vic.)	42000	0		12549
No usual address (Vic.)	42000	1	Local	249
No usual address (Vic.)	42000	1	National	68
No usual address (Vic.)	42000	1	State territory	139
No usual address (Vic.)	52500			217
No usual address (Vic.)	52500	0		14763
No usual address (Vic.)	52500	1	Local	204
No usual address (Vic.)	52500	1	National	94
No usual address (Vic.)	52500	1	State territory	223
No usual address (Vic.)	65625			186
No usual address (Vic.)	65625	0		15457
No usual address (Vic.)	65625	1	Local	155
No usual address (Vic.)	65625	1	National	109
No usual address (Vic.)	65625	1	State territory	240
No usual address (Vic.)	78750			86
No usual address (Vic.)	78750	0		10921
No usual address (Vic.)	78750	1	Local	49
No usual address (Vic.)	78750	1	National	62
No usual address (Vic.)	78750	1	State territory	188
No usual address (Vic.)	91875			52
No usual address (Vic.)	91875	0		8095
No usual address (Vic.)	91875	1	Local	19
No usual address (Vic.)	91875	1	National	56
No usual address (Vic.)	91875	1	State territory	189
No usual address (Vic.)	105000			37
No usual address (Vic.)	105000	0		4700
No usual address (Vic.)	105000	1	Local	8
No usual address (Vic.)	105000	1	National	43
No usual address (Vic.)	105000	1	State territory	119
No usual address (Vic.)	157500			33
No usual address (Vic.)	157500	0		5145
No usual address (Vic.)	157500	1	Local	6
No usual address (Vic.)	157500	1	National	43
No usual address (Vic.)	157500	1	State territory	142
No usual address (Vic.)	Inf			31
No usual address (Vic.)	Inf	0		2267
No usual address (Vic.)	Inf	1	Local	3
No usual address (Vic.)	Inf	1	National	14
No usual address (Vic.)	Inf	1	State territory	38
Brisbane - East				229
Brisbane - East		0		983
Brisbane - East		1	Local	9
Brisbane - East		1	National	5
Brisbane - East		1	State territory	71
Brisbane - East	0			30
Brisbane - East	0	0		538
Brisbane - East	0	1	National	3
Brisbane - East	0	1	State territory	6
Brisbane - East	7875			26
Brisbane - East	7875	0		3486
Brisbane - East	7875	1	National	8
Brisbane - East	7875	1	State territory	41
Brisbane - East	15750			30
Brisbane - East	15750	0		3299
Brisbane - East	15750	1	Local	13
Brisbane - East	15750	1	National	8
Brisbane - East	15750	1	State territory	113
Brisbane - East	21000			46
Brisbane - East	21000	0		3257
Brisbane - East	21000	1	Local	5
Brisbane - East	21000	1	National	15
Brisbane - East	21000	1	State territory	117
Brisbane - East	26250			56
Brisbane - East	26250	0		3817
Brisbane - East	26250	1	Local	17
Brisbane - East	26250	1	National	20
Brisbane - East	26250	1	State territory	188
Brisbane - East	34125			85
Brisbane - East	34125	0		6172
Brisbane - East	34125	1	Local	32
Brisbane - East	34125	1	National	36
Brisbane - East	34125	1	State territory	361
Brisbane - East	42000			112
Brisbane - East	42000	0		8592
Brisbane - East	42000	1	Local	64
Brisbane - East	42000	1	National	43
Brisbane - East	42000	1	State territory	473
Brisbane - East	52500			90
Brisbane - East	52500	0		10419
Brisbane - East	52500	1	Local	128
Brisbane - East	52500	1	National	68
Brisbane - East	52500	1	State territory	545
Brisbane - East	65625			83
Brisbane - East	65625	0		10138
Brisbane - East	65625	1	Local	244
Brisbane - East	65625	1	National	105
Brisbane - East	65625	1	State territory	830
Brisbane - East	78750			42
Brisbane - East	78750	0		6261
Brisbane - East	78750	1	Local	191
Brisbane - East	78750	1	National	92
Brisbane - East	78750	1	State territory	710
Brisbane - East	91875			32
Brisbane - East	91875	0		5190
Brisbane - East	91875	1	Local	133
Brisbane - East	91875	1	National	54
Brisbane - East	91875	1	State territory	901
Brisbane - East	105000			22
Brisbane - East	105000	0		3347
Brisbane - East	105000	1	Local	61
Brisbane - East	105000	1	National	24
Brisbane - East	105000	1	State territory	589
Brisbane - East	157500			20
Brisbane - East	157500	0		4556
Brisbane - East	157500	1	Local	53
Brisbane - East	157500	1	National	38
Brisbane - East	157500	1	State territory	540
Brisbane - East	Inf			10
Brisbane - East	Inf	0		2492
Brisbane - East	Inf	1	Local	29
Brisbane - East	Inf	1	National	13
Brisbane - East	Inf	1	State territory	117
Brisbane - North				262
Brisbane - North		0		1148
Brisbane - North		1	Local	14
Brisbane - North		1	National	29
Brisbane - North		1	State territory	89
Brisbane - North	0			25
Brisbane - North	0	0		457
Brisbane - North	0	1	National	3
Brisbane - North	0	1	State territory	12
Brisbane - North	7875			32
Brisbane - North	7875	0		3424
Brisbane - North	7875	1	Local	3
Brisbane - North	7875	1	National	9
Brisbane - North	7875	1	State territory	71
Brisbane - North	15750			47
Brisbane - North	15750	0		3526
Brisbane - North	15750	1	Local	3
Brisbane - North	15750	1	National	28
Brisbane - North	15750	1	State territory	110
Brisbane - North	21000			52
Brisbane - North	21000	0		3682
Brisbane - North	21000	1	Local	4
Brisbane - North	21000	1	National	36
Brisbane - North	21000	1	State territory	178
Brisbane - North	26250			78
Brisbane - North	26250	0		4449
Brisbane - North	26250	1	Local	10
Brisbane - North	26250	1	National	58
Brisbane - North	26250	1	State territory	228
Brisbane - North	34125			118
Brisbane - North	34125	0		7605
Brisbane - North	34125	1	Local	22
Brisbane - North	34125	1	National	96
Brisbane - North	34125	1	State territory	490
Brisbane - North	42000			122
Brisbane - North	42000	0		11622
Brisbane - North	42000	1	Local	54
Brisbane - North	42000	1	National	182
Brisbane - North	42000	1	State territory	681
Brisbane - North	52500			130
Brisbane - North	52500	0		14274
Brisbane - North	52500	1	Local	205
Brisbane - North	52500	1	National	310
Brisbane - North	52500	1	State territory	1048
Brisbane - North	65625			98
Brisbane - North	65625	0		14027
Brisbane - North	65625	1	Local	325
Brisbane - North	65625	1	National	493
Brisbane - North	65625	1	State territory	1803
Brisbane - North	78750			53
Brisbane - North	78750	0		8821
Brisbane - North	78750	1	Local	195
Brisbane - North	78750	1	National	547
Brisbane - North	78750	1	State territory	1660
Brisbane - North	91875			48
Brisbane - North	91875	0		7186
Brisbane - North	91875	1	Local	117
Brisbane - North	91875	1	National	555
Brisbane - North	91875	1	State territory	1855
Brisbane - North	105000			34
Brisbane - North	105000	0		4623
Brisbane - North	105000	1	Local	82
Brisbane - North	105000	1	National	349
Brisbane - North	105000	1	State territory	1211
Brisbane - North	157500			23
Brisbane - North	157500	0		6580
Brisbane - North	157500	1	Local	57
Brisbane - North	157500	1	National	721
Brisbane - North	157500	1	State territory	1596
Brisbane - North	Inf			13
Brisbane - North	Inf	0		3594
Brisbane - North	Inf	1	Local	17
Brisbane - North	Inf	1	National	350
Brisbane - North	Inf	1	State territory	469
Brisbane - South				363
Brisbane - South		0		1516
Brisbane - South		1	Local	11
Brisbane - South		1	National	37
Brisbane - South		1	State territory	129
Brisbane - South	0			75
Brisbane - South	0	0		836
Brisbane - South	0	1	National	13
Brisbane - South	0	1	State territory	22
Brisbane - South	7875			69
Brisbane - South	7875	0		4821
Brisbane - South	7875	1	Local	3
Brisbane - South	7875	1	National	64
Brisbane - South	7875	1	State territory	83
Brisbane - South	15750			98
Brisbane - South	15750	0		5643
Brisbane - South	15750	1	Local	3
Brisbane - South	15750	1	National	107
Brisbane - South	15750	1	State territory	196
Brisbane - South	21000			108
Brisbane - South	21000	0		5935
Brisbane - South	21000	1	Local	3
Brisbane - South	21000	1	National	99
Brisbane - South	21000	1	State territory	279
Brisbane - South	26250			113
Brisbane - South	26250	0		6913
Brisbane - South	26250	1	Local	20
Brisbane - South	26250	1	National	143
Brisbane - South	26250	1	State territory	406
Brisbane - South	34125			174
Brisbane - South	34125	0		10870
Brisbane - South	34125	1	Local	37
Brisbane - South	34125	1	National	277
Brisbane - South	34125	1	State territory	853
Brisbane - South	42000			186
Brisbane - South	42000	0		14977
Brisbane - South	42000	1	Local	71
Brisbane - South	42000	1	National	300
Brisbane - South	42000	1	State territory	1152
Brisbane - South	52500			187
Brisbane - South	52500	0		18822
Brisbane - South	52500	1	Local	159
Brisbane - South	52500	1	National	467
Brisbane - South	52500	1	State territory	1869
Brisbane - South	65625			171
Brisbane - South	65625	0		18868
Brisbane - South	65625	1	Local	277
Brisbane - South	65625	1	National	792
Brisbane - South	65625	1	State territory	3026
Brisbane - South	78750			81
Brisbane - South	78750	0		12161
Brisbane - South	78750	1	Local	192
Brisbane - South	78750	1	National	770
Brisbane - South	78750	1	State territory	2823
Brisbane - South	91875			42
Brisbane - South	91875	0		9591
Brisbane - South	91875	1	Local	97
Brisbane - South	91875	1	National	739
Brisbane - South	91875	1	State territory	3083
Brisbane - South	105000			21
Brisbane - South	105000	0		5795
Brisbane - South	105000	1	Local	62
Brisbane - South	105000	1	National	471
Brisbane - South	105000	1	State territory	1949
Brisbane - South	157500			38
Brisbane - South	157500	0		8053
Brisbane - South	157500	1	Local	37
Brisbane - South	157500	1	National	811
Brisbane - South	157500	1	State territory	2063
Brisbane - South	Inf			11
Brisbane - South	Inf	0		4376
Brisbane - South	Inf	1	Local	10
Brisbane - South	Inf	1	National	279
Brisbane - South	Inf	1	State territory	498
Brisbane - West				121
Brisbane - West		0		488
Brisbane - West		1	Local	7
Brisbane - West		1	National	79
Brisbane - West		1	State territory	28
Brisbane - West	0			17
Brisbane - West	0	0		378
Brisbane - West	0	1	National	39
Brisbane - West	0	1	State territory	4
Brisbane - West	7875			28
Brisbane - West	7875	0		2989
Brisbane - West	7875	1	National	269
Brisbane - West	7875	1	State territory	74
Brisbane - West	15750			25
Brisbane - West	15750	0		3059
Brisbane - West	15750	1	National	375
Brisbane - West	15750	1	State territory	125
Brisbane - West	21000			28
Brisbane - West	21000	0		2705
Brisbane - West	21000	1	National	220
Brisbane - West	21000	1	State territory	150
Brisbane - West	26250			18
Brisbane - West	26250	0		2962
Brisbane - West	26250	1	Local	6
Brisbane - West	26250	1	National	251
Brisbane - West	26250	1	State territory	159
Brisbane - West	34125			44
Brisbane - West	34125	0		4248
Brisbane - West	34125	1	Local	14
Brisbane - West	34125	1	National	510
Brisbane - West	34125	1	State territory	307
Brisbane - West	42000			51
Brisbane - West	42000	0		4778
Brisbane - West	42000	1	Local	25
Brisbane - West	42000	1	National	440
Brisbane - West	42000	1	State territory	346
Brisbane - West	52500			49
Brisbane - West	52500	0		5041
Brisbane - West	52500	1	Local	55
Brisbane - West	52500	1	National	918
Brisbane - West	52500	1	State territory	438
Brisbane - West	65625			50
Brisbane - West	65625	0		4673
Brisbane - West	65625	1	Local	78
Brisbane - West	65625	1	National	2053
Brisbane - West	65625	1	State territory	558
Brisbane - West	78750			27
Brisbane - West	78750	0		2738
Brisbane - West	78750	1	Local	44
Brisbane - West	78750	1	National	2374
Brisbane - West	78750	1	State territory	568
Brisbane - West	91875			18
Brisbane - West	91875	0		2613
Brisbane - West	91875	1	Local	33
Brisbane - West	91875	1	National	1912
Brisbane - West	91875	1	State territory	700
Brisbane - West	105000			13
Brisbane - West	105000	0		1562
Brisbane - West	105000	1	Local	3
Brisbane - West	105000	1	National	1093
Brisbane - West	105000	1	State territory	450
Brisbane - West	157500			9
Brisbane - West	157500	0		2176
Brisbane - West	157500	1	Local	5
Brisbane - West	157500	1	National	1526
Brisbane - West	157500	1	State territory	349
Brisbane - West	Inf			16
Brisbane - West	Inf	0		1562
Brisbane - West	Inf	1	National	531
Brisbane - West	Inf	1	State territory	41
Brisbane Inner City				675
Brisbane Inner City		0		2404
Brisbane Inner City		1	Local	38
Brisbane Inner City		1	National	113
Brisbane Inner City		1	State territory	361
Brisbane Inner City	0			109
Brisbane Inner City	0	0		1221
Brisbane Inner City	0	1	Local	4
Brisbane Inner City	0	1	National	38
Brisbane Inner City	0	1	State territory	74
Brisbane Inner City	7875			131
Brisbane Inner City	7875	0		5301
Brisbane Inner City	7875	1	Local	9
Brisbane Inner City	7875	1	National	170
Brisbane Inner City	7875	1	State territory	143
Brisbane Inner City	15750			160
Brisbane Inner City	15750	0		7258
Brisbane Inner City	15750	1	Local	19
Brisbane Inner City	15750	1	National	221
Brisbane Inner City	15750	1	State territory	284
Brisbane Inner City	21000			170
Brisbane Inner City	21000	0		8131
Brisbane Inner City	21000	1	Local	31
Brisbane Inner City	21000	1	National	210
Brisbane Inner City	21000	1	State territory	334
Brisbane Inner City	26250			192
Brisbane Inner City	26250	0		9650
Brisbane Inner City	26250	1	Local	35
Brisbane Inner City	26250	1	National	293
Brisbane Inner City	26250	1	State territory	497
Brisbane Inner City	34125			207
Brisbane Inner City	34125	0		14418
Brisbane Inner City	34125	1	Local	98
Brisbane Inner City	34125	1	National	550
Brisbane Inner City	34125	1	State territory	1144
Brisbane Inner City	42000			267
Brisbane Inner City	42000	0		19449
Brisbane Inner City	42000	1	Local	190
Brisbane Inner City	42000	1	National	702
Brisbane Inner City	42000	1	State territory	1855
Brisbane Inner City	52500			288
Brisbane Inner City	52500	0		26256
Brisbane Inner City	52500	1	Local	434
Brisbane Inner City	52500	1	National	1171
Brisbane Inner City	52500	1	State territory	3432
Brisbane Inner City	65625			267
Brisbane Inner City	65625	0		30779
Brisbane Inner City	65625	1	Local	863
Brisbane Inner City	65625	1	National	2252
Brisbane Inner City	65625	1	State territory	6799
Brisbane Inner City	78750			149
Brisbane Inner City	78750	0		23458
Brisbane Inner City	78750	1	Local	776
Brisbane Inner City	78750	1	National	2698
Brisbane Inner City	78750	1	State territory	6948
Brisbane Inner City	91875			107
Brisbane Inner City	91875	0		20934
Brisbane Inner City	91875	1	Local	661
Brisbane Inner City	91875	1	National	2314
Brisbane Inner City	91875	1	State territory	8463
Brisbane Inner City	105000			67
Brisbane Inner City	105000	0		15069
Brisbane Inner City	105000	1	Local	592
Brisbane Inner City	105000	1	National	1512
Brisbane Inner City	105000	1	State territory	7153
Brisbane Inner City	157500			114
Brisbane Inner City	157500	0		29268
Brisbane Inner City	157500	1	Local	795
Brisbane Inner City	157500	1	National	2618
Brisbane Inner City	157500	1	State territory	9969
Brisbane Inner City	Inf			77
Brisbane Inner City	Inf	0		24804
Brisbane Inner City	Inf	1	Local	272
Brisbane Inner City	Inf	1	National	755
Brisbane Inner City	Inf	1	State territory	2814
Cairns				257
Cairns		0		1329
Cairns		1	Local	34
Cairns		1	National	16
Cairns		1	State territory	140
Cairns	0			64
Cairns	0	0		791
Cairns	0	1	National	8
Cairns	0	1	State territory	22
Cairns	7875			46
Cairns	7875	0		3340
Cairns	7875	1	Local	9
Cairns	7875	1	National	32
Cairns	7875	1	State territory	61
Cairns	15750			77
Cairns	15750	0		3212
Cairns	15750	1	Local	19
Cairns	15750	1	National	50
Cairns	15750	1	State territory	145
Cairns	21000			86
Cairns	21000	0		4098
Cairns	21000	1	Local	19
Cairns	21000	1	National	56
Cairns	21000	1	State territory	212
Cairns	26250			112
Cairns	26250	0		5259
Cairns	26250	1	Local	33
Cairns	26250	1	National	69
Cairns	26250	1	State territory	298
Cairns	34125			121
Cairns	34125	0		9041
Cairns	34125	1	Local	100
Cairns	34125	1	National	100
Cairns	34125	1	State territory	686
Cairns	42000			149
Cairns	42000	0		11994
Cairns	42000	1	Local	193
Cairns	42000	1	National	109
Cairns	42000	1	State territory	891
Cairns	52500			105
Cairns	52500	0		13057
Cairns	52500	1	Local	340
Cairns	52500	1	National	233
Cairns	52500	1	State territory	1255
Cairns	65625			85
Cairns	65625	0		10607
Cairns	65625	1	Local	499
Cairns	65625	1	National	397
Cairns	65625	1	State territory	2050
Cairns	78750			57
Cairns	78750	0		5912
Cairns	78750	1	Local	357
Cairns	78750	1	National	443
Cairns	78750	1	State territory	1899
Cairns	91875			27
Cairns	91875	0		4610
Cairns	91875	1	Local	253
Cairns	91875	1	National	333
Cairns	91875	1	State territory	2063
Cairns	105000			17
Cairns	105000	0		2489
Cairns	105000	1	Local	110
Cairns	105000	1	National	303
Cairns	105000	1	State territory	1365
Cairns	157500			22
Cairns	157500	0		2914
Cairns	157500	1	Local	116
Cairns	157500	1	National	391
Cairns	157500	1	State territory	1453
Cairns	Inf			23
Cairns	Inf	0		1798
Cairns	Inf	1	Local	40
Cairns	Inf	1	National	98
Cairns	Inf	1	State territory	320
Darling Downs - Maranoa				145
Darling Downs - Maranoa		0		957
Darling Downs - Maranoa		1	Local	10
Darling Downs - Maranoa		1	National	8
Darling Downs - Maranoa		1	State territory	37
Darling Downs - Maranoa	0			45
Darling Downs - Maranoa	0	0		954
Darling Downs - Maranoa	0	1	Local	3
Darling Downs - Maranoa	0	1	National	13
Darling Downs - Maranoa	0	1	State territory	21
Darling Downs - Maranoa	7875			41
Darling Downs - Maranoa	7875	0		1955
Darling Downs - Maranoa	7875	1	Local	3
Darling Downs - Maranoa	7875	1	National	18
Darling Downs - Maranoa	7875	1	State territory	57
Darling Downs - Maranoa	15750			61
Darling Downs - Maranoa	15750	0		2081
Darling Downs - Maranoa	15750	1	Local	10
Darling Downs - Maranoa	15750	1	National	27
Darling Downs - Maranoa	15750	1	State territory	101
Darling Downs - Maranoa	21000			63
Darling Downs - Maranoa	21000	0		2429
Darling Downs - Maranoa	21000	1	Local	20
Darling Downs - Maranoa	21000	1	National	19
Darling Downs - Maranoa	21000	1	State territory	157
Darling Downs - Maranoa	26250			64
Darling Downs - Maranoa	26250	0		2863
Darling Downs - Maranoa	26250	1	Local	28
Darling Downs - Maranoa	26250	1	National	26
Darling Downs - Maranoa	26250	1	State territory	183
Darling Downs - Maranoa	34125			57
Darling Downs - Maranoa	34125	0		4853
Darling Downs - Maranoa	34125	1	Local	70
Darling Downs - Maranoa	34125	1	National	30
Darling Downs - Maranoa	34125	1	State territory	383
Darling Downs - Maranoa	42000			61
Darling Downs - Maranoa	42000	0		5904
Darling Downs - Maranoa	42000	1	Local	138
Darling Downs - Maranoa	42000	1	National	38
Darling Downs - Maranoa	42000	1	State territory	485
Darling Downs - Maranoa	52500			60
Darling Downs - Maranoa	52500	0		6625
Darling Downs - Maranoa	52500	1	Local	336
Darling Downs - Maranoa	52500	1	National	66
Darling Downs - Maranoa	52500	1	State territory	499
Darling Downs - Maranoa	65625			49
Darling Downs - Maranoa	65625	0		5886
Darling Downs - Maranoa	65625	1	Local	491
Darling Downs - Maranoa	65625	1	National	97
Darling Downs - Maranoa	65625	1	State territory	704
Darling Downs - Maranoa	78750			18
Darling Downs - Maranoa	78750	0		3596
Darling Downs - Maranoa	78750	1	Local	251
Darling Downs - Maranoa	78750	1	National	142
Darling Downs - Maranoa	78750	1	State territory	633
Darling Downs - Maranoa	91875			12
Darling Downs - Maranoa	91875	0		2807
Darling Downs - Maranoa	91875	1	Local	141
Darling Downs - Maranoa	91875	1	National	135
Darling Downs - Maranoa	91875	1	State territory	722
Darling Downs - Maranoa	105000			4
Darling Downs - Maranoa	105000	0		1963
Darling Downs - Maranoa	105000	1	Local	61
Darling Downs - Maranoa	105000	1	National	104
Darling Downs - Maranoa	105000	1	State territory	416
Darling Downs - Maranoa	157500			12
Darling Downs - Maranoa	157500	0		3070
Darling Downs - Maranoa	157500	1	Local	72
Darling Downs - Maranoa	157500	1	National	155
Darling Downs - Maranoa	157500	1	State territory	484
Darling Downs - Maranoa	Inf			6
Darling Downs - Maranoa	Inf	0		1757
Darling Downs - Maranoa	Inf	1	Local	21
Darling Downs - Maranoa	Inf	1	National	34
Darling Downs - Maranoa	Inf	1	State territory	101
Central Queensland				221
Central Queensland		0		1289
Central Queensland		1	Local	25
Central Queensland		1	National	21
Central Queensland		1	State territory	97
Central Queensland	0			40
Central Queensland	0	0		915
Central Queensland	0	1	Local	3
Central Queensland	0	1	National	19
Central Queensland	0	1	State territory	21
Central Queensland	7875			52
Central Queensland	7875	0		3507
Central Queensland	7875	1	Local	9
Central Queensland	7875	1	National	23
Central Queensland	7875	1	State territory	72
Central Queensland	15750			48
Central Queensland	15750	0		3403
Central Queensland	15750	1	Local	17
Central Queensland	15750	1	National	44
Central Queensland	15750	1	State territory	188
Central Queensland	21000			69
Central Queensland	21000	0		3632
Central Queensland	21000	1	Local	26
Central Queensland	21000	1	National	31
Central Queensland	21000	1	State territory	238
Central Queensland	26250			69
Central Queensland	26250	0		4172
Central Queensland	26250	1	Local	47
Central Queensland	26250	1	National	58
Central Queensland	26250	1	State territory	321
Central Queensland	34125			87
Central Queensland	34125	0		6770
Central Queensland	34125	1	Local	74
Central Queensland	34125	1	National	86
Central Queensland	34125	1	State territory	631
Central Queensland	42000			86
Central Queensland	42000	0		8463
Central Queensland	42000	1	Local	138
Central Queensland	42000	1	National	100
Central Queensland	42000	1	State territory	785
Central Queensland	52500			106
Central Queensland	52500	0		9118
Central Queensland	52500	1	Local	302
Central Queensland	52500	1	National	138
Central Queensland	52500	1	State territory	1059
Central Queensland	65625			64
Central Queensland	65625	0		8944
Central Queensland	65625	1	Local	546
Central Queensland	65625	1	National	260
Central Queensland	65625	1	State territory	1636
Central Queensland	78750			40
Central Queensland	78750	0		6321
Central Queensland	78750	1	Local	484
Central Queensland	78750	1	National	277
Central Queensland	78750	1	State territory	1601
Central Queensland	91875			23
